"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",74,191,64.9,NA,NA,NA,NA,NA,0,0,0,37,469,3,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAC",75,192,64.5,NA,NA,NA,NA,NA,0,0,0,36,465,3,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",57,193,64.3,NA,NA,NA,NA,NA,101,424,3,6,39,0,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","SEA",25,194,63.5,NA,NA,NA,NA,NA,NA,NA,NA,38,395,4,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","BUF",76,195,63.3,NA,NA,NA,NA,NA,0,0,0,33,453,3,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",77,196,62.9,NA,NA,NA,NA,NA,0,0,0,34,449,3,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",58,197,62.4,NA,NA,NA,NA,NA,37,149,0,50,355,2,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",59,198,61.8,NA,NA,NA,NA,NA,90,395,3,6,43,0,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",26,199,61.6,NA,NA,NA,NA,NA,NA,NA,NA,30,376,4,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",38,200,61.3,114,67,788,5,5,16,19,0,NA,NA,NA,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",78,201,61.2,NA,NA,NA,NA,NA,2,17,0,27,415,3,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",79,202,60.2,NA,NA,NA,NA,NA,0,0,0,38,422,3,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",80,203,59.7,NA,NA,NA,NA,NA,0,0,0,32,417,3,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",27,204,59.6,NA,NA,NA,NA,NA,NA,NA,NA,39,416,3,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",81,205,59.5,NA,NA,NA,NA,NA,0,0,0,37,475,2,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",28,205,59.5,NA,NA,NA,NA,NA,NA,NA,NA,38,415,3,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",60,207,58.7,NA,NA,NA,NA,NA,71,282,2,26,185,0,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",61,208,57.3,NA,NA,NA,NA,NA,73,329,0,33,244,0,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",62,209,57,NA,NA,NA,NA,NA,64,277,3,17,113,0,NA,NA,NA
"GAVINESCOBAR","TE","Gavin Escobar","DAL",29,210,56.9,NA,NA,NA,NA,NA,NA,NA,NA,35,389,3,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",63,211,56.7,NA,NA,NA,NA,NA,86,345,2,15,102,0,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",82,212,56.6,NA,NA,NA,NA,NA,0,0,0,40,446,2,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",30,213,56.5,NA,NA,NA,NA,NA,NA,NA,NA,35,385,3,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",64,214,56.2,NA,NA,NA,NA,NA,81,355,2,12,87,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",65,215,55.9,NA,NA,NA,NA,NA,82,345,2,14,94,0,NA,NA,NA
"JAMESWHITE","RB","James White","NE",66,216,55.5,NA,NA,NA,NA,NA,78,311,3,8,64,0,NA,NA,NA
"JOEMORGAN","WR","Joe Morgan","NO",83,217,54.1,NA,NA,NA,NA,NA,0,0,0,20,361,3,NA,NA,NA
"CHRISOWUSU","WR","Chris Owusu","TB",84,218,52.7,NA,NA,NA,NA,NA,0,0,0,38,407,2,NA,NA,NA
"KADEEMCAREY","RB","Ka'Deem Carey","CHI",67,219,51.9,NA,NA,NA,NA,NA,75,324,1,19,135,0,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",31,220,51.5,NA,NA,NA,NA,NA,NA,NA,NA,35,335,3,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",32,221,50.8,NA,NA,NA,NA,NA,NA,NA,NA,37,388,2,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",85,222,50.6,NA,NA,NA,NA,NA,0,0,0,30,386,2,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",68,223,50.4,NA,NA,NA,NA,NA,75,315,2,10,69,0,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","PHI",69,224,50.1,NA,NA,NA,NA,NA,87,381,2,0,0,0,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",39,225,49.4,70,41,475,3,2,12,76,1,NA,NA,NA,NA,NA,NA
"JERMICHAELFINLEY","TE","Jermichael Finley","FA",33,225,49.4,NA,NA,NA,NA,NA,NA,NA,NA,27,314,3,NA,NA,NA
"LEVINETOILOLO","TE","Levine Toilolo","ATL",34,227,48.7,NA,NA,NA,NA,NA,NA,NA,NA,37,367,2,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",86,228,47.7,NA,NA,NA,NA,NA,0,0,0,26,357,2,NA,NA,NA
"JUNIORHEMINGWAY","WR","Junior Hemingway","KC",87,229,47.6,NA,NA,NA,NA,NA,0,0,0,27,356,2,NA,NA,NA
"STEPHENHILL","WR","Stephen Hill","NYJ",87,229,47.6,NA,NA,NA,NA,NA,0,0,0,26,356,2,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",89,231,47,NA,NA,NA,NA,NA,0,0,0,22,350,2,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","MIA",89,231,47,NA,NA,NA,NA,NA,0,0,0,26,350,2,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","TB",35,233,46.4,NA,NA,NA,NA,NA,NA,NA,NA,33,344,2,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",70,234,46.3,NA,NA,NA,NA,NA,69,319,1,12,84,0,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",91,235,44.9,NA,NA,NA,NA,NA,0,0,0,22,329,2,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","KC",36,235,44.9,NA,NA,NA,NA,NA,NA,NA,NA,35,329,2,NA,NA,NA
"ADRIENROBINSON","TE","Adrien Robinson","NYG",37,237,44.4,NA,NA,NA,NA,NA,NA,NA,NA,28,324,2,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",38,238,43.3,NA,NA,NA,NA,NA,NA,NA,NA,31,313,2,NA,NA,NA
"BRANDONBOSTICK","TE","Brandon Bostick","GB",39,239,43,NA,NA,NA,NA,NA,NA,NA,NA,26,310,2,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","ARI",40,240,42.6,NA,NA,NA,NA,NA,NA,NA,NA,30,306,2,NA,NA,NA
"DAVIDAUSBERRY","TE","David Ausberry","OAK",41,241,42,NA,NA,NA,NA,NA,NA,NA,NA,26,300,2,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",71,242,41,NA,NA,NA,NA,NA,60,276,2,2,14,0,NA,NA,NA
"LANCEKENDRICKS","TE","Lance Kendricks","STL",42,243,40.6,NA,NA,NA,NA,NA,NA,NA,NA,25,286,2,NA,NA,NA
"MARQUISEGOODWIN","WR","Marquise Goodwin","BUF",92,244,40.2,NA,NA,NA,NA,NA,0,0,0,26,342,1,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","KC",93,245,39.9,NA,NA,NA,NA,NA,0,0,0,21,279,2,NA,NA,NA
"MIKEJAMES","RB","Mike James","TB",72,246,39.6,NA,NA,NA,NA,NA,61,269,1,11,67,0,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","NO",43,247,39.5,NA,NA,NA,NA,NA,NA,NA,NA,26,275,2,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",44,248,38.9,NA,NA,NA,NA,NA,NA,NA,NA,23,269,2,NA,NA,NA
"TROYNIKLAS","TE","Troy Niklas","ARI",44,248,38.9,NA,NA,NA,NA,NA,NA,NA,NA,23,269,2,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",73,250,37.4,NA,NA,NA,NA,NA,61,285,1,4,29,0,NA,NA,NA
"KELLENDAVIS","TE","Kellen Davis","NYG",46,250,37.4,NA,NA,NA,NA,NA,NA,NA,NA,23,254,2,NA,NA,NA
"JASONAVANT","WR","Jason Avant","CAR",94,252,37.1,NA,NA,NA,NA,NA,0,0,0,24,311,1,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",40,253,36,56,36,449,3,2,4,15,0,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",74,253,36,NA,NA,NA,NA,NA,36,176,1,20,124,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",95,255,34.9,NA,NA,NA,NA,NA,0,0,0,23,289,1,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",47,256,34.8,NA,NA,NA,NA,NA,NA,NA,NA,21,228,2,NA,NA,NA
"DENARIUSMOORE","WR","Denarius Moore","OAK",96,257,34.7,NA,NA,NA,NA,NA,0,0,0,19,287,1,NA,NA,NA
"JEROMESIMPSON","WR","Jerome Simpson","MIN",96,257,34.7,NA,NA,NA,NA,NA,0,0,0,20,287,1,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",98,259,34.6,NA,NA,NA,NA,NA,0,0,0,22,286,1,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",75,260,34.1,NA,NA,NA,NA,NA,48,197,1,13,84,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",76,261,33.8,NA,NA,NA,NA,NA,54,267,1,1,11,0,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",48,262,33.5,NA,NA,NA,NA,NA,NA,NA,NA,20,215,2,NA,NA,NA
"KRISDURHAM","WR","Kris Durham","DET",99,263,32,NA,NA,NA,NA,NA,0,0,0,25,320,0,NA,NA,NA
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",49,264,31.6,NA,NA,NA,NA,NA,NA,NA,NA,24,256,1,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAC",100,265,31.5,NA,NA,NA,NA,NA,0,0,0,20,255,1,NA,NA,NA
"TIQUANUNDERWOOD","WR","Tiquan Underwood","CAR",101,266,30.5,NA,NA,NA,NA,NA,0,0,0,17,245,1,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",102,267,30.4,NA,NA,NA,NA,NA,0,0,0,18,244,1,NA,NA,NA
"MYLESWHITE","WR","Myles White","GB",103,268,30.1,NA,NA,NA,NA,NA,0,0,0,14,241,1,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",77,269,29,NA,NA,NA,NA,NA,44,186,1,7,44,0,NA,NA,NA
"ACESANDERS","WR","Ace Sanders","JAC",104,270,27.9,NA,NA,NA,NA,NA,0,0,0,19,219,1,NA,NA,NA
"DARICKROGERS","WR","Da'Rick Rogers","IND",105,271,27.6,NA,NA,NA,NA,NA,0,0,0,14,216,1,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",50,272,26.6,NA,NA,NA,NA,NA,NA,NA,NA,14,146,2,NA,NA,NA
"DRIARCHER","RB","Dri Archer","PIT",78,273,25.4,NA,NA,NA,NA,NA,22,86,0,22,168,0,NA,NA,NA
"JACOBYFORD","WR","Jacoby Ford","NYJ",106,274,24.9,NA,NA,NA,NA,NA,0,0,0,13,189,1,NA,NA,NA
"ANDREWQUARLESS","TE","Andrew Quarless","GB",51,275,24.7,NA,NA,NA,NA,NA,NA,NA,NA,16,187,1,NA,NA,NA
"TIMWRIGHT","TE","Tim Wright","TB",52,276,24.6,NA,NA,NA,NA,NA,NA,NA,NA,17,186,1,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",53,277,24.5,NA,NA,NA,NA,NA,NA,NA,NA,16,185,1,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","DEN",107,278,24.4,NA,NA,NA,NA,NA,0,0,0,13,184,1,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","CIN",79,279,24.3,NA,NA,NA,NA,NA,56,212,0,5,31,0,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","ARI",108,280,23.7,NA,NA,NA,NA,NA,3,21,0,12,156,1,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","TB",54,280,23.7,NA,NA,NA,NA,NA,NA,NA,NA,18,177,1,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",80,282,21.5,NA,NA,NA,NA,NA,26,116,0,12,99,0,NA,NA,NA
"JOSEPHFAURIA","TE","Joseph Fauria","DET",55,282,21.5,NA,NA,NA,NA,NA,NA,NA,NA,10,95,2,NA,NA,NA
"DEANTHONYTHOMAS","RB","De'Anthony Thomas","KC",81,284,20.9,NA,NA,NA,NA,NA,19,62,0,14,87,1,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",109,284,20.9,NA,NA,NA,NA,NA,0,0,0,15,209,0,NA,NA,NA
"LOGANPAULSEN","TE","Logan Paulsen","WAS",56,286,20.4,NA,NA,NA,NA,NA,NA,NA,NA,12,144,1,NA,NA,NA
"JASONCAMPBELL","QB","Jason Campbell","CIN",41,287,20.1,46,27,313,1,1,1,4,0,NA,NA,NA,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",110,288,20,NA,NA,NA,NA,NA,0,0,0,8,140,1,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",82,289,19.9,NA,NA,NA,NA,NA,20,86,0,19,113,0,NA,NA,NA
"TJGRAHAM","WR","T.J. Graham","BUF",111,290,19.6,NA,NA,NA,NA,NA,1,11,0,12,185,0,NA,NA,NA
"RYANGRIFFIN","TE","Ryan Griffin","HOU",57,291,19.5,NA,NA,NA,NA,NA,NA,NA,NA,13,135,1,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",83,292,19.3,NA,NA,NA,NA,NA,26,104,0,12,89,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",42,293,17.6,34,22,255,1,1,2,8,0,NA,NA,NA,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","KC",43,294,17.3,36,22,249,1,1,2,8,0,NA,NA,NA,NA,NA,NA
"DAMIANWILLIAMS","WR","Damian Williams","MIA",112,295,17.2,NA,NA,NA,NA,NA,0,0,0,8,112,1,NA,NA,NA
"VINCENTBROWN","WR","Vincent Brown","SD",113,296,17.1,NA,NA,NA,NA,NA,0,0,0,8,111,1,NA,NA,NA
"ROBERTHOUSLER","TE","Robert Housler","ARI",58,297,16.9,NA,NA,NA,NA,NA,NA,NA,NA,16,169,0,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",84,298,16.7,NA,NA,NA,NA,NA,24,96,1,2,11,0,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","CLE",85,299,16.6,NA,NA,NA,NA,NA,33,144,0,3,22,0,NA,NA,NA
"DEMETRIUSHARRIS","TE","Demetrius Harris","KC",59,300,16.4,NA,NA,NA,NA,NA,NA,NA,NA,11,104,1,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAC",86,301,15.8,NA,NA,NA,NA,NA,28,112,0,6,46,0,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",44,302,15.6,33,19,231,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"JACEAMARO","TE","Jace Amaro","NYJ",60,302,15.6,NA,NA,NA,NA,NA,NA,NA,NA,15,156,0,NA,NA,NA
"SANTANAMOSS","WR","Santana Moss","WAS",114,304,15.5,NA,NA,NA,NA,NA,0,0,0,12,155,0,NA,NA,NA
"DJWILLIAMS","TE","D.J. Williams","NE",61,304,15.5,NA,NA,NA,NA,NA,NA,NA,NA,8,95,1,NA,NA,NA
"CHRISOGBONNAYA","RB","Chris Ogbonnaya","CLE",87,306,15.2,NA,NA,NA,NA,NA,15,63,0,15,89,0,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",115,307,14.6,NA,NA,NA,NA,NA,0,0,0,12,146,0,NA,NA,NA
"DAVIDPAULSON","TE","David Paulson","PIT",62,308,13.6,NA,NA,NA,NA,NA,NA,NA,NA,13,136,0,NA,NA,NA
"MARCUSLATTIMORE","RB","Marcus Lattimore","SF",88,309,12.9,NA,NA,NA,NA,NA,28,118,0,2,11,0,NA,NA,NA
"THADDEUSLEWIS","QB","Thaddeus Lewis","BUF",45,310,12.6,24,14,165,1,1,1,3,0,NA,NA,NA,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",89,311,12.4,NA,NA,NA,NA,NA,27,113,0,1,11,0,NA,NA,NA
"MARLONBROWN","WR","Marlon Brown","BAL",116,312,12.1,NA,NA,NA,NA,NA,0,0,0,10,121,0,NA,NA,NA
"LAVELLEHAWKINS","WR","Lavelle Hawkins","TB",117,313,11.9,NA,NA,NA,NA,NA,0,0,0,9,119,0,NA,NA,NA
"JOHNATHANFRANKLIN","RB","Johnathan Franklin","GB",90,314,11.8,NA,NA,NA,NA,NA,16,84,0,5,34,0,NA,NA,NA
"MIKELLESHOURE","RB","Mikel Leshoure","DET",91,315,11.5,NA,NA,NA,NA,NA,25,104,0,2,11,0,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","CHI",118,316,11.4,NA,NA,NA,NA,NA,0,0,0,9,114,0,NA,NA,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",46,317,10.9,31,19,214,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"MIKEGILLISLEE","RB","Mike Gillislee","MIA",92,318,10.5,NA,NA,NA,NA,NA,22,86,0,2,19,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",119,319,10.4,NA,NA,NA,NA,NA,0,0,0,8,104,0,NA,NA,NA
"JALENSAUNDERS","WR","Jalen Saunders","NYJ",119,319,10.4,NA,NA,NA,NA,NA,0,0,0,8,104,0,NA,NA,NA
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",47,321,9.3,28,16,185,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DEVIERPOSEY","WR","DeVier Posey","HOU",121,322,8.9,NA,NA,NA,NA,NA,0,0,0,7,89,0,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",122,323,8.8,NA,NA,NA,NA,NA,0,0,0,7,88,0,NA,NA,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",63,324,8.6,NA,NA,NA,NA,NA,NA,NA,NA,8,86,0,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","NYG",93,325,8.2,NA,NA,NA,NA,NA,22,82,0,0,0,0,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",94,326,8.1,NA,NA,NA,NA,NA,9,26,0,8,55,0,NA,NA,NA
"AUSTINPETTIS","WR","Austin Pettis","STL",123,327,7.9,NA,NA,NA,NA,NA,0,0,0,7,79,0,NA,NA,NA
"DREWDAVIS","WR","Drew Davis","ATL",124,328,7.7,NA,NA,NA,NA,NA,0,0,0,6,77,0,NA,NA,NA
"RISHARDMATTHEWS","WR","Rishard Matthews","MIA",124,328,7.7,NA,NA,NA,NA,NA,0,0,0,5,77,0,NA,NA,NA
"TONYMOEAKI","TE","Tony Moeaki","BUF",64,328,7.7,NA,NA,NA,NA,NA,NA,NA,NA,8,77,0,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","CAR",64,328,7.7,NA,NA,NA,NA,NA,NA,NA,NA,7,77,0,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CLE",64,328,7.7,NA,NA,NA,NA,NA,NA,NA,NA,7,77,0,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","PHI",126,333,7.6,NA,NA,NA,NA,NA,0,0,0,6,76,0,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",126,333,7.6,NA,NA,NA,NA,NA,0,0,0,6,76,0,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",126,333,7.6,NA,NA,NA,NA,NA,0,0,0,5,76,0,NA,NA,NA
"DARYLRICHARDSON","RB","Daryl Richardson","NYJ",95,336,6.7,NA,NA,NA,NA,NA,16,67,0,0,0,0,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","CLE",129,337,6.4,NA,NA,NA,NA,NA,0,0,0,5,64,0,NA,NA,NA
"RYANWILLIAMS","RB","Ryan Williams","DAL",96,338,6.3,NA,NA,NA,NA,NA,15,63,0,0,0,0,NA,NA,NA
"KYLEJUSZCZYK","RB","Kyle Juszczyk","BAL",97,339,6.2,NA,NA,NA,NA,NA,11,45,0,3,17,0,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",130,340,5.8,NA,NA,NA,NA,NA,0,0,0,4,58,0,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","GB",48,341,5.2,15,9,104,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","STL",48,341,5.2,16,9,104,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"BROCKOSWEILER","QB","Brock Osweiler","DEN",50,343,4.5,13,7,89,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",98,344,4.1,NA,NA,NA,NA,NA,9,37,0,1,4,0,NA,NA,NA
"MATTMOORE","QB","Matt Moore","MIA",51,345,3.3,9,6,66,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",131,346,2.9,NA,NA,NA,NA,NA,0,0,0,2,29,0,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",52,347,2.3,7,4,45,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",53,348,2.1,5,3,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",54,349,1.6,4,3,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TJYATES","QB","T.J. Yates","ATL",55,350,1.3,3,2,22,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","NE",56,351,0.9,2,1,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA
