"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"JOEFLACCO",2011,9,300,1,0,NA,NA,NA,NA,NA
"JOELDREESSEN",2011,9,NA,NA,NA,NA,NA,2,27,0
"JOEMCKNIGHT",2011,9,NA,NA,NA,27,0,NA,NA,NA
"JOHNBECK",2011,9,254,1,1,9,0,NA,NA,NA
"JOHNCONNER",2011,9,NA,NA,NA,8,1,NA,NA,NA
"JOHNGILMORE",2011,9,NA,NA,NA,NA,NA,1,9,0
"JOHNKUHN",2011,9,NA,NA,NA,2,0,1,4,0
"JOHNNYKNOX",2011,9,NA,NA,NA,NA,NA,1,14,0
"JOHNSKELTON",2011,9,222,1,0,38,0,NA,NA,NA
"JONATHANBALDWIN",2011,9,NA,NA,NA,NA,NA,1,12,0
"JORDANCAMERON",2011,9,NA,NA,NA,NA,NA,1,7,0
"JORDANNORWOOD",2011,9,NA,NA,NA,NA,NA,1,6,0
"JORDYNELSON",2011,9,NA,NA,NA,NA,NA,5,105,1
"JOSHBAKER",2011,9,NA,NA,NA,NA,NA,1,5,0
"JOSHCRIBBS",2011,9,NA,NA,NA,NA,NA,5,50,1
"JOSHFREEMAN",2011,9,281,1,0,8,0,NA,NA,NA
"JOSHJOHNSON",2011,9,NA,NA,NA,1,0,NA,NA,NA
"JULIOJONES",2011,9,NA,NA,NA,33,0,3,131,2
"JUSTINFORSETT",2011,9,NA,NA,NA,8,0,2,14,0
"KEARYCOLBERT",2011,9,NA,NA,NA,NA,NA,1,5,0
"KELLENDAVIS",2011,9,NA,NA,NA,NA,NA,1,-1,0
"KELLENWINSLOW",2011,9,NA,NA,NA,NA,NA,4,29,1
"KENDALLHUNTER",2011,9,NA,NA,NA,25,0,NA,NA,NA
"KEVINWALTER",2011,9,NA,NA,NA,NA,NA,1,5,0
"KNOWSHONMORENO",2011,9,NA,NA,NA,4,0,2,4,0
"KREGGLUMPKIN",2011,9,NA,NA,NA,7,0,4,31,0
"KYLEWILLIAMS",2011,9,NA,NA,NA,NA,NA,1,12,0
"LADAINIANTOMLINSON",2011,9,NA,NA,NA,18,1,3,30,0
"LANCEBALL",2011,9,NA,NA,NA,14,0,NA,NA,NA
"LANCEKENDRICKS",2011,9,NA,NA,NA,NA,NA,1,7,0
"LANCEMOORE",2011,9,NA,NA,NA,NA,NA,3,20,1
"LAQUANWILLIAMS",2011,9,NA,NA,NA,NA,NA,2,28,0
"LARODSTEPHENSHOWLING",2011,9,NA,NA,NA,4,0,NA,NA,NA
"LARRYFITZGERALD",2011,9,NA,NA,NA,NA,NA,4,43,1
"LAURENTROBINSON",2011,9,NA,NA,NA,NA,NA,5,32,1
"LAVELLEHAWKINS",2011,9,NA,NA,NA,NA,NA,5,63,1
"LEGARRETTEBLOUNT",2011,9,NA,NA,NA,72,0,2,8,0
"LEONARDHANKERSON",2011,9,NA,NA,NA,NA,NA,4,34,0
"LEONARDPOPE",2011,9,NA,NA,NA,NA,NA,1,9,0
"LEONWASHINGTON",2011,9,NA,NA,NA,16,0,NA,NA,NA
"LERONMCCLAIN",2011,9,NA,NA,NA,NA,NA,1,4,0
"LESEANMCCOY",2011,9,NA,NA,NA,71,1,5,46,0
"LOUISMURPHY",2011,9,NA,NA,NA,NA,NA,1,23,0
"MARCELREECE",2011,9,NA,NA,NA,NA,NA,3,51,1
"MARCMARIANI",2011,9,NA,NA,NA,NA,NA,1,6,0
"MARIOMANNINGHAM",2011,9,NA,NA,NA,NA,NA,3,33,1
"MARIONBARBER",2011,9,NA,NA,NA,31,1,1,8,0
"MARKSANCHEZ",2011,9,230,1,1,NA,NA,NA,NA,NA
"MARQUESCOLSTON",2011,9,NA,NA,NA,NA,NA,5,52,0
"MARSHAWNLYNCH",2011,9,NA,NA,NA,135,1,1,8,0
"MATTCASSEL",2011,9,253,0,0,38,0,NA,NA,NA
"MATTFORTE",2011,9,NA,NA,NA,133,0,3,17,0
"MATTHASSELBECK",2011,9,272,2,0,3,0,NA,NA,NA
"MATTMOORE",2011,9,244,3,0,3,0,NA,NA,NA
"MATTRYAN",2011,9,275,3,1,0,0,NA,NA,NA
"MATTSCHAUB",2011,9,119,0,1,0,1,NA,NA,NA
"MATTSPAETH",2011,9,NA,NA,NA,NA,NA,2,13,1
"MICHAELBUSH",2011,9,NA,NA,NA,96,0,2,33,1
"MICHAELCRABTREE",2011,9,NA,NA,NA,NA,NA,5,51,0
"MICHAELPALMER",2011,9,NA,NA,NA,NA,NA,1,9,0
"MICHAELTURNER",2011,9,NA,NA,NA,71,1,1,7,0
"MICHAELVICK",2011,9,213,0,1,34,0,NA,NA,NA
"MICHEALSPURLOCK",2011,9,NA,NA,NA,NA,NA,1,7,0
"MIKETOLBERT",2011,9,NA,NA,NA,83,1,4,59,0
"MIKEWALLACE",2011,9,NA,NA,NA,NA,NA,4,68,1
"MIKEWILLIAMS",2011,9,NA,NA,NA,NA,NA,4.5,43.5,0
"MILESAUSTIN",2011,9,NA,NA,NA,NA,NA,2,53,0
"NAAMANROOSEVELT",2011,9,NA,NA,NA,NA,NA,1,3,0
"NATEWASHINGTON",2011,9,NA,NA,NA,NA,NA,3,28,0
"OWENDANIELS",2011,9,NA,NA,NA,NA,NA,3,32,0
"PATRICKCRAYTON",2011,9,NA,NA,NA,NA,NA,1,5,0
"PHILIPRIVERS",2011,9,385,4,3,-1,0,NA,NA,NA
"PHILLIPTANNER",2011,9,NA,NA,NA,11,0,NA,NA,NA
"PIERREGARCON",2011,9,NA,NA,NA,NA,NA,3,22,0
"PIERRETHOMAS",2011,9,NA,NA,NA,66,1,4,25,0
"PLAXICOBURRESS",2011,9,NA,NA,NA,NA,NA,5,79,0
"PRESTONPARKER",2011,9,NA,NA,NA,NA,NA,3,56,0
"RAMSESBARDEN",2011,9,NA,NA,NA,NA,NA,2,24,0
"RANDYMCMICHAEL",2011,9,NA,NA,NA,NA,NA,1,3,0
"RASHARDMENDENHALL",2011,9,NA,NA,NA,52,1,1,3,0
"RAYRICE",2011,9,NA,NA,NA,43,1,5,43,0
"REGGIEBUSH",2011,9,NA,NA,NA,92,1,3,50,0
"REGGIEWAYNE",2011,9,NA,NA,NA,NA,NA,4,30,0
"RICKYWILLIAMS",2011,9,NA,NA,NA,24,0,1,11,0
"ROBGRONKOWSKI",2011,9,NA,NA,NA,NA,NA,8,101,1
"RODDYWHITE",2011,9,NA,NA,NA,NA,NA,4,76,0
"RONNIEBROWN",2011,9,NA,NA,NA,4,1,NA,NA,NA
"ROYHELU",2011,9,NA,NA,NA,41,0,14,105,0
"ROYWILLIAMS",2011,9,NA,NA,NA,NA,NA,3,46,0
"RYANFITZPATRICK",2011,9,191,1,2,9,0,NA,NA,NA
"RYANGRANT",2011,9,NA,NA,NA,16,0,NA,NA,NA
"RYANTORAIN",2011,9,NA,NA,NA,2,0,1,7,0
"SAMBRADFORD",2011,9,255,0,1,2,0,NA,NA,NA
"SANTONIOHOLMES",2011,9,NA,NA,NA,NA,NA,3,29,1
"SCOTTCHANDLER",2011,9,NA,NA,NA,NA,NA,3,24,0
"SHONNGREENE",2011,9,NA,NA,NA,76,0,NA,NA,NA
"SIDNEYRICE",2011,9,NA,NA,NA,NA,NA,3,69,0
"STEVANRIDLEY",2011,9,NA,NA,NA,10,0,1,2,0
"STEVEBREASTON",2011,9,NA,NA,NA,NA,NA,7,115,0
"STEVEJOHNSON",2011,9,NA,NA,NA,NA,NA,3,84,0
"STEVENJACKSON",2011,9,NA,NA,NA,130,0,1,12,0
"TAIWANJONES",2011,9,NA,NA,NA,1,0,NA,NA,NA
"TARVARISJACKSON",2011,9,221,0,3,3,0,NA,NA,NA
"TEDGINN",2011,9,NA,NA,NA,NA,NA,1,14,0
"TERRENCEAUSTIN",2011,9,NA,NA,NA,NA,NA,2,14,0
"THOMASCLAYTON",2011,9,NA,NA,NA,10,0,NA,NA,NA
"THOMASJONES",2011,9,NA,NA,NA,5,0,NA,NA,NA
"TIMTEBOW",2011,9,124,2,0,118,0,NA,NA,NA
"TJHOUSHMANDZADEH",2011,9,NA,NA,NA,NA,NA,1,28,0
"TOMBRADY",2011,9,342,2,2,5,0,NA,NA,NA
"TONYGONZALEZ",2011,9,NA,NA,NA,NA,NA,4,36,1
"TONYROMO",2011,9,279,2,0,13,0,NA,NA,NA
"TORREYSMITH",2011,9,NA,NA,NA,NA,NA,5,71,1
"TYLERCLUTTS",2011,9,NA,NA,NA,NA,NA,1,4,0
"VERNONDAVIS",2011,9,NA,NA,NA,NA,NA,4,41,0
"VICTORCRUZ",2011,9,NA,NA,NA,NA,NA,6,91,0
"VINCENTBROWN",2011,9,NA,NA,NA,NA,NA,4,79,0
"VINCENTJACKSON",2011,9,NA,NA,NA,NA,NA,7,141,3
"VONTALEACH",2011,9,NA,NA,NA,NA,NA,1,5,0
"WESWELKER",2011,9,NA,NA,NA,13,0,9,136,0
"WILLISMCGAHEE",2011,9,NA,NA,NA,163,2,NA,NA,NA
"ZACKPIANALTO",2011,9,NA,NA,NA,NA,NA,2,24,0
"AARONHERNANDEZ",2011,10,NA,NA,NA,NA,NA,4,41,0
"AARONRODGERS",2011,10,250,4,0,21,0,NA,NA,NA
"ADRIANPETERSON",2011,10,NA,NA,NA,51,1,NA,NA,NA
"AJGREEN",2011,10,NA,NA,NA,7,0,1,36,1
"ALEXSMITH",2011,10,242,1,1,27,0,2,15,0
"ANDRECALDWELL",2011,10,NA,NA,NA,NA,NA,3,25,0
"ANDREROBERTS",2011,10,NA,NA,NA,12,0,4,55,0
"ANDREWHAWKINS",2011,10,NA,NA,NA,4,0,5,56,0
"ANDREWQUARLESS",2011,10,NA,NA,NA,NA,NA,1,8,0
"ANDYDALTON",2011,10,170,2,2,NA,NA,NA,NA,NA
"ANQUANBOLDIN",2011,10,NA,NA,NA,NA,NA,2,22,0
"ANTHONYDIXON",2011,10,NA,NA,NA,10,0,NA,NA,NA
"ANTHONYFASANO",2011,10,NA,NA,NA,NA,NA,3,60,0
"ANTHONYMCCOY",2011,10,NA,NA,NA,NA,NA,2,15,0
"ANTONIOBROWN",2011,10,NA,NA,NA,NA,NA,5,86,0
"ANTONIOGATES",2011,10,NA,NA,NA,NA,NA,5,54,0
"ARIANFOSTER",2011,10,NA,NA,NA,84,1,4,102,1
"ARRELIOUSBENN",2011,10,NA,NA,NA,NA,NA,2,47,0
"AUSTINCOLLIE",2011,10,NA,NA,NA,NA,NA,4,31,0
"AUSTINPETTIS",2011,10,NA,NA,NA,NA,NA,3,31,0
"BEANIEWELLS",2011,10,NA,NA,NA,62,0,NA,NA,NA
"BEARPASCOE",2011,10,NA,NA,NA,NA,NA,2,23,0
"BENJARVUSGREENELLIS",2011,10,NA,NA,NA,8,0,NA,NA,NA
"BENOBOMANU",2011,10,NA,NA,NA,NA,NA,1,10,0
"BENROETHLISBERGER",2011,10,245,1,1,NA,NA,NA,NA,NA
"BENTATE",2011,10,NA,NA,NA,63,1,NA,NA,NA
"BENWATSON",2011,10,NA,NA,NA,NA,NA,3,30,0
"BERNARDSCOTT",2011,10,NA,NA,NA,38,0,NA,NA,NA
"BILLYBAJEMA",2011,10,NA,NA,NA,NA,NA,2,12,0
"BLAINEGABBERT",2011,10,118,1,1,8,0,NA,NA,NA
"BRANDONJACOBS",2011,10,NA,NA,NA,55,0,2,17,0
"BRANDONLAFELL",2011,10,NA,NA,NA,NA,NA,1,18,0
"BRANDONLLOYD",2011,10,NA,NA,NA,NA,NA,4,48,1
"BRANDONMARSHALL",2011,10,NA,NA,NA,NA,NA,7,98,0
"BRANDONMYERS",2011,10,NA,NA,NA,NA,NA,2,11,0
"BRANDONPETTIGREW",2011,10,NA,NA,NA,NA,NA,5,38,0
"BRAYLONEDWARDS",2011,10,NA,NA,NA,NA,NA,3,47,0
"BRENTCELEK",2011,10,NA,NA,NA,NA,NA,4,53,0
"BRIANHARTLINE",2011,10,NA,NA,NA,NA,NA,1,6,0
"BRIANLEONARD",2011,10,NA,NA,NA,3,0,NA,NA,NA
"BRITMILLER",2011,10,NA,NA,NA,2,0,1,20,0
"CALVINJOHNSON",2011,10,NA,NA,NA,NA,NA,7,81,0
"CAMNEWTON",2011,10,212,0,1,55,0,NA,NA,NA
"CARSONPALMER",2011,10,299,2,1,NA,NA,NA,NA,NA
"CEDRICBENSON",2011,10,NA,NA,NA,57,0,1,5,0
"CHADJOHNSON",2011,10,NA,NA,NA,NA,NA,2,65,0
"CHANSISTUCKEY",2011,10,NA,NA,NA,NA,NA,1,8,0
"CHARLESCLAY",2011,10,NA,NA,NA,NA,NA,1,4,0
"CHASTINWEST",2011,10,NA,NA,NA,NA,NA,3,39,0
"CHESTERTAYLOR",2011,10,NA,NA,NA,NA,NA,1,17,0
"CHRISJOHNSON",2011,10,NA,NA,NA,130,1,4,44,0
"CHRISOGBONNAYA",2011,10,NA,NA,NA,90,0,2,19,0
"CHRISTIANPONDER",2011,10,190,0,1,17,0,NA,NA,NA
"COLINCOCHART",2011,10,NA,NA,NA,NA,NA,1,25,0
"COLTMCCOY",2011,10,218,0,0,4,0,NA,NA,NA
"CURTISPAINTER",2011,10,94,0,2,NA,NA,NA,NA,NA
"DAMIANWILLIAMS",2011,10,NA,NA,NA,NA,NA,5,107,1
"DANIELTHOMAS",2011,10,NA,NA,NA,42,0,NA,NA,NA
"DANNYWARE",2011,10,NA,NA,NA,34,0,5,34,0
"DANNYWOODHEAD",2011,10,NA,NA,NA,38,0,1,6,0
"DANORLOVSKY",2011,10,67,0,0,NA,NA,NA,NA,NA
"DARRENSPROLES",2011,10,NA,NA,NA,NA,NA,4,2,0
"DAVIDANDERSON",2011,10,NA,NA,NA,NA,NA,1,14,0
"DAVIDJOHNSON",2011,10,NA,NA,NA,NA,NA,1,6,0
"DAVIDNELSON",2011,10,NA,NA,NA,NA,NA,4,31,1
"DAVIDREED",2011,10,NA,NA,NA,16,0,NA,NA,NA
"DAVIDTHOMAS",2011,10,NA,NA,NA,NA,NA,2,4,0
"DAVONEBESS",2011,10,NA,NA,NA,NA,NA,4,37,0
"DEANGELOWILLIAMS",2011,10,NA,NA,NA,35,0,NA,NA,NA
"DEIONBRANCH",2011,10,NA,NA,NA,NA,NA,5,58,1
"DEJIKARIM",2011,10,NA,NA,NA,7,0,3,25,0
"DELANIEWALKER",2011,10,NA,NA,NA,NA,NA,6,69,0
"DELONECARTER",2011,10,NA,NA,NA,14,0,NA,NA,NA
"DEMARCOMURRAY",2011,10,NA,NA,NA,135,1,6,36,0
"DENARIUSMOORE",2011,10,NA,NA,NA,NA,NA,5,123,2
"DENNISPITTA",2011,10,NA,NA,NA,NA,NA,4,49,0
"DERRICKMASON",2011,10,NA,NA,NA,NA,NA,1,16,0
"DERRICKWARD",2011,10,NA,NA,NA,36,1,NA,NA,NA
"DEXTERMCCLUSTER",2011,10,NA,NA,NA,45,0,6,48,0
"DEZBRYANT",2011,10,NA,NA,NA,NA,NA,6,74,1
"DIONLEWIS",2011,10,NA,NA,NA,2,0,NA,NA,NA
"DONALDBROWN",2011,10,NA,NA,NA,53,0,4,12,0
"DONALDDRIVER",2011,10,NA,NA,NA,NA,NA,3,36,0
"DONALDJONES",2011,10,NA,NA,NA,NA,NA,6,51,0
"DOUGBALDWIN",2011,10,NA,NA,NA,NA,NA,1,50,0
"DREWBREES",2011,10,322,2,0,NA,NA,NA,NA,NA
"DUSTINKELLER",2011,10,NA,NA,NA,NA,NA,2,37,0
"DWAYNEBOWE",2011,10,NA,NA,NA,NA,NA,2,17,0
"EARLBENNETT",2011,10,NA,NA,NA,NA,NA,6,81,0
"EARLYDOUCET",2011,10,NA,NA,NA,NA,NA,2,24,1
"EDDICKSON",2011,10,NA,NA,NA,NA,NA,10,79,2
"EDDIEROYAL",2011,10,NA,NA,NA,19,0,NA,NA,NA
"ELIMANNING",2011,10,311,2,2,4,0,NA,NA,NA
"ERICDECKER",2011,10,NA,NA,NA,NA,NA,1,56,1
"ERICWEEMS",2011,10,NA,NA,NA,NA,NA,3,25,0
"FRANKGORE",2011,10,NA,NA,NA,NA,NA,1,8,0
"FREDDAVIS",2011,10,NA,NA,NA,NA,NA,3,28,0
"FREDJACKSON",2011,10,NA,NA,NA,114,0,4,1,0
"GOLDENTATE",2011,10,NA,NA,NA,NA,NA,3,46,0
"GREGJENNINGS",2011,10,NA,NA,NA,NA,NA,3,32,1
"GREGLITTLE",2011,10,NA,NA,NA,10,0,6,84,0
"GREGOLSEN",2011,10,NA,NA,NA,NA,NA,4,45,0
"HAKEEMNICKS",2011,10,NA,NA,NA,NA,NA,2,41,1
"HARRYDOUGLAS",2011,10,NA,NA,NA,3,0,8,133,0
"HEATHMILLER",2011,10,NA,NA,NA,NA,NA,3,31,0
"HINESWARD",2011,10,NA,NA,NA,NA,NA,1,10,0
"ISAACREDMAN",2011,10,NA,NA,NA,25,0,NA,NA,NA
"JABARGAFFNEY",2011,10,NA,NA,NA,NA,NA,3,37,0
"JACKIEBATTLE",2011,10,NA,NA,NA,61,0,NA,NA,NA
"JACOBHESTER",2011,10,NA,NA,NA,NA,NA,1,7,1
"JACOBTAMME",2011,10,NA,NA,NA,NA,NA,6,75,0
"JACOBYFORD",2011,10,NA,NA,NA,NA,NA,1,41,0
"JACOBYJONES",2011,10,NA,NA,NA,2,0,2,87,1
"JACQUIZZRODGERS",2011,10,NA,NA,NA,30,0,1,8,0
"JAKEBALLARD",2011,10,NA,NA,NA,NA,NA,3,35,0
"JAMESJONES",2011,10,NA,NA,NA,NA,NA,1,9,0
"JAMESSTARKS",2011,10,NA,NA,NA,63,0,3,11,0
"JAREDCOOK",2011,10,NA,NA,NA,NA,NA,1,18,0
"JARETTDILLARD",2011,10,NA,NA,NA,NA,NA,2,30,1
"JASONAVANT",2011,10,NA,NA,NA,NA,NA,1,2,0
"JASONSNELLING",2011,10,NA,NA,NA,NA,NA,2,25,1
"JASONWITTEN",2011,10,NA,NA,NA,NA,NA,5,37,0
"JAVONRINGER",2011,10,NA,NA,NA,19,0,1,7,0
"JAYCUTLER",2011,10,123,0,0,18,0,NA,NA,NA
"JEDCOLLINS",2011,10,NA,NA,NA,NA,NA,1,12,0
"JEFFKING",2011,10,NA,NA,NA,NA,NA,4,26,0
"JEREMYKERLEY",2011,10,NA,NA,NA,NA,NA,4,79,0
"JEREMYMACLIN",2011,10,NA,NA,NA,NA,NA,2,6,0
"JEREMYSHOCKEY",2011,10,NA,NA,NA,NA,NA,1,19,0
"JERMAINEGRESHAM",2011,10,NA,NA,NA,NA,NA,4,23,1
"JERMICHAELFINLEY",2011,10,NA,NA,NA,NA,NA,3,67,0
"JERRICHOCOTCHERY",2011,10,NA,NA,NA,NA,NA,2,29,1
"JESSEHOLLEY",2011,10,NA,NA,NA,NA,NA,1,25,0
"JIMMYGRAHAM",2011,10,NA,NA,NA,NA,NA,7,82,1
"JOEFLACCO",2011,10,255,1,1,8,0,NA,NA,NA
"JOEWEBB",2011,10,NA,NA,NA,6,0,1,9,0
"JOHNKUHN",2011,10,NA,NA,NA,NA,NA,2,9,1
"JOHNNYKNOX",2011,10,NA,NA,NA,NA,NA,1,18,0
"JOHNSKELTON",2011,10,315,3,2,15,0,NA,NA,NA
"JONATHANBALDWIN",2011,10,NA,NA,NA,NA,NA,1,15,0
"JONATHANSTEWART",2011,10,NA,NA,NA,23,0,4,22,0
"JORDANNORWOOD",2011,10,NA,NA,NA,NA,NA,2,14,0
"JORDYNELSON",2011,10,NA,NA,NA,NA,NA,5,63,2
"JOSHCRIBBS",2011,10,NA,NA,NA,21,0,3,32,0
"JOSHFREEMAN",2011,10,170,1,3,25,0,NA,NA,NA
"JULIOJONES",2011,10,NA,NA,NA,NA,NA,2,9,0
"JUSTINFORSETT",2011,10,NA,NA,NA,3,0,NA,NA,NA
"KELLENWINSLOW",2011,10,NA,NA,NA,NA,NA,3,33,0
"KENDALLHUNTER",2011,10,NA,NA,NA,40,1,1,4,0
"KEVINBOSS",2011,10,NA,NA,NA,NA,NA,2,32,0
"KEVINFAULK",2011,10,NA,NA,NA,8,0,NA,NA,NA
"KEVINOGLETREE",2011,10,NA,NA,NA,NA,NA,1,17,0
"KEVINSMITH",2011,10,NA,NA,NA,19,0,2,10,0
"KEVINWALTER",2011,10,NA,NA,NA,NA,NA,1,6,0
"KNOWSHONMORENO",2011,10,NA,NA,NA,52,0,NA,NA,NA
"KREGGLUMPKIN",2011,10,NA,NA,NA,31,0,5,30,0
"KYLERUDOLPH",2011,10,NA,NA,NA,NA,NA,3,37,0
"KYLEWILLIAMS",2011,10,NA,NA,NA,NA,NA,1,14,0
"LADAINIANTOMLINSON",2011,10,NA,NA,NA,38,0,2,22,0
"LANCEBALL",2011,10,NA,NA,NA,96,0,NA,NA,NA
"LANCEMOORE",2011,10,NA,NA,NA,NA,NA,1,28,0
"LARODSTEPHENSHOWLING",2011,10,NA,NA,NA,NA,NA,2,39,0
"LARRYFITZGERALD",2011,10,NA,NA,NA,NA,NA,7,146,2
"LAURENTROBINSON",2011,10,NA,NA,NA,NA,NA,3,73,2
"LAVELLEHAWKINS",2011,10,NA,NA,NA,NA,NA,1,3,0
"LEGARRETTEBLOUNT",2011,10,NA,NA,NA,34,0,1,0,0
"LEGEDUNAANEE",2011,10,NA,NA,NA,NA,NA,8,75,0
"LEONARDHANKERSON",2011,10,NA,NA,NA,NA,NA,8,106,0
"LEONARDPOPE",2011,10,NA,NA,NA,NA,NA,3,18,0
"LEONWASHINGTON",2011,10,NA,NA,NA,9,0,NA,NA,NA
"LERONMCCLAIN",2011,10,NA,NA,NA,NA,NA,2,9,1
"LESEANMCCOY",2011,10,NA,NA,NA,81,1,3,12,0
"LOGANPAULSEN",2011,10,NA,NA,NA,NA,NA,1,16,0
"LORENZOBOOKER",2011,10,NA,NA,NA,12,0,1,9,0
"MARCELREECE",2011,10,NA,NA,NA,3,0,NA,NA,NA
"MARIOMANNINGHAM",2011,10,NA,NA,NA,NA,NA,6,77,1
"MARIONBARBER",2011,10,NA,NA,NA,27,0,NA,NA,NA
"MARKINGRAM",2011,10,NA,NA,NA,11,0,1,3,0
"MARKSANCHEZ",2011,10,306,1,2,11,1,NA,NA,NA
"MARQUESCOLSTON",2011,10,NA,NA,NA,NA,NA,8,113,0
"MARSHAWNLYNCH",2011,10,NA,NA,NA,109,1,5,58,0
"MARTELLUSBENNETT",2011,10,NA,NA,NA,NA,NA,1,8,0
"MATTCASSEL",2011,10,93,1,0,16,0,NA,NA,NA
"MATTFORTE",2011,10,NA,NA,NA,64,1,1,3,0
"MATTHASSELBECK",2011,10,219,1,1,21,0,NA,NA,NA
"MATTHEWSTAFFORD",2011,10,329,1,4,NA,NA,NA,NA,NA
"MATTMOORE",2011,10,209,0,1,14,0,NA,NA,NA
"MATTRYAN",2011,10,351,2,1,9,0,NA,NA,NA
"MATTSCHAUB",2011,10,242,2,0,NA,NA,NA,NA,NA
"MATTWILLIS",2011,10,NA,NA,NA,NA,NA,1,13,0
"MAURICEJONESDREW",2011,10,NA,NA,NA,114,1,3,23,0
"MAURICEMORRIS",2011,10,NA,NA,NA,44,0,1,6,0
"MEWELDEMOORE",2011,10,NA,NA,NA,7,0,NA,NA,NA
"MICHAELBUSH",2011,10,NA,NA,NA,157,1,3,85,0
"MICHAELCRABTREE",2011,10,NA,NA,NA,NA,NA,1,21,0
"MICHAELHOOMANAWANUI",2011,10,NA,NA,NA,NA,NA,2,21,0
"MICHAELJENKINS",2011,10,NA,NA,NA,NA,NA,3,49,0
"MICHAELTURNER",2011,10,NA,NA,NA,96,0,1,10,0
"MICHAELVICK",2011,10,128,0,2,79,0,NA,NA,NA
"MIKECOX",2011,10,NA,NA,NA,NA,NA,2,8,0
"MIKETHOMAS",2011,10,NA,NA,NA,12,0,1,1,0
"MIKETOLBERT",2011,10,NA,NA,NA,36,0,5,37,0
"MIKEWALLACE",2011,10,NA,NA,NA,31,0,6,54,0
"MIKEWILLIAMS",2011,10,NA,NA,NA,NA,NA,2,43,0
"NAAMANROOSEVELT",2011,10,NA,NA,NA,NA,NA,1,21,0
"NATEBURLESON",2011,10,NA,NA,NA,10,0,8,83,0
"NATEWASHINGTON",2011,10,NA,NA,NA,2,0,3,40,0
"OWENDANIELS",2011,10,NA,NA,NA,NA,NA,3,31,0
"OWENMARECIC",2011,10,NA,NA,NA,3,0,NA,NA,NA
"OWENSCHMITT",2011,10,NA,NA,NA,NA,NA,1,8,0
"PATRICKCRAYTON",2011,10,NA,NA,NA,NA,NA,3,34,0
"PATRICKTURNER",2011,10,NA,NA,NA,NA,NA,1,22,0
"PERCYHARVIN",2011,10,NA,NA,NA,18,0,6,52,0
"PHILIPRIVERS",2011,10,274,2,1,4,0,NA,NA,NA
"PHILLIPTANNER",2011,10,NA,NA,NA,29,0,NA,NA,NA
"PIERREGARCON",2011,10,NA,NA,NA,18,0,3,30,0
"PIERRETHOMAS",2011,10,NA,NA,NA,29,0,4,9,0
"PLAXICOBURRESS",2011,10,NA,NA,NA,NA,NA,3,39,1
"PRESTONPARKER",2011,10,NA,NA,NA,NA,NA,2,17,1
"RANDALLCOBB",2011,10,NA,NA,NA,NA,NA,3,36,0
"RASHARDMENDENHALL",2011,10,NA,NA,NA,44,2,1,26,0
"RAYRICE",2011,10,NA,NA,NA,27,0,8,54,0
"REGGIEBUSH",2011,10,NA,NA,NA,47,2,4,4,0
"REGGIEWAYNE",2011,10,NA,NA,NA,NA,NA,3,13,0
"REXGROSSMAN",2011,10,215,0,2,NA,NA,NA,NA,NA
"RICKYWILLIAMS",2011,10,NA,NA,NA,8,0,3,24,0
"ROBERTMEACHEM",2011,10,NA,NA,NA,NA,NA,2,69,1
"ROBGRONKOWSKI",2011,10,NA,NA,NA,NA,NA,8,113,2
"RODDYWHITE",2011,10,NA,NA,NA,NA,NA,4,62,0
"RONNIEBROWN",2011,10,NA,NA,NA,4,0,NA,NA,NA
"ROYHELU",2011,10,NA,NA,NA,41,0,3,13,0
"RYANDIMPERIO",2011,10,NA,NA,NA,NA,NA,1,1,0
"RYANFITZPATRICK",2011,10,146,1,3,20,0,NA,NA,NA
"RYANGRANT",2011,10,NA,NA,NA,6,0,1,17,0
"RYANMATHEWS",2011,10,NA,NA,NA,34,0,3,23,0
"RYANTORAIN",2011,10,NA,NA,NA,20,0,1,4,0
"SAMBRADFORD",2011,10,155,1,1,3,0,NA,NA,NA
"SAMHURD",2011,10,NA,NA,NA,NA,NA,1,21,0
"SANTONIOHOLMES",2011,10,NA,NA,NA,NA,NA,6,93,0
"SCOTTCHANDLER",2011,10,NA,NA,NA,NA,NA,3,34,0
"SENECAWALLACE",2011,10,NA,NA,NA,NA,NA,1,21,0
"SHONNGREENE",2011,10,NA,NA,NA,61,0,2,14,0
"SIDNEYRICE",2011,10,NA,NA,NA,NA,NA,2,14,0
"SPENCERLARSEN",2011,10,NA,NA,NA,17,0,NA,NA,NA
"STEFANLOGAN",2011,10,NA,NA,NA,5,0,NA,NA,NA
"STEVANRIDLEY",2011,10,NA,NA,NA,4,0,NA,NA,NA
"STEVEBREASTON",2011,10,NA,NA,NA,NA,NA,4,33,0
"STEVEJOHNSON",2011,10,NA,NA,NA,NA,NA,2,8,0
"STEVENJACKSON",2011,10,NA,NA,NA,128,0,3,23,0
"STEVESMITH",2011,10,NA,NA,NA,NA,NA,5,40,0
"TAIWANJONES",2011,10,NA,NA,NA,39,0,NA,NA,NA
"TARVARISJACKSON",2011,10,217,0,0,3,0,NA,NA,NA
"TEDGINN",2011,10,NA,NA,NA,NA,NA,3,39,0
"THOMASCLAYTON",2011,10,NA,NA,NA,NA,NA,1,3,0
"THOMASJONES",2011,10,NA,NA,NA,4,0,NA,NA,NA
"TIMTEBOW",2011,10,69,1,0,43,1,NA,NA,NA
