"sdPassYds","sdPassTds","sdPassInt","sdRushYds","sdRushTds","sdRec","sdRecYds","sdRecTds"
83.9565786553487,0.864439546363055,0.779209701101939,11.4953244013217,0.410160432319193,11.44929087595,16.2680355638074,0.394447736424964
