"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"DONTEMONCRIEF","Donte Moncrief","WR","IND",303,37.1985181278072,1.8,66.55,25.05,32.175,1.8,1.8,36.9125,21.375,9.05,51.925,41.3,32.25,22.8,38.8,78.425,1.8,NA,29.9,0,0,0,0,0,0,0,4.9216204954449,0,14.9499663072841,207.249966475811,1.50001837813106,0.3,0,0,34.6389880952381,37.1985181278072
"EARLBENNETT","Earl Bennett","WR",NA,304,37.1912710861413,3.95,60.625,NA,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.8444696682632,236.446944365656,1.27256717340572,NA,0,0,15.6892857142857,37.1912710861413
"THEORIDDICK","Theo Riddick","RB","DET",305,37.1111339496429,38.24,19.825,38.7,70.925,24.925,NA,28.1775,34.625,21.325,36.75,49.625,28.65,27.375,NA,NA,NA,NA,47.95,0,0,0,0,0,0,39.8144937172804,174.5,1.09999685735704,9.25002029621535,68.55,0.748733800916776,0,0,0,35.6932692307692,37.1111339496429
"EDDICKSON","Ed Dickson","TE","CAR",306,37.0123205270969,27.33,63.375,51.5,39.625,NA,NA,36.3875,31.25,28.125,55,32.875,25.375,21.625,36.25,40.875,NA,NA,28.025,NA,0,NA,0,0,0,0,0,0,21.95,232.5,1.32497008784948,0,0,0,36.9421428571429,37.0123205270969
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",307,36.9878712762016,21.325,21.175,48.375,37.7822932354389,40.4572932354389,NA,30.995,32.225,27.1322932354389,18.1822932354389,8.18229323543892,19.4322932354389,52.1822932354389,71.4,61.975,-2.56770676456108,NA,31.325,0,0,0,0,0,0,47,188.5,1.40003373745331,5.99999184611714,50.4468186963848,0.99992054649912,0,0,0.855902254853693,35.32375,36.9878712762016
"SANTANAMOSS","Santana Moss","WR","WAS",308,36.6122850536546,53.405,63.55,35.925,43.6748575773703,-1.95014242262967,1.8,45.0375,50.9,17.4248575773703,23.4248575773703,-1.95014242262967,22.9248575773703,3.67485757737033,54.05,45.3,-1.95014242262967,NA,14.8625,NA,0,NA,0,0,0,0,0,0,20.0499432705013,236.499938729524,1.4999891891823,0.3,0,1.25004747420989,34.3933116883117,36.6122850536546
"PEYTONHILLIS","Peyton Hillis","RB","NYG",309,36.4014230006744,67.77,48.15,40.55,29.4750013433685,26.6250013433685,NA,33.575,61.95,5.20000134336854,-2.99999865663146,22.5000013433685,19.6250013433685,37.2500013433685,19.05,21.4,-2.99999865663146,NA,43.95,0,0,0,0,0,0,46.75,162.5,1.50000852209556,12.5,84.000005015658,0.608561649629209,0,0,0.999999552210488,34.3930357142857,36.4014230006744
"JOEMORGAN","Joe Morgan","WR","NO",310,36.1989232806424,NA,46.5,37.75,15,NA,NA,NA,NA,63.125,27.625,10,16,47,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,12.4999865070955,193.59483015084,1.99992825196456,NA,NA,0,29.2222222222222,36.1989232806424
"MATTASIATA","Matt Asiata","RB","MIN",311,36.0970594792484,33.46,57.225,17.8,17.195,30.195,NA,36.385,53.125,-2.805,20.795,12.57,19.995,24.195,50.275,55.175,53.7155,NA,50.9875,0.03,0,0.03,0,0,0,44.3,204.916033251356,1.99995132920811,5.46933631556911,39.6801655867442,0.241787913420194,0,0,0.935,36.1170333333333,36.0970594792484
"RYANGRIFFIN","Ryan Griffin","TE","HOU",312,35.8749850847386,NA,62.375,NA,39.5,44.375,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,NA,51.125,NA,NA,15.775,0,0,0,0,0,0,0,0,0,18.000021029663,215.000037181548,1.49999673950751,0,0,0,36.2322916666667,35.8749850847386
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",313,35.6062567692615,NA,53.75,40.75,NA,NA,NA,38.6875,NA,25.5,27,7.5,46.125,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,15.1702038632119,200.846539377853,1.75007322450498,NA,NA,0,27.0763888888889,35.6062567692615
"KEVINOGLETREE","Kevin Ogletree","WR","DET",314,35.5708628838905,NA,51.75,59.25,30,NA,NA,55.5,50.725,NA,17,14.375,22,16,51.375,11.875,NA,NA,17.325,NA,0,NA,0,0,0,0,0,0,15.9999230582474,212.568839153526,1.49995966494996,0,0,0,30.5657692307692,35.5708628838905
"CHARLESJOHNSON","Charles Johnson","WR","CLE",315,35.3607302870043,NA,NA,47.125,NA,NA,NA,22.825,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15.939549731331,225.285842296034,1.2,NA,NA,0,30.8383333333333,35.3607302870043
"BRANDONBOLDEN","Brandon Bolden","RB","NE",316,35.1499064922097,NA,73.825,15.6,6.925,46.5,NA,43.9475,38.625,26.6,7.175,36.875,13.275,7,33.6,50.2,NA,NA,39.6125,0,0,0,0,0,0,35.0461971519553,171.500006736641,1.99998319604327,6.75001696999987,48.0000531382878,0,0,0,0,29.1073333333333,35.1499064922097
"MARQUESSWILSON","Marquess Wilson","WR","CHI",317,34.8126179817327,NA,89.25,38,25.75,NA,NA,57.6625,37.45,40.375,39,22.25,17.875,6.875,NA,NA,NA,NA,25.8,NA,0,NA,0,0,0,0,0,0,17.0000611240623,206.5,1.50001966362211,0,0,0,36.3610858585859,34.8126179817327
"CASEKEENUM","Case Keenum","QB",NA,318,34.7176367885312,1.67,NA,NA,NA,NA,NA,40.29,NA,NA,NA,NA,27.82,NA,NA,38.34,44.8672,NA,NA,104.141284656912,59.8839838181052,42.1497995693451,732.000018823587,3.24999107444191,3.61994273199365,9.09026869362286,32.9999993380102,0,0.12,-0.02,0,NA,0,0,19.071525,34.7176367885312
"EDWINBAKER","Edwin Baker","RB","CLE",319,34.6103661959812,111.27,10.475,NA,NA,NA,NA,11.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0639960919902,200.416161959812,0,15.5,116.55,0,NA,NA,0,21.4304166666667,34.6103661959812
"AJJENKINS","A.J. Jenkins","WR","KC",320,34.4825005961423,50.485,69,21.125,32.25,NA,NA,44.8125,11.375,28.375,12.3,8.125,41.15,24.75,40.125,68.175,NA,NA,12.68,NA,0,NA,0,0,0,1.5,7.99992821089166,0,13.8892360195971,210,1.23875129584219,0,0,0,33.237288961039,34.4825005961423
"MICHAELROBINSON","Michael Robinson","RB","SEA",321,34.295,34.295,NA,NA,-0.39,-0.39,NA,NA,NA,-0.39,-0.39,-0.39,-0.39,-0.39,NA,NA,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,2.8,6,0.04,14,181,1.87,NA,NA,0.13,34.295,34.295
"TROYNIKLAS","Troy Niklas","TE","ARI",322,34.2183598754637,NA,NA,NA,31.875,NA,NA,30.0375,31.125,33.375,29.375,31,41.25,38.25,NA,67.5,NA,NA,10.8125,NA,0,NA,0,0,0,0,0,0,19.9999783504136,213.75,1.24993497924395,0,0,0,37.0572727272727,34.2183598754637
"LARRYDONNELL","Larry Donnell","TE","NYG",323,33.9999934343191,NA,NA,49.75,13.875,NA,NA,12.475,69.875,NA,27.375,31,27.25,22.875,NA,NA,NA,NA,48.75,NA,0,NA,0,0,0,0,0,0,16.9099914058698,200,1.49999890571985,0,0,0,33.6083333333333,33.9999934343191
"JOSEPHFAURIA","Joseph Fauria","TE","DET",324,33.9555785808419,20.395,62.875,33,25.8178223702078,-1.30717762979215,NA,32.9375,43.375,22.5678223702078,32.6928223702078,35.4428223702078,36.0678223702078,28.1928223702078,NA,NA,46.3690723702079,NA,39.225,0,0,0,0,0,0,0,0,0,15.8899955109596,176.5,2.20004270177234,0,0,0.435725876597384,36.9971085164835,33.9555785808419
"COREYWASHINGTON","Corey Washington","WR","NYG",325,33.8751182949038,NA,NA,54.75,37.375,NA,NA,NA,-2.25,NA,NA,46.625,17.25,49.5,NA,NA,NA,NA,17.6,NA,0,NA,0,0,0,0,0,0,16,199,1.5000197158173,0,0,0,30.9785714285714,33.8751182949038
"CHRISTIANPONDER","Christian Ponder","QB","MIN",326,33.796159550687,186.18,NA,NA,-1.5,-1.5,NA,2.2,11.98,-1.5,-1.5,-1.5,-1.5,-1.5,NA,32.06,49.2124,NA,NA,215.978211874076,53.4454043470866,85.5778880517918,788.999977115542,4.03755208333333,6.55440913830083,6.39013741270975,72.4917954763445,0,0,0,0,NA,0,0.5,32.5028,33.796159550687
"JOSEPHMORGAN","Joseph Morgan","WR","NO",327,33.7836114863347,NA,NA,NA,NA,NA,NA,47.675,47.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2625,NA,0,NA,0,0,0,1,0,0,12,176.15,1.96081024772245,0,0,0,27.3572916666667,33.7836114863347
"STEPHENHILL","Stephen Hill","WR",NA,328,33.7286787836383,19.28,63.625,NA,NA,NA,NA,44.8625,NA,NA,NA,12.5,NA,NA,28.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16.2783289214954,209.05003552303,1.26623739054327,NA,0,0,21.0678125,33.7286787836383
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",329,33.3747791666667,104.655,66,NA,12.375,NA,NA,31.65,48.775,NA,10.5,12.5,33,13.5,NA,19.625,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,15.9999665475006,195,1.49996319444445,NA,0,0,35.136,33.3747791666667
"DEVINSTREET","Devin Street","WR","DAL",330,33.21875,NA,50.875,58.75,23.875,NA,NA,54.8125,17.2,NA,16.375,5.625,21,25.375,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,14.0000667800017,193.75,1.5,NA,NA,0,30.4382936507936,33.21875
"TJGRAHAM","T.J. Graham","WR",NA,331,33.0941524063193,71.235,49.375,NA,4.75,-1.5,NA,33.5,NA,22.725,6,2.875,-1.5,2.25,NA,62.725,-1.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,10.5303071560191,184.999971911116,1.9115259862383,NA,0,0.5,25.411,33.0941524063193
"GRIFFWHALEN","Griff Whalen","WR","IND",332,33.0003047866023,28.13,42.5,19.5,17.375,NA,NA,31,63.875,NA,NA,NA,NA,5.625,NA,36.625,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,15.0397132073223,191.99998391392,1.50005113289372,NA,0,0,27.1027777777778,33.0003047866023
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",333,32.8744158243406,57.285,75.25,NA,20.817181960828,-1.68281803917204,NA,44.1875,22.375,-1.68281803917204,28.092181960828,0.817181960827959,19.017181960828,19.067181960828,24,57.825,-1.68281803917204,NA,NA,NA,0,NA,0,0,0,0,4.32155074556634,0,13.5000806915526,225,1.00001313149266,NA,0,0.56093934639068,33.9055808080808,32.8744158243406
"DARICKROGERS","Da'Rick Rogers","WR","IND",334,32.5535931688836,NA,38.5,NA,6.75,NA,NA,30.05,19.875,33,30,38.25,61.825,15.375,5,43.6,NA,NA,NA,0,0,0,0,0,0,0,4.33729639635592,0,13.8500436689209,184.958620447215,1.50000599555769,NA,0,0,26.8619318181818,32.5535931688836
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",335,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,260,NA,NA,NA,NA,32.5,32.5
"BENJAMINWATSON","Ben Watson","TE","NO",336,32.4164824632434,27.715,NA,NA,-1.1432877546606,-1.1432877546606,NA,36.525,NA,45.2317122453394,25.4817122453394,19.2317122453394,25.6067122453394,31.4817122453394,58.75,NA,46.1092122453394,NA,26.55,0,0,0,0,0,0,0,0,0,17.2999970426806,191.200055658772,1.60996054342624,0,0,0.381095918220201,34.34225,32.4164824632434
"TRAVARISCADET","Travaris Cadet","RB","NO",337,31.959340213117,-1.83,78.325,49.325,29.4396573444498,17.9396573444498,3,53.06,24.7,0.164657344449754,10.6396573444498,8.78965734444975,36.7896573444498,0.664657344449754,3,3,0.164657344449754,NA,23.73,0,0,0,0,0,0,19.500068766149,80.0682090530958,0.700025475666609,16.0000105723656,108.699956309531,1.00003576177778,0.5,0,0.945114218516749,28.34625,31.959340213117
"DEVINHESTER","Devin Hester","WR","ATL",338,31.4190222731434,-3.48,4.2,29.825,4.2,4.2,4.2,23.3875,46.3,16.7,48.325,14.825,5.2,48.075,39.45,4.2,4.2,NA,15.52,0,0,0,0,0,0,0,0,0,12.4999465276379,157.749965788858,1.25004609158936,0.7,0,0,23.3792916666667,31.4190222731434
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",339,31.2456411877291,27.4,5.4,18.4,25.4,5.4,5.4,18.4,39.65,26.025,33.025,12.025,28.5,59.525,78.15,55.2,5.4,NA,21.625,0,0,0,0,0,0,0,8.50281138001569,0,10.5499778745158,139.000079692997,1.27005834801715,0.9,0,0,31.2894047619048,31.2456411877291
"TONYMOEAKI","Tony Moeaki","TE","BUF",340,31.2188501829666,NA,NA,NA,NA,NA,NA,21.4625,NA,NA,NA,NA,17.875,NA,NA,50.875,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,180.150801463733,1.45,NA,0,0,12.8875,31.2188501829666
"RYANMALLETT","Ryan Mallett","QB","HOU",341,31.1499057174555,0.72,0.4,30.66,27.96,0.4,0.4,0.87,16.72,30.98,0.4,21.5,36.78,136.9,NA,NA,0.4,NA,74.7,80.506075875114,48.0000607060433,35.0266207949609,652.999976869709,3.99995606272026,4.1899696763925,6.7829988694545,11.9999142096354,0,0,0,0,0,0.2,0,32.9409090909091,31.1499057174555
"CHRISOWUSU","Chris Owusu","WR","TB",342,30.9929561162398,19.9,NA,56.125,8.805,-1.695,NA,33.65,12.95,61.18,26.555,8.93,30.18,31.805,75.25,38,-1.695,NA,24.375,0,0,0,0,0,0,0,0,0,16.6000078503879,213.500050638557,1.00007496440335,0,0,0.565,30.9941666666667,30.9929561162398
"CHASECOFFMAN","Chase Coffman","TE","ATL",343,30.84,30.84,NA,NA,-0.45,-0.45,NA,NA,NA,-0.45,-0.45,-0.45,-0.45,-0.45,NA,NA,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,210,0.84,NA,NA,0.15,30.84,30.84
"DANHERRON","Dan Herron","RB","IND",344,30.7756836094387,-0.03,NA,35.625,44.1755356417445,-2.47446435825551,NA,16.9125,34.5,26.2755356417445,-2.47446435825551,-2.47446435825551,-2.47446435825551,-2.47446435825551,NA,NA,-2.47446435825551,NA,NA,0,0,0,0,0,0,58.9999738838636,240.000043322902,1.00002484137528,3.99994240647867,25.9999566972192,0,NA,NA,0.824821452751837,22.2978571428571,30.7756836094387
"MIKELLESHOURE","Mikel Leshoure","RB","DET",345,30.3458901612207,NA,43.05,NA,NA,NA,NA,18.1175,NA,NA,NA,NA,NA,NA,9.325,45.2,NA,NA,NA,0,0,0,0,0,0,0,136.784130550338,1.45876737381754,0,63.3189829062535,0,NA,0,0,11.02925,30.3458901612207
"DUJUANHARRIS","DuJuan Harris","RB","GB",346,30.1782212655366,1.2,33.25,47.275,39.5,1.2,1.2,29.8625,47.375,29.2,32.1,37.575,14.3,13.825,3.85,1.2,1.2,NA,30.225,0,0,0,0,0,0,44.6500205562449,175.535769784665,1.1000053291769,5.99993614557228,38.5968984960699,0,0.2,0,0,25.4883928571429,30.1782212655366
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",347,30.0368207509591,NA,54.825,23.5,34.55,22.925,NA,35.105,25.5,NA,13.25,23.25,22.525,47,NA,30,NA,NA,NA,0,0,0,0,0,0,40,190.825,1.00005724173625,5.9999898955078,39.631818404333,0,NA,0,0,32.2479545454545,30.0368207509591
"DEVIERPOSEY","DeVier Posey","WR","HOU",348,29.6876731763288,NA,53.125,NA,39,NA,NA,35.825,20.375,11.125,15.875,15.625,20,25.375,69.875,41.25,NA,NA,23.975,0,0,0,0,0,0,0,0,0,13.9999822782669,189.500065878561,1.00002749025144,0,0,0,26.2732142857143,29.6876731763288
"DREWDAVIS","Drew Davis","WR","ATL",349,29.0629844719247,58.465,46,NA,33.625,NA,NA,39.2375,18,28.125,34.75,21,28.75,7.5,14.375,30.125,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,14.2499682317746,184.5,1.00008074532078,NA,0,0,29.9310416666667,29.0629844719247
"JASONSNELLING","Jason Snelling","RB",NA,350,28.785,59.37,NA,NA,-1.8,-1.8,NA,NA,NA,-1.8,-1.8,-1.8,-1.8,-1.8,NA,NA,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,15.35,54,0.3,18.1,135,1.085,NA,NA,0.6,28.785,28.785
"DAMIANWILLIAMS","Damian Williams","WR","TEN",351,28.7650577373736,11.53,53.875,NA,NA,NA,NA,36.975,NA,NA,8.75,NA,NA,NA,NA,16.125,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14.3946785480197,178.899965398067,1.06709367710254,NA,0,0,15.284375,28.7650577373736
"KYLEWILLIAMS","Kyle Williams","WR","KC",352,28.3779722972669,23.835,47.5,NA,NA,NA,NA,32.5,NA,NA,NA,NA,6.15,NA,6.875,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,15.8132402810692,189,0.79216204954449,NA,0,0,11.7144761904762,28.3779722972669
"NICKTOON","Nick Toon","WR","NO",353,28.3750286680279,66.3,NA,32.125,25.5,NA,NA,21.85,13.75,11,43.625,24.75,36.75,14.75,84.875,26.625,NA,NA,18.8,NA,0,NA,0,0,0,0,0,0,12.000023489521,179,1.00000477800466,0,0,0,32.1063736263736,28.3750286680279
"JACOBTAMME","Jacob Tamme","TE","DEN",354,28.3284553624651,25.985,NA,NA,16.875,NA,NA,24.3125,53.375,30.25,21.75,13.75,23.25,34.5,40.25,35.375,NA,NA,25.275,NA,0,NA,0,0,0,0,0,0,14.5000368018991,154.625,1.50005506041086,0,0,0,28.703125,28.3284553624651
"JOSHMORGAN","Josh Morgan","WR","CHI",355,27.7396240091447,3.77,57.625,NA,26.25,NA,NA,25.325,43.975,14.25,16.875,5.625,34.075,14.75,67.375,35.625,NA,NA,14.8375,NA,0,NA,0,0,0,0,4.33729639635592,0,13.5,170.45,0.99994072825152,0,0,0,27.5184290709291,27.7396240091447
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",356,27.3427759776277,18.87,NA,30.875,NA,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.25,NA,46.6,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,9.50002215640675,170.740583483952,1.00003384035563,NA,0,0,21.502380952381,27.3427759776277
"LOUISMURPHY","Louis Murphy","WR","TB",357,27.3205746055725,8.145,52.25,25.75,37.25,NA,NA,39,-0.25,NA,11.125,20,22.5,20.375,64.125,12.875,NA,NA,NA,0,0,0,0,0,0,0,0,0,12.4999048015027,170.563030939758,1.00003262301713,NA,0,0,23.8408241758242,27.3205746055725
"QUINTONPATTON","Quinton Patton","WR","SF",358,27.275079700588,1.99,64.75,NA,27.1859784259082,-0.439021574091773,NA,33.5,40.925,-0.439021574091773,34.2609784259082,12.5609784259082,17.3359784259082,1.43597842590823,3.625,47.65,-0.439021574091773,NA,17.705,0,0,0,0,0,0,1.90205437697076,8.39995486617059,0,13.0000179914431,166.995475272756,0.999945229828042,0,0,0.146340524697258,23.4177822177822,27.275079700588
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",359,27.25,NA,NA,27.25,NA,NA,NA,NA,37.875,NA,NA,28.5,26.375,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,12.0000777204895,170,1,NA,NA,0,24.875,27.25
"BRANDONLLOYD","Brandon Lloyd","WR","SF",360,27.2497955264515,4.06,50.875,44.75,20,NA,NA,36.7625,59.875,22.125,21.125,20.625,17.875,16,24.375,NA,NA,NA,13.9125,NA,0,NA,0,0,0,0,0,0,12.6480505336174,158,1.24996592107525,0,0,0,27.0986813186813,27.2497955264515
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",361,27.2086353834674,NA,57.85,33.8,24.025,15.4,NA,32.88,6.775,7.375,5.625,4,21.875,8.125,43.675,51,NA,NA,NA,0,0,0,0,0,0,27.2500699721252,141.999957275054,1.69935708262854,3.00002889769152,22.4999772815264,0,NA,0,0,25.2814010989011,27.2086353834674
"LACHESEASTRUNK","Lache Seastrunk","RB",NA,362,26.847151779294,NA,26.725,NA,NA,NA,NA,28.905,NA,NA,NA,NA,NA,NA,NA,24.475,NA,NA,NA,0,0,0,0,0,0,0,154.9996046614,1.39421667344321,0,23.8551301799576,0,NA,0,0,10.013125,26.847151779294
"CLAYHARBOR","Clay Harbor","TE","JAC",363,26.6439398892949,13.045,NA,NA,-1.8,-1.8,NA,30.2375,28.375,30.7,31.825,19.45,19.825,25.45,38.75,NA,-1.8,NA,22.35,NA,0,NA,0,0,0,0,0,0,16.5,179.549951731547,1.00003265380859,0,0,0.6,26.42975,26.6439398892949
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",364,26.5808019140147,-0.03,49,NA,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,212.646415312118,0,NA,0,0,14.919,26.5808019140147
"JUSTINFORSETT","Justin Forsett","RB","BAL",365,26.4496438482901,9.65,43.9,28.8,15.1,47.35,NA,27.41,37.25,4.2,7.2,5.25,16.525,7.125,15.8,NA,NA,NA,30.5125,0,0,0,0,0,0,31.7,136.5,0.999996430553142,4.92519406959614,27.99995883852,0.549945068359375,0,0,0,21.0666071428571,26.4496438482901
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",366,26.4407508673957,40.24,NA,NA,NA,NA,NA,17.1875,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,11.3423680749084,157.060942415474,1.13468884424357,NA,NA,0,11.2132142857143,26.4407508673957
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",367,26.0314024439006,NA,NA,NA,36.75,NA,NA,26.4625,34.125,NA,52.625,15,20.875,21.625,NA,NA,NA,NA,14.6,NA,0,NA,0,0,0,0,0,0,14.25,160.25,1.00002540731676,0,0,0,27.7578125,26.0314024439006
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",368,26.0183981848298,26.355,NA,41.5,26.5,NA,NA,26.75,35.375,9.625,24.375,15.625,18,17.25,4.25,45.125,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,13.7,160.15,0.999941364138296,NA,0,0,24.195,26.0183981848298
"KYLEORTON","Kyle Orton","QB","BUF",369,25.7948678414424,4.1,NA,108.52,38.385,-3.015,NA,NA,3.88,32.685,34.185,47.385,13.265,29.685,NA,15.66,-3.015,NA,14,99.1578709419296,52,38.5,494,3.49999787521362,2.00004406023403,5.0000661245925,10.5000852128996,0,0,0,0,0,0,1.005,31.9894545454545,25.7948678414424
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",370,25.7227313622221,NA,25,NA,-2.25,-2.25,NA,13.0775,NA,-2.25,-2.25,-2.25,-2.25,-2.25,NA,46.275,-2.25,NA,NA,0,0,0,0,0,0,0,145.7,0,0,107.221850897777,0,NA,0,0.75,8.33083333333333,25.7227313622221
"JOSHHUFF","Josh Huff","WR","PHI",371,25.6519637293763,0.6,0.6,40.85,14.45,0.6,0.6,37.5375,3.325,0.6,26.975,25.6,20.625,9.975,0.6,36.975,0.6,NA,14.75,NA,0,NA,0,0,0,2,10.2071372937626,0,10,144.25,1,0.1,0,0,22.8518055555556,25.6519637293763
"JARONBROWN","Jaron Brown","WR","ARI",372,25.6359587339773,52.39,NA,18.75,39.625,NA,NA,27.5625,14.875,NA,7.875,34.125,4.875,2.5,6.375,NA,48.6774,NA,14.2,0.05,0.015,0.02,0,0,0,0,0,0,13,155.65,1.02995145566288,0,0,0,22.6330916666667,25.6359587339773
"KEVINNORWOOD","Kevin Norwood","WR","SEA",373,25.4999935898678,NA,44.875,17.625,9.125,NA,NA,37.5,NA,NA,NA,NA,18.875,13.5,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,11.2499734686909,155.999948718943,1,NA,NA,0,15.7222222222222,25.4999935898678
"JOSEPHRANDLE","Joseph Randle","RB","DAL",374,25.3231142950665,23.36,31.975,18.625,22.8,33.5,NA,26.185,27.125,21.525,32.25,15.375,20.15,23.625,3.625,26.1,NA,NA,15.84,0,0,0,0,0,0,38.3682798323149,138.861362614036,0.999912295178432,6.50002350904393,43.5000341007382,0,0,0,0,22.7235,25.3231142950665
"TOMSAVAGE","Tom Savage","QB","HOU",375,25.2638748145556,NA,35.56,28.5,-1.74,-4.5,NA,37.71,NA,-4.5,-4.5,3.2,21.96,-4.5,NA,NA,52.5676,NA,NA,93.7992445110032,53.8277536609922,40.6989181271061,602.879298854108,3.79992612680668,4.00000208066879,8.90002805194644,24.4900459517093,0,0,0,0,NA,NA,1.5,19.8758444444444,25.2638748145556
"DANIELHERRON","Daniel Herron","RB","IND",376,25.1998820127035,NA,NA,NA,-1.95,-1.95,NA,NA,NA,-1.95,22.425,47.925,12.45,18.05,27.75,NA,-1.95,NA,28,NA,NA,NA,0,0,0,33.75,147.5,1.49998033545059,4.25,27.2,0,0,0,0.65,26.1,25.1998820127035
"BRENTONBERSIN","Brenton Bersin","WR","CAR",377,24.8904534625209,NA,NA,45.875,16.5,NA,NA,27.6875,4.025,NA,NA,NA,45.125,10,21.625,NA,NA,NA,17.725,NA,0,NA,0,0,0,0,0,0,10.500025614667,151.125,0.99997141042015,0,0,0,23.5774553571429,24.8904534625209
"MIKEGLENNON","Mike Glennon","QB","TB",378,24.4297811158732,1.47,18.04,26.12,10.2348007539487,28.8948007539487,NA,26,45.38,35.3748007539487,17.7548007539487,56.1548007539487,21.3348007539487,19.4548007539487,NA,36.62,-3.04519924605134,NA,13.05,70.9521940906199,45.0476127103223,29.0000822451082,528,3.49994963624756,2.99993820520324,7.00002223134045,13.54996432544,0,0,0,0,0,0,1.01506641535045,25.8007142857143,24.4297811158732
"DENNISJOHNSON","Dennis Johnson","RB","HOU",379,23.9898582838824,NA,24.125,NA,NA,NA,NA,18.105,NA,NA,NA,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,0,0,0,0,146.273582838824,0,0,74.9,0,NA,0,0,10.80375,23.9898582838824
"TAYLORGABRIEL","Taylor Gabriel","WR","CLE",380,23.6624916125686,NA,NA,NA,29.125,-0.3,NA,NA,9.2,-0.3,-0.3,-0.3,32.2,10.325,NA,NA,-0.3,NA,31.3,NA,0,NA,0,0,0,1.5,0,0,10.6612821187445,148.499932900549,0.9,0,0,0.1,22.43,23.6624916125686
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",381,23.32,30.415,NA,NA,-0.195,-0.195,NA,16.225,NA,-0.195,-0.195,-0.195,-0.195,-0.195,NA,NA,-0.195,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,151.4,0.765,NA,NA,0.065,23.32,23.32
