"name","pos","name_fbg3","team_fbg3","positionRank_fbg3","overallRank_fbg3","pts_fbg3","passAtt_fbg3","passComp_fbg3","passYds_fbg3","passTds_fbg3","passInt_fbg3","rushAtt_fbg3","rushYds_fbg3","rushTds_fbg3","rec_fbg3","recYds_fbg3","recTds_fbg3","returnTds_fbg3","twoPts_fbg3","fumbles_fbg3"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,411.9,642,411,5094,41,15,28,22,1,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,389.25,625,393,5129,32,18,43,168,1,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",3,3,381.25,643,415,4945,35,16,21,40,1,NA,NA,NA,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",4,4,367.05,602,363,4355,29,15,56,303,3,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",5,5,364.5,667,405,4978,31,21,30,66,1,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",6,6,345.1,511,320,4072,28,12,59,235,3,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",7,7,342.4,653,429,4638,29,19,21,75,1,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",8,8,338.75,641,397,4487,30,16,31,44,1,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",9,9,338,562,347,4032,24,17,97,514,1,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",10,10,337.1,474,291,3282,23,14,116,590,6,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",11,11,324.85,556,366,4373,27,15,27,72,1,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",12,12,322.05,555,349,4181,29,14,19,50,1,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",13,13,321.15,446,267,3507,24,12,78,438,3,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",14,14,317.65,568,355,4163,27,18,29,135,1,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",15,15,309,420,266,3354,25,12,78,413,2,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",16,16,305.15,544,337,3845,26,18,50,149,2,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",17,17,303.9,554,351,4036,25,15,29,111,1,NA,NA,NA,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",18,18,298.75,547,336,3679,23,13,57,298,1,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",19,19,296.15,589,352,4145,25,23,25,59,1,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,20,295.3,546,332,3818,24,16,36,184,1,NA,NA,NA,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",21,21,292,571,356,4146,24,20,20,27,1,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",22,22,283.7,574,344,3834,24,19,20,90,1,NA,NA,NA,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","TB",23,23,275.25,480,296,3633,22,12,26,116,1,NA,NA,NA,NA,NA,NA
"JAKELOCKER","QB","Jake Locker","TEN",24,24,274.5,490,292,3318,19,16,60,366,2,NA,NA,NA,NA,NA,NA
"EJMANUEL","QB","EJ Manuel","BUF",25,25,270.2,490,295,3350,18,15,79,277,3,NA,NA,NA,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",26,26,267.4,424,255,2976,16,16,82,406,5,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",1,27,265.4,NA,NA,NA,NA,NA,257,1187,9,70,627,5,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","STL",27,28,258.75,464,278,3279,21,15,47,138,2,NA,NA,NA,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",2,29,244.1,NA,NA,NA,NA,NA,309,1466,9,39,375,1,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,30,232.9,NA,NA,NA,NA,NA,0,0,0,102,1669,11,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",3,31,228.2,NA,NA,NA,NA,NA,278,1230,8,62,452,2,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",4,32,224.7,NA,NA,NA,NA,NA,301,1375,9,38,272,1,NA,NA,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",28,33,224.45,366,224,2501,16,12,54,354,2,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","MIN",29,34,218.45,409,248,2819,18,13,33,125,1,NA,NA,NA,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",5,35,217.1,NA,NA,NA,NA,NA,286,1189,10,39,322,1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,36,209.8,NA,NA,NA,NA,NA,0,0,0,94,1438,11,NA,NA,NA
"MONTEEBALL","RB","Montee Ball","DEN",6,37,204,NA,NA,NA,NA,NA,277,1259,8,31,241,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",7,38,203.1,NA,NA,NA,NA,NA,234,977,10,37,334,2,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",8,39,201,NA,NA,NA,NA,NA,218,1098,8,50,372,1,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",3,40,199.6,NA,NA,NA,NA,NA,1,6,0,98,1330,11,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",4,41,197.5,NA,NA,NA,NA,NA,1,5,0,90,1310,11,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",9,42,197.2,NA,NA,NA,NA,NA,232,959,6,66,533,2,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",10,43,196.8,NA,NA,NA,NA,NA,260,1059,8,50,309,2,NA,NA,NA
"LEVEONBELL","RB","LeVeon Bell","PIT",11,44,193.2,NA,NA,NA,NA,NA,264,997,8,49,395,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",5,45,191.6,NA,NA,NA,NA,NA,0,2,0,98,1374,9,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,46,184.1,NA,NA,NA,NA,NA,NA,NA,NA,86,1121,12,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",12,47,181,NA,NA,NA,NA,NA,227,997,7,38,333,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",6,48,179.7,NA,NA,NA,NA,NA,0,0,0,84,1317,8,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",7,49,179.2,NA,NA,NA,NA,NA,0,2,0,94,1190,10,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",30,50,177.55,373,229,2477,11,12,31,157,1,NA,NA,NA,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",8,51,173.3,NA,NA,NA,NA,NA,5,26,0,89,1227,8,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","STL",13,52,172.8,NA,NA,NA,NA,NA,260,1069,6,34,239,1,NA,NA,NA
"MATTSCHAUB","QB","Matt Schaub","OAK",31,53,172.15,372,227,2681,12,12,18,21,0,NA,NA,NA,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",9,54,171.8,NA,NA,NA,NA,NA,9,53,0,87,1245,7,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",14,55,171,NA,NA,NA,NA,NA,275,1220,7,9,70,0,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",15,56,170.6,NA,NA,NA,NA,NA,254,1092,6,26,194,1,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",16,57,170.3,NA,NA,NA,NA,NA,197,923,5,50,420,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",10,58,169.8,NA,NA,NA,NA,NA,9,49,0,80,1169,8,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",11,59,169.3,NA,NA,NA,NA,NA,1,3,0,90,1330,6,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",17,60,166.9,NA,NA,NA,NA,NA,205,886,6,48,363,1,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",18,61,165.5,NA,NA,NA,NA,NA,228,986,5,45,309,1,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAX",19,62,165.4,NA,NA,NA,NA,NA,255,886,8,36,228,1,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","DET",20,63,163.3,NA,NA,NA,NA,NA,177,781,4,56,492,2,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",12,64,162.6,NA,NA,NA,NA,NA,0,0,0,83,1206,7,NA,NA,NA
"BENTATE","RB","Ben Tate","CLE",21,65,162,NA,NA,NA,NA,NA,217,1065,4,42,255,1,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",22,66,160.6,NA,NA,NA,NA,NA,238,942,7,24,184,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",23,67,156.3,NA,NA,NA,NA,NA,154,624,6,56,519,1,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",13,68,155.6,NA,NA,NA,NA,NA,0,0,0,89,1196,6,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",14,69,153.4,NA,NA,NA,NA,NA,1,8,0,97,1166,6,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",24,70,151.8,NA,NA,NA,NA,NA,226,998,7,12,100,0,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",25,71,151.4,NA,NA,NA,NA,NA,208,821,6,28,213,2,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",15,72,150.1,NA,NA,NA,NA,NA,1,4,0,88,1017,8,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",26,73,148.2,NA,NA,NA,NA,NA,123,523,4,66,539,3,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",16,74,147.6,NA,NA,NA,NA,NA,0,0,0,100,1236,4,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",17,75,147,NA,NA,NA,NA,NA,0,0,0,93,1110,6,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",27,76,145.1,NA,NA,NA,NA,NA,204,834,5,36,257,1,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",18,77,143.7,NA,NA,NA,NA,NA,0,0,0,76,1137,5,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",19,78,142.2,NA,NA,NA,NA,NA,12,71,0,85,991,6,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","SEA",20,79,141.1,NA,NA,NA,NA,NA,18,103,0,70,888,7,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",21,80,140.8,NA,NA,NA,NA,NA,2,9,0,79,1039,6,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",28,81,140.1,NA,NA,NA,NA,NA,216,783,6,25,198,1,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",22,82,139.9,NA,NA,NA,NA,NA,0,0,0,72,1039,6,NA,NA,NA
"RAYRICE","RB","Ray Rice","BAL",29,83,138.1,NA,NA,NA,NA,NA,190,688,5,49,333,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",23,83,138.1,NA,NA,NA,NA,NA,2,12,0,64,949,7,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",24,85,137.7,NA,NA,NA,NA,NA,0,2,0,67,1075,5,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",30,86,136.6,NA,NA,NA,NA,NA,167,652,6,44,294,1,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",25,87,135.9,NA,NA,NA,NA,NA,0,2,0,74,1057,5,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",32,88,134.4,244,148,1652,11,8,23,98,1,NA,NA,NA,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",26,88,134.4,NA,NA,NA,NA,NA,1,4,0,67,920,7,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",27,90,133.8,NA,NA,NA,NA,NA,0,0,0,89,1038,5,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",28,91,133.5,NA,NA,NA,NA,NA,0,0,0,75,975,6,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",29,92,130.8,NA,NA,NA,NA,NA,1,6,0,74,942,6,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",31,93,130.6,NA,NA,NA,NA,NA,155,657,5,39,289,1,NA,NA,NA
"CHADHENNE","QB","Chad Henne","JAX",33,94,130.45,301,182,1983,9,9,20,43,0,NA,NA,NA,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",30,95,129.9,NA,NA,NA,NA,NA,2,11,0,62,928,6,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",31,96,128.3,NA,NA,NA,NA,NA,2,9,0,66,914,6,NA,NA,NA
"STEVANRIDLEY","RB","Stevan Ridley","NE",32,97,128.2,NA,NA,NA,NA,NA,194,823,7,5,39,0,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",2,98,127.2,NA,NA,NA,NA,NA,NA,NA,NA,76,852,7,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",33,99,126.5,NA,NA,NA,NA,NA,196,817,6,12,88,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",3,99,126.5,NA,NA,NA,NA,NA,NA,NA,NA,65,785,8,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",32,101,126.3,NA,NA,NA,NA,NA,0,0,0,60,843,7,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",4,102,126.2,NA,NA,NA,NA,NA,NA,NA,NA,62,782,8,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",33,103,123.5,NA,NA,NA,NA,NA,1,7,0,63,748,8,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",34,104,123.2,NA,NA,NA,NA,NA,173,723,4,23,209,1,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",34,105,122.7,NA,NA,NA,NA,NA,1,8,0,82,859,6,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",35,106,122.6,NA,NA,NA,NA,NA,0,0,0,65,866,6,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",5,107,121.3,NA,NA,NA,NA,NA,NA,NA,NA,68,793,7,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",6,108,120.9,NA,NA,NA,NA,NA,NA,NA,NA,54,729,8,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",7,109,119.3,NA,NA,NA,NA,NA,NA,NA,NA,79,833,6,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",36,110,119,NA,NA,NA,NA,NA,0,0,0,70,890,5,NA,NA,NA
"MAURICEJONESDREW","RB","Maurice Jones-Drew","OAK",35,111,118.7,NA,NA,NA,NA,NA,197,746,5,20,141,0,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",37,112,117.4,NA,NA,NA,NA,NA,0,0,0,64,754,7,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",38,113,115.9,NA,NA,NA,NA,NA,1,3,0,63,856,5,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",39,114,115,NA,NA,NA,NA,NA,0,0,0,69,850,5,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",34,115,113.65,227,134,1511,8,7,24,71,1,NA,NA,NA,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",40,116,113.2,NA,NA,NA,NA,NA,0,0,0,63,832,5,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",41,117,112.6,NA,NA,NA,NA,NA,0,0,0,63,826,5,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",36,118,112.5,NA,NA,NA,NA,NA,109,433,3,55,392,2,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",42,119,110.8,NA,NA,NA,NA,NA,0,2,0,57,746,6,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",43,120,110.1,NA,NA,NA,NA,NA,0,2,0,45,739,6,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",37,121,110,NA,NA,NA,NA,NA,92,448,3,46,352,2,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",44,122,109.5,NA,NA,NA,NA,NA,0,0,0,66,915,3,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",45,123,107.4,NA,NA,NA,NA,NA,9,54,0,61,720,5,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",46,124,107.2,NA,NA,NA,NA,NA,0,0,0,52,772,5,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",47,125,106.8,NA,NA,NA,NA,NA,1,4,0,54,764,5,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAX",48,126,106,NA,NA,NA,NA,NA,0,0,0,56,820,4,NA,NA,NA
"BERNARDPIERCE","RB","Bernard Pierce","BAL",38,127,105.9,NA,NA,NA,NA,NA,169,609,4,21,150,1,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",49,128,105,NA,NA,NA,NA,NA,1,6,0,46,744,5,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",50,129,104.6,NA,NA,NA,NA,NA,0,0,0,63,806,4,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","SD",39,130,103.4,NA,NA,NA,NA,NA,63,259,2,61,475,3,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",8,131,101.5,NA,NA,NA,NA,NA,NA,NA,NA,68,715,5,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",51,132,101.3,NA,NA,NA,NA,NA,0,0,0,58,773,4,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",52,133,101,NA,NA,NA,NA,NA,2,16,0,49,694,5,NA,NA,NA
"JARRETTBOYKIN","WR","Jarrett Boykin","GB",53,134,99.2,NA,NA,NA,NA,NA,0,0,0,51,752,4,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","IND",54,135,97.9,NA,NA,NA,NA,NA,0,0,0,52,739,4,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",55,136,97.6,NA,NA,NA,NA,NA,1,7,0,51,669,5,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",9,136,97.6,NA,NA,NA,NA,NA,NA,NA,NA,64,616,6,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",56,138,97.2,NA,NA,NA,NA,NA,0,0,0,55,672,5,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","MIA",40,139,97.1,NA,NA,NA,NA,NA,121,513,3,26,218,1,NA,NA,NA
"DENNISPITTA","TE","Dennis Pitta","BAL",10,140,96.6,NA,NA,NA,NA,NA,NA,NA,NA,63,606,6,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",41,141,96.5,NA,NA,NA,NA,NA,82,340,2,50,445,1,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",57,142,95.8,NA,NA,NA,NA,NA,1,5,0,41,653,5,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",42,143,93.9,NA,NA,NA,NA,NA,77,318,3,42,321,2,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",43,144,93.6,NA,NA,NA,NA,NA,135,531,5,15,105,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",58,145,91.5,NA,NA,NA,NA,NA,1,4,0,55,671,4,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",59,146,90.9,NA,NA,NA,NA,NA,0,0,0,47,669,4,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",11,147,90.4,NA,NA,NA,NA,NA,NA,NA,NA,57,604,5,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",60,148,90.1,NA,NA,NA,NA,NA,0,0,0,55,661,4,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",44,149,89.7,NA,NA,NA,NA,NA,149,649,3,9,68,0,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",12,149,89.7,NA,NA,NA,NA,NA,NA,NA,NA,55,597,5,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",13,151,89.3,NA,NA,NA,NA,NA,NA,NA,NA,46,593,5,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",61,152,89.2,NA,NA,NA,NA,NA,0,0,0,50,592,5,NA,NA,NA
"MARVINJONES","WR","Marvin Jones","CIN",62,153,87.2,NA,NA,NA,NA,NA,1,5,0,42,567,5,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",63,154,87.1,NA,NA,NA,NA,NA,0,2,0,39,509,6,NA,NA,NA
"AARONDOBSON","WR","Aaron Dobson","NE",64,155,87,NA,NA,NA,NA,NA,0,0,0,46,630,4,NA,NA,NA
"LADARIUSGREEN","TE","Ladarius Green","SD",14,156,86.3,NA,NA,NA,NA,NA,NA,NA,NA,47,623,4,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",65,157,86,NA,NA,NA,NA,NA,0,0,0,52,680,3,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",15,158,84.8,NA,NA,NA,NA,NA,NA,NA,NA,60,548,5,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",16,159,84.5,NA,NA,NA,NA,NA,NA,NA,NA,60,605,4,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",17,160,84.1,NA,NA,NA,NA,NA,NA,NA,NA,53,601,4,NA,NA,NA
"RODSTREATER","WR","Rod Streater","OAK",66,161,81.9,NA,NA,NA,NA,NA,1,6,0,46,633,3,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",67,162,81.6,NA,NA,NA,NA,NA,0,2,0,45,634,3,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",68,163,81.5,NA,NA,NA,NA,NA,1,7,0,46,628,3,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAX",69,164,81.3,NA,NA,NA,NA,NA,3,13,0,51,620,3,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",45,165,80.2,NA,NA,NA,NA,NA,79,329,3,31,233,1,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",46,166,79.2,NA,NA,NA,NA,NA,117,513,3,13,99,0,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",70,167,78.4,NA,NA,NA,NA,NA,1,5,0,39,539,4,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",47,168,78,NA,NA,NA,NA,NA,104,465,4,9,75,0,NA,NA,NA
"TYLEREIFERT","TE","Tyler Eifert","CIN",18,169,76.9,NA,NA,NA,NA,NA,NA,NA,NA,49,529,4,NA,NA,NA
"KHIRYROBINSON","RB","Khiry Robinson","NO",48,170,76.7,NA,NA,NA,NA,NA,116,483,3,14,104,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr","NYG",71,171,75.8,NA,NA,NA,NA,NA,0,0,0,43,578,3,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",19,172,75.1,NA,NA,NA,NA,NA,NA,NA,NA,49,511,4,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","BUF",72,173,74.8,NA,NA,NA,NA,NA,0,0,0,34,508,4,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","TEN",49,174,74.6,NA,NA,NA,NA,NA,119,467,4,5,39,0,NA,NA,NA
"DWAYNEALLEN","TE","Dwayne Allen","IND",20,175,74.5,NA,NA,NA,NA,NA,NA,NA,NA,46,505,4,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",73,176,73.9,NA,NA,NA,NA,NA,0,0,0,40,559,3,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",50,177,73.6,NA,NA,NA,NA,NA,111,464,3,12,92,0,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",21,178,73.5,NA,NA,NA,NA,NA,NA,NA,NA,48,495,4,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",74,179,72.7,NA,NA,NA,NA,NA,0,3,0,33,484,4,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",51,180,71.4,NA,NA,NA,NA,NA,93,419,4,7,55,0,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",52,181,70.7,NA,NA,NA,NA,NA,83,347,3,14,120,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",35,182,70.3,121,72,860,7,4,9,33,0,NA,NA,NA,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",22,183,69.3,NA,NA,NA,NA,NA,NA,NA,NA,40,513,3,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","TB",23,184,68.6,NA,NA,NA,NA,NA,NA,NA,NA,40,446,4,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",75,185,68.3,NA,NA,NA,NA,NA,0,2,0,40,501,3,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","PIT",53,186,68,NA,NA,NA,NA,NA,93,421,3,10,79,0,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",24,187,67.1,NA,NA,NA,NA,NA,NA,NA,NA,40,431,4,NA,NA,NA
"GARRETTGRAHAM","TE","Garrett Graham","HOU",25,188,66.9,NA,NA,NA,NA,NA,NA,NA,NA,49,489,3,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","PIT",76,189,66.2,NA,NA,NA,NA,NA,0,0,0,41,542,2,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",36,190,66,136,82,910,5,4,11,45,0,NA,NA,NA,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",54,191,65.6,NA,NA,NA,NA,NA,98,393,3,11,83,0,NA,NA,NA
"DAVIDNELSON","WR","David Nelson","NYJ",77,192,64.9,NA,NA,NA,NA,NA,0,0,0,35,469,3,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",77,192,64.9,NA,NA,NA,NA,NA,2,10,0,35,459,3,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",55,194,64.3,NA,NA,NA,NA,NA,81,353,3,13,110,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",26,195,63.5,NA,NA,NA,NA,NA,NA,NA,NA,43,455,3,NA,NA,NA
