"name","pos","name_fbg3","team_fbg3","positionRank_fbg3","overallRank_fbg3","pts_fbg3","passAtt_fbg3","passComp_fbg3","passYds_fbg3","passTds_fbg3","passInt_fbg3","rushAtt_fbg3","rushYds_fbg3","rushTds_fbg3","rec_fbg3","recYds_fbg3","recTds_fbg3","returnTds_fbg3","twoPts_fbg3","fumbles_fbg3"
"DREWSTANTON","QB","Drew Stanton","ARI",62,422,3.85,10,6,71,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"LEESMITH","TE","Lee Smith","BUF",76,423,3.8,NA,NA,NA,NA,NA,NA,NA,NA,4,38,0,NA,NA,NA
"JIMDRAY","TE","Jim Dray","CLE",76,423,3.8,NA,NA,NA,NA,NA,NA,NA,NA,4,38,0,NA,NA,NA
"KYLEJUSZCZYK","RB","Kyle Juszczyk","BAL",122,425,3.7,NA,NA,NA,NA,NA,2,8,0,4,29,0,NA,NA,NA
"JOHNCONNER","RB","John Conner","",123,426,3.6,NA,NA,NA,NA,NA,3,12,0,3,24,0,NA,NA,NA
"BRADIEEWING","RB","Bradie Ewing","JAX",124,427,3.3,NA,NA,NA,NA,NA,0,0,0,4,33,0,NA,NA,NA
"KELLENCLEMENS","QB","Kellen Clemens","SD",63,428,3.25,8,5,59,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"DEONTETHOMPSON","WR","Deonte Thompson","BAL",165,429,3.2,NA,NA,NA,NA,NA,0,0,0,3,32,0,NA,NA,NA
"JEFFMAEHL","WR","Jeff Maehl","PHI",165,429,3.2,NA,NA,NA,NA,NA,0,0,0,2,32,0,NA,NA,NA
"ACLEONARD","TE","A.C. Leonard","MIN",78,429,3.2,NA,NA,NA,NA,NA,NA,NA,NA,3,32,0,NA,NA,NA
"JAMESCASEY","TE","James Casey","PHI",78,429,3.2,NA,NA,NA,NA,NA,NA,NA,NA,4,32,0,NA,NA,NA
"CROCKETTGILLMORE","TE","Crockett Gillmore","BAL",78,429,3.2,NA,NA,NA,NA,NA,NA,NA,NA,3,32,0,NA,NA,NA
"CRAIGSTEVENS","TE","Craig Stevens","TEN",81,434,3.1,NA,NA,NA,NA,NA,NA,NA,NA,3,31,0,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",64,435,3.05,8,5,59,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"MATTHAZEL","WR","Matt Hazel","",167,436,3,NA,NA,NA,NA,NA,0,0,0,2,30,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","PIT",82,436,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"NILESPAUL","TE","Niles Paul","WAS",82,436,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"BRUCEELLINGTON","WR","Bruce Ellington","SF",168,439,2.8,NA,NA,NA,NA,NA,0,0,0,2,28,0,NA,NA,NA
"NICKKASA","TE","Nick Kasa","OAK",84,439,2.8,NA,NA,NA,NA,NA,NA,NA,NA,3,28,0,NA,NA,NA
"MIKEMCNEILL","TE","Mike McNeill","",85,441,2.7,NA,NA,NA,NA,NA,NA,NA,NA,3,27,0,NA,NA,NA
"MATTMOORE","QB","Matt Moore","MIA",65,442,2.65,7,4,51,0,0,1,1,0,NA,NA,NA,NA,NA,NA
"WILLTAUFOOU","RB","Will Taufoou","JAX",125,443,2.6,NA,NA,NA,NA,NA,1,5,0,4,21,0,NA,NA,NA
"DAVIDJOHNSON","TE","David Johnson","SD",86,443,2.6,NA,NA,NA,NA,NA,NA,NA,NA,3,26,0,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","NO",66,445,2.5,7,4,46,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"TJJONES","WR","T.J. Jones","DET",169,445,2.5,NA,NA,NA,NA,NA,0,0,0,2,25,0,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",87,445,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"HENRYHYNOSKI","RB","Henry Hynoski","NYG",126,448,2.4,NA,NA,NA,NA,NA,4,15,0,1,9,0,NA,NA,NA
"MICHAELCOX","RB","Michael Cox","",126,448,2.4,NA,NA,NA,NA,NA,4,15,0,1,9,0,NA,NA,NA
"ZACHLINE","RB","Zach Line","MIN",128,450,2.2,NA,NA,NA,NA,NA,0,0,0,3,22,0,NA,NA,NA
"BRADSMITH","WR","Brad Smith","PHI",170,450,2.2,NA,NA,NA,NA,NA,1,6,0,1,16,0,NA,NA,NA
"LUKESTOCKER","TE","Luke Stocker","TB",88,450,2.2,NA,NA,NA,NA,NA,NA,NA,NA,2,22,0,NA,NA,NA
"MICKEYSHULER","TE","Mickey Shuler","",88,450,2.2,NA,NA,NA,NA,NA,NA,NA,NA,2,22,0,NA,NA,NA
"JAMESWILDER","RB","James Wilder Jr","",129,454,2.1,NA,NA,NA,NA,NA,4,16,0,1,5,0,NA,NA,NA
"PATRICKDIMARCO","RB","Patrick DiMarco","ATL",129,454,2.1,NA,NA,NA,NA,NA,0,1,0,3,20,0,NA,NA,NA
"JOSHBELLAMY","WR","Josh Bellamy","",171,456,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"GARRETTCELEK","TE","Garrett Celek","SF",90,456,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"CHASEFORD","TE","Chase Ford","",90,456,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"RYANNASSIB","QB","Ryan Nassib","NYG",67,459,1.9,5,3,36,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"RYANTAYLOR","TE","Ryan Taylor","GB",92,460,1.8,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,NA,NA,NA
"JEDCOLLINS","RB","Jed Collins","DET",131,461,1.7,NA,NA,NA,NA,NA,0,0,0,2,17,0,NA,NA,NA
"RICHARDQUINN","TE","Richard Quinn","NO",93,461,1.7,NA,NA,NA,NA,NA,NA,NA,NA,2,17,0,NA,NA,NA
"REXBURKHEAD","RB","Rex Burkhead","CIN",132,463,1.6,NA,NA,NA,NA,NA,2,6,0,1,10,0,NA,NA,NA
"CHRISTHOMPSON","RB","Chris Thompson","",132,463,1.6,NA,NA,NA,NA,NA,3,11,0,1,5,0,NA,NA,NA
"MICHAELPALMER","TE","Michael Palmer","PIT",94,463,1.6,NA,NA,NA,NA,NA,NA,NA,NA,2,16,0,NA,NA,NA
"CORYHARKEY","TE","Cory Harkey","STL",95,466,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"JOHNPHILLIPS","TE","John Phillips","SD",95,466,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"MATTHEWMULLIGAN","TE","Matthew Mulligan","CHI",95,466,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,NA,NA,NA
"KENJONBARNER","RB","Kenjon Barner","",134,469,1.4,NA,NA,NA,NA,NA,2,9,0,1,5,0,NA,NA,NA
"KEVINBROCK","TE","Kevin Brock","CIN",98,469,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1,14,0,NA,NA,NA
"ERIKLORIG","RB","Erik Lorig","NO",135,471,1.3,NA,NA,NA,NA,NA,0,0,0,2,13,0,NA,NA,NA
"COLLINMOONEY","RB","Collin Mooney","",135,471,1.3,NA,NA,NA,NA,NA,0,0,0,2,13,0,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",68,473,1.25,3,2,23,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"JUSTICECUNNINGHAM","TE","Justice Cunningham","STL",99,474,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,NA,NA,NA
"CIERREWOOD","RB","Cierre Wood","BAL",137,475,1.1,NA,NA,NA,NA,NA,3,11,0,0,0,0,NA,NA,NA
"JEROMEFELTON","RB","Jerome Felton","MIN",137,475,1.1,NA,NA,NA,NA,NA,0,0,0,2,11,0,NA,NA,NA
"MARQUEISGRAY","TE","MarQueis Gray","",100,477,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
"LEONWASHINGTON","RB","Leon Washington","TEN",139,478,0.9,NA,NA,NA,NA,NA,2,7,0,0,2,0,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","",139,478,0.9,NA,NA,NA,NA,NA,2,9,0,0,0,0,NA,NA,NA
"JERONMASTRUD","TE","Jeron Mastrud","",101,478,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",172,481,0.8,NA,NA,NA,NA,NA,0,0,0,1,8,0,NA,NA,NA
"EVANROYSTER","RB","Evan Royster","",141,482,0.7,NA,NA,NA,NA,NA,2,7,0,0,0,0,NA,NA,NA
"MONTELLOWENS","RB","Montell Owens","DET",142,483,0.6,NA,NA,NA,NA,NA,1,3,0,0,3,0,NA,NA,NA
"ERIKSWOOPE","TE","Erik Swoope","",102,483,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"WESLYESAUNDERS","TE","Weslye Saunders","",102,483,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"JEREMYSTEWART","RB","Jeremy Stewart","",143,486,0.5,NA,NA,NA,NA,NA,1,3,0,0,2,0,NA,NA,NA
"LONNIEPRYOR","RB","Lonnie Pryor","",144,487,0.4,NA,NA,NA,NA,NA,0,1,0,0,3,0,NA,NA,NA
"MATTHEWTUCKER","RB","Matthew Tucker","",144,487,0.4,NA,NA,NA,NA,NA,1,4,0,0,0,0,NA,NA,NA
"JAMIZEOLAWALE","RB","Jamize Olawale","OAK",146,489,0.3,NA,NA,NA,NA,NA,1,3,0,0,0,0,NA,NA,NA
"JEFFTUEL","QB","Jeff Tuel","",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JORDANPALMER","QB","Jordan Palmer","",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CHRISTIANPONDER","QB","Christian Ponder","MIN",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOSHFREEMAN","QB","Josh Freeman","",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"THADDEUSLEWIS","QB","Thaddeus Lewis","",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","STL",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TERRELLEPRYOR","QB","Terrelle Pryor","",69,490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"WILLIAMPOWELL","RB","William Powell","HOU",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOEBANYARD","RB","Joe Banyard","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TYLERGAFFNEY","RB","Tyler Gaffney","CAR",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ISAIAHPEAD","RB","Isaiah Pead","STL",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIGUELMAYSONET","RB","Miguel Maysonet","PIT",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DARYLRICHARDSON","RB","Daryl Richardson","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELFORD","RB","Michael Ford","CHI",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TYLERCLUTTS","RB","Tyler Clutts","DAL",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DEJIKARIM","RB","Deji Karim","IND",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"RYANWILLIAMS","RB","Ryan Williams","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISOGBONNAYA","RB","Chris Ogbonnaya","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARCUSTHIGPEN","RB","Marcus Thigpen","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARIONGRICE","RB","Marion Grice","SD",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIKEGILLISLEE","RB","Mike Gillislee","MIA",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEFFDEMPS","RB","Jeff Demps","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAVIDWILSON","RB","David Wilson","NYG",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELSMITH","RB","Michael Smith","TB",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LACHESEASTRUNK","RB","Lache Seastrunk","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EDWINBAKER","RB","Edwin Baker","CLE",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JAMESDEVELIN","RB","James Develin","NE",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"GEORGEWINN","RB","George Winn","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DENNISJOHNSON","RB","Dennis Johnson","HOU",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DANIELTHOMAS","RB","Daniel Thomas","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ANDREBROWN","RB","Andre Brown","HOU",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOHNATHANFRANKLIN","RB","Johnathan Franklin","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIKELLESHOURE","RB","Mikel Leshoure","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SPENCERWARE","RB","Spencer Ware","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"VICKBALLARD","RB","Vick Ballard","IND",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KENDALLHUNTER","RB","Kendall Hunter","SF",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOEMCKNIGHT","RB","Joe McKnight","KC",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JALENPARMELE","RB","Jalen Parmele","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ALVESTERALEXANDER","RB","Alvester Alexander","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KIEROSMALL","RB","Kiero Small","",147,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JORDANNORWOOD","WR","Jordan Norwood","DEN",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LAVONBRAZILL","WR","LaVon Brazill","IND",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TEVINREESE","WR","Tevin Reese","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DEREKMOYE","WR","Derek Moye","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOSHCOOPER","WR","Josh Cooper","CLE",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TJGRAHAM","WR","T.J. Graham","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KRISDURHAM","WR","Kris Durham","DET",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TAVARRESKING","WR","Tavarres King","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRITTANGOLDEN","WR","Brittan Golden","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CLYDEGATES","WR","Clyde Gates","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SIDNEYRICE","WR","Sidney Rice","SEA",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SKYEDAWSON","WR","Skye Dawson","TB",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JUSTINBLACKMON","WR","Justin Blackmon","JAX",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"VINCENTBROWN","WR","Vincent Brown","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"RICARDOLOCKETTE","WR","Ricardo Lockette","SEA",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JAREDABBREDERIS","WR","Jared Abbrederis","GB",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"STEPHENHILL","WR","Stephen Hill","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"WALTPOWELL","WR","Walt Powell","ARI",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAMIANWILLIAMS","WR","Damian Williams","TEN",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TOMMYSTREETER","WR","Tommy Streeter","TB",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LESTARJEAN","WR","Lestar Jean","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JACOBYFORD","WR","Jacoby Ford","NYJ",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELPRESTON","WR","Michael Preston","TEN",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","HOU",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ERICPAGE","WR","Eric Page","TB",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JULIANTALLEY","WR","Julian Talley","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARVINMCNUTT","WR","Marvin McNutt","CAR",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TANDONDOSS","WR","Tandon Doss","JAX",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JAMARNEWSOME","WR","Jamar Newsome","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOSHBOYCE","WR","Josh Boyce","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARIOMANNINGHAM","WR","Mario Manningham","NYG",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JURONCRINER","WR","Juron Criner","OAK",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISHARPER","WR","Chris Harper","GB",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KEVINCONE","WR","Kevin Cone","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DEVONWYLIE","WR","Devon Wylie","SF",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"NATEBURLESON","WR","Nate Burleson","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEREMYGALLON","WR","Jeremy Gallon","NE",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARCMARIANI","WR","Marc Mariani","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TIQUANUNDERWOOD","WR","Tiquan Underwood","CAR",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EARLBENNETT","WR","Earl Bennett","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SHAQEVANS","WR","Shaq Evans","NYJ",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"GREGLITTLE","WR","Greg Little","",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JONBALDWIN","WR","Jon Baldwin","DET",173,490,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KELLENWINSLOW","TE","Kellen Winslow Jr","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"SEANMCGRATH","TE","Sean McGrath","KC",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BRADSMELLEY","TE","Brad Smelley","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"DAVIDPAULSON","TE","David Paulson","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"ASAWATSON","TE","Asa Watson","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"JACKDOYLE","TE","Jack Doyle","IND",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"ROBBLANCHFLOWER","TE","Rob Blanchflower","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"COLTLYERLA","TE","Colt Lyerla","GB",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"DANNYNOBLE","TE","Danny Noble","JAX",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"KONRADREULAND","TE","Konrad Reuland","NYJ",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"JOELDREESSEN","TE","Joel Dreessen","DEN",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NATEBYHAM","TE","Nate Byham","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"DJWILLIAMS","TE","D.J. Williams","NE",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"KELLENDAVIS","TE","Kellen Davis","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"JAKEBALLARD","TE","Jake Ballard","ARI",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"FENDIONOBUN","TE","Fendi Onobun","JAX",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"ORSONCHARLES","TE","Orson Charles","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"CLARKHARRIS","TE","Clark Harris","CIN",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BRANDONBARDEN","TE","Brandon Barden","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"MICHAELEGNEW","TE","Michael Egnew","",104,490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
