"name","pos","name_fbg2","team_fbg2","positionRank_fbg2","overallRank_fbg2","pts_fbg2","passAtt_fbg2","passComp_fbg2","passYds_fbg2","passTds_fbg2","passInt_fbg2","rushAtt_fbg2","rushYds_fbg2","rushTds_fbg2","rec_fbg2","recYds_fbg2","recTds_fbg2","returnTds_fbg2","twoPts_fbg2","fumbles_fbg2"
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",28,197,71,NA,NA,NA,NA,NA,NA,NA,NA,40,470,4,NA,NA,NA
"DEANTHONYTHOMAS","RB","DeAnthony Thomas","KC",56,198,70,NA,NA,NA,NA,NA,18,100,0,43,420,3,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",80,199,69,NA,NA,NA,NA,NA,0,0,0,30,390,5,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",57,200,68,NA,NA,NA,NA,NA,90,375,2,14,125,1,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",81,201,67,NA,NA,NA,NA,NA,0,0,0,34,490,3,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",58,202,66.5,NA,NA,NA,NA,NA,50,180,1,42,305,2,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",36,203,66,135,79,960,5,3,5,10,0,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",59,203,66,NA,NA,NA,NA,NA,80,380,3,11,100,0,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",59,203,66,NA,NA,NA,NA,NA,56,250,3,22,170,1,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",82,206,65,NA,NA,NA,NA,NA,0,0,0,35,470,3,NA,NA,NA
"DONNIEAVERY","WR","Donnie Avery","KC",82,206,65,NA,NA,NA,NA,NA,0,0,0,40,530,2,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",29,206,65,NA,NA,NA,NA,NA,NA,NA,NA,35,410,4,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",30,209,63,NA,NA,NA,NA,NA,NA,NA,NA,38,450,3,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","SEA",30,209,63,NA,NA,NA,NA,NA,NA,NA,NA,34,390,4,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",61,211,62,NA,NA,NA,NA,NA,90,385,3,8,55,0,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",61,211,62,NA,NA,NA,NA,NA,90,360,3,12,80,0,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",61,211,62,NA,NA,NA,NA,NA,95,340,4,8,40,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",84,211,62,NA,NA,NA,NA,NA,1,5,0,45,495,2,NA,NA,NA
"DAVIDNELSON","WR","David Nelson","NYJ",85,215,61.5,NA,NA,NA,NA,NA,0,0,0,35,435,3,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",64,216,60,NA,NA,NA,NA,NA,90,380,2,14,100,0,NA,NA,NA
"MARVINJONES","WR","Marvin Jones","CIN",86,216,60,NA,NA,NA,NA,NA,2,10,0,30,410,3,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",65,218,59,NA,NA,NA,NA,NA,70,300,2,13,110,1,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",65,218,59,NA,NA,NA,NA,NA,85,330,3,10,80,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",87,218,59,NA,NA,NA,NA,NA,0,0,0,31,350,4,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",32,218,59,NA,NA,NA,NA,NA,NA,NA,NA,30,410,3,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",67,222,58,NA,NA,NA,NA,NA,90,390,2,9,70,0,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",88,222,58,NA,NA,NA,NA,NA,0,0,0,34,460,2,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",33,222,58,NA,NA,NA,NA,NA,NA,NA,NA,38,400,3,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",37,225,56.5,85,48,610,3,2,15,100,1,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",68,226,56,NA,NA,NA,NA,NA,40,170,0,38,330,1,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","PIT",89,227,55.5,NA,NA,NA,NA,NA,0,0,0,38,435,2,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",69,228,54.5,NA,NA,NA,NA,NA,80,345,2,10,80,0,NA,NA,NA
"PAULRICHARDSON","WR","Paul Richardson","SEA",90,229,53,NA,NA,NA,NA,NA,0,0,0,25,410,2,NA,NA,NA
"DENARIUSMOORE","WR","Denarius Moore","OAK",90,229,53,NA,NA,NA,NA,NA,0,0,0,31,410,2,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",38,231,51.5,120,71,780,4,4,6,5,0,NA,NA,NA,NA,NA,NA
"MIKEJAMES","RB","Mike James","TB",70,231,51.5,NA,NA,NA,NA,NA,55,240,3,12,95,0,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAX",70,231,51.5,NA,NA,NA,NA,NA,60,255,2,16,140,0,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",70,231,51.5,NA,NA,NA,NA,NA,80,360,2,5,35,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",73,235,50.5,NA,NA,NA,NA,NA,65,310,2,8,75,0,NA,NA,NA
"KENBRELLTHOMPKINS","WR","Kenbrell Thompkins","NE",92,236,50,NA,NA,NA,NA,NA,0,0,0,28,380,2,NA,NA,NA
"DRIARCHER","RB","Dri Archer","PIT",74,237,49.5,NA,NA,NA,NA,NA,20,115,1,21,200,2,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAX",93,238,49,NA,NA,NA,NA,NA,0,0,0,28,370,2,NA,NA,NA
"DANIELHERRON","RB","Daniel Herron","IND",75,239,48.5,NA,NA,NA,NA,NA,66,250,3,8,55,0,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","PHI",76,240,48,NA,NA,NA,NA,NA,65,275,2,10,85,0,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",76,240,48,NA,NA,NA,NA,NA,50,295,2,7,65,0,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",94,240,48,NA,NA,NA,NA,NA,0,0,0,23,300,3,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",78,243,47,NA,NA,NA,NA,NA,47,245,1,11,105,1,NA,NA,NA
"GAVINESCOBAR","TE","Gavin Escobar","DAL",34,243,47,NA,NA,NA,NA,NA,NA,NA,NA,27,290,3,NA,NA,NA
"CJFIEDOROWICZ","TE","C.J. Fiedorowicz","HOU",35,245,45,NA,NA,NA,NA,NA,NA,NA,NA,30,330,2,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","MIA",95,246,44.5,NA,NA,NA,NA,NA,0,0,0,24,265,3,NA,NA,NA
"SANTONIOHOLMES","WR","Santonio Holmes","CHI",96,247,44,NA,NA,NA,NA,NA,0,0,0,24,320,2,NA,NA,NA
"TIMWRIGHT","TE","Timothy Wright","NE",36,247,44,NA,NA,NA,NA,NA,NA,NA,NA,30,320,2,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","KC",37,249,43,NA,NA,NA,NA,NA,NA,NA,NA,24,250,3,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",79,250,42,NA,NA,NA,NA,NA,80,335,0,12,85,0,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",80,251,41.5,NA,NA,NA,NA,NA,70,295,1,8,60,0,NA,NA,NA
"ROBERTHERRON","WR","Robert Herron","TB",97,251,41.5,NA,NA,NA,NA,NA,1,5,0,23,290,2,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",98,253,40,NA,NA,NA,NA,NA,2,10,0,24,270,2,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",38,254,39.5,NA,NA,NA,NA,NA,NA,NA,NA,22,275,2,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",81,255,39,NA,NA,NA,NA,NA,50,210,2,8,60,0,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",39,255,39,NA,NA,NA,NA,NA,NA,NA,NA,23,270,2,NA,NA,NA
"COREYWASHINGTON","WR","Corey Washington","NYG",99,257,38.5,NA,NA,NA,NA,NA,0,0,0,26,325,1,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","TB",40,258,38,NA,NA,NA,NA,NA,NA,NA,NA,26,260,2,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",40,258,38,NA,NA,NA,NA,NA,NA,NA,NA,26,260,2,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",100,260,37,NA,NA,NA,NA,NA,0,0,0,24,250,2,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",42,260,37,NA,NA,NA,NA,NA,NA,NA,NA,30,310,1,NA,NA,NA
"BRANDONBOSTICK","TE","Brandon Bostick","GB",42,260,37,NA,NA,NA,NA,NA,NA,NA,NA,22,250,2,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",82,263,36.5,NA,NA,NA,NA,NA,55,230,2,2,15,0,NA,NA,NA
"JASONAVANT","WR","Jason Avant","CAR",101,263,36.5,NA,NA,NA,NA,NA,0,0,0,28,305,1,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",39,265,36,75,41,480,3,2,7,20,0,NA,NA,NA,NA,NA,NA
"KADEEMCAREY","RB","KaDeem Carey","CHI",83,266,35.5,NA,NA,NA,NA,NA,55,220,2,2,15,0,NA,NA,NA
"DUJUANHARRIS","RB","DuJuan Harris","GB",83,266,35.5,NA,NA,NA,NA,NA,45,200,2,5,35,0,NA,NA,NA
"TAYLORTHOMPSON","TE","Taylor Thompson","TEN",44,266,35.5,NA,NA,NA,NA,NA,NA,NA,NA,23,235,2,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",40,269,35,65,37,460,3,2,5,20,0,NA,NA,NA,NA,NA,NA
"JUSTINBROWN","WR","Justin Brown","PIT",102,270,34.5,NA,NA,NA,NA,NA,0,0,0,18,225,2,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",103,271,34,NA,NA,NA,NA,NA,0,0,0,18,220,2,NA,NA,NA
"LANCEKENDRICKS","TE","Lance Kendricks","STL",45,271,34,NA,NA,NA,NA,NA,NA,NA,NA,24,220,2,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",85,273,33.5,NA,NA,NA,NA,NA,45,200,1,10,75,0,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",104,273,33.5,NA,NA,NA,NA,NA,0,0,0,17,215,2,NA,NA,NA
"DARICKROGERS","WR","DaRick Rogers","IND",105,275,33,NA,NA,NA,NA,NA,0,0,0,16,210,2,NA,NA,NA
"JOSEPHFAURIA","TE","Joseph Fauria","DET",46,275,33,NA,NA,NA,NA,NA,NA,NA,NA,14,150,3,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","HOU",41,277,32.5,80,44,540,2,3,6,5,0,NA,NA,NA,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","DEN",106,277,32.5,NA,NA,NA,NA,NA,2,20,0,15,185,2,NA,NA,NA
"MATTSCHAUB","QB","Matt Schaub","OAK",42,279,31.5,60,37,430,3,2,2,0,0,NA,NA,NA,NA,NA,NA
"ANDREWQUARLESS","TE","Andrew Quarless","GB",47,280,30,NA,NA,NA,NA,NA,NA,NA,NA,16,180,2,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","ARI",47,280,30,NA,NA,NA,NA,NA,NA,NA,NA,24,240,1,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",43,282,29.5,75,43,490,2,3,3,0,0,NA,NA,NA,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",107,282,29.5,NA,NA,NA,NA,NA,1,5,0,20,230,1,NA,NA,NA
"ANTONESMITH","RB","Antone Smith","ATL",86,284,29,NA,NA,NA,NA,NA,28,140,1,10,90,0,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","STL",108,284,29,NA,NA,NA,NA,NA,0,0,0,17,230,1,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",87,286,28.5,NA,NA,NA,NA,NA,35,150,1,10,75,0,NA,NA,NA
"JARONBROWN","WR","Jaron Brown","ARI",109,286,28.5,NA,NA,NA,NA,NA,0,0,0,18,225,1,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",110,288,27.5,NA,NA,NA,NA,NA,2,15,0,18,200,1,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","CAR",49,288,27.5,NA,NA,NA,NA,NA,NA,NA,NA,20,215,1,NA,NA,NA
"MARQUISEGOODWIN","WR","Marquise Goodwin","BUF",111,290,27,NA,NA,NA,NA,NA,2,15,0,13,195,1,NA,NA,NA
"RYANGRIFFIN","TE","Ryan Griffin","HOU",50,290,27,NA,NA,NA,NA,NA,NA,NA,NA,18,210,1,NA,NA,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",44,292,26.5,40,25,290,3,2,5,20,0,NA,NA,NA,NA,NA,NA
"RYANBROYLES","WR","Ryan Broyles","DET",112,293,26,NA,NA,NA,NA,NA,0,0,0,18,200,1,NA,NA,NA
"JEFFJANIS","WR","Jeff Janis","GB",112,293,26,NA,NA,NA,NA,NA,0,0,0,15,200,1,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",51,293,26,NA,NA,NA,NA,NA,NA,NA,NA,18,200,1,NA,NA,NA
"TROYNIKLAS","TE","Troy Niklas","ARI",51,293,26,NA,NA,NA,NA,NA,NA,NA,NA,20,200,1,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",53,297,25.5,NA,NA,NA,NA,NA,NA,NA,NA,20,195,1,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","NYG",88,298,24.5,NA,NA,NA,NA,NA,26,85,2,5,40,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",88,298,24.5,NA,NA,NA,NA,NA,7,35,0,18,150,1,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",45,300,24,55,31,370,2,3,3,5,0,NA,NA,NA,NA,NA,NA
"DONTRELLEINMAN","WR","Dontrelle Inman","SD",114,300,24,NA,NA,NA,NA,NA,0,0,0,12,180,1,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",46,302,23.5,50,29,350,2,3,3,10,0,NA,NA,NA,NA,NA,NA
"LORENZOTALIAFERRO","RB","Lorenzo Taliaferro","BAL",90,303,23,NA,NA,NA,NA,NA,35,160,1,2,10,0,NA,NA,NA
"ROBHOUSLER","TE","Rob Housler","ARI",54,304,22.5,NA,NA,NA,NA,NA,NA,NA,NA,15,165,1,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CLE",54,304,22.5,NA,NA,NA,NA,NA,NA,NA,NA,15,165,1,NA,NA,NA
"SILASREDD","RB","Silas Redd","WAS",91,306,22,NA,NA,NA,NA,NA,30,140,1,2,20,0,NA,NA,NA
"JOSHHUFF","WR","Josh Huff","PHI",115,307,21.5,NA,NA,NA,NA,NA,3,15,0,10,140,1,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",116,308,21,NA,NA,NA,NA,NA,0,0,0,12,150,1,NA,NA,NA
"ANTHONYDIXON","RB","Anthony Dixon","BUF",92,309,20.5,NA,NA,NA,NA,NA,30,110,1,4,35,0,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",117,310,20,NA,NA,NA,NA,NA,0,0,0,10,140,1,NA,NA,NA
"TEDGINN","WR","Ted Ginn","ARI",117,310,20,NA,NA,NA,NA,NA,2,20,0,14,180,0,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","CLE",117,310,20,NA,NA,NA,NA,NA,0,0,0,10,140,1,NA,NA,NA
"ADRIENROBINSON","TE","Adrien Robinson","NYG",56,310,20,NA,NA,NA,NA,NA,NA,NA,NA,14,140,1,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",56,310,20,NA,NA,NA,NA,NA,NA,NA,NA,14,140,1,NA,NA,NA
"MATTMCGLOIN","QB","Matt McGloin","OAK",47,315,19.5,35,21,240,2,1,2,5,0,NA,NA,NA,NA,NA,NA
"STORMJOHNSON","RB","Storm Johnson","JAX",93,315,19.5,NA,NA,NA,NA,NA,30,130,1,1,5,0,NA,NA,NA
"JEROMESIMPSON","WR","Jerome Simpson","MIN",120,317,19,NA,NA,NA,NA,NA,0,0,0,12,190,0,NA,NA,NA
"MARQUESSWILSON","WR","Marquess Wilson","CHI",120,317,19,NA,NA,NA,NA,NA,0,0,0,10,130,1,NA,NA,NA
"BRANDONWILLIAMS","TE","Brandon Williams","CAR",58,319,18.5,NA,NA,NA,NA,NA,NA,NA,NA,11,125,1,NA,NA,NA
"DREWDAVIS","WR","Drew Davis","ATL",122,320,18,NA,NA,NA,NA,NA,0,0,0,10,120,1,NA,NA,NA
"ACESANDERS","WR","Ace Sanders","JAX",122,320,18,NA,NA,NA,NA,NA,2,10,0,16,170,0,NA,NA,NA
"DEMETRIUSHARRIS","TE","Demetrius Harris","KC",59,320,18,NA,NA,NA,NA,NA,NA,NA,NA,10,120,1,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","NO",60,323,17.5,NA,NA,NA,NA,NA,NA,NA,NA,11,115,1,NA,NA,NA
"JOSHHILL","TE","Josh Hill","NO",61,324,17,NA,NA,NA,NA,NA,NA,NA,NA,10,110,1,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","JAX",61,324,17,NA,NA,NA,NA,NA,NA,NA,NA,15,170,0,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","SF",124,326,16.5,NA,NA,NA,NA,NA,0,0,0,11,165,0,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",125,327,16,NA,NA,NA,NA,NA,0,0,0,14,160,0,NA,NA,NA
"LOGANPAULSEN","TE","Logan Paulsen","WAS",63,327,16,NA,NA,NA,NA,NA,NA,NA,NA,10,100,1,NA,NA,NA
"MARIONGRICE","RB","Marion Grice","SD",94,329,15.5,NA,NA,NA,NA,NA,15,65,1,4,30,0,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",95,330,15,NA,NA,NA,NA,NA,35,135,0,2,15,0,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",95,330,15,NA,NA,NA,NA,NA,30,110,0,5,40,0,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",95,330,15,NA,NA,NA,NA,NA,20,75,1,2,15,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",95,330,15,NA,NA,NA,NA,NA,20,85,0,7,65,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",95,330,15,NA,NA,NA,NA,NA,10,50,1,4,40,0,NA,NA,NA
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",48,335,14.5,40,23,240,1,2,1,5,0,NA,NA,NA,NA,NA,NA
"TOMSAVAGE","QB","Tom Savage","HOU",49,336,14,35,19,230,1,2,3,5,0,NA,NA,NA,NA,NA,NA
"KYLEJUSZCZYK","RB","Kyle Juszczyk","BAL",100,336,14,NA,NA,NA,NA,NA,0,0,0,10,80,1,NA,NA,NA
"JUNIORHEMINGWAY","WR","Junior Hemingway","KC",126,336,14,NA,NA,NA,NA,NA,0,0,0,8,80,1,NA,NA,NA
"CROCKETTGILLMORE","TE","Crockett Gillmore","BAL",64,336,14,NA,NA,NA,NA,NA,NA,NA,NA,14,140,0,NA,NA,NA
"DARRELYOUNG","RB","Darrel Young","WAS",101,340,13.5,NA,NA,NA,NA,NA,5,15,0,8,60,1,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",101,340,13.5,NA,NA,NA,NA,NA,5,15,0,7,60,1,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",127,340,13.5,NA,NA,NA,NA,NA,0,0,0,12,135,0,NA,NA,NA
"DAMIENWILLIAMS","RB","Damien Williams","MIA",103,343,13,NA,NA,NA,NA,NA,30,115,0,3,15,0,NA,NA,NA
"MIKEBROWN","WR","Mike Brown","JAX",128,343,13,NA,NA,NA,NA,NA,0,0,0,10,130,0,NA,NA,NA
"BRADSMITH","WR","Brad Smith","PHI",129,345,12.5,NA,NA,NA,NA,NA,2,10,0,10,115,0,NA,NA,NA
"DEVIERPOSEY","WR","DeVier Posey","HOU",129,345,12.5,NA,NA,NA,NA,NA,0,0,0,10,125,0,NA,NA,NA
"RISHARDMATTHEWS","WR","Rishard Matthews","MIA",129,345,12.5,NA,NA,NA,NA,NA,0,0,0,12,125,0,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","GB",50,348,12,25,15,180,1,1,1,0,0,NA,NA,NA,NA,NA,NA
"WILLJOHNSON","RB","Will Johnson","PIT",104,348,12,NA,NA,NA,NA,NA,0,0,0,10,60,1,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",132,348,12,NA,NA,NA,NA,NA,0,0,0,10,120,0,NA,NA,NA
"DANIELFELLS","TE","Daniel Fells","NYG",65,348,12,NA,NA,NA,NA,NA,NA,NA,NA,11,120,0,NA,NA,NA
"DAVIDAUSBERRY","TE","David Ausberry","OAK",65,348,12,NA,NA,NA,NA,NA,NA,NA,NA,12,120,0,NA,NA,NA
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",65,348,12,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",51,354,11.5,35,19,240,0,1,2,5,0,NA,NA,NA,NA,NA,NA
"KEVINOGLETREE","WR","Kevin Ogletree","DET",133,354,11.5,NA,NA,NA,NA,NA,0,0,0,10,115,0,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",68,356,11,NA,NA,NA,NA,NA,NA,NA,NA,12,110,0,NA,NA,NA
"CHRISGRAGG","TE","Chris Gragg","BUF",68,356,11,NA,NA,NA,NA,NA,NA,NA,NA,10,110,0,NA,NA,NA
"SHAUNDRAUGHN","RB","Shaun Draughn","CHI",105,358,10.5,NA,NA,NA,NA,NA,25,95,0,2,10,0,NA,NA,NA
"QUINTONPATTON","WR","Quinton Patton","SF",134,358,10.5,NA,NA,NA,NA,NA,1,5,0,8,100,0,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",135,360,10,NA,NA,NA,NA,NA,0,0,0,8,100,0,NA,NA,NA
"STEPHENHILL","WR","Stephen Hill","",135,360,10,NA,NA,NA,NA,NA,0,0,0,7,100,0,NA,NA,NA
"ANTHONYSHERMAN","RB","Anthony Sherman","KC",106,362,9,NA,NA,NA,NA,NA,2,5,0,10,85,0,NA,NA,NA
"TOMMYBOHANON","RB","Tommy Bohanon","NYJ",106,362,9,NA,NA,NA,NA,NA,2,5,0,10,85,0,NA,NA,NA
"BRUCEMILLER","RB","Bruce Miller","SF",108,364,8.5,NA,NA,NA,NA,NA,2,5,0,10,80,0,NA,NA,NA
"CHRISOWUSU","WR","Chris Owusu","TB",137,364,8.5,NA,NA,NA,NA,NA,0,0,0,8,85,0,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",137,364,8.5,NA,NA,NA,NA,NA,0,0,0,8,85,0,NA,NA,NA
"NATEBURLESON","WR","Nate Burleson","",137,364,8.5,NA,NA,NA,NA,NA,0,0,0,8,85,0,NA,NA,NA
"TRAVARISCADET","RB","Travaris Cadet","NO",109,368,8,NA,NA,NA,NA,NA,10,55,0,3,25,0,NA,NA,NA
"JAMESDEVELIN","RB","James Develin","NE",109,368,8,NA,NA,NA,NA,NA,4,10,1,2,10,0,NA,NA,NA
"FRANKIEHAMMOND","WR","Frankie Hammond","KC",140,368,8,NA,NA,NA,NA,NA,0,0,0,8,80,0,NA,NA,NA
"JOEMORGAN","WR","Joe Morgan","NO",140,368,8,NA,NA,NA,NA,NA,0,0,0,5,80,0,NA,NA,NA
"GREGSALAS","WR","Greg Salas","NYJ",140,368,8,NA,NA,NA,NA,NA,0,0,0,6,80,0,NA,NA,NA
"GATORHOSKINS","TE","Gator Hoskins","MIA",70,368,8,NA,NA,NA,NA,NA,NA,NA,NA,8,80,0,NA,NA,NA
"LUKESTOCKER","TE","Luke Stocker","TB",70,368,8,NA,NA,NA,NA,NA,NA,NA,NA,8,80,0,NA,NA,NA
"ALBERTWILSON","WR","Albert Wilson","KC",143,375,7,NA,NA,NA,NA,NA,0,0,0,5,70,0,NA,NA,NA
"MATTHEWTUCKER","RB","Matthew Tucker","",111,376,6.5,NA,NA,NA,NA,NA,15,65,0,0,0,0,NA,NA,NA
"JUWANTHOMPSON","RB","Juwan Thompson","DEN",111,376,6.5,NA,NA,NA,NA,NA,15,60,0,1,5,0,NA,NA,NA
"RONNIEBROWN","RB","Ronnie Brown","HOU",111,376,6.5,NA,NA,NA,NA,NA,15,55,0,2,10,0,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","",111,376,6.5,NA,NA,NA,NA,NA,20,65,0,0,0,0,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","KC",144,376,6.5,NA,NA,NA,NA,NA,0,0,0,5,65,0,NA,NA,NA
"JEREMYROSS","WR","Jeremy Ross","DET",144,376,6.5,NA,NA,NA,NA,NA,0,0,0,6,65,0,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",52,382,6,13,7,100,0,0,2,10,0,NA,NA,NA,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BAL",52,382,6,10,6,80,0,0,3,20,0,NA,NA,NA,NA,NA,NA
"JALENSAUNDERS","WR","Jalen Saunders","NYJ",146,382,6,NA,NA,NA,NA,NA,0,0,0,4,60,0,NA,NA,NA
"PRESTONPARKER","WR","Preston Parker","NYG",147,385,5.5,NA,NA,NA,NA,NA,0,0,0,5,55,0,NA,NA,NA
"DWAYNEHARRIS","WR","Dwayne Harris","DAL",147,385,5.5,NA,NA,NA,NA,NA,2,10,0,4,45,0,NA,NA,NA
"TERRELLEPRYOR","QB","Terrelle Pryor","",54,387,5,5,3,40,0,0,5,30,0,NA,NA,NA,NA,NA,NA
"DERRICKCOLEMAN","RB","Derrick Coleman","SEA",115,387,5,NA,NA,NA,NA,NA,3,10,0,5,40,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",115,387,5,NA,NA,NA,NA,NA,10,40,0,2,10,0,NA,NA,NA
"BRICEBUTLER","WR","Brice Butler","OAK",149,387,5,NA,NA,NA,NA,NA,0,0,0,5,50,0,NA,NA,NA
"TARVARISJACKSON","QB","Tarvaris Jackson","SEA",55,391,4.5,10,6,70,0,0,3,10,0,NA,NA,NA,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","KC",55,391,4.5,15,9,90,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"ORLEANSDARKWA","RB","Orleans Darkwa","MIA",117,391,4.5,NA,NA,NA,NA,NA,10,40,0,1,5,0,NA,NA,NA
