"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklyVariability"
"JAMESSTARKS","James Starks","RB","GB",232,60.7230217988805,86.9,56.25,66.95,NA,66.785,82.75,58.25,55.675,63.375,47.625,49.5,101.775,51.675,0,0,0,363.422280001824,2.49992396644969,11.7000595526753,94.25,0,0,0.8,64.7258333333333,60.7230217988805,2.80943157864574
"MARCELREECE","Marcel Reece","RB","OAK",233,60.5642607880515,64.575,60.45,77.35,NA,69.0075,60.95,80.15,47.25,65.5,37.45,34.75,55.875,74,0,0,0,155.925,1.00001607063739,27.5,244.575,1.39996489403786,0,0,60.5339583333333,60.5642607880515,3.19965220896946
"OWENDANIELS","Owen Daniels","TE","BAL",234,60.5625226252418,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,80.5,66.625,43.875,76.25,41.125,0,0,0,0,0,33.5,364.5,2.50000377087364,0,0,59.696875,60.5625226252418,2.75658536821621
"ANDREWQUARLESS","Andrew Quarless","TE","GB",235,59.5497357813163,75.375,44.5,60.375,NA,53.9125,68.625,29.375,53.375,47.375,59.625,67.125,98.875,65.2,0,0,0,0,0,29.5,342,2.79995596355271,0,0,60.2364583333333,59.5497357813163,3.02719466854985
"STEPHENHILL","Stephen Hill","WR","NYJ",236,59.0684222715646,63.625,48.25,NA,NA,44.8625,64.425,56.5,76.75,37.875,45.375,67.625,76.875,NA,0,0,0,0,0,26.5000003855217,376.549985150048,1.99994568796811,0,0,52.6127525252525,59.0684222715646,2.53470176276978
"CARLOSHYDE","Carlos Hyde","RB","SF",237,57.7851082155711,95.65,72.1,50.625,NA,67.955,65.025,40.525,62.575,82,53.375,0.5,78.45,35.6125,0,0,0,351.75,3.15108571713364,6.54990962703196,47.6292603822241,0,0,0.750021211669583,57.699375,57.7851082155711,3.04440164700357
"COLEBEASLEY","Cole Beasley","WR","DAL",238,57.28125,82,49.75,64.875,NA,60.925,72.85,NA,37.5,13.125,51,37.25,71,67.1,0,0,0,0,0,31.5,362.25,2,0,0,54.9224747474748,57.28125,2.87153270896205
"SANTONIOHOLMES","Santonio Holmes","WR",NA,239,57.1501812903346,NA,NA,80.125,NA,80.125,NA,NA,NA,36,9.875,NA,75.25,NA,0,0,0,0,0,23.1161027799824,368.500060417274,2.09794562302924,0,0.5,55.375,57.1501812903346,2.88730681038396
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",240,56.5809210526316,93.25,31.25,68.85,NA,55.55,63.1,18.25,55.25,41.875,65.5,1.25,86.35,47.865,0,0,0,12.9967105263158,0,23.199953957393,322.25,2.5,0,0,52.5731666666667,56.5809210526316,3.01830463717693
"ROBHOUSLER","Rob Housler","TE","ARI",241,56.5001525170406,66,31.5,49.5,NA,NA,NA,NA,56.5,41.625,64.875,63,79,44.525,0,0,0,0,0,30,356,2.00002541950676,0,0,55.0861111111111,56.5001525170406,2.85762603388104
"JORDANTODMAN","Jordan Todman","RB","JAC",242,56.1100856086008,71.7,40.8,79,NA,51.14,54.375,16.95,53.325,57.75,53.525,55.5,61.575,37.8,0,0,0,272.35,2,16,116.495837758985,0.99993117244392,0,1.2288270486453,51.5866666666667,56.1100856086008,3.09644205206581
"JACOBYJONES","Jacoby Jones","WR","BAL",243,55.8818122760031,67.625,56.75,NA,NA,64.4875,55,71.375,28.8,16.25,46.9,18.75,84.075,62.955,0,0,0,11.0056227600314,0,24.5,342.25,2,0,0,51.9188636363636,55.8818122760031,2.98382856823607
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",244,55.8658333221698,72.65,41.125,70.65,NA,58.7175,51.575,55.275,41.4,35.875,50.2,66.875,110.4,43.2875,0,0,0,295.75,2,12,96.325,0.750045326196423,0,0.750021211669583,57.1691666666667,55.8658333221698,2.90249061445208
"MARQUESSWILSON","Marquess Wilson","WR","CHI",245,55.0627825321284,89.25,70.375,NA,NA,58.4625,54.05,52.875,48,83.375,29.625,1.875,NA,44.05,0,0,0,0,0,24.4999370770703,320.500013579774,2.50004680577612,0,0,48.2985606060606,55.0627825321284,2.8892118404416
"AUSTINPETTIS","Austin Pettis","WR","STL",246,54.9686544293158,65.25,61.875,NA,NA,49.2625,75.625,55.625,28.5,12.5,41.625,46.625,84,NA,0,0,0,0,0,27.0000001136274,319.749919551316,2.49998574756689,0,0,47.3534090909091,54.9686544293158,2.99541967582091
"JASONAVANT","Jason Avant","WR","CAR",247,54.8202061250411,87.5,41.125,57.125,NA,56.7375,33.25,36.625,54.875,11.25,73.75,74.25,76.375,60.1,0,0,0,0,0,28.000026179333,353.775,2.04995017046939,0,0.567123299258417,54.796875,54.8202061250411,3.11293651914942
"CODYLATIMER","Cody Latimer","WR","DEN",248,54.469793297558,66.125,50.5,NA,NA,35.7125,39.125,3.625,64.375,44.5,64.625,64.625,74.375,53.225,0,0,0,0,0,23.9999180046481,315.761381061356,2.49993677748142,0,0,46.434375,54.469793297558,2.81422361677323
"AUSTINCOLLIE","Austin Collie","WR",NA,249,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,0,0,0,0,0,NA,339,2,0,0,54.375,54.375,3.01308436985366
"BILALPOWELL","Bilal Powell","RB","NYJ",250,53.4985141298148,65.4,43.625,45.575,NA,54.4875,73.675,63.325,49.475,7.875,39.2,40.75,72.9,42.35,0,0,0,228.80496031568,1.49996346559322,20.7499868333337,141.75,0.64991455078125,0,0,49.8114583333333,53.4985141298148,2.78267226565293
"GREGLITTLE","Greg Little","WR","OAK",251,53.431245940308,81.25,57.625,72,NA,70.225,46.625,NA,42.75,6.25,28.5,15.625,91.625,46.525,0,0,0,0,0,24,336.25,1.89999932338466,0,0,50.7727272727273,53.431245940308,2.68135665784563
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",252,52.815625,70.875,NA,50.125,NA,51.3375,55.125,73.625,41.125,33.5,39.375,47,65.125,74.8,0,0,0,0,0,29.499954450692,326.525,2.5,0,1,53.5829545454545,52.815625,2.75668119251976
"DAVANTEADAMS","Davante Adams","WR","GB",253,52.5850223338216,100.5,87.625,53.75,NA,70.6875,52.925,23.5,45.125,51.75,51.375,17.5,76.25,40.75,0,0,0,0,0,23.5,324.678682700579,2.50003116604153,0,1,54.933125,52.5850223338216,2.83625251355709
"JARVISLANDRY","Jarvis Landry","WR","MIA",254,51.9248704383953,68.875,56.125,71.5,NA,53.8,89.875,13,47.275,51.375,48.7,74,32.75,29.525,0,0,0,0,0,28.4999894735999,333.8,1.99997840639922,0,0.6,52.6516666666667,51.9248704383953,2.65704333335405
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",255,51.484903429161,57,51.875,NA,NA,41.6375,87.85,44.875,56.25,52.875,32.75,2.5,75,31.425,0,0,0,0,0,21.5000134199344,315.879409729599,1.99999620216019,0,0,44.2214583333333,51.484903429161,2.51128539862992
"JAMESWHITE","James White","RB","NE",256,51.2531242699098,91.875,78.5,NA,NA,53.3325,60.3,11.1,42.325,50.625,38.225,26.5,NA,31.0875,0,0,0,244.099947928318,2.00002785804647,11.4999513039136,80.3436986303927,0.8,0,0,43.89,51.2531242699098,3.05683087725779
"VINCENTBROWN","Vincent Brown","WR","SD",257,50.6876836575304,66,62.125,NA,NA,44.9125,33.125,32.375,64.875,35.375,67.75,62.25,77.75,10.775,0,0,0,0,0,27.4999448755542,333.499971832915,1.50003119640268,0,0,46.4427083333333,50.6876836575304,2.32833334266276
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",258,50.5233952020292,NA,25.125,85.25,NA,57.4125,63.125,NA,17.375,13.125,45.25,43,85.625,NA,0,0,0,0,0,18.7433751758304,284.55,2.49244086700487,0,0,48.3652777777778,50.5233952020292,2.93253853498126
"LANCEKENDRICKS","Lance Kendricks","TE","STL",259,50.21890625,51,49.375,NA,NA,39.6625,67,47.75,52.625,53,49.5,32.625,56.875,49.45,0,0,0,0,0,27.0000193526467,281.75,2.50002604166667,0,0,49.8511363636364,50.21890625,2.91033958525598
"KRISDURHAM","Kris Durham","WR","DET",260,50.1173960628033,77.375,27.5,NA,NA,39.4625,70.825,40,43.125,6.25,48,46.625,89.75,42.25,0,0,0,0,0,22.9999902737654,304.94203863796,1.99994020550972,0,0,43.966875,50.1173960628033,2.4983505793632
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",261,48.7940101582572,45.25,70.75,NA,NA,43.475,82.85,43.375,47.75,59.625,24.25,15.375,106.875,34.525,0,0,0,0,0,20.0000186305449,294.352008492504,2.0000015161157,0,0,47.5433333333333,48.7940101582572,2.84397752364259
"RYANGRIFFIN","Ryan Griffin","TE","HOU",262,48.6877724613755,62.375,NA,73,NA,43.1375,76.125,22.875,22.75,74.25,35.25,42,51.125,38.25,0,0,0,0,0,26,293.5,2.00004541022925,0,0,49.1288636363636,48.6877724613755,3.03753787313658
"TIMWRIGHT","Tim Wright","TE","TB",263,48.3049526286511,NA,NA,NA,NA,53.5125,38.7,29.25,52.75,49.5,52.125,53.25,NA,40.575,0,0,0,1,0,27.6182455998699,293.5,1.91957543810851,0,0,46.1578125,48.3049526286511,2.6504143051522
"BRIANHOYER","Brian Hoyer","QB","CLE",264,48.1384619830518,32.56,23.68,38.8,NA,46.192,14.8,116.8,68.26,54.1,58.5,47.5,88.9,NA,1028.15,6.49996667212715,5.79682749973153,30.4999622828159,0,0,0,0,0,1.54897281151462,51.5174545454545,48.1384619830518,4.05109816767868
"DAVIDNELSON","David Nelson","WR","NYJ",265,48.1250009350779,63.375,NA,NA,NA,30.625,50.075,NA,NA,32.875,NA,NA,45.375,59.45,0,0,0,0,0,26.0961871886289,313.000075192879,1.499998589328,0,0,35.189375,48.1250009350779,2.49738578921609
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",266,47.3412057044234,64.925,24.6,33.55,NA,46.2075,52.775,72.2,46.8,31.375,48.5,30,52.525,40.1,0,0,0,238,1.50003812506319,13.000007618768,110.325,0.750013304029022,0,1.24990929004331,43.4714583333333,47.3412057044234,2.64108875712339
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",267,46.7844352099319,76.25,50.375,NA,NA,40.7625,67.875,13.875,39.5,47.375,44.625,42.625,57.125,46.175,0,0,0,0,0,23.0000136951062,278.275,2.00001003498866,0,0,47.8238636363636,46.7844352099319,2.80642220566762
"AJJENKINS","A.J. Jenkins","WR","KC",268,46.4087972383509,69,NA,53.6,NA,46.225,40.875,46.875,24.925,9.375,31.025,34.125,68.175,65.51,0,0,0,7.04996853531653,0,19,293.630878461121,1.49999009619654,0,0,44.461,46.4087972383509,2.6502529610582
"BRANDONBOLDEN","Brandon Bolden","RB","NE",269,46.0154927598589,73.825,31.1,46.5,NA,56.1975,38.625,NA,21.85,63.625,28.7,64.25,50.2,43.9875,0,0,0,246.15,2.13966545997648,9.80000460544159,68.5,0,0,0,47.1236363636364,46.0154927598589,2.99882916557869
"JARIUSWRIGHT","Jarius Wright","WR","MIN",270,45.6003420078205,55.125,34.25,NA,NA,35.7375,88.3,9.5,48,75.125,59.5,23.5,64.5,14.275,0,0,0,0,0,20.55,292.8,1.50005700130342,0,0,46.3223484848485,45.6003420078205,2.62278863759517
"ANDREWILLIAMS","Andre Williams","RB","NYG",271,45.4375652267852,NA,62.375,40.625,NA,61.625,19.5,26.075,54.6,35.25,53.1,72.125,44.175,45.5875,0,0,0,291.25,2.50003394274915,5.46202776871743,34.5000467798262,0,0,1.00004809239601,44.9888636363636,45.4375652267852,2.48172917291992
"STEDMANBAILEY","Stedman Bailey","WR","STL",272,45.4374541060412,NA,NA,NA,NA,44,25.425,NA,49.725,99.625,48.875,14.75,NA,47.9,0,0,0,6.50002811050146,0,20,281.5,1.59999188249851,0,0,47.0714285714286,45.4374541060412,2.3872879215007
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",273,45.2724781275165,67.875,37.95,65.55,NA,56.38,29,NA,32.55,65.5,41,30.375,48.3,14.8275,0,0,0,239.7,1.74998287077873,8.40003383695015,70.25,0.336888483807358,0,0,44.2097727272727,45.2724781275165,2.29002464416537
"BRANDONBOSTICK","Brandon Bostick","TE","GB",274,45.0721427619258,NA,78.875,53.75,NA,57.3375,71.125,NA,29.625,23.5,NA,43.625,NA,24.375,0,0,0,0,0,22.75,276.575,2.05004462698763,0,0.6,47.1390625,45.0721427619258,2.81475153053444
"KENDALLHUNTER","Kendall Hunter","RB","SF",275,44.9473044978184,48.225,44.225,50,NA,49.635,44.125,68.5,55.45,36.75,35.125,35.625,83.95,36.8125,0,0,0,296,1.99998504942332,7.00002110304024,56.7773451678766,0,0,1.24992464823537,47.5352083333333,44.9473044978184,2.3247560174218
"ANTHONYFASANO","Anthony Fasano","TE","KC",276,44.6502026933786,65,65.25,NA,NA,47.2,71.5,40.625,22.25,28.5,25.25,NA,53.75,34.7,0,0,0,0,0,25.0140935588106,254.000071200995,2.15003229887571,0,0,41.2295454545455,44.6502026933786,3.12991702703442
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",277,44.6061907219368,69.5,63.75,NA,NA,64.4,31,56.5,44.25,44.25,33.5,13.5,41.25,42.25,0,0,0,0,0,22.500046859679,258.452024950919,2.04994793384531,0,0,45.5590909090909,44.6061907219368,2.89138194543539
"BRIANQUICK","Brian Quick","WR","STL",278,44.6029145624127,64.625,79.375,NA,NA,67.5875,61.125,53.125,13.875,24.75,28.625,23.5,51.875,12.7625,0,0,0,0,0,19.4999775578252,260.825,1.99996492706879,0,0,43.7477272727273,44.6029145624127,2.29875841471727
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB","CIN",279,44.5484945188716,54.975,38.85,38.75,NA,45.9125,45,53.075,23.225,20.625,55.325,53.125,90.45,NA,0,0,0,304,2.41048401356872,3.49998442150295,21.4848072586807,0,0,1.00000348995859,45.7375,44.5484945188716,2.69772346932532
"TRAVARISCADET","Travaris Cadet","RB","NO",280,44.52907247225,75.325,81.825,12.375,NA,62.4725,51.375,NA,26.575,23.5,28.5,0.5,NA,11.2825,0,0,0,107.85,0.900065865135257,21.3449744644376,154.750043068617,1.4999869829769,0,0,37.313,44.52907247225,2.41315550853378
"JOHNBROWN","John Brown","WR","ARI",281,44.1956048463322,64.75,57,NA,NA,51.1625,46.625,22,39.725,85.25,30.25,7.5,NA,26.415,0,0,0,10.7077921100936,0,19.5,273,1.49997093922047,0,0,43.15,44.1956048463322,2.49625553131711
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",282,44.1369601263772,73.75,62.625,NA,NA,50.0625,42.925,48.75,30.425,28,30.125,31,82.05,35.835,0,0,0,13.9999544806845,0,18.5000714510234,285.234488957593,1.50003138437411,0,0.639178249211694,42.441625,44.1369601263772,2.38425081385783
"JOHNCARLSON","John Carlson","TE","ARI",283,43.6873328301724,NA,66.5,NA,NA,36.1625,29.75,28.375,34.375,36,41.25,68.625,53,48.025,0,0,0,0,0,23,277.5,1.49997213836206,0,0,43.54625,43.6873328301724,2.48797959168854
"DAVIDAUSBERRY","David Ausberry","TE","OAK",284,43.2182548914942,NA,32.625,NA,NA,28.25,88.75,NA,52.125,56.75,38.875,5,NA,38.45,0,0,0,0,0,22.625,249.75,1.9999174819157,0,0,42.528125,43.2182548914942,2.62065511737859
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",285,43.0749975205974,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,24,37.2,34.875,NA,49,0,0,0,175.5,1.04999958676624,14.9999260431942,120.5,0.94375,0,0.5,39.1025,43.0749975205974,2.57404181734974
"GAVINESCOBAR","Gavin Escobar","TE","DAL",286,42.7501509206102,54,NA,NA,NA,40.9875,31.375,79.125,39.25,64,30.375,32,51.5,39.75,0,0,0,0,0,20.4,246,2.00002515343503,0,0,46.17625,42.7501509206102,2.78778105397626
"BENJAMINWATSON","Benjamin Watson","TE","NO",287,42.55,NA,NA,NA,NA,36.525,NA,NA,NA,NA,NA,NA,NA,48.575,0,0,0,0,0,19.6,249.2,1.95,0,0.1,42.55,42.55,2.60023064728197
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",288,42.2382033513595,43.275,22.75,70.175,NA,36.6375,31.625,16.975,46.75,48,50.275,49.125,41.6,28.1,0,0,0,258.75,1.99991468316577,6.94999703027209,50.25,0,0,0.639178249211694,39.765625,42.2382033513595,2.31071278155642
"ROBERTMEACHEM","Robert Meachem","WR","NO",289,42.1721726016592,69.375,39.625,NA,NA,54.5,50.375,NA,23.275,NA,18.45,23.5,55.75,43.905,0,0,0,5.46910672630023,0,13.5,261.000044539707,1.50004272692763,0,0,37.8775,42.1721726016592,2.39411770313962
"CHRISPOLK","Chris Polk","RB","PHI",290,42.0772784804995,69.425,37.675,35.55,NA,48.66,43,50.1,40.85,68.625,29.3,29.125,44.675,34.6875,0,0,0,250.65,1.9999776960825,7.75000013959459,56.8992984320357,0,0,0.7,43.8310416666667,42.0772784804995,2.19350885025747
"VICKBALLARD","Vick Ballard","RB","IND",291,41.8132922514568,52.05,46.35,49.225,NA,41.075,64.25,11.55,28.2,12,23.075,1.25,81.95,65.15,0,0,0,251.490111967654,2.00000395804941,7.19996759255527,58.915008469592,0,0,0.900039584101369,38.6020833333333,41.8132922514568,2.69615863855697
"BRANDONMYERS","Brandon Myers","TE","TB",292,41.7372712490243,NA,46.875,NA,NA,39.05,46.375,55,44.125,23.5,41.75,14.75,74.5,29.85,0,0,0,0,0,22.725,247.5,1.79996187483739,0,0,41.5775,41.7372712490243,2.32510058327848
"DANIELTHOMAS","Daniel Thomas","RB","MIA",293,41.1623015277613,47.175,46.25,32.45,NA,41.6675,60.65,NA,36.65,12.75,37.5,44.125,58.775,NA,0,0,0,236,1.9999660978615,8.29996381396275,56.5000395247386,0,0,0.5,41.04925,41.1623015277613,2.48206482102815
"EDDICKSON","Ed Dickson","TE","CAR",294,40.3439318172769,63.375,51.5,NA,NA,36.3875,31.25,9.625,53.625,51.375,28.875,33.25,40.875,31.875,0,0,0,0,0,24.999950814866,250.75,1.50003030287949,0,0,39.2738636363636,40.3439318172769,2.49830274013162
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",295,40.0942762289294,44.875,36.875,NA,NA,39.7875,39.775,36.5,45.125,16.875,24.75,43.5,73.125,52.9,0,0,0,0,0,19.9000039357262,272.75,1.00008770482157,0,0,40.9933080808081,40.0942762289294,2.20993430416888
"GRIFFWHALEN","Griff Whalen","WR","IND",296,39.6850737775877,42.5,23.25,NA,NA,32.875,63.875,NA,NA,NA,NA,NA,36.625,NA,0,0,0,0,0,19.9596998208873,244.000074257332,1.53084408257019,0,0,33.1875,39.6850737775877,2.57113836343297
"KEVINOGLETREE","Kevin Ogletree","WR","DET",297,39.4000040156363,51.75,NA,NA,NA,39.1125,49.2,NA,11,NA,5,NA,NA,NA,0,0,0,0,0,13.9999574635989,200.000032125091,2.4,NA,0,26.0170833333333,39.4000040156363,2.8139839391727
"DEVINSTREET","Devin Street","WR","DAL",298,38.9371066219603,50.875,58.75,NA,NA,54.8125,48.875,NA,12,15,21,33.25,NA,12.6,0,0,0,0,0,16.0139968379261,215.499950215706,1.99993547416618,0,0,34.1291666666667,38.9371066219603,2.5339778356993
"TROYNIKLAS","Troy Niklas","TE","ARI",299,38.7499039010335,NA,NA,NA,NA,20.4,63.125,8.625,23.375,43.25,39.875,37.625,67.5,20.325,0,0,0,0,0,20,214,1.99998398350558,0,0,35.9277777777778,38.7499039010335,2.33368665713484
"DARICKROGERS","Da'Rick Rogers","WR","IND",300,37.9182450546502,NA,NA,NA,NA,30.05,53.725,33,54.375,24.125,45.325,10.375,43.6,NA,0,0,0,5.74266304271022,0,16.4033276720434,226.75,1.50003812506319,0,0,36.821875,37.9182450546502,2.29739657751823
"BRYCEBROWN","Bryce Brown","RB","BUF",301,37.8347467785432,56.3,21.2,44.125,NA,36.49,36.75,34.075,37.525,57.375,42.3,42.625,47.9,34.3625,0,0,0,268.25,1.60003825664007,7.49995786005395,47.275,0,0,1.49995258709909,39.1189583333333,37.8347467785432,2.05584715115436
"DRIARCHER","Dri Archer","RB","PIT",302,37.7882141474581,53.4,56.1,NA,NA,38.17,15.625,29.6,31.275,22.5,33.525,38,31.175,33.6,0,0,0,93.695016796145,0.99994837933294,20,149.354415845886,0.999947119341564,0,0.749987501646415,30.9641666666667,37.7882141474581,2.17165863672291
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",303,37.05,49,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,258,0.8,NA,0,28.6833333333333,37.05,1.87513697584906
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",304,36.9110506273025,75.25,40,NA,NA,57.625,22.375,NA,29.775,NA,16.2,2.5,57.825,NA,0,0,0,4.32155074556634,0,17.000068709173,255.831164421967,1,0,0.5,32.8801587301587,36.9110506273025,2.43771320696454
"LUKEWILLSON","Luke Willson","TE","SEA",305,36.8224347290114,NA,65.125,NA,NA,39.9625,67.125,40.625,11.375,29.75,23.25,23.5,NA,31.15,0,0,0,0,0,17.25,205.5,1.85582245483523,0,0,36.7902777777778,36.8224347290114,2.3567588377796
"PAULRICHARDSON","Paul Richardson","WR","SEA",306,36.3753211173693,79,44.125,NA,NA,61.5625,40.375,NA,31.5,32.25,21.75,26,40.5,28.425,0,0,0,0,0,15.625,243,1.00005351956155,0,0,40.50875,36.3753211173693,2.2239075731612
"MIKEJAMES","Mike James","RB","TB",307,36.3045702443791,48.8,34.5,51.75,NA,42.995,24.95,41.275,34.725,20,26.95,35.125,58.425,8.6925,0,0,0,236.425,1.14992837406319,7.40003665438739,46.1,0,0,0,35.3072916666667,36.3045702443791,2.12832369662795
"JEFFWILLIAMS","Jeff Williams","RB",NA,308,35.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.375,NA,NA,NA,NA,NA,190,2,5,35,0,NA,NA,35.375,35.375,2.44053850655333
"BRANDONLLOYD","Brandon Lloyd","WR","SF",309,35.2625209397516,50.875,53.5,NA,NA,40.05,59.875,NA,16.5,21.25,3.625,1.875,NA,NA,0,0,0,0,0,14.975,186.1,2.00000348995859,NA,0,30.94375,35.2625209397516,2.86328040427219
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",310,35.1871638107768,NA,67.375,47.25,NA,50.3875,27.875,NA,32.625,23.5,22.75,10.625,NA,NA,0,0,0,0,0,16.8596686021193,185.5,1.9999439684628,NA,0,35.2984375,35.1871638107768,2.35114954737329
"LAVONBRAZILL","LaVon Brazill","WR","IND",311,35.125,63.375,NA,NA,NA,41.6875,NA,NA,NA,21,NA,6.875,38,NA,0,0,0,0,0,15.6038044817091,233,1,0,0,23.8482142857143,35.125,2.26371448527537
"BENWATSON","Ben Watson","TE","NO",312,35.0624885271873,NA,NA,NA,NA,NA,43.5,46.375,26.625,27.25,27,26.625,NA,NA,0,0,0,0,0,18.4999205100707,208.499985404284,1.49999839194196,NA,0,32.8958333333333,35.0624885271873,2.44409487008489
"RYANBROYLES","Ryan Broyles","WR","DET",313,35.0203677586729,67.25,NA,NA,NA,30.35,11.125,NA,27.625,38.5,21.5,6.25,73.125,NA,0,0,0,0,0,15.1902323164821,212.960099597756,1.40005921815891,0,0,30.6430555555556,35.0203677586729,2.26932603134484
"JOEMORGAN","Joe Morgan","WR","NO",314,34.7568191699893,46.5,37.75,NA,NA,NA,NA,63.125,37.625,18.75,24.875,14.75,NA,NA,0,0,0,0,0,12.6792922806422,206.052720376122,1.50003818716234,NA,0,30.421875,34.7568191699893,2.32040183347171
"CLAYHARBOR","Clay Harbor","TE","JAC",315,34.7250289387528,50.875,NA,NA,NA,30.2375,39,32.5,39.625,38.5,32.625,18.5,NA,24.95,0,0,0,0,0,20.4999869451053,213,1.40000482312547,0,0.1,33.5902777777778,34.7250289387528,2.51775215545658
"ROBERTTURBIN","Robert Turbin","RB","SEA",316,34.4900448440867,64.225,28.7,24.725,NA,37.0175,68.125,23.975,26.275,21,32.575,29.75,61.475,24.05,0,0,0,198.575,1.30001326528696,8.30000165281168,70,0,0,0.639178249211694,36.149375,34.4900448440867,2.14903089439798
"SANTANAMOSS","Santana Moss","WR","WAS",317,34.0919575902923,61.75,41.625,NA,NA,44.4875,48.7,24.375,10.625,NA,5.625,11.625,43.5,NA,0,0,0,0,0,18.5428496843213,232.499993358776,1.49997267871018,0,1.32345921727193,27.61125,34.0919575902923,2.62987315751086
"MIKEBROWN","Mike Brown","WR","JAC",318,33.25,44.875,32.125,NA,NA,38.5,54.875,NA,19.125,5,21.625,27,54.5,NA,0,0,0,0,0,14.2500237644221,218,1,0,0,32.5361111111111,33.25,2.17553419964601
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",319,33.2446737167814,55.95,25.625,29.4,NA,37.79,24.5,NA,16.45,30.625,46.625,NA,NA,24.975,0,0,0,190,0.99993117244392,10.2596274809522,65.9606934569429,0,0,0,32.3577777777778,33.2446737167814,1.75677596429367
"TJGRAHAM","T.J. Graham","WR","BUF",320,32.9276027529572,49.375,20.5,NA,NA,33.3875,32.75,24.225,13.15,NA,9.15,9.375,62.725,NA,0,0,0,7.9999880411885,0,11.2083555195769,186.999997647464,1.45876737381754,0,0,25.30375,32.9276027529572,2.17954255440188
"RICHARDRODGERS","Richard Rodgers","TE","GB",321,32.9088915908006,NA,NA,NA,NA,NA,45.125,38.875,38.75,59.25,22.625,21,NA,8.55,0,0,0,0,0,19.9999974309191,191.268610153975,1.50005255359228,0,0,29.271875,32.9088915908006,2.39982024844331
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",322,32.8689774764099,26.725,54.925,23.225,NA,36.5725,8.65,NA,38.55,8.375,44.15,81.5,NA,20.175,0,0,0,184,1.50003791273498,6.19995991381985,43.75,0,0,0,34.19475,32.8689774764099,2.05749643981152
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",323,32.8567179140089,66,22.5,NA,NA,35.8625,43.3,9.5,33.625,35.75,43.375,13.5,19.625,26.3,0,0,0,0,0,16.5000368511365,193.25,1.45007798566814,0,0,31.7185606060606,32.8567179140089,2.41173978904026
"DREWDAVIS","Drew Davis","WR","ATL",324,32.4409024801488,46,NA,NA,NA,24.7875,NA,9.625,42.375,23.5,31.625,35.125,30.125,NA,0,0,0,0,0,12.478942768843,187.527590133053,1.4999922855862,0,0,27.0180555555556,32.4409024801488,2.16033312664905
"MATTASIATA","Matt Asiata","RB","MIN",325,32.1324446978067,57.225,17.8,33,NA,36.385,53.35,NA,23.475,27.125,24.575,26.375,54.275,21.8325,0,0,0,179.575,1.54999159277172,4.94991730064219,38.9999611294114,0,0,0,33.8334090909091,32.1324446978067,2.21756819397141
"SHAQEVANS","Shaq Evans","WR","NYJ",326,32.0382466453468,69.375,NA,NA,NA,NA,45.025,NA,12.75,NA,7,5.625,NA,17.25,0,0,0,0,0,14.0000151005901,184.999972349589,1.48554168360802,0,0,19.028125,32.0382466453468,2.25710668790396
"DEVIERPOSEY","DeVier Posey","WR","HOU",327,31.8563530624509,53.125,58.875,NA,NA,35.825,32.075,11.125,15.875,32.875,25.25,16,41.25,23.225,0,0,0,0,0,18.0000161945991,206.851662242111,0.999982547031158,0,0,28.745,31.8563530624509,1.79309010890739
