"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklyVariability"
"JARONBROWN","Jaron Brown","WR","ARI",428,12.875,NA,NA,NA,NA,27.5875,14.5,NA,17,8.75,17.375,1.25,NA,NA,0,0,0,0,0,7.5,103,0,NA,0,14.4104166666667,12.875,1.17378531299322
"ANTHONYARMSTRONG","Anthony Armstrong","WR","CLE",429,12.8625,NA,NA,NA,NA,12.8625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.5,64.5,0.8,NA,0,12.8625,12.8625,1.26432836579475
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",430,12.7867509096365,15.875,16.525,NA,NA,14.1175,NA,6.625,NA,1.25,4.425,0.5,NA,18.74,0,0,0,39.413564444848,0.7,5.00000019654339,37.1631557212134,0,0,0,9.6821875,12.7867509096365,1.04154158836253
"WILLJOHNSON","Will Johnson","RB","PIT",431,12.5900259007697,19.125,11.875,NA,NA,15.5,NA,NA,3.25,13.5,7.6,4.25,NA,13.15,0,0,0,6.35306241015485,0,8.41262155626124,59.6377572780334,0.75,0,0,11.03125,12.5900259007697,1.24177741091611
"ACLEONARD","A.C. Leonard","TE","MIN",432,12.5625,NA,NA,NA,NA,NA,NA,NA,NA,21,4.125,NA,NA,NA,NA,NA,NA,NA,NA,6.5,76.5,0.5,NA,NA,12.5625,12.5625,0.946936254527396
"JASONCAMPBELL","Jason Campbell","QB","CIN",433,12.5400506719593,NA,7.04,NA,NA,6.4,67.86,13.92,2.9,3.7,7.26,15.5,19.62,NA,226,1.50004239082336,1.00004049382716,5.00002590147281,0,0,0,0,0,0,15.6055555555556,12.5400506719593,2.03004695440105
"KYLEORTON","Kyle Orton","QB","DAL",434,12.4797219042464,NA,NA,NA,NA,21.42,9.44,NA,7.74,NA,8.14,NA,15.66,NA,219.500064280868,1.49993109575439,1,6.99994949994099,0,0,0,0,0,0,8.91428571428571,12.4797219042464,1.71437113651341
"RODNEYSMITH","Rodney Smith","WR","MIN",435,12.475,NA,NA,NA,NA,12.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.8,99.8,0,NA,0,12.475,12.475,1.18488405055527
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",436,12.465625,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,NA,NA,NA,18.6,0,0,0,14.5,0.25,8.5,76.125,0,0,0,13.753125,12.465625,0.971073092964988
"TYLERGAFFNEY","Tyler Gaffney","RB","CAR",437,12.4124958863935,19.2,NA,NA,NA,9.6,NA,NA,NA,2.125,NA,8.75,32.375,NA,0,0,0,80.9999588639348,0,4.5,34.5,0,0,0,9.00625,12.4124958863935,0.894595074100111
"CHRISRAINEY","Chris Rainey","RB","IND",438,12.3154605744013,16.575,NA,NA,NA,12.4425,7.95,NA,NA,NA,NA,NA,NA,NA,0,0,0,50.929304473398,0,6.85724059645307,57.780241016492,0,NA,0,9.241875,12.3154605744013,1.07063354645489
"MATTFLYNN","Matt Flynn","QB","GB",439,12.2601245198073,21.48,NA,NA,NA,12.764,45.74,1.16,8.3,7.5,6.24,NA,NA,NA,196.75,1.50003115711413,1,13.8999989135076,0,0,0,0,NA,0,12.273,12.2601245198073,1.84522587785632
"STEPHENHOUSTON","Stephen Houston","RB","NEP",440,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,145,0,1,4,0,NA,1,12,12,0.89391215913754
"FRANKSUMMERS","Frank Summers","RB","BUF",441,11.8802008482914,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.75,5.25,1.125,NA,17.955,0,0,0,25.3996105274088,0,5.49995654265903,47.5,0.567123299258417,0,0,11.1865625,11.8802008482914,0.982154238446039
"DARRELYOUNG","Darrel Young","RB","WAS",442,11.3089914408599,NA,27.25,NA,NA,31.8,NA,NA,4.875,4.625,7.7,8.375,NA,10.975,0,0,0,27.0000164530939,0,5.74998608471312,41.65,0.567123299258417,0,0,13.5428571428571,11.3089914408599,0.76871332606255
"DAVONEBESS","Davone Bess","WR","CLE",443,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,0,0,0,0,0,0,114,0,0,1,11.25,11.25,1.28008845494574
"WALTPOWELL","Walt Powell","WR","ARI",444,11.2063229971381,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,23.5,NA,8.0375,0,0,0,0,0,3,82.4505839771048,0.15,0,0,9.290625,11.2063229971381,1.1466148500216
"RYANWILLIAMS","Ryan Williams","RB","DAL",445,11.0125021279208,20.475,NA,NA,NA,11.4375,14,6.3,28.775,7.875,16.375,3.75,NA,NA,0,0,0,101,0,3.49994512748043,26.5000170233665,0,NA,0.8,12.4984375,11.0125021279208,0.975262944878307
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",446,10.9868013264466,NA,20.875,NA,NA,19.1875,16.875,NA,7.5,NA,4.875,1.25,NA,14.3375,0,0,0,0,0,7.99999730691112,87.8944106115729,0,0,0,10.6125,10.9868013264466,1.15789354585165
"ORSONCHARLES","Orson Charles","RB","CIN",447,10.9696375355768,14.15,NA,NA,NA,NA,NA,NA,2.375,NA,1.5,NA,NA,NA,NA,NA,NA,14,1,2.18265002032962,28.5571002846147,0,NA,0,10.05625,10.9696375355768,1.58577994426171
"BRADIEEWING","Bradie Ewing","RB","ATL",448,10.925,NA,NA,NA,NA,NA,NA,NA,NA,16.625,4,NA,NA,13.05,0,0,0,0,0,7,73,0.4,0,0.2,10.825,10.925,1.16662295051394
"MICKEYSHULER","Mickey Shuler","TE",NA,449,10.71875,NA,NA,NA,NA,9.1875,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,5.9,61.75,0.5,NA,0,10.71875,10.71875,1.06290022604233
"STANLEYHAVILI","Stanley Havili","RB","IND",450,10.6472532534497,17.9,10.4,NA,NA,14.15,NA,NA,10.95,6.125,6.4,1.875,NA,20.9975,0,0,0,21.1600325344973,0,9.50005850750709,68.25,0,0,0,11.0246875,10.6472532534497,1.03738430805557
"NAAMANROOSEVELT","Naaman Roosevelt","WR","DET",451,10.4125,NA,NA,NA,NA,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,83.3,0,NA,0,10.4125,10.4125,1.18061120860069
"JOSHCOOPER","Josh Cooper","WR","CLE",452,10.34375,NA,NA,NA,NA,10.3125,NA,NA,NA,NA,7,13.75,NA,NA,NA,NA,NA,0,0,6.9,82.75,0,NA,0,10.3541666666667,10.34375,1.16787813643205
"CHRISTHOMPSON","Chris Thompson","RB","WAS",453,10.0999942803232,18.325,NA,NA,NA,13.755,NA,NA,NA,13.125,1.725,3.875,NA,NA,0,0,0,55.5,0,3.99993863288544,36.3999542425858,0,NA,0,8.4675,10.0999942803232,0.945452726537129
"DAMARISJOHNSON","Damaris Johnson","WR","PHI",454,9.9375038737501,NA,NA,NA,NA,13.3125,3.125,9.5,34.75,NA,19.375,5,NA,NA,0,0,0,0,0,7,91.5000309900008,0,NA,0.5,11.0803571428571,9.9375038737501,0.931691044547003
"ALANBONNER","Alan Bonner","WR","HOU",455,9.89375,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.25,79.15,0,NA,0,9.89375,9.89375,1.07057332187993
"GREGSALAS","Greg Salas","WR","NYJ",455,9.89375,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.65,79.15,0,NA,0,9.89375,9.89375,1.05537980728882
"JORDANPALMER","Jordan Palmer","QB","CHI",457,9.85426058251872,21.46,19.2,NA,NA,18.854,6.5,NA,2.9,11.1,1.06,9.4,NA,11.5,271.3,1.18718978513282,1.55004262128749,6.04999203625164,0,0,0,0,0,0.567123299258417,10.8504444444444,9.85426058251872,1.82723390174653
"CHRISHOGAN","Chris Hogan","WR","BUF",458,9.85,NA,NA,NA,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,78.8,0,NA,0,9.85,9.85,0.932890087252439
"BRITTANGOLDEN","Brittan Golden","WR","ARI",459,9.78125,NA,NA,NA,NA,15.5625,12.875,NA,12.25,NA,4,NA,NA,8.0375,0,0,0,0,0,5.23051972476603,78.25,0,0,0,10.545,9.78125,0.892882891496312
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB","PIT",460,9.65715317065472,NA,NA,NA,NA,15.23,0.24,7.4,5.76,8.1,8.28,NA,NA,12.18,199.999080215628,1.45102718848538,1.54897281151462,4.99999642631938,0,0,0,0,0,0,6.83625,9.65715317065472,1.95258953922786
"JALENPARMELE","Jalen Parmele","RB","ARI",461,9.58125,10.95,NA,NA,NA,8.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,0,6.15,47.25,0,NA,0,9.58125,9.58125,0.90909971758862
"MICHAELCAMPANARO","Michael Campanaro","WR","BAL",462,9.1875,NA,NA,NA,NA,9.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,73.5,0,NA,0,9.1875,9.1875,1.13256148334526
"JORVORSKIELANE","Jorvorskie Lane","RB","MIA",463,9.1625,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,0.25,5.5,38.5,0,NA,0,7.996875,9.1625,0.882086315108252
"GERELLROBINSON","Gerell Robinson","TE","DEN",464,9.1,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,72.8,0,NA,0,9.1,9.1,1.14155045069666
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",465,8.96250722116751,8.65,22.475,NA,NA,9.7775,4.975,10.975,1.5,13.75,5.55,9.125,NA,20.3875,0,0,0,69.0000613794899,0,2.00001193379984,16.5000086657481,0,0,0,9.64409090909091,8.96250722116751,0.770442625097187
"SHAUNDRAUGHN","Shaun Draughn","RB",NA,466,8.9,21.175,15.125,NA,NA,18.15,1.575,NA,NA,NA,NA,1.625,NA,NA,0,0,0,54,0,3.50001877200443,28,0,NA,0,9.60833333333333,8.9,0.770727191141362
"MARKSANCHEZ","Mark Sanchez","QB","PHI",467,8.88030962640748,20.18,7.54,NA,NA,11.212,1.2,8.76,11,19.4,6.72,NA,37.56,NA,221.999932199717,1.50005143866311,2.29996268668669,8.99994643826433,0,0,0,0,0,0,12.3572,8.88030962640748,1.99483892225956
"MICHAELEGNEW","Michael Egnew","TE","MIA",468,8.8125,NA,NA,NA,NA,11.4375,5.125,NA,NA,18.5,12.5,7.5,NA,NA,0,0,0,0,0,6.65,70.5,0,NA,0,11.0125,8.8125,1.1288633069125
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",469,8.76000647044755,NA,NA,NA,NA,7.9,4.24,7.9,8.16,41.1,12.42,NA,NA,NA,211.499944285995,1,1.49999839194196,8.00003874833618,0,0,0,0,NA,0,11.6742857142857,8.76000647044755,1.91315582613234
"TYLERWILSON","Tyler Wilson","QB","TEN",470,8.75,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,225,1,1.5,2.5,0,NA,NA,NA,NA,NA,8.75,8.75,1.72998382000655
"ARTHURLYNCH","Arthur Lynch","TE","MIA",471,8.65011880844767,NA,NA,NA,NA,16.875,NA,NA,6.25,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,6.16819170393765,69.2009504675814,0,NA,0,7.09375,8.65011880844767,1.0209844472484
"KENJONBARNER","Kenjon Barner","RB","CAR",472,8.61874510111483,NA,14.925,19.675,NA,12.7125,2.275,NA,6.7,7.875,6.475,1.625,NA,12.1725,0,0,0,60,0,3.00001430520688,20.9499608089186,0,0,0,9.29833333333333,8.61874510111483,0.782696894228744
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",473,8.6125,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,1,4.05,2.125,NA,13.5625,0,0,0,56.75,0,3.42796791026302,23.5,0,0,0,10.0327777777778,8.6125,0.76387715063332
"CYRUSGRAY","Cyrus Gray","RB","KC",474,8.61055688397214,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,3.875,6.1,8.5,NA,NA,0,0,0,37.3555688397214,0,5.36768371330236,39,0,NA,0,9.834375,8.61055688397214,0.822787704189291
"JUSTINBROWN","Justin Brown","WR","PIT",475,8.54375,NA,22.375,NA,NA,17.0875,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.9,49.15,0.4,NA,0,9.865625,8.54375,0.848867189843777
"JAMESCASEY","James Casey","TE","PHI",476,8.5,NA,NA,NA,NA,15.9,4.75,NA,20.5,2.5,4.875,NA,NA,NA,0,0,0,0,0,6.5,68,0,NA,0,9.705,8.5,0.895092149009294
"DAVIDPAULSON","David Paulson","TE","PIT",477,8.471875,NA,NA,NA,NA,13.7625,7.125,17,19.75,1.875,5.125,1.25,NA,NA,0,0,0,0,0,6.35,67.775,0,NA,0,9.4125,8.471875,0.94629917326756
"JAMESHANNA","James Hanna","TE","DAL",478,8.4375,NA,NA,NA,NA,20.125,9.375,NA,12.375,4.375,13.5,3.75,NA,NA,0,0,0,0,0,8.49993809644807,67.5,0,NA,0,10.5833333333333,8.4375,0.877973944949958
"EDWINBAKER","Edwin Baker","RB","CLE",479,8.3125,10.475,5.5,19.25,NA,11.0975,39.625,NA,NA,2,1.6,1.125,NA,NA,0,0,0,51.25,0,4.19999038968579,25.5,0,NA,0,10.9590625,8.3125,0.719377024295006
"CLYDEGATES","Clyde Gates","WR","NYJ",480,8.28125,NA,NA,NA,NA,10.5,NA,NA,9,6.25,7.375,NA,NA,NA,NA,NA,NA,0,0,5.75,66.25,0,NA,0,8.28125,8.28125,1.03228937005532
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",481,8.1125,NA,NA,NA,NA,16.225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.15,64.9,0,NA,0,8.1125,8.1125,0.981725680585457
"CRAIGSTEVENS","Craig Stevens","TE","TEN",482,7.965625,NA,NA,NA,NA,8.875,18.25,NA,8.5,4.375,3.875,9.375,NA,9.2625,0,0,0,0,0,6.5,63.725,0,0,0,8.93035714285714,7.965625,1.00294738982745
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",483,7.9375,NA,NA,NA,NA,18.9375,1.875,NA,20,3.75,5.625,4.375,NA,NA,0,0,0,0,0,5.99997454391983,63.5,0,NA,0,9.09375,7.9375,0.969447790055313
"JOEMCKNIGHT","Joe McKnight","RB","KC",484,7.88749720974632,13.075,NA,NA,NA,9.6625,3.425,NA,NA,NA,4.8,20.425,NA,NA,0,0,0,50.9999707680587,0,5.82755376348645,41.5000010635237,0,NA,0.8,7.66458333333333,7.88749720974632,0.990933326559175
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",485,7.79690053573336,16.08,5.32,NA,NA,7.868,1.7,10.24,NA,12.2,0.92,NA,NA,NA,221.986372777697,1.00001921025517,1.5,1.67368783604829,0,0,0,0,NA,0.25,6.2285,7.79690053573336,1.93314719472707
"BEARPASCOE","Bear Pascoe","TE","ATL",486,7.7874976666296,NA,NA,NA,NA,19,9.575,NA,NA,NA,4.125,3.125,NA,10.6875,0,0,0,1,0,8,61.4999813330368,0,0,0,7.81875,7.7874976666296,0.985266248465324
"LESTARJEAN","Lestar Jean","WR","MIN",487,7.78082904551666,NA,NA,NA,NA,11.5375,NA,NA,NA,NA,9.25,2.5,NA,NA,0,0,0,0,0,4.33729639635592,62.2466323641333,0,NA,0,3.88125,7.78082904551666,0.875960292264145
"BLAINEGABBERT","Blaine Gabbert","QB","SF",488,7.75643823107509,NA,NA,NA,NA,7.5,-0.88,NA,12.94,1.2,5.56,NA,37.9,NA,155.500062406063,1.00002150285915,1,5.36349723395949,0,0,0,0,0,0,9.17428571428571,7.75643823107509,1.54332168732707
"CHASEDANIEL","Chase Daniel","QB","KC",489,7.75516506704164,NA,NA,NA,NA,6.34,-3.24,11.76,3.64,3.6,8.28,NA,NA,13.76,156.376950889661,1,1.09997088023596,7.99999672163079,0,0,0,0,0,0,5.3925,7.75516506704164,1.57349486125755
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",490,7.62500728677123,NA,NA,NA,NA,19.2375,NA,NA,11.25,6.25,4,2.5,NA,NA,0,0,0,0,0,6,61.0000582941698,0,NA,0,7.20625,7.62500728677123,1.03672757203256
"CHRISGRAGG","Chris Gragg","TE","BUF",491,7.559375,NA,NA,NA,NA,10.1375,NA,NA,NA,8.75,3.125,7.5,NA,NA,NA,NA,NA,NA,NA,5.15,60.475,0,NA,0,7.378125,7.559375,0.904957558732675
"DEONTETHOMPSON","Deonte Thompson","WR","BAL",492,7.43750296219322,NA,NA,NA,NA,10.7875,10.75,NA,10,NA,4.125,2.5,NA,NA,0,0,0,0,0,5.99999370165231,59.5000236975457,0,NA,0,6.36041666666667,7.43750296219322,1.20825392536008
"VIRGILGREEN","Virgil Green","TE","DEN",493,7.31647695464025,NA,NA,NA,NA,23.6875,6.9,NA,NA,2.5,NA,NA,NA,11.2875,0,0,0,2,0,8.25891689180082,56.931815637122,0,0,0,7.52916666666667,7.31647695464025,0.763585375492268
"CHASEFORD","Chase Ford","TE","MIN",494,7.26747961361929,NA,NA,NA,NA,10.625,11.5,NA,NA,NA,2.625,7.5,NA,NA,0,0,0,0,0,5.1405000688895,70.1398369089543,0,NA,0.5,5.55,7.26747961361929,1.02577758817444
"BRENTONBERSIN","Brenton Bersin","WR","CAR",495,7.125,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.8,57,0,NA,0,7.125,7.125,0.794217716200539
"DOMENIKHIXON","Domenik Hixon","WR","CHI",496,7.07282464255684,NA,NA,NA,NA,5.725,NA,NA,7.375,NA,15.25,6.25,NA,NA,NA,NA,NA,0,0,4.6358208005651,56.5825971404548,0,NA,0,6.92,7.07282464255684,0.84484984476236
"ALLENREISNER","Allen Reisner","TE","MIN",497,7.0375,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,56.3,0,NA,0,7.0375,7.0375,0.967540856514273
"LARRYDONNELL","Larry Donnell","TE","NYG",498,6.98750193473699,NA,NA,NA,NA,11.5625,NA,NA,NA,3.75,2,13.5,NA,13.225,0,0,0,0,0,5.29383686908771,55.9000154778959,0,0,0,7.33958333333333,6.98750193473699,0.95374521978279
"DEVINHESTER","Devin Hester","WR","ATL",499,6.98716572791873,NA,NA,NA,NA,19.1875,0.1,NA,NA,NA,1,3.75,NA,NA,0,0,0,0,0,3.36530004065925,55.8973258233498,0,NA,0,4.8075,6.98716572791873,0.789160886644791
"ALVESTERALEXANDER","Alvester Alexander","RB","PIT",500,6.91877289390212,9.25,NA,NA,NA,6.9425,3.725,NA,NA,NA,NA,1,NA,NA,0,0,0,44.5455007577845,0,1.5,19.7137825449894,0,NA,0,2.98625,6.91877289390212,0.697310638156163
"MICHAELPRESTON","Michael Preston","WR","TEN",501,6.90625,NA,NA,NA,NA,7.5625,30.75,NA,9,6.25,3.875,2.5,NA,NA,0,0,0,0,0,4.75,55.25,0,NA,0,9.98958333333333,6.90625,0.872552541821654
"JEROMEFELTON","Jerome Felton","RB","MIN",502,6.89375,14.45,6.725,NA,NA,10.5875,NA,NA,NA,0.625,0.75,NA,NA,12.7375,0,0,0,16.5,0,3.50001877200443,41.95,0,0,0,7.64583333333333,6.89375,0.765812032945454
"KAMARAIKEN","Kamar Aiken","WR","BAL",503,6.85,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.8,54.8,0,NA,0,6.85,6.85,0.755960130457849
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",504,6.71678264732036,25.55,13.05,NA,NA,19.3,3.25,NA,6.15,3.425,5.6,NA,NA,NA,0,0,0,10.1611226718465,0,6.04319537485751,45.6053630410857,0,NA,0,9.540625,6.71678264732036,0.787848044420543
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",505,6.61864446329079,8.45,6.6,NA,NA,7.525,NA,NA,5,1.25,2.6,0.6,NA,15.35,0,0,0,8.74995358341441,0,5.99999273957562,45.9491928395948,0,0,0,5.846875,6.61864446329079,0.698062830235487
"DJWILLIAMS","D.J. Williams","TE","NE",506,6.61505849911998,NA,NA,NA,NA,9.3625,NA,17.875,NA,5,1.75,NA,NA,NA,0,0,0,0,0,4.96078040757193,52.9204679929598,0,NA,0,5.66458333333333,6.61505849911998,0.760059278322677
"CORYHARKEY","Cory Harkey","TE","STL",507,6.5625,NA,NA,NA,NA,21.1875,NA,NA,8.625,0.625,4.5,3.75,NA,10.7375,0,0,0,0,0,5,52.5,0,0,0,8.2375,6.5625,0.829933008679238
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",508,6.5599954799056,NA,NA,18.98,NA,18.98,0.44,NA,NA,3.7,1.38,NA,33.74,NA,63.9999828945008,0,0,39.9999616412556,0,0,0,0,0,0,11.0314285714286,6.5599954799056,0.689592579649865
"LEESMITH","Lee Smith","TE","BUF",509,6.4375,NA,NA,NA,NA,8.0625,5,NA,8.125,NA,4.75,5,NA,8.8625,0,0,0,0,0,4.99998248355557,51.5,0,0,0,5.68571428571429,6.4375,0.761397724450712
"RYANTAYLOR","Ryan Taylor","TE","GB",510,6.38161690472635,NA,NA,NA,NA,8.375,NA,NA,3.75,NA,1.875,NA,NA,16.875,0,0,0,0,0,3.37975835705123,51.0529352378108,0,0,0,5.14583333333333,6.38161690472635,0.611729697921571
"TANDONDOSS","Tandon Doss","WR","JAC",511,6.3375,NA,NA,NA,NA,13.6,8,NA,8.375,2.5,8.75,4.375,33.125,NA,0,0,0,0,0,4.99999138695101,74.7,0,0,1,10.1035714285714,6.3375,0.996972852586278
"ISAIAHPEAD","Isaiah Pead","RB","STL",512,6.278125,11.2,NA,NA,NA,5.6,4.325,NA,3.6,3.375,4.725,4.75,47.7,NA,0,0,0,28.875,0,3.5000418243019,27.125,0,0,0,9.475,6.278125,0.637811780982474
"MICHAELCOX","Michael Cox","RB","NYG",513,6.23749844756249,11.475,NA,NA,NA,5.7375,6.675,NA,NA,NA,2.4,5.375,NA,NA,0,0,0,32.9999844756249,0,3.00005163969192,23.5,0,NA,0,4.52321428571429,6.23749844756249,0.625528112328298
"FENDIONOBUN","Fendi Onobun","TE","CHI",514,6.23683011065857,NA,NA,NA,NA,11.125,NA,NA,NA,NA,2,5.625,NA,NA,NA,NA,NA,NA,NA,4.62945844590041,49.8946408852685,0,NA,0,4.6875,6.23683011065857,0.842662373010396
"LEONWASHINGTON","Leon Washington","RB","TEN",515,6.17814643464498,12.9,5.875,NA,NA,9.3875,NA,NA,NA,NA,0.95,0.625,NA,NA,NA,NA,NA,26.4690252790025,0,4.36349723395949,28.2499512539578,0,NA,0,4.95625,6.17814643464498,0.608889301228212
"RYANGRANT","Ryan Grant","WR","WAS",516,6.0625,NA,NA,NA,NA,8.1625,NA,NA,9,3.125,5.25,10.375,NA,NA,NA,NA,NA,0,0,4,48.5,0,NA,0,7.1825,6.0625,0.771012617223086
"BRICEBUTLER","Brice Butler","WR","OAK",517,5.89184013787837,NA,NA,NA,NA,25.525,6.625,NA,4.375,NA,1.5,NA,NA,NA,0,0,0,0,0,5.19733927400983,47.134721103027,0,NA,0,7.605,5.89184013787837,0.764921802097927
"JEFFMAEHL","Jeff Maehl","WR","PHI",518,5.87334182363131,NA,NA,NA,NA,8.35,NA,NA,9.125,NA,4.25,1.875,NA,NA,NA,NA,NA,0,0,3.74486405757309,46.9867345890504,0,NA,0,4.72,5.87334182363131,0.66193505191556
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",519,5.86918766885062,8.675,NA,NA,NA,6.5175,1.925,NA,NA,NA,NA,NA,NA,NA,0,0,0,22.6081024772245,0,3.33729639635592,28.8670193690253,0,NA,0,4.279375,5.86918766885062,0.566558671747175
"JEREMYSTEWART","Jeremy Stewart","RB","OAK",520,5.83392882926685,13.075,NA,NA,NA,9.8175,0.75,NA,NA,NA,0.55,1.125,NA,NA,0,0,0,31.2768119512241,0,3.70616313091229,21.6499810731555,0,NA,0,4.21958333333333,5.83392882926685,0.580921155933851
"JAKEBALLARD","Jake Ballard","TE","ARI",521,5.74555255793943,NA,NA,NA,NA,15.725,NA,NA,NA,3.75,2.375,NA,NA,NA,NA,NA,NA,NA,NA,4.16819170393765,45.9644204635154,0,NA,0,5.4625,5.74555255793943,0.719063691903952
"MARCUSTHIGPEN","Marcus Thigpen","RB","MIA",522,5.71138716982141,NA,NA,NA,NA,NA,11.725,NA,NA,NA,1.125,0.5,NA,6.4375,0,0,0,5,0,0.5,41.6910973585713,0,0,0,3.9575,5.71138716982141,0.627059612077404
"MATTSPAETH","Matt Spaeth","TE","PIT",523,5.590625,NA,NA,NA,NA,15.125,11,NA,9.625,0.625,4.375,1.25,NA,15.0625,0,0,0,0,0,4,44.725,0,0,0,8.15178571428572,5.590625,0.903865115594514
"JOHNPHILLIPS","John Phillips","TE","SD",524,5.5625,NA,NA,NA,NA,9.0625,8.625,NA,4.875,2.5,3,3.125,NA,NA,0,0,0,0,0,4.00005293770471,44.5,0,NA,0,5.19791666666667,5.5625,0.729799815389241
"JAYPROSCH","Jay Prosch","RB","HOU",525,5.425,8.425,2.425,NA,NA,5.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,3,21,0,NA,0,5.425,5.425,0.553371807017125
"WILLTAUFOOU","Will Ta'ufo'ou","RB","JAC",526,5.38750519304186,9.55,3.625,NA,NA,6.5875,NA,NA,5.325,2.5,4.65,0.5,NA,NA,NA,NA,NA,9.49997667437861,0,6.24997168181285,35.500060204832,0,NA,0,4.67678571428571,5.38750519304186,0.636521846500688
"TOMMYSTREETER","Tommy Streeter","WR","TB",527,5.3,NA,NA,NA,NA,7.125,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,8,0,2.9,36,0,NA,0,5.3,5.3,0.699205866830551
"MIKETHOMAS","Mike Thomas","WR","HOU",528,5.290625,NA,NA,NA,NA,22.7125,2.05,NA,NA,NA,NA,1.25,NA,NA,0,0,0,0,0,4.45,42.325,0,NA,0,8.67083333333333,5.290625,0.705141527324545
"KEVINDORSEY","Kevin Dorsey","WR","GB",529,5.25,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,42,0,NA,0,5.25,5.25,0.685879766657661
"PATRICKEDWARDS","Patrick Edwards","WR",NA,530,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,4,40,0,NA,NA,5,5,0.632031097721285
"PATEDWARDS","Pat Edwards","WR","DET",531,4.975,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,39.8,0,NA,0,4.975,4.975,0.66080287160533
"MONTELLOWENS","Montell Owens","RB","DET",532,4.86355215533409,NA,NA,NA,NA,NA,11.3,NA,NA,NA,0.675,1.625,NA,NA,0,0,0,22.7108336721604,0,0.5,20.7397503049444,0,NA,0,3.4,4.86355215533409,0.452714091229331
