"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo"
"TYRODTAYLOR","Tyrod Taylor","QB",0.135017735886858,2.67221614920184,1,"BAL",644,NA,73,1.13,NA,NA,NA,NA,5.68,9.06,4.18,3.36,5.2,8.2,NA,NA,NA,NA,NA,4.60125,0.135017735886858,-244.947296380637,NA,2.74155934078539,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RONNIEWINGO","Ronnie Wingo","RB",0.1,NA,1,"BUF",645,NA,199,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-117.82781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHVAUGHAN","Josh Vaughan","RB",0.05,NA,1,"ATL",646,NA,200,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,-117.87781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AARONMELLETTE","Aaron Mellette","WR",0,NA,1,"BAL",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"AARONMURRAY","Aaron Murray","QB",0,NA,1,"KC",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AJMCCARRON","A.J. McCarron","QB",0,NA,1,"CIN",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,3.556,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALEXGREEN","Alex Green","RB",0,NA,1,"NYJ",647,NA,201,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALEXTANNEY","Alex Tanney","QB",0,NA,1,"TB",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTHONYALLEN","Anthony Allen","RB",0,NA,1,"BUF",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTONIOANDREWS","Antonio Andrews","RB",0,NA,1,"TEN",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ARMONDSMITH","Armond Smith","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ASAWATSON","Asa Watson","TE",0,NA,1,"NE",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"AUSTINDAVIS","Austin Davis","QB",0,NA,1,"STL",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BENMALENA","Ben Malena","RB",0,NA,1,"DAL",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BENOBOMANU","Ben Obomanu","WR",0,NA,1,NA,647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BERNARDSCOTT","Bernard Scott","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BJCOLEMAN","B.J. Coleman","QB",0,NA,1,"GB",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BJDANIELS","B.J. Daniels","QB",0,NA,1,"SEA",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRADIEEWING","Bradie Ewing","RB",0,NA,1,"JAX",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.33333333333333,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRADSORENSEN","Brad Sorensen","QB",0,NA,1,"SD",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRADYQUINN","Brady Quinn","QB",0,NA,1,"MIA",647,NA,74,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONJACKSON","Brandon Jackson","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONJACOBS","Brandon Jacobs","RB",0,NA,1,"NYG",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRENNANCLAY","Brennan Clay","RB",0,NA,1,"DEN",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,NA,NA,NA,NA,0.875,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRETTBRACKETT","Brett Brackett","TE",0,NA,1,"ARI",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRIANLEONHARDT","Brian Leonhardt","TE",0,NA,1,"OAK",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRIANROBISKIE","Brian Robiskie","WR",0,NA,1,"TEN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRYANWALTERS","Bryan Walters","WR",0,NA,1,"SEA",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CALEBHANIE","Caleb Hanie","QB",0,NA,1,"DAL",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CAMERONMORRAH","Cameron Morrah","TE",0,NA,1,"DEN",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHADBUMPHIS","Chad Bumphis","WR",0,NA,1,"JAX",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHADHALL","Chad Hall","WR",0,NA,1,"JAX",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHANDLERHARNISH","Chandler Harnish","QB",0,NA,1,NA,647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISCOOLEY","Chris Cooley","TE",0,NA,1,"WAS",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISPRESSLEY","Chris Pressley","RB",0,NA,1,"CLE",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COBIHAMILTON","Cobi Hamilton","WR",0,NA,1,"CIN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,0.625,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COLTLYERLA","Colt Lyerla","TE",0,NA,1,"GB",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COLTMCCOY","Colt McCoy","QB",0,NA,1,"WAS",647,NA,74,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"COURTNEYROBY","Courtney Roby","WR",0,NA,1,"ATL",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CURTISPAINTER","Curtis Painter","QB",0,2.61760616801016,1,"NYG",647,NA,74,1.32,NA,NA,NA,NA,NA,-2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.428,0,-245.082314116524,NA,2.46073159852919,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAMIENBERRY","Damien Berry","RB",0,NA,1,"BAL",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANARIOALEXANDER","Danario Alexander","WR",0,NA,1,"SD",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANNYNOBLE","Danny Noble","TE",0,NA,1,"JAX",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DARELSCOTT","DaRel Scott","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DARIUSREYNAUD","Darius Reynaud","RB",0,NA,1,"CHI",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DARRINREAVES","Darrin Reaves","RB",0,NA,1,"CAR",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DAVIDFALES","David Fales","QB",0,NA,1,"CHI",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVIDFLUELLEN","David Fluellen","RB",0,NA,1,"IND",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DAVIDTHOMAS","David Thomas","TE",0,NA,1,"NO",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEIONBRANCH","Deion Branch","WR",0,NA,1,"IND",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEJIKARIM","Deji Karim","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DELONECARTER","Delone Carter","RB",0,NA,1,"JAC",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DENNISDIXON","Dennis Dixon","QB",0,NA,1,"BUF",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEREKHAGAN","Derek Hagan","WR",0,NA,1,"TEN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEXTERCARTER","Dexter Carter","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEZMONBRISCOE","Dezmon Briscoe","WR",0,NA,1,NA,647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DOMINIQUEDAVIS","Dominique Davis","QB",0,NA,1,NA,647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,NA,NA,NA,NA,1.815,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DUSTINKELLER","Dustin Keller","TE",0,NA,1,NA,647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,NA,2.8125,0,-118.35492427643,NA,NA,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"DUSTINVAUGHAN","Dustin Vaughan","QB",0,NA,1,"DAL",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ERIKLORA","Erik Lora","WR",0,NA,1,"MIN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"EVANRODRIGUEZ","Evan Rodriguez","RB",0,NA,1,"BUF",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"FENDIONOBUN","Fendi Onobun","TE",0,NA,1,"JAX",647,NA,133,NA,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.759375,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GALEGILBERT","Gale Gilbert","QB",0,NA,1,NA,647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"GREGMCELROY","Greg McElroy","QB",0,NA,1,"CIN",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"HENRYJOSEY","Henry Josey","RB",0,NA,1,"PHI",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"IFEANYIMOMAH","Ifeanyi Momah","WR",0,NA,1,"PHI",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ISAACREDMAN","Isaac Redman","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ISAIAHWILLIAMS","Isaiah Williams","WR",0,NA,1,"TEN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JACKDOYLE","Jack Doyle","TE",0,NA,1,"IND",647,NA,133,NA,NA,NA,NA,NA,6.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0625,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JACOBHESTER","Jacob Hester","RB",0,NA,1,"DEN",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAKEOCONNELL","Jake OConnell","TE",0,NA,1,"DEN",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAREDABBREDERIS","Jared Abbrederis","WR",0,NA,1,"GB",647,NA,242,NA,48.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.675,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEFFTUEL","Jeff Tuel","QB",0,NA,1,"BUF",647,NA,74,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0533333333333333,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEREMIAHJOHNSON","Jeremiah Johnson","RB",0,NA,1,NA,647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEREMYEBERT","Jeremy Ebert","WR",0,NA,1,"ATL",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEREMYGALLON","Jeremy Gallon","WR",0,NA,1,"NE",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB",0,NA,1,"NE",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,3.86666666666667,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOEANDERSON","Joe Anderson","WR",0,NA,1,NA,647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOELDREESSEN","Joel Dreessen","TE",0,NA,1,"DEN",647,NA,133,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31666666666667,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOHNGRIFFIN","John Griffin","RB",0,NA,1,"NYJ",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JORDANLYNCH","Jordan Lynch","RB",0,NA,1,"CHI",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JORDANNORWOOD","Jordan Norwood","WR",0,NA,1,"DEN",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JORDANRODGERS","Jordan Rodgers","QB",0,NA,1,"MIA",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JORDANSHIPLEY","Jordan Shipley","WR",0,NA,1,NA,647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHCRIBBS","Josh Cribbs","WR",0,NA,1,"NYJ",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSHFREEMAN","Josh Freeman","QB",0,2.8703395027319,1,NA,647,NA,74,NA,21.28,NA,NA,NA,15.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.207,0,-245.082314116524,NA,3.76039386235006,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JOSHJOHNSON","Josh Johnson","QB",0,NA,1,"CIN",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JULIANTALLEY","Julian Talley","WR",0,NA,1,"NYG",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,1.25,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JUSTINBLACKMON","Justin Blackmon","WR",0,NA,1,"JAX",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KAPRIBIBBS","Kapri Bibbs","RB",0,NA,1,"DEN",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KEAVONMILTON","Keavon Milton","TE",0,NA,1,"CLE",647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEITHWENNING","Keith Wenning","QB",0,NA,1,"BAL",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KELLENMOORE","Kellen Moore","QB",0,NA,1,"DET",647,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.082314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KENDIALLAWRENCE","Kendial Lawrence","RB",0,NA,1,"DAL",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KENNETHMOORE","Kenneth Moore","WR",0,NA,1,NA,647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KERWYNNWILLIAMS","Kerwynn Williams","RB",0,NA,1,"SD",647,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,0.375,0,-117.92781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEVINBOSS","Kevin Boss","TE",0,NA,1,NA,647,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KEVINELLIOTT","Kevin Elliott","WR",0,NA,1,"BUF",647,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-143.39922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
