"name","pos","name_fox","team_fox","positionRank_fox","overallRank_fox","pts_fox","passAtt_fox","passComp_fox","passYds_fox","passTds_fox","passInt_fox","rushAtt_fox","rushYds_fox","rushTds_fox","rec_fox","recYds_fox","recTds_fox","returnTds_fox","twoPts_fox","fumbles_fox"
"BLAINEGABBERT","QB","Blaine Gabbert","SF",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"MATTBLANCHARD","QB","Matt Blanchard","CAR",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAC",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"TYLERWILSON","QB","Tyler Wilson","CIN",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"RYANNASSIB","QB","Ryan Nassib","NYG",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"BJDANIELS","QB","B.J. Daniels","SEA",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"ZACDYSERT","QB","Zac Dysert","DEN",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"MATTMCGLOIN","QB","Matt McGloin","OAK",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",34,334,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
