"name","pos","team","sourceName","player","playerID","season","positionRank","overallRank","points","pointsLo","pointsHi","vor","pick","risk","sdPts","sdPick","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstPtsAllowed","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstBlk","dstTd","fg","fgAtt","fg019","fg2029","fg3039","fg4049","fg50","xp"
"DONTEMONCRIEF","WR","IND","averageRobust","Donte Moncrief",301,2015,121,339,45.1642691108114,-0.1,64.75,-101.964858547577,221.3,6.72586831852926,28.9960737284665,52,1.5,0,0,0,0,0,0,6.25,0,19.7648614863347,24,310.714152886491,0.95,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARYBARNIDGE","TE","CLE","average","Gary Barnidge",344,2015,70,328,18.61875,-0.1,25.575,-101.977238484516,NA,3.55994213889443,12.5098690207638,NA,0,0,0,0,0,0,0,0,0,11.7,16,119.75,0.625,0,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHETTELLISON","TE","MIN","yahoo","Rhett Ellison",721,2015,59,288,18.6,15.25,32.25,-101.995988484516,NA,2.87909461387755,9.00504488236085,NA,0,NA,NA,0,0,0,NA,0,0,10.6,14,128,0.1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDBLUE","RB","HOU","espn","Alfred Blue",25,2015,90,266,22.1,22.1,70.05,-102.014475214065,203.2,6.02160010951662,20.2922745459941,60.2,0,0,0,0,0,0,32,131,1,4,8,28,0,0,0,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKIEBATTLE","RB","TEN","average","Jackie Battle",374,2015,109,329,22.0183333333333,5.4,47.975,-102.096141880732,307,5.37343879291915,22.771934663821,43,4.9,NA,NA,0,0,0,45.5,125.6,1,3.23333333333333,3,26.0666666666667,0.0333333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMYBOHANON","RB","NYJ","cbs1","Tommy Bohanon",842,2015,115,361,21.975,4.05,21.975,-102.139475214065,NA,2.96584496665143,9.52051512962053,NA,NA,NA,NA,NA,NA,NA,14,51,1,12,2,87,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARTAVISBRYANT","WR","PIT","cbs2","Martavis Bryant",606,2015,113,315,44.95,44.95,134.895,-102.179127658388,200.383333333333,6.90779818360238,39.638596720873,34.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24,262,2,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEMOORE","WR","PIT","yahoo","Lance Moore",561,2015,98,289,44.925,44.925,96.375,-102.204127658388,199.6,5.45204616247017,23.2173729403221,37.3,0,0,0,0,0,0,0,0,0,16.9,16,237,2.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFJANIS","WR","GB","cbs1","Jeff Janis",418,2015,134,362,44.875,2,44.875,-102.254127658388,NA,5.29848677278042,23.5925703347473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,311,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINNORWOOD","WR","SEA","cbs1","Kevin Norwood",537,2015,135,363,44.875,12.6375,44.875,-102.254127658388,NA,4.07875104896793,17.3526850107796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,311,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEBROWN","WR","JAC","cbs1","Mike Brown",646,2015,136,364,44.875,-1,49.625,-102.254127658388,375.5,6.56113990358331,24.596396246876,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,311,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEDCOLLINS","RB","DET","averageRobust","Jed Collins",413,2015,110,340,21.83125,11.175,29.65,-102.283225214065,NA,2.99110963670579,9.72433588135114,NA,7.4,NA,NA,0,0,0,7,32.25,1,8.725,4,52.85,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYROSS","WR","DET","yahoo","Jeremy Ross",427,2015,99,290,44.825,11.725,44.825,-102.304127658388,NA,4.20820279577113,18.0149301506648,NA,1,NA,NA,0,0,0,NA,-5,0,24.2,22,293,1.4,0.6,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","KC","yahoo","Anthony Sherman",49,2015,96,291,21.805,19.825,22.775,-102.309475214065,NA,1.97209814240439,1.50354026661521,NA,3,NA,NA,0,0,0,6.5,10.8,0.1,11.4,9,101,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNOWSHONMORENO","RB","MIA","yahoo","Knowshon Moreno",544,2015,97,292,21.8,21.8,148.875,-102.314475214065,98.625,5.86267488847208,57.9914110019751,6.6717,31,0,0,0,0,0,165.666666666667,148,1,1,1,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONLLOYD","WR","SF","cbs2","Brandon Lloyd",104,2015,114,316,44.75,44.75,60.425,-102.379127658388,249.7,6.82963726547057,7.89961760677904,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23,262,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONAVANT","WR","CAR","cbs2","Jason Avant",405,2015,115,317,44.75,44.75,87.5,-102.379127658388,286,4.83727501053835,18.8519713270699,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,40,286,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKIEBATTLE","RB","TEN","averageRobust","Jackie Battle",374,2015,111,341,21.645,5.4,47.975,-102.469475214065,307,5.37343879291915,22.771934663821,43,4.9,NA,NA,0,0,0,45.5,107.7,1,4.7,3,39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESHANNA","TE","DAL","cbs2","James Hanna",393,2015,68,318,18.125,3.9,22.125,-102.470988484516,NA,2.99051988668285,9.57863290523931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,97,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHILL","TE","NO","cbs2","Josh Hill",487,2015,69,319,18.125,18.1250503213406,42.6249496786594,-102.470988484516,284.5,3.28884322856668,17.506657959664,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,97,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LORENZOTALIAFERRO","RB","BAL","espn","Lorenzo Taliaferro",579,2015,91,267,21.625,21.625,80.5,-102.489475214065,234,7.96340378154816,28.0794742650214,91.5,0,0,0,0,0,0,26,123,1,6,9,37,0,0,0,0.433333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANBROYLES","WR","DET","cbs2","Ryan Broyles",754,2015,116,320,44.5,3.12506585420344,67.2499341457966,-102.629127658388,220.8,7.98300379641361,32.7287423057573,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,308,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","KC","average","Anthony Sherman",49,2015,110,330,21.4683333333333,19.825,22.775,-102.646141880732,NA,1.97209814240439,1.50354026661521,NA,3,NA,NA,0,0,0,6.5,17.2666666666667,0.366666666666667,12.4666666666667,9,104.333333333333,0.766666666666667,0,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANIELTHOMAS","RB","MIA","average","Daniel Thomas",231,2015,111,331,21.3375,-3.6,46.275,-102.776975214065,247.7,7.17812817811229,35.2669507116791,65.1,35.95,0,0,0,0,0,0,134.5,0.45,6.6,11,65.5,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANIELTHOMAS","RB","MIA","averageRobust","Daniel Thomas",231,2015,112,342,21.3375,-3.6,46.275,-102.776975214065,247.7,7.17812817811229,35.2669507116791,65.1,35.95,0,0,0,0,0,0,134.5,0.45,6.6,11,65.5,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAULRICHARDSON","WR","SEA","average","Paul Richardson",690,2015,115,332,44.29375,0.7,79.8,-102.835377658388,225,6.61517501934274,32.798516067804,42,0,0,0,0,0,0,0,0,0,17.35,17,282.75,1.375,0.1,0.1,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAULRICHARDSON","WR","SEA","yahoo","Paul Richardson",690,2015,100,293,44.25,0.7,79.8,-102.879127658388,225,6.61517501934274,32.798516067804,42,0,0,0,0,0,0,0,0,0,25.4,17,278,1.5,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONLAFELL","WR","NE","cbs2","Brandon LaFell",103,2015,117,321,44.2,44.2,169.175,-102.929127658388,157.078571428571,7.53346980835996,51.5775750690162,22.98585,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,63,304,1,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","KC","averageRobust","Anthony Sherman",49,2015,113,343,21.165,19.825,22.775,-102.949475214065,NA,1.97209814240439,1.50354026661521,NA,3,NA,NA,0,0,0,6.5,15.65,0.1,12.35,9,104,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEDMANBAILEY","WR","STL","averageRobust","Stedman Bailey",799,2015,122,344,44.16875,37.75,56.25,-102.960377658388,245,6.25454865501048,10.6024859506313,79.5,0,NA,NA,0,0,0,NA,0,0,19.525,11,271.75,0.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINSTREET","WR","DAL","averageRobust","Devin Street",285,2015,123,345,44.1625,4.75,58.75,-102.966627658388,NA,6.3888400838159,29.1705652156416,NA,0,NA,NA,0,0,0,NA,0,0,17.775,5,257.3,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","ARZ","average","Drew Stanton",306,2015,37,333,38.684,-6.5,83.868,-103.063601193478,NA,12.485210745348,63.8998256022659,NA,16.1,0,0,1141.5,5.6,2.8,0,62,0.25,0,0,0,0,0,0.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","ARZ","averageRobust","Drew Stanton",306,2015,36,346,38.684,-6.5,83.868,-103.063601193478,NA,12.485210745348,63.8998256022659,NA,16.1,0,0,1141.5,5.6,2.8,0,62,0.25,0,0,0,0,0,0.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKDOYLE","TE","IND","yahoo","Jack Doyle",373,2015,60,294,17.525,1.5,17.525,-103.070988484516,NA,2.69376606043005,8.05102219182964,NA,0,NA,NA,0,0,0,NA,0,0,10.7,9,77.8,1.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB","MIA","averageRobust","Damien Williams",223,2015,114,347,21.025,-0.3,32.35,-103.089475214065,311.5,6.05321091595924,18.3200880183475,63.5,21.45,0,0,0,0,0,29.5,142,0,9,7,57,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRIFFIN","TE","HOU","cbs2","Ryan Griffin",758,2015,70,322,17.5,3.2125,62.375,-103.095988484516,233.7,8.49949648881578,26.5498222196653,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,140,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRELJERNIGAN","WR","NYG","averageRobust","Jerrel Jernigan",438,2015,124,348,44.0125,4.8,93.25,-103.116627658388,NA,9.09664788468128,43.0230824674383,NA,0.5,0,0,0,0,0,3,12,0,20,9,270.5,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEDMANBAILEY","WR","STL","average","Stedman Bailey",799,2015,116,334,44.0083333333333,37.75,56.25,-103.120794325055,245,6.25454865501048,10.6024859506313,79.5,0,NA,NA,0,0,0,NA,0,0,20.0333333333333,11,277.666666666667,0.566666666666667,1,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONNIEBROWN","RB","SD","average","Ronnie Brown",747,2015,112,335,20.9166666666667,6.475,33.6,-103.197808547399,NA,3.47743379889545,13.647718063227,NA,5.5,0,0,0,0,0,29,78.3333333333333,0.333333333333333,10,5,72.6666666666667,0.333333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SILASREDD","RB","WAS","average","Silas Redd",795,2015,113,336,20.8625,10.6000562263959,37.9749437736041,-103.251975214065,242.5,4.94718233312637,18.5270129360708,39.5,4.5,0,0,0,0,0,32,120.5,0.75,3.75,0,34.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINBROWN","WR","PIT","averageRobust","Justin Brown",501,2015,125,349,43.875,8.75,55,-103.254127658388,305.5,5.78162901401474,25.0103103739238,40.5,0,NA,NA,0,0,0,NA,0,0,20,21,255,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB","MIA","average","Damien Williams",223,2015,114,337,20.825,-0.3,32.35,-103.289475214065,311.5,6.05321091595924,18.3200880183475,63.5,21.45,0,0,0,0,0,29.5,125,0.0666666666666667,7.93333333333333,7,61,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASECOFFMAN","TE","TEN","average","Chase Coffman",164,2015,71,338,17.3,17.3,17.3,-103.295988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.9,7,100,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASECOFFMAN","TE","TEN","averageRobust","Chase Coffman",164,2015,75,350,17.3,17.3,17.3,-103.295988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.9,7,100,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASECOFFMAN","TE","TEN","yahoo","Chase Coffman",164,2015,61,295,17.3,17.3,17.3,-103.295988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.9,7,100,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINPETTIS","WR","STL","cbs2","Austin Pettis",62,2015,118,323,43.625,20.75,65.25,-103.504127658388,330,8.38201013285264,22.2529258375912,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,301,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STORMJOHNSON","RB","JAC","average","Storm Johnson",812,2015,115,339,20.60125,11.075,35.9,-103.513225214065,215.7,4.43502218322787,10.7147020296102,38.9,10.6,0,0,0,0,0,31,117.325,0.775,5,1,33.75,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","NE","averageRobust","Michael Hoomanawanui",640,2015,76,351,17.0284883812311,4.48755214420553,29.8749478557945,-103.567500103285,NA,3.78472744940355,13.6670047277802,NA,0,0,0,0,0,0,0,0,0,10.9877523396697,2,133.827907049849,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","STL","averageRobust","Cory Harkey",213,2015,77,352,16.953125,5.0375,27.375,-103.642863484516,NA,3.30363007749087,11.1904418850791,NA,0,NA,NA,0,0,0,NA,0,0,9.7,5,87.625,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOGANPAULSEN","TE","WAS","average","Logan Paulsen",577,2015,72,340,16.853125,-1,37.875,-103.742863484516,NA,4.67892605301557,18.270104152116,NA,0,0,0,0,0,0,0,0,0,11.925,11,117.625,0.525,0,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIRGILGREEN","TE","DEN","average","Virgil Green",882,2015,73,341,16.8416666666667,2.375,45,-103.754321817849,NA,5.90064513884021,24.5591929495522,NA,2,NA,NA,0,0,0,NA,3,0,8.66666666666667,2,116.333333333333,0.333333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEMCKNIGHT","RB","KC","yahoo","Joe McKnight",450,2015,98,296,20.3,13.075,20.3,-103.814475214065,NA,2.41899509233832,5.10884649407281,NA,1,NA,NA,0,0,0,22,3,0,6,7,64,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINPETTIS","WR","STL","average","Austin Pettis",62,2015,117,342,43.2083333333333,20.75,65.25,-103.920794325055,330,8.38201013285264,22.2529258375912,100,0,NA,NA,0,0,0,NA,0,0,24.3333333333333,18,265.666666666667,1.66666666666667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISGRAGG","TE","BUF","yahoo","Chris Gragg",175,2015,62,297,16.6625,4.0000765089771,22.6249234910229,-103.933488484516,NA,3.1889234934637,10.5999625343284,NA,0,0,0,0,0,0,0,0,0,7.2,6,70.9,1.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB","WAS","yahoo","Kirk Cousins",542,2015,38,298,37.8,12.54,37.8,-103.947601193478,262.8,8.21826952706607,11.6509498897443,170.1,7,65,47.3333333333333,1710,10,9,4,20,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBHOUSLER","TE","ARZ","yahoo","Rob Housler",743,2015,63,299,16.6,-0.1,49,-103.995988484516,NA,5.19931041532742,20.9489060971371,NA,0,0,0,0,0,0,0,0,0,10.8,11,116,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALLENROBINSON","WR","JAC","cbs2","Allen Robinson",29,2015,119,324,43.125,43.125,91.5,-104.004127658388,NA,5.01499566137335,22.1422954997895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,81,305,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","TEN","cbs1","Craig Stevens",215,2015,79,365,16.5,1.25,16.5,-104.095988484516,NA,2.73976103369074,8.28779222712539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,132,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEESMITH","TE","BUF","averageRobust","Lee Smith",569,2015,78,353,16.478125,9.7625,24.5,-104.117863484516,NA,2.76272586336298,8.40600913533487,NA,0,NA,NA,0,0,0,NA,0,0,8.2,3,83.825,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANTEROSARIO","TE","CHI","average","Dante Rosario",236,2015,74,343,16.43125,0.9,30,-104.164738484516,NA,3.47628166966491,12.0792069103618,NA,0,0,0,0,0,0,0,0,0,8.55,13,94.25,0.625,0,1,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","KC","cbs2","Anthony Sherman",49,2015,101,325,19.825,19.825,22.775,-104.289475214065,NA,1.97209814240439,1.50354026661521,NA,NA,NA,NA,NA,NA,NA,2,2,0,14,9,109,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTASIATA","RB","MIN","cbs2","Matt Asiata",610,2015,102,326,19.8,19.8,107.35,-104.314475214065,266.3,8.40300798798607,38.4820487099721,87.1,NA,NA,NA,NA,NA,NA,31,108,1,2,35,8,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHSUDFELD","TE","NYJ","average","Zach Sudfeld",896,2015,75,344,16.1875,-6,37.875,-104.408488484516,307,5.92829196915565,20.2989377800909,43,0,0,0,0,0,0,0,0,0,8.5,3,117.5,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENRYHYNOSKI","RB","NYG","cbs1","Henry Hynoski",366,2015,116,366,19.7,1.51,19.7,-104.414475214065,NA,2.99287135463783,9.73854840312456,NA,NA,NA,NA,NA,NA,NA,7,27,1,11,0,88,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIFFWHALEN","WR","IND","cbs1","Griff Whalen",360,2015,137,367,42.5,19.5,42.5,-104.629127658388,NA,3.86583502458933,16.2634559672906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,244,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","STL","average","Cory Harkey",213,2015,76,345,15.8041666666667,5.0375,27.375,-104.791821817849,NA,3.30363007749087,11.1904418850791,NA,0,NA,NA,0,0,0,NA,0,0,10.2666666666667,5,92.8333333333333,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROCKETTGILLMORE","TE","BAL","average","Crockett Gillmore",216,2015,77,346,15.7666666666667,-0.15,25.25,-104.829321817849,344.5,2.99860604878469,13.868339242077,6.5,0,0,0,0,0,0,0,0,0,7.66666666666667,8,87.3333333333333,0.833333333333333,0,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEONWASHINGTON","RB","TEN","average","Leon Washington",572,2015,116,347,19.25,9.775,32.675,-104.864475214065,NA,3.26700230801851,11.9500784516253,NA,7.1,NA,NA,0,0,0,6,33.8333333333333,0,11.2,14,89.3333333333333,0.4,0.4,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANLEONHARDT","TE","OAK","average","Brian Leonhardt",123,2015,78,348,15.725,15.725,15.725,-104.870988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.3,7,68.2,1.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANLEONHARDT","TE","OAK","averageRobust","Brian Leonhardt",123,2015,79,354,15.725,15.725,15.725,-104.870988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.3,7,68.2,1.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANLEONHARDT","TE","OAK","yahoo","Brian Leonhardt",123,2015,64,300,15.725,15.725,15.725,-104.870988484516,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,8.3,7,68.2,1.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB","JAC","espn","Denard Robinson",267,2015,92,268,19.15,19.15,141.3,-104.964475214065,176.5125,7.22509428101046,52.9195714425832,42.6391,0,0,0,0,0,0,39,155,1,3,20,18,0,0,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENNISPITTA","TE","BAL","yahoo","Dennis Pitta",271,2015,65,301,15.625,15.625,149,-104.970988484516,NA,13.8396748818642,65.4272317636166,NA,0,0,0,0,0,0,0,0,0,16,22,125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLJOHNSON","RB","PIT","cbs1","Will Johnson",887,2015,117,368,19.125,6.375,19.125,-104.989475214065,NA,2.58617193178665,6.45753258476745,NA,NA,NA,NA,NA,NA,NA,4,15,0,14,9,93,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRANKSUMMERS","RB","BUF","averageRobust","Frank Summers",337,2015,115,355,19.120625,12.125,26.9,-104.993850214065,393,7.04723648550757,7.65584458110273,99,11.3,NA,NA,0,0,0,12,39.3,1,9,8,63.925,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEMORGAN","WR","NO","average","Joe Morgan",451,2015,118,349,42.125,37.75,46.5,-105.004127658388,NA,1.89618528999103,6.18718433538229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,241,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEMORGAN","WR","NO","averageRobust","Joe Morgan",451,2015,126,356,42.125,37.75,46.5,-105.004127658388,NA,1.89618528999103,6.18718433538229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,241,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
