"name","pos","team","sourceName","player","playerID","season","positionRank","overallRank","points","pointsLo","pointsHi","vor","pick","risk","sdPts","sdPick","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstPtsAllowed","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstBlk","dstTd","fg","fgAtt","fg019","fg2029","fg3039","fg4049","fg50","xp"
"BLAKEBORTLES","QB","JAC","average","Blake Bortles",86,2015,27,191,88.477,30.02,138.02,-53.2706011934778,179.816666666667,7.76801386886957,45.5037743049958,58.1804,250.45,197.333333333333,117.333333333333,2567.25,13.425,10.925,19.3333333333333,154.75,1.225,0,0,0,0,0,1.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","MIN","cbs1","Matt Cassel",614,2015,32,221,88.4,6.92,88.4,-53.3476011934778,NA,7.92631993942736,35.0990042593804,NA,377,233,144,3112,18,11,13,22,0,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONNIEAVERY","WR","KC","cbs1","Donnie Avery",299,2015,78,222,93.75,48.6,98.1,-53.3791276583879,202.3,4.78884313588989,22.649893073699,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,24,654,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREROBERTS","WR","WAS","espn","Andre Roberts",36,2015,69,175,93.625,76.375,93.625,-53.5041276583879,210.2,3.61277502931465,7.21175588304725,31.6,0,0,0,0,0,0,3,17,0,40,51,545,4,0.3,0.1,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODSTREATER","WR","OAK","espn","Rod Streater",746,2015,70,176,93.625,55.125,119.375,-53.5041276583879,160.8,5.37440061999891,29.8254470488988,22.3,0,0,0,0,0,0,2,17,0,44,13,617,3,0,0,1.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENOSMITH","QB","NYJ","espn","Geno Smith",346,2015,27,177,88.24,45.188,115.5,-53.5076011934778,163.1,6.02399859422977,32.9297820015054,31.4,324,195,129,2183,18,13,59,296,3,0,0,0,0,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTWOODS","WR","BUF","averageRobust","Robert Woods",741,2015,72,192,93.59375,87.225,104.2,-53.5353776583879,162.9,3.20149417447075,7.05042478034717,23.4,0,0,0,0,0,0,2,5.5,0,50.05,59,606.75,3,0,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANFITZPATRICK","QB","HOU","espn","Ryan Fitzpatrick",755,2015,28,178,88.2,72.464,92.68,-53.5476011934778,179.2,4.79746006210779,10.3663422028537,51.4,402,245,157,2645,15,13,30,208,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAVONAUSTIN","WR","STL","averageRobust","Tavon Austin",817,2015,73,193,93.3878213456659,71.65,100.6,-53.741306312722,135.3,4.04518584563985,14.6463359325805,25.5,15.75,0,0,0,0,0,13,137.5,0.6,41.75,22,519.5,2.00005355761099,0.4,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEGARRETTEBLOUNT","RB","PIT","yahoo","LeGarrette Blount",570,2015,52,169,70.3625,60.675,136.05,-53.7519752140653,138,5.19962249001207,33.8829224668687,24.5,110,0,0,0,0,0,133.666666666667,476,3.1,8.6,8,57.3,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARRETTBOYKIN","WR","GB","average","Jarrett Boykin",403,2015,72,192,93.35,12.375,133,-53.7791276583879,131.6,7.97746542564796,55.0276483536534,25.2,0,0,0,0,0,0,0,0,0,42.875,8,577.6,3.875,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","GB","average","James Starks",396,2015,62,193,70.325,60,92.9,-53.7894752140653,159.666666666667,3.63694648864825,15.1823636719276,15.8413,44.25,0,0,0,0,0,101.666666666667,433.25,2.925,11.875,14,92.4,0.05,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRELJERNIGAN","WR","NYG","cbs1","Jerrel Jernigan",438,2015,79,223,93.25,4.8,93.25,-53.8791276583879,NA,9.09664788468128,43.0230824674383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,9,554,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARLOSHYDE","RB","SF","yahoo","Carlos Hyde",147,2015,53,170,70.225,70.225,148.9,-53.8894752140653,122.3,5.4108397606319,35.2599712551878,27.2,86.6,0,0,0,0,0,148.666666666667,347,4.3,14,11,70.6,0.2,0.1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","SEA","cbs1","Robert Turbin",740,2015,73,224,70.225,51.45,70.225,-53.8894752140653,187.3,4.17923974350029,10.2734158348948,34,NA,NA,NA,NA,NA,NA,72,341,2,18,12,169,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVANTEADAMS","WR","GB","yahoo","Davante Adams",246,2015,67,171,93.15,51.75,100.7,-53.979127658388,173.595454545455,5.12749329625375,24.7705585911313,27.4239,0,0,0,0,0,0,0,0,0,49.1,37,566,3.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTWOODS","WR","BUF","cbs2","Robert Woods",741,2015,75,193,93.075,87.225,104.2,-54.0541276583879,162.9,3.20149417447075,7.05042478034717,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,59,583,3,0,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDBLUE","RB","HOU","yahoo","Alfred Blue",25,2015,54,172,70.05,22.1,70.05,-54.0644752140653,203.2,6.02160010951662,20.2922745459941,60.2,120,0,0,0,0,0,57,439,1.2,11.9,8,106,1.2,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNCARLSON","TE","ARZ","cbs2","John Carlson",455,2015,34,194,66.5,49.4,66.5,-54.0959884845159,250,4.16304697508962,7.97660642127967,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,38,340,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYKERLEY","WR","NYJ","cbs1","Jeremy Kerley",425,2015,80,225,92.95,61.6,100.7,-54.1791276583879,200.8,4.86223117632478,18.5151106644456,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,55,614,3,0.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEDUNBAR","RB","DAL","averageRobust","Lance Dunbar",559,2015,62,194,69.8018564253467,44.82,89.35,-54.3126187887185,151.6,4.29460700166218,21.5372043895364,21.5,14.9,0,0,0,0,0,65.5,241.25,1.18815106072631,26.575,17,256,1.09132501016481,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACQUIZZRODGERS","RB","ATL","cbs1","Jacquizz Rodgers",380,2015,74,226,69.8,47.45,69.8,-54.3144752140653,183.1,3.73172173747405,9.37116588264235,25.6,NA,NA,NA,NA,NA,NA,73,303,1,34,16,244,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE","PHI","averageRobust","Brent Celek",115,2015,33,195,66.1875,55.475,86.45,-54.4084884845159,195.2,4.71073578158276,14.0054360725874,33.4,0,0,0,0,0,0,0,0,0,33.275,31,399.5,2.725,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","NE","averageRobust","Danny Amendola",232,2015,74,196,92.6545574250842,41.05,119.975,-54.4745702333038,138.4,5.94532225424501,34.2850512553698,25.1,0,0,0,0,0,0,0,0,0,50.5,16,587.5,3.0528429041807,0.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQISELEE","WR","JAC","average","Marqise Lee",599,2015,73,194,92.60875,45.755,110.5,-54.5203776583879,157.9,5.69194813173999,30.8536938293726,26.8,1.65,0,0,0,0,0,2,14.65,0,43.125,24,596.75,3.125,0,0,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERMAINEGRESHAM","TE","CIN","averageRobust","Jermaine Gresham",430,2015,34,197,65.9809497855809,55.1,81.875,-54.615038698935,204.1,4.89481690548939,11.9995030279036,39.4,0,0,0,0,0,0,0,0,0,40.35,48,410.25,2.99994996426349,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIENROBINSON","TE","NYG","cbs1","Adrien Robinson",12,2015,41,227,65.875,6.1250613612266,65.8749386387734,-54.7209884845159,246.7,8.42085467519934,32.0470032400327,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,431,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANCAMERON","TE","CLE","yahoo","Jordan Cameron",468,2015,27,173,65.55,65.55,156.5,-55.0459884845159,63.425,6.07409583883607,41.6725397944098,12.43585,0,0,0,0,0,0,0,0,0,26.1,31,426,2.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LARRYDONNELL","TE","NYG","averageRobust","Larry Donnell",565,2015,35,198,65.4067970270999,-3,125.275,-55.189191457416,268.7,10.5471913733782,55.8241971691787,61.5,0,0,0,0,0,0,0,0,0,32.8396037087537,55,335.520853842299,3.87778171613542,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","OAK","averageRobust","Derek Carr",275,2015,28,199,86.5350137084806,69.3,107.34,-55.2125874849972,196,5.78265825680909,19.316609329797,61.3,365,262.5,170.75,3136.75,18.5,14.9999954305065,35.75,110,0.05,0,1,0,0,0,0.2,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","SEA","cbs2","Robert Turbin",740,2015,60,195,68.9,51.45,70.225,-55.2144752140653,187.3,4.17923974350029,10.2734158348948,34,NA,NA,NA,NA,NA,NA,90,399,3,11,12,88,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISGIVENS","WR","STL","espn","Chris Givens",174,2015,71,179,91.875,38.85,91.875,-55.2541276583879,196.2,5.90931441999854,23.849225834745,45.5,0,0,0,0,0,0,4,31,0,41,17,671,1,0,0,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKEWILLSON","TE","SEA","cbs2","Luke Willson",583,2015,35,196,65.125,-0.1,65.125,-55.4709884845159,238,7.41801798898158,27.1839135565503,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,20,377,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR","OAK","averageRobust","Andre Holmes",34,2015,75,200,91.61875,69.775,112.675,-55.5103776583879,184,5.63575631941518,21.0009560794265,45.6,0,0,0,0,0,0,0,0,0,37.975,47,551.75,3.775,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYFASANO","TE","KC","cbs1","Anthony Fasano",48,2015,42,228,65,-0.1,65,-55.5959884845159,298,5.15654811028417,29.9085785840228,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,328,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVINETOILOLO","TE","ATL","averageRobust","Levine Toilolo",575,2015,36,201,64.9874286597404,-1.1,78.25,-55.6085598247755,196.5,7.76863047028645,36.8403954862503,46.7,0,0,0,0,0,0,0,0,0,31.4,28,378.299429277923,2.95,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR","OAK","average","Andre Holmes",34,2015,74,195,91.51875,69.775,112.675,-55.6103776583879,184,5.63575631941518,21.0009560794265,45.6,0,0,0,0,0,0,0,0,0,37.975,47,551.75,3.775,0,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALLENROBINSON","WR","JAC","cbs1","Allen Robinson",29,2015,81,229,91.5,43.125,91.5,-55.6291276583879,NA,5.01499566137335,22.1422954997895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,81,644,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LATAVIUSMURRAY","RB","OAK","cbs1","Latavius Murray",567,2015,75,230,68.475,12.6025,68.475,-55.6394752140653,190.5,5.31793214307838,26.3142555134886,37.1,NA,NA,NA,NA,NA,NA,65,295,4,15,3,115,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONNIEHILLMAN","RB","DEN","cbs2","Ronnie Hillman",748,2015,61,197,68.45,50.4,123.125,-55.6644752140653,122.1375,4.87433410158213,34.0853669421841,17.25325,NA,NA,NA,NA,NA,NA,97,382,3,14,32,98,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","NE","cbs2","Danny Amendola",232,2015,76,198,91.45,41.05,119.975,-55.6791276583879,138.4,5.94532225424501,34.2850512553698,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,16,554,4,0.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACEAMARO","TE","NYJ","espn","Jace Amaro",372,2015,27,180,64.9,64.9,94.5,-55.6959884845159,190.7,4.25312080522872,12.9351326336455,27.8,0,0,0,0,0,0,0,0,0,31,44,376,3,0,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSEPHFAURIA","TE","DET","cbs1","Joseph Fauria",481,2015,43,231,64.875,0.9,64.875,-55.7209884845159,209.3,6.54506449679169,26.3238089315864,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,311,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLERUDOLPH","TE","MIN","yahoo","Kyle Rudolph",554,2015,28,174,64.875,64.875,137.875,-55.7209884845159,89.4,5.89454802248701,32.6952372933225,23.4,0,0,0,0,0,0,0,0,0,39,17,411,2.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE","BUF","espn","Scott Chandler",777,2015,28,181,64.875,64.875,91.325,-55.7209884845159,202.4,4.78528173988605,11.3919379387354,38.6,0,0,0,0,0,0,0,0,0,42,41,439,2,0,0.1,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANQUICK","WR","STL","cbs1","Brian Quick",124,2015,82,232,91.375,-1,94.375,-55.7541276583879,146.25,5.92809172428579,44.3006272293821,4.4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,39,611,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANDWYER","RB","ARZ","espn","Jonathan Dwyer",464,2015,55,182,68.175,12.1,81.275,-55.9394752140653,178.8,5.38049603203368,33.7925349251379,28.5,0,0,0,0,0,0,105,428,3,8,3,59,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","NE","cbs1","Brandon Bolden",98,2015,76,233,67.825,7.765,67.825,-56.2894752140653,208.7,7.24043877244982,27.8478115537529,76.3,NA,NA,NA,NA,NA,NA,87,412,2,15,4,117,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOBBYRAINEY","RB","TB","cbs2","Bobby Rainey",87,2015,62,199,67.75,35.75,94.85,-56.3644752140653,196.2,5.46268631338283,24.2871483076269,42.9,NA,NA,NA,NA,NA,NA,98,405,1,16,36,122,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERMAINEGRESHAM","TE","CIN","average","Jermaine Gresham",430,2015,33,196,64.23125,55.1,81.875,-56.3647384845159,204.1,4.89481690548939,11.9995030279036,39.4,0,0,0,0,0,0,0,0,0,40.35,48,410.25,2.725,0,0,1.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKETOLBERT","RB","CAR","cbs2","Mike Tolbert",655,2015,63,200,67.725,25.99,84.725,-56.3894752140653,181.1,4.98575847215605,26.3704422207263,29.9,NA,NA,NA,NA,NA,NA,72,266,3,21,11,137,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONLAFELL","WR","NE","cbs1","Brandon LaFell",103,2015,83,234,90.7,44.2,169.175,-56.4291276583879,157.078571428571,7.53346980835996,51.5775750690162,22.98585,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,63,556,4,0,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENBRELLTHOMPKINS","WR","NE","averageRobust","Kenbrell Thompkins",526,2015,76,202,90.4725,12.695,116.5,-56.6566276583879,178.3,7.50586791959084,46.945378011756,31.8,1.3,0,0,0,0,0,0,4.1,0,40,22,576.5,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOBBYRAINEY","RB","TB","average","Bobby Rainey",87,2015,63,197,67.38125,35.75,94.85,-56.7332252140653,196.2,5.46268631338283,24.2871483076269,42.9,56,0,0,0,0,0,82.3333333333333,370,1.125,20.175,36,176.25,0.8,0,0,1.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ODELLBECKHAM","WR","NYG","espn","Odell Beckham",682,2015,72,183,90.375,71.3,148.965,-56.7541276583879,137.5875,5.30652457445706,33.0467984770588,14.3652,0,0,0,0,0,0,3,15,0,33,35,523,4,0.1,0.1,0.433333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRICHOCOTCHERY","WR","CAR","yahoo","Jerricho Cotchery",439,2015,68,175,90.3,90.3,104.275,-56.8291276583879,176.2,3.16852510819299,6.12089998829149,24.6,0,0,0,0,0,0,0,0,0,48.5,54,656,1.1,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEMOORE","WR","PIT","averageRobust","Lance Moore",561,2015,77,203,90.2374131309123,44.925,96.375,-56.8917145274756,199.6,5.45204616247017,23.2173729403221,37.3,0,0,0,0,0,0,0,0,0,46.25,16,604.25,2.45102718848538,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","TB","espn","Austin Seferian-Jenkins",63,2015,29,184,63.625,63.625,96.575,-56.9709884845159,190.5,5.05605621606161,14.4397653345429,38.2,0,0,0,0,0,0,0,0,0,32,33,381,3,0,0.1,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDICKSON","TE","CAR","cbs1","Ed Dickson",316,2015,44,235,63.375,12.3750523752729,63.3749476247271,-57.2209884845159,281,4.63652161352615,30.4063624098642,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,9,411,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDIEROYAL","WR","SD","averageRobust","Eddie Royal",318,2015,78,204,89.9010701789007,61.35,113.85,-57.2280574794872,179.33125,4.99895986186807,22.6251001378999,29.1065,1,0,0,0,0,0,3,6,0,42.15,43,532.75,3.73455336315012,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB","JAC","average","Denard Robinson",267,2015,64,198,66.8125,19.15,141.3,-57.3019752140653,176.5125,7.22509428101046,52.9195714425832,42.6391,93,0,0,0,0,0,57,405.5,2.625,14.55,20,106.5,0.3,0,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","GB","averageRobust","James Starks",396,2015,63,205,66.6676592773731,60,92.9,-57.4468159366922,159.666666666667,3.63694648864825,15.1823636719276,15.8413,44.25,0,0,0,0,0,100.25,401.75,2.9999941417934,11.875,14,91.9415554129013,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMWRIGHT","TE","NE","yahoo","Tim Wright",834,2015,29,176,62.975,38.5,93.875,-57.6209884845159,NA,5.74833985941886,23.775165395499,NA,1,0,0,0,0,0,0,-2,0,27.7,18,311,4.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATEWASHINGTON","WR","TEN","cbs2","Nate Washington",667,2015,77,201,89.5,68.275,100.375,-57.6291276583879,180.1,4.30723149171276,13.3301115899305,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,36,524,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYBRITT","WR","STL","espn","Kenny Britt",529,2015,73,185,89.425,89.425,112.1,-57.7041276583879,146.5,4.22257581267473,9.65100113546085,39.3,0,0,0,0,0,0,0,0,0,37,40,525,4,0,0.1,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","NE","average","Danny Amendola",232,2015,75,199,89.41875,41.05,119.975,-57.7103776583879,138.4,5.94532225424501,34.2850512553698,25.1,0,0,0,0,0,0,0,0,0,48.175,16,559.75,3.225,0.2,0,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNCARLSON","TE","ARZ","yahoo","John Carlson",455,2015,30,177,62.825,49.4,66.5,-57.7709884845159,250,4.16304697508962,7.97660642127967,34,0,0,0,0,0,0,0,0,0,38.2,38,409,2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANGRIMES","RB","HOU","averageRobust","Jonathan Grimes",465,2015,64,206,66.3125,11.275,108.425,-57.8019752140653,177.3,6.11360394262086,41.2584233823834,34.3,7.45,0,0,0,0,0,112,440.75,2.55,11.8,1,79.5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","ARZ","yahoo","Drew Stanton",306,2015,26,178,83.868,-6.5,83.868,-57.8796011934778,NA,12.485210745348,63.8998256022659,NA,32.2,0,0,2283,11.2,5.6,0,124,0.5,0,0,0,0,0,0.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LATAVIUSMURRAY","RB","OAK","espn","Latavius Murray",567,2015,56,186,66.05,12.6025,68.475,-58.0644752140653,190.5,5.31793214307838,26.3142555134886,37.1,0,0,0,0,0,0,89,403,1,13,3,106,1,0.1,0,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERICKMCKINNON","RB","MIN","average","Jerick McKinnon",429,2015,65,200,65.9375,36.775,90.4,-58.1769752140653,162.425,4.68525048150149,22.6868950791714,28.35105,63.5,0,0,0,0,0,49,316.5,1.225,25.225,31,189.5,0.775,0,0,0.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRIFFIN","TE","HOU","cbs1","Ryan Griffin",758,2015,45,236,62.375,3.2125,62.375,-58.2209884845159,233.7,8.49949648881578,26.5498222196653,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,355,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEDUNBAR","RB","DAL","average","Lance Dunbar",559,2015,66,201,65.86125,44.82,89.35,-58.2532252140653,151.6,4.29460700166218,21.5372043895364,21.5,14.9,0,0,0,0,0,65.6666666666667,240.425,1.3,26.575,17,231.75,0.875,0,0,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNNYMANZIEL","QB","CLE","average","Johnny Manziel",459,2015,28,202,83.4195,12.678,134.2,-58.3281011934778,137.13125,7.57009394498804,52.6671072650347,30.82715,255.425,197.666666666667,141,1901.25,10.8,9.95,75.6666666666667,271.875,2.5,0,0,0,0,0,0.1,1.86666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERICKMCKINNON","RB","MIN","averageRobust","Jerick McKinnon",429,2015,65,207,65.4754032003053,36.775,90.4,-58.63907201376,162.425,4.68525048150149,22.6868950791714,28.35105,63.5,0,0,0,0,0,50.75,292,1.00006108065963,25.225,31,202.75,1.02188111939125,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB","NYJ","cbs1","Bilal Powell",77,2015,77,237,65.4,35.0125,65.4,-58.7144752140653,203.9,5.14323945258579,12.8145399798757,51.3,NA,NA,NA,NA,NA,NA,56,254,2,27,8,224,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
