"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","projectedPtsLatent","vor","sdPick","sdPts","avgCost","projectedCost","bidUpTo","simulation","bidUpToSim"
"MATTHEWSTAFFORD","Matthew Stafford","QB",279.30922620598,4.66225060888351,24,"DET",7,47.3116794401866,7,307.82,298.88,273.24,296.46,281.87,274.96,253.06,281.62,261.82,279.414444444444,279.30922620598,250.790665031327,31.7018595461526,7.9739,17.7634304432199,19,22,1,7.60489448081162,1
"RODDYWHITE","Roddy White","WR",174.85956742464,3.57486741169668,17,"ATL",67,49.3051649450183,20,175.625,172.75,167.5,NA,175.2875,187.5,189.375,176.875,172.15,176.5703125,174.85956742464,116.237657742982,30.7025010228018,9.5978,7.55856579336838,16.2,19,11,6.40191719672719,3
"CAMNEWTON","Cam Newton","QB",278.07491409558,5.82019152545025,18,"CAR",8,76.0915361546151,8,285.54,264,281.3,282.3,276.562,283.36,292.2,300.66,241.16,277.642444444444,278.07491409558,245.404245045257,30.4675474357527,16.1043,17.2571021901129,14.25,17,1,8.29704514908183,5
"PIERRETHOMAS","Pierre Thomas","RB",153.462498694214,3.75216568191527,6,"NO",91,80.3903198933689,29,161.35,136.125,156.5,NA,149.1525,159.7,149.05,148.525,158.125,151.8284375,153.462498694214,87.1940629377466,30.292360051026,10.1152,8.32021290265674,5.4,7,1,5.54517744447956,1
"ROBERTGRIFFIN","Robert Griffin III","QB",276.282047300375,4.53082853268634,17,"WAS",10,66.768127290903,9,300.32,275.48,280.86,NA,280.668,257.96,278.88,295.88,261.56,278.7385,276.282047300375,246.652704521551,28.6746806405476,9.7891,14.662583167466,13.05,15,1,7.82324569068552,8
"MICHAELFLOYD","Michael Floyd","WR",172.537139285448,3.84415522413005,11,"ARI",70,59.7947184271909,21,184.25,176.75,164.5,NA,177.825,158.925,183.125,164.875,164.2,171.68125,172.537139285448,113.208647898244,28.3800728836096,9.4652,9.774837868586,10.85,13,9,8.52516136106541,2
"TORREYSMITH","Torrey Smith","WR",171.489578600958,4.35829018113183,12,"BAL",71,61.5077807397534,22,156.125,169.125,169.2,NA,168.65,198,171.475,180.5,170.75,173.071875,171.489578600958,110.728659702074,27.3325121991195,10.8804,12.0817338329693,11,13,9,8.63355299253243,1
"KNOWSHONMORENO","Knowshon Moreno","RB",148.572618357098,8.12283358325094,10,"MIA",95,97.3701099633456,30,168.025,143.975,137,225.275,137.645,102.375,160.825,172.7,122.7,151.759365079365,148.572618357098,77.8831472415168,25.4024797139094,15.7891,35.2638067818833,9.05,11,1,9.3640909717821,1
"JASONWITTEN","Jason Witten","TE",147.193808008663,3.68854891143851,10,"DAL",96,72.3609963345552,5,145.25,151.125,144.25,155.125,143.5625,148.5,129,148.625,154.95,146.741468253968,147.193808008663,82.1005528254593,24.6863969232093,10.0739,7.88041425430443,9.8,12,3,8.37793112408273,2
"TOMBRADY","Tom Brady","QB",271.919715978024,4.28094508762035,17,"NE",11,73.2993502165945,10,279.42,287.52,256.58,284.2,266.77,275.5,249.36,280.68,276.11,270.81,271.919715978024,237.561734367011,24.3123493181968,9.7065,12.843227895579,13.2,15,1,6.5875500148248,2
"STEVENJACKSON","Steven Jackson","RB",146.35424310669,6.63707669272985,9,"ATL",97,68.9091302899034,31,171.3,127.575,157.325,NA,147.7025,81.75,135.875,163.075,161.525,142.8534375,146.35424310669,80.3116972124328,23.1841044635019,11.5065,28.8198427407694,7.95,9,1,8.86545282575362,3
"MAURICEJONESDREW","Maurice Jones-Drew","RB",146.048058359594,6.26197633172147,1,"OAK",98,85.0850216594469,32,162.6,138.1,126.9,NA,143.495,191.35,145.525,156.65,114.525,146.680625,146.048058359594,79.9992890081868,22.8779197164055,13.6565,23.4657041441791,1,1,1,9.13970329237674,1
"STEVANRIDLEY","Stevan Ridley","RB",144.829197607548,5.38068616488639,9,"NE",102,69.9175274908364,33,169.475,140.35,166.2,NA,152.3725,130.6,142.925,127.9,159.7625,147.035625,144.829197607548,86.3836376418741,21.6590589643598,14.4891,15.7527316650387,8.6,10,1,6.07993319509559,1
"JORDANCAMERON","Jordan Cameron","TE",143.950027580098,4.44093381756843,14,"CLE",103,65.6896534488504,6,129.5,152.125,151.875,NA,142.5875,144.125,141.625,148.25,127.4,142.7109375,143.950027580098,78.0433563830662,21.4426164946446,13.7891,9.35970523207061,13.4,16,2,7.0057890192535,1
"PERCYHARVIN","Percy Harvin","WR",165.474719581412,5.04506671214853,19,"SEA",77,49.5494001999334,23,144.5,135.5,152.6,NA,163.475,180.125,195.875,172.7,154.8,166.426041666667,165.474719581412,98.6900965180273,21.3176531795739,8.7652,19.783829243945,18.15,21,4,8.1318247850072,2
"DESEANJACKSON","DeSean Jackson","WR",164.404797790537,3.24984782007632,20,"WAS",81,53.288937020993,24,162.75,162.125,173.475,NA,164.7375,177.475,155.7,175.325,157.975,166.466145833333,164.404797790537,104.075349659349,20.2477313886984,6.8739,8.21031020354243,19,22,4,0,1
"FREDJACKSON","Fred Jackson","RB",142.307093450645,5.75811293194477,5,"BUF",104,96.8032989003665,34,151.95,132.65,122.05,NA,135.615,175.225,138.125,155.325,134.375,142.326875,142.307093450645,74.6022664724486,19.1369548074565,16.113,16.7714130585989,4.75,6,1,6.97260625130175,1
"JULIANEDELMAN","Julian Edelman","WR",163.072259403889,4.85362022025925,13,"NE",82,72.3032489170276,25,183.75,152.375,162.275,NA,164.5625,146.225,154.25,180.45,170.575,165.186979166667,163.072259403889,102.140444434392,18.915193002051,13.0478,13.3768639180209,12.75,15,4,7.43779512167193,2
"JEREMYMACLIN","Jeremy Maclin","WR",160.993796548213,5.19338581926335,11,"PHI",85,67.4928857047651,26,156.25,159.375,151.375,NA,161.2625,190,184.5,157.625,140.875,162.3078125,160.993796548213,99.034954428273,16.836730146375,12.5978,16.4992734384135,10.05,12,2,8.2684753889826,1
"MATTRYAN","Matt Ryan","QB",264.317980326451,5.00051492576107,16,"ATL",13,73.0344051982673,11,288.98,275.04,253.68,NA,268.822,244.2,262.4,269.04,262.4,264.30775,264.317980326451,230.064201152012,16.7106136666233,13.9043,13.5143955179019,12.65,15,1,5.93224518744801,1
"MARQUESCOLSTON","Marques Colston","WR",160.00332609488,3.91759169538622,8,"NO",86,76.8012662445851,27,152.625,156.75,149.375,NA,157.1625,157.375,175.375,168.125,168.4,160.1984375,160.00332609488,96.7332129143044,15.8462596930421,10.6565,8.96332417385067,7.2,9,1,6.49978704065585,1
"GREGOLSEN","Greg Olsen","TE",138.334060265775,3.73138353873879,9,"CAR",109,80.1208263912029,7,133.75,141.125,135.25,143.625,136.4625,134.875,137.75,145.375,139.175,138.4875,138.334060265775,73.3536649489149,15.8266491803217,13.6717,4.05847129300074,8.55,10,1,4.88280192258637,1
"MIKEWALLACE","Mike Wallace","WR",159.778125529298,3.44549987825504,6,"MIA",87,69.4142452515828,28,157.5,159.375,156.35,NA,160.1625,156.675,160.6,178.525,157.02,161.326770833333,159.778125529298,97.944582614335,15.6210591274599,8.9152,7.35473170549555,5.4,7,1,6.48616078894409,1
"JORDANREED","Jordan Reed","TE",137.800531193471,4.36764156144617,5,"WAS",110,81.5227257580806,8,137.625,135.375,122.125,154.275,134.35,163.375,140.125,150.5,116.9,140.174444444444,137.800531193471,71.2019802450412,15.2931201080171,8.5239,14.8716633746121,4.8,6,1,9.02437217426203,5
"DENNISPITTA","Dennis Pitta","TE",137.512210179038,5.48558220753846,6,"BAL",111,96.902649116961,9,144.625,137,128.25,157.125,134.4625,151.125,121.625,151,115.8,138.017261904762,137.512210179038,70.1625285650088,15.0047990935845,16.5043,14.2318768770828,5,6,1,8.74830491237962,1
"TYHILTON","T.Y. Hilton","WR",158.097568405813,4.09262816322506,16,"IND",88,60.4512662445851,29,150.375,144.625,168.475,NA,158.075,151.575,176.175,159.575,161.25,158.992708333333,158.097568405813,95.5913720749313,13.9405020039749,10.7565,10.1891218034235,15.45,18,1,3.85014760171006,1
"DANNYWOODHEAD","Danny Woodhead","RB",136.961803133627,5.7151820201952,5,"SD",112,108.770109963346,35,NA,140.475,141.25,NA,128.6975,135.775,129.825,162.425,118.525,136.338928571429,136.961803133627,57.1789646417201,13.7916644904391,18.4217,13.7793316260087,4.8,6,1,4.85203026391962,1
"RUSSELLWILSON","Russell Wilson","QB",260.097564982336,5.79932797975038,9,"SEA",15,104.837434187434,12,276.74,247,268.26,NA,261.062,275.88,266.14,279.58,225.4,260.47025,260.097564982336,222.522036912016,12.4901983225083,15.0804,18.278335980452,6.7,8,1,7.93666015522543,1
"KYLERUDOLPH","Kyle Rudolph","TE",134.762124641153,5.43472905601434,5,"MIN",115,104.268827057647,10,128,132.875,120,162.875,128.0875,156.875,129.125,130.75,113.975,133.74503968254,134.762124641153,63.9547129904063,12.2547135556994,14.5956,16.04396439172,4.85,6,1,8.82335348511379,1
"KENDALLWRIGHT","Kendall Wright","WR",155.469634088089,3.83510788142963,10,"TEN",89,82.4551649450183,30,161.75,153,156.175,NA,155.3875,146.2,152.125,181.875,159.01,157.819895833333,155.469634088089,94.284218818598,11.3125676862506,8.6478,10.6484061883776,9,11,1,5.55682806169954,1
"TONYROMO","Tony Romo","QB",257.19024176125,4.79729692901197,11,"DAL",16,85.2934355214928,13,277.94,254.08,256.06,NA,254.41,240.58,234.16,278.44,263.91,256.46,257.19024176125,216.9252905126,9.58287510142307,10.5565,15.8190813802283,8.3,10,1,6.68586094706836,1
"ERICDECKER","Eric Decker","WR",153.650315811404,5.33562532654498,8,"NYJ",90,85.6214261912696,31,146.125,155.25,166.375,NA,147.1625,195.45,123.375,164.125,150.525,156.231770833333,153.650315811404,90.219029976379,9.4932494095662,9.8978,20.7036427495907,7.65,9,1,8.6436496153688,3
"EMMANUELSANDERS","Emmanuel Sanders","WR",152.72349223332,5.80974800488553,6,"DEN",92,76.5591302899034,32,160,176.25,153.275,NA,152.175,148.8,103.375,167.625,150.1,151.302083333333,152.72349223332,89.3592153332465,8.56642583148158,12.2478,21.6256461505448,5.75,7,1,8.91314653915181,2
"GOLDENTATE","Golden Tate","WR",150.999920282431,6.1616516595506,9,"DET",93,82.6649783405531,33,172.25,159.625,165.125,NA,154.8125,137.4,109.625,164.875,137.775,150.344270833333,150.999920282431,88.665598329966,6.84285388059263,15.3891,20.6984098741175,8.5,10,1,8.23536064375335,1
"JAYCUTLER","Jay Cutler","QB",252.947595122671,4.98199289524838,7,"CHI",19,94.6812062645785,14,276.98,252.88,235.72,275.16,251.114,252.84,243.66,260.54,232.22,252.640444444444,252.947595122671,210.775294209869,5.34022846284319,11.9891,15.5817057831006,5.3,6,1,6.7900972355139,1
"SAMMYWATKINS","Sammy Watkins","WR",148.769608036834,5.32535442814553,5,"BUF",94,85.8440686437854,34,138.875,147.375,151.825,NA,141.65,194.375,126.75,158.475,146.35,150.592708333333,148.769608036834,83.6820292401572,4.61254163499564,10.4565,19.9804723305925,4.8,6,1,8.45254799792271,5
"DEANGELOWILLIAMS","DeAngelo Williams","RB",127.054393508161,5.13738123931356,5,"CAR",121,112.847630747631,36,135.6,126.975,125.65,NA,128.1175,157.475,130.075,136.025,97.825,128.7303125,127.054393508161,62.305291696993,3.88425486497265,12.2891,16.4262524765726,4.1,5,1,4.11087386417331,1
"DARRENSPROLES","Darren Sproles","RB",126.88199292927,5.60045434660941,6,"PHI",122,98.5877040986338,37,133.525,116.275,140.725,NA,124.83,119.75,114.725,155.4,110,126.20375,126.88199292927,59.7575640725788,3.71185428608192,16.2978,15.3502433089139,5,6,1,3.3322045101752,1
"REGGIEWAYNE","Reggie Wayne","WR",145.568871856784,6.67914747617392,9,"IND",100,87.0032655781406,35,140.625,135.75,162.5,NA,135.0875,173,98.375,167.875,142.625,145.0796875,145.568871856784,77.0345587537564,1.41180545494618,16.063,23.8861641226785,8.4,10,1,8.24643378616036,2
"TERRANCEWILLIAMS","Terrance Williams","WR",145.131232434295,5.18737529956872,7,"DAL",101,83.0577307564145,36,148.875,139.125,153.9,NA,138.725,139.875,110.875,155.125,167.08,143.93625,145.131232434295,78.4906463613589,0.974166032456424,12.4152,16.6638535244917,6.3,8,1,6.94022246911964,1
"PHILIPRIVERS","Philip Rivers","QB",246.687182219765,4.76974648069795,11,"SD",20,105.585671442852,15,250.18,252.24,256.18,NA,248.154,230.6,249.26,260.02,234.25,245.898,246.687182219765,205.819151011369,-0.92018444006257,15.2565,10.1864260801183,8.25,10,1,1.38629436111989,1
"DWAYNEBOWE","Dwayne Bowe","WR",141.771094914436,4.52855781008737,5,"KC",105,101.297934021993,37,137.75,127.375,126,NA,131.0875,147,131.75,157.75,161.9,140.8140625,141.771094914436,71.5739317561019,-2.38597148740257,10.4391,13.8953943383038,4.35,5,1,5.87773578177964,1
"CECILSHORTS","Cecil Shorts","WR",141.699994885675,6.11414338528604,6,"JAC",106,105.909630123292,38,112.75,124.25,140.25,NA,128.025,159.975,144.375,158.5,160.4,141.057291666667,141.699994885675,71.5204184426439,-2.45707151616369,17.2978,18.1326655588156,5.2,6,1,7.03790596344718,1
"BENROETHLISBERGER","Ben Roethlisberger","QB",243.187322637047,5.37603539690657,5,"PIT",21,116.624953652206,16,268.84,251.34,230.76,NA,246.142,245.84,246.68,252.06,219.38,243.88025,243.187322637047,201.633240399937,-4.42004402278062,15.3304,14.7466375998056,3.95,5,1,5.3890717298165,1
"MARTELLUSBENNETT","Martellus Bennett","TE",117.134696424388,4.49342307333925,4,"CHI",133,123.970160041301,11,122.875,114.75,121.875,NA,118.8625,100.625,119,131.625,120.725,118.5671875,117.134696424388,52.2184224827115,-5.37271466106567,14.6304,8.79142474207314,3.95,5,1,3.36729582998647,1
"CHARLESCLAY","Charles Clay","TE",115.62541219082,5.36438947025505,3,"MIA",136,130.366666666667,12,97.375,108,121,137.5,108.2875,121,118.375,131.625,108.51,118.414658730159,115.62541219082,46.4117086926955,-6.88199889463372,17.063,12.6588102965879,2.1,3,1,5.6937321388027,1
"ZACHERTZ","Zach Ertz","TE",115.149009430828,5.40525055897394,5,"PHI",138,117.826201420811,13,125.75,128,104.75,NA,118.95,120,112.375,123.625,103.95,116.85,115.149009430828,50.8940114722101,-7.35840165462534,20.3108,9.22547908163659,4.8,6,1,2.63905732961526,1
"TERRANCEWEST","Terrance West","RB",115.574029492134,6.64855029961251,6,"CLE",137,100.751299566811,38,152.4,111.5,73.5,NA,114.74,92,104.35,129.75,100.95,109.69875,115.574029492134,43.3100551229636,-7.59610915105458,15.8891,23.8523227006153,5.05,6,1,5.4249500174814,1
"RILEYCOOPER","Riley Cooper","WR",136.090896850347,4.97299261925676,6,"PHI",114,98.4104465178274,39,133.375,146.75,132,NA,133.2875,129.95,117.25,146.625,147.525,136.561979166667,136.090896850347,70.2956408682305,-8.06616955149144,16.2891,10.5525934894072,5.3,6,1,2.19722457733622,1
"ALEXSMITH","Alex Smith","QB",238.211658819085,6.73637594352365,2,"KC",23,145.9,17,243.96,229.46,211.58,NA,232.354,247.04,258.06,260.62,245.24,240.02675,238.211658819085,191.8512332423,-9.39570784074226,23.2,16.0919580247846,1.15,2,1,5.86078622346587,1
"LAMARMILLER","Lamar Miller","RB",112.17894849323,5.92557439697975,3,"MIA",143,83.7577474175275,39,112.875,89.975,88.875,NA,108.8525,152.75,89.625,113.225,128.725,109.7128125,112.17894849323,41.8509415215171,-10.9911901499584,12.4978,22.2247406957997,2.8,4,1,5.06259503302697,1
"MIKEEVANS","Mike Evans","WR",132.018589099369,5.08772886431165,5,"TB",116,98.4896201266245,40,136.375,148.375,123.25,NA,129.625,116,100.75,150.625,137.5,130.0875,132.018589099369,65.0477066152148,-12.1384773024693,11.7065,16.7178529465616,4.9,6,1,5.48479693349065,1
"KHIRYROBINSON","Khiry Robinson","RB",110.384601937967,8.56577934782867,2,"NO",147,119.459746751083,40,143.175,102.725,101.55,NA,120.28,63.25,131,130.275,52.4125,105.5459375,110.384601937967,41.8110432490039,-12.7855367052211,20.8717,32.794810645063,1,2,1,7.55642796944025,1
"JAMESJONES","James Jones","WR",131.180885378649,5.76903055365086,4,"OAK",117,129.438888888889,41,103.25,124.375,117.875,NA,120.9625,163.8,145.5,146.875,132.95,131.7484375,131.180885378649,61.8709771175862,-12.9761810231888,13.9478,19.3526742770633,3.65,5,1,6.51323011091231,1
"BRIANHARTLINE","Brian Hartline","WR",130.844085231966,5.71532996220827,2,"MIA",118,126.8,42,119.5,NA,110.25,NA,126.5,130.625,153.625,144.625,130,130.137857142857,130.844085231966,45.8853212300997,-13.3129811698721,17.7,14.6129630970652,1.1,2,1,4.96284463025991,1
"LADARIUSGREEN","Ladarius Green","TE",109.187759865264,5.7295776377756,3,"SD",150,127.2,14,112.375,129.375,97,138.375,112.525,126.375,103,95,96.525,112.410317460317,109.187759865264,44.3260199199059,-13.3196512201895,16.62495,15.9622259177722,2.75,4,1,5.76205138278018,1
"KENNYSTILLS","Kenny Stills","WR",130.427870964941,5.22857943796782,3,"NO",119,126.85361512792,43,121.625,133.625,96.775,NA,123.175,136.15,135.625,136.85,130.805,127.069583333333,130.427870964941,58.9563734261465,-13.7291954368971,15.4565,13.4713534026838,2,3,1,3.80666248977032,1
"ERICEBRON","Eric Ebron","TE",108.68439020238,7.11393819175723,1,"DET",151,135.600683105631,15,121.125,126.5,83.5,NA,106.7125,126.75,78.625,115.875,95.725,106.7140625,108.68439020238,39.8735065416591,-13.8230208830733,23.1673,19.0226045487195,0.95,2,1,7.07749805356923,1
"DARRENMCFADDEN","Darren McFadden","RB",109.32476241557,5.82363021847241,4,"OAK",149,106.6883038987,41,110.575,85.375,83.675,NA,96.975,129.75,119.275,132.075,120.75,108.66875,109.32476241557,37.5470293795091,-13.8453762276184,14.5478,19.078909213729,3.35,4,1,2.89037175789616,1
"ANTONIOGATES","Antonio Gates","TE",108.400151635123,4.46107682519182,2,"SD",152,141.9,16,108.125,126,99.5,NA,114.2875,104.125,123.75,107.125,94.025,109.2546875,108.400151635123,44.2753062468477,-14.1072594503306,12.35,11.1740790158598,1.35,2,1,3.58351893845611,1
"HEATHMILLER","Heath Miller","TE",107.884247021224,3.75726119842754,2,"PIT",153,146.85,17,118.625,110.375,91,NA,109.35,110.125,115.25,102,102.95,107.109375,107.884247021224,40.6871445574964,-14.62316406423,9.85,8.66516978545223,1,2,1,2.07944154167984,1
"DELANIEWALKER","Delanie Walker","TE",107.35625,4.16130178192391,2,"TEN",154,149.7,18,109.375,111,104.75,NA,108.3625,114.125,109.5,102.125,105.1,107.8171875,107.35625,41.2429205514327,-15.1511610854537,16.7,3.85934011696208,1.05,2,1,0,1
"ANDYDALTON","Andy Dalton","QB",231.675488680048,4.38301305783472,5,"CIN",28,129.076923076923,18,245.26,231.58,231.18,NA,232.948,227.16,230.6,252.02,224.86,232.8135,231.675488680048,187.301238272552,-15.9318779797793,13.4478,9.3096071422406,3.35,4,1,0,1
"MARVINJONES","Marvin Jones","WR",127.837091891798,5.94313080382671,5,"CIN",120,120.319668649108,44,123.375,137.375,98.85,NA,125.9375,134.025,132.4,132.675,137.255,128.6190625,127.837091891798,60.7807827157977,-16.3199745100405,20.8869,12.6822358141432,4.3,5,1,1.79175946922805,1
"CHRISIVORY","Chris Ivory","RB",105.89859997967,7.05712116618628,6,"NYJ",155,129.125,42,125.075,84.125,112.425,NA,NA,118.975,92.725,128.35,97.725,107.925714285714,105.89859997967,5.45663694850407,-17.2715386635177,24.4629,17.092760755305,5.05,6,1,0.693147180559945,1
"DEANDREHOPKINS","DeAndre Hopkins","WR",126.849663307876,5.1065927257704,4,"HOU",123,121.45,45,112.75,119,145.25,NA,122.9,120.825,124.625,155.7,128.75,128.4,126.849663307876,61.0090751049446,-17.3074030939627,13.7891,14.4600619935442,3.65,5,1,3.29583686600433,1
"JOSHGORDON","Josh Gordon","WR",125.723880660145,9.6291661828882,3,"CLE",124,106.366844385205,46,134.875,137.125,127.325,NA,116.925,114.025,55.75,182.925,NA,123.692857142857,125.723880660145,43.9808204823939,-18.4331857416932,23.5804,37.8180563607487,2.3,3,1,8.90585118120802,1
"RUEBENRANDLE","Rueben Randle","WR",125.518944110273,5.02046830083845,4,"NYG",125,112.194168610463,47,140.25,128,114.375,NA,127.075,126.75,122.375,113.75,143.1,126.484375,125.518944110273,60.8365459659151,-18.6381222915655,16.5304,10.6380125149323,3.1,4,1,0.693147180559945,1
"ANQUANBOLDIN","Anquan Boldin","WR",124.366129580214,4.88417016472472,5,"SF",126,114.34161946018,48,117,126.5,146.275,NA,126.55,121.175,122.125,145.2,122.55,128.351041666667,124.366129580214,62.1979226016972,-19.7909368216247,15.213,11.1133320634979,4.6,6,1,0,1
"CHRISTOPHERIVORY","Christopher Ivory","RB",101.99,6.46848288327495,1,"NYJ",161,115.6,43,NA,NA,NA,NA,101.99,NA,NA,NA,NA,101.99,101.99,0,-21.1801386431881,18.2,NA,1,1,1,NA,1
"HAKEEMNICKS","Hakeem Nicks","WR",122.956456530621,5.93670185925463,5,"IND",127,104.209746751083,49,128.25,140.375,119.125,NA,122.9625,122.325,92.75,139.625,113.625,122.513020833333,122.956456530621,56.7179521463775,-21.2006098712175,18.6456,15.218368743391,4.45,6,1,2.70805020110221,1
"KELVINBENJAMIN","Kelvin Benjamin","WR",122.303029283231,5.35836020880406,3,"CAR",128,120.531189603466,50,123.875,124.125,98.375,NA,117.575,125.35,120.5,143.875,132.425,123.125,122.303029283231,54.5897235300839,-21.8540371186072,16.7717,12.9486347873875,2.4,3,1,1.79175946922805,1
"GREGJENNINGS","Greg Jennings","WR",121.415666522038,6.31921221117705,2,"MIN",129,125.2,51,102.375,115.625,128,NA,113.875,153.425,NA,126.75,126.9,123.838571428571,121.415666522038,44.2041336014066,-22.7413998798007,20.5,16.0101139908497,1.3,2,1,3.76120011569356,1
"TAVONAUSTIN","Tavon Austin","WR",121.093911973428,5.643175136443,4,"STL",130,115.075174941686,52,113.375,111.5,101.6,NA,124.4125,82.3,135.15,125.475,136.4,119.768229166667,121.093911973428,51.7517938898179,-23.0631544284099,14.1304,18.1777218897935,3.3,4,1,4.46590811865458,1
"JAREDCOOK","Jared Cook","TE",98.0092670469596,4.54760061503877,1,"STL",164,151.9,19,89.875,108.25,85.125,NA,96.1625,101.875,104.5,107.125,102.45,98.9328125,98.0092670469596,31.7812260942629,-24.498144038494,15.4,8.31878773335866,0.5,1,1,0,1
"BRANDINCOOKS","Brandin Cooks","WR",118.400387125073,6.30969717743505,5,"NO",132,106.862962345885,53,139.375,139.875,105.95,NA,121.45,94.225,83.625,115.125,121.86,115.025625,118.400387125073,51.3843824212361,-25.7566792767656,16.9804,19.9971500536416,4.4,5,1,4.57471097850338,1
"JEREMYHILL","Jeremy Hill","RB",96.776026297567,5.89216358441041,2,"CIN",165,112.2053001053,44,126.975,80.375,98.525,NA,100.055,115.5,93.725,NA,89.6125,100.406785714286,96.776026297567,25.1486583096093,-26.3941123456211,17.8391,15.8074279650121,1.1,2,1,0,1
"DWAYNEALLEN","Dwayne Allen","TE",95.4281819619106,5.49415370136369,1,"IND",167,157.8,20,100.625,101,69.375,NA,95.6875,114.525,106.625,100.25,69.775,94.7453125,95.4281819619106,27.485959571376,-27.0792291235431,14.6,16.4942075025869,0.5,1,1,4.20469261939097,1
"GARRETTGRAHAM","Garrett Graham","TE",95.3064644109539,6.52363869388069,1,"HOU",168,166.9,21,90.625,99.5,60.25,NA,87.7625,117.75,93.375,116.25,92.35,94.6328125,95.3064644109539,25.4213658547878,-27.2009466744997,20.1,18.0378631256142,0.5,1,1,4.93447393313069,1
"DANNYAMENDOLA","Danny Amendola","WR",116.875012307731,5.89071932526502,4,"NE",134,126.552631578947,54,113.875,115.25,119.875,NA,119.4625,133.125,139.75,118.175,80.155,117.0409375,116.875012307731,50.6012618997383,-27.2820540941072,16.2978,17.5742876779798,3.7,5,1,3.25809653802148,1
"BERNARDPIERCE","Bernard Pierce","RB",95.6364141138618,5.90549251573016,4,"BAL",166,100.086371209597,45,74.1,85.225,99.8,NA,87.8025,70.05,100.225,136.425,122.025,96.8690625,95.6364141138618,27.8910179282888,-27.5337245293263,11.7739,22.905906635996,3.55,4,1,2.484906649788,1
"JARRETTBOYKIN","Jarrett Boykin","WR",116.36585247641,4.48524519831306,2,"GB",135,137.985938827528,55,130,104.125,109,NA,115.5625,119.425,120.625,129.75,119.15,118.3671875,116.36585247641,50.0345475242225,-27.7912139254284,14.3739,9.0246436848439,1.9,3,1,0,1
"ODELLBECKHAM","Odell Beckham","WR",114.931392275291,4.62264104767254,2,"NYG",139,133.25,56,118.125,131.25,98.75,NA,115.1875,101.375,100.725,123,112.5,112.780729166667,114.931392275291,47.0267615556189,-29.2256741265477,13,11.6622127845126,1.2,2,1,0,1
"STEVESMITH","Steve Smith","WR",114.834375,4.2522091608711,3,"BAL",140,135.933423362593,57,109.375,114.25,114.5,NA,110.8625,109.875,127.375,137.875,111.525,116.7046875,114.834375,48.2019708565034,-29.3226914018382,11.7739,10.2382553303686,2.4,3,1,0,1
"AARONDOBSON","Aaron Dobson","WR",114.66664982234,6.18320955629547,3,"NE",141,124.05,58,103.125,70.75,106.5,NA,98.0875,126.95,123.125,139.75,144.85,114.113020833333,114.66664982234,41.0377323276907,-29.4904165794981,12.3326,24.3893336404279,2.6,3,1,6.14203740558736,1
"RYANTANNEHILL","Ryan Tannehill","QB",217.76583389305,4.84647747618904,3,"MIA",33,141.5,19,235.98,237.68,214.78,NA,226.422,204.64,218.9,252.42,206.28,222.60025,217.76583389305,176.512498425614,-29.8415327667778,10.16195,16.6510312143122,1.9,3,1,2.39789527279837,1
"JUSTINHUNTER","Justin Hunter","WR",113.404284567193,6.27141025735274,2,"TEN",142,137.85,59,NA,110.625,114.25,NA,106.4375,104.75,75.375,132.25,139.475,111.783214285714,113.404284567193,35.1618818211622,-30.7527818346455,16.02715,20.8033874659759,1.1,2,1,4.84418708645859,1
"DOUGBALDWIN","Doug Baldwin","WR",112.06875,7.84591035960629,1,"SEA",144,141.2,60,114,131.875,100.15,NA,112.4125,139.925,94,118.675,87.8,112.3921875,112.06875,45.5421084440002,-32.0883164018383,28.9,18.0182570326748,0.5,1,1,3.63758615972639,1
"TYLEREIFERT","Tyler Eifert","TE",89.6811100213394,4.79293766926247,2,"CIN",175,152.8,22,100.75,72.875,81.125,NA,86.3875,95.625,90.375,97.625,90.175,89.4796875,89.6811100213394,21.5090379172806,-32.8263010641142,16.3,9.16041790195146,1,2,1,0,1
"HARRYDOUGLAS","Harry Douglas","WR",110.801540782728,6.19518397607138,1,"ATL",145,163.7,61,112.25,129,94.125,NA,114.775,104.875,120.875,116.375,107.775,112.19375,110.801540782728,46.4839486066789,-33.3555256191102,24.4,10.5610533667,0.5,1,1,0,1
"JACEAMARO","Jace Amaro","TE",89.0689561332269,4.94716325632178,1,"NYJ",177,171,23,109,88,65,NA,90.8,92.75,93.5,90.875,69.5,87.265625,89.0689561332269,21.388564338091,-33.4384549522267,13.1,14.0333877229322,1,1,1,1.6094379124341,1
"ROBERTWOODS","Robert Woods","WR",109.455645694867,6.5354158110575,2,"BUF",148,151.1,62,93.375,108.125,87.225,NA,100.6,140.775,111.725,142.325,114.21,112.5725,109.455645694867,41.0771969564728,-34.7014207069716,18.3,20.2044431110727,1.05,2,1,3.91202300542815,1
"SAMBRADFORD","Sam Bradford","QB",212.369506334993,7.14477964433961,1,"STL",39,161.1,20,231.54,230.46,169.94,NA,205.2,228.2,191.5,226.18,193.64,208.9575,212.369506334993,154.718276236204,-35.2378603248344,19.9,23.027822767873,0.55,1,1,4.969813299576,1
