"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo","passAttMedian","passCompMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",89,152.277258164928,135.41,156.25,159.375,151.375,NA,161.2625,190,184.5,144.4,130.5,155.65,150.125,127,166.125,134.55,0,0,152.548300865801,152.277258164928,67.5039892021596,18.7605889632662,9.1326,4.75842410455777
"TRENTRICHARDSON","Trent Richardson","RB","IND",90,151.26857124527,128.595,177.925,146.475,181.45,NA,167.375,177.85,186.825,149.425,163.5,145.05,132.25,111.475,160.7,146.975,0,0,152.623154761905,151.26857124527,62.5719656068786,22.1739663584559,13.8065,5.58306387639547
"JULIANEDELMAN","Julian Edelman","WR","NE",91,150.04530581799,145.965,167,152.375,162.275,NA,158.9375,146.225,154.25,133.375,141.5,146.3,148.75,142,176.2,164.245,0,0,152.242386363636,150.04530581799,76.2177064587082,11.7019849403992,13.6391,4.4631475933754
"BENTATE","Ben Tate","RB","CLE",92,149.876236607961,97.285,167.025,140.25,188.1,NA,155.1275,179.875,147.625,138.425,150.5,153.9,140.375,175.225,161.725,128,0,0,148.066369047619,149.876236607961,61.604599080184,23.2055405686614,14.3391,5.74473479436752
"ERICDECKER","Eric Decker","WR","NYJ",93,148.549894024752,95.68,146.125,154,166.375,NA,146.7875,193.7,123.375,141.375,141.125,151.7,155.75,137.375,168.875,160.725,0,0,148.25788961039,148.549894024752,84.3750349930014,22.6644217884963,11.1391,5.36934300180142
"PIERRETHOMAS","Pierre Thomas","RB","NO",94,147.488637909723,153.59,167.35,138.125,132.625,NA,146.7775,159.7,149.05,131.225,144.5,134.525,161,169.825,150.325,148.625,0,0,147.390297619048,147.488637909723,78.05124975005,12.3687624820165,8.6739,4.03938400497782
"JORDANCAMERON","Jordan Cameron","TE","CLE",95,146.501916171273,145.85,129.5,156.5,151.875,151.875,143.9,144.125,141.625,152.875,152.625,147.875,166,131.125,148.25,146.125,0,0,147.348333333333,146.501916171273,60.7728054389122,9.15202781329024,11.1152,3.9433858172204
"GOLDENTATE","Golden Tate","WR","DET",96,145.000444452589,159.435,172.25,159.625,165.125,NA,154.8125,125.15,109.625,127,145.5,150.4,136,135.125,160.875,144.88,0,0,145.550963203463,145.000444452589,82.4072485502899,17.7106114092762,11.9065,4.92379349647361
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",97,144.246170697684,NA,211.34,200.38,93.1,NA,153.376,110.5,68.2,124.2,202.2,138.38,135.1,NA,126.9,213.7,366.5,213,134.722695970696,144.246170697684,178.9,48.7082203204744,23.4,9.33304511963712
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",98,143.480091327529,121.86,156.875,151.625,153.9,NA,144.275,139.875,110.875,137.075,136.75,153.35,151.375,156.75,153,157.06,0,0,143.356287878788,143.480091327529,82.3727854429114,14.0810068135988,11.3652,4.48754513770955
"SAMMYWATKINS","Sammy Watkins","WR","BUF",99,143.444905150224,NA,138.875,149.625,151.825,NA,142.325,176.125,126.75,133.375,141.25,143.875,136.25,134,152.975,138.05,0,0,142.42713952714,143.444905150224,85.5464107178564,12.3980909924234,13.4304,4.51572032711639
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",100,142.163169600133,136.97,156.6,136.1,126.9,NA,141.095,191.35,145.525,139.575,139.75,122.35,140.5,159.45,157.65,128.35,0,0,142.404404761905,142.163169600133,87.8511697660468,17.5447480048858,10.6239,4.77870731078828
"REGGIEWAYNE","Reggie Wayne","WR","IND",101,142.089836334402,159.41,140.625,143.5,162.5,NA,138.0625,173,113.25,134,144,141.25,142.25,126.875,165.75,138.485,0,0,144.472792207792,142.089836334402,88.0092181563687,15.9737425223929,12.7978,4.82948772852922
"JASONWITTEN","Jason Witten","TE","DAL",102,141.207628961256,145.69,151.25,151.125,144.25,144.25,145.3625,148.5,129,123.5,148.25,141.375,136.25,143.375,155.25,143.3,0,0,143.0805,141.207628961256,74.2602679464107,8.36827525681425,8.0239,3.55324675643036
"STEVANRIDLEY","Stevan Ridley","RB","NE",103,140.643766001729,160.75,169.475,137.55,166.2,NA,151.5325,130.6,142.925,130.975,163.5,122.425,135.125,147.9,131.4,137.8,0,0,141.680119047619,140.643766001729,69.1405918816237,15.1845928875526,13.1391,4.78030551391288
"VERNONDAVIS","Vernon Davis","TE","SF",104,139.96915408719,74.47,145.25,172.875,178.25,178.25,159.5125,172.125,145.125,124.875,136.125,140.875,126.375,104,153.375,116.875,0,0,141.2825,139.96915408719,57.1896720655869,29.4641268900481,10.8065,6.05262443732348
"DWAYNEBOWE","Dwayne Bowe","WR","KC",105,139.847132071201,143.245,137.75,128.625,126,NA,134.4125,147,146.5,144.625,136.875,142.5,136,124.5,167.5,158.275,0,0,141.147142857143,139.847132071201,95.5836332733453,11.8766659863753,7.6326,3.88393605775164
"CECILSHORTS","Cecil Shorts","WR","JAC",106,137.983690390967,213.375,118.25,NA,140.25,NA,128.8,159.975,140,105,139.375,141.625,137.5,141.375,154.375,140.55,0,0,142.568687978688,137.983690390967,111.063587282543,25.3290174819823,14.9152,6.02576960452861
"GREGOLSEN","Greg Olsen","TE","CAR",107,137.682289228433,165.245,132.5,141.125,135.25,135.25,136.0875,134.875,137.75,134.125,147.625,145.875,142,111.375,145.375,141.95,0,0,138.5845,137.682289228433,81.3063387322536,11.2043517879481,8.8652,3.93574248688032
"FREDJACKSON","Fred Jackson","RB","BUF",108,137.475195699528,138.54,151.95,136.15,122.05,NA,136.665,175.225,138.125,132.825,149.875,137.825,150.5,116.575,153.025,122.125,0,0,138.174047619048,137.475195699528,99.7620775844831,15.2898158889367,11.4152,4.61987225174916
"LAMARMILLER","Lamar Miller","RB","MIA",109,137.367594300984,86.905,143.7,137.125,88.875,NA,126.2975,152.75,127.375,165.6,152,147.9,117.875,144.325,142.85,150.05,0,0,132.748333333333,137.367594300984,72.8214057188562,23.2494872247897,11.4565,5.46256136021299
"STEVENJACKSON","Steven Jackson","RB","ATL",110,135.732686015355,134.335,171.3,118.575,157.325,NA,143.7525,81.75,129.625,128.8,130.75,146.025,129.75,160.35,153.775,155.65,0,0,137.129047619048,135.732686015355,75.5914617076585,22.2972169801931,16.3391,5.84802900565283
"RUEBENRANDLE","Rueben Randle","WR","NYG",111,134.512491732836,120.14,139.75,149,114.375,NA,130.825,126.75,122.375,138.75,154.5,144.5,117.5,130.375,146.25,156.425,0,0,133.79869047619,134.512491732836,99.29775044991,13.887705631953,16.4304,4.97114063032122
"BRIANHARTLINE","Brian Hartline","WR","MIA",112,132.750550572314,163.54,119.5,129,110.25,NA,125.4,130.625,150,120.75,135.5,136.625,124,140.875,148.75,136.775,0,0,132.81744047619,132.750550572314,126.4,14.0578952631882,20.5,5.39397428018505
"CHADHENNE","Chad Henne","QB","JAC",113,132.440541328713,215.4,171.74,136.6,113.3,NA,136.89,127.54,120.64,131.6,104.5,92.46,73.5,214.24,128.58,141.39,378,225.25,134.095595238095,132.440541328713,197,40.5950719685514,18.3,7.97087290473278
"RILEYCOOPER","Riley Cooper","WR","PHI",114,131.772173229814,137.61,133.375,134.25,132,NA,129.5375,129.95,117.25,137.65,128.5,127.075,144.125,123,162.25,119.6,0,0,132.73461038961,131.772173229814,101.750959808038,11.1863573653701,11.8739,4.23319636158411
"MARVINJONES","Marvin Jones","WR","CIN",115,131.637280515769,148.035,124.25,137.375,98.85,NA,125.9375,134.15,132.4,114.25,133.125,130.025,136,118.625,143.3,139.21,0,0,129.520135281385,131.637280515769,119.13660164271,12.7280161004385,15.8043,4.78666955004
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",116,130.15324796559,117.52,118.75,119,145.25,NA,124.7,120.825,124.625,130.5,142.5,132.875,136.25,129.625,153.7,133.925,0,0,129.912472943723,130.15324796559,111.514127174565,10.9224318843942,12.2978,4.24756665974393
"DANNYWOODHEAD","Danny Woodhead","RB","SD",117,128.912220885363,108.265,143.4,124.375,141.25,NA,133.9475,135.775,129.825,109.05,120.5,115.275,113.5,102.775,150.95,131.05,0,0,124.597976190476,128.912220885363,105.818286342731,14.678325873424,14.3804,4.85047121433225
"MIKEEVANS","Mike Evans","WR","TB",118,128.525234158773,NA,136.375,141.5,123.25,NA,127.5625,116,100.75,124.25,138.75,132.8,116.25,139.75,142.875,135.85,0,0,128.235743423243,128.525234158773,108.009778044391,12.4578534660177,11.7978,4.35958149951783
"BRANDINCOOKS","Brandin Cooks","WR","NO",119,127.212407332133,NA,139.375,143.375,105.95,NA,121.45,94.225,83.625,146.5,136.5,129.325,111.25,126.125,151.875,133.9,0,0,124.025616050616,127.212407332133,100.598810237952,20.7838237995507,15.0652,5.56184131947139
"JORDANREED","Jordan Reed","TE","WAS",120,125.350901964089,91.35,137.625,135.375,122.125,122.125,134.35,163.375,140.125,133.75,120,119.375,120.375,104,136.875,120.65,0,0,126.987666666667,125.350901964089,83.1146570685863,16.7193584335216,9.3239,4.56240646594636
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",121,125.188681126891,103.465,135.6,124.975,125.65,NA,127.5175,157.475,130.075,126.525,113.75,128.425,147,140.075,141.025,94.35,0,0,126.287857142857,125.188681126891,108.763407318536,16.5502040310205,15.6043,5.16945184690658
"ANQUANBOLDIN","Anquan Boldin","WR","SF",122,125.076915289786,135.445,117,126.5,146.275,NA,126.55,121.175,122.125,122.6,137.75,132.15,133.125,113.375,143.825,115.08,0,0,127.583170995671,125.076915289786,114.69635523614,10.3579875280804,13.7304,4.33063650090262
"KENNYSTILLS","Kenny Stills","WR","NO",123,123.709556989719,122.97,121.625,121.375,96.775,NA,123.175,136.15,135.625,110.75,121.5,123.475,118.75,133.5,135.975,125.025,0,0,123.098982683983,123.709556989719,127.899630073985,10.6567805119145,13.6152,4.3506536280081
"GREGJENNINGS","Greg Jennings","WR","MIN",124,123.124781505139,93.595,102.375,115.625,128,NA,113.875,153.425,117.375,109.5,137.75,122.5,144.125,130.375,140.5,142.625,0,0,124.545167748918,123.124781505139,123.2,17.4076867139425,19.7,5.6672911007503
"DENNISPITTA","Dennis Pitta","TE","BAL",125,123.115477795773,12.43,149,137,128.25,128.25,135.775,151.125,121.625,118.375,121.25,111.75,116.25,108.375,151,119.025,0,0,120.553333333333,123.115477795773,94.4962807438512,32.9882173662052,22.7673,7.61393603331936
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",126,121.597374606783,109.77,128,132.875,120,120,128.0875,156.875,129.125,111.5,133.25,110.25,119.75,99.125,130.75,117.675,0,0,122.988833333333,121.597374606783,97.4287642471506,13.6147458858296,14.713,4.77151117215681
"DOUGBALDWIN","Doug Baldwin","WR","SEA",127,120.499913363108,148.925,114,134.375,100.15,NA,116.7375,139.925,111.875,119.675,128,112.125,119,119.125,131.05,118.065,0,0,122.089648268398,120.499913363108,141.9,12.7785941657532,24.1,5.61737617009524
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",128,119.74974249161,NA,117.875,129.875,98.375,NA,115.7,125.35,120.5,102.625,113.5,125.625,118.5,123.5,129.25,137.2,0,0,119.192649017649,119.74974249161,125.21750743474,10.7562802168112,17.2804,4.72580419043355
"DANNYAMENDOLA","Danny Amendola","WR","NE",129,119.387558383546,120.555,113.875,109.25,119.875,NA,119.4625,133.125,139.75,126.375,88.75,110.025,128.125,130.75,132.65,78.695,0,0,117.079902597403,119.387558383546,124.83350329934,17.145166073188,14.7152,5.14367251365453
"JAMESJONES","James Jones","WR","OAK",130,117.991655604799,29.63,103.25,109.375,117.875,NA,117.2625,164.175,127,99.25,130,122,125.25,125,145.875,117.85,0,0,116.14632034632,117.991655604799,138.35,29.976123578393,15.4239,6.56597187610019
"HAKEEMNICKS","Hakeem Nicks","WR","IND",131,117.012917903803,134.965,128.25,117.625,119.125,NA,122.9625,122.45,92.75,122.5,85.5,116.375,125,110.5,141.625,98.05,0,0,116.802765151515,117.012917903803,114.152871437894,15.6945671693501,14.1652,4.93612463097714
"JUSTINHUNTER","Justin Hunter","WR","TEN",132,116.56231276262,NA,119.375,130.5,114.25,NA,111.1125,104.75,87.875,99.625,113.75,124.875,111.25,101.625,138.25,146.565,0,0,115.300418747919,116.56231276262,132.540850277264,16.2667021808277,12.8826,4.86878923037837
"TAVONAUSTIN","Tavon Austin","WR","STL",133,116.400582601495,36.28,113.375,112.75,101.6,NA,124.7875,82.3,135.15,114.625,118,124.025,124.125,130.95,141.475,112.645,0,0,113.818409090909,116.400582601495,114.035342931414,26.293128383129,14.4978,6.08581307191623
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",134,115.847159772853,74.745,130,118.625,109,NA,119.9125,119.425,120.625,106.75,111.25,118.375,123.5,119.5,128.875,123.9,0,0,115.613106060606,115.847159772853,135.414982698962,13.6232809140827,14.1239,4.71379805048578
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",135,114.749847642771,139.94,122.875,114.75,121.875,NA,118.8625,100.625,119,112.625,110.625,105.25,116.25,104.25,131.625,125.925,0,0,116.828154761905,114.749847642771,114.01087267525,10.8014061791245,22.2537085680493,5.22537613057888
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",136,113.349698735213,145.2,136.825,NA,137,NA,118.3175,99.375,126.575,86.375,86.875,92.3,119.875,173.125,133.425,91.15,0,0,116.773434065934,113.349698735213,115.275209363334,26.6057829017321,17.7891,6.44621919807626
"STEVESMITH","Steve Smith","WR","BAL",137,112.39993582371,112.75,103.375,114.25,114.5,NA,109.3625,109.875,NA,111.5,114.625,114,130,108.5,133.375,106.85,0,0,113.130929487179,112.39993582371,143.478520581863,8.52750522442315,10.9913,3.86526272709604
"MARKUSWHEATON","Markus Wheaton","WR","PIT",138,111.38400943729,59.915,110.75,102.875,107.25,NA,99.7625,120.95,71.575,111.5,127,114.325,112.75,129.625,127.8,141.19,0,0,109.348836580087,111.38400943729,139.55,21.9446312092039,11.45,5.32444337457317
"DARRENSPROLES","Darren Sproles","RB","PHI",139,110.799778901696,85.94,127.525,107.275,116.35,NA,114.355,119.75,109.225,115.2,121.5,108.2,88,160.55,148.75,98.55,0,0,114.188452380952,110.799778901696,97.8320335932814,20.4041321903079,11.2239,5.13965051944173
"ZACHERTZ","Zach Ertz","TE","PHI",140,110.750101976037,90.155,125.75,135.5,104.75,NA,121.2,120,112.375,101.875,118.5,99.625,122,99.625,123.625,104.75,0,0,112.119761904762,110.750101976037,114.730053667263,12.8565505174907,24.6412,5.67943567415197
"RODSTREATER","Rod Streater","WR","OAK",141,110.199957596513,147.24,120.375,124.625,96.825,NA,108.65,101.475,88.375,118.4,103.5,91.6,132.5,118.75,113.7,99.64,0,0,110.356461038961,110.199957596513,159.2,16.4836924949852,24.8,6.07736787111531
"TERRANCEWEST","Terrance West","RB","CLE",142,108.192007812205,NA,159.1,129.25,73.5,NA,122.075,92,104.35,94.125,95.25,99.975,106,122.55,134.875,109.45,0,0,110.213553113553,108.192007812205,97.1916416716657,22.29719857073,17.8391,5.99726909017247
"CHARLESCLAY","Charles Clay","TE","MIA",143,108.068157758212,126.405,97.375,109.25,121,NA,108.2875,121,118.375,105,114.125,100,99,98.375,131.625,107.215,0,0,111.668833333333,108.068157758212,126.4,11.0835348085808,20.5,5.0806147180183
"HARRYDOUGLAS","Harry Douglas","WR","ATL",144,107.862864658324,79.09,112.25,135.25,94.125,NA,116.65,104.875,120.875,106.875,104.5,101.625,114.875,115.75,120,113.175,0,0,109.127023809524,107.862864658324,156.1,13.3471027075846,24.4,5.70711899269989
"DAVIDWILSON","David Wilson","RB","NYG",145,106.78250264536,-0.72,118.6,NA,NA,NA,58.4,NA,NA,NA,NA,NA,NA,164.225,NA,NA,0,0,32.5385,106.78250264536,126.298952671351,71.7889853871516,22.239,11.6491733328455
"DARRENMCFADDEN","Darren McFadden","RB","OAK",146,106.687746858972,132.215,110.575,82.275,83.675,NA,96.045,129.75,119.275,101.05,98,96.225,97.75,131.4,132.575,118.9,0,0,106.75494047619,106.687746858972,106.721225754849,18.0373572812734,14.9804,5.26405405333553
"BERNARDPIERCE","Bernard Pierce","RB","BAL",147,106.104945874553,56.24,142.325,98.3,99.8,NA,110.7925,70.05,96.225,99.4,121,110.05,78.625,142.45,136.65,118.425,0,0,104.683095238095,106.104945874553,100.977844431114,25.9585652119683,16.4891,6.24868940121618
"JEREMYHILL","Jeremy Hill","RB","CIN",148,105.737283371285,NA,142.975,81.875,98.525,NA,107.745,115.5,105.925,84.3,130.75,84.15,99.125,110.475,85.125,115.1375,0,0,103.061382783883,105.737283371285,112.400419916017,18.76410135123,18.1804,5.65900213722
"ROBERTWOODS","Robert Woods","WR","BUF",149,105.252450557112,71.34,93.375,119.375,87.225,NA,103.975,141.275,111.725,105.5,101,96.85,105.25,113.625,139.2,112.85,0,0,107.086877705628,105.252450557112,151.7,18.5337923366784,8.95,4.71636253590227
"ANTONIOGATES","Antonio Gates","TE","SD",150,105.089611300009,92.105,108.125,126,99.5,NA,113.0875,104.125,117.75,99.5,117.5,91.125,110.625,88.625,118.5,91.9,0,0,104.795119047619,105.089611300009,135.822022838499,12.1007564315484,18.2101940174069,4.95995915171187
"HEATHMILLER","Heath Miller","TE","PIT",151,104.875571842232,77.535,121.625,119.125,91,NA,112.275,110.125,115.25,93.625,112.5,94.125,101.25,104.375,113.875,109.5,0,0,104.39744047619,104.875571842232,132.6,12.4811512670326,9.5,4.1334171247084
"ODELLBECKHAM","Odell Beckham","WR","NYG",152,104.436785816643,NA,112.125,102.75,98.75,NA,106.7125,101.375,100.725,79.5,102.75,105.125,99,117.375,107.5,109.675,0,0,102.968011155511,104.436785816643,154.9,8.97125015407123,25.8,5.38539975744868
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",153,103.099848032455,NA,102.625,107.125,101.125,NA,102.65,77.7,96,89.175,124,102.375,86.75,108,123.5,114.89,0,0,95.3831277056277,103.099848032455,147.388987764182,13.5165273238889,15.3161319974717,4.82117192041464
"DELANIEWALKER","Delanie Walker","TE","TEN",154,102.625115765415,64.85,109.375,111,104.75,NA,108.3625,114.125,109.5,100.75,103.75,98.5,111.25,80.75,112.375,108.025,0,0,102.034226190476,102.625115765415,149.6,13.7519305899907,15.6,4.87421585724802
"LADARIUSGREEN","Ladarius Green","TE","SD",155,102.425111341752,NA,112.375,129.375,97,NA,112.525,126.375,103,94.375,110,99.875,87.125,87.375,100.25,102.625,0,0,97.3619047619048,102.425111341752,131.436925515055,13.0766710948573,18.6543,5.10696145222634
"MARQISELEE","Marqise Lee","WR","JAC",156,101.875051753573,NA,100.125,104.5,100.325,NA,95.9875,110.325,76.125,96.625,129.5,98.425,85.75,133.625,117.75,119.975,0,0,104.13745004995,101.875051753573,165.3,16.5286397956272,24,6.00250748460924
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",157,100.953143300349,90.04,99.75,104.125,105.375,NA,97.6375,140.375,86,79.65,98,88.575,118.125,102,125.625,99.2,0,0,101.616645021645,100.953143300349,167.8,16.2443712282216,25.3,6.10190185700898
"DWAYNEALLEN","Dwayne Allen","TE","IND",158,98.6500669110993,123.485,100.625,109.125,69.375,NA,95.6875,114.525,106.625,85.875,110,87.125,113.75,58.625,100.25,80.025,0,0,96.7454166666667,98.6500669110993,157.8,18.5386016313644,19.3,5.74663917813635
"NATEWASHINGTON","Nate Washington","WR","TEN",159,97.6368835579867,100.46,100.375,95.75,87,NA,94.7375,135,95.5,82.875,89.5,70.5,87,128.625,114.375,109.45,0,0,98.8678571428571,97.6368835579867,184.8,17.5693360077756,18.7,5.58482675205562
"JAREDCOOK","Jared Cook","TE","STL",160,96.7497656539684,146.145,89.875,108.25,85.125,NA,96.1625,101.875,104.5,92.125,108.125,86.25,89.625,95.25,106.625,96.475,0,0,99.4975595238095,96.7497656539684,160.7,15.3431953241208,16,5.08165918822279
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",161,96.0399739392737,NA,NA,125.125,82.125,NA,100.6625,102.35,60.625,99.375,102.75,106.375,74.25,94.125,119.25,102.45,0,0,96.8309659090909,96.0399739392737,140.874112829845,17.970072546849,15.3652,5.29525091867423
"CHRISIVORY","Chris Ivory","RB","NYJ",162,95.3124470127348,84.875,125.075,77.125,112.425,NA,99.89,118.975,92.725,80.125,108.375,90.4,68.375,120.525,119.35,89.1,0,0,97.6952380952381,95.3124470127348,129,18.4154462609248,0,3.81341694154629
"ERICEBRON","Eric Ebron","TE","DET",163,94.6190173589347,NA,121.125,126.5,83.5,NA,106.7125,83.5,78.625,83,101.25,88.125,89.625,86.125,105.75,89.85,0,0,95.3158882783883,94.6190173589347,142.933015167364,15.326590978611,25.8847,6.06338495066114
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",164,92.0504255675111,NA,154.3,114.875,61.6,NA,105.2375,91,63.825,95.75,104.875,78.6,128.75,40.3,112.35,86.2,0,0,94.3146978021978,92.0504255675111,125.190616486732,30.2708061790691,18.2217,6.87538397022159
"SHONNGREENE","Shonn Greene","RB","TEN",165,91.864798064843,136.46,98.7,50.775,87.025,NA,79.6325,70.625,89.925,80.1,86.25,75.575,108.25,113.85,111.175,98.625,0,0,90.4897619047619,91.864798064843,144.1,21.4070753658961,24.1,6.52641767071516
"MILESAUSTIN","Miles Austin","WR","CLE",166,91.5254441972015,55.945,88.125,78.875,52.125,NA,79.65,169.4,98.625,89.625,72,104.625,117.75,107.75,129.25,96.4,0,0,95.0737987012987,91.5254441972015,161.9,30.3229923848279,21.2,7.17720698795909
"ANDREWILLIAMS","Andre Williams","RB","NYG",167,91.5247360270133,NA,102.575,108.575,67.375,NA,84.885,110.125,43.325,99.375,100.25,76.025,103,29.275,97.475,90.9375,0,0,84.6254487179487,91.5247360270133,135,25.2951347461705,30.6,7.5827541354821
"AARONDOBSON","Aaron Dobson","WR","NE",168,91.2600549948149,42.345,103.125,56.625,106.5,NA,86.45,118.075,86.125,77,97.75,104.375,49.5,116.25,139.5,112.125,0,0,92.2327651515152,91.2600549948149,139.067550083472,28.0915339427779,12.8413,6.11046861827851
"MIKEWILLIAMS","Mike Williams","WR","BUF",169,91.1247878402669,116.08,85.375,86,106,NA,86.9375,83.6,74.625,89.125,116,87.25,80.5,88.25,123.25,90.375,0,0,93.1334361471861,91.1247878402669,165.4,15.0389118423665,20.3,5.47742896551838
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",170,90.8500857484427,123.745,91.75,88.5,90.9,NA,86.95,94.15,76.625,76.55,100.5,52.5,80.5,111.375,94.675,94.32,0,0,89.1131818181818,90.8500857484427,192,16.7209315753415,13.8,5.00792035124223
"GARRETTGRAHAM","Garrett Graham","TE","HOU",171,89.6253905486275,91.95,90.625,99.5,60.25,NA,87.7625,117.75,93.375,86.5,72,79.375,111.25,83.25,106.5,99.625,0,0,90.9486904761905,89.6253905486275,162.9,15.3155664960451,21.3,5.60607021011533
"MARKINGRAM","Mark Ingram","RB","NO",172,89.4212614046827,104.865,80.1,37.875,80.725,NA,61.5925,106.9,56.275,81.4,91.625,76.6,116,145.85,117.75,101.05,0,0,88.741130952381,89.4212614046827,139.45,28.1416756064904,12.85,6.11661682647249
"CHRISGIVENS","Chris Givens","WR","STL",173,89.3934794360172,139.565,97,111.75,92.975,NA,98.025,122.05,82.375,53.55,55.125,68.75,68.25,161.75,117.8,31.095,0,0,92.1844805194805,89.3934794360172,171.1,36.0372797588495,31.1,8.76422505548027
"MALCOMFLOYD","Malcom Floyd","WR","SD",174,88.9148902353296,107.495,98.75,81.25,NA,NA,68.825,103.625,77.125,94.25,97.75,85.375,68.25,70.375,101.5,106.4,0,0,82.6952976190476,88.9148902353296,161.3,14.7525231544667,19.4,5.35771167370545
"DONNIEAVERY","Donnie Avery","WR","KC",175,88.3522406490666,82.895,93.75,87.125,NA,NA,88.7125,90.825,84.125,88.65,80.125,68.45,93.25,98.375,112.85,96.005,NA,0,89.2724230769231,88.3522406490666,186,10.4501617580414,6.9,3.66075890666439
"TYLEREIFERT","Tyler Eifert","TE","CIN",176,88.0605128794159,33.99,100.75,72.875,81.125,NA,86.3875,95.625,90.375,90,92.75,93.125,105,95.25,97.625,76.6,0,0,86.3961904761905,88.0605128794159,157.8,17.5608014537827,18.4,5.55407920131926
"KENNYBRITT","Kenny Britt","WR","STL",177,87.7878675525089,78.155,89.25,97.875,89.625,NA,77.6375,71.375,20.875,97,113.75,92.875,92.75,62.75,137,135,0,0,89.1670833333333,87.7878675525089,151.1,29.2012553340399,32.5,8.18331787303518
"CARLOSHYDE","Carlos Hyde","RB","SF",178,86.4870784175929,NA,105.05,82.6,50.625,NA,78.395,88.125,62.875,91.775,102.875,76.025,8.125,105.8,106.25,86.675,0,0,79.018663003663,86.4870784175929,132.569366407651,27.5377392909514,24.7956,7.24151364684765
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",179,83.3955672159726,90.385,94.1,61.35,61.45,NA,77.425,86.6,98.5,55.05,73.875,67.675,76.25,157.7,104.9,83.5,0,0,83.45375,83.3955672159726,145.15,25.64378807885,25.6,7.12201260354592
"KHIRYROBINSON","Khiry Robinson","RB","NO",180,83.3626862599916,NA,141.05,94.725,101.55,NA,117.2425,63.25,131,69,74.625,74.4,44.875,15.1,121.825,49.5625,0,0,84.417967032967,83.3626862599916,123.706818636273,37.3263686043674,20.4304,7.83846673131518
"STEVEJOHNSON","Steve Johnson","WR","SF",181,83.1252667393565,106.82,96.875,66.625,97.75,NA,79.45,NA,60.25,73.25,88.875,90.95,86.75,NA,90.725,NA,0,0,83.8642727272727,83.1252667393565,164.2,14.0854991520938,28.4,6.1828904422614
"LANCEMOORE","Lance Moore","WR","PIT",182,82.2415559112909,66.255,88.375,74.5,87.25,NA,88.4375,81.375,110.625,68,74.5,79.625,80.5,99.5,89.75,78.925,0,0,82.8485876623377,82.2415559112909,181.8,11.9034595306607,51.6,8.26128136526865
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",183,82.2384322951216,52.44,101.3,64.325,37.925,NA,67.1475,99.25,58.375,83.6,98.25,67.05,107.5,139.025,106.625,89.4,0,0,81.9722023809524,82.2384322951216,139.55,27.1592119621036,13.05,6.03300968761948
"ANDREHOLMES","Andre Holmes","WR","OAK",184,81.9411573080409,NA,NA,64.25,49,NA,48.9,102.775,81.875,118.9,128.125,72.575,85.25,65.25,77,117.2,0,0,77.8143523143523,81.9411573080409,158.4,26.9734030054973,26.1,7.31183965533994
"COBYFLEENER","Coby Fleener","TE","IND",185,81.0735983891863,118.85,91.625,62.25,84.125,NA,76.2125,63.625,66.125,86.75,88.375,77.875,93.375,74.25,94.625,80.7,0,0,83.1016071428571,81.0735983891863,167.2,14.9119763029457,15.1,4.94668350035592
"DENARIUSMOORE","Denarius Moore","WR","OAK",186,80.0120032840219,185.045,98.625,87.625,101.875,NA,82.825,87,41.875,42.5,20.625,72.625,89.875,107.875,94,37.225,0,0,80.8860714285714,80.0120032840219,181.4,40.4324665422085,17.6,7.88409556087263
"ALLENROBINSON","Allen Robinson","WR","JAC",187,79.2068501646245,NA,101.5,113.25,NA,NA,70.8,86.625,37.875,76,87.375,77.375,49.5,98.75,71.625,85.5,0,0,72.3057692307692,79.2068501646245,176,21.1684239681525,24,6.49132542010816
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",188,79.1122344024311,80.795,114.45,88.35,89.2,NA,91.1275,46,71.275,63.675,65.75,60.85,76.125,62.7,NA,71.125,0,0,75.5416025641026,79.1122344024311,180.7,17.4717815806678,35.2,7.21621130685102
