"player","position","positionRank","team","teams","aav","teams10","aavImputeZeros","aavPercent","aavImputeZerosPercent","aavFitted","aavPercentFitted","aavPercentToAAVFitted","predictedAAV","predictedAAVPercent","predictedAAVPercentToAAV"
"Alex Smith","QB",19,"KC",8,NA,0,0,NA,0,0.255782348459146,0.000372025827695529,0.00595241324312846,0.26032135523664,0,0
"Alex Smith","QB",19,"KC",16,6,0,6,0.1875,0.1875,5.99050892352563,0.191299399928581,6.1215807977146,6.12741649561881,0.192246538101226,6.15188921923924
"Alex Smith","QB",19,"KC",10,NA,0,0,NA,0,0.0770360265196139,0.00674414000121572,0.134882800024314,0.11466717462603,0.00569594030509329,0.113918806101866
"Alfred Blue","RB",64,"HOU",6,NA,0,0,NA,0,0,-0.00520239754153662,0,0,0.00348761306476661,0.0418513567771993
"Alfred Blue","RB",64,"HOU",16,2,0,2,0.0625,0.0625,1.74857481461846,0.056200187925882,1.79840601362823,1.74630866626809,0.0557456695529548,1.78386142569455
"Alfred Blue","RB",64,"HOU",14,1,0,1,0.0357142857142857,0.0357142857142857,1.05695348740454,0.034069753283265,0.95395309193142,1.06035679693223,0.0354441407061838,0.992435939773148
"Alfred Blue","RB",64,"HOU",10,NA,0,0,NA,0,0.0882542872563543,-0.00441056495610441,0,0.102996512540166,0.000621634058506626,0.0124326811701325
"Alfred Blue","RB",64,"HOU",20,3,0,3,0.075,0.075,3.35426767206415,0.0837557950623939,3.35023180249576,3.34066260795765,0.0796434650977744,3.18573860391098
"Alfred Blue","RB",64,"HOU",4,NA,0,0,NA,0,0.247843876518714,0.0197777748832681,0.158222199066145,0.27959447543671,0.0302966912854174,0.24237353028334
"Alfred Blue","RB",64,"HOU",8,NA,0,0,NA,0,0,-0.0117661232750214,0,0,0,0
"Alfred Blue","RB",64,"HOU",18,3,0,3,0.0833333333333333,0.0833333333333333,2.52715242625579,0.0742612560652295,2.67340521834826,2.51921682002735,0.0719778318964561,2.59120194827242
"Alfred Blue","RB",64,"HOU",12,NA,0,0,NA,0,0.490707094866377,0.0123671147762967,0.29681075463112,0.499779862272128,0.0155704079950616,0.373689791881478
"Alfred Morris","RB",14,"WAS",12,26,23,26,1.08333333333333,1.08333333333333,25.7414841245603,1.0494786371057,25.1874872905368,26.1463209014227,1.09638575601792,26.3132581444301
"Alfred Morris","RB",14,"WAS",20,30,23,30,0.75,0.75,29.812084852386,0.789166231178229,31.5666492471292,30.3181506959875,0.758177960962183,30.3271184384873
"Alfred Morris","RB",14,"WAS",4,5,23,5,0.625,0.625,6.07553031475473,0.703825344941223,5.63060275952979,6.37913802487804,0.828627852981708,6.62902282385366
