analystId,siteTableId,positionId,startPage,endPage,stepPage,urlPeriod,urlData,nameCol,whichTable,playerLinkString,siteUrl
jawo,fbg_wr,3,1,1,1,season,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myviewprojections.php?projforwhat=wr&projector=50&profile=0
jawo,fbg_te,4,1,1,1,season,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myviewprojections.php?projforwhat=te&projector=50&profile=0
sibl,fbg_qb,1,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=107&pos=qb&profile=0&week={$WeekNo}
sibl,fbg_rb,2,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=107&pos=rb&profile=0&week={$WeekNo}
sibl,fbg_wr,3,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=107&pos=wr&profile=0&week={$WeekNo}
sibl,fbg_te,4,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=107&pos=te&profile=0&week={$WeekNo}
ffto,fft_dl,7,0,1,1,season,html,2,11,"/stats/players/""",http://www.fftoday.com/rankings/playerproj.php?Season={$Season}&LeaugeID=1&PosID=50&cur_page={$PgeID}
ffto,fft_lb,8,0,2,1,season,html,2,11,"/stats/players/""",http://www.fftoday.com/rankings/playerproj.php?Season={$Season}&LeaugeID=1&PosID=60&cur_page={$PgeID}
ffto,fft_db,9,0,2,1,season,html,2,11,"/stats/players/""",http://www.fftoday.com/rankings/playerproj.php?Season={$Season}&LeaugeID=1&PosID=70&cur_page={$PgeID}
ffne,ffn_qb,1,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/QB/{$WeekNo}
ffne,ffn_qb,1,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/QB
ffne,ffn_rb,2,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/RB/{$WeekNo}
ffne,ffn_rb,2,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/RB
ffne,ffn_wr,3,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/WR/{$WeekNo}
ffne,ffn_wr,3,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/WR
ffne,ffn_te,4,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/TE/{$WeekNo}
ffne,ffn_te,4,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/TE
ffne,ffn_k,5,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/K/{$WeekNo}
ffne,ffn_k,5,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/K
ffne,ffn_dst,6,1,1,1,week,xml,28,,,http://www.fantasyfootballnerd.com/service/weekly-projections/xml/{$FFNKey}/DEF/{$WeekNo}
ffne,ffn_dst,6,1,1,1,season,xml,10,,,http://www.fantasyfootballnerd.com/service/draft-projections/xml/{$FFNKey}/DEF
edfo,eds_qb,1,1,1,1,week,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/qb/
edfo,eds_qb,1,1,1,1,season,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/qb/
edfo,eds_rb,2,1,1,1,week,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/rb/
edfo,eds_rb,2,1,1,1,season,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/rb/
edfo,eds_wr,3,1,1,1,week,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/wr/
edfo,eds_wr,3,1,1,1,season,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/wr/
edfo,eds_te,4,1,1,1,week,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/te/
edfo,eds_te,4,1,1,1,season,html,2,2,,http://www.eatdrinkandsleepfootball.com/fantasy/projections/{$Season}/te/
dono,fbg_dl,7,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=0&pos=dl&profile=0&week={$WeekNo}
dono,fbg_lb,8,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=0&pos=lb&profile=0&week={$WeekNo}
dono,fbg_db,9,1,1,1,week,html,2,1,player-all-info.php?,http://subscribers.footballguys.com/myfbg/myweeklycheatsheet.php?who=0&pos=db&profile=0&week={$WeekNo}
fash,fs_qb,1,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=1&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_qb,1,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=1&scoring=1&segment={$Segment}&uid=4
fash,fs_rb,2,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=2&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_rb,2,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=2&scoring=1&segment={$Segment}&uid=4
fash,fs_wr,3,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=4&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_wr,3,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=4&scoring=1&segment={$Segment}&uid=4
fash,fs_te,4,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=5&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_te,4,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=5&scoring=1&segment={$Segment}&uid=4
fash,fs_k,5,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=7&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_k,5,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=7&scoring=1&segment={$Segment}&uid=4
fash,fs_dst,6,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=6&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_dst,6,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=6&scoring=1&segment={$Segment}&uid=4
fash,fs_dl,7,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=8&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_dl,7,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=8&scoring=1&segment={$Segment}&uid=4
fash,fs_lb,8,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=9&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_lb,8,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=9&scoring=1&segment={$Segment}&uid=4
fash,fs_db,9,1,1,1,week,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment={$Segment}&Position=10&scoring=1&League=&uid=4&uid2=&printable=
fash,fs_db,9,1,1,1,season,csv,0,,,http://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Position=10&scoring=1&segment={$Segment}&uid=4
4fo4,fff_qb,1,1,1,1,season,csv,2,1,,/4for4/allprojections.csv
4fo4,fff_qb,1,1,1,1,week,csv,2,1,,/4for4/projectionsW{$WeekNo}_{$Season}.csv
4fo4,fff_rb,2,1,1,1,season,csv,2,1,,/4for4/allprojections.csv
4fo4,fff_rb,2,1,1,1,week,csv,2,1,,/4for4/projectionsW{$WeekNo}_{$Season}.csv
4fo4,fff_wr,3,1,1,1,season,csv,2,1,,/4for4/allprojections.csv
4fo4,fff_wr,3,1,1,1,week,csv,2,1,,/4for4/projectionsW{$WeekNo}_{$Season}.csv
4fo4,fff_te,4,1,1,1,season,csv,2,1,,/4for4/allprojections.csv
4fo4,fff_te,4,1,1,1,week,csv,2,1,,/4for4/projectionsW{$WeekNo}_{$Season}.csv
rowi,roto_qb,1,1,1,1,season,file,1,1,,/rotowire/QBprojstats.xls
rowi,roto_qb,1,1,1,1,week,csv,1,1,,/rotowire/QBproj{$Season}Wk{$WeekNo}.csv
rowi,roto_rb,2,1,1,1,season,file,1,1,,/rotowire/RBprojstats.xls
rowi,roto_rb,2,1,1,1,week,csv,1,1,,/rotowire/RBproj{$Season}Wk{$WeekNo}.csv
rowi,roto_wr,3,1,1,1,season,file,1,1,,/rotowire/WRprojstats.xls
rowi,roto_wr,3,1,1,1,week,csv,1,1,,/rotowire/WRproj{$Season}Wk{$WeekNo}.csv
rowi,roto_te,4,1,1,1,season,file,1,1,,/rotowire/TEprojstats.xls
rowi,roto_te,4,1,1,1,week,csv,1,1,,/rotowire/TEproj{$Season}Wk{$WeekNo}.csv
rowi,roto_k,5,1,1,1,season,file,1,1,,/rotowire/Kprojstats.xls
rowi,roto_k,5,1,1,1,week,csv,1,1,,/rotowire/Kproj{$Season}Wk{$WeekNo}.csv
rowi,roto_dl,7,1,1,1,season,file,1,1,,/rotowire/IDPprojstats.xls
rowi,roto_lb,8,1,1,1,season,file,1,1,,/rotowire/IDPprojstats.xls
rowi,roto_db,9,1,1,1,season,file,1,1,,/rotowire/IDPprojstats.xls
numf,nmf_dl,7,1,1,1,season,file,1,1,,/numberfire/idpprojections.xls
numf,nmf_lb,8,1,1,1,season,file,1,1,,/numberfire/idpprojections.xls
numf,nmf_db,9,1,1,1,season,file,1,1,,/numberfire/idpprojections.xls
yasp,yahoo_dl,7,0,450,25,week,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?status=A&pos=DL&cut_type=9&stat1=S_PW_{$WeekNo}&myteam=0&sort=PTS&sdir=1&count={$PgeID}
yasp,yahoo_dl,7,0,450,25,season,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?&sort=PTS&sdir=1&status=A&pos=DL&cut_type=9&stat1=S_PS_{$Season}&jsenabled=1&count={$PgeID}
yasp,yahoo_lb,8,0,475,25,week,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?status=A&pos=LB&cut_type=9&stat1=S_PW_{$WeekNo}&myteam=0&sort=PTS&sdir=1&count={$PgeID}
yasp,yahoo_lb,8,0,475,25,season,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?&sort=PTS&sdir=1&status=A&pos=LB&cut_type=9&stat1=S_PS_{$Season}&jsenabled=1&count={$PgeID}
yasp,yahoo_db,9,0,575,25,week,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?status=A&pos=DB&cut_type=9&stat1=S_PW_{$WeekNo}&myteam=0&sort=PTS&sdir=1&count={$PgeID}
yasp,yahoo_db,9,0,575,25,season,html,2,2,"http://sports.yahoo.com/nfl/players/[0-9]{3,6}",http://football.fantasysports.yahoo.com/f1/{$YahooLeague}/players?&sort=PTS&sdir=1&status=A&pos=DB&cut_type=9&stat1=S_PS_{$Season}&jsenabled=1&count={$PgeID}
cbav,cbs_qb,1,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/QB/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_qb,1,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/QB/season/avg/standard?&print_rows=9999
cbav,cbs_rb,2,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/RB/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_rb,2,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/RB/season/avg/standard?&print_rows=9999
cbav,cbs_wr,3,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/WR/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_wr,3,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/WR/season/avg/standard?&print_rows=9999
cbav,cbs_te,4,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/TE/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_te,4,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/TE/season/avg/standard?&print_rows=9999
cbav,cbs_k,5,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/K/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_k,5,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/K/season/avg/standard?&print_rows=9999
cbav,cbs_dst,6,1,1,1,week,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/DST/{$WeekNo}/avg/standard?&print_rows=9999
cbav,cbs_dst,6,1,1,1,season,html,1,1,"/fantasyfootball/players/playerpage/[0-9]{3,6}",http://www.cbssports.com/fantasy/football/stats/weeklyprojections/DST/season/avg/standard?&print_rows=9999
rtsp,rts_qb,1,1,1,1,season,html,2,3,,http://www.rtsports.com/football-draft-guide/draft-guide-projected.php?CACHED=0&POS=0
rtsp,rts_rb,2,1,1,1,season,html,2,3,,http://www.rtsports.com/football-draft-guide/draft-guide-projected.php?CACHED=0&POS=1
rtsp,rts_wr,3,1,1,1,season,html,2,3,,http://www.rtsports.com/football-draft-guide/draft-guide-projected.php?CACHED=0&POS=2
rtsp,rts_te,4,1,1,1,season,html,2,3,,http://www.rtsports.com/football-draft-guide/draft-guide-projected.php?CACHED=0&POS=3
rtsp,rts_k,5,1,1,1,season,html,2,3,,http://www.rtsports.com/football-draft-guide/draft-guide-projected.php?CACHED=0&POS=4
4fo4,fff_k,5,1,1,1,season,csv,2,1,,/4for4/allprojections.csv
4fo4,fff_k,5,1,1,1,week,csv,2,1,,/4for4/projectionsW{$WeekNo}_{$Season}.csv
