"name","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","vor","sdPick","sdPts","avgCost","projectedCost","bidUpTo"
"Toby Gerhart","RB",61.255,4.48858167529605,1,"MIN",222,184.5,62,58.825,61.605,56.575,61.255,59.3483333333333,56.8005035567489,-58.6158333333333,23.4,2.34559160980764,1,1,1
"Justin Hunter","WR",60.8425,3.60064280626636,1,"TEN",223,189.2,91,71.25,74.2625,56.125,60.8425,65.3266666666667,63.4834551842925,-89.4341666666667,6.9,8.55120337535406,1,1,1
"Luke Stocker","TE",60.725,4.09086382999467,1,"TB",224,NA,36,56.75,43.5375,56.25,60.725,54.3072916666667,52.534898108837,-52.8875,NA,7.45913432616905,1,1,1
"Juron Criner","WR",60.2075,4.31517649042327,1,"OAK",225,NA,92,NA,71.7625,NA,60.2075,44.0183333333333,33.9274944377751,-90.0691666666667,NA,8.17061885661056,1,1,1
"Terrance Williams","WR",58.125,8.48068120467465,1,"DAL",226,194.5,93,57.25,74.45,80.825,58.125,68.7208333333333,65.6888087934299,-92.1516666666667,45.5,11.8139130548124,1,1,1
"Ed Dickson","TE",57.8375,3.99500192322521,1,"BAL",227,NA,37,52.625,61.6125,69.625,57.8375,60.425,58.104991274422,-55.775,NA,7.15507541306636,1,1,1
"Mario Manningham","WR",57.3125,5.07703869696471,1,"SF",228,NA,94,48,NA,69.125,57.3125,58.0791666666667,42.2618468261095,-92.9641666666667,NA,10.587126124843,1,1,1
"Keenan Allen","WR",56.6625,4.65641474147441,1,"SD",229,178.7,95,59.675,69.1125,NA,56.6625,62.1083333333333,46.8248155040176,-93.6141666666667,19.1,6.4954350957679,1,1,1
"Jason Avant","WR",56.3,8.26095518804411,1,"PHI",230,NA,96,69.875,62.3875,23,56.3,52.7572916666667,52.2936957104237,-93.9766666666667,NA,20.6860091985501,1,1,1
"Knile Davis","RB",55.7125,9.2087004960108,1,"KC",231,197.6,63,15.575,72.9175,52.075,55.7125,48.9033333333333,48.4851614944409,-64.1583333333333,34.8,24.1092728529917,1,1,1
"LaRod Stephens-Howling","RB",55.36,7.94412912822162,1,"PIT",232,192.3,64,26.575,72.4625,NA,55.36,51.3658333333333,38.3889991547688,-64.5108333333333,24.9,23.1902795279258,1,1,1
"Anthony Fasano","TE",55.2125,4.64040170048124,1,"KC",233,NA,38,NA,63.5,45.125,55.2125,54.6125,40.144551154129,-58.4,NA,9.20218214609991,1,1,1
"Mike Gillislee","RB",55.0825,4.95693450986705,1,"MIA",234,175,65,51.85,62.9425,46.85,55.0825,53.9729166666667,52.1161259311592,-64.7883333333333,21.4,6.75163452432076,1,1,1
"Knowshon Moreno","RB",55.0725,6.5130037007481,5,"DEN",235,143,66,37.05,62.4375,45.375,55.0725,49.7754166666667,48.4452551282927,-64.7983333333333,29.1,11.0982540856659,4.1,5,1
"Denard Robinson","RB",54.6575,5.7804135479432,1,"JAC",236,164.65,67,22.125,60.275,55.875,54.6575,47.9747916666667,46.9637287028086,-65.2133333333333,13.6,17.5718694906328,1,1,1
"Michael Jenkins","WR",54.2,4.29176858113865,1,"NE",237,NA,97,NA,NA,42.75,54.2,48.475,21.6615945046906,-96.0766666666667,NA,8.09637264458597,1,1,1
"Julian Edelman","WR",53.8925,7.76640496862892,1,"NE",238,158.7,98,63.625,NA,91.75,53.8925,69.6225,50.4668731151987,-96.3841666666667,28.25,19.6592958821859,1,1,1
"Dwayne Harris","WR",53.5,2.54908177125126,1,"DAL",239,NA,99,51.25,NA,56.375,53.5,53.6916666666667,38.1040901122159,-96.7766666666667,NA,2.56884377363306,1,1,1
"Tiquan Underwood","WR",53.405,4.40514025365363,1,"TB",240,NA,100,44,NA,60.875,53.405,52.7433333333333,37.2948879973944,-96.8716666666667,NA,8.45596978471423,1,1,1
"Jordan Shipley","WR",52.3625,6.94596663572015,1,"JAC",241,NA,101,61.625,65.1625,28.5,52.3625,51.9125,50.4313614133319,-97.9141666666667,NA,16.5150720303203,1,1,1
"Travis Benjamin","WR",52.2025,2.41857850719608,1,"CLE",242,NA,102,NA,NA,55.25,52.2025,53.72625,23.5385012173351,-98.0741666666667,NA,2.154907915666,1,1,1
"Rashad Jennings","RB",52.135,4.91735556309608,1,"OAK",243,175.4,68,59.45,66.8425,50,52.135,56.906875,54.770056450225,-67.7358333333333,19.8,7.64852583154645,1,1,1
"Travis Kelce","TE",51.9875,3.4364657901631,1,"KC",244,NA,39,59.125,62.5375,NA,51.9875,57.75,42.4165932672373,-61.625,NA,5.3834865174284,1,1,1
"Jeff Cumberland","TE",50.7625,6.72106671146389,1,"NYJ",245,218,40,NA,66.8625,31.875,50.7625,49.8333333333333,35.5893948118153,-62.85,22,17.5122472025532,1,1,1
"Isaac Redman","RB",50.68,4.04748673548,1,"PIT",246,185.7,69,57.975,39.3925,47.1,50.68,48.6702083333333,46.7561045665467,-69.1908333333333,12,7.7266938205052,1,1,1
"Garrett Graham","TE",50.15,2.44978905290889,1,"HOU",247,NA,41,NA,53.3375,NA,50.15,51.74375,23.4928358558336,-63.4625,NA,2.25390286503211,1,1,1
"Joique Bell","RB",49.8,7.21529176543291,1,"DET",248,171,70,30.75,55.2925,61.425,49.8,49.1085416666667,47.2589608585131,-70.0708333333333,32.3,13.2574135510099,1,1,1
"Braylon Edwards","WR",49.625,NA,1,NA,249,NA,103,NA,NA,49.625,49.625,49.625,21.1327598360317,-100.651666666667,NA,NA,1,1,1
"Justin Forsett","RB",48.955,4.39561867436562,1,"JAC",250,173,71,53.025,53.9625,27.325,48.955,45.716875,43.933219441416,-70.9158333333333,8.4,12.518060848064,1,1,1
"Jerome Simpson","WR",48.425,2.95210971586035,1,"MIN",251,NA,104,55.625,NA,54.375,48.425,52.6916666666667,36.3743279120692,-101.851666666667,NA,3.84718511815241,1,1,1
"David Ausberry","TE",48.3875,2.55289531999589,1,"OAK",252,NA,42,NA,52.0375,NA,48.3875,50.2125,22.3447790226225,-65.225,NA,2.5809397513309,1,1,1
"Jerricho Cotchery","WR",48.2375,5.99271141019215,1,"PIT",253,NA,105,NA,67.0375,40.875,48.2375,52.0666666666667,36.6834013745176,-102.039166666667,NA,13.491496164251,1,1,1
"Tony Moeaki","TE",47.5875,3.11068142071705,1,"KC",254,NA,43,NA,54.9875,55.25,47.5875,52.6083333333333,36.7631419273226,-66.025,NA,4.35014966217638,1,1,1
"Kevin Ogletree","WR",46.4,6.95583677225623,1,"TB",255,NA,106,19.425,59.0875,40.625,46.4,41.5302083333333,39.1828414305945,-103.876666666667,NA,16.5463785533018,1,1,1
"Willis McGahee","RB",46.2075,9.75457269175099,4,"FA",256,159.6,72,57.8,NA,106.675,46.2075,70.0108333333333,48.065955048194,-73.6633333333333,28.5,32.0922374765301,3.5,4,1
"Michael Crabtree","WR",45.755,5.14486897365121,2,"SF",257,185.9,107,NA,65.5125,NA,45.755,55.64875,24.3463595224661,-104.521666666667,13,13.9706622292932,1,2,1
"Quinton Patton","WR",45.5425,5.71914448986382,1,"SF",258,201,108,56.125,NA,56.45,45.5425,52.6891666666667,35.6478688778129,-104.734166666667,28.9,6.20575656816583,1,1,1
"Louis Murphy","WR",44.955,2.20806689685694,1,"NYG",259,NA,109,42.1,NA,44.25,44.955,43.7683333333333,29.3634948231162,-105.321666666667,NA,1.48719814864507,1,1,1
"Bilal Powell","RB",44.7225,6.90569912716713,1,"NYJ",260,162.2,73,26.775,56.4,37.6,44.7225,41.374375,39.2077176180486,-75.1483333333333,30.7,12.4414228110172,1,1,1
"Mohamed Massaquoi","WR",44.3075,1.75423974845179,1,"JAC",261,NA,110,44.375,NA,NA,44.3075,44.19125,18.1938315884384,-105.969166666667,NA,0.0477297077300887,1,1,1
"Zach Ertz","TE",44.0875,7.56106166209036,2,"PHI",262,220,44,63.625,30.4625,54.375,44.0875,48.1375,45.3367194873297,-69.525,34,14.2311534728098,1.8,3,1
"Tandon Doss","WR",43.8925,3.88881814273922,1,"BAL",263,NA,111,NA,NA,34.25,43.8925,39.07125,15.6468225204131,-106.384166666667,NA,6.81827713759128,1,1,1
"Ronnie Brown","RB",43.8225,3.6734381971974,1,"SD",264,212,74,47.625,43.6075,53.525,43.8225,47.0366666666667,44.9598187622308,-76.0483333333333,13,4.63636756164421,1,1,1
"Evan Royster","RB",43.8175,3.85684968934718,1,"WAS",265,198.4,75,32.5,47.5925,34.3,43.8175,39.5525,37.7434409145826,-76.0533333333333,10.9,7.30658008236412,1,1,1
"Stedman Bailey","WR",43.5675,6.25081132824762,1,"STL",266,NA,112,41.625,NA,67.325,43.5675,50.6391666666667,33.5419429550541,-106.709166666667,NA,14.3101485695758,1,1,1
"Montario Hardesty","RB",43.38,3.73513620555814,1,"CLE",267,197,76,30.55,48.8625,33.1,43.38,38.9564583333333,37.0674621317194,-76.4908333333333,8,8.61515945272247,1,1,1
"Doug Baldwin","WR",41.575,1.97327089961496,1,"SEA",268,NA,113,42.625,NA,NA,41.575,42.1,16.7497369977719,-108.701666666667,NA,0.742462120245873,1,1,1
"Donald Jones","WR",41.38,5.68413705568472,1,"NE",269,192,114,NA,NA,NA,41.38,41.38,6.70079328464527,-108.896666666667,19.8,NA,1,1,1
"Jonathan Dwyer","RB",41.1,5.01797844491307,1,"PIT",270,168.9,77,39.8,46.9925,63.3,41.1,47.6147916666667,45.0000419550982,-78.7708333333333,16.3,10.7980251618448,1,1,1
"Marvin Jones","WR",40.1875,6.78535752755692,1,"CIN",271,NA,115,37.775,NA,66.625,40.1875,48.1958333333333,30.8366954164057,-110.089166666667,NA,16.0056451629834,1,1,1
"Lestar Jean","WR",40.1125,2.07080385496752,1,"HOU",272,NA,116,38.625,NA,NA,40.1125,39.36875,15.418251927064,-110.164166666667,NA,1.05182133701499,1,1,1
"DuJuan Harris","RB",40.015,5.466462191712,1,"GB",273,172.4,78,32.375,50.4075,NA,40.015,40.8158333333333,27.2646182101432,-79.8558333333333,22.7,9.05119432726974,1,1,1
"Donald Brown","RB",40.0075,4.93341188699082,1,"IND",274,188.2,79,30.5,46.745,48.325,40.0075,41.3527083333333,39.1295419970241,-79.8633333333333,19.3,8.10912201756968,1,1,1
"Tommy Streeter","WR",39.625,3.63411779647568,1,"BAL",275,NA,117,48.125,NA,NA,39.625,43.875,17.0168629282219,-110.651666666667,NA,6.01040764008565,1,1,1
"Arrelious Benn","WR",39.425,NA,1,"PHI",276,NA,118,NA,NA,NA,39.425,39.425,6.15553043306232,-110.851666666667,NA,NA,1,1,1
"Roy Helu","RB",39.4175,6.35866071540506,1,"WAS",277,185,80,25.55,52.4075,53.575,39.4175,42.5875,39.8362475859821,-80.4533333333333,24.9,13.13256591455,1,1,1
"David Nelson","WR",39.2625,5.25316485532816,1,"CLE",278,NA,119,NA,NA,23.5,39.2625,31.38125,11.920521935561,-111.014166666667,NA,11.145770638453,1,1,1
"Benjamin Watson","TE",38.9,5.99078186584368,1,"NO",279,NA,45,NA,38.6375,62.125,38.9,46.5541666666667,30.1113998900584,-74.7125,NA,13.4853759526138,1,1,1
"Christine Michael","RB",38.49,6.09011150654892,1,"SEA",280,173.4,81,29.95,46.9175,42.85,38.49,39.5435416666667,37.4173524727689,-81.3808333333333,30.7,7.26759112286641,1,1,1
"Eddie Royal","WR",38.405,4.79782528662507,1,"SD",281,NA,120,NA,NA,52.125,38.405,45.265,16.7575003884532,-111.871666666667,NA,9.70150503787943,1,1,1
"Latavius Murray","RB",38.045,7.41629917485309,1,"OAK",282,211.5,82,18.2,31.2375,NA,38.045,29.0941666666667,18.8612000392056,-81.8258333333333,38.5,10.084166528937,1,1,1
"Kevin Walter","WR",37.605,3.38777741781379,1,"TEN",283,NA,121,NA,NA,45,37.605,41.3025,15.2771017760598,-112.671666666667,NA,5.22905464687452,1,1,1
"Austin Pettis","WR",37.6,2.52502876132373,1,"STL",284,NA,122,NA,NA,41.125,37.6,39.3625,14.6374241466776,-112.676666666667,NA,2.49255140368258,1,1,1
"Lance Kendricks","TE",37.375,6.14772248963188,1,"STL",285,NA,46,NA,36.7,61.25,37.375,45.1083333333333,28.7531046253433,-76.2375,NA,13.9831669636507,1,1,1
"LaVon Brazill","WR",37.275,2.09588375777247,1,"IND",286,NA,123,NA,NA,38.875,37.275,38.075,14.1441003339913,-113.001666666667,NA,1.13137084989848,1,1,1
"Tom Crabtree","TE",37.225,5.65603315630365,1,"TB",287,NA,47,46.75,43.6625,19,37.225,36.659375,33.9306220523206,-76.3875,NA,12.4236056184386,1,1,1
"Keshawn Martin","WR",37.01,4.77926915106837,1,"HOU",288,NA,124,20,NA,36.375,37.01,31.095,19.5450797058328,-113.266666666667,NA,9.6426478901458,1,1,1
"John Kuhn","RB",36.995,8.44791131326547,1,"GB",289,NA,83,NA,46.6825,5.95,36.995,29.8758333333333,18.0607574263727,-82.8758333333333,NA,21.2790046661805,1,1,1
"Marquise Goodwin","WR",36.55,5.43025890184618,1,"BUF",290,NA,125,21.15,NA,44.125,36.55,33.7083333333333,21.0450924313617,-113.726666666667,NA,11.7074851412818,1,1,1
"Nick Foles","QB",36.538,10.0981639487383,1,"PHI",291,NA,36,63.66,10.638,NA,36.538,36.6953333333333,21.8691721761379,-187.218,NA,26.5133468527331,1,1,1
"Jason Snelling","RB",36.375,2.75012972028312,1,"ATL",292,NA,84,35.975,41.55,34.05,36.375,36.8458333333333,35.5223846374214,-83.4958333333333,NA,3.206536293261,1,1,1
"Mike James","RB",36.2125,5.59829976245231,1,"TB",293,214,85,NA,26.5925,NA,36.2125,20.8183333333333,12.0483097093916,-83.6583333333333,27,6.80236723501459,1,1,1
"Ryan Fitzpatrick","QB",35.946,4.42240700819374,1,"TEN",294,NA,37,NA,23.91,NA,35.946,29.928,11.4057623428149,-187.81,NA,8.51073721836128,1,1,1
"Deion Branch","WR",35.75,NA,1,NA,295,NA,126,NA,NA,35.75,35.75,35.75,13.0986792246916,-114.526666666667,NA,NA,1,1,1
"Brandon Bolden","RB",35.11,5.92559803455045,1,"NE",296,225.5,86,18.1,25.7325,NA,35.11,26.2975,16.7808559210426,-84.7608333333333,27.5,8.51990475787924,1,1,1
"Matt Cassel","QB",35.098,6.08448519429213,1,"MIN",297,NA,38,27.3,8.302,NA,35.098,17.5583333333333,14.2701010058113,-188.658,NA,13.7825881942882,1,1,1
"David Thomas","TE",33.875,NA,1,NA,298,NA,48,NA,NA,33.875,33.875,33.875,12.182104241871,-79.7375,NA,NA,1,1,1
"Stepfan Taylor","RB",33.865,8.17375046161238,1,"ARI",299,177.3,87,12.9,44.475,16.95,33.865,27.0391666666667,23.8500276869243,-86.0058333333333,38.7,14.7457036115609,1,1,1
"Vance McDonald","TE",33.45,6.68271931520996,1,"SF",300,NA,49,NA,NA,55.625,33.45,44.5375,15.1590354590427,-80.1625,NA,15.6800928728117,1,1,1
"Mike Thomas","WR",33.4425,2.42080783188985,1,"DET",301,NA,127,NA,NA,36.5,33.4425,34.97125,12.4480735696656,-116.834166666667,NA,2.16197898347787,1,1,1
"Felix Jones","RB",32.885,5.95585197932219,1,"PHI",302,192.3,88,36.825,NA,59.025,32.885,42.8616666666667,25.9489399017407,-86.9858333333333,20,14.0929249388952,1,1,1
"Charles Johnson","WR",32.6875,2.00392411415434,1,"CAR",303,NA,128,NA,NA,33.875,32.6875,33.28125,11.804616517413,-117.589166666667,NA,0.839689302659025,1,1,1
"Andre Ellington","RB",32.54,4.8907956685702,1,"ARI",304,197.8,89,26,36.555,NA,32.54,31.665,20.1267291958072,-87.3308333333333,22.8,5.32759873989524,1,1,1
"Gavin Escobar","TE",32.3,NA,1,"DAL",305,NA,50,NA,NA,NA,32.3,32.3,4.46169519865123,-81.3125,NA,NA,1,1,1
"Brian Leonard","RB",31.5825,6.01921990674293,1,"TB",306,NA,90,NA,41.4375,14.6,31.5825,29.2066666666667,17.632479354781,-88.2883333333333,NA,13.5755769521348,1,1,1
"Armon Binns","WR",31.4875,NA,1,"MIA",307,NA,129,NA,NA,NA,31.4875,31.4875,4.2977841711737,-118.789166666667,NA,NA,1,1,1
"Robert Meachem","WR",31.1175,3.68760059875635,1,"SD",308,NA,130,31.225,NA,41.875,31.1175,34.7391666666667,21.2017169849756,-119.159166666667,NA,6.18004668941371,1,1,1
"Plaxico Burress","WR",31.05,7.7193552978143,1,"PIT",309,NA,131,NA,NA,57.875,31.05,44.4625,14.3915690734863,-119.226666666667,NA,18.9681394053291,1,1,1
"Shaun Draughn","RB",30.5325,6.34199983468329,1,"KC",310,NA,91,58.45,30.9325,26.95,30.5325,36.46625,32.7702893630841,-89.3383333333333,NA,14.5993841907801,1,1,1
"Kirk Cousins","QB",30.05,2.56133830244996,1,"WAS",311,NA,39,31.74,26.622,NA,30.05,22.0946666666667,18.5021855946557,-193.706,NA,2.60771956569976,1,1,1
"Laurent Robinson","WR",30,8.42716588808716,1,NA,312,NA,132,NA,NA,60,30,45,14.171529812987,-120.276666666667,NA,21.2132034355964,1,1,1
"Chris Ogbonnaya","RB",29.895,1.77430367069574,1,"CLE",313,NA,92,NA,29.7375,NA,29.895,29.81625,10.7752741202051,-89.9758333333333,NA,0.11136931803688,1,1,1
"LeGarrette Blount","RB",29.6625,6.28004756407506,1,"NE",314,208,93,10.6,31.1175,33.275,29.6625,26.0054166666667,23.4507824159032,-90.2083333333333,27.9,10.481429311724,1,1,1
"Kenny Stills","WR",29.6125,7.39453853836062,1,"NO",315,NA,133,11.875,NA,47.75,29.6125,29.7125,16.3927568807542,-120.664166666667,NA,17.9378716570092,1,1,1
"Riley Cooper","WR",29.525,NA,1,"PHI",316,NA,134,NA,NA,NA,29.525,29.525,3.92657198527263,-120.751666666667,NA,NA,1,1,1
"Aldrick Robinson","WR",29.425,4.51470105051593,1,"WAS",317,NA,135,NA,NA,41.875,29.425,35.65,11.7945975112464,-120.851666666667,NA,8.80347942577252,1,1,1
"Josh Boyce","WR",29.325,3.27712291826717,1,"NE",318,NA,136,35.25,NA,39,29.325,34.525,20.9112772952335,-120.951666666667,NA,4.87807595266822,1,1,1
"Nick Toon","WR",29.2375,4.1607957553795,1,"NO",319,NA,137,18.375,NA,NA,29.2375,23.80625,8.41110322770169,-121.039166666667,NA,7.68094741063887,1,1,1
"Damian Williams","WR",28.925,2.58633519040248,1,"TEN",320,NA,138,NA,NA,25.125,28.925,27.025,9.39305508248771,-121.351666666667,NA,2.68700576850888,1,1,1
"Charles Clay","TE",28.775,1.76148505370655,1,"MIA",321,NA,51,NA,28.875,NA,28.775,28.825,10.3088528823216,-84.8375,NA,0.0707106781186558,1,1,1
"Jason Campbell","QB",28.55,3.49882345676188,1,"CLE",322,NA,40,24.58,35.6,NA,28.55,22.1241666666667,18.3063226125723,-195.206,NA,5.58127524257076,1,1,1
"Anthony McCoy","TE",28.5375,3.22726603986215,1,"SEA",323,NA,52,NA,35.2125,NA,28.5375,31.875,11.2239342164198,-85.075,NA,4.71993776442021,1,1,1
"Chaz Schilens","WR",28.375,NA,1,NA,324,NA,139,NA,NA,28.375,28.375,28.375,9.72576666156624,-121.901666666667,NA,NA,1,1,1
"Ted Ginn Jr.","WR",28.3575,NA,1,"CAR",325,NA,140,NA,NA,NA,28.3575,28.3575,3.72230743983823,-121.919166666667,NA,NA,1,1,1
"Justin Brown","WR",28.225,3.3052924041442,1,"PIT",326,NA,141,NA,NA,35.25,28.225,31.7375,10.5810627784064,-122.051666666667,NA,4.9674251378355,1,1,1
"Rishard Matthews","WR",27.525,4.4924078035782,1,"MIA",327,NA,142,NA,NA,39.875,27.525,33.7,10.8899547491137,-122.751666666667,NA,8.73276874765386,1,1,1
"Jorvorski Lane","RB",27.12,NA,1,"MIA",328,NA,94,NA,NA,NA,27.12,27.12,3.51929204850381,-92.7508333333333,NA,NA,1,1,1
"Mychal Rivera","TE",26.9375,NA,1,"OAK",329,NA,53,NA,NA,NA,26.9375,26.9375,3.49052758649412,-86.675,NA,NA,1,1,1
"Ramses Barden","WR",26.9,6.74959905602314,1,"NYG",330,NA,143,NA,NA,49.375,26.9,38.1375,11.6632735694815,-123.376666666667,NA,15.8922249071677,1,1,1
"Kyle Williams","WR",26.875,12.1055516328122,1,"SF",331,NA,144,NA,NA,73.375,26.875,50.125,14.1099717208548,-123.401666666667,NA,32.8804653251745,1,1,1
"Ace Sanders","WR",26.6625,9.97258086437524,1,"JAC",332,NA,145,24.5,NA,70.775,26.6625,40.3958333333333,21.4089177969247,-123.614166666667,NA,26.1150170320322,1,1,1
"Ryan Swope","WR",26.605,3.63857644586323,1,"ARI",333,NA,146,NA,NA,35.125,26.605,30.865,10.0510462267821,-123.671666666667,NA,6.02454977570939,1,1,1
"David Paulson","TE",26.5875,5.64886998847283,1,"PIT",334,NA,54,44.125,NA,NA,26.5875,35.35625,11.3318409071874,-87.025,NA,12.4008851750591,1,1,1
"Delone Carter","RB",26.3575,6.37648853417573,1,"IND",335,NA,95,11.6,41.0175,NA,26.3575,26.2916666666667,14.9786470136959,-93.5133333333333,NA,14.7087769290992,1,1,1
"Devin Hester","WR",26.32,8.04929535249267,1,"CHI",336,NA,147,NA,NA,54.625,26.32,40.4725,11.9425179103179,-123.956666666667,NA,20.0146574414852,1,1,1
"Craig Stevens","TE",26.275,7.86426140290953,1,"TEN",337,NA,55,NA,NA,53.75,26.275,40.0125,11.8375492408201,-87.3375,NA,19.4277588131004,1,1,1
"Randy Moss","WR",26.1875,7.57723584858629,1,NA,338,NA,148,NA,NA,52.375,26.1875,39.28125,11.6663153743839,-124.089166666667,NA,18.5173588323227,1,1,1
"Jeff King","TE",25.95,3.48927085504846,1,"ARI",339,NA,56,NA,32.75,21.75,25.95,26.8166666666667,16.247871810572,-87.6625,NA,5.55097589017763,1,1,1
"Virgil Green","TE",25.7,5.81885599637301,1,"DEN",340,NA,57,44,NA,NA,25.7,34.85,10.9833580714654,-87.9125,NA,12.9400540957138,1,1,1
"Dion Lewis","RB",25.5875,4.08185258177648,1,"CLE",341,234.5,96,33.3,NA,31.275,25.5875,30.0541666666667,17.8894068964598,-94.2833333333333,17.5,3.99856093905461,1,1,1
"Patrick Edwards","WR",25.4875,NA,1,"DET",342,NA,149,NA,NA,NA,25.4875,25.4875,3.27272235544797,-124.789166666667,NA,NA,1,1,1
"Logan Paulsen","TE",25.1,NA,1,"WAS",343,NA,58,NA,NA,NA,25.1,25.1,3.21774467181092,-88.5125,NA,NA,1,1,1
"Derek Hagan","WR",25.0125,6.55731980118524,1,"TB",344,NA,150,NA,NA,46.625,25.0125,35.81875,10.6449611780015,-125.264166666667,NA,15.2823453083943,1,1,1
"Vonta Leach","RB",24.805,2.14710568703069,1,"BAL",345,NA,97,NA,23.6875,22.225,24.805,23.5725,14.4863520534286,-95.0658333333333,NA,1.29383876507083,1,1,1
"Leon Washington","RB",24.5475,4.51226663918381,1,"NE",346,NA,98,15.1,32.675,NA,24.5475,24.0075,14.2613980918142,-95.3233333333333,NA,8.79575785535277,1,1,1
"Matt Spaeth","TE",24.4625,NA,1,"PIT",347,NA,59,NA,NA,NA,24.4625,24.4625,3.13026069333233,-89.15,NA,NA,1,1,1
"Ben Obomanu","WR",24.25,3.18825285772113,1,"NYJ",348,NA,151,NA,NA,30.75,24.25,27.5,8.85876327294659,-126.026666666667,NA,4.59619407771256,1,1,1
"Matt Barkley","QB",24.216,5.19598267693289,1,"PHI",349,NA,41,NA,39.722,NA,24.216,21.3126666666667,10.3689083991516,-199.54,NA,10.9643977490786,1,1,1
"Kellen Davis","TE",24.2125,NA,1,"CLE",350,NA,60,NA,NA,NA,24.2125,24.2125,3.09695939938831,-89.4,NA,NA,1,1,1
"Josh Cribbs","WR",23.6,4.70976696122105,1,"OAK",351,NA,152,NA,NA,36.925,23.6,30.2625,9.2567387325671,-126.676666666667,NA,9.42219785931075,1,1,1
"Ricardo Lockette","WR",23.5625,NA,1,"SF",352,NA,153,NA,NA,NA,23.5625,23.5625,3.01302886636336,-126.714166666667,NA,NA,1,1,1
"Clyde Gates","WR",23.55,NA,1,"NYJ",353,NA,154,NA,NA,NA,23.55,23.55,3.01145237108489,-126.726666666667,NA,NA,1,1,1
"John Carlson","TE",23.525,NA,1,"MIN",354,NA,61,NA,NA,NA,23.525,23.525,3.00830363186003,-90.0875,NA,NA,1,1,1
"Damaris Johnson","WR",23.25,NA,1,"PHI",355,NA,155,NA,NA,NA,23.25,23.25,2.97404161761119,-127.026666666667,NA,NA,1,1,1
"Michael Hoomanawanui","TE",23.125,NA,1,"NE",356,NA,62,NA,NA,NA,23.125,23.125,2.95869471248267,-90.4875,NA,NA,1,1,1
"Armando Allen","RB",23.0325,4.06933103504872,1,"CHI",357,NA,99,15.45,30.23,NA,23.0325,22.9041666666667,13.5794010233626,-96.8383333333333,NA,7.39083568233886,1,1,1
"Courtney Roby","WR",22.9375,6.85270532311013,1,"NO",358,NA,156,NA,NA,45.875,22.9375,34.40625,9.76735471595799,-127.339166666667,NA,16.2192617934664,1,1,1
"Marcus Easley","WR",22.675,NA,1,"BUF",359,NA,157,NA,NA,NA,22.675,22.675,2.90461922167935,-127.601666666667,NA,NA,1,1,1
"Richard Gordon","TE",22.6625,NA,1,"OAK",360,NA,63,NA,NA,NA,22.6625,22.6625,2.9031433412606,-90.95,NA,NA,1,1,1
"William Powell","RB",21.8825,NA,1,"ARI",361,NA,100,NA,NA,NA,21.8825,21.8825,2.8138515614587,-97.9883333333333,NA,NA,1,1,1
"DeVier Posey","WR",21.73,3.41564397648595,1,"HOU",362,NA,158,NA,NA,29.25,21.73,25.49,7.99249749153381,-128.546666666667,NA,5.31744299452284,1,1,1
"Cole Beasley","WR",21.7,NA,1,"DAL",363,NA,159,NA,NA,NA,21.7,21.7,2.79375613244213,-128.576666666667,NA,NA,1,1,1
"Joe McKnight","RB",21.6825,5.43732973251959,1,"NYJ",364,NA,101,12.4,NA,35.7,21.6825,23.1441666666667,12.5304310138486,-98.1883333333333,NA,11.7299127056996,1,1,1
"Luke Willson","TE",21.6375,NA,1,"SEA",365,NA,64,NA,NA,NA,21.6375,21.6375,2.7869435746278,-91.975,NA,NA,1,1,1
"Tavarres King","WR",21.6375,4.18866231405166,1,"DEN",365,NA,160,NA,NA,32.625,21.6375,27.13125,8.25689514528727,-128.639166666667,NA,7.76933575828719,1,1,1
"Jordan Reed","TE",21.6125,2.07080385496752,1,"WAS",367,NA,65,NA,NA,20.125,21.6125,20.86875,6.99982204675405,-92,NA,1.05182133701499,1,1,1
"Brad Smith","WR",21.1625,NA,1,"BUF",368,NA,161,NA,NA,NA,21.1625,21.1625,2.73632591468061,-129.114166666667,NA,NA,1,1,1
"John Phillips","TE",21.05,NA,1,"SD",369,NA,66,NA,NA,NA,21.05,21.05,2.72463724044815,-92.5625,NA,NA,1,1,1
"Corey Fuller","WR",21.025,9.59073080622475,1,"DET",370,240,162,43.125,NA,NA,21.025,32.075,9.12842524686317,-129.251666666667,50,15.6270598642227,1,1,1
"D.J. Williams","TE",20.9625,NA,1,"GB",371,NA,67,NA,NA,NA,20.9625,20.9625,2.71562540757765,-92.65,NA,NA,1,1,1
"Marquess Wilson","WR",20.825,3.86819688932183,1,"CHI",372,NA,163,NA,NA,30.375,20.825,25.6,7.82910035703111,-129.451666666667,NA,6.75286976033153,1,1,1
"Lance Dunbar","RB",20.79,3.12107314430041,1,"DAL",373,NA,102,23.125,NA,29.275,20.79,24.1633333333333,14.1990530017224,-99.0808333333333,NA,4.38311057735638,1,1,1
"Will Johnson","RB",20.62,NA,1,"PIT",374,NA,103,NA,NA,NA,20.62,20.62,2.68101837484352,-99.2508333333333,NA,NA,1,1,1
"David Gettis","WR",20.6,NA,1,"CAR",375,NA,164,NA,NA,NA,20.6,20.6,2.67903040318498,-129.676666666667,NA,NA,1,1,1
