"name","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","vor","sdPick","sdPts","avgCost","projectedCost","bidUpTo"
"Jay Cutler","QB",215.756,7.05461206658634,2,"CHI",37,129.5,21,196.84,239.35,186.88,215.756,208.5065,241.411352926537,-8.00000000000003,17.15,23.1079313007461,1.1,2,1
"Matt Forte","RB",212.51,3.95559804049503,34,"CHI",38,16.15,11,196.3,223.98,200.025,212.51,207.695416666667,217.141801978533,92.6391666666667,4.4,12.5966274421635,30.1,34,31
"Sam Bradford","QB",211.842,5.74172191052712,2,"STL",39,133.6,22,201.32,220.572,187.68,211.842,204.0785,217.605127394488,-11.914,18,14.1695106831535,1.3,2,1
"Andre Johnson","WR",210.925,3.02502892281582,32,"HOU",40,31.7,7,212.5,216.8375,202.25,210.925,210.448958333333,205.824041128458,60.6483333333333,5.2,6.11940539561102,27.6,32,29
"Alex Smith","QB",209.486,8.37788446737485,2,"KC",41,161,23,169.34,229.09,191.92,209.486,199.184,234.938747429989,-14.27,25.6,25.4396512816771,1.6,2,1
"Roddy White","WR",208.3875,3.89160419160571,34,"ATL",42,31.1,8,209.25,215.55,188.5,208.3875,205.413541666667,212.270652241254,58.1108333333333,5.05,11.7243086816452,30.1,34,27
"Steven Jackson","RB",207.63,3.33617886047791,33,"ATL",43,16,12,203.975,215.605,195.675,207.63,205.454583333333,205.459591087579,87.7591666666667,4.95,8.27261282284302,28.9,33,27
"Larry Fitzgerald","WR",207.575,3.2836860620558,38,"ARI",44,27.1,9,199,214.775,197.25,207.575,204.608333333333,204.126189102632,57.2983333333333,4.7,8.11898495297699,33.7,38,27
"Ryan Tannehill","QB",206.474,11.3492088572857,3,"MIA",45,149.2,24,203.66,231.37,123.46,206.474,190.407666666667,268.502728636526,-17.282,22,46.8717272706408,2.1,3,1
"Carson Palmer","QB",206.22,3.8128682457784,2,"ARI",46,137,25,211.58,209.95,210.74,206.22,208.355833333333,197.004935537041,-17.536,17.4,2.36395678189485,1.1,2,1
"Vincent Jackson","WR",204.0125,2.57819022986967,25,"TB",47,34.9,10,208.75,204.65,201.625,204.0125,204.617708333333,193.698856248338,53.7358333333333,5.65,2.96193516063963,21.9,25,27
"Randall Cobb","WR",203.28,2.8295950682901,31,"GB",48,31.6,11,203.55,197.3625,208.5,203.28,207.188125,195.345634486021,53.0033333333333,5.65,4.55676848901718,26.8,31,22
"Jimmy Graham","TE",201.6375,2.82533248798801,43,"NO",49,17.3,1,205.875,196.7875,209.25,201.6375,203.370833333333,197.11380385997,88.025,4.45,5.39070380377182,38.1,43,30
"Chris Johnson","RB",200.675,3.50145650392852,29,"TEN",50,21.25,13,186.3,207.8125,199.325,200.675,198.053125,199.506656635662,80.8041666666667,5.45,8.96234236844178,25.2,29,22
"Reggie Bush","RB",199.3475,5.33686187928667,13,"DET",51,31.35,14,176.55,208.045,220.375,199.3475,200.604375,220.139181900218,79.4766666666667,8.4,18.4890120944621,11.4,13,25
"Stevan Ridley","RB",198.965,3.61421020023881,31,"NE",52,21.65,15,189.325,199.4925,210.625,198.965,199.076875,199.845931943739,79.0941666666667,6.8,8.70901864328965,26.7,31,22
"Maurice Jones-Drew","RB",197.9625,3.82438296292604,35,"JAC",53,23.5,16,182.2,203.95,199.675,197.9625,195.530208333333,197.879906622583,78.0916666666667,7.55,9.50417876844181,30.5,35,22
"Victor Cruz","WR",196.1375,3.84022816530417,33,"NYG",54,34.05,12,178.375,203.0125,183.625,196.1375,190.083333333333,195.740974366068,45.8608333333333,5.2,11.2907733348961,28.5,33,20
"Jake Locker","QB",193.096,7.74884776501571,1,"TEN",55,180.5,26,163.1,222.922,169.8,193.096,186.1545,221.660612887943,-30.66,17.8,27.0455826276061,1,1,1
"Percy Harvin","WR",190.14,4.23257324073801,31,"SEA",56,31.75,13,208.425,177.1625,189.45,190.14,197.126875,198.878623512524,39.8633333333333,6.45,12.8828374810249,27,31,16
"DeMarco Murray","RB",188.8925,5.77231135010413,16,"DAL",57,32.35,17,163.625,199.27,214.3,188.8925,191.130208333333,214.182437325098,69.0216666666666,8.3,21.3231147442355,13.7,16,12
"Reggie Wayne","WR",187.325,3.83116319187135,16,"IND",58,48.55,14,181.25,186.6375,203.75,187.325,189.640625,191.487404563962,37.0483333333333,7.3,9.72656036646563,14,16,16
"Marques Colston","WR",187.2625,2.99629341077164,22,"NO",59,42.15,15,181.125,192.2875,181.125,187.2625,185.191666666667,179.868404747743,36.9858333333333,5.95,5.39900646724315,18.9,22,13
"Brandon Weeden","QB",185.14,8.37706856852606,1,"CLE",60,188.6,27,159.78,199.742,158.04,185.14,174.783833333333,196.214464527634,-38.616,32.8,20.2686207637981,1,1,1
"Frank Gore","RB",184.93,2.73669806185406,24,"SF",61,29.4,18,187.575,187.82,182.95,184.93,185.402083333333,174.71923419572,65.0591666666667,7.95,2.31725547073832,20.6,24,11
"Lamar Miller","RB",184.105,5.93309670066756,10,"MIA",62,37.65,19,148,193.045,194.675,184.105,179.58125,202.640619392197,64.2341666666667,9.05,21.8049766395197,8.3,10,12
"Darren McFadden","RB",183.87,4.9791227225894,20,"OAK",63,35.15,20,183.05,183.7575,215.775,183.87,191.196458333333,204.130933712425,63.9991666666667,8.55,16.1120052775097,17.3,20,7
"Rob Gronkowski","TE",183.725,4.36223519657246,18,"NE",64,43,2,200.25,189.0375,176.875,183.725,187.221875,189.399525283263,70.1125,11.8,9.86685515902441,15.8,18,30
"David Wilson","RB",182.9825,3.48891813191555,12,"NYG",65,35.9,21,176.075,186.3575,190.15,182.9825,183.682916666667,179.196134927078,63.1116666666667,9.5,5.97700959928961,10,12,7
"Dwayne Bowe","WR",181.175,4.44548159180335,16,"KC",66,45,16,158.75,190.7375,177.375,181.175,176.859375,185.189086921637,30.8983333333333,7.6,13.4083593911597,13.9,16,9
"Jordy Nelson","WR",180.95,3.09922336278377,18,"GB",67,41.65,17,184.5,188.2125,174.75,180.95,181.994791666667,177.047437811998,30.6733333333333,6.4,5.72909583289545,17,20,9
"Darren Sproles","RB",178.0925,3.5101032097057,6,"NO",68,46.35,22,172.3,187.6075,175.375,178.0925,178.19375,174.878307012278,58.2216666666667,8.8,6.61363695329582,5.7,7,3
"Wes Welker","WR",177.13,4.21548189815138,16,"DEN",69,48.6,18,183.85,192.5,165.625,177.13,179.96625,184.06650264276,26.8533333333334,8.45,11.339455729884,15,17,3
"Steve Smith","WR",176.755,3.51024368169771,8,"CAR",70,63.45,19,167.925,179.55,185.65,176.755,178.61,175.174825866953,26.4783333333333,7.75,7.36788187563653,7.5,9,3
"Eric Decker","WR",174.225,3.84758445248749,10,"DEN",71,60.65,20,158.375,179.2125,166.875,174.225,169.555208333333,170.454657749447,23.9483333333333,8.35,9.07737787373094,9.8,12,1
"Torrey Smith","WR",172.3675,3.73277354969308,12,"BAL",72,57.55,21,162.65,169.7125,181.875,172.3675,172.024583333333,170.346005605067,22.0908333333333,8.9,7.95443966704548,11,13,1
"Mike Wallace","WR",171.925,4.13550487250423,10,"MIA",73,57.15,22,185.2,167.4125,162.375,171.925,172.123958333333,173.323562913783,21.6483333333333,9.9,9.79176085947602,9.8,12,1
"Pierre Garcon","WR",171.5725,4.55177401585615,6,"WAS",74,61.9,23,148.925,177.9625,171.625,171.5725,167.62625,173.912737389677,21.2958333333333,9.45,12.7553074737538,5.8,7,1
"Christian Ponder","QB",169.888,8.33420273782283,1,"MIN",75,200.7,28,162.56,201.862,143.7,169.888,168.2025,193.934275509729,-53.868,26.9,24.2298243424641,1,1,1
"Antonio Brown","WR",169.17,3.58394675408408,7,"PIT",76,61.3,24,162.7,168.8625,180.625,169.17,170.695208333333,168.174013214941,18.8933333333333,8.25,7.47669110608653,6.2,7,1
"Hakeem Nicks","WR",169.0375,4.41780187095091,13,"NYG",77,48.35,25,146.5,176.925,175,169.0375,166.757291666667,174.883043463496,18.7608333333333,6.55,13.9861217484512,12.1,14,1
"Cecil Shorts","WR",167.7,3.89734153749622,4,"JAC",78,77.3,26,157.25,178.4,171,167.7,168.520833333333,168.4944411599,17.4233333333333,9.2,8.78316334433861,3.9,5,1
"Le'Veon Bell","RB",166.375,5.35202527535081,11,"PIT",79,54.4,23,143.525,163.2625,137.975,166.375,152.417708333333,161.211811533176,46.5041666666667,14.6,14.1368290254863,10.6,12,1
"Montee Ball","RB",165.225,4.42153170567228,10,"DEN",80,49.7,24,169.95,163.4,184.8,165.225,170.46875,171.740125770675,45.3541666666667,12.55,9.70490372183053,9.2,11,1
"Steve Johnson","WR",163.0125,3.55353667244471,5,"BUF",81,80.4,27,156,168.8125,162.75,163.0125,162.452083333333,157.354284823982,12.7358333333333,11.1,5.23896160989943,4.1,5,1
"Danny Amendola","WR",162.2875,4.87534635453522,13,"NE",82,51.15,28,138.35,173.375,173.75,162.2875,161.994791666667,173.126433188709,12.0108333333333,6.95,16.6016483086018,12.6,15,1
"James Jones","WR",160.925,5.19401349887752,6,"GB",83,71.45,29,158,178.45,138.5,160.925,158.827083333333,169.922763002926,10.6483333333333,10.1,16.3631111421392,5.8,7,1
"Matt Flynn","QB",158.964,10.7329534301606,1,"OAK",84,200,29,130.7,184.98,111.7,158.964,145.919333333333,179.40620842519,-64.792,37.1,32.1284511090508,1,1,1
"Mike Williams","WR",158.1375,3.56175459811563,3,"TB",85,92.65,30,149.25,160.8875,154.375,158.1375,155.445833333333,150.381144518896,7.86083333333335,11.45,5.03997561171348,2.5,3,1
"Chris Ivory","RB",157.695,6.15026479494987,5,"NYJ",86,58,25,134.625,158.3075,186.45,157.695,158.902708333333,176.098686703674,37.8241666666667,11.8,21.2095533088865,4.3,5,1
"T.Y. Hilton","WR",157.0425,3.78440133421824,3,"IND",87,81.35,31,150.85,164.1375,153.875,157.0425,156.82875,152.014369900366,6.76583333333332,12.5,5.69902275979546,2.7,4,1
"Danario Alexander","WR",154.65,3.5656810667688,4,"SD",88,84.65,32,155.625,160.5,165.5,154.65,158.927083333333,153.321828178715,4.37333333333333,11.55,4.99313591343156,3.8,5,1
"Tony Gonzalez","TE",154.4,3.26680564536548,10,"ATL",89,61.65,3,155,155.2625,146.5,154.4,152.790625,146.448910740593,40.7875,10,4.20925783986916,9.7,11,1
"Tavon Austin","WR",152.275,3.87861327226896,5,"STL",90,80.05,33,140.675,151.0375,153.575,152.275,152.098958333333,145.426156078618,1.99833333333333,13.05,5.90205980110616,4.2,5,1
"Lance Moore","WR",151.7125,4.10748213748989,2,"NO",91,100.05,34,136.75,148.2875,159.25,151.7125,148.958333333333,149.503088364,1.43583333333333,10.25,9.36287549313778,1.9,3,1
"Jason Witten","TE",150.7625,3.90031202343469,12,"DAL",92,53.15,4,147,152.2,136.75,150.7625,146.678125,144.24094939593,37.15,11.75,6.97243363031636,10.9,13,1
"Rashard Mendenhall","RB",150.325,5.10660618107196,5,"ARI",93,68.15,26,124.65,153.3675,157.95,150.325,146.239791666667,154.256167859863,30.4541666666667,11.3,14.9476507874147,4.4,5,1
"Ryan Mathews","RB",149.9475,3.2438641893427,12,"SD",94,60.3,27,152.75,147.495,141.2,149.9475,147.423125,142.639742060261,30.0766666666667,8.8,4.92470023410902,11.3,13,1
"Ahmad Bradshaw","RB",149.9375,5.27906163247926,5,"IND",95,61.2,28,136.525,155.3075,176.9,149.9375,154.609166666667,164.442053115898,30.0666666666667,10.25,16.795007814824,4.9,6,1
"Jeremy Maclin","WR",149.5925,4.35006212470347,3,"PHI",96,94.35,35,136.875,157.5125,165.775,149.5925,152.97875,156.448055771187,-0.68416666666667,8.3,12.3008123884834,2.9,4,1
"Miles Austin","WR",149.525,3.71267511233838,4,"DAL",97,87.6,36,141,152.8875,155.875,149.525,149.751041666667,146.377830344639,-0.751666666666665,10.85,6.42785584228261,3.5,4,1
"Greg Jennings","WR",148.0375,4.33215543864473,5,"MIN",98,75.4,37,142.75,151.375,167,148.0375,152.190625,153.712774794158,-2.23916666666668,10.75,10.4293924349648,4.7,6,1
"Kenny Britt","WR",147.7875,6.50571097430971,3,"TEN",99,92.6,38,112,163.7125,159.75,147.7875,145.745833333333,164.085613643272,-2.48916666666665,11.7,23.5361402067827,2.1,3,1
"E.J. Manuel","QB",147.554,12.3585006528225,1,"BUF",100,189.8,30,84.62,180.248,113.64,147.554,130.623833333333,171.760519556621,-76.202,38.5,41.4359403537557,1,1,1
"DeSean Jackson","WR",147.3825,4.06076938737527,4,"PHI",101,87.15,39,140.625,147.675,160.525,147.3825,151.624375,147.901399346487,-2.89416666666668,11.3,8.31319066679575,3.7,5,1
"Josh Gordon","WR",146.9175,4.93687555869727,3,"CLE",102,94.3,40,129,152.9875,NA,146.9175,142.79,180.186460450437,-3.35916666666668,13.25,12.471847380534,2.3,3,1
"Eddie Lacy","RB",144.0825,4.49574628189098,5,"GB",103,67.25,29,155.325,146.905,165.925,144.0825,152.792708333333,153.334972442706,24.2116666666667,13.05,9.8169577719288,4.9,6,1
"Anquan Boldin","WR",142.6125,3.94810742868856,3,"SF",104,90.8,41,148.075,142.775,158.125,142.6125,147.955208333333,145.221979120954,-7.66416666666666,11.75,7.27563266865271,2.7,4,1
"Denarius Moore","WR",142.43,3.9611708822653,2,"OAK",105,112.55,42,138.825,135.8625,151.5,142.43,142.319375,139.225568148964,-7.84666666666666,12.55,6.78451925802412,1.9,3,1
"Vernon Davis","TE",139.45,4.18184813230892,6,"SF",106,65.6,5,134.125,148.2625,126.5,139.45,136.884375,137.148983075818,25.8375,11.2,9.15302417578474,5.9,7,1
"Jonathan Stewart","RB",138.365,5.86723475030824,3,"CAR",107,87.85,30,114.4,143.4,161.6,138.365,139.124583333333,150.939430441784,18.4941666666667,11.75,19.4499735968116,2.8,4,1
"Shane Vereen","RB",137.265,6.39579123081058,3,"NE",108,77.85,31,142.95,159.0425,107.075,137.265,136.424791666667,151.043565759154,17.3941666666667,13.25,21.7267501572562,2.4,3,1
"Dennis Pitta","TE",135.6375,4.04106745106827,6,"BAL",109,74.4,6,123.75,141.8125,140.5,135.6375,135.383333333333,134.197809369151,22.025,11.25,8.22408176232054,5.6,7,1
"Emmanuel Sanders","WR",133.08,3.91716066069724,2,"PIT",110,117.65,43,135.025,136.4875,141.5,133.08,136.542291666667,130.001056408767,-17.1966666666667,16.6,3.59953896064019,1.3,2,1
"BenJarvus Green-Ellis","RB",132.5,4.19349648718396,5,"CIN",111,76.3,32,138.85,125.975,149.325,132.5,136.2625,136.929024835778,12.6291666666667,10.2,9.94439750144103,4.3,5,1
"Michael Floyd","WR",130.3425,5.77879943897282,2,"ARI",112,129.2,44,103.75,136.075,117,130.3425,121.756875,127.288651311027,-19.9341666666667,17.95,14.4405928685713,1.2,2,1
"Andre Brown","RB",129.5175,4.78766461038927,3,"NYG",113,81.3,33,116.925,145.1325,115.7,129.5175,126.560416666667,131.411337531581,9.64666666666668,10.2,13.7136134461345,2.8,4,1
"Giovani Bernard","RB",127.5025,5.30217482140449,3,"CIN",114,76.45,34,128.15,149.2075,111.675,127.5025,128.775416666667,135.218123311701,7.63166666666666,12.4,15.3990490101391,2,3,1
"Greg Olsen","TE",126.9875,3.76486098959595,3,"CAR",115,102.3,7,123.375,129.1375,122.75,126.9875,125.445833333333,119.166245998878,13.375,16.05,3.02801158628343,2.5,3,1
"Kendall Wright","WR",125.9875,4.63794442104762,2,"TEN",116,122.5,45,135.75,131.575,143,125.9875,133.832291666667,131.17471618231,-24.2891666666667,18,7.16749298773056,1.2,2,1
"Sidney Rice","WR",124.7675,4.13210373965719,2,"SEA",117,125.25,46,138.85,123.75,125.875,124.7675,128.438125,125.618462969425,-25.5091666666667,13.65,7.07963581190209,1.8,3,1
"Chris Givens","WR",124.185,6.60533632504897,2,"STL",118,131.6,47,143.15,125.7375,88.625,124.185,120.725208333333,133.391555783468,-26.0916666666667,13.5,22.876668461466,1,2,1
"Justin Blackmon","WR",123.13,5.99181785847048,3,"JAC",119,120.2,48,95.125,133.9875,131.75,123.13,121.158958333333,128.834708738269,-27.1466666666667,15.05,17.8726062936877,2,3,1
"Blaine Gabbert","QB",121.88,12.7801518105623,1,"JAC",120,NA,31,66.1,150.082,106.8,121.88,110.157166666667,134.708522296066,-101.876,NA,35.0201911426347,1,1,1
"Santonio Holmes","WR",121.6125,6.43559314114364,2,"NYJ",121,142.1,49,101.25,131.2125,114.5,121.6125,116.91875,120.079532289596,-28.6641666666667,26.3,12.6161293093405,1,2,1
"Antonio Gates","TE",120.925,4.43867580329455,3,"SD",122,109.1,8,113.625,127.05,113.125,120.925,118.68125,115.990144360335,7.31249999999999,17,6.62087528830844,2.7,4,1
"Kyle Rudolph","TE",120.9,4.37381375979625,4,"MIN",123,85.85,9,110.875,128.2875,109.625,120.9,117.413541666667,116.831245972754,7.28749999999999,13.35,8.82821220458404,3.3,4,1
"Mark Ingram","RB",118.985,4.01003271653659,4,"NO",124,94,35,105.625,122.4425,122.4,118.985,117.204791666667,115.835419472145,-0.885833333333338,11.3,7.99133316344443,3.5,4,1
