"name","pos","team","projections","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"Brandon Gibson","WR","MIA",79.32,-71.7666666666667,0,26.7,7.49554822739249,5.55949672714839,1,2,1,1
"Joique Bell","RB","DET",47.9875,-71.7983333333333,0,33.2,12.6227318919744,7.07551361816332,1,2,1,1
"Justin Forsett","RB","JAC",47.8475,-71.9383333333333,0,7.6,12.4375039363478,4.30983405911493,1,2,1,1
"Bilal Powell","RB","NYJ",47.1475,-72.6383333333333,0,33,12.7150288987416,7.0689236847956,1,2,1,1
"Davone Bess","WR","CLE",78.4,-72.6866666666667,0,32.7,16.8920234350171,7.70597700252583,1,2,1,1
"Evan Royster","RB","WAS",46.2975,-73.4883333333333,0,12.7,8.46694627162985,4.21885147339263,1,2,1,1
"Markus Wheaton","WR","PIT",76.275,-74.8116666666667,0,28.4,22.4543782270296,8.13745101422881,1,2,1,1
"Ronnie Brown","RB","SD",44.8625,-74.9233333333333,0,13,4.41165549047823,3.60129397208753,1,2,1,1
"Lance Kendricks","TE","STL",39.35,-75.3125,0,NA,13.474265595324,6.0206824431681,1,2,1,1
"Dexter McCluster","WR","KC",75.3475,-75.7391666666667,0,36.7,9.15033136353542,6.89333071567136,1,2,1,1
"Benjamin Watson","TE","NO",38.85,-75.8125,0,NA,13.4995891141175,6.02879563035994,1,2,1,1
"Tom Crabtree","TE","TB",38.0875,-76.575,0,NA,12.4441627882313,5.69065655028344,1,2,1,1
"Leonard Hankerson","WR","WAS",73.555,-77.5316666666667,0,28,24.0982765095176,8.35803820017768,1,2,1,1
"Andrew Hawkins","WR","CIN",72.3225,-78.7641666666667,0,26.6,5.81920330314497,5.28027423773198,1,2,1,1
"Jarius Wright","WR","MIN",72.26,-78.8266666666667,0,32.5,9.01936296715757,6.42347451739508,1,2,1,1
"Montario Hardesty","RB","CLE",40.7375,-79.0483333333333,0,8,7.47831002522183,3.55816716321664,1,2,1,1
"Jonathan Dwyer","RB","PIT",40.6125,-79.1733333333333,0,20,10.9010849039595,5.38896768960111,1,2,1,1
"DuJuan Harris","RB","GB",40.4875,-79.2983333333333,0,25.7,8.11625028877252,5.55205215616812,1,2,1,1
"Christine Michael","RB","SEA",40.1925,-79.5933333333333,0,33.4,6.69472024558657,6.14727601718213,1,2,1,1
"Roy Helu","RB","WAS",40.1925,-79.5933333333333,0,25.9,13.0728386518257,6.36742684906381,1,2,1,1
"Donald Brown","RB","IND",39.925,-79.8608333333333,0,19.3,8.11392873910865,4.86767832712932,1,2,1,1
"Nate Washington","WR","TEN",71.05,-80.0366666666667,0,18.6,9.04851147403999,4.94257712909456,1,2,1,1
"E.J. Manuel","QB","BUF",144.84,-80.57,2.83321334405622,38.4,41.2125389818843,12.2110879773157,1,2,1,1
"Vance McDonald","TE","SF",34.0625,-80.6,0,NA,15.2469899693349,6.58863055508761,1,2,1,1
"David Thomas","TE","NO",33.875,-80.7875,NA,NA,NA,NA,1,2,1,1
"Stepfan Taylor","RB","ARI",38.0225,-81.7633333333333,0,39,18.7383648760815,8.6750582400013,1,2,1,1
"Gavin Escobar","TE",NA,32.475,-82.1875,NA,NA,NA,NA,1,2,1,1
"Jason Snelling","RB","ATL",37.2075,-82.5783333333333,0,NA,3.18044046674356,2.72273120386784,1,2,1,1
"Mike James","RB","TB",37.0875,-82.6983333333333,0,NA,7.42108566855282,4.08135551738074,1,2,1,1
"John Kuhn","RB","GB",36.3475,-83.4383333333333,0,NA,21.173713213558,8.48744309795917,1,2,1,1
"Andre Ellington","RB","ARI",36.2475,-83.5383333333333,0,25.2,9.81571348654798,5.77085279756582,1,2,1,1
"Latavius Murray","RB","OAK",34.585,-85.2008333333333,0,NA,11.5859446097416,5.41569931427195,1,2,1,1
"Jacoby Ford","WR","OAK",65.42,-85.6666666666667,0,40.5,3.99854836940858,6.47418885884651,1,2,1,1
"Charles Clay","TE",NA,28.775,-85.8875,NA,NA,NA,NA,1,2,1,1
"Earl Bennett","WR","CHI",65.0625,-86.0241666666667,0,NA,11.4036972029177,5.35731061486368,1,2,1,1
"David Paulson","TE","PIT",28.575,-86.0875,0,NA,10.9955104474508,5.22653512574832,1,2,1,1
"Anthony McCoy","TE","SEA",28.5375,-86.125,0,NA,4.71993776442021,3.21595767287745,1,2,1,1
"Mychal Rivera","TE",NA,28.0875,-86.575,NA,NA,NA,NA,1,2,1,1
"Domenik Hixon","WR","CAR",64.275,-86.8116666666667,0,35,6.10096901456373,6.22316304373691,1,2,1,1
"Brian Leonard","RB","TB",32.915,-86.8708333333333,0,NA,13.7132760339509,6.09725696842273,1,2,1,1
"Juron Criner","WR","OAK",64.1,-86.9866666666667,0,NA,5.41820571084192,3.4396698119997,1,2,1,1
"Jon Baldwin","WR","KC",64,-87.0866666666667,0,13.7,12.8652810202174,5.03029934056105,1,2,1,1
"T.J. Graham","WR","BUF",63.825,-87.2616666666667,0,44,17.4078597400475,8.99630013192266,1,2,1,1
"Jeff King","TE","ARI",27.15,-87.5125,0,NA,5.50030302195555,3.46597227250864,1,2,1,1
"Craig Stevens","TE","TEN",27.0125,-87.65,0,NA,18.9062675619753,7.76099543605739,1,2,1,1
"Virgil Green","TE","DEN",25.9875,-88.675,0,NA,12.7367608961227,5.78439957393926,1,2,1,1
"Shaun Draughn","RB","KC",31.015,-88.7708333333333,0,NA,14.5331040752655,6.35991471431349,1,2,1,1
"Felix Jones","RB","PHI",31.0075,-88.7783333333333,0,31.2,14.785486197056,7.20821625756986,1,2,1,1
"Logan Paulsen","TE",NA,25.4875,-89.175,NA,NA,NA,NA,1,2,1,1
"Terrance Williams","WR","DAL",61.75,-89.3366666666667,0,45.5,10.9455351437622,8.12140842977306,1,2,1,1
"Justin Hunter","WR","TEN",61.7375,-89.3491666666667,0,9.5,8.39480556157596,3.86529422945696,1,2,1,1
"Harry Douglas","WR","ATL",61.58,-89.5066666666667,0,NA,8.84546529301879,4.53770041240903,1,2,1,1
"Matt Spaeth","TE",NA,24.8875,-89.775,NA,NA,NA,NA,1,2,1,1
"Kellen Davis","TE",NA,24.8125,-89.85,NA,NA,NA,NA,1,2,1,1
"Brandon Bolden","RB","NE",29.7975,-89.9883333333333,0,27.5,5.93872583837083,5.39560841546046,1,2,1,1
"Chris Ogbonnaya","RB","CLE",29.635,-90.1508333333333,0,NA,0.072478445071623,1.72699763806124,1,2,1,1
"Keenan Allen","WR","SD",60.275,-90.8116666666667,0,17.1,5.28406113546516,4.17923403275202,1,2,1,1
"John Carlson","TE",NA,23.8,-90.8625,NA,NA,NA,NA,1,2,1,1
"Laurent Robinson","WR","JAC",60,-91.0866666666667,NA,6.5,NA,2.6960192746965,1,2,1,1
"LeGarrette Blount","RB","NE",28.395,-91.3908333333333,0,30.9,10.3588394972201,6.46704578954974,1,2,1,1
"Michael Hoomanawanui","TE",NA,23.2625,-91.4,NA,NA,NA,NA,1,2,1,1
"Jordan Reed","TE","WAS",23.1625,-91.5,0,NA,2.14783684785414,2.39190409712332,1,2,1,1
"Delone Carter","RB","IND",27.53,-92.2558333333333,0,NA,14.7256401247393,6.42159970459072,1,2,1,1
"John Phillips","TE",NA,22.125,-92.5375,NA,NA,NA,NA,1,2,1,1
"Jorvorski Lane","RB",NA,27.12,-92.6658333333333,NA,NA,NA,NA,1,2,1,1
"Nick Kasa","TE",NA,21.575,-93.0875,NA,NA,NA,NA,1,2,1,1
"Luke Willson","TE",NA,21.2625,-93.4,NA,NA,NA,NA,1,2,1,1
"Julian Edelman","WR","NE",57.4975,-93.5891666666667,0,30.65,7.47585711362472,5.97849983902701,1,2,1,1
"Dion Lewis","RB","CLE",25.76,-94.0258333333333,0,17,3.90229526475551,3.94720038434233,1,2,1,1
"D.J. Williams","TE",NA,20.575,-94.0875,NA,NA,NA,NA,1,2,1,1
"Andrew Quarless","TE",NA,20.4125,-94.25,NA,NA,NA,NA,1,2,1,1
"Jason Avant","WR","PHI",56.5125,-94.5741666666667,0,NA,20.6979530489531,8.33501833798224,1,2,1,1
"Chris Gragg","TE",NA,20.0375,-94.625,NA,NA,NA,NA,1,2,1,1
"Lee Smith","TE",NA,19.8375,-94.825,NA,NA,NA,NA,1,2,1,1
"Vonta Leach","RB","BAL",24.805,-94.9808333333333,0,NA,1.29383876507083,2.11829890174697,1,2,1,1
"Taylor Thompson","TE",NA,19.6375,-95.025,NA,NA,NA,NA,1,2,1,1
"Leon Washington","RB","NE",24.5475,-95.2383333333333,0,NA,8.79575785535277,4.52177506846687,1,2,1,1
"Cedric Benson","RB","FA",24.54,-95.2458333333333,0,14.8,23.4653385336756,6.84589339029991,1,2,1,1
"Travis Benjamin","WR","CLE",55.8175,-95.2691666666667,0,NA,0.401283098323363,1.83234056939475,1,2,1,1
"Armando Allen","RB","CHI",24.115,-95.6708333333333,0,NA,7.42657222411524,4.08311330833703,1,2,1,1
"Michael Palmer","TE",NA,18.95,-95.7125,NA,NA,NA,NA,1,2,1,1
"Adrien Robinson","TE",NA,18.425,-96.2375,NA,NA,NA,NA,1,2,1,1
"Garrett Celek","TE",NA,18.2625,-96.4,NA,NA,NA,NA,1,2,1,1
"Mario Manningham","WR","SF",54.625,-96.4616666666667,0,4.5,10.804368329523,3.71690739432898,1,2,1,1
"Cierre Wood","RB","HOU",22.8475,-96.9383333333333,NA,NA,NA,NA,1,2,1,1
"Joe McKnight","RB","NYJ",22.5675,-97.2183333333333,0,NA,11.6813998340667,5.44628140318724,1,2,1,1
"Lance Dunbar","RB","DAL",22.34,-97.4458333333333,0,NA,3.79765168667867,2.92047426655534,1,2,1,1
"Orson Charles","TE",NA,16.775,-97.8875,NA,NA,NA,NA,1,2,1,1
"William Powell","RB",NA,21.8825,-97.9033333333333,NA,NA,NA,NA,1,2,1,1
"Dwayne Harris","WR","DAL",53.025,-98.0616666666667,0,NA,2.60252281450134,2.53757707373463,1,2,1,1
"Jordan Shipley","WR","JAC",52.9625,-98.1241666666667,0,NA,16.5232443595883,6.99751886389638,1,2,1,1
"Michael Jenkins","WR","NE",52.775,-98.3116666666667,0,NA,7.08874548139514,3.97487986635547,1,2,1,1
"Michael Turner","RB","FA",21.29,-98.4958333333333,1.38629436111989,24.5,38.844911024483,10.3462491575271,2.3,3,1,1
"Phillip Tanner","RB","DAL",21.1875,-98.5983333333333,0,NA,2.57740421742497,2.52952953967195,1,2,1,1
"Randy Moss","WR","SF",52.375,-98.7116666666667,NA,5,NA,2.37539336614403,1,2,1,1
"Tiquan Underwood","WR","TB",52.0125,-99.0741666666667,0,NA,8.44106714718781,4.40813872376997,1,2,1,1
"Will Johnson","RB",NA,20.62,-99.1658333333333,NA,NA,NA,NA,1,2,1,1
"Chris ""Beanie"" Wells","RB",NA,20.47,-99.3158333333333,NA,NA,NA,NA,1,2,1,1
"Jamie Harper","RB","TEN",20.15,-99.6358333333333,0,NA,5.90434162290767,3.59541876961646,1,2,1,1
"Michael Williams","TE",NA,14.425,-100.2375,NA,NA,NA,NA,1,2,1,1
"Ladarius Green","TE",NA,14.3125,-100.35,NA,NA,NA,NA,1,2,1,1
"Cedric Peerman","RB",NA,19.385,-100.400833333333,NA,NA,NA,NA,1,2,1,1
"Richard Gordon","TE",NA,14.125,-100.5375,NA,NA,NA,NA,1,2,1,1
"James Starks","RB","GB",19.1825,-100.603333333333,0,NA,10.7344848308307,5.1429073445233,1,2,1,1
"Bernard Scott","RB","CIN",18.4,-101.385833333333,0,41,3.99658708566864,6.52731233074876,1,2,1,1
"Braylon Edwards","WR","NYJ",49.625,-101.461666666667,NA,NA,NA,NA,1,2,1,1
"Jerricho Cotchery","WR","PIT",49.625,-101.461666666667,0,NA,13.318120879088,5.97065656318777,1,2,1,1
"Michael Crabtree","WR","SF",49.4625,-101.624166666667,0,35.5,11.3490638380441,7.11729696748422,1,2,1,1
"Kenjon Barner","RB","CAR",18.0525,-101.733333333333,0,NA,3.1855160492454,2.72435732665437,1,2,1,1
"Alex Green","RB","GB",17.965,-101.820833333333,0,NA,4.81764616626557,3.24726163820917,1,2,1,1
"Lance Ball","RB",NA,17.7775,-102.008333333333,NA,NA,NA,NA,1,2,1,1
"Michael Robinson","RB","SEA",17.7275,-102.058333333333,0,NA,4.15602010642393,3.03528888204201,1,2,1,1
"Hayden Smith","TE",NA,12.525,-102.1375,NA,NA,NA,NA,1,2,1,1
"Taiwan Jones","RB","OAK",17.625,-102.160833333333,NA,NA,NA,NA,1,2,1,1
"Evan Moore","TE",NA,12.375,-102.2875,NA,NA,NA,NA,1,2,1,1
"Anthony Dixon","RB",NA,17.4225,-102.363333333333,NA,NA,NA,NA,1,2,1,1
"Chase Coffman","TE",NA,11.9125,-102.75,NA,NA,NA,NA,1,2,1,1
"Jacob Hester","RB",NA,16.93,-102.855833333333,NA,NA,NA,NA,1,2,1,1
"Daniel Fells","TE",NA,11.625,-103.0375,NA,NA,NA,NA,1,2,1,1
"Jerome Simpson","WR","MIN",47.8375,-103.249166666667,0,NA,4.18223549671703,3.04368780837172,1,2,1,1
"Montell Owens","RB","DET",16.5275,-103.258333333333,0,NA,3.55497934241537,2.8427265344431,1,2,1,1
"Michael Egnew","TE",NA,11.3375,-103.325,NA,NA,NA,NA,1,2,1,1
"Tashard Choice","RB","BUF",16.3875,-103.398333333333,0,NA,3.5632309191706,2.84537018706457,1,2,1,1
"Sean McGrath","TE",NA,11.05,-103.6125,NA,NA,NA,NA,1,2,1,1
"Danny Ware","RB",NA,16.07,-103.715833333333,NA,NA,NA,NA,1,2,1,1
"Konrad Reuland","TE",NA,10.85,-103.8125,NA,NA,NA,NA,1,2,1,1
"James Hanna","TE",NA,10.8125,-103.85,NA,NA,NA,NA,1,2,1,1
"Quinton Patton","WR","SF",47.225,-103.861666666667,0,32.1,5.23475962517223,5.77446592935569,1,2,1,1
"Keiland Williams","RB",NA,15.76,-104.025833333333,NA,NA,NA,NA,1,2,1,1
"Jed Collins","RB","NO",15.6075,-104.178333333333,0,NA,2.11071374184185,2.38001054035986,1,2,1,1
"Bear Pascoe","TE",NA,10.4375,-104.225,NA,NA,NA,NA,1,2,1,1
"Matthew Mulligan","TE",NA,10.3375,-104.325,NA,NA,NA,NA,1,2,1,1
"Steve Maneri","TE",NA,10.2625,-104.4,NA,NA,NA,NA,1,2,1,1
"Clay Harbor","TE","PHI",9.7625,-104.9,0,NA,0.892722311248016,1.98978860654915,1,2,1,1
"Da'Rel Scott","RB","NYG",14.7925,-104.993333333333,0,NA,5.33335289709953,3.4124845393975,1,2,1,1
"Dion Sims","TE",NA,9.45,-105.2125,NA,NA,NA,NA,1,2,1,1
"Chris Polk","RB","PHI",14.5325,-105.253333333333,0,NA,1.52558288040998,2.19254543137387,1,2,1,1
"Niles Paul","TE",NA,9.25,-105.4125,NA,NA,NA,NA,1,2,1,1
"Le'Ron McClain","RB","SD",13.9125,-105.873333333333,0,NA,2.29772305772476,2.43992486738339,1,2,1,1
"Brett Brackett","TE",NA,8.5875,-106.075,NA,NA,NA,NA,1,2,1,1
"Allen Reisner","TE",NA,8.5125,-106.15,NA,NA,NA,NA,1,2,1,1
"Darrel Young","RB",NA,13.37,-106.415833333333,NA,NA,NA,NA,1,2,1,1
"Julius Thomas","TE",NA,8.2125,-106.45,NA,NA,NA,NA,1,2,1,1
"Weslye Saunders","TE",NA,8.1,-106.5625,NA,NA,NA,NA,1,2,1,1
"Levine Toilolo","TE",NA,8.075,-106.5875,NA,NA,NA,NA,1,2,1,1
"Gary Barnidge","TE",NA,8.025,-106.6375,NA,NA,NA,NA,1,2,1,1
"Ryan Griffin","TE",NA,8.0125,-106.65,NA,NA,NA,NA,1,2,1,1
"Rhett Ellison","TE",NA,7.925,-106.7375,NA,NA,NA,NA,1,2,1,1
"Blaine Gabbert","QB","JAC",118.31,-107.1,0,NA,34.7018515740395,12.821608494601,1,2,1,1
"Billy Bajema","TE",NA,7.25,-107.4125,NA,NA,NA,NA,1,2,1,1
"Tommy Streeter","WR","BAL",43.625,-107.461666666667,0,NA,3.18198051533946,2.72322460696261,1,2,1,1
"Louis Murphy","WR","NYG",43.5625,-107.524166666667,0,NA,1.09803327970209,2.05556644466057,1,2,1,1
"Rex Burkhead","RB","CIN",11.2775,-108.508333333333,0,NA,3.51608846945011,2.83026661783376,1,2,1,1
"Ryan Torain","RB",NA,11.2575,-108.528333333333,NA,NA,NA,NA,1,2,1,1
"Dennis Johnson","RB",NA,11.25,-108.535833333333,NA,NA,NA,NA,1,2,1,1
"D.C. Jefferson","TE",NA,6,-108.6625,NA,NA,NA,NA,1,2,1,1
"Mohamed Massaquoi","WR","JAC",42.375,-108.711666666667,0,NA,1.4142135623731,2.15686476108349,1,2,1,1
"Kevin Ogletree","WR","TB",42.3675,-108.719166666667,0,NA,16.2592815160039,6.91295004946108,1,2,1,1
"Travaris Cadet","RB",NA,10.805,-108.980833333333,NA,NA,NA,NA,1,2,1,1
"Baron Batch","RB",NA,10.745,-109.040833333333,NA,NA,NA,NA,1,2,1,1
"Ben Hartsock","TE",NA,5.6125,-109.05,NA,NA,NA,NA,1,2,1,1
"Jeremy Stewart","RB",NA,10.46,-109.325833333333,NA,NA,NA,NA,1,2,1,1
"Henry Hynoski","RB",NA,10.44,-109.345833333333,NA,NA,NA,NA,1,2,1,1
"Dorin Dickerson","TE",NA,5.3125,-109.35,NA,NA,NA,NA,1,2,1,1
"Ryan D'Imperio","RB",NA,10.2025,-109.583333333333,NA,NA,NA,NA,1,2,1,1
"Arrelious Benn","WR",NA,41.2,-109.886666666667,NA,NA,NA,NA,1,2,1,1
"Anthony Allen","RB","BAL",9.785,-110.000833333333,0,NA,1.86322636842655,2.30072016193679,1,2,1,1
"Michael Smith","RB",NA,9.75,-110.035833333333,NA,NA,NA,NA,1,2,1,1
"Stedman Bailey","WR","STL",40.975,-110.111666666667,0,NA,15.0290551931916,6.51880828240562,1,2,1,1
"Richie Brockel","TE",NA,4.4,-110.2625,NA,NA,NA,NA,1,2,1,1
"Kyle Adams","TE",NA,4.3875,-110.275,NA,NA,NA,NA,1,2,1,1
"Mike McNeill","TE",NA,4.1875,-110.475,NA,NA,NA,NA,1,2,1,1
"Evan Rodriguez","TE","MIA",4,-110.6625,0,NA,2.82842712474619,2.60995263778679,1,2,1,1
"Stanley Havili","RB",NA,9.0925,-110.693333333333,NA,NA,NA,NA,1,2,1,1
"Chris Thompson","RB","WAS",9.05,-110.735833333333,NA,NA,NA,NA,1,2,1,1
"Eddie Royal","WR","SD",40.25,-110.836666666667,0,NA,8.39689302659026,4.39398615230602,1,2,1,1
"Jerome Felton","RB",NA,8.9375,-110.848333333333,NA,NA,NA,NA,1,2,1,1
"Terrance Ganaway","RB","STL",8.745,-111.040833333333,NA,NA,NA,NA,1,2,1,1
"Tommy Gallarda","TE",NA,3.4875,-111.175,NA,NA,NA,NA,1,2,1,1
"Edwin Baker","RB",NA,8.56,-111.225833333333,NA,NA,NA,NA,1,2,1,1
"Lawrence Vickers","RB",NA,8.5525,-111.233333333333,NA,NA,NA,NA,1,2,1,1
"LaVon Brazill","WR","IND",39.85,-111.236666666667,0,NA,0.689429111656885,1.92465722427305,1,2,1,1
"Nate Byham","TE",NA,3.2375,-111.425,NA,NA,NA,NA,1,2,1,1
"Geno Smith","QB","NYJ",113.904,-111.506,0,60.4,17.5844648387907,10.7773456027887,1,2,1,1
"Cyrus Gray","RB","KC",8.1125,-111.673333333333,NA,NA,NA,NA,1,2,1,1
"Michael Cox","RB",NA,8.03,-111.755833333333,NA,NA,NA,NA,1,2,1,1
"Bruce Miller","RB",NA,7.9325,-111.853333333333,NA,NA,NA,NA,1,2,1,1
"Donald Jones","WR",NA,39.1875,-111.899166666667,NA,17.9,NA,5.13277617969529,1,2,1,1
"Jim Dray","TE",NA,2.7125,-111.95,NA,NA,NA,NA,1,2,1,1
"Marvin Jones","WR","CIN",38.9575,-112.129166666667,0,NA,16.3259066236253,6.93429550205076,1,2,1,1
"Darius Reynaud","RB",NA,7.5425,-112.243333333333,NA,NA,NA,NA,1,2,1,1
"Brody Eldridge","TE",NA,2.3625,-112.3,NA,NA,NA,NA,1,2,1,1
"Ryan Taylor","TE",NA,2.275,-112.3875,NA,NA,NA,NA,1,2,1,1
"Marcus Thigpen","RB",NA,7.275,-112.510833333333,NA,NA,NA,NA,1,2,1,1
"Doug Baldwin","WR","SEA",38.45,-112.636666666667,0,6,2.95217081145383,2.619370899422,1,2,1,1
"Kory Sperry","TE",NA,1.95,-112.7125,NA,NA,NA,NA,1,2,1,1
"Zack Pianalto","TE",NA,1.675,-112.9875,NA,NA,NA,NA,1,2,1,1
"David Nelson","WR","CLE",38.0875,-112.999166666667,0,NA,10.3149201705588,5.00848658508486,1,2,1,1
"Jalen Parmele","RB",NA,6.73,-113.055833333333,NA,NA,NA,NA,1,2,1,1
"Jonathan Grimes","RB",NA,6.55,-113.235833333333,NA,NA,NA,NA,1,2,1,1
"Shaun Chapas","RB","DET",6.4475,-113.338333333333,0,NA,4.27976379313158,3.07493407125354,1,2,1,1
"Chris Pressley","RB",NA,6.355,-113.430833333333,NA,NA,NA,NA,1,2,1,1
"Colin Cochart","TE",NA,1.225,-113.4375,NA,NA,NA,NA,1,2,1,1
"Owen Marecic","RB","CLE",6.3325,-113.453333333333,0,NA,5.86368298298945,3.58239249316124,1,2,1,1
"Mike Caussin","TE",NA,1.2,-113.4625,NA,NA,NA,NA,1,2,1,1
"Quinn Johnson","RB",NA,6.2925,-113.493333333333,NA,NA,NA,NA,1,2,1,1
"Dan Gronkowski","TE",NA,1.1625,-113.5,NA,NA,NA,NA,1,2,1,1
"Tommy Bohanon","RB",NA,6.1275,-113.658333333333,NA,NA,NA,NA,1,2,1,1
"Harvey Unga","RB",NA,6.1,-113.685833333333,NA,NA,NA,NA,1,2,1,1
"Mickey Shuler","TE",NA,0.8375,-113.825,NA,NA,NA,NA,1,2,1,1
"Kevin Brock","TE",NA,0.775,-113.8875,NA,NA,NA,NA,1,2,1,1
"Kevin Walter","WR","TEN",36.9375,-114.149166666667,0,NA,5.70104842331654,3.53028738734036,1,2,1,1
"Tandon Doss","WR","BAL",36.9375,-114.149166666667,0,NA,1.90034947443885,2.31261371870025,1,2,1,1
"Matt Asiata","RB",NA,5.5475,-114.238333333333,NA,NA,NA,NA,1,2,1,1
"Fendi Onobun","TE",NA,0.4125,-114.25,NA,NA,NA,NA,1,2,1,1
"Isaiah Stanback","TE",NA,0.3375,-114.325,NA,NA,NA,NA,1,2,1,1
"Brad Smelley","TE",NA,0.25,-114.4125,NA,NA,NA,NA,1,2,1,1
"Damien Berry","RB",NA,5.34,-114.445833333333,NA,NA,NA,NA,1,2,1,1
"David Johnson","RB",NA,5.3375,-114.448333333333,NA,NA,NA,NA,1,2,1,1
"Antone Smith","RB",NA,5.27,-114.515833333333,NA,NA,NA,NA,1,2,1,1
"John Griffin","RB",NA,4.8575,-114.928333333333,NA,NA,NA,NA,1,2,1,1
"Lex Hilliard","RB",NA,4.6875,-115.098333333333,NA,NA,NA,NA,1,2,1,1
"Anthony Sherman","RB",NA,4.665,-115.120833333333,NA,NA,NA,NA,1,2,1,1
"Theo Riddick","RB",NA,4.48,-115.305833333333,NA,NA,NA,NA,1,2,1,1
"Deion Branch","WR","NE",35.75,-115.336666666667,NA,NA,NA,NA,1,2,1,1
"Erik Lorig","RB",NA,4.43,-115.355833333333,NA,NA,NA,NA,1,2,1,1
"Tristan Davis","RB",NA,4.39,-115.395833333333,NA,NA,NA,NA,1,2,1,1
"Keshawn Martin","WR","HOU",35.6025,-115.484166666667,0,NA,9.23918635937891,4.66384136220385,1,2,1,1
"Marquise Goodwin","WR","BUF",35.5075,-115.579166666667,0,NA,11.6063900323629,5.42224964964581,1,2,1,1
"Dan Herron","RB",NA,4.1,-115.685833333333,NA,NA,NA,NA,1,2,1,1
"Bradie Ewing","RB",NA,3.75,-116.035833333333,NA,NA,NA,NA,1,2,1,1
"Kerwynn Williams","RB","IND",3.53,-116.255833333333,NA,NA,NA,NA,1,2,1,1
"Tony Fiammetta","RB",NA,3.27,-116.515833333333,NA,NA,NA,NA,1,2,1,1
"Stefan Logan","RB",NA,3.1375,-116.648333333333,NA,NA,NA,NA,1,2,1,1
"Austin Pettis","WR","STL",34.4375,-116.649166666667,0,NA,4.72877659918504,3.21878947210684,1,2,1,1
"Mike Cox","RB",NA,3,-116.785833333333,NA,NA,NA,NA,1,2,1,1
"Kyle Juszczyk","RB",NA,2.675,-117.110833333333,NA,NA,NA,NA,1,2,1,1
"Tyler Clutts","RB",NA,2.5875,-117.198333333333,NA,NA,NA,NA,1,2,1,1
"Charles Johnson","WR","GB",33.875,-117.211666666667,NA,NA,NA,NA,1,2,1,1
"Damian Williams","WR","TEN",33.725,-117.361666666667,0,NA,6.0811183182043,3.65205475420437,1,2,1,1
"Will Ta'ufo'ou","RB",NA,2.3775,-117.408333333333,NA,NA,NA,NA,1,2,1,1
"John Conner","RB",NA,1.94,-117.845833333333,NA,NA,NA,NA,1,2,1,1
"Lestar Jean","WR","HOU",33.2125,-117.874166666667,0,NA,3.82721545317219,2.92994595070849,1,2,1,1
"Chris Gronkowski","RB",NA,1.65,-118.135833333333,NA,NA,NA,NA,1,2,1,1
"Brit Miller","RB",NA,1.515,-118.270833333333,NA,NA,NA,NA,1,2,1,1
"Nate Eachus","RB",NA,1.42,-118.365833333333,NA,NA,NA,NA,1,2,1,1
"Corey McIntyre","RB",NA,1.39,-118.395833333333,NA,NA,NA,NA,1,2,1,1
"Armond Smith","RB",NA,1.2,-118.585833333333,NA,NA,NA,NA,1,2,1,1
"Manase Tonga","RB",NA,1.15,-118.635833333333,NA,NA,NA,NA,1,2,1,1
"Reagan Maui'a","RB",NA,1.0875,-118.698333333333,NA,NA,NA,NA,1,2,1,1
"Plaxico Burress","WR","PIT",32.2625,-118.824166666667,0,NA,18.1107724331404,7.50613350541179,1,2,1,1
"Brock Bolen","RB",NA,0.9275,-118.858333333333,NA,NA,NA,NA,1,2,1,1
"Thomas Clayton","RB",NA,0.7575,-119.028333333333,NA,NA,NA,NA,1,2,1,1
"Eddie Williams","RB",NA,0.745,-119.040833333333,NA,NA,NA,NA,1,2,1,1
"Robert Hughes","RB",NA,0.59,-119.195833333333,NA,NA,NA,NA,1,2,1,1
"Moran Norris","RB",NA,0.5875,-119.198333333333,NA,NA,NA,NA,1,2,1,1
"Josh Boyce","WR","NE",31.75,-119.336666666667,0,NA,3.62571831963452,2.86538999478682,1,2,1,1
"Josh Vaughan","RB",NA,0.44,-119.345833333333,NA,NA,NA,NA,1,2,1,1
"Allen Bradford","RB",NA,0.4,-119.385833333333,NA,NA,NA,NA,1,2,1,1
"Mike Thomas","WR","DET",31.475,-119.611666666667,0,NA,3.5532115754624,2.84216017459723,1,2,1,1
"Nick Toon","WR","NO",31.425,-119.661666666667,0,NA,9.22774349448444,4.6601752798692,1,2,1,1
"Riley Cooper","WR",NA,30.1875,-120.899166666667,NA,NA,NA,NA,1,2,1,1
"Kenny Stills","WR","NO",30.0375,-121.049166666667,0,NA,17.9379703771079,7.45077092175336,1,2,1,1
"Ramses Barden","WR","NYG",29.5625,-121.524166666667,0,NA,14.0095531022585,6.19217866297223,1,2,1,1
"Robert Meachem","WR","SD",28.72,-122.366666666667,0,3,6.9851216882743,2.94478643688743,1,2,1,1
"Chaz Schilens","WR","NYJ",28.375,-122.711666666667,NA,NA,NA,NA,1,2,1,1
"Rishard Matthews","WR","MIA",27.575,-123.511666666667,0,NA,8.69741340859454,4.49026732610547,1,2,1,1
"Ace Sanders","WR","JAC",27.2925,-123.794166666667,0,NA,25.9483509029636,10.0171487310251,1,2,1,1
"Ben Obomanu","WR","NYJ",26.1375,-124.949166666667,0,NA,3.26153002822295,2.74871080002717,1,2,1,1
