"name","pos","team","overallRank","projections","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","actualPts","pick","sdPts","sdPick","risk"
"Marshawn Lynch","RB","SEA",21,237.0775,242.525,245.3125,254.05,237.0775,244.132916666667,241.279205140277,252.5,6.45,7.08575992748837,2.8,2.63775897317736
"Ray Rice","RB","BAL",22,234.675,247.25,238,238.2,234.675,239.172916666667,232.209708746739,236.05,7.95,5.39379948799236,2.6,2.32762851683963
"Trent Richardson","RB","CLE",23,232.88,237.85,243.5075,223.8,232.88,234.092708333333,234.517742188691,212.88,8.25,8.35606774919679,2.7,2.84461480801111
"Andy Dalton","QB","CIN",24,231.844,204.94,236.87,237.24,231.844,226.8235,244.286051417688,230.76,116.65,15.3871009506881,15.75,5.40271314208817
"Brandon Marshall","WR","CHI",25,231.455,230.925,236.5,237.875,231.455,234.132916666667,222.687494183446,258.3,17.85,3.51453025547748,3.3,2.07895975591138
"Dez Bryant","WR","DAL",26,230.5125,241.925,235.9,219.5,230.5125,231.813541666667,234.663590560043,242.57,14.55,9.52490909296077,3.4,3.11722453011825
"Josh Freeman","QB","TB",27,226.716,210.74,234.55,242.52,226.716,227.689833333333,240.341525901529,229.5,134.2,13.560899515396,19.3,5.45918632204466
"Ben Roethlisberger","QB","PIT",28,226.662,220.1,241.93,219.82,226.662,226.144666666667,231.724423815564,212.8,122.15,10.3620462586628,16.9,4.66280917457252
"LeSean McCoy","RB","PHI",29,226.5025,220.125,241.12,223.625,226.5025,227.418125,229.783184827757,152.63,6.55,9.22739972739703,2.45,2.96765657815525
"Julio Jones","WR","ATL",30,225.745,219.775,228.2,215.9,225.745,224.073333333333,216.366864996365,213.75,20.95,5.59671183225769,3.6,2.46621292580409
"Michael Vick","QB","PHI",31,222.694,193.74,245.102,234.1,222.694,222.867333333333,254.517859663726,139.18,103.8,22.0955841440471,20.15,7.00706232176746
"Joe Flacco","QB","BAL",32,221.912,215.38,231.018,214.2,221.912,219.385833333333,219.23599378143,220.88,132.2,7.71279117224539,18.6,4.38634276913744
"Philip Rivers","QB","SD",33,219.36,211.06,221.162,222,219.36,217.312166666667,211.050052943112,188.24,151.1,5.01284227426584,21.9,4.26741960783834
"Demaryius Thomas","WR","DEN",34,218.7375,216.125,226.5,207.5,218.7375,216.857291666667,216.093772195225,231.25,22.65,7.83365718523815,3.45,2.83318598589913
"Alfred Morris","RB","WAS",35,218.4675,228.325,216.0325,229.3,218.4675,222.38125,219.113320411951,242.63,11.95,6.7609499147679,3.7,2.67570563347643
"Matt Schaub","QB","HOU",36,218.266,221.38,224.51,199,218.266,214.730666666667,222.621497543594,210.67,136.8,11.4792736704027,19.95,5.17071700823874
"Jay Cutler","QB","CHI",37,215.756,196.84,239.35,186.88,215.756,208.5065,241.411352926537,168.62,126.6,23.1079313007461,16.95,6.84776532730977
"Matt Forte","RB","CHI",38,212.51,196.3,223.98,200.025,212.51,207.695416666667,217.141801978533,186.9,14.2,12.5966274421635,3.9,3.69448182416449
"Sam Bradford","QB","STL",39,211.842,201.32,220.572,187.68,211.842,204.0785,217.605127394488,216.78,136,14.1695106831535,15.75,5.19448460452837
"Andre Johnson","WR","HOU",40,210.925,212.5,216.8375,202.25,210.925,210.448958333333,205.824041128458,225.75,30.85,6.11940539561102,5.3,2.73220340933043
"Alex Smith","QB","KC",41,209.486,169.34,229.09,191.92,209.486,199.184,234.938747429989,116.68,155.6,25.4396512816771,23.5,7.92696231646192
"Roddy White","WR","ATL",42,208.3875,209.25,215.55,188.5,208.3875,205.413541666667,212.270652241254,211.88,29.9,11.7243086816452,4.35,3.59204789050496
"Steven Jackson","RB","ATL",43,207.63,203.975,215.605,195.675,207.63,205.454583333333,205.459591087579,170.33,17.2,8.27261282284302,4.5,3.01733194015222
"Larry Fitzgerald","WR","ARI",44,207.575,199,214.775,197.25,207.575,204.608333333333,204.126189102632,126.75,25.9,8.11898495297699,4.25,2.96508823380147
"Ryan Tannehill","QB","MIA",45,206.474,203.66,231.37,123.46,206.474,190.407666666667,268.502728636526,167.16,158.5,46.8717272706408,19.3,11.1559014924325
"Carson Palmer","QB","ARI",46,206.22,211.58,209.95,210.74,206.22,208.355833333333,197.004935537041,207.32,128.1,2.36395678189485,16.35,3.23786491452909
"Vincent Jackson","WR","TB",47,204.0125,208.75,204.65,201.625,204.0125,204.617708333333,193.698856248338,227.04,33.3,2.96193516063963,5.05,2.16625183307977
"Randall Cobb","WR","GB",48,203.28,203.55,197.3625,208.5,203.28,207.188125,195.345634486021,209.57,30.4,4.55676848901718,5.05,2.43899531705333
"Jimmy Graham","TE","NO",49,201.6375,205.875,196.7875,209.25,201.6375,203.370833333333,197.11380385997,176.75,18.9,5.39070380377182,4.85,2.56083577323045
"Chris Johnson","RB","TEN",50,200.675,186.3,207.8125,199.325,200.675,198.053125,199.506656635662,178.3,18.3,8.96234236844178,5.05,3.19242299341093
"Reggie Bush","RB","DET",51,199.3475,176.55,208.045,220.375,199.3475,200.604375,220.139181900218,178.1,25.4,18.4890120944621,6.85,5.00863404586984
"Stevan Ridley","RB","NE",52,198.965,189.325,199.4925,210.625,198.965,199.076875,199.845931943739,200.68,19.05,8.70901864328965,6.2,3.26856575963987
"Maurice Jones-Drew","RB","JAC",53,197.9625,182.2,203.95,199.675,197.9625,195.530208333333,197.879906622583,65.23,21.1,9.50417876844181,5.95,3.37858085407352
"Victor Cruz","WR","NYG",54,196.1375,178.375,203.0125,183.625,196.1375,190.083333333333,195.740974366068,198.5,33,11.2907733348961,4.3,3.51271186248789
"Jake Locker","QB","TEN",55,193.096,163.1,222.922,169.8,193.096,186.1545,221.660612887943,119.14,181.3,27.0455826276061,26,8.46131116118578
"Percy Harvin","WR","SEA",56,190.14,208.425,177.1625,189.45,190.14,197.126875,198.878623512524,133.71,146.7,12.8828374810249,27.75,6.22103729370983
"DeMarco Murray","RB","DAL",57,188.8925,163.625,199.27,214.3,188.8925,191.130208333333,214.182437325098,117.68,32,21.3231147442355,7.45,5.55564333129886
"Reggie Wayne","WR","IND",58,187.325,181.25,186.6375,203.75,187.325,189.640625,191.487404563962,201.88,44.1,9.72656036646563,7.4,3.56724216900779
"Marques Colston","WR","NO",59,187.2625,181.125,192.2875,181.125,187.2625,185.191666666667,179.868404747743,199.25,40,5.39900646724315,5.95,2.67652693043266
"Brandon Weeden","QB","CLE",60,185.14,159.78,199.742,158.04,185.14,174.783833333333,196.214464527634,147.38,167.1,20.2686207637981,25.2,7.21922964342541
"Frank Gore","RB","SF",61,184.93,187.575,187.82,182.95,184.93,185.402083333333,174.71923419572,207.45,27.75,2.31725547073832,7.5,2.31051396175832
"Lamar Miller","RB","MIA",62,184.105,148,193.045,194.675,184.105,179.58125,202.640619392197,36.63,41.4,21.8049766395197,10.1,5.91333972525556
"Darren McFadden","RB","OAK",63,183.87,183.05,183.7575,215.775,183.87,191.196458333333,204.130933712425,117.95,41.7,16.1120052775097,9.95,4.9241628516977
"Rob Gronkowski","TE","NE",64,183.725,200.25,189.0375,176.875,183.725,187.221875,189.399525283263,162.75,48.2,9.86685515902441,11.7,4.03793170093087
"David Wilson","RB","NYG",65,182.9825,176.075,186.3575,190.15,182.9825,183.682916666667,179.196134927078,103.71,34.05,5.97700959928961,8.3,3.0195002131637
"Dwayne Bowe","WR","KC",66,181.175,158.75,190.7375,177.375,181.175,176.859375,185.189086921637,117.13,41.9,13.4083593911597,7.65,4.22286284002341
"Jordy Nelson","WR","GB",67,180.95,184.5,188.2125,174.75,180.95,181.994791666667,177.047437811998,138.13,55.75,5.72909583289545,11.1,3.26797506577702
"Darren Sproles","RB","NO",68,178.0925,172.3,187.6075,175.375,178.0925,178.19375,174.878307012278,171.1,40.1,6.61363695329582,9.55,3.25822796851426
"Wes Welker","WR","DEN",69,177.13,183.85,192.5,165.625,177.13,179.96625,184.06650264276,211.77,48.4,11.339455729884,10,4.11317027503331
"Steve Smith","WR","CAR",70,176.755,167.925,179.55,185.65,176.755,178.61,175.174825866953,172.45,64,7.36788187563653,8.05,3.23139216499131
"Eric Decker","WR","DEN",71,174.225,158.375,179.2125,166.875,174.225,169.555208333333,170.454657749447,214.44,60.75,9.07737787373094,10.25,3.75228742812875
"Torrey Smith","WR","BAL",72,172.3675,162.65,169.7125,181.875,172.3675,172.024583333333,170.346005605067,156.78,51.35,7.95443966704548,8.8,3.40961569555939
"Mike Wallace","WR","MIA",73,171.925,185.2,167.4125,162.375,171.925,172.123958333333,173.323562913783,153.2,64.4,9.79176085947602,9.95,3.843294116723
"Pierre Garcon","WR","WAS",74,171.5725,148.925,177.9625,171.625,171.5725,167.62625,173.912737389677,113.03,51.55,12.7553074737538,10.35,4.39166391733621
"Christian Ponder","QB","MIN",75,169.888,162.56,201.862,143.7,169.888,168.2025,193.934275509729,176.83,201.7,24.2298243424641,29.4,8.33297093164833
"Antonio Brown","WR","PIT",76,169.17,162.7,168.8625,180.625,169.17,170.695208333333,168.174013214941,128.44,57.2,7.47669110608653,8.95,3.34349505277567
"Hakeem Nicks","WR","NYG",77,169.0375,146.5,176.925,175,169.0375,166.757291666667,174.883043463496,105.5,51.65,13.9861217484512,8.6,4.42035879549485
"Cecil Shorts","WR","JAC",78,167.7,157.25,178.4,171,167.7,168.520833333333,168.4944411599,160.98,72.2,8.78316334433861,10.5,3.72794250664523
"Le'Veon Bell","RB","PIT",79,166.375,143.525,163.2625,137.975,166.375,152.417708333333,161.211811533176,NA,110.4,14.1368290254863,37.2,7.41718508278151
"Montee Ball","RB","DEN",80,165.225,169.95,163.4,184.8,165.225,170.46875,171.740125770675,NA,62.95,9.70490372183053,14.05,4.25436023217865
"Steve Johnson","WR","BUF",81,163.0125,156,168.8125,162.75,163.0125,162.452083333333,157.354284823982,170.75,82.8,5.23896160989943,10.55,3.12701818986641
"Danny Amendola","WR","NE",82,162.2875,138.35,173.375,173.75,162.2875,161.994791666667,173.126433188709,101.81,43.15,16.6016483086018,8.3,4.8364932029491
"James Jones","WR","GB",83,160.925,158,178.45,138.5,160.925,158.827083333333,169.922763002926,183,68.05,16.3631111421392,10.8,5.05540672336794
"Matt Flynn","QB","OAK",84,158.964,130.7,184.98,111.7,158.964,145.919333333333,179.40620842519,NA,209,32.1284511090508,32.8,10.0369718349712
"Mike Williams","WR","TB",85,158.1375,149.25,160.8875,154.375,158.1375,155.445833333333,150.381144518896,181.62,88.7,5.03997561171348,12.45,3.29036585039978
"Chris Ivory","RB","NYJ",86,157.695,134.625,158.3075,186.45,157.695,158.902708333333,176.098686703674,36.58,66.7,21.2095533088865,16.2,6.44519834626854
"T.Y. Hilton","WR","IND",87,157.0425,150.85,164.1375,153.875,157.0425,156.82875,152.014369900366,167.89,68.85,5.69902275979546,11.4,3.29399695087224
"Danario Alexander","WR","SD",88,154.65,155.625,160.5,165.5,154.65,158.927083333333,153.321828178715,125.25,109,4.99313591343156,16.6,3.7134697733271
"Tony Gonzalez","TE","ATL",89,154.4,155,155.2625,146.5,154.4,152.790625,146.448910740593,167.25,62.2,4.20925783986916,11.05,3.00286290484156
"Tavon Austin","WR","STL",90,152.275,140.675,151.0375,153.575,152.275,152.098958333333,145.426156078618,NA,86.9,5.90205980110616,14.7,3.6715335041527
"Lance Moore","WR","NO",91,151.7125,136.75,148.2875,159.25,151.7125,148.958333333333,149.503088364,167.23,98,9.36287549313778,11.9,3.97251924360964
"Jason Witten","TE","DAL",92,150.7625,147,152.2,136.75,150.7625,146.678125,144.24094939593,147.88,56.6,6.97243363031636,11.05,3.4754127183601
"Rashard Mendenhall","RB","ARI",93,150.325,124.65,153.3675,157.95,150.325,146.239791666667,154.256167859863,28.95,72.3,14.9476507874147,11.5,4.88605712825817
"Ryan Mathews","RB","SD",94,149.9475,152.75,147.495,141.2,149.9475,147.423125,142.639742060261,102.2,56.3,4.92470023410902,10.8,3.09924491845315
"Ahmad Bradshaw","RB","IND",95,149.9375,136.525,155.3075,176.9,149.9375,154.609166666667,164.442053115898,161.13,61.15,16.795007814824,11.2,5.17082154806906
"Jeremy Maclin","WR","PHI",96,149.5925,136.875,157.5125,165.775,149.5925,152.97875,156.448055771187,146.13,NA,12.3008123884834,NA,5.660298007366
"Miles Austin","WR","DAL",97,149.525,141,152.8875,155.875,149.525,149.751041666667,146.377830344639,154.88,83.2,6.42785584228261,9.6,3.2316504033259
"Greg Jennings","WR","MIN",98,148.0375,142.75,151.375,167,148.0375,152.190625,153.712774794158,70.75,84.05,10.4293924349648,11.9,4.15491168628993
"Kenny Britt","WR","TEN",99,147.7875,112,163.7125,159.75,147.7875,145.745833333333,164.085613643272,100.63,93.3,23.5361402067827,12.5,6.45871710229688
"E.J. Manuel","QB","BUF",100,147.554,84.62,180.248,113.64,147.554,130.623833333333,171.760519556621,NA,180.3,41.4359403537557,34.2,11.7741461306432
"DeSean Jackson","WR","PHI",101,147.3825,140.625,147.675,160.525,147.3825,151.624375,147.901399346487,99.74,62.3,8.31319066679575,9.35,3.52810381727098
"Josh Gordon","WR","CLE",102,146.9175,129,152.9875,NA,146.9175,142.79,180.186460450437,128.63,86.4,12.471847380534,12.15,4.53017678182558
"Eddie Lacy","RB","GB",103,144.0825,155.325,146.905,165.925,144.0825,152.792708333333,153.334972442706,NA,44.65,9.8169577719288,11.3,3.98784521755118
"Anquan Boldin","WR","SF",104,142.6125,148.075,142.775,158.125,142.6125,147.955208333333,145.221979120954,142.43,83.8,7.27563266865271,12.5,3.67789518303112
"Denarius Moore","WR","OAK",105,142.43,138.825,135.8625,151.5,142.43,142.319375,139.225568148964,137.27,122.95,6.78451925802412,16.15,3.97307930157501
"Vernon Davis","TE","SF",106,139.45,134.125,148.2625,126.5,139.45,136.884375,137.148983075818,99.5,59.6,9.15302417578474,11.65,3.91066037642937
"Jonathan Stewart","RB","CAR",107,138.365,114.4,143.4,161.6,138.365,139.124583333333,150.939430441784,65.23,122.3,19.4499735968116,20.95,6.63772452588984
"Shane Vereen","RB","NE",108,137.265,142.95,159.0425,107.075,137.265,136.424791666667,151.043565759154,65.73,67.3,21.7267501572562,12.8,6.18044567811096
"Dennis Pitta","TE","BAL",109,135.6375,123.75,141.8125,140.5,135.6375,135.383333333333,134.197809369151,127.63,135.5,8.22408176232054,60.5,8.82647833575244
"Emmanuel Sanders","WR","PIT",110,133.08,135.025,136.4875,141.5,133.08,136.542291666667,130.001056408767,82.05,111.9,3.59953896064019,14.55,3.26218103671421
"BenJarvus Green-Ellis","RB","CIN",111,132.5,138.85,125.975,149.325,132.5,136.2625,136.929024835778,153.9,86.05,9.94439750144103,11.25,4.00444541935788
"Michael Floyd","WR","ARI",112,130.3425,103.75,136.075,117,130.3425,121.756875,127.288651311027,80.25,114.3,14.4405928685713,15.85,5.25123254146513
"Andre Brown","RB","NYG",113,129.5175,116.925,145.1325,115.7,129.5175,126.560416666667,131.411337531581,102.09,81.55,13.7136134461345,11.15,4.63865682512525
"Giovani Bernard","RB","CIN",114,127.5025,128.15,149.2075,111.675,127.5025,128.775416666667,135.218123311701,NA,56.8,15.3990490101391,11.2,4.93208897263395
"Greg Olsen","TE","CAR",115,126.9875,123.375,129.1375,122.75,126.9875,125.445833333333,119.166245998878,136.38,98.1,3.02801158628343,16.4,3.35662367022659
"Kendall Wright","WR","TEN",116,125.9875,135.75,131.575,143,125.9875,133.832291666667,131.17471618231,100.65,130.2,7.16749298773056,22.1,4.6566779298141
"Sidney Rice","WR","SEA",117,124.7675,138.85,123.75,125.875,124.7675,128.438125,125.618462969425,137.1,118.9,7.07963581190209,16.75,4.08587900457738
"Chris Givens","WR","STL",118,124.185,143.15,125.7375,88.625,124.185,120.725208333333,133.391555783468,121.23,102,22.876668461466,16.35,6.74588568991815
"Justin Blackmon","WR","JAC",119,123.13,95.125,133.9875,131.75,123.13,121.158958333333,128.834708738269,144.43,118.5,17.8726062936877,16.75,5.93165957565478
"Blaine Gabbert","QB","JAC",120,121.88,66.1,150.082,106.8,121.88,110.157166666667,134.708522296066,85.08,259.7,35.0201911426347,28.5,10.0848115608061
"Santonio Holmes","WR","NYJ",121,121.6125,101.25,131.2125,114.5,121.6125,116.91875,120.079532289596,37,171.4,12.6161293093405,20.8,5.45343907833578
"Antonio Gates","TE","SD",122,120.925,113.625,127.05,113.125,120.925,118.68125,115.990144360335,111.25,105.45,6.62087528830844,19.8,4.32426623534746
"Kyle Rudolph","TE","MIN",123,120.9,110.875,128.2875,109.625,120.9,117.413541666667,116.831245972754,119.65,98.85,8.82821220458404,17.6,4.47321567397229
"Mark Ingram","RB","NO",124,118.985,105.625,122.4425,122.4,118.985,117.204791666667,115.835419472145,93.83,88.5,7.99133316344443,12.7,3.82106867035857
"Owen Daniels","TE","HOU",125,118.475,117.75,119.45,110.875,118.475,116.5875,111.53094240505,129.5,113.75,3.90429784553723,19.5,3.82852063829634
"Brian Hartline","WR","MIA",126,118.2875,100.125,122.1625,108.5,118.2875,112.14375,112.697289836846,141.38,135.2,9.92951461133256,16.1,4.50573257254817
"Jermichael Finley","TE","GB",127,118.25,101,120.75,112.625,118.25,112.947916666667,112.531260079738,93.38,87.65,8.78764224635937,15.4,4.23773500213345
"Greg Little","WR","CLE",128,117.45,99.1,115.5625,128.875,117.45,115.380208333333,117.37527866743,110.38,149.1,12.2664955901227,14.4,4.72879482185389
"Brandon LaFell","WR","CAR",129,116.0125,94.8,124.4125,119,116.0125,113.90625,116.307146922952,114.13,155.7,12.9784777773307,18.7,5.29725257129912
"Alshon Jeffery","WR","CHI",130,115.2375,113.625,128.3875,104.875,115.2375,115.522916666667,115.41476037143,63.88,123.65,9.70496275538104,14.7,4.32189425502655
"Brandon Myers","TE","NYG",131,114.925,115.625,115.3625,117.125,114.925,115.759375,108.098387906651,126.75,124.65,0.955105524274671,18.15,3.18391684811738
"Jared Cook","TE","STL",132,114.4625,112.75,125.65,109.625,114.4625,115.463541666667,113.096241623347,87.38,106.7,6.9789592630874,19,4.30239828203961
"Pierre Thomas","RB","NO",133,113.125,89.075,117.8175,104.675,113.125,106.023125,108.620410385876,105.37,119.35,12.6294667634531,17.95,5.15965355901628
"DeAndre Hopkins","WR","HOU",134,112.675,100.25,125.9,96.3,112.675,109.810416666667,111.782098771987,NA,113.35,13.3763064003733,13.85,4.86145561794025
"Martellus Bennett","TE","CHI",135,111.45,107.625,123.5375,85.75,111.45,107.082291666667,111.938068445669,111.51,122.5,15.760834153977,18.2,5.72114110720234
"Geno Smith","QB","NYJ",136,111.132,103.54,130.718,89.22,111.132,107.619166666667,114.689073355549,NA,207,17.2896300615909,44.1,8.67315986285956
"Rueben Randle","WR","NYG",137,110.6625,101,124.65,95.375,110.6625,107.876041666667,110.291675450083,57.41,130.75,12.815064275915,15.1,4.89532742434074
"Rod Streater","WR","OAK",138,108.1125,80.25,118.5375,NA,108.1125,101.966666666667,106.758242100005,92,166.6,19.7944949733505,23.5,6.96154507084001
"Danny Woodhead","RB","SD",139,107.52,91.375,117.4675,103.225,107.52,104.846875,105.484607226354,128.71,112.8,10.8095276984011,17.85,4.83802488876954
"Brandon Pettigrew","TE","DET",140,107.4625,98.375,109.925,99.25,107.4625,103.411458333333,100.686738247235,85.88,142.1,5.80384548345606,25.7,4.79744980669641
"Isaiah Pead","RB","STL",141,106.8825,118.75,114.98,123.25,106.8825,115.757291666667,112.898288990176,9.64,129.6,6.93516353297935,24.2,4.83509988805599
"Ryan Broyles","WR","DET",142,106.575,75.625,131.6125,95.125,106.575,102.184375,112.166367101957,52.75,129.05,23.3845911138617,15.55,6.74964268577584
"Vick Ballard","RB","IND",143,103.035,110.25,106.1625,93.7,103.035,103.070208333333,100.911764169783,118.4,114.2,7.0409739427511,19.4,4.35455702747488
"Mikel Leshoure","RB","DET",144,102.7625,108.9,111.875,98.575,102.7625,105.228125,102.265366578109,152.55,127.8,5.99018620154388,23.5,4.60077469986995
"Fred Jackson","RB","BUF",145,102.6925,77.45,114.1575,127.375,102.6925,105.085416666667,112.703971585549,85.83,107.25,21.1984754267062,14.3,6.24592620787993
"Darrius Heyward-Bey","WR","IND",146,101.955,86.05,114.3375,123.25,101.955,106.525625,110.066307474528,108.85,146.75,16.1328538205686,15.6,5.51466705637089
"Daryl Richardson","RB","STL",147,101.605,103.425,92.8825,116.25,101.605,103.315625,102.718918566927,63.88,59.2,9.64164326740174,11.75,4.00461080508353
"DeAngelo Williams","RB","CAR",148,100.465,84.775,105.1325,66.95,100.465,89.1722916666667,94.0674939480547,134.08,77.85,17.2754127272211,12.6,5.39841506731526
"Mohamed Sanu","WR","CIN",149,100.2975,76.975,109.5375,114,100.2975,100.5575,104.029334820605,53.17,146.05,16.5029190599724,19.45,5.97790388830078
"Jermaine Gresham","TE","CIN",150,100.2375,84.625,100.0625,113.125,100.2375,99.2208333333333,100.135511857561,120.13,160,11.6585581941622,23.9,5.61171540623366
"Andre Roberts","WR","ARI",151,100.0625,104.85,91.2875,107.125,100.0625,101.185416666667,98.338815198399,128.08,162.1,7.01036806570573,18.6,4.26621653281402
"Jordan Cameron","TE","CLE",152,99.7625,86.875,93.4,97,99.7625,94.209375,91.2944921874681,35.25,100,5.56964779519316,21,4.26914810484171
"Bernard Pierce","RB","BAL",153,98.21,71.65,112.8075,84.5,98.21,91.691875,96.4218350758464,65.08,104.4,17.7173680531045,11.95,5.40647297888033
"Johnathan Franklin","RB","GB",154,97.975,130.825,92.52,101.975,97.975,105.757083333333,109.585095470364,NA,143.7,17.1120622052594,28.3,7.00144191130871
"Marcedes Lewis","TE","JAC",155,96.6375,82.5,102.5125,90.125,96.6375,92.8354166666667,91.7821261746939,93.5,181.7,8.60662596007672,32,5.93123536982941
"Fred Davis","TE","WAS",156,96.5875,93.625,104.1625,98.25,96.5875,98.1395833333333,94.1107060016446,40.73,129.15,4.43760563254556,22.5,4.23137418788577
"Ben Tate","RB","HOU",157,96.5775,74.45,103.295,99.1,96.5775,93.1389583333333,94.7035289203288,43.03,89.55,12.9046781528702,13.35,4.72885772520222
"Malcom Floyd","WR","SD",158,96.1625,101,106.4125,97.75,96.1625,100.33125,96.1711406436266,133.75,149.2,4.52659387214419,21.2,4.1115448283278
"Dwayne Allen","TE","IND",159,94.4,78.25,102.3125,83.625,94.4,89.5885416666667,89.7641314914784,84.63,170.5,10.7882960067458,21.3,5.19279013877008
"Jacquizz Rodgers","RB","ATL",160,93.7,94.725,96.55,106.875,93.7,97.8541666666667,94.7540845812245,110.29,132.4,6.05745064638032,18.2,4.06169834468757
"Dustin Keller","TE","MIA",161,93.0875,93.625,96.0875,92.375,93.0875,93.7854166666667,88.3338087844753,52.63,173.2,1.61259689631352,22.4,3.73786159793648
"Ronnie Hillman","RB","DEN",162,93.05,75.85,110.1925,82.5,93.05,90.2314583333333,92.7700675210256,43.45,101,14.9764041321396,15.6,5.31689459234599
"Bryce Brown","RB","PHI",163,92.95,84.725,103.2425,77.05,92.95,89.091875,89.7692332443029,84.02,108.95,11.2333086130415,15.15,4.63001459068383
"Nate Burleson","WR","DET",164,92.9075,87.9,95.5125,90.125,92.9075,91.99625,87.2874111710626,48.8,175.5,3.31070643267163,21.6,3.94516068909373
"Vincent Brown","WR","SD",165,92.25,52.625,99.8375,87,92.25,82.9114583333333,88.3185370808521,NA,114.05,20.8780895293567,16.75,6.44564806218483
"Golden Tate","WR","SEA",166,92.1025,81,104.25,102.5,92.1025,95.295625,94.5666387600136,132.92,99.85,10.7424790308926,17.55,4.79539354271574
"Jacoby Jones","WR","BAL",167,90.855,97.3,98.9625,66.625,90.855,88.650625,90.581856834644,106.51,174.8,14.9549209257633,18.2,5.58331630900416
"Stephen Hill","WR","NYJ",168,90.1375,88.75,87.6625,115,90.1375,95.3375,95.95532103074,51.5,171.6,13.1141741066679,24,5.87103865299218
"Cordarrelle Patterson","WR","MIN",169,89.0425,69,98.55,81.7,89.0425,85.5714583333333,85.2791327826365,NA,133.35,12.4646890212244,19.3,5.27171577949406
"Heath Miller","TE","PIT",170,88.8625,71.375,98.5375,93.75,88.8625,87.9729166666667,88.3267707473406,155,184.1,11.8485868531512,30.3,6.30906449687469
"Joe Morgan","WR","NO",171,88.2825,68.975,98.0375,NA,88.2825,85.7433333333333,78.9055465917361,NA,190.5,14.790585336062,2.5,3.92424959541779
"Rob Housler","TE","ARI",172,88.025,75.75,95.375,67.625,88.025,81.6770833333333,82.4075756120494,55.13,157.2,12.3897702258759,24.5,5.79909481474733
"Jeremy Kerley","WR","NYJ",173,87.445,85.25,99.5375,75.125,87.445,86.874375,86.1232928316549,122.02,169.3,10.0226718774237,18.9,4.8125363426899
"Donnie Avery","WR","KC",174,86.755,66.7,97.7875,104,86.755,88.8672916666667,90.9638435350386,118.53,187.7,16.3748458485111,24.2,6.44944528486362
"Brian Quick","WR","STL",175,86.475,83.375,90.5625,108.75,86.475,92.1989583333333,91.7498373887615,31.5,182.7,11.3608583109948,19.9,5.14527182993484
"Shonn Greene","RB","TEN",176,85.3525,86.375,97.1375,78.475,85.3525,86.385,84.8218360366818,170.18,133.9,7.71233886919742,23.1,4.85373875920715
"Aaron Dobson","WR","NE",177,85.0875,80.75,98,70.375,85.0875,83.5739583333333,83.4750301796094,NA,141.2,11.4395074513358,19.85,5.15352801544911
"Santana Moss","WR","WAS",178,84.95,85.825,90.4625,93.375,84.95,88.678125,84.659351617542,118.03,180.3,3.96994404610023,22.2,4.12023125426262
"Michael Bush","RB","CHI",179,84.92,86.175,87.4825,76.675,84.92,83.6047916666667,80.6179835898312,78.48,132.85,4.87239732874554,18.15,3.85384002785138
"Zach Miller","TE","SEA",180,83.65,72.75,87.7125,73.375,83.65,79.3302083333333,77.5684744388578,65.5,182.2,7.47618702252915,32.1,5.74829948078983
"Robert Woods","WR","BUF",181,83.5625,84.65,89.7375,75.725,83.5625,83.61875,80.6179890324934,NA,177.1,5.79243849773133,17.7,3.96443530082921
"Delanie Walker","TE","TEN",182,83.1,67.25,88.6625,81,83.1,79.8864583333333,78.8014061294092,64.06,213.4,9.09599485465077,56.5,8.56005836829206
"Mike Goodson","RB","NYJ",183,81.4575,93.675,86.8125,81.825,81.4575,85.6841666666667,82.8157540936873,62.66,173.4,5.70431086985974,19.4,4.12596502546921
"Coby Fleener","TE","IND",184,81.25,82.375,81.6625,79.625,81.25,81.2197916666667,76.5291745303959,48.13,163.9,1.16540296142579,23.2,3.74449024031174
"Zac Stacy","RB","STL",185,80.8125,72.275,110.1325,61.7,80.8125,81.0966666666667,84.9823337553341,NA,157.8,20.7937629871716,24.1,7.19476658784178
"A.J. Jenkins","WR","SF",186,78.9925,85.625,75.8375,67.875,78.9925,77.1391666666667,75.0714163714243,NA,199.2,7.36999519448057,33.5,5.8755750321143
"Josh Morgan","WR","WAS",187,78.8475,69,81.8,91.375,78.8475,80.5772916666667,78.718394211541,NA,223.6,9.21407446405588,39.5,6.81424157803693
"Dexter McCluster","WR","KC",188,77.5825,73.1,80.1375,55.325,77.5825,72.9004166666667,71.1439851963119,66.62,189.6,11.1920891890954,35.6,6.74737200165543
"Brandon Gibson","WR","MIA",189,77.45,69.775,87.1625,83.5,77.45,79.609375,77.3176880810577,116.38,195.8,7.60457904132986,20.8,4.59637918631787
"Davone Bess","WR","CLE",190,77.3125,77.625,87.5375,48.625,77.3125,72.625,74.3592992529474,103.85,192.5,16.7855623726662,26.6,6.76900387536993
"Markus Wheaton","WR","PIT",191,75.905,44.125,88.2625,44.5,75.905,63.300625,66.452772807241,NA,178.7,22.3837109091075,29.1,7.98608940858973
"Joseph Randle","RB","DAL",192,75.6575,75.875,88.1325,57.175,75.6575,74.135,74.1178025739892,NA,172,12.7657708019009,28.3,6.25815254142687
