"projectionId","playerId","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","twoPts","rush100","rush150","rush200","returnYds","regTds","returnTds","dataScrapeId","analystId","rush40","rec40"
63788,2495472,26.9,161.4,1.1,19.5,154.6,0.4,0,NA,0.3,0.1,0,771.1,NA,NA,8,18,NA,NA
63789,2540171,240,1150.6,10.8,30,219.6,0.3,2.4,NA,5.8,0.8,0.3,4.1,NA,NA,8,18,NA,NA
63790,2551247,21.6,48,0,2.4,11.8,0,0.1,NA,0.1,0,0,42.3,NA,NA,8,18,NA,NA
63791,2553462,37.2,112.5,0,6.8,40.2,0,0.4,NA,0.2,0.1,0,62.9,NA,NA,8,18,NA,NA
63792,927,175,975,7,65,475,2,1.1,NA,2.3,0.8,0.3,0,NA,NA,8,18,NA,NA
63793,2550263,34.9,180,0,6.7,70.4,0,0,NA,0.4,0.1,0,0,NA,NA,8,18,NA,NA
63794,2543551,75,450,1.2,11.9,143.1,0,0,NA,0.6,0.2,0.1,0,NA,NA,8,18,NA,NA
63795,2495172,27.6,118.4,0,0.4,4.3,0,0,NA,0.2,0.1,0,213.2,NA,NA,8,18,NA,NA
63796,2539289,0,0,0,0,0.1,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63797,2539980,58.1,217.6,0.3,8.3,32.2,0,0,NA,0.4,0.1,0.1,0,NA,NA,8,18,NA,NA
63798,2542022,101.3,455.2,3.8,21.1,143.8,0,1.3,NA,0.9,0.3,0.1,74.2,NA,NA,8,18,NA,NA
63799,2540178,150,505,7,25,225,2,1,NA,0.7,0.2,0.1,624.8,NA,NA,8,18,NA,NA
63800,79619,75,320,1,12,85,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63801,2533036,15.5,34.8,0,0.8,3.2,0,0,NA,0.1,0,0,343.4,NA,NA,8,18,NA,NA
63802,2543559,0,0,0,0.1,0.2,0,0,NA,0,0,0,17.6,NA,NA,8,18,NA,NA
63803,2533034,214.7,1033.4,5.3,35.4,255.5,0.5,1.9,NA,2.1,0.7,0.3,0,NA,NA,8,18,NA,NA
63804,2535708,70.8,425,0,28.5,320.3,0,0,NA,0.5,0.2,0.1,48.9,NA,NA,8,18,NA,NA
63805,2541161,206.1,924.8,5.2,47.6,388.7,0.3,1.2,NA,1.8,0.6,0.2,134,NA,NA,8,18,NA,NA
63806,497149,147.7,645,8.2,27.7,190.8,0.7,0.3,NA,1.3,0.4,0.2,24.6,NA,NA,8,18,NA,NA
63807,79607,266.6,1130.9,5.3,47.7,323.5,0.3,2.3,NA,2.3,0.8,0.3,76.4,NA,NA,8,18,NA,NA
63808,2540175,287.9,1175.4,8.8,70.2,709.2,1.6,0.4,NA,2.4,0.8,0.3,0,NA,NA,8,18,NA,NA
63809,2543704,77.3,318.1,2.4,11.8,87.2,0,1.8,NA,0.6,0.2,0.1,8.7,NA,NA,8,18,NA,NA
63810,2552382,0.3,-0.2,0,0,0,0,0,NA,0,0,0,20.8,NA,NA,8,18,NA,NA
63811,2552647,11.3,23.8,0,1.5,7.3,0,1.3,NA,0,0,0,145,NA,NA,8,18,NA,NA
63812,2543690,13,33.7,2.9,6.8,14.3,0,0,NA,0.1,0,0,0,NA,NA,8,18,NA,NA
63813,2495466,254.9,1174.8,10.2,43.6,257.3,0.2,1.5,NA,2.3,0.8,0.3,7.8,NA,NA,8,18,NA,NA
63814,2495663,260.7,1199.5,10.8,28.6,257.2,2,1.2,NA,7.5,0.8,0.3,0,NA,NA,8,18,NA,NA
63815,2495258,60.9,224.8,3.1,15.4,94.1,0.2,0.4,NA,0.4,0.1,0.1,26.9,NA,NA,8,18,NA,NA
63816,234,269.2,1136.8,6.8,65,535,4,2.2,NA,2.3,0.8,0.3,0,NA,NA,8,18,NA,NA
63817,2552635,90.7,350.2,1.4,24.1,225,0.3,0,NA,0.7,0.2,0.1,0,NA,NA,8,18,NA,NA
63818,2552469,217.6,890.8,5.7,35,310,2,0.8,NA,1.8,0.6,0.2,104.7,NA,NA,8,18,NA,NA
63819,2553439,43.1,158.4,0.4,7,64.2,0,1.6,NA,0.3,0.1,0,65.8,NA,NA,8,18,NA,NA
63820,2539663,0.5,1.6,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63821,2540224,25.9,98.1,0,0,0,0,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63822,2507428,64.2,171.9,0,21.8,158.2,0.3,0,NA,0.3,0.1,0,2.7,NA,NA,8,18,NA,NA
63823,2539341,127.5,594.7,2.3,23.2,146.1,0,1.2,NA,1.2,0.4,0.1,0,NA,NA,8,18,NA,NA
63824,2550481,6,7,0.2,1.8,17.6,0,0,NA,0,0,0,59,NA,NA,8,18,NA,NA
63825,2530763,0,0,0,7.4,61.8,0.2,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63826,2507141,60,275,1,30,260,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63827,2550233,22.6,80.9,0.4,4,15.7,0,0.4,NA,0.2,0.1,0,126.2,NA,NA,8,18,NA,NA
63828,71345,136.2,522.7,3.8,25.7,181.5,0,0.6,NA,1,0.3,0.1,0,NA,NA,8,18,NA,NA
63829,2506874,107.2,382.3,2.6,32.5,193.8,1,0.5,NA,0.8,0.3,0.1,89.8,NA,NA,8,18,NA,NA
63830,2539265,16.5,74,1.5,13.6,118.8,0,0,NA,0.1,0,0,20,NA,NA,8,18,NA,NA
63831,2533460,68.2,263.2,0,8.8,77.8,0.7,0.6,NA,0.5,0.2,0.1,41.9,NA,NA,8,18,NA,NA
63832,2533437,107.5,394.2,0.9,15.4,97.6,0.7,0,NA,0.8,0.3,0.1,0,NA,NA,8,18,NA,NA
63833,2495161,79.4,365,0.9,52.8,494.2,3.3,0.7,NA,0.7,0.2,0.1,0,NA,NA,8,18,NA,NA
63834,497188,146.2,650,8.8,31.5,206.6,0,0,NA,1.3,0.4,0.2,153.2,NA,NA,8,18,NA,NA
63835,2495473,116.5,438.4,2.1,35.9,285.1,0.5,0,NA,0.9,0.3,0.1,11.3,NA,NA,8,18,NA,NA
63836,2495461,0.5,1.2,0,0.5,1.4,0,0,NA,0,0,0,132.9,NA,NA,8,18,NA,NA
63837,2550529,11.1,53.5,0.4,9.8,116.1,0,0,NA,0.1,0,0,36.4,NA,NA,8,18,NA,NA
63838,2539315,50.7,159.7,0.2,8.2,58.3,1.9,0,NA,0.3,0.1,0,0,NA,NA,8,18,NA,NA
63839,2495470,114.8,455,1.5,10.4,57.6,0.8,1,NA,0.9,0.3,0.1,8.2,NA,NA,8,18,NA,NA
63840,2505936,100,350,4,6,50,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63841,2506676,100,350,4,6,50,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63842,2543570,34.1,111.4,1.5,1.3,6.7,0,0,NA,0.2,0.1,0,76.8,NA,NA,8,18,NA,NA
63843,2552471,193.8,797.8,5.7,38.4,274.1,0.9,2.2,NA,1.6,0.5,0.2,56.3,NA,NA,8,18,NA,NA
63844,2495467,5.7,0.3,0,0.3,5.2,0,0.2,NA,0,0,0,360,NA,NA,8,18,NA,NA
63845,2543664,152.3,605.6,3.2,14.2,83.9,0.5,1.4,NA,1.2,0.4,0.2,45.3,NA,NA,8,18,NA,NA
63846,2552453,125,635,7,28,295,1,0,NA,0.5,0.2,0.1,14.2,NA,NA,8,18,NA,NA
63847,2540020,58.3,350,1.1,59.8,530.3,5.3,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63848,2553733,83.5,275,0,7.1,56.3,0,0,NA,0.5,0.2,0.1,38.4,NA,NA,8,18,NA,NA
63849,497176,82,253.5,0.9,18.1,177.6,0,0.8,NA,0.5,0.2,0.1,117.6,NA,NA,8,18,NA,NA
63850,2552475,221,874.9,5.2,51,383.6,1,1.9,NA,1.7,0.6,0.2,417.5,NA,NA,8,18,NA,NA
63851,2535890,37.5,225,0,46.2,343.3,0.9,1.7,NA,0.1,0,0,555.8,NA,NA,8,18,NA,NA
63852,2543502,174.9,674.8,2.8,23.4,179.2,0.5,1.1,NA,1.3,0.4,0.2,149.8,NA,NA,8,18,NA,NA
63853,2533032,110.8,375.2,1.1,23.6,161.1,0,0.5,NA,0.8,0.3,0.1,65.2,NA,NA,8,18,NA,NA
63854,2540273,48.9,161.8,0.6,12.6,103,0,1.1,NA,0.3,0.1,0,3.6,NA,NA,8,18,NA,NA
63855,2553631,1.4,4.3,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63856,2550407,37.5,122.5,1.3,8,95.2,0.3,0,NA,0.2,0.1,0,54.4,NA,NA,8,18,NA,NA
63857,2507164,278,1285,10,42,303,1,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63858,2533457,255,1121,8,18,143,0,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63859,79555,263,1195,7,44,357,3,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63860,2540269,254,1151,10,43,345,1,1,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63861,2495207,256,1194,9,31,237,0,3,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63862,2540168,277,1260,10,42,343,3,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63863,2506404,235,997,7,32,258,2,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63864,925,232,1142,9,48,380,4,3,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63865,2543603,262,1218,10,26,205,0,3,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63866,927,208,1008,6,53,365,1,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63867,79607,303,1306,7,31,219,1,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63868,2540175,221,1015,7,57,487,2,1,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63869,2495466,217,967,9,28,180,0,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63870,2495663,272,1240,10,34,282,2,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63871,234,250,1032,7,62,499,3,2,NA,NA,NA,NA,NA,NA,NA,8,19,NA,NA
63872,2507164,292,1301,12,32,299,1,2,NA,6,2,0,0,NA,NA,8,26,NA,NA
63873,2495560,80,344,1,29,255,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63874,2543600,91,366,3,14,89,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63875,2533457,288,1233,9,16,131,0,2,NA,2,0,0,0,NA,NA,8,26,NA,NA
63876,2552374,133,591,4,38,366,2,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63877,2539217,199,874,5,38,355,2,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63878,2543565,169,700,6,21,144,0,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63879,497172,34,122,2,4,23,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63880,89798,44,189,2,13,134,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63881,79555,245,1111,9,31,277,2,1,NA,4,1,0,0,NA,NA,8,26,NA,NA
63882,497208,45,177,1,5,33,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63883,2541544,40,169,1,23,244,1,0,NA,0,0,0,800,NA,NA,8,26,NA,NA
63884,2533545,37,154,2,6,44,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63885,2495328,41,178,1,13,100,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63886,2543682,189,801,4,30,222,0,1,NA,1,0,0,161,NA,NA,8,26,NA,NA
63887,2534571,54,232,2,23,211,1,0,NA,0,0,0,273,NA,NA,8,26,NA,NA
63888,2550658,67,267,2,25,211,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63889,2532797,66,277,3,9,44,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63890,2534796,44,177,1,6,33,0,0,NA,0,0,0,45,NA,NA,8,26,NA,NA
63891,2540269,249,1101,9,39,322,1,1,NA,5,1,0,0,NA,NA,8,26,NA,NA
63892,497204,144,701,4,39,366,3,2,NA,2,1,0,547,NA,NA,8,26,NA,NA
63893,2552375,68,277,3,9,56,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63894,2543743,234,1001,8,23,143,1,1,NA,3,0,0,0,NA,NA,8,26,NA,NA
63895,79629,17,65,0,1,11,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63896,2543770,103,432,3,39,388,2,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63897,2507999,188,833,7,16,100,0,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
63898,262,91,391,1,18,112,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63899,2533037,77,333,3,11,66,0,0,NA,0,0,0,248,NA,NA,8,26,NA,NA
63900,2539322,59,278,3,3,13,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63901,2532851,21,88,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63902,2550512,70,311,1,16,166,0,0,NA,0,0,0,83,NA,NA,8,26,NA,NA
63903,2532864,133,544,3,36,255,1,1,NA,0,0,0,68,NA,NA,8,26,NA,NA
63904,2495241,34,133,1,8,55,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63905,4327,51,209,2,34,266,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63906,284,165,687,5,23,133,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63907,2506467,54,265,2,40,366,2,0,NA,0,0,0,1090,NA,NA,8,26,NA,NA
63908,2550596,13,56,0,2,9,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63909,2552376,135,587,5,11,56,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63910,2553435,145,613,4,26,256,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63911,2495979,100,434,3,6,35,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63912,2495207,288,1300,10,37,322,1,1,NA,6,2,0,0,NA,NA,8,26,NA,NA
63913,2539260,134,601,3,25,211,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63914,2543583,167,755,3,39,333,1,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63915,497190,44,178,0,26,177,1,0,NA,0,0,0,392,NA,NA,8,26,NA,NA
63916,2507779,35,155,1,11,110,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63917,2532899,188,801,5,20,188,0,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63918,2543596,23,100,0,11,88,0,0,NA,0,0,0,282,NA,NA,8,26,NA,NA
63919,2530690,24,99,0,1,7,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63920,2552461,88,387,3,35,344,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63921,2540168,281,1267,11,40,377,2,1,NA,5,0,0,0,NA,NA,8,26,NA,NA
63922,2540037,67,289,1,15,133,0,0,NA,0,0,0,194,NA,NA,8,26,NA,NA
63923,2506404,233,977,6,28,233,2,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
63924,2506871,78,304,2,39,333,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63925,2541910,11,44,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63926,2540156,145,700,4,49,425,2,0,NA,1,0,0,0,NA,NA,8,26,NA,NA
63927,2550189,145,677,5,16,134,0,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63928,2495471,55,233,1,27,166,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63929,925,251,1219,10,44,422,3,2,NA,5,2,0,0,NA,NA,8,26,NA,NA
63930,497206,100,444,3,20,166,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63931,2543773,41,177,1,24,211,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63932,2552631,71,311,4,15,112,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63933,2552582,111,478,4,29,277,1,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63934,2543603,275,1211,10,30,244,0,2,NA,6,2,0,0,NA,NA,8,26,NA,NA
63935,2552379,56,231,3,15,133,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63936,2543715,112,466,3,27,276,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63937,2535696,27,114,0,5,33,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63938,2506147,15,35,1,3,14,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63939,497145,212,855,5,27,278,1,2,NA,2,0,0,0,NA,NA,8,26,NA,NA
63940,2533030,77,344,4,5,44,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63941,2534770,33,133,1,5,44,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63942,949,210,933,6,29,201,1,1,NA,3,0,0,0,NA,NA,8,26,NA,NA
63943,2495472,54,233,1,24,166,1,0,NA,0,0,0,782,NA,NA,8,26,NA,NA
63944,2540171,167,766,7,17,133,1,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63945,2553462,34,145,1,6,34,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63946,927,222,955,7,38,245,1,0,NA,4,1,0,0,NA,NA,8,26,NA,NA
63947,2550263,33,144,1,5,23,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63948,2543551,55,233,1,11,89,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63949,2552380,23,87,0,4,13,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63950,2539980,49,211,2,7,44,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63951,2542022,75,333,4,13,88,0,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63952,2540178,110,477,4,17,144,1,0,NA,1,0,0,681,NA,NA,8,26,NA,NA
63953,79619,70,300,1,22,156,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63954,2533036,33,155,1,6,45,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63955,2543559,45,210,1,7,34,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63956,2533034,233,1050,7,36,233,1,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
63957,2535708,77,344,2,26,244,1,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63958,2541161,213,933,7,24,211,0,1,NA,3,0,0,0,NA,NA,8,26,NA,NA
63959,497149,200,881,9,11,66,0,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
63960,79607,284,1266,8,39,255,1,1,NA,5,1,0,0,NA,NA,8,26,NA,NA
63961,2540175,250,1144,9,57,600,2,1,NA,5,2,1,0,NA,NA,8,26,NA,NA
63962,2495967,11,44,0,12,66,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63963,2543704,76,333,2,13,89,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63964,4433,34,123,1,27,211,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63965,2552647,23,99,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63966,2543690,33,122,1,3,13,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63967,2495466,244,1044,9,28,144,0,0,NA,4,0,0,0,NA,NA,8,26,NA,NA
63968,2495663,292,1254,11,30,255,2,1,NA,4,0,0,0,NA,NA,8,26,NA,NA
63969,2495258,76,322,2,21,133,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63970,234,244,1020,7,67,533,2,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
63971,2552469,249,1100,8,27,244,1,2,NA,4,1,0,0,NA,NA,8,26,NA,NA
63972,2553439,34,141,1,11,58,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63973,2540224,28,111,1,3,13,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63974,2507428,33,101,2,16,122,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63975,2539341,100,444,5,14,101,0,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63976,1980,34,131,1,6,33,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63977,2507141,78,323,2,34,277,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63978,71345,177,766,6,26,199,1,0,NA,1,0,0,0,NA,NA,8,26,NA,NA
63979,941,45,220,1,11,67,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63980,2506874,106,443,3,34,233,1,2,NA,0,0,0,0,NA,NA,8,26,NA,NA
63981,2539265,11,44,0,3,19,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63982,2533460,80,344,1,20,199,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63983,2506341,13,44,0,3,34,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63984,2533437,92,401,2,27,201,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63985,2495161,78,345,2,40,377,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63986,497188,178,801,4,23,188,1,1,NA,0,0,0,0,NA,NA,8,26,NA,NA
63987,2495474,89,400,3,11,67,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63988,2495473,89,391,3,45,377,2,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63989,79563,45,180,2,3,13,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63990,2550529,45,199,1,13,91,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63991,2539315,45,201,2,14,122,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63992,2495470,144,588,4,12,66,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63993,2505936,100,343,3,13,66,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63994,2506676,100,343,3,13,66,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63995,2543570,26,100,1,4,21,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63996,2552471,211,899,6,22,222,1,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63997,2543664,171,733,5,17,133,1,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
63998,2552453,179,801,7,14,101,1,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
63999,2540020,88,400,1,34,322,2,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
64000,497176,42,167,2,11,78,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
64001,2552475,188,844,7,18,166,1,1,NA,2,0,0,0,NA,NA,8,26,NA,NA
64002,2535890,43,177,0,35,211,1,0,NA,0,0,0,269,NA,NA,8,26,NA,NA
64003,2543502,177,761,4,26,212,1,1,NA,1,0,0,0,NA,NA,8,26,NA,NA
64004,2533032,59,223,3,23,188,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
64005,2550448,21,88,0,3,15,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
64006,2540273,66,300,4,16,144,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
64007,2550407,16,67,0,11,112,0,0,NA,0,0,0,0,NA,NA,8,26,NA,NA
