"projectionId","playerId","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","twoPts","rush100","rush150","rush200","returnYds","regTds","returnTds","dataScrapeId","analystId","rush40","rec40"
63548,497206,84,345,2,17,117,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63549,89798,55,265,1,18,135,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63550,2495470,76,326,3,2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63551,2495172,51,246,1,7,47,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63552,2495328,59,235,2,36,256,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63553,2533032,64,245,1,3,22,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63554,2533437,81,341,2,19,145,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63555,2533460,60,260,0,20,174,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63556,2532864,80,343,2,23,185,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63557,2534571,60,276,1,18,129,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63558,2532797,43,187,1,5,35,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63559,2535890,13,66,0,22,187,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63560,2539341,64,287,2,4,31,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63561,2539322,45,206,0,2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63562,2540020,16,65,0,45,375,3,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63563,2539260,90,379,1,27,189,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63564,2540273,71,276,0,2,11,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63565,2539315,40,149,0,11,77,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63566,2543600,93,364,2,11,86,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63567,2543551,41,177,1,7,49,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63568,2543715,45,229,1,27,165,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63569,2543704,74,303,3,10,80,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63570,2543638,14,88,0,29,212,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63571,2543773,41,164,0,45,345,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63572,2543565,83,322,4,10,76,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63573,2550529,28,136,0,19,148,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63574,2550512,55,216,1,13,98,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63575,2550658,70,265,2,6,44,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63576,2533030,81,355,2,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63577,2551247,37,145,1,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63578,2535708,51,221,1,32,265,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63579,2533037,33,145,2,9,69,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63580,2541544,61,242,2,32,255,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63581,2542022,47,216,2,3,20,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63582,2534770,14,59,0,10,92,1,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63583,2552631,89,392,2,8,64,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63584,2552375,65,265,2,10,76,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63585,2552461,49,215,1,14,109,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63586,2552635,63,275,2,26,204,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63587,2553462,56,246,0,3,24,0,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA
63588,2507164,298,1356,11.3,37,263,0.9,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63589,2543600,145,486,1.8,11,79,0.6,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63590,2533457,272,1210,7.6,15,122,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63591,2552374,128,550,4.2,35,291,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63592,2539217,234,983,3.7,46,400,1.6,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63593,2543565,104,354,4.2,6,38,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63594,497172,5,17,0,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63595,2495340,2,6,0,12,94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63596,89798,48,283,1.5,12,107,1.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63597,79555,284,1264,8.6,40,332,3.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63598,2541544,42,172,1.2,20,170,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63599,2533545,6,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63600,2495328,54,224,1.8,28,218,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63601,2543682,166,656,2.4,21,145,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63602,2534571,58,238,1.3,13,83,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63603,2550658,38,144,1.2,14,104,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63604,2532797,35,137,1.8,3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63605,2534796,36,148,1.3,5,47,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63606,2540269,279,1283,9.5,32,250,1.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63607,497204,152,745,4.8,58,470,2.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63608,2552375,92,377,1.5,6,39,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63609,2543743,240,1032,8.7,20,124,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63610,2543770,132,462,2.2,42,344,1.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63611,2507999,172,765,4.8,12,78,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63612,2533037,35,131,0.5,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63613,2539322,42,193,0.1,2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63614,2550512,24,91,0.3,8,58,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63615,2532864,68,275,1.8,18,140,0.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63616,2495241,12,44,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63617,4327,78,328,2,45,338,3.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63618,284,160,672,4.5,27,192,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63619,2506467,42,193,1.5,48,446,1.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63620,2552376,148,607,4.7,12,72,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63621,2553435,82,336,3.8,34,277,1.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63622,2495979,88,326,1.8,20,150,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63623,2495207,278,1265,10.5,24,180,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63624,2539260,45,203,2,22,121,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63625,2543583,160,656,4.6,42,307,1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63626,497190,32,112,0,23,179,1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63627,2495469,20,88,1,5,30,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63628,2507779,40,136,0.6,8,59,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63629,2532899,202,788,4.9,23,127,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63630,2543596,22,77,0,12,60,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63631,2552461,102,449,3.3,35,280,0.8,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63632,2540168,272,1224,10.7,40,352,3.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63633,2540037,24,94,0.3,2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63634,2506404,260,1092,7.5,34,282,1.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63635,2506871,105,410,2.4,27,194,1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63636,2540156,136,585,3.6,65,583,3.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63637,2550189,196,823,7.5,11,72,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63638,2495471,24,86,0.3,16,107,0.6,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63639,925,256,1293,8.7,51,398,3.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63640,497206,94,404,2.5,15,119,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63641,2543773,48,206,1.5,24,151,1.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63642,2552631,36,155,1.4,20,164,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63643,2552582,102,449,4.5,27,184,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63644,2543603,295,1401,10.2,24,178,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63645,2552379,46,196,0.7,6,44,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63646,2543715,72,335,1.5,28,182,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63647,2553511,36,158,0.5,5,36,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63648,2506147,20,70,1,8,54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63649,497145,210,840,7.5,33,300,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63650,2533030,84,370,3.1,2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63651,2534770,46,175,0.4,5,39,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63652,949,257,1131,5.4,28,217,0.6,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63653,2495472,14,56,0.1,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63654,2540171,224,1019,7.6,24,156,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63655,2551247,24,82,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63656,2553462,44,172,1.5,12,78,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63657,927,208,998,6.5,72,461,1.8,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63658,2543551,38,163,0.6,3,21,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63659,2552380,8,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63660,2495172,60,270,2.2,10,68,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63661,2539980,24,98,0.1,5,25,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63662,2542022,72,331,2.5,7,46,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63663,2540178,123,461,5.5,15,114,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63664,2540230,0,0,0,18,153,1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63665,2533036,6,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63666,2533034,220,1067,6.7,33,234,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63667,2535708,64,262,0.5,30,228,0.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63668,2541161,238,1071,5.2,28,227,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63669,497149,180,774,6.7,12,65,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63670,79607,308,1371,6.4,34,232,1.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63671,2540175,246,1119,9.3,65,605,2.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63672,2543704,50,213,3.8,5,35,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63673,2552382,12,49,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63674,4433,15,65,0.5,29,223,1.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63675,2495466,248,1091,9.5,24,146,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63676,2495663,282,1255,12,32,278,2.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63677,2495258,36,130,2.1,15,95,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63678,234,280,1190,6.8,58,447,2.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63679,2552635,56,235,1.8,36,277,1.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63680,2552469,255,1173,6.5,23,175,1.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63681,2553439,48,202,1.4,7,49,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63682,2540224,12,41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63683,2507428,65,202,3.8,18,130,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63684,2539341,94,385,3.5,16,114,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63685,71345,182,728,4.8,26,200,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63686,2506874,72,295,2.8,51,362,1.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63687,2539265,4,14,0,12,92,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63688,2533460,78,312,0.1,17,145,0.8,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63689,2533437,56,224,2,28,202,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63690,2495161,60,270,1.5,34,275,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63691,497188,126,567,4.8,18,135,0.1,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63692,2495473,78,335,1.5,54,456,2.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63693,2539315,16,54,0.2,4,24,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63694,2495470,90,387,3.2,4,22,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63695,2543570,4,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63696,2552471,268,1152,6.2,13,81,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63697,2543664,139,563,3.7,13,75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63698,2552453,192,854,6.2,18,113,0.3,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63699,2540020,26,81,0.3,28,241,0.8,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63700,497176,16,62,0.6,16,125,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63701,2552475,200,890,6.3,31,264,0.9,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63702,2535890,8,32,0,18,118,0.9,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63703,2543502,144,626,3.1,21,172,0.7,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63704,2533032,48,187,1.4,18,144,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63705,2540273,72,284,2.6,9,63,0,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA
63706,2507164,322.9,1375.6,11.5,48.8,287.1,0.5,2.2,NA,3.3,0.9,0.3,38.1,NA,NA,8,18,NA,NA
63707,2495560,65,250,1,22,170,1,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63708,2543600,154.6,477.9,2.1,16,115.2,0.7,0.4,NA,1,0.3,0.1,33.3,NA,NA,8,18,NA,NA
63709,2533457,260.6,1124.5,6.8,13.1,118.4,0,1.7,NA,2.2,0.7,0.3,0,NA,NA,8,18,NA,NA
63710,2552374,136.1,615.1,4.8,45.4,430.3,2.3,0.9,NA,1.2,0.4,0.2,1.1,NA,NA,8,18,NA,NA
63711,2539217,222.6,849.8,4.1,44.1,321.2,1,1.2,NA,1.7,0.6,0.2,0,NA,NA,8,18,NA,NA
63712,2543565,166.5,537.9,5.4,16.6,129,0,0,NA,1.1,0.4,0.1,0,NA,NA,8,18,NA,NA
63713,497172,96.7,397.8,1.9,9.5,61.7,0,0,NA,0.8,0.3,0.1,36.6,NA,NA,8,18,NA,NA
63714,89798,39.2,225.8,2.6,18.3,197.5,2,0.7,NA,0.5,0.2,0.1,31.9,NA,NA,8,18,NA,NA
63715,2550474,33.3,200,0,7.3,47.7,0.1,0,NA,0.1,0,0,892.4,NA,NA,8,18,NA,NA
63716,79555,288.2,1300.6,5.7,41.8,354.9,4.1,1.3,NA,7.1,0.9,0.3,4.6,NA,NA,8,18,NA,NA
63717,497208,50,175,0,5,35,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63718,2541544,58.1,226.6,2.2,34.7,268.4,0.3,1.6,NA,0.5,0.2,0.1,735,NA,NA,8,18,NA,NA
63719,2533545,58.2,231.6,1.5,1.3,10.5,0,0,NA,0.5,0.2,0.1,0,NA,NA,8,18,NA,NA
63720,2495328,63,256.7,0.8,16.6,123.8,0,0,NA,0.5,0.2,0.1,32.3,NA,NA,8,18,NA,NA
63721,2543682,168.4,614.8,2.4,19.8,134.8,0.6,1.1,NA,1.2,0.4,0.2,182.5,NA,NA,8,18,NA,NA
63722,2534571,136.1,450,2.1,44.2,393,1.1,3.2,NA,0.9,0.3,0.1,505.9,NA,NA,8,18,NA,NA
63723,2550658,139.1,452.6,1.8,33.6,234.4,0.3,0,NA,0.9,0.3,0.1,18.7,NA,NA,8,18,NA,NA
63724,2532797,95.4,340.7,2.7,31,274.5,0.4,0,NA,0.7,0.2,0.1,17.2,NA,NA,8,18,NA,NA
63725,2534796,50.9,165,0.6,18,183.4,0,1.9,NA,0.3,0.1,0,149.2,NA,NA,8,18,NA,NA
63726,2540269,266.5,1199.6,10.7,57.1,481.4,3.1,0,NA,6.2,0.8,0.3,0,NA,NA,8,18,NA,NA
63727,497204,146,525.2,2.9,43.6,335.1,2.2,2.4,NA,1.1,0.4,0.1,313,NA,NA,8,18,NA,NA
63728,2552375,48.2,142.5,0,5.2,27.4,0,0,NA,0.3,0.1,0,170.2,NA,NA,8,18,NA,NA
63729,2543743,278.5,1324.9,9,26.1,171.1,1.3,2.6,NA,2.6,0.9,0.3,402.9,NA,NA,8,18,NA,NA
63730,79629,13.2,20.3,0,6.2,57.2,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63731,2550268,5.8,14.1,0,4.3,38.4,0,0,NA,0,0,0,193.7,NA,NA,8,18,NA,NA
63732,2543770,185.5,575,2.1,56.7,527.8,0,1.3,NA,1.2,0.4,0.1,49,NA,NA,8,18,NA,NA
63733,2531218,2.8,8.8,0,1.3,7.3,0,0,NA,0,0,0,21.3,NA,NA,8,18,NA,NA
63734,2507999,200.9,875.4,5.4,14.4,94.7,1.2,0.9,NA,1.8,0.6,0.2,0,NA,NA,8,18,NA,NA
63735,262,140,575,1,20,140,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63736,2533037,85.4,365.1,5.4,8.9,130.9,0,0,NA,0.7,0.2,0.1,433,NA,NA,8,18,NA,NA
63737,2540011,10.4,29.3,0.1,8.3,36.8,1.1,0,NA,0.1,0,0,14.5,NA,NA,8,18,NA,NA
63738,2539322,36.7,134.9,0,1.3,16.1,0,0,NA,0.3,0.1,0,0,NA,NA,8,18,NA,NA
63739,2532851,15.2,48.6,0.1,5.2,33.7,0,0,NA,0.1,0,0,199.2,NA,NA,8,18,NA,NA
63740,2550512,35.7,115.4,0,20,173.8,0.7,0,NA,0.2,0.1,0,244.4,NA,NA,8,18,NA,NA
63741,2532864,137.4,566.7,3.4,40.3,301.3,0.3,2.5,NA,1.1,0.4,0.1,0,NA,NA,8,18,NA,NA
63742,2495241,30.9,106.8,1.5,11,93.4,0,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63743,4327,118.6,425,1.9,54.4,426.2,3,1.2,NA,0.8,0.3,0.1,176.8,NA,NA,8,18,NA,NA
63744,2507737,8.4,22.9,1.6,10.4,84.2,2.3,0,NA,0,0,0,11.5,NA,NA,8,18,NA,NA
63745,284,141.3,575,3,32.8,249.3,0,1.3,NA,1.1,0.4,0.1,66.5,NA,NA,8,18,NA,NA
63746,2506467,51.2,266.3,4.6,30.7,264.9,0,0.7,NA,0.5,0.2,0.1,474,NA,NA,8,18,NA,NA
63747,2550596,33.5,90.3,0,4.8,39.3,0,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63748,2552376,113.2,415,1.2,21.3,142.9,0.7,0.4,NA,0.8,0.3,0.1,167.1,NA,NA,8,18,NA,NA
63749,2553435,102.5,357.3,5,21.5,196.3,0.4,1.6,NA,0.7,0.2,0.1,8.6,NA,NA,8,18,NA,NA
63750,2495207,265.7,1250,9.8,34.6,277.6,0,3.2,NA,7.8,0.8,0.3,48.8,NA,NA,8,18,NA,NA
63751,2539260,100.3,423.7,2.1,19.4,114.3,0,1.4,NA,0.8,0.3,0.1,103.1,NA,NA,8,18,NA,NA
63752,2534871,0,0,0,1.6,13,0.3,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63753,2543583,125,525,4,38,285,1,0.1,NA,0.3,0.1,0,13.3,NA,NA,8,18,NA,NA
63754,497190,43,134.7,0,32.1,244.1,1,0.1,NA,0.3,0.1,0,376.2,NA,NA,8,18,NA,NA
63755,2507779,96.7,262,0.6,30,211.5,0,0,NA,0.5,0.2,0.1,47.8,NA,NA,8,18,NA,NA
63756,2532899,158.2,624.6,1.5,17.9,111,0,0.4,NA,1.2,0.4,0.2,2,NA,NA,8,18,NA,NA
63757,2543596,17.3,60.6,0,11.8,53,0,0,NA,0.1,0,0,176.7,NA,NA,8,18,NA,NA
63758,2530690,6.5,11,0,0.6,7.1,0,0,NA,0,0,0,365,NA,NA,8,18,NA,NA
63759,2552461,86.9,400,0.1,12.6,34.6,0,0.6,NA,0.5,0.2,0.1,412.5,NA,NA,8,18,NA,NA
63760,2540168,308,1375.6,9.7,40.7,353.9,2.2,1.3,NA,5.2,0.9,0.3,0,NA,NA,8,18,NA,NA
63761,2533540,39.9,126.8,0.5,12.2,66.4,0,0,NA,0.3,0.1,0,101.8,NA,NA,8,18,NA,NA
63762,2550738,13.4,27.2,0,7.4,42.4,0,0,NA,0.1,0,0,52.9,NA,NA,8,18,NA,NA
63763,2540037,92.1,368.2,1.7,18.9,199.3,3.3,0.3,NA,0.7,0.2,0.1,170.5,NA,NA,8,18,NA,NA
63764,2506404,247.2,1125.4,4.7,32.3,274.1,2.4,2.7,NA,2.3,0.8,0.3,0,NA,NA,8,18,NA,NA
63765,2506871,180.8,719.7,3.7,57.6,447,0.7,0,NA,1.4,0.5,0.2,2.8,NA,NA,8,18,NA,NA
63766,2541910,16.2,53.2,0,1.5,8.6,0,0,NA,0.1,0,0,28.9,NA,NA,8,18,NA,NA
63767,2540156,176.9,722.5,4.1,49.2,387.3,1.2,1,NA,1.4,0.5,0.2,0,NA,NA,8,18,NA,NA
63768,2550189,193.4,735,9.2,19.4,181.2,1,2.3,NA,1.5,0.5,0.2,36.4,NA,NA,8,18,NA,NA
63769,2532926,30,135,0,12,100,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63770,2495471,49.2,175,0.6,21.3,139.1,0.1,0,NA,0.3,0.1,0,6.3,NA,NA,8,18,NA,NA
63771,925,245.9,1238.4,11,55.3,451.1,4,2.4,NA,2.5,0.8,0.3,13.8,NA,NA,8,18,NA,NA
63772,497206,80.2,370.1,1.8,14.4,111.2,0.5,0,NA,0.7,0.2,0.1,9.1,NA,NA,8,18,NA,NA
63773,2543773,74.3,315,0.2,15,93.6,1.4,0,NA,0.6,0.2,0.1,95.5,NA,NA,8,18,NA,NA
63774,2552631,135.9,475.1,1.6,25.6,184.8,0.5,1.1,NA,1,0.3,0.1,49.5,NA,NA,8,18,NA,NA
63775,2552582,114.9,425,1.5,33.6,288.9,2,0.5,NA,0.8,0.3,0.1,130,NA,NA,8,18,NA,NA
63776,2543603,267.2,1249.8,9.8,39,300.5,0.7,0.8,NA,2.5,0.8,0.3,0,NA,NA,8,18,NA,NA
63777,2552379,3.7,3.2,0,0.5,2.8,0,0,NA,0,0,0,35.3,NA,NA,8,18,NA,NA
63778,2536056,2.5,7.5,0,0,0,0,0,NA,0,0,0,0,NA,NA,8,18,NA,NA
63779,2543715,106.7,484.9,0.2,25,144.5,0.2,0.2,NA,1,0.3,0.1,21.8,NA,NA,8,18,NA,NA
63780,2550255,19.2,70,0,7.3,32.5,0,0,NA,0.1,0,0,14,NA,NA,8,18,NA,NA
63781,2535696,8.5,29.9,0,4.5,39.1,0,0,NA,0.1,0,0,11.8,NA,NA,8,18,NA,NA
63782,2553511,3.8,-4.7,0,0,0,0,0,NA,0,0,0,189.8,NA,NA,8,18,NA,NA
63783,2506147,21.1,81.1,0,4.4,26.6,0,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63784,497145,130.1,507.6,3.8,22.4,219.8,0.3,1.1,NA,1,0.3,0.1,0.4,NA,NA,8,18,NA,NA
63785,2533030,75.5,281.2,1.7,1.8,13.5,0,0,NA,0.6,0.2,0.1,0.9,NA,NA,8,18,NA,NA
63786,2534770,22.4,92.3,0,4,60.5,0,0,NA,0.2,0.1,0,0,NA,NA,8,18,NA,NA
63787,949,240.6,1120.5,4.4,28.2,186.3,1.3,1.3,NA,2.2,0.7,0.3,0,NA,NA,8,18,NA,NA
