"tableColumnID","dataColID","siteTableID","columnPeriod","columnOrder","removeColumn"
1214,59,49,"season",7,0
1215,56,49,"season",8,0
1216,57,49,"season",9,0
1217,27,49,"season",10,1
1218,94,-49,"season",11,1
1219,55,49,"week",1,1
1220,49,49,"week",2,0
1221,68,49,"week",3,1
1222,35,49,"week",4,1
1223,41,49,"week",5,0
1224,59,49,"week",6,0
1225,57,49,"week",7,0
1226,27,49,"week",8,1
1228,55,50,"season",1,1
1229,49,50,"season",2,0
1230,68,50,"season",3,1
1231,2,50,"season",4,1
1232,23,50,"season",5,0
1233,22,50,"season",6,0
1234,25,50,"season",7,0
1235,99,50,"season",8,0
1236,98,50,"season",9,0
1237,27,50,"season",10,1
1238,94,-50,"season",11,1
1239,55,50,"week",1,1
1240,49,50,"week",2,0
1241,68,50,"week",3,1
1242,35,50,"week",4,1
1243,23,50,"week",5,0
1244,22,50,"week",6,0
1245,99,50,"week",7,0
1246,98,50,"week",8,0
1247,27,50,"week",9,1
1249,55,51,"season",1,1
1250,49,51,"season",2,0
1251,13,51,"season",3,0
1252,30,51,"season",4,0
1253,10,51,"season",5,0
1254,15,51,"season",6,0
1255,103,51,"season",7,1
1256,102,51,"season",8,1
1257,27,51,"season",9,1
1258,94,-51,"season",10,1
1259,55,51,"week",1,1
1260,49,51,"week",2,0
1261,68,51,"week",3,1
1262,35,51,"week",4,1
1263,13,51,"week",5,0
1264,30,51,"week",6,0
1265,10,51,"week",7,0
1266,15,51,"week",8,0
1267,101,51,"week",9,1
1268,52,51,"week",10,0
1269,27,51,"week",11,1
1271,94,52,"season",1,1
1272,49,52,"season",2,0
1273,68,52,"season",3,1
1274,7,52,"season",4,1
1275,104,52,"season",5,0
1276,105,52,"season",6,0
1277,106,52,"season",7,0
1278,110,52,"season",8,0
1279,109,52,"season",9,0
1280,108,52,"season",10,0
1281,107,52,"season",11,0
1282,27,52,"season",12,0
1283,94,53,"season",1,1
1284,49,53,"season",2,0
1285,68,53,"season",3,1
1286,7,53,"season",4,1
1287,104,53,"season",5,0
1288,105,53,"season",6,0
1289,106,53,"season",7,0
1290,110,53,"season",8,0
1291,109,53,"season",9,0
1292,108,53,"season",10,0
1293,107,53,"season",11,0
1294,27,53,"season",12,0
1295,94,54,"season",1,1
1296,49,54,"season",2,0
1297,68,54,"season",3,1
1298,7,54,"season",4,1
1299,104,54,"season",5,0
1300,105,54,"season",6,0
1301,106,54,"season",7,0
1302,110,54,"season",8,0
1303,109,54,"season",9,0
1304,108,54,"season",10,0
1305,107,54,"season",11,0
1306,27,54,"season",12,0
1311,121,61,"week",1,1
1321,131,61,"week",2,0
1331,141,61,"week",3,1
1341,37,61,"week",4,0
1351,38,61,"week",5,0
1361,46,61,"week",6,0
1371,42,61,"week",7,0
1381,40,61,"week",8,0
1391,60,61,"week",9,0
1401,63,61,"week",10,0
1411,62,61,"week",11,0
1421,29,61,"week",12,0
1431,41,61,"week",13,1
1441,59,61,"week",14,1
1451,57,61,"week",15,1
1461,23,61,"week",16,1
1471,22,61,"week",17,0
1481,99,61,"week",18,1
1491,10,61,"week",19,1
1501,30,61,"week",20,1
1511,28,61,"week",21,1
1521,13,61,"week",22,1
1531,15,61,"week",23,1
1541,64,61,"week",24,1
1551,14,61,"week",25,1
1561,52,61,"week",26,1
1571,101,61,"week",27,1
1581,49,61,"week",28,0
1591,68,61,"week",29,1
1601,121,71,"week",1,1
1611,131,71,"week",2,0
1621,141,71,"week",3,1
1631,37,71,"week",4,1
1641,38,71,"week",5,1
1651,46,71,"week",6,1
1661,42,71,"week",7,1
1671,40,71,"week",8,1
1681,60,71,"week",9,0
1691,63,71,"week",10,0
1701,62,71,"week",11,0
1711,29,71,"week",12,0
1721,41,71,"week",13,0
1731,59,71,"week",14,0
1741,57,71,"week",15,0
1751,23,71,"week",16,1
1761,22,71,"week",17,0
1771,99,71,"week",18,1
1781,10,71,"week",19,1
1791,30,71,"week",20,1
1801,28,71,"week",21,1
1811,13,71,"week",22,1
1821,15,71,"week",23,1
1831,64,71,"week",24,1
1841,14,71,"week",25,1
1851,52,71,"week",26,1
1861,101,71,"week",27,1
1871,49,71,"week",28,0
1881,68,71,"week",29,1
1891,121,81,"week",1,1
1901,131,81,"week",2,0
1911,141,81,"week",3,1
1921,37,81,"week",4,1
1931,38,81,"week",5,1
1941,46,81,"week",6,1
1951,42,81,"week",7,1
1961,40,81,"week",8,1
1971,60,81,"week",9,0
1981,63,81,"week",10,0
1991,62,81,"week",11,0
2001,29,81,"week",12,0
2011,41,81,"week",13,0
2021,59,81,"week",14,0
2031,57,81,"week",15,0
2041,23,81,"week",16,1
2051,22,81,"week",17,0
2061,99,81,"week",18,1
2071,10,81,"week",19,1
2081,30,81,"week",20,1
2091,28,81,"week",21,1
2101,13,81,"week",22,1
2111,15,81,"week",23,1
2121,64,81,"week",24,1
2131,14,81,"week",25,1
2141,52,81,"week",26,1
2151,101,81,"week",27,1
2161,49,81,"week",28,0
2171,68,81,"week",29,1
2181,121,91,"week",1,1
2191,131,91,"week",2,0
2201,141,91,"week",3,1
2211,37,91,"week",4,1
2221,38,91,"week",5,1
2231,46,91,"week",6,1
2241,42,91,"week",7,1
2251,40,91,"week",8,1
2261,60,91,"week",9,0
2271,63,91,"week",10,0
2281,62,91,"week",11,0
2291,29,91,"week",12,0
2301,41,91,"week",13,0
2311,59,91,"week",14,0
2321,57,91,"week",15,0
2331,23,91,"week",16,1
2341,22,91,"week",17,0
2351,99,91,"week",18,1
2361,10,91,"week",19,1
2371,30,91,"week",20,1
2381,28,91,"week",21,1
2391,13,91,"week",22,1
2401,15,91,"week",23,1
2411,64,91,"week",24,1
2421,14,91,"week",25,1
2431,52,91,"week",26,1
2441,101,91,"week",27,1
2451,49,91,"week",28,0
2461,68,91,"week",29,1
2471,121,101,"week",1,1
2481,131,101,"week",2,0
2491,141,101,"week",3,1
2501,37,101,"week",4,1
2511,38,101,"week",5,1
2521,46,101,"week",6,1
2531,42,101,"week",7,1
2541,40,101,"week",8,1
2551,60,101,"week",9,1
2561,63,101,"week",10,1
2571,62,101,"week",11,1
2581,29,101,"week",12,1
2591,41,101,"week",13,1
2601,59,101,"week",14,1
2611,57,101,"week",15,1
2621,23,101,"week",16,0
2631,22,101,"week",17,0
2641,99,101,"week",18,0
2651,10,101,"week",19,1
2661,30,101,"week",20,1
2671,28,101,"week",21,1
2681,13,101,"week",22,1
2691,15,101,"week",23,1
2701,64,101,"week",24,1
2711,14,101,"week",25,1
2721,52,101,"week",26,1
2731,101,101,"week",27,1
2741,49,101,"week",28,0
2751,68,101,"week",29,1
3051,121,111,"week",1,1
3061,131,111,"week",2,0
3071,141,111,"week",3,1
3081,37,111,"week",4,1
3091,38,111,"week",5,1
3101,46,111,"week",6,1
3111,42,111,"week",7,1
3121,40,111,"week",8,1
3131,60,111,"week",9,1
3141,63,111,"week",10,1
3151,62,111,"week",11,1
3161,29,111,"week",12,1
3171,41,111,"week",13,1
3181,59,111,"week",14,1
3191,57,111,"week",15,1
3201,23,111,"week",16,1
3211,22,111,"week",17,0
3221,99,111,"week",18,1
3231,10,111,"week",19,0
3241,30,111,"week",20,1
3251,28,111,"week",21,0
3261,13,111,"week",22,0
3271,15,111,"week",23,0
3281,64,111,"week",24,0
3291,14,111,"week",25,0
3301,52,111,"week",26,0
3311,101,111,"week",27,0
3321,49,111,"week",28,0
3331,68,111,"week",29,1
3332,131,61,"season",1,0
3333,38,61,"season",2,0
3334,37,61,"season",3,0
3335,46,61,"season",4,0
3336,42,61,"season",5,0
3337,40,61,"season",6,0
3338,63,61,"season",8,0
3339,62,61,"season",9,0
3340,27,61,"season",11,1
3341,49,61,"season",12,0
3342,68,61,"season",13,1
3343,131,71,"season",1,0
3344,60,71,"season",2,0
3345,63,71,"season",3,0
3346,62,71,"season",4,0
3347,29,71,"season",5,0
3348,41,71,"season",6,0
3349,59,71,"season",7,0
3350,57,71,"season",8,0
3351,27,71,"season",9,1
3352,49,71,"season",10,0
3353,68,71,"season",11,1
3354,131,81,"season",1,0
3355,60,81,"season",2,0
3356,63,81,"season",3,0
3357,62,81,"season",4,0
3358,29,81,"season",5,0
3359,41,81,"season",6,0
3360,59,81,"season",7,0
3361,57,81,"season",8,0
3362,27,81,"season",9,1
3363,49,81,"season",10,0
3364,68,81,"season",11,1
3365,131,91,"season",1,0
3366,60,91,"season",2,0
3367,63,91,"season",3,0
3368,62,91,"season",4,0
3369,29,91,"season",5,0
3370,41,91,"season",6,0
3371,59,91,"season",7,0
3372,57,91,"season",8,0
3373,27,91,"season",9,1
3374,49,91,"season",10,0
3375,68,91,"season",11,1
3376,131,101,"season",1,0
3377,99,101,"season",2,0
3378,23,101,"season",3,0
3379,27,101,"season",4,1
3380,49,101,"season",5,0
3381,68,101,"season",6,1
3382,131,111,"season",1,0
3383,13,111,"season",2,0
3384,10,111,"season",3,0
3385,30,111,"season",4,1
3386,15,111,"season",5,0
3387,64,111,"season",6,0
3388,27,111,"season",7,1
3389,49,111,"season",8,0
3390,68,111,"season",9,1
3391,55,112,"season",1,1
3392,49,112,"season",2,0
3393,68,112,"season",3,1
3395,38,112,"season",5,0
3396,37,112,"season",6,0
3397,46,112,"season",7,0
3398,42,112,"season",8,0
3399,40,112,"season",9,0
3400,60,112,"season",10,0
3401,63,112,"season",11,0
3402,62,112,"season",12,0
3403,27,112,"season",13,1
3404,55,112,"week",1,1
3405,49,112,"week",2,0
3406,68,112,"week",3,1
3407,35,112,"week",4,1
3408,38,112,"week",5,0
3409,37,112,"week",6,0
3410,46,112,"week",7,0
3411,42,112,"week",8,0
3412,40,112,"week",9,0
3413,60,112,"week",10,0
3414,63,112,"week",11,0
3415,62,112,"week",12,0
3416,27,112,"week",13,1
3417,55,113,"season",1,1
3418,49,113,"season",2,0
3419,68,113,"season",3,1
3421,60,113,"season",5,0
3422,63,113,"season",6,0
3423,62,113,"season",7,0
3424,41,113,"season",8,0
3425,59,113,"season",9,0
3426,57,113,"season",10,0
3427,27,113,"season",11,1
3428,55,113,"week",1,1
3429,49,113,"week",2,0
3430,68,113,"week",3,1
3431,35,113,"week",4,1
3432,60,113,"week",5,0
3433,63,113,"week",6,0
3434,62,113,"week",7,0
3435,41,113,"week",8,0
3436,59,113,"week",9,0
3437,57,113,"week",10,0
3438,27,113,"week",11,1
3439,55,114,"season",1,1
3440,49,114,"season",2,0
3441,68,114,"season",3,1
3443,60,114,"season",8,0
3444,63,114,"season",9,0
3445,62,114,"season",10,0
3446,41,114,"season",5,0
3447,59,114,"season",6,0
3448,57,114,"season",7,0
3449,27,114,"season",11,1
3450,55,114,"week",1,1
3451,49,114,"week",2,0
3452,68,114,"week",3,1
3453,35,114,"week",4,1
3454,60,114,"week",8,0
3455,63,114,"week",9,0
3456,62,114,"week",10,0
3457,41,114,"week",5,0
3458,59,114,"week",6,0
3459,57,114,"week",7,0
3460,27,114,"week",11,1
3461,55,115,"season",1,1
3462,49,115,"season",2,0
3463,68,115,"season",3,1
3468,41,115,"season",5,0
3469,59,115,"season",6,0
3470,57,115,"season",7,0
3471,27,115,"season",11,1
3472,55,115,"week",1,1
3473,49,115,"week",2,0
3474,68,115,"week",3,1
3475,35,115,"week",4,1
3476,60,115,"week",8,0
3477,63,115,"week",9,0
3478,62,115,"week",10,0
3479,41,115,"week",5,0
3480,59,115,"week",6,0
3481,57,115,"week",7,0
3482,27,115,"week",11,1
3483,55,116,"week",1,1
3484,49,116,"week",2,0
3485,68,116,"week",3,1
3486,35,116,"week",4,1
3487,248,116,"week",5,0
3488,104,116,"week",6,0
3489,105,116,"week",7,0
3490,106,116,"week",8,0
3491,108,116,"week",9,0
3492,107,116,"week",10,0
3493,109,116,"week",11,0
3494,110,116,"week",12,0
3495,111,116,"week",13,1
3497,27,116,"season",14,1
3498,49,116,"season",2,0
3499,68,116,"season",3,1
3500,2,116,"season",4,1
3501,248,116,"season",5,0
3502,104,116,"season",6,0
3503,105,116,"season",7,0
3504,106,116,"season",8,0
3505,108,116,"season",9,0
3506,107,116,"season",10,0
3507,110,116,"season",11,0
3508,109,116,"season",12,0
3509,111,116,"season",13,1
3510,94,-116,"season",14,1
3511,55,117,"week",1,1
3512,49,117,"week",2,0
3513,68,117,"week",3,1
3514,35,117,"week",4,1
3515,248,117,"week",5,0
3516,104,117,"week",6,0
3517,105,117,"week",7,0
3518,106,117,"week",8,0
3519,108,117,"week",9,0
3520,107,117,"week",10,0
3521,109,117,"week",11,0
3522,110,117,"week",12,0
3523,111,117,"week",13,1
3524,27,117,"week",14,1
3525,55,117,"season",1,1
3526,49,117,"season",2,0
3527,68,117,"season",3,1
3528,2,117,"season",4,1
3529,248,117,"season",5,0
3530,104,117,"season",6,0
3531,105,117,"season",7,0
3532,106,117,"season",8,0
3533,108,117,"season",9,0
3534,107,117,"season",10,0
3535,110,117,"season",11,0
3536,109,117,"season",12,0
3537,111,117,"season",13,1
3538,94,-117,"season",14,1
3542,55,118,"week",1,1
3543,49,118,"week",2,0
3544,68,118,"week",3,1
3545,35,118,"week",4,1
3546,248,118,"week",5,0
3547,104,118,"week",6,0
3548,105,118,"week",7,0
3549,106,118,"week",8,0
3550,108,118,"week",9,0
3551,107,118,"week",10,0
3552,109,118,"week",11,0
3553,110,118,"week",12,0
3554,111,118,"week",13,1
3555,27,118,"week",14,1
3556,55,118,"season",1,1
3557,49,118,"season",2,0
3558,68,118,"season",3,1
3559,2,118,"season",4,1
3560,248,118,"season",5,0
3561,104,118,"season",6,0
3562,105,118,"season",7,0
3563,106,118,"season",8,0
3564,108,118,"season",9,0
3565,107,118,"season",10,0
3566,110,118,"season",11,0
3567,109,118,"season",12,0
3568,111,118,"season",13,1
3569,94,-118,"season",14,1
3991,55,119,"season",1,1
3992,49,119,"season",2,0
3993,68,119,"season",3,1
3994,141,119,"season",4,1
3995,37,119,"season",5,0
3996,38,119,"season",6,0
3997,46,119,"season",7,0
3998,42,119,"season",8,0
3999,146,119,"season",9,1
4000,147,119,"season",10,1
4001,148,119,"season",11,1
4002,149,119,"season",12,1
4003,150,119,"season",13,1
4004,151,119,"season",14,1
4005,40,119,"season",15,0
4006,197,119,"season",16,1
4007,152,119,"season",17,1
4008,153,119,"season",18,0
4009,154,119,"season",19,0
4010,155,119,"season",20,0
4011,60,119,"season",21,0
4012,63,119,"season",22,0
4013,62,119,"season",23,0
4014,29,119,"season",24,0
4015,198,119,"season",25,1
4016,27,119,"season",26,0
4017,55,119,"week",1,1
4018,49,119,"week",2,0
4019,68,119,"week",3,1
4020,35,119,"week",4,1
4021,141,119,"week",5,1
4022,37,119,"week",6,0
4023,38,119,"week",7,0
4024,46,119,"week",8,0
4025,42,119,"week",9,0
4026,146,119,"week",10,1
4027,147,119,"week",11,1
4028,148,119,"week",12,1
4029,149,119,"week",13,1
4030,150,119,"week",14,1
4031,151,119,"week",15,1
4032,40,119,"week",16,0
4033,197,119,"week",17,1
4034,60,119,"week",18,0
4035,63,119,"week",19,0
4036,62,119,"week",20,0
4037,29,119,"week",21,0
4038,198,119,"week",22,1
4039,27,119,"week",23,0
4040,55,120,"season",1,1
4041,49,120,"season",2,0
4042,68,120,"season",3,1
4043,141,120,"season",4,1
4044,60,120,"season",5,0
4045,63,120,"season",6,0
4046,62,120,"season",7,0
4047,156,120,"season",8,1
4048,157,120,"season",9,1
4049,158,120,"season",10,1
4050,159,120,"season",11,1
4051,160,120,"season",12,1
4052,161,120,"season",13,1
4053,195,120,"season",14,1
4054,192,120,"season",15,0
4055,193,120,"season",16,0
4056,194,120,"season",17,0
4057,41,120,"season",18,0
4058,59,120,"season",19,0
4059,57,120,"season",20,0
4060,168,120,"season",21,1
4061,169,120,"season",22,0
4064,191,120,"season",25,1
4065,190,120,"season",26,1
4066,29,120,"season",27,0
4067,198,120,"season",28,1
4068,27,120,"season",29,0
4069,55,120,"week",1,1
4070,49,120,"week",2,0
4071,68,120,"week",3,1
4072,35,120,"week",4,1
4073,141,120,"week",5,1
4074,60,120,"week",6,0
4075,63,120,"week",7,0
4076,62,120,"week",8,0
4077,156,120,"week",9,1
4078,157,120,"week",10,1
4079,158,120,"week",11,1
4080,159,120,"week",12,1
4081,160,120,"week",13,1
4082,161,120,"week",14,1
4083,41,120,"week",15,0
4084,59,120,"week",16,0
4085,57,120,"week",17,0
4086,168,120,"week",18,1
4087,169,120,"week",19,0
4090,191,120,"week",22,1
4091,190,120,"week",23,1
4092,29,120,"week",24,0
4093,198,120,"week",25,1
4094,27,120,"week",26,0
4095,55,121,"season",1,1
4096,49,121,"season",2,0
4097,68,121,"season",3,1
4098,141,121,"season",4,1
4099,199,121,"season",5,1
4100,196,121,"season",6,1
4101,41,121,"season",7,0
4102,59,121,"season",8,0
4103,57,121,"season",9,0
4104,162,121,"season",10,1
4105,163,121,"season",11,1
4106,164,121,"season",12,1
4107,165,121,"season",13,1
4108,166,121,"season",14,1
4109,167,121,"season",15,1
4110,168,121,"season",16,1
4111,169,121,"season",17,0
4112,170,121,"season",18,0
4113,171,121,"season",19,0
4114,63,121,"season",20,0
4115,62,121,"season",21,0
4116,191,121,"season",22,1
4117,190,121,"season",23,1
4118,29,121,"season",24,0
4119,198,121,"season",25,1
4120,27,121,"season",26,0
4121,55,121,"week",1,1
4122,49,121,"week",2,0
4123,68,121,"week",3,1
4124,35,121,"week",4,1
4125,141,121,"week",5,1
4126,199,121,"week",6,1
4127,196,121,"week",7,1
4128,41,121,"week",8,0
4129,59,121,"week",9,0
4130,57,121,"week",10,0
4131,162,121,"week",11,1
4132,163,121,"week",12,1
4133,164,121,"week",13,1
4134,165,121,"week",14,1
4135,166,121,"week",15,1
4136,167,121,"week",16,1
4137,63,121,"week",17,0
4138,62,121,"week",18,0
4139,191,121,"week",19,1
4140,190,121,"week",20,1
4141,29,121,"week",21,0
4142,198,121,"week",22,1
4143,27,121,"week",23,0
4144,55,122,"season",1,1
4145,49,122,"season",2,0
4146,68,122,"season",3,1
4147,141,122,"season",4,1
4148,199,122,"season",5,1
4149,196,122,"season",6,1
4150,41,122,"season",7,0
4151,59,122,"season",8,0
4152,57,122,"season",9,0
4153,162,122,"season",10,1
4154,163,122,"season",11,1
4155,164,122,"season",12,1
4156,165,122,"season",13,1
4157,166,122,"season",14,1
4158,167,122,"season",15,1
4159,168,122,"season",16,1
4160,169,122,"season",17,0
4161,170,122,"season",18,0
4162,171,122,"season",19,0
4163,63,122,"season",20,0
4164,62,122,"season",21,0
4165,191,122,"season",22,1
4166,190,122,"season",23,1
4167,29,122,"season",24,0
4168,198,122,"season",25,1
4169,27,122,"season",26,0
4170,55,122,"week",1,1
4171,49,122,"week",2,0
4172,68,122,"week",3,1
4173,35,122,"week",4,1
4174,141,122,"week",5,1
4175,199,122,"week",6,1
4176,196,122,"week",7,1
4177,41,122,"week",8,0
4178,59,122,"week",9,0
4179,57,122,"week",10,0
4180,162,122,"week",11,1
4181,163,122,"week",12,1
4182,164,122,"week",13,1
4183,165,122,"week",14,1
4184,166,122,"week",15,1
4185,167,122,"week",16,1
4186,63,122,"week",17,0
4187,62,122,"week",18,0
4188,191,122,"week",19,1
4189,190,122,"week",20,1
4190,29,122,"week",21,0
4191,198,122,"week",22,1
4192,27,122,"week",23,0
4193,55,124,"season",1,1
4194,49,124,"season",2,0
4195,68,124,"season",3,1
4196,141,124,"season",4,1
4197,101,124,"season",5,0
4198,181,124,"season",6,1
4199,182,124,"season",7,1
4200,183,124,"season",8,1
4201,184,124,"season",9,1
4202,185,124,"season",10,1
4203,186,124,"season",11,1
4204,187,124,"season",12,1
4205,188,124,"season",13,1
4206,189,124,"season",14,1
4207,52,124,"season",15,0
4208,172,124,"season",16,1
4209,173,124,"season",17,1
4210,180,124,"season",18,1
4211,174,124,"season",19,1
4212,175,124,"season",20,1
4213,176,124,"season",21,1
4214,177,124,"season",22,1
4215,178,124,"season",23,1
4216,179,124,"season",24,1
4217,13,124,"season",25,0
4218,10,124,"season",26,0
4219,30,124,"season",27,0
4220,15,124,"season",28,0
4221,14,124,"season",29,0
4222,27,124,"season",30,0
4223,55,124,"week",1,1
4224,49,124,"week",2,0
4225,68,124,"week",3,1
4226,35,124,"week",4,1
4227,141,124,"week",5,1
4228,101,124,"week",6,0
4229,52,124,"week",7,0
4230,13,124,"week",8,0
4231,10,124,"week",9,0
4232,30,124,"week",10,0
4233,15,124,"week",11,0
4234,14,124,"week",12,0
4235,27,124,"week",13,0
4236,55,123,"season",1,1
4237,49,123,"season",2,0
4238,68,123,"season",3,1
4239,141,123,"season",4,1
4240,99,123,"season",5,0
4241,98,123,"season",6,1
4242,23,123,"season",7,0
4243,22,123,"season",8,0
4244,17,123,"season",9,0
4245,18,123,"season",10,0
4246,19,123,"season",11,0
4247,20,123,"season",12,0
4248,21,123,"season",13,0
4249,24,123,"season",14,0
4250,27,123,"season",15,0
4251,55,123,"week",1,1
4252,49,123,"week",2,0
4253,68,123,"week",3,1
4254,35,123,"week",4,1
4255,141,123,"week",5,1
4256,99,123,"week",6,0
4257,98,123,"week",7,1
4258,23,123,"week",8,0
4259,22,123,"week",9,0
4260,17,123,"week",10,0
4261,18,123,"week",11,0
4262,19,123,"week",12,0
4263,20,123,"week",13,0
4264,21,123,"week",14,0
4265,24,123,"week",15,0
4266,27,123,"week",16,0
4267,55,125,"season",1,1
4268,49,125,"season",2,0
4269,68,125,"season",3,1
4270,141,125,"season",4,1
4271,104,125,"season",5,0
4272,105,125,"season",6,0
4273,106,125,"season",7,0
4274,110,125,"season",8,0
4275,109,125,"season",9,0
4276,108,125,"season",10,0
4277,107,125,"season",11,0
4278,111,125,"season",12,0
4279,27,125,"season",13,0
4280,55,125,"week",1,1
4281,49,125,"week",2,0
4282,68,125,"week",3,1
4283,35,125,"week",4,1
4284,141,125,"week",5,1
4285,104,125,"week",6,0
4286,105,125,"week",7,0
4287,106,125,"week",8,0
4288,110,125,"week",9,0
4289,109,125,"week",10,0
4290,108,125,"week",11,0
4291,107,125,"week",12,0
4292,111,125,"week",13,0
4293,27,125,"week",14,0
4294,55,126,"season",1,1
4295,49,126,"season",2,0
4296,68,126,"season",3,1
4297,141,126,"season",4,1
4298,104,126,"season",5,0
4299,105,126,"season",6,0
4300,106,126,"season",7,0
4301,110,126,"season",8,0
4302,109,126,"season",9,0
4303,108,126,"season",10,0
4304,107,126,"season",11,0
4305,111,126,"season",12,0
4306,27,126,"season",13,0
4307,55,126,"week",1,1
4308,49,126,"week",2,0
4309,68,126,"week",3,1
4310,35,126,"week",4,1
4311,141,126,"week",5,1
4312,104,126,"week",6,0
4313,105,126,"week",7,0
4314,106,126,"week",8,0
4315,110,126,"week",9,0
4316,109,126,"week",10,0
4317,108,126,"week",11,0
4318,107,126,"week",12,0
4319,111,126,"week",13,0
4320,27,126,"week",14,0
4321,55,127,"season",1,1
4322,49,127,"season",2,0
4323,68,127,"season",3,1
4324,141,127,"season",4,1
4325,104,127,"season",5,0
4326,105,127,"season",6,0
4327,106,127,"season",7,0
4328,110,127,"season",8,0
4329,109,127,"season",9,0
4330,108,127,"season",10,0
4331,107,127,"season",11,0
4332,111,127,"season",12,0
4333,191,127,"season",13,1
4334,190,127,"season",14,1
4335,27,127,"season",15,0
4336,55,127,"week",1,1
4337,49,127,"week",2,0
4338,68,127,"week",3,1
4339,35,127,"week",4,1
4340,141,127,"week",5,1
4341,104,127,"week",6,0
4342,105,127,"week",7,0
4343,106,127,"week",8,0
4344,110,127,"week",9,0
4345,109,127,"week",10,0
4346,108,127,"week",11,0
4347,107,127,"week",12,0
4348,111,127,"week",13,0
4349,191,127,"week",14,1
4350,190,127,"week",15,1
4351,27,127,"week",16,0
4352,142,128,"season",1,1
4353,143,128,"season",2,1
4354,68,128,"season",3,1
4355,141,128,"season",4,1
4356,7,128,"season",5,1
4357,46,128,"season",6,0
4358,42,128,"season",7,0
4359,40,128,"season",8,0
4360,63,128,"season",9,0
4361,41,128,"season",10,1
4362,59,128,"season",11,1
4363,200,128,"season",12,0
4364,201,128,"season",13,1
4365,27,128,"season",14,1
4366,262,128,"season",15,1
4367,202,128,"season",16,1
4368,204,128,"season",17,1
4369,205,128,"season",18,1
4370,206,128,"season",19,1
4371,207,128,"season",20,1
4372,208,128,"season",21,1
4373,209,128,"season",22,1
4374,210,128,"season",23,1
4375,211,128,"season",24,1
4376,213,128,"season",26,1
4380,142,129,"season",1,1
4381,143,129,"season",2,1
4382,68,129,"season",3,1
4383,141,129,"season",4,1
4384,7,129,"season",5,1
4385,46,129,"season",6,1
4386,42,129,"season",7,1
4387,40,129,"season",8,1
4388,63,129,"season",9,0
4389,41,129,"season",10,0
4390,59,129,"season",11,0
4391,200,129,"season",12,0
4392,201,129,"season",13,1
4393,27,129,"season",14,1
4394,202,129,"season",15,1
4395,203,129,"season",16,1
4396,204,129,"season",17,1
4397,205,129,"season",18,1
4398,206,129,"season",19,1
4399,207,129,"season",20,1
4400,208,129,"season",21,1
4401,209,129,"season",22,1
4402,210,129,"season",23,1
4403,94,129,"season",24,1
4404,211,129,"season",25,1
4405,212,129,"season",26,1
4406,213,129,"season",27,1
4407,214,129,"season",28,1
4408,142,130,"season",1,1
4409,143,130,"season",2,1
4410,68,130,"season",3,1
4411,141,130,"season",4,1
4412,7,130,"season",5,1
4413,46,130,"season",6,1
4414,42,130,"season",7,1
4415,40,130,"season",8,1
4416,63,130,"season",9,1
4417,41,130,"season",10,0
4418,59,130,"season",11,0
4419,200,130,"season",12,0
4420,201,130,"season",13,1
4421,27,130,"season",14,1
4422,202,130,"season",15,1
4423,203,130,"season",16,1
4424,204,130,"season",17,1
4425,205,130,"season",18,1
4426,206,130,"season",19,1
4427,207,130,"season",20,1
4428,208,130,"season",21,1
4429,209,130,"season",22,1
4430,210,130,"season",23,1
4431,94,130,"season",24,1
4432,211,130,"season",25,1
4433,212,130,"season",26,1
4434,213,130,"season",27,1
4435,214,130,"season",28,1
4436,142,131,"season",1,1
4437,143,131,"season",2,1
4438,68,131,"season",3,1
4439,141,131,"season",4,1
4440,7,131,"season",5,1
4441,46,131,"season",6,1
4442,42,131,"season",7,1
4443,40,131,"season",8,1
4444,63,131,"season",9,1
4445,41,131,"season",10,0
4446,59,131,"season",11,0
4447,200,131,"season",12,0
4448,201,131,"season",13,1
4449,27,131,"season",14,1
4450,202,131,"season",15,1
4451,203,131,"season",16,1
4452,204,131,"season",17,1
4453,205,131,"season",18,1
4454,206,131,"season",19,1
4455,207,131,"season",20,1
4456,208,131,"season",21,1
4457,209,131,"season",22,1
4458,210,131,"season",23,1
4459,94,131,"season",24,1
4460,211,131,"season",25,1
4461,212,131,"season",26,1
4462,213,131,"season",27,1
4463,214,131,"season",28,1
4464,142,132,"season",1,1
4465,143,132,"season",2,1
4466,68,132,"season",3,1
4467,141,132,"season",4,1
4468,7,132,"season",5,1
4469,215,132,"season",6,0
4470,20,132,"season",7,0
4471,21,132,"season",8,0
4472,99,132,"season",9,0
4473,27,132,"season",10,1
4474,202,132,"season",11,1
4475,203,132,"season",12,1
4476,204,132,"season",13,1
4477,205,132,"season",14,1
4478,206,132,"season",15,1
4479,207,132,"season",16,1
4480,208,132,"season",17,1
4481,209,132,"season",18,1
4482,210,132,"season",19,1
4484,211,132,"season",21,1
4485,212,132,"season",22,1
4486,213,132,"season",23,1
4487,214,132,"season",24,1
4566,143,145,"season",1,0
4567,142,145,"season",2,0
4568,141,145,"season",3,0
4569,68,145,"season",4,0
4570,224,145,"season",5,0
4571,106,145,"season",6,0
4572,109,145,"season",7,0
4573,143,146,"season",1,0
4574,142,146,"season",2,0
4575,141,146,"season",3,0
4576,68,146,"season",4,0
4577,224,146,"season",5,0
4578,106,146,"season",6,0
4579,109,146,"season",7,0
4580,143,147,"season",1,0
4581,142,147,"season",2,0
