"tableColumnID","dataColID","siteTableID","columnPeriod","columnOrder","removeColumn"
154,96,8,"season",4,1
155,7,8,"season",6,1
156,27,8,"season",7,1
157,48,8,"season",8,1
158,51,8,"season",9,1
159,235,8,"season",13,0
160,46,8,"season",14,0
161,42,8,"season",15,0
162,245,8,"season",18,0
163,60,8,"season",19,0
164,63,8,"season",20,0
165,251,8,"season",22,1
166,246,8,"season",23,0
167,160,8,"season",24,0
168,43,8,"season",25,0
169,57,8,"season",28,0
170,252,8,"season",29,0
171,247,8,"season",30,0
172,94,8,"week",1,1
173,49,8,"week",2,0
174,95,8,"week",3,1
175,96,8,"week",4,1
176,7,8,"week",6,1
177,27,8,"week",7,1
178,48,8,"week",8,1
179,51,8,"week",9,1
180,235,8,"week",13,0
181,46,8,"week",14,0
182,42,8,"week",15,0
183,245,8,"week",18,0
184,60,8,"week",19,0
185,63,8,"week",20,0
186,251,8,"week",22,1
187,246,8,"week",23,0
188,160,8,"week",24,0
189,43,8,"week",25,0
190,57,8,"week",28,0
191,252,8,"week",29,0
192,247,8,"week",30,0
193,94,9,"season",1,1
194,49,9,"season",2,0
195,95,9,"season",3,1
196,96,9,"season",4,1
197,7,9,"season",6,1
198,27,9,"season",7,1
199,48,9,"season",8,1
200,51,9,"season",9,1
201,235,9,"season",13,0
202,46,9,"season",14,0
203,42,9,"season",15,0
204,245,9,"season",18,0
205,60,9,"season",19,0
206,63,9,"season",20,0
207,251,9,"season",22,1
208,246,9,"season",23,0
209,160,9,"season",24,0
210,43,9,"season",25,0
211,57,9,"season",28,0
212,252,9,"season",29,0
213,247,9,"season",30,0
214,94,9,"week",1,1
215,49,9,"week",2,0
216,95,9,"week",3,1
217,96,9,"week",4,1
218,7,9,"week",6,1
219,27,9,"week",7,1
220,48,9,"week",8,1
221,51,9,"week",9,1
222,235,9,"week",13,0
223,46,9,"week",14,0
224,42,9,"week",15,0
225,245,9,"week",18,0
226,60,9,"week",19,0
227,63,9,"week",20,0
228,251,9,"week",22,1
229,246,9,"week",23,0
230,160,9,"week",24,0
231,43,9,"week",25,0
232,57,9,"week",28,0
233,252,9,"week",29,0
234,247,9,"week",30,0
235,94,10,"season",1,1
236,49,10,"season",2,0
237,95,10,"season",3,1
238,96,10,"season",4,1
239,7,10,"season",6,1
240,27,10,"season",7,1
241,48,10,"season",8,1
242,51,10,"season",9,1
243,235,10,"season",13,0
244,46,10,"season",14,0
245,42,10,"season",15,0
246,245,10,"season",18,0
247,60,10,"season",19,0
248,63,10,"season",20,0
249,251,10,"season",22,1
250,246,10,"season",23,0
251,160,10,"season",24,0
252,43,10,"season",25,0
253,57,10,"season",28,0
254,252,10,"season",29,0
255,247,10,"season",30,0
256,94,10,"week",1,1
257,49,10,"week",2,0
258,95,10,"week",3,1
259,96,10,"week",4,1
260,7,10,"week",6,1
261,27,10,"week",7,1
262,48,10,"week",8,1
263,51,10,"week",9,1
264,235,10,"week",13,0
265,46,10,"week",14,0
266,42,10,"week",15,0
267,245,10,"week",18,0
268,60,10,"week",19,0
269,63,10,"week",20,0
270,251,10,"week",22,1
271,246,10,"week",23,0
272,160,10,"week",24,0
273,43,10,"week",25,0
274,57,10,"week",28,0
275,252,10,"week",29,0
276,247,10,"week",30,0
277,94,11,"season",1,1
278,49,11,"season",2,0
279,95,11,"season",3,1
280,96,11,"season",4,1
281,7,11,"season",6,1
282,27,11,"season",7,1
283,48,11,"season",8,1
284,51,11,"season",9,1
285,1,11,"season",10,0
286,17,11,"season",11,0
287,18,11,"season",12,0
288,19,11,"season",13,0
289,20,11,"season",14,0
290,241,11,"season",20,0
291,100,11,"season",22,1
292,94,11,"week",1,1
293,49,11,"week",2,0
294,95,11,"week",3,1
295,96,11,"week",4,1
296,7,11,"week",6,1
297,27,11,"week",7,1
298,48,11,"week",8,1
299,51,11,"week",9,1
300,1,11,"week",10,0
301,17,11,"week",11,0
302,18,11,"week",12,0
303,19,11,"week",13,0
304,20,11,"week",14,0
305,241,11,"week",20,0
306,100,11,"week",22,1
307,94,12,"season",1,1
308,49,12,"season",2,0
309,95,12,"season",3,1
310,96,12,"season",4,1
311,7,12,"season",6,1
312,27,12,"season",7,1
313,48,12,"season",8,1
314,51,12,"season",9,1
315,1,12,"season",10,0
316,52,12,"season",11,0
317,13,12,"season",12,0
318,242,12,"season",14,0
319,10,12,"season",15,0
320,30,12,"season",16,0
321,15,12,"season",17,0
322,236,12,"season",22,0
323,64,12,"season",23,1
324,94,12,"week",1,1
325,49,12,"week",2,0
326,95,12,"week",3,1
327,96,12,"week",4,1
328,7,12,"week",6,1
329,27,12,"week",7,1
330,48,12,"week",8,1
331,51,12,"week",9,1
332,1,12,"week",10,0
333,52,12,"week",11,0
334,13,12,"week",12,0
335,242,12,"week",14,0
336,10,12,"week",15,0
337,30,12,"week",16,0
338,15,12,"week",17,0
339,236,12,"week",22,0
340,64,12,"week",23,1
341,55,13,"season",1,1
342,49,13,"season",2,0
343,8,13,"season",3,0
344,46,13,"season",4,0
345,42,13,"season",5,0
346,40,13,"season",6,0
347,60,13,"season",7,0
348,63,13,"season",8,0
349,62,13,"season",9,0
350,41,13,"season",10,0
351,59,13,"season",11,0
352,57,13,"season",12,0
353,27,13,"season",13,1
354,49,13,"week",1,0
355,35,13,"week",2,1
356,66,13,"week",3,1
357,8,13,"week",4,0
358,46,13,"week",5,0
359,42,13,"week",6,0
360,40,13,"week",7,0
361,60,13,"week",8,0
362,63,13,"week",9,0
363,62,13,"week",10,0
364,41,13,"week",11,0
365,59,13,"week",12,0
366,57,13,"week",13,0
367,27,13,"week",14,1
368,55,14,"season",1,1
369,49,14,"season",2,0
370,8,14,"season",3,0
371,46,14,"season",4,0
372,42,14,"season",5,0
373,40,14,"season",6,0
374,60,14,"season",7,0
375,63,14,"season",8,0
376,62,14,"season",9,0
377,41,14,"season",10,0
378,59,14,"season",11,0
379,57,14,"season",12,0
380,27,14,"season",13,1
381,49,14,"week",1,0
382,35,14,"week",2,1
383,66,14,"week",3,1
384,8,14,"week",4,0
385,46,14,"week",5,0
386,42,14,"week",6,0
387,40,14,"week",7,0
388,60,14,"week",8,0
389,63,14,"week",9,0
390,62,14,"week",10,0
391,41,14,"week",11,0
392,59,14,"week",12,0
393,57,14,"week",13,0
394,27,14,"week",14,1
395,55,15,"season",1,1
396,49,15,"season",2,0
397,8,15,"season",3,0
398,46,15,"season",4,0
399,42,15,"season",5,0
400,40,15,"season",6,0
401,60,15,"season",7,0
402,63,15,"season",8,0
403,62,15,"season",9,0
404,41,15,"season",10,0
405,59,15,"season",11,0
406,57,15,"season",12,0
407,27,15,"season",13,1
408,49,15,"week",1,0
409,35,15,"week",2,1
410,66,15,"week",3,1
411,8,15,"week",4,0
412,46,15,"week",5,0
413,42,15,"week",6,0
414,40,15,"week",7,0
415,60,15,"week",8,0
416,63,15,"week",9,0
417,62,15,"week",10,0
418,41,15,"week",11,0
419,59,15,"week",12,0
420,57,15,"week",13,0
421,27,15,"week",14,1
422,55,16,"season",1,1
423,49,16,"season",2,0
424,8,16,"season",3,0
425,46,16,"season",4,0
426,42,16,"season",5,0
427,40,16,"season",6,0
428,60,16,"season",7,0
429,63,16,"season",8,0
430,62,16,"season",9,0
431,41,16,"season",10,0
432,59,16,"season",11,0
433,57,16,"season",12,0
434,27,16,"season",13,1
435,49,16,"week",1,0
436,35,16,"week",2,1
437,66,16,"week",3,1
438,8,16,"week",4,0
439,46,16,"week",5,0
440,42,16,"week",6,0
441,40,16,"week",7,0
442,60,16,"week",8,0
443,63,16,"week",9,0
444,62,16,"week",10,0
445,41,16,"week",11,0
446,59,16,"week",12,0
447,57,16,"week",13,0
448,27,16,"week",14,1
449,49,17,"season",1,0
450,35,17,"season",2,1
451,32,17,"season",3,1
452,46,17,"season",4,0
453,42,17,"season",5,0
454,40,17,"season",6,0
455,63,17,"season",7,0
456,62,17,"season",8,0
457,59,17,"season",9,0
458,57,17,"season",10,0
459,31,17,"season",11,1
460,69,17,"season",12,0
461,29,17,"season",13,0
462,27,17,"season",14,1
463,49,17,"week",1,0
464,35,17,"week",2,1
465,46,17,"week",3,0
466,42,17,"week",4,0
467,40,17,"week",5,0
468,63,17,"week",6,0
469,62,17,"week",7,0
470,59,17,"week",8,0
471,57,17,"week",9,0
472,31,17,"week",10,1
473,69,17,"week",11,0
474,29,17,"week",12,0
475,27,17,"week",13,1
476,49,18,"season",1,0
477,35,18,"season",2,1
478,32,18,"season",3,1
479,46,18,"season",4,0
480,42,18,"season",5,0
481,40,18,"season",6,0
482,63,18,"season",7,0
483,62,18,"season",8,0
484,59,18,"season",9,0
485,57,18,"season",10,0
486,31,18,"season",11,1
487,69,18,"season",12,0
488,29,18,"season",13,0
489,27,18,"season",14,1
490,49,18,"week",1,0
491,35,18,"week",2,1
492,46,18,"week",3,0
493,42,18,"week",4,0
494,40,18,"week",5,0
495,63,18,"week",6,0
496,62,18,"week",7,0
497,59,18,"week",8,0
498,57,18,"week",9,0
499,31,18,"week",10,1
500,69,18,"week",11,0
501,29,18,"week",12,0
502,27,18,"week",13,1
503,49,19,"season",1,0
504,35,19,"season",2,1
505,32,19,"season",3,1
506,46,19,"season",4,0
507,42,19,"season",5,0
508,40,19,"season",6,0
509,63,19,"season",7,0
510,62,19,"season",8,0
511,59,19,"season",9,0
512,57,19,"season",10,0
513,31,19,"season",11,1
514,69,19,"season",12,0
515,29,19,"season",13,0
516,27,19,"season",14,1
517,49,19,"week",1,0
518,35,19,"week",2,1
519,46,19,"week",3,0
520,42,19,"week",4,0
521,40,19,"week",5,0
522,63,19,"week",6,0
523,62,19,"week",7,0
524,59,19,"week",8,0
525,57,19,"week",9,0
526,31,19,"week",10,1
527,69,19,"week",11,0
528,29,19,"week",12,0
529,27,19,"week",13,1
530,49,20,"season",1,0
531,35,20,"season",2,1
532,32,20,"season",3,1
533,46,20,"season",4,0
534,42,20,"season",5,0
535,40,20,"season",6,0
536,63,20,"season",7,0
537,62,20,"season",8,0
538,59,20,"season",9,0
539,57,20,"season",10,0
540,31,20,"season",11,1
541,69,20,"season",12,0
542,29,20,"season",13,0
543,27,20,"season",14,1
544,49,20,"week",1,0
545,35,20,"week",2,1
546,46,20,"week",3,0
547,42,20,"week",4,0
548,40,20,"week",5,0
549,63,20,"week",6,0
550,62,20,"week",7,0
551,59,20,"week",8,0
552,57,20,"week",9,0
553,31,20,"week",10,1
554,69,20,"week",11,0
555,29,20,"week",12,0
556,27,20,"week",13,1
557,49,21,"season",1,0
558,35,21,"season",2,1
559,32,21,"season",3,1
560,99,21,"season",4,0
561,17,21,"season",5,0
562,18,21,"season",6,0
563,19,21,"season",7,0
564,20,21,"season",8,0
565,21,21,"season",9,0
566,27,21,"season",10,1
567,49,21,"week",1,0
568,35,21,"week",2,1
569,99,21,"week",3,0
570,17,21,"week",4,0
571,18,21,"week",5,0
572,19,21,"week",6,0
573,20,21,"week",7,0
574,21,21,"week",8,0
575,27,21,"week",9,1
576,49,22,"season",1,0
577,35,22,"season",2,1
578,32,22,"season",3,1
579,13,22,"season",4,0
580,10,22,"season",5,0
581,30,22,"season",6,0
582,14,22,"season",7,0
583,15,22,"season",8,0
584,58,22,"season",9,0
585,52,22,"season",10,0
586,27,22,"season",11,1
587,49,22,"week",1,0
588,35,22,"week",2,1
589,13,22,"week",3,0
590,10,22,"week",4,0
591,30,22,"week",5,0
592,14,22,"week",6,0
593,15,22,"week",7,0
594,58,22,"week",8,0
595,52,22,"week",9,0
596,27,22,"week",10,1
597,49,23,"season",1,0
598,94,23,"season",2,1
599,42,23,"season",3,0
600,46,23,"season",4,0
601,37,23,"season",5,0
602,38,23,"season",6,0
603,40,23,"season",7,0
604,62,23,"season",8,0
605,63,23,"season",9,0
606,60,23,"season",10,0
607,69,23,"season",11,0
608,31,23,"season",12,1
609,29,23,"season",13,0
610,27,23,"season",14,1
611,49,23,"week",1,0
612,94,23,"week",2,1
613,42,23,"week",3,0
614,46,23,"week",4,0
615,37,23,"week",5,0
616,38,23,"week",6,0
617,40,23,"week",7,0
618,62,23,"week",8,0
619,63,23,"week",9,0
620,60,23,"week",10,0
621,69,23,"week",11,0
622,31,23,"week",12,1
623,29,23,"week",13,0
624,27,23,"week",14,1
625,49,24,"season",1,0
626,94,24,"season",2,1
627,62,24,"season",3,0
628,63,24,"season",4,0
629,60,24,"season",5,0
630,57,24,"season",6,0
631,59,24,"season",7,0
632,41,24,"season",8,0
633,69,24,"season",9,0
634,31,24,"season",10,1
635,29,24,"season",11,0
636,27,24,"season",12,1
637,49,24,"week",1,0
638,94,24,"week",2,1
639,62,24,"week",3,0
640,63,24,"week",4,0
641,60,24,"week",5,0
642,57,24,"week",6,0
643,59,24,"week",7,0
644,41,24,"week",8,0
645,69,24,"week",9,0
646,31,24,"week",10,1
647,29,24,"week",11,0
648,27,24,"week",12,1
649,49,25,"season",1,0
650,94,25,"season",2,1
651,57,25,"season",3,0
652,59,25,"season",4,0
653,41,25,"season",5,0
654,62,25,"season",6,0
655,63,25,"season",7,0
656,60,25,"season",8,0
657,69,25,"season",9,0
658,31,25,"season",10,1
659,29,25,"season",11,0
660,27,25,"season",12,1
661,49,25,"week",1,0
662,94,25,"week",2,1
663,57,25,"week",3,0
664,59,25,"week",4,0
665,41,25,"week",5,0
666,62,25,"week",6,0
667,63,25,"week",7,0
668,60,25,"week",8,0
669,69,25,"week",9,0
670,31,25,"week",10,1
671,29,25,"week",11,0
672,27,25,"week",12,1
673,49,26,"season",1,0
674,94,26,"season",2,1
675,57,26,"season",3,0
676,59,26,"season",4,0
677,41,26,"season",5,0
678,62,26,"season",6,0
679,63,26,"season",7,0
680,60,26,"season",8,0
681,69,26,"season",9,0
682,31,26,"season",10,1
683,29,26,"season",11,0
684,27,26,"season",12,1
685,49,26,"week",1,0
686,94,26,"week",2,1
687,57,26,"week",3,0
688,59,26,"week",4,0
689,41,26,"week",5,0
690,62,26,"week",6,0
691,63,26,"week",7,0
692,60,26,"week",8,0
693,69,26,"week",9,0
694,31,26,"week",10,1
695,29,26,"week",11,0
696,27,26,"week",12,1
697,49,27,"season",1,0
698,66,27,"season",2,1
699,23,27,"season",3,0
700,24,27,"season",4,0
701,99,27,"season",5,0
702,100,27,"season",6,1
703,69,27,"season",7,0
704,31,27,"season",8,1
705,29,27,"season",9,0
706,27,27,"season",10,1
707,49,27,"week",1,0
708,66,27,"week",2,1
709,23,27,"week",3,0
710,24,27,"week",4,0
711,99,27,"week",5,0
712,100,27,"week",6,1
713,69,27,"week",7,0
714,31,27,"week",8,1
715,29,27,"week",9,0
716,27,27,"week",10,1
717,49,28,"season",1,0
718,66,28,"season",2,1
719,15,28,"season",3,0
720,30,28,"season",4,0
721,13,28,"season",5,0
722,10,28,"season",6,0
723,14,28,"season",7,0
724,52,28,"season",8,0
725,54,28,"season",9,1
726,33,28,"season",10,1
727,3,28,"season",11,1
728,6,28,"season",12,1
729,5,28,"season",13,1
730,67,28,"season",14,1
731,94,28,"season",15,1
732,49,28,"week",1,0
733,66,28,"week",2,1
734,15,28,"week",3,0
735,30,28,"week",4,0
736,13,28,"week",5,0
737,10,28,"week",6,0
738,14,28,"week",7,0
739,52,28,"week",8,0
740,54,28,"week",9,1
741,33,28,"week",10,1
742,3,28,"week",11,1
743,6,28,"week",12,1
744,5,28,"week",13,1
745,67,28,"week",14,1
746,27,28,"week",15,1
747,94,29,"season",1,1
748,49,29,"season",2,0
749,68,29,"season",3,1
750,7,29,"season",4,1
751,38,29,"season",5,0
752,37,29,"season",6,0
753,46,29,"season",7,0
754,42,29,"season",8,0
755,40,29,"season",9,0
756,60,29,"season",10,0
757,63,29,"season",11,0
758,62,29,"season",12,0
759,27,29,"season",13,1
760,94,29,"week",1,1
761,49,29,"week",2,0
762,68,29,"week",3,1
763,35,29,"week",4,1
764,38,29,"week",5,0
765,37,29,"week",6,0
766,46,29,"week",7,0
767,42,29,"week",8,0
768,40,29,"week",9,0
769,60,29,"week",10,0
770,63,29,"week",11,0
771,62,29,"week",12,0
772,27,29,"week",13,1
773,94,30,"season",1,1
774,49,30,"season",2,0
775,68,30,"season",3,1
776,7,30,"season",4,1
777,60,30,"season",5,0
778,63,30,"season",6,0
779,62,30,"season",7,0
780,41,30,"season",8,0
781,59,30,"season",9,0
782,57,30,"season",10,0
783,27,30,"season",11,1
784,94,30,"week",1,1
785,49,30,"week",2,0
786,68,30,"week",3,1
787,35,30,"week",4,1
788,60,30,"week",5,0
789,63,30,"week",6,0
790,62,30,"week",7,0
791,41,30,"week",8,0
792,59,30,"week",9,0
793,57,30,"week",10,0
794,27,30,"week",11,1
795,94,31,"season",1,1
796,49,31,"season",2,0
797,68,31,"season",3,1
798,7,31,"season",4,1
799,41,31,"season",5,0
800,59,31,"season",6,0
801,57,31,"season",7,0
802,60,31,"season",8,0
803,63,31,"season",9,0
804,62,31,"season",10,0
805,27,31,"season",11,1
806,94,31,"week",1,1
807,49,31,"week",2,0
808,68,31,"week",3,1
809,35,31,"week",4,1
810,41,31,"week",5,0
811,59,31,"week",6,0
812,57,31,"week",7,0
813,27,31,"week",8,1
814,94,32,"season",1,1
815,49,32,"season",2,0
816,68,32,"season",3,1
817,35,32,"season",4,1
818,41,32,"season",5,0
819,59,32,"season",6,0
820,57,32,"season",7,0
821,27,32,"season",8,1
822,94,32,"week",1,1
823,49,32,"week",2,0
824,68,32,"week",3,1
825,35,32,"week",4,1
826,41,32,"week",5,0
827,59,32,"week",6,0
828,57,32,"week",7,0
829,27,32,"week",8,1
830,94,33,"season",1,1
831,49,33,"season",2,0
832,68,33,"season",3,1
833,7,33,"season",4,1
834,23,33,"season",5,0
835,22,33,"season",6,0
836,25,33,"season",7,0
837,99,33,"season",8,0
838,98,33,"season",9,0
839,27,33,"season",10,1
840,94,33,"week",1,1
841,49,33,"week",2,0
842,68,33,"week",3,1
843,35,33,"week",4,1
844,23,33,"week",5,0
845,24,33,"week",6,0
846,99,33,"week",7,0
847,100,33,"week",8,1
848,27,33,"week",9,1
849,94,34,"season",1,1
850,49,34,"season",2,0
851,7,34,"season",3,1
852,13,34,"season",4,0
853,30,34,"season",5,0
854,10,34,"season",6,0
855,15,34,"season",7,0
856,52,34,"season",8,0
857,47,34,"season",9,1
858,65,34,"season",10,1
859,14,34,"season",11,0
860,58,34,"season",12,0
861,27,34,"season",13,1
862,49,35,"week",1,0
863,68,35,"week",2,1
864,11,35,"week",3,1
865,36,35,"week",4,1
866,50,35,"week",5,1
867,8,35,"week",6,0
868,46,35,"week",7,0
869,42,35,"week",8,0
870,40,35,"week",9,0
871,60,35,"week",10,0
872,63,35,"week",11,0
873,62,35,"week",12,0
874,34,35,"week",13,1
875,27,35,"week",14,1
876,70,35,"week",15,1
877,81,35,"week",16,1
878,87,35,"week",17,1
879,88,35,"week",18,1
880,89,35,"week",19,1
881,90,35,"week",20,1
882,91,35,"week",21,1
883,92,35,"week",22,1
884,93,35,"week",23,1
885,71,35,"week",24,1
886,72,35,"week",25,1
887,73,35,"week",26,1
888,74,35,"week",27,1
889,75,35,"week",28,1
890,76,35,"week",29,1
891,77,35,"week",30,1
892,78,35,"week",31,1
893,79,35,"week",32,1
894,80,35,"week",33,1
895,82,35,"week",34,1
896,83,35,"week",35,1
897,84,35,"week",36,1
898,85,35,"week",37,1
899,86,35,"week",38,1
900,49,36,"week",1,0
901,68,36,"week",2,1
902,11,36,"week",3,1
903,36,36,"week",4,1
904,50,36,"week",5,1
905,60,36,"week",6,0
906,63,36,"week",7,0
907,62,36,"week",8,0
908,41,36,"week",9,0
909,59,36,"week",10,0
910,57,36,"week",11,0
911,34,36,"week",12,1
912,27,36,"week",13,1
913,70,36,"week",14,1
914,81,36,"week",15,1
915,87,36,"week",16,1
916,88,36,"week",17,1
917,89,36,"week",18,1
918,90,36,"week",19,1
919,91,36,"week",20,1
920,92,36,"week",21,1
921,93,36,"week",22,1
922,71,36,"week",23,1
923,72,36,"week",24,1
924,73,36,"week",25,1
925,74,36,"week",26,1
926,75,36,"week",27,1
927,76,36,"week",28,1
928,77,36,"week",29,1
929,78,36,"week",30,1
930,79,36,"week",31,1
931,80,36,"week",32,1
932,82,36,"week",33,1
933,83,36,"week",34,1
934,84,36,"week",35,1
935,85,36,"week",36,1
936,86,36,"week",37,1
937,49,37,"week",1,0
938,68,37,"week",2,1
939,11,37,"week",3,1
940,36,37,"week",4,1
941,50,37,"week",5,1
942,60,37,"week",6,0
943,63,37,"week",7,0
944,62,37,"week",8,0
945,41,37,"week",9,0
946,59,37,"week",10,0
947,57,37,"week",11,0
948,34,37,"week",12,1
949,27,37,"week",13,1
950,70,37,"week",14,1
951,81,37,"week",15,1
952,87,37,"week",16,1
953,88,37,"week",17,1
954,89,37,"week",18,1
955,90,37,"week",19,1
956,91,37,"week",20,1
957,92,37,"week",21,1
958,93,37,"week",22,1
959,71,37,"week",23,1
960,72,37,"week",24,1
961,73,37,"week",25,1
962,74,37,"week",26,1
963,75,37,"week",27,1
964,76,37,"week",28,1
965,77,37,"week",29,1
966,78,37,"week",30,1
967,79,37,"week",31,1
968,80,37,"week",32,1
969,82,37,"week",33,1
970,83,37,"week",34,1
971,84,37,"week",35,1
972,85,37,"week",36,1
973,86,37,"week",37,1
974,49,38,"week",1,0
975,68,38,"week",2,1
976,11,38,"week",3,1
977,36,38,"week",4,1
978,50,38,"week",5,1
979,60,38,"week",6,0
980,63,38,"week",7,0
981,62,38,"week",8,0
982,41,38,"week",9,0
983,59,38,"week",10,0
984,57,38,"week",11,0
985,34,38,"week",12,1
986,27,38,"week",13,1
987,70,38,"week",14,1
988,81,38,"week",15,1
989,87,38,"week",16,1
990,88,38,"week",17,1
991,89,38,"week",18,1
992,90,38,"week",19,1
993,91,38,"week",20,1
994,92,38,"week",21,1
995,93,38,"week",22,1
996,71,38,"week",23,1
997,72,38,"week",24,1
998,73,38,"week",25,1
999,74,38,"week",26,1
1000,75,38,"week",27,1
1001,76,38,"week",28,1
1002,77,38,"week",29,1
1003,78,38,"week",30,1
1004,79,38,"week",31,1
1005,80,38,"week",32,1
1006,82,38,"week",33,1
1007,83,38,"week",34,1
1008,84,38,"week",35,1
1009,85,38,"week",36,1
1010,86,38,"week",37,1
1011,49,39,"week",1,0
1012,68,39,"week",2,1
1013,11,39,"week",3,1
1014,36,39,"week",4,1
1015,50,39,"week",5,1
1016,99,39,"week",6,0
1017,22,39,"week",7,0
1018,23,39,"week",8,0
1019,17,39,"week",9,0
1020,18,39,"week",10,0
1021,19,39,"week",11,0
1022,20,39,"week",12,0
1023,21,39,"week",13,0
1024,34,39,"week",14,1
1025,27,39,"week",15,1
1026,70,39,"week",16,1
1027,81,39,"week",17,1
1028,87,39,"week",18,1
1029,88,39,"week",19,1
1030,89,39,"week",20,1
1031,90,39,"week",21,1
1032,91,39,"week",22,1
1033,92,39,"week",23,1
1034,93,39,"week",24,1
1035,71,39,"week",25,1
1036,72,39,"week",26,1
1037,73,39,"week",27,1
1038,74,39,"week",28,1
1039,75,39,"week",29,1
1040,76,39,"week",30,1
1041,77,39,"week",31,1
1042,78,39,"week",32,1
1043,79,39,"week",33,1
1044,80,39,"week",34,1
1045,82,39,"week",35,1
1046,83,39,"week",36,1
1047,84,39,"week",37,1
1048,85,39,"week",38,1
1049,86,39,"week",39,1
1050,49,40,"week",1,0
1051,68,40,"week",2,1
1052,50,40,"week",3,1
1053,52,40,"week",4,0
1054,101,40,"week",5,1
1055,13,40,"week",6,0
1056,10,40,"week",7,0
1057,30,40,"week",8,0
1058,15,40,"week",9,0
1059,34,40,"week",10,1
1060,27,40,"week",11,1
1061,70,40,"week",12,1
1062,81,40,"week",13,1
1063,87,40,"week",14,1
1064,88,40,"week",15,1
1065,89,40,"week",16,1
1066,90,40,"week",17,1
1067,91,40,"week",18,1
1068,92,40,"week",19,1
1069,93,40,"week",20,1
1070,71,40,"week",21,1
1071,72,40,"week",22,1
1072,73,40,"week",23,1
1073,74,40,"week",24,1
1074,75,40,"week",25,1
1075,76,40,"week",26,1
1076,77,40,"week",27,1
1077,78,40,"week",28,1
1078,79,40,"week",29,1
1079,80,40,"week",30,1
1080,82,40,"week",31,1
1081,83,40,"week",32,1
1082,84,40,"week",33,1
1083,85,40,"week",34,1
1084,86,40,"week",35,1
1085,49,41,"week",1,0
1086,37,41,"week",2,0
1087,38,41,"week",3,0
1088,46,41,"week",4,0
1089,42,41,"week",5,0
1090,40,41,"week",6,0
1091,60,41,"week",7,0
1092,63,41,"week",8,0
1093,62,41,"week",9,0
1094,29,41,"week",10,0
1095,27,41,"week",11,1
1096,49,42,"week",1,0
1097,60,42,"week",2,0
1098,63,42,"week",3,0
1099,62,42,"week",4,0
1100,41,42,"week",5,0
1101,59,42,"week",6,0
1102,57,42,"week",7,0
1103,29,42,"week",8,0
1104,27,42,"week",9,1
1105,49,43,"week",1,0
1106,60,43,"week",2,0
1107,63,43,"week",3,0
1108,62,43,"week",4,0
1109,41,43,"week",5,0
1110,59,43,"week",6,0
1111,57,43,"week",7,0
1112,29,43,"week",8,0
1113,27,43,"week",9,1
1114,49,44,"week",1,0
1115,41,44,"week",2,0
1116,59,44,"week",3,0
1117,57,44,"week",4,0
1118,29,44,"week",5,0
1119,27,44,"week",6,1
1120,49,45,"week",1,0
1121,23,45,"week",2,0
1122,22,45,"week",3,0
1123,99,45,"week",4,0
1124,27,45,"week",5,1
1125,55,46,"season",1,1
1126,49,46,"season",2,0
1127,68,46,"season",3,1
1128,2,46,"season",4,1
1129,248,46,"season",5,1
1130,38,46,"season",6,0
1131,37,46,"season",7,0
1132,39,46,"season",8,0
1133,46,46,"season",9,0
1134,45,46,"season",10,0
1135,42,46,"season",11,0
1136,40,46,"season",12,0
1137,60,46,"season",13,0
1138,63,46,"season",14,0
1139,62,46,"season",15,0
1140,27,46,"season",16,1
1141,94,-46,"season",17,1
1142,55,46,"week",1,1
1143,49,46,"week",2,0
1144,68,46,"week",3,1
1145,35,46,"week",4,1
1146,38,46,"week",5,0
1147,37,46,"week",6,0
1148,46,46,"week",7,0
1149,42,46,"week",8,0
1150,40,46,"week",9,0
1151,60,46,"week",10,0
1152,63,46,"week",11,0
1153,62,46,"week",12,0
1154,27,46,"week",13,1
1156,55,47,"season",1,1
1157,49,47,"season",2,0
1158,68,47,"season",3,1
1159,2,47,"season",4,1
1160,248,47,"season",5,1
1161,60,47,"season",6,0
1162,63,47,"season",7,0
1163,64,47,"season",8,0
1164,62,47,"season",9,0
1165,41,47,"season",10,0
1166,59,47,"season",11,0
1167,57,47,"season",12,0
1168,27,47,"season",13,1
1169,94,-47,"season",14,1
1170,55,47,"week",1,1
1171,49,47,"week",2,0
1172,68,47,"week",3,1
1173,35,47,"week",4,1
1174,60,47,"week",5,0
1175,63,47,"week",6,0
1176,62,47,"week",7,0
1177,41,47,"week",8,0
1178,59,47,"week",9,0
1179,57,47,"week",10,0
1180,27,47,"week",11,1
1182,55,48,"season",1,1
1183,49,48,"season",2,0
1184,68,48,"season",3,1
1185,2,48,"season",4,1
1186,248,48,"season",5,1
1187,60,48,"season",6,0
1188,63,48,"season",7,0
1189,62,48,"season",8,0
1190,41,48,"season",9,0
1191,59,48,"season",10,0
1192,56,48,"season",11,0
1193,57,48,"season",12,0
1194,27,48,"season",13,1
1195,94,-48,"season",14,1
1196,55,48,"week",1,1
1197,49,48,"week",2,0
1198,68,48,"week",3,1
1199,35,48,"week",4,1
1200,60,48,"week",5,0
1201,63,48,"week",6,0
1202,62,48,"week",7,0
1203,41,48,"week",8,0
1204,59,48,"week",9,0
1205,57,48,"week",10,0
1206,27,48,"week",11,1
1208,55,49,"season",1,1
1209,49,49,"season",2,0
1210,68,49,"season",3,1
1211,2,49,"season",4,1
1212,248,49,"season",5,1
1213,41,49,"season",6,0
