"pos","name","points","overall_rank","name_info","team","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","pts","ydsA","passYdsA","rushYdsA","ptsA","int","fumlRec","sack","safety","blockfg","td","ptsAPG","fumlRecoveryPts","intCaughtPts","fgBlockedPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"QB","DONOVANMCNABB",303,"17","Donovan McNabb*","PHI",28,15,15,300,469,3875,31,8,41,220,5.37,3,0,0,NA,0,303,70,3,17,155,124,-16,22,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,4,3,111.62
"RB","WILLISMCGAHEE",207.7,"24","Willis McGahee","BUF",23,16,11,0,0,0,0,0,284,1128,3.97,13,22,169,7.68,0,208,50,9,24,0,0,0,112.8,78,16.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,25,9,107.3
"WR","JAVONWALKER",210.2,"13","Javon Walker*","GNB",26,16,12,0,0,0,0,0,0,0,NA,0,89,1382,15.53,12,210,83,2,13,0,0,0,0,0,138.2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,23,2,106.6
"RB","BRIANWESTBROOK",205.5,"26","Brian Westbrook*","PHI",25,13,12,0,0,0,0,0,177,812,4.59,3,73,703,9.63,6,206,48,10,26,0,0,0,81.2,18,70.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,29,10,105.1
"WR","JOEHORN",205.9,"14","Joe Horn*","NOR",32,16,16,0,0,0,0,0,0,0,NA,0,94,1399,14.88,11,208,81,3,14,0,0,0,0,0,139.9,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,28,3,102.3
"RB","CLINTONPORTIS",201.6,"28","Clinton Portis","WAS",23,15,15,1,2,15,1,0,343,1315,3.83,5,40,235,5.88,2,202,44,11,28,0.6,4,0,131.5,30,23.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,31,11,101.2
"WR","TERRELLOWENS",203.5,"15","Terrell Owens*+","PHI",31,14,14,0,0,0,0,0,3,-5,-1.67,0,77,1200,15.58,14,204,76,4,15,0,0,0,-0.5,0,120,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,30,4,99.9
"WR","MARVINHARRISON",201.3,"16","Marvin Harrison*","IND",32,16,16,0,0,0,0,0,0,0,NA,0,86,1113,12.94,15,201,74,5,16,0,0,0,0,0,111.3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,32,5,97.7
"RB","PRIESTHOLMES",197.9,"29","Priest Holmes","KAN",31,8,8,0,0,0,0,0,196,892,4.55,14,19,187,9.84,1,198,41,12,29,0,0,0,89.2,84,18.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,33,12,97.5
"RB","AHMANGREEN",196.6,"31","Ahman Green*","GNB",27,15,15,1,1,20,1,0,259,1163,4.49,7,40,275,6.88,1,197,39,13,31,0.8,4,0,116.3,42,27.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,36,13,96.2
"RB","REUBENDROUGHNS",196.1,"32","Reuben Droughns","DEN",26,16,15,0,0,0,0,0,275,1240,4.51,6,32,241,7.53,2,196,39,14,32,0,0,0,124,36,24.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,37,14,95.7
"WR","TORRYHOLT",197.2,"18","Torry Holt*","STL",28,16,16,0,0,0,0,0,0,0,NA,0,94,1372,14.6,10,197,70,6,18,0,0,0,0,0,137.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,34,6,93.6
"RB","WARRICKDUNN",194,"35","Warrick Dunn","ATL",29,16,16,0,0,0,0,0,265,1106,4.17,9,29,294,10.14,0,194,37,15,35,0,0,0,110.6,54,29.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,39,15,93.6
"WR","DREWBENNETT",196.94,"19","Drew Bennett","TEN",26,16,16,1,1,26,1,0,1,12,12,0,80,1247,15.59,11,197,70,7,19,1.04,4,0,1.2,0,124.7,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,35,7,93.34
"RB","MICHAELPITTMAN",191.7,"39","Michael Pittman","TAM",29,13,13,0,0,0,0,0,219,926,4.23,7,41,391,9.54,3,192,34,16,39,0,0,0,92.6,42,39.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,41,16,91.3
"WR","REGGIEWAYNE",192.6,"22","Reggie Wayne","IND",26,16,16,0,0,0,0,0,1,-4,-4,0,77,1210,15.71,12,193,65,8,22,0,0,0,-0.4,0,121,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,40,8,89
"RB","DEUCEMCALLISTER",184.2,"45","Deuce McAllister","NOR",26,14,14,0,0,0,0,0,269,1074,3.99,9,34,228,6.71,0,184,27,17,45,0,0,0,107.4,54,22.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,46,17,83.8
"WR","CHADJOHNSON",185.3,"23","Chad Johnson*","CIN",26,16,16,0,0,0,0,0,4,39,9.75,0,95,1274,13.41,9,185,58,9,23,0,0,0,3.9,0,127.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,45,9,81.7
"RB","JEROMEBETTIS",181.1,"55","Jerome Bettis*","PIT",32,15,6,1,1,10,1,0,250,941,3.76,13,6,46,7.67,0,181,24,18,55,0.4,4,0,94.1,78,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,48,18,80.7
"TE","ANTONIOGATES",174.4,"8","Antonio Gates*+","SDG",24,15,15,0,0,0,0,0,0,0,NA,0,81,964,11.9,13,174,105,1,8,0,0,0,0,0,96.4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,54,1,79.9
"RB","THOMASJONES",179.5,"57","Thomas Jones","CHI",26,14,14,0,0,0,0,0,240,948,3.95,7,56,427,7.63,0,180,22,19,57,0,0,0,94.8,42,42.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,49,19,79.1
"QB","TRENTGREEN",266.14,"38","Trent Green","KAN",34,16,16,369,556,4591,27,17,25,85,3.4,0,0,0,NA,0,268,35,4,38,183.64,108,-34,8.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,8,4,74.76
"RB","FREDTAYLOR",174.9,"59","Fred Taylor","JAX",28,14,14,0,0,0,0,0,260,1224,4.71,2,36,345,9.58,1,175,18,20,59,0,0,0,122.4,12,34.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,53,20,74.5
"TE","TONYGONZALEZ",168.3,"11","Tony Gonzalez*","KAN",28,16,16,0,0,0,0,0,1,5,5,0,102,1258,12.33,7,168,99,2,11,0,0,0,0.5,0,125.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,60,2,73.8
"WR","DONALDDRIVER",175.2,"25","Donald Driver","GNB",29,16,11,0,0,0,0,0,3,4,1.33,0,84,1208,14.38,9,177,50,10,25,0,0,0,0.4,0,120.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,52,10,71.6
"RB","KEVINJONES",167.3,"64","Kevin Jones","DET",22,15,14,0,0,0,0,0,241,1133,4.7,5,28,180,6.43,1,167,10,21,64,0,0,0,113.3,30,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,63,21,66.9
"QB","JAKEPLUMMER",257.76,"52","Jake Plummer","DEN",30,16,16,303,521,4089,27,20,62,202,3.26,1,0,0,NA,0,258,25,6,52,163.56,108,-40,20.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,10,5,66.38
"WR","BRANDONSTOKLEY",167.7,"30","Brandon Stokley","IND",28,16,3,0,0,0,0,0,0,0,NA,0,68,1077,15.84,10,168,40,11,30,0,0,0,0,0,107.7,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,62,11,64.1
"QB","JAKEDELHOMME",254.54,"48","Jake Delhomme","CAR",29,16,16,310,533,3886,29,15,25,71,2.84,1,0,0,NA,0,259,26,5,48,155.44,116,-30,7.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,12,6,63.16
"RB","NICKGOINGS",163.5,"68","Nick Goings","CAR",26,16,8,0,0,0,0,0,217,821,3.78,6,45,394,8.76,1,164,6,22,68,0,0,0,82.1,36,39.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,67,22,63.1
"RB","EMMITTSMITH",163.04,"70","Emmitt Smith","ARI",35,15,15,1,1,21,1,0,267,937,3.51,9,15,105,7,0,163,6,23,70,0.84,4,0,93.7,54,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,68,23,62.64
"QB","BRETTFAVRE",253.12,"53","Brett Favre","GNB",35,16,16,346,540,4088,30,17,16,36,2.25,0,0,0,NA,0,257,24,7,53,163.52,120,-34,3.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,13,7,61.74
"WR","ISAACBRUCE",165.2,"33","Isaac Bruce","STL",32,16,16,0,2,0,0,0,0,0,NA,0,89,1292,14.52,6,165,38,12,33,0,0,0,0,0,129.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,64,12,61.6
"WR","MICHAELCLAYTON",164.3,"34","Michael Clayton","TAM",22,16,13,0,0,0,0,0,5,30,6,0,80,1193,14.91,7,164,37,13,34,0,0,0,3,0,119.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,65,13,60.7
"WR","DARRELLJACKSON",161.9,"36","Darrell Jackson","SEA",26,16,16,0,0,0,0,0,0,0,NA,0,87,1199,13.78,7,164,37,14,36,0,0,0,0,0,119.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,73,14,58.3
"RB","CHRISBROWN",157.4,"77","Chris Brown","TEN",23,11,11,0,0,0,0,0,220,1067,4.85,6,20,147,7.35,0,157,NA,24,77,0,0,0,106.7,36,14.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,78,24,57
"WR","RODSMITH",159.7,"43","Rod Smith","DEN",34,16,16,0,0,0,0,0,5,33,6.6,0,79,1144,14.48,7,160,32,17,43,0,0,0,3.3,0,114.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,74,15,56.1
"WR","NATEBURLESON",159.5,"40","Nate Burleson","MIN",23,16,15,0,0,0,0,0,6,49,8.17,0,68,1006,14.79,9,162,34,15,40,0,0,0,4.9,0,100.6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,75,16,55.9
"WR","DERRICKMASON",158.5,"44","Derrick Mason","TEN",30,16,16,0,0,0,0,0,1,-3,-3,0,96,1168,12.17,7,159,31,18,44,0,0,0,-0.3,0,116.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,76,17,54.9
"WR","EDDIEKENNISON",158.1,"42","Eddie Kennison","KAN",31,14,14,0,0,0,0,0,2,15,7.5,0,62,1086,17.52,8,160,33,16,42,0,0,0,1.5,0,108.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,77,18,54.5
"QB","AARONBROOKS",245.8,"60","Aaron Brooks","NOR",28,16,16,309,542,3810,21,16,58,173,2.98,4,1,1,1,0,248,15,8,60,152.4,84,-32,17.3,24,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,15,8,54.42
"RB","JAMALLEWIS",154.2,"92","Jamal Lewis","BAL",25,12,12,0,0,0,0,0,235,1006,4.28,7,10,116,11.6,0,154,NA,25,NA,0,0,0,100.6,42,11.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,82,25,53.8
"QB","DREWBREES",244.66,"62","Drew Brees*","SDG",25,15,15,262,400,3159,27,7,53,85,1.6,2,1,38,38,0,245,12,9,62,126.36,108,-14,8.5,12,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,16,9,53.28
"RB","LARRYJOHNSON",151.9,"93","Larry Johnson","KAN",25,10,3,0,0,0,0,0,120,581,4.84,9,22,278,12.64,2,152,NA,26,NA,0,0,0,58.1,54,27.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,87,26,51.5
"WR","RANDYMOSS",154.18,"46","Randy Moss","MIN",27,13,13,1,2,37,0,1,0,0,NA,0,49,767,15.65,13,154,27,19,46,1.48,0,-2,0,0,76.7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,83,19,50.58
"QB","MARCBULGER",241.46,"63","Marc Bulger","STL",27,14,14,321,485,3964,21,14,19,89,4.68,3,0,0,NA,0,243,11,10,63,158.56,84,-28,8.9,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,17,10,50.08
"WR","JERRYPORTER",153.4,"47","Jerry Porter","OAK",26,16,16,0,0,0,0,0,1,-4,-4,0,64,998,15.59,9,153,26,20,47,0,0,0,-0.4,0,99.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,85,20,49.8
"WR","JIMMYSMITH",153.2,"49","Jimmy Smith","JAX",35,16,16,0,0,0,0,0,0,0,NA,0,74,1172,15.84,6,153,26,21,49,0,0,0,0,0,117.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,86,21,49.6
"WR","ANDREJOHNSON",151.4,"54","Andre Johnson*","HOU",23,16,16,0,0,0,0,0,4,12,3,0,79,1142,14.46,6,151,24,22,54,0,0,0,1.2,0,114.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,88,22,47.8
"WR","ASHLEYLELIE",150.9,"56","Ashley Lelie","DEN",24,16,16,0,0,0,0,0,3,5,1.67,0,54,1084,20.07,7,151,24,23,56,0,0,0,0.5,0,108.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,89,23,47.3
"RB","KEVANBARLOW",145.4,"95","Kevan Barlow","SFO",25,15,14,0,0,0,0,0,244,822,3.37,7,35,212,6.06,0,145,NA,27,NA,0,0,0,82.2,42,21.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,97,27,45
"WR","LEEEVANS",146.8,"58","Lee Evans","BUF",23,16,11,0,0,0,0,0,5,85,17,0,48,843,17.56,9,147,19,24,58,0,0,0,8.5,0,84.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,94,24,43.2
"QB","TOMBRADY",234.48,"74","Tom Brady*","NWE",27,16,16,288,474,3692,28,14,43,28,0.65,0,0,0,NA,0,234,2,11,74,147.68,112,-28,2.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,19,11,43.1
"QB","MICHAELVICK",232.72,"75","Michael Vick*","ATL",24,15,15,181,321,2313,14,12,120,902,7.52,3,0,0,NA,0,233,NA,12,75,92.52,56,-24,90.2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,20,12,41.34
"TE","JASONWITTEN",134,"21","Jason Witten*","DAL",22,16,15,0,0,0,0,0,0,0,NA,0,87,980,11.26,6,136,67,3,21,0,0,0,0,0,98,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,107,3,39.5
