"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"PHI","QB","RANDALLCUNNINGHAM",356.84,1,"Randall Cunningham*",27,16,16,271,465,3466,30,13,118,942,7.98,5,0,0,NA,0,357,177,1,1,138.64,120,-26,94.2,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1,1,189.44
"DET","RB","BARRYSANDERS",274.4,3,"Barry Sanders*+",22,16,16,0,0,0,0,0,255,1304,5.11,13,36,480,13.33,3,274,146,1,3,0,0,0,130.4,78,48,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,3,1,177.5
"BUF","RB","THURMANTHOMAS",260.9,4,"Thurman Thomas*+",24,16,16,0,0,0,0,0,271,1297,4.79,11,49,532,10.86,2,261,133,2,4,0,0,0,129.7,66,53.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,4,2,164
"HOU","QB","WARRENMOON",327.06,2,"Warren Moon*",34,15,15,362,584,4689,33,13,55,215,3.91,2,0,0,NA,0,327,147,2,2,187.56,132,-26,21.5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,2,2,159.66
"CHI","RB","NEALANDERSON",234.2,6,"Neal Anderson*",26,15,14,0,0,0,0,0,260,1078,4.15,10,42,484,11.52,3,234,106,3,6,0,0,0,107.8,60,48.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,6,3,137.3
"SFO","WR","JERRYRICE",228.2,5,"Jerry Rice*+",28,16,16,0,0,0,0,0,2,0,0,0,100,1502,15.02,13,228,120,1,5,0,0,0,0,0,150.2,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,7,1,134.1
"WAS","RB","EARNESTBYNER",197.04,10,"Earnest Byner*",28,16,16,1,2,31,1,0,297,1219,4.1,6,31,279,9,1,197,69,4,10,1.24,4,0,121.9,36,27.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,14,4,100.14
"SEA","RB","DERRICKFENNER",190.2,11,"Derrick Fenner",23,16,15,0,0,0,0,0,215,859,4,14,17,143,8.41,1,190,62,5,11,0,0,0,85.9,84,14.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,15,5,93.3
"RAM","RB","CLEVELANDGARY",185.8,12,"Cleveland Gary",24,15,7,0,0,0,0,0,204,808,3.96,14,30,150,5,1,186,58,6,12,0,0,0,80.8,84,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,18,6,88.9
"ATL","WR","ANDRERISON",180.8,8,"Andre Rison*+",23,16,15,0,0,0,0,0,0,0,NA,0,82,1208,14.73,10,181,72,2,8,0,0,0,0,0,120.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,22,2,86.7
"DAL","RB","EMMITTSMITH",182.5,13,"Emmitt Smith*",21,16,15,0,0,0,0,0,241,937,3.89,11,24,228,9.5,0,183,54,7,13,0,0,0,93.7,66,22.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,19,7,85.6
"SDG","RB","MARIONBUTTS",182.2,14,"Marion Butts*",24,14,13,0,0,0,0,0,265,1225,4.62,8,16,117,7.31,0,182,54,8,14,0,0,0,122.5,48,11.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,20,8,85.3
"SFO","QB","JOEMONTANA",251.96,9,"Joe Montana*+",34,15,15,321,520,3944,26,16,40,162,4.05,1,0,0,NA,0,252,72,3,9,157.76,104,-32,16.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,5,3,84.56
"CIN","RB","JAMESBROOKS",181.3,15,"James Brooks*",32,16,15,0,0,0,0,0,195,1004,5.15,5,26,269,10.35,4,181,53,9,15,0,0,0,100.4,30,26.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,21,9,84.4
"HOU","RB","LORENZOWHITE",179,16,"Lorenzo White",24,16,16,0,0,0,0,0,168,702,4.18,8,39,368,9.44,4,179,51,10,16,0,0,0,70.2,48,36.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,25,10,82.1
"HOU","TE","ERNESTGIVINS",158.4,7,"Ernest Givins*",26,16,16,0,0,0,0,0,3,65,21.67,0,72,979,13.6,9,158,99,1,7,0,0,0,6.5,0,97.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,36,1,82
"DEN","RB","BOBBYHUMPHREY",177.4,18,"Bobby Humphrey*",24,15,14,0,2,0,0,0,288,1202,4.17,7,24,152,6.33,0,177,49,11,18,0,0,0,120.2,42,15.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,26,11,80.5
"PIT","RB","MERRILHOGE",171.4,24,"Merril Hoge",25,16,15,0,0,0,0,0,203,772,3.8,7,40,342,8.55,3,171,43,12,24,0,0,0,77.2,42,34.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,27,12,74.5
"RAI","RB","MARCUSALLEN",163.1,31,"Marcus Allen",30,16,15,0,1,0,0,1,179,682,3.81,12,15,189,12.6,1,163,35,13,31,0,0,-2,68.2,72,18.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,31,13,66.2
"MIN","RB","HERSCHELWALKER",162.98,32,"Herschel Walker",28,16,16,1,2,12,0,0,184,770,4.18,5,35,315,9,4,163,35,14,32,0.48,0,0,77,30,31.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,32,14,66.08
"WAS","WR","GARYCLARK",159.3,17,"Gary Clark*",28,16,16,0,0,0,0,0,1,1,1,0,75,1112,14.83,8,159,51,3,17,0,0,0,0.1,0,111.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,33,3,65.2
"SEA","RB","JOHNWILLIAMS",159.3,33,"John Williams*",26,16,16,0,0,0,0,0,187,714,3.82,3,73,699,9.58,0,159,31,15,33,0,0,0,71.4,18,69.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,33,15,62.4
"NYG","RB","OTTISANDERSON",158.3,37,"Ottis Anderson",33,16,11,0,0,0,0,0,225,784,3.48,11,18,139,7.72,0,158,30,16,37,0,0,0,78.4,66,13.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,37,16,61.4
"RAM","WR","HENRYELLARD",155.5,19,"Henry Ellard",29,15,15,0,0,0,0,0,2,21,10.5,0,76,1294,17.03,4,156,47,4,19,0,0,0,2.1,0,129.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,40,4,61.4
"IND","RB","ALBERTBENTLEY",158,38,"Albert Bentley",30,16,15,0,0,0,0,0,137,556,4.06,4,71,664,9.35,2,158,30,17,38,0,0,0,55.6,24,66.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,38,17,61.1
"RAM","QB","JIMEVERETT",226.66,20,"Jim Everett*",27,16,16,307,554,3989,23,17,20,31,1.55,1,0,0,NA,0,227,47,4,20,159.56,92,-34,3.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,8,4,59.26
"HOU","WR","HAYWOODJEFFIRES",152.8,22,"Haywood Jeffires",26,16,16,0,0,0,0,0,0,0,NA,0,74,1048,14.16,8,153,44,5,22,0,0,0,0,0,104.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,43,5,58.7
"MIN","WR","ANTHONYCARTER",150.4,25,"Anthony Carter",30,15,14,0,0,0,0,0,3,16,5.33,0,70,1008,14.4,8,150,42,6,25,0,0,0,1.6,0,100.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,45,6,56.3
"KAN","QB","STEVEDEBERG",221.26,26,"Steve DeBerg",36,16,16,258,444,3444,23,4,21,-5,-0.24,0,0,0,NA,0,221,41,5,26,137.76,92,-8,-0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,9,5,53.86
"GNB","WR","STERLINGSHARPE",147.9,27,"Sterling Sharpe*",25,16,16,0,0,0,0,0,2,14,7,0,67,1105,16.49,6,148,39,7,27,0,0,0,1.4,0,110.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,47,7,53.8
"MIA","RB","SAMMIESMITH",150.5,44,"Sammie Smith",23,16,16,0,0,0,0,0,226,831,3.68,8,11,134,12.18,1,151,22,18,44,0,0,0,83.1,48,13.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,44,18,53.6
