"pos","name","points","name_info","games","team","overall_rank","age","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","sack","fumlRec","int","defTD","ptsA","passYdsAPG","rushYdsAPG","safety","kickTD","pts","ptsPG","passYdsA","rushYdsA","ptsAPG","td","fumlRecoveryPts","intCaughtPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"RB","VICKBALLARD",114.6,"Vick Ballard","16","IND",101,22,12,0,0,0,0,0,211,814,3.86,2,17,152,8.94,1,115,NA,25,NA,0,0,0,81.4,12,15.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,136,27,25.2
"RB","DARRENMCFADDEN",114.5,"Darren McFadden","12","OAK",106,25,12,0,0,0,0,0,216,707,3.27,2,42,258,6.14,1,111,NA,28,NA,0,0,0,70.7,12,25.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,137,28,25.1
"QB","ANDYDALTON",258.76,"Andy Dalton","16","CIN",76,25,16,329,528,3669,27,16,47,120,2.55,4,0,0,NA,0,251,NA,12,76,146.76,108,-32,12,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,15,12,23.84
"WR","MIKEWALLACE",132.3,"Mike Wallace","15","PIT",66,26,14,0,0,0,0,0,5,7,1.4,0,64,836,13.06,8,130,12,25,66,0,0,0,0.7,0,83.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,106,24,23.2
"TE","HEATHMILLER",129.6,"Heath Miller*","15","PIT",48,30,15,0,0,0,0,0,0,0,NA,0,71,816,11.49,8,132,35,4,48,0,0,0,0,0,81.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,113,4,22
"WR","TYHILTON",131,"T.Y. Hilton","15","IND",64,23,1,0,1,0,0,0,5,29,5.8,0,50,861,17.22,7,131,13,24,64,0,0,0,2.9,0,86.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,109,25,21.9
"WR","MILESAUSTIN",130.3,"Miles Austin","16","DAL",68,28,15,0,0,0,0,0,0,0,NA,0,66,943,14.29,6,128,10,26,68,0,0,0,0,0,94.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,112,26,21.2
"WR","JEREMYMACLIN",127.7,"Jeremy Maclin","15","PHI",71,24,15,0,0,0,0,0,0,0,NA,0,69,857,12.42,7,126,7,27,71,0,0,0,0,0,85.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,116,27,18.6
"RB","JOIQUEBELL",107.9,"Joique Bell","16","DET",114,26,0,0,0,0,0,0,82,414,5.05,3,52,485,9.33,0,104,NA,29,NA,0,0,0,41.4,18,48.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,153,29,18.5
"QB","JOSHFREEMAN",250.5,"Josh Freeman","16","TAM",79,24,16,306,558,4065,27,17,39,139,3.56,0,0,0,NA,0,249,NA,13,NA,162.6,108,-34,13.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,17,13,15.58
"TE","JASONWITTEN",121.9,"Jason Witten*","16","DAL",54,30,16,0,0,0,0,0,0,0,NA,0,110,1039,9.45,3,122,25,5,54,0,0,0,0,0,103.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,120,5,14.3
"RB","RYANMATHEWS",101.9,"Ryan Mathews","12","SDG",118,25,9,0,0,0,0,0,184,707,3.84,1,39,252,6.46,0,98,NA,30,NA,0,0,0,70.7,6,25.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,165,30,12.5
"WR","JUSTINBLACKMON",118.8,"Justin Blackmon","16","JAX",73,22,14,0,0,0,0,0,2,23,11.5,0,64,865,13.52,5,121,2,28,73,0,0,0,2.3,0,86.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,123,28,9.69999999999999
"WR","SIDNEYRICE",118.4,"Sidney Rice","16","SEA",96,26,16,1,2,25,0,0,2,6,3,0,50,748,14.96,7,118,NA,31,NA,1,0,0,0.6,0,74.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,124,29,9.29999999999998
"WR","GOLDENTATE",117.72,"Golden Tate","15","SEA",98,24,15,1,1,23,1,0,3,20,6.67,0,45,688,15.29,7,116,NA,32,NA,0.92,4,0,2,0,68.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,125,30,8.61999999999999
"RB","FELIXJONES",96.8,"Felix Jones","16","DAL",126,25,7,0,0,0,0,0,111,402,3.62,3,26,266,10.23,2,93,NA,34,NA,0,0,0,40.2,18,26.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,176,31,7.40000000000001
"WR","JORDYNELSON",116.5,"Jordy Nelson","12","GNB",74,27,10,0,0,0,0,0,0,0,NA,0,49,745,15.2,7,119,NA,29,74,0,0,0,0,0,74.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,130,31,7.39999999999999
"WR","ANQUANBOLDIN",116.4,"Anquan Boldin","15","BAL",78,32,15,0,0,0,0,0,1,3,3,0,65,921,14.17,4,118,NA,30,78,0,0,0,0.3,0,92.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,131,32,7.3
"TE","GREGOLSEN",114.3,"Greg Olsen","16","CAR",61,27,16,0,0,0,0,0,0,0,NA,0,69,843,12.22,5,114,17,6,61,0,0,0,0,0,84.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,138,6,6.7
"WR","DENARIUSMOORE",115.6,"Denarius Moore","15","OAK",99,24,15,0,0,0,0,0,1,-5,-5,0,51,741,14.53,7,116,NA,33,NA,0,0,0,-0.5,0,74.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,132,33,6.5
"WR","BRANDONLLOYD",115.1,"Brandon Lloyd","16","NWE",100,31,15,0,0,0,0,0,0,0,NA,0,74,911,12.31,4,115,NA,34,NA,0,0,0,0,0,91.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,133,34,6
"QB","JOEFLACCO",240.88,"Joe Flacco","16","BAL",80,27,16,317,531,3817,22,10,32,22,0.69,3,0,0,NA,0,235,NA,14,NA,152.68,88,-20,2.2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,19,14,5.95999999999998
"RB","ANDREBROWN",95.1,"Andre Brown","10","NYG",119,26,2,0,0,0,0,0,73,385,5.27,8,12,86,7.17,0,97,NA,31,NA,0,0,0,38.5,48,8.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,181,32,5.69999999999999
"RB","PIERRETHOMAS",94.7,"Pierre Thomas","15","NOR",122,28,4,0,0,0,0,0,105,473,4.5,1,39,354,9.08,1,95,NA,32,NA,0,0,0,47.3,6,35.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,183,33,5.3
"WR","BRIANHARTLINE",114.3,"Brian Hartline","16","MIA",104,26,15,0,0,0,0,0,0,0,NA,0,74,1083,14.64,1,112,NA,35,NA,0,0,0,0,0,108.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,138,35,5.2
"RB","KNOWSHONMORENO",93.2,"Knowshon Moreno","8","DEN",131,25,6,0,0,0,0,0,139,525,3.78,4,21,167,7.95,0,91,NA,35,NA,0,0,0,52.5,24,16.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,184,34,3.8
"RB","MARKINGRAM",93.1,"Mark Ingram","16","NOR",127,23,5,0,0,0,0,0,156,602,3.86,5,6,29,4.83,0,93,NA,33,NA,0,0,0,60.2,30,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,185,35,3.7
"WR","MALCOMFLOYD",111.4,"Malcom Floyd","14","SDG",107,31,14,0,0,0,0,0,0,0,NA,0,56,814,14.54,5,111,NA,36,NA,0,0,0,0,0,81.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,142,36,2.3
"WR","JOSHGORDON",110.5,"Josh Gordon","16","CLE",108,21,13,0,0,0,0,0,0,0,NA,0,50,805,16.1,5,109,NA,38,NA,0,0,0,0,0,80.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,145,37,1.39999999999999
"TE","DENNISPITTA",108.9,"Dennis Pitta","16","BAL",65,27,5,0,0,0,0,0,0,0,NA,0,61,669,10.97,7,109,12,7,65,0,0,0,0,0,66.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,150,7,1.3
"QB","ELIMANNING",234.92,"Eli Manning*","16","NYG",81,31,16,321,536,3948,26,15,20,30,1.5,0,0,0,NA,0,233,NA,15,NA,157.92,104,-30,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,20,15,0
"RB","FREDJACKSON",89.4,"Fred Jackson","10","BUF",148,31,8,0,0,0,0,0,115,437,3.8,3,34,217,6.38,1,81,NA,40,NA,0,0,0,43.7,18,21.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,193,36,0
"WR","ANTONIOBROWN",109.1,"Antonio Brown","13","PIT",112,24,10,0,2,0,0,1,7,24,3.43,0,66,787,11.92,5,105,NA,40,NA,0,0,-2,2.4,0,78.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,147,38,0
"TE","OWENDANIELS",107.6,"Owen Daniels*","15","HOU",67,30,14,0,0,0,0,0,0,0,NA,0,62,716,11.55,6,108,11,8,67,0,0,0,0,0,71.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,155,8,0
"K","BLAIRWALSH",165,NA,NA,"MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7,10,3,36,0,54,28,50,-3,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,62,1,0
"Def","DENVERBRONCOS",190.7104," 2. Denver Broncos","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,8,16,6,289,"199.7","91.1",1,2,126,"7.9",199.7,91.1,18.0625,8,16,32,52,2,48,40.7104,2012,41,2,0
"Def","NEWENGLANDPATRIOTS",190.4848," 3. New England Patriots","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,21,20,5,331,"271.6","102.1",1,2,121,"7.6",271.6,102.1,20.6875,7,42,40,36,2,42,28.4848,2012,42,3,-0.225599999999986
"WR","ANDREROBERTS",108.8,"Andre Roberts","15","ARI",109,24,15,0,0,0,0,0,4,29,7.25,0,64,759,11.86,5,109,NA,37,NA,0,0,0,2.9,0,75.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,151,39,-0.299999999999997
"RB","JACQUIZZRODGERS",88.4,"Jacquizz Rodgers","16","ATL",135,22,0,0,0,0,0,0,94,362,3.85,1,53,402,7.58,1,88,NA,36,NA,0,0,0,36.2,6,40.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,196,37,-1
"WR","DANARIOALEXANDER",107.8,"Danario Alexander","10","SDG",110,26,6,0,1,0,0,0,0,0,NA,0,37,658,17.78,7,108,NA,39,NA,0,0,0,0,0,65.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,154,40,-1.30000000000001
"RB","MIKETOLBERT",87.1,"Mike Tolbert","16","CAR",137,27,5,0,0,0,0,0,54,183,3.39,7,27,268,9.93,0,87,NA,37,NA,0,0,0,18.3,42,26.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,199,38,-2.30000000000001
"WR","SANTANAMOSS",106.7,"Santana Moss","16","WAS",111,33,1,0,0,0,0,0,3,14,4.67,0,41,573,13.98,8,105,NA,41,NA,0,0,0,1.4,0,57.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,157,41,-2.40000000000001
"TE","BRANDONMYERS",104.6,"Brandon Myers","16","OAK",70,27,16,0,0,0,0,0,0,0,NA,0,79,806,10.2,4,105,8,10,70,0,0,0,0,0,80.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,158,9,-3
"RB","BRYCEBROWN",86,"Bryce Brown","16","PHI",153,21,4,0,0,0,0,0,115,564,4.9,4,13,56,4.31,0,80,NA,42,NA,0,0,0,56.4,24,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,201,39,-3.40000000000001
"TE","JERMAINEGRESHAM",103.7,"Jermaine Gresham*","16","CIN",72,24,15,0,0,0,0,0,0,0,NA,0,64,737,11.52,5,102,5,11,72,0,0,0,0,0,73.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,160,10,-3.90000000000001
"TE","KYLERUDOLPH",103.3,"Kyle Rudolph*","16","MIN",69,23,16,0,0,0,0,0,0,0,NA,0,53,493,9.3,9,105,8,9,69,0,0,0,0,0,49.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,161,11,-4.3
"RB","JONATHANDWYER",84.9,"Jonathan Dwyer","13","PIT",149,23,6,0,0,0,0,0,156,623,3.99,2,18,106,5.89,0,81,NA,41,NA,0,0,0,62.3,12,10.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,203,40,-4.5
"QB","CARSONPALMER",230.32,"Carson Palmer","15","OAK",84,33,15,345,565,4018,22,14,18,36,2,1,0,0,NA,0,224,NA,18,NA,160.72,88,-28,3.6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,22,16,-4.60000000000002
"K","STEPHENGOSTKOWSKI",160,NA,NA,"NWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,2,6,66,0,54,36,10,-6,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,68,2,-5
"WR","LARRYFITZGERALD",103.8,"Larry Fitzgerald*","16","ARI",113,29,16,0,0,0,0,0,0,0,NA,0,71,798,11.24,4,104,NA,42,NA,0,0,0,0,0,79.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,159,42,-5.3
"RB","MARCELREECE",82.7,"Marcel Reece*","16","OAK",144,27,14,0,0,0,0,0,59,271,4.59,0,52,496,9.54,1,83,NA,38,NA,0,0,0,27.1,0,49.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,208,41,-6.7
"QB","BENROETHLISBERGER",227.8,"Ben Roethlisberger","13","PIT",85,30,13,284,449,3265,26,8,26,92,3.54,0,0,0,NA,0,224,NA,19,NA,130.6,104,-16,9.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,23,17,-7.12000000000003
"RB","BILALPOWELL",81.7,"Bilal Powell","14","NYJ",147,24,2,0,0,0,0,0,110,437,3.97,4,17,140,8.24,0,82,NA,39,NA,0,0,0,43.7,24,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,209,42,-7.7
"WR","PERCYHARVIN",101.3,"Percy Harvin","9","MIN",116,24,8,0,0,0,0,0,22,96,4.36,1,62,677,10.92,3,99,NA,43,NA,0,0,0,9.6,6,67.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,166,43,-7.8
"K","MATTBRYANT",156,NA,NA,"ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,10,4,5,44,0,57,40,20,-5,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,71,3,-9
"QB","RYANFITZPATRICK",225.7,"Ryan Fitzpatrick","16","BUF",86,30,16,306,505,3400,24,16,48,197,4.1,1,0,0,NA,0,214,NA,20,NA,136,96,-32,19.7,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,25,18,-9.22000000000003
"RB","MICHAELBUSH",79.4,"Michael Bush","13","CHI",158,28,1,0,0,0,0,0,114,411,3.61,5,9,83,9.22,0,77,NA,44,NA,0,0,0,41.1,30,8.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,212,43,-10
"WR","BRANDONGIBSON",99.1,"Brandon Gibson","16","STL",117,25,13,0,0,0,0,0,0,0,NA,0,51,691,13.55,5,99,NA,44,NA,0,0,0,0,0,69.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,169,44,-10
"QB","SAMBRADFORD",224.78,"Sam Bradford","16","STL",82,25,16,328,551,3702,21,13,37,127,3.43,1,0,0,NA,0,231,NA,16,NA,148.08,84,-26,12.7,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,26,19,-10.14
"WR","NATEWASHINGTON",98.6,"Nate Washington","16","TEN",115,29,14,0,0,0,0,0,0,0,NA,0,46,746,16.22,4,99,NA,45,NA,0,0,0,0,0,74.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,171,45,-10.5
"RB","AARONHERNANDEZ",78.8,"Aaron Hernandez","10","NWE",154,23,10,0,0,0,0,0,1,5,5,0,51,483,9.47,5,79,NA,43,NA,0,0,0,0.5,0,48.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,213,44,-10.6
"TE","DONNIEAVERY",97,"Donnie Avery","16","IND",75,28,15,0,0,0,0,0,4,9,2.25,0,60,781,13.02,3,97,NA,12,75,0,0,0,0.9,0,78.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,175,12,-10.6
"WR","DWAYNEBOWE",98.1,"Dwayne Bowe","13","KAN",121,28,12,0,0,0,0,0,0,0,NA,0,59,801,13.58,3,96,NA,46,NA,0,0,0,0,0,80.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,172,46,-11
"TE","ANTONIOGATES",95.8,"Antonio Gates","15","SDG",120,32,15,0,0,0,0,0,0,0,NA,0,49,538,10.98,7,96,NA,13,NA,0,0,0,0,0,53.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,179,13,-11.8
"WR","JEREMYKERLEY",97.18,"Jeremy Kerley","16","NYJ",132,24,7,1,1,42,0,0,5,8,1.6,0,56,827,14.77,2,91,NA,49,NA,1.68,0,0,0.8,0,82.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,174,47,-11.92
