"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"IND","RB","MARSHALLFAULK",239.3,15,"Marshall Faulk*",22,16,16,0,0,0,0,0,289,1078,3.73,11,56,475,8.48,3,239,99,6,15,0,0,0,107.8,66,47.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,16,6,140.8
"GNB","WR","ROBERTBROOKS",229.8,10,"Robert Brooks",25,16,16,0,0,0,0,0,4,21,5.25,0,102,1497,14.68,13,230,112,5,10,0,0,0,2.1,0,149.7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,20,5,133.4
"CIN","WR","CARLPICKENS",226,11,"Carl Pickens*",25,16,16,0,0,0,0,0,1,6,6,0,99,1234,12.46,17,226,108,6,11,0,0,0,0.6,0,123.4,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,22,6,129.6
"DAL","WR","MICHAELIRVIN",220.3,14,"Michael Irvin*",29,16,16,0,0,0,0,0,0,0,NA,0,111,1603,14.44,10,220,103,7,14,0,0,0,0,0,160.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,23,7,123.9
"DET","QB","SCOTTMITCHELL",311.92,12,"Scott Mitchell",27,16,16,346,583,4338,32,12,36,104,2.89,4,0,0,NA,0,314,107,2,12,173.52,128,-24,10.4,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,3,2,122.72
"WAS","RB","TERRYALLEN",220.1,17,"Terry Allen",27,16,16,0,0,0,0,0,338,1309,3.87,10,31,232,7.48,1,220,80,7,17,0,0,0,130.9,60,23.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,24,7,121.6
"SFO","RB","DEREKLOVILLE",216.5,18,"Derek Loville",27,16,16,0,0,0,0,0,218,723,3.32,10,87,662,7.61,3,219,79,8,18,0,0,0,72.3,60,66.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,25,8,118
"GNB","RB","EDGARBENNETT",213.5,22,"Edgar Bennett",26,16,16,0,0,0,0,0,316,1067,3.38,3,61,648,10.62,4,214,74,9,22,0,0,0,106.7,18,64.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,27,9,115
"DET","WR","BRETTPERRIMAN",207.6,16,"Brett Perriman",30,16,16,0,0,0,0,0,5,48,9.6,0,108,1488,13.78,9,210,92,8,16,0,0,0,4.8,0,148.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,28,8,111.2
"OAK","RB","HARVEYWILLIAMS",207.42,25,"Harvey Williams",28,16,16,1,1,13,1,0,255,1114,4.37,9,54,375,6.94,0,207,67,10,25,0.52,4,0,111.4,54,37.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,29,10,108.92
"TAM","RB","ERRICTRHETT",197.7,28,"Errict Rhett",25,16,16,0,0,0,0,0,332,1207,3.64,11,14,110,7.86,0,198,58,11,28,0,0,0,120.7,66,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,31,11,99.2
"DEN","RB","TERRELLDAVIS",196.4,29,"Terrell Davis",23,14,14,0,0,0,0,0,237,1117,4.71,7,49,367,7.49,1,196,56,12,29,0,0,0,111.7,42,36.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,32,12,97.9
"OAK","WR","TIMBROWN",194.2,19,"Tim Brown*",29,16,16,0,0,0,0,0,0,0,NA,0,89,1342,15.08,10,194,76,9,19,0,0,0,0,0,134.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,34,9,97.8
"DEN","WR","ANTHONYMILLER",192.4,20,"Anthony Miller*",30,14,14,0,0,0,0,0,1,5,5,0,59,1079,18.29,14,192,75,10,20,0,0,0,0.5,0,107.9,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,35,10,96
"NYG","RB","RODNEYHAMPTON",192.4,31,"Rodney Hampton",26,16,15,0,0,0,0,0,306,1182,3.86,10,24,142,5.92,0,194,54,13,31,0,0,0,118.2,60,14.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,35,13,93.9
"ATL","RB","CRAIGHEYWARD",191.3,34,"Craig Heyward*",29,16,16,0,0,0,0,0,236,1083,4.59,6,37,350,9.46,2,191,51,14,34,0,0,0,108.3,36,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,38,14,92.8
"MIN","QB","WARRENMOON",281.32,21,"Warren Moon*",39,16,16,377,606,4228,33,14,33,82,2.48,0,0,0,NA,0,281,75,3,21,169.12,132,-28,8.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,5,3,92.12
"ATL","WR","ERICMETCALF",186.2,24,"Eric Metcalf",27,16,15,0,1,0,0,0,28,133,4.75,1,104,1189,11.43,8,186,68,11,24,0,0,0,13.3,6,118.9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,40,11,89.8
"CHI","WR","CURTISCONWAY",183.4,26,"Curtis Conway",24,16,16,0,1,0,0,0,5,77,15.4,0,62,1037,16.73,12,183,66,12,26,0,0,0,7.7,0,103.7,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,42,12,87
"CIN","QB","JEFFBLAKE",273.78,23,"Jeff Blake*",25,16,16,326,567,3822,28,17,53,309,5.83,2,0,0,NA,0,276,69,4,23,152.88,112,-34,30.9,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,6,4,84.58
"MIA","RB","BERNIEPARMALEE",182.3,38,"Bernie Parmalee",28,16,12,0,0,0,0,0,236,878,3.72,9,39,345,8.85,1,182,42,15,38,0,0,0,87.8,54,34.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,44,15,83.8
"CHI","RB","RASHAANSALAAM",173,45,"Rashaan Salaam",21,16,11,0,0,0,0,0,296,1074,3.63,10,7,56,8,0,173,33,16,45,0,0,0,107.4,60,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,47,16,74.5
"MIN","WR","JAKEREED",170.7,32,"Jake Reed",28,16,16,0,0,0,0,0,0,0,NA,0,72,1167,16.21,9,171,53,13,32,0,0,0,0,0,116.7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,48,13,74.3
"BUF","RB","THURMANTHOMAS",170.5,47,"Thurman Thomas",29,14,14,0,0,0,0,0,267,1005,3.76,6,26,220,8.46,2,171,31,17,47,0,0,0,100.5,36,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,49,17,72
"SEA","WR","JOEYGALLOWAY",167.3,35,"Joey Galloway",24,16,16,0,0,0,0,0,11,154,14,1,67,1039,15.51,7,167,50,14,35,0,0,0,15.4,6,103.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,50,14,70.9
"CHI","QB","ERIKKRAMER",259.42,33,"Erik Kramer",31,16,16,315,522,3838,29,10,35,39,1.11,1,0,0,NA,0,259,53,6,33,153.52,116,-20,3.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,9,5,70.22
"DEN","QB","JOHNELWAY",258.4,30,"John Elway",35,16,16,316,542,3970,26,14,41,176,4.29,1,0,0,NA,0,262,56,5,30,158.8,104,-28,17.6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,10,6,69.2
"PIT","WR","YANCEYTHIGPEN",160.8,37,"Yancey Thigpen*",26,16,16,0,0,0,0,0,1,1,1,0,85,1307,15.38,5,161,43,16,37,0,0,0,0.1,0,130.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,54,15,64.4
"SDG","WR","TONYMARTIN",158.4,41,"Tony Martin",30,16,16,0,1,0,0,0,0,0,NA,0,90,1224,13.6,6,158,41,17,41,0,0,0,0,0,122.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,55,16,62
"ATL","WR","TERANCEMATHIS",157.9,36,"Terance Mathis",28,14,12,0,0,0,0,0,0,0,NA,0,78,1039,13.32,9,164,46,15,36,0,0,0,0,0,103.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,56,17,61.5
"NOR","WR","QUINNEARLY",156.4,42,"Quinn Early",30,16,15,0,0,0,0,0,2,-3,-1.5,0,81,1087,13.42,8,156,39,18,42,0,0,0,-0.3,0,108.7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,58,18,60
"HOU","RB","RODNEYTHOMAS",157.1,55,"Rodney Thomas",22,16,10,0,0,0,0,0,251,947,3.77,5,39,204,5.23,2,159,19,18,55,0,0,0,94.7,30,20.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,57,18,58.6
"CHI","WR","JEFFGRAHAM",154.1,43,"Jeff Graham",26,16,16,0,0,0,0,0,0,0,NA,0,82,1301,15.87,4,154,36,19,43,0,0,0,0,0,130.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,59,19,57.7
"ATL","QB","JEFFGEORGE",241.42,40,"Jeff George",28,16,16,336,557,4143,24,11,27,17,0.63,0,0,0,NA,0,247,41,7,40,165.72,96,-22,1.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,15,7,52.22
"MIA","RB","TERRYKIRBY",150.44,63,"Terry Kirby",25,16,4,1,1,31,1,0,108,414,3.83,4,66,618,9.36,3,150,10,19,63,1.24,4,0,41.4,24,61.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,62,19,51.94
"NOR","RB","MARIOBATES",148.5,65,"Mario Bates",22,16,16,0,0,0,0,0,244,951,3.9,7,18,114,6.33,0,149,9,20,65,0,0,0,95.1,42,11.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,63,20,50
"NOR","QB","JIMEVERETT",239,44,"Jim Everett",32,16,16,345,567,3970,26,14,24,42,1.75,0,0,0,NA,0,241,34,8,44,158.8,104,-28,4.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,18,8,49.8
"BUF","WR","BILLBROOKS",143,51,"Bill Brooks",31,15,10,0,0,0,0,0,3,7,2.33,0,53,763,14.4,11,143,25,20,51,0,0,0,0.7,0,76.3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,69,20,46.6
"NWE","TE","BENCOATES",127.5,27,"Ben Coates*+",26,16,15,0,0,0,0,0,0,0,NA,0,84,915,10.89,6,128,58,1,27,0,0,0,0,0,91.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,81,1,46.4
"NYJ","RB","ADRIANMURRELL",144,71,"Adrian Murrell",25,15,9,0,0,0,0,0,192,795,4.14,1,71,465,6.55,2,144,4,21,71,0,0,0,79.5,6,46.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,64,21,45.5
"ARI","RB","GARRISONHEARST",143.94,72,"Garrison Hearst",24,16,15,1,2,16,0,0,284,1070,3.77,1,29,243,8.38,1,144,4,22,72,0.64,0,0,107,6,24.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,66,22,45.44
"ARI","RB","LARRYCENTERS",143.6,73,"Larry Centers*",27,16,10,0,1,0,0,1,78,254,3.26,2,101,962,9.52,2,144,4,23,73,0,0,-2,25.4,12,96.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,68,23,45.1
"MIA","WR","IRVINGFRYAR",139,54,"Irving Fryar",33,16,16,0,0,0,0,0,0,0,NA,0,62,910,14.68,8,139,21,21,54,0,0,0,0,0,91,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,73,21,42.6
"KAN","RB","MARCUSALLEN",140,75,"Marcus Allen",35,16,15,0,0,0,0,0,207,890,4.3,5,27,210,7.78,0,140,NA,24,75,0,0,0,89,30,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,70,24,41.5
"KAN","QB","STEVEBONO",230.14,52,"Steve Bono*",33,16,16,293,520,3121,21,10,28,113,4.04,5,0,0,NA,0,230,23,9,52,124.84,84,-20,11.3,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,19,9,40.94
"SFO","QB","STEVEYOUNG",229,53,"Steve Young*",34,11,11,299,447,3200,20,11,50,250,5,3,0,0,NA,0,229,22,10,53,128,80,-22,25,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,21,10,39.8
"PIT","RB","ERRICPEGRAM",137.9,92,"Erric Pegram",26,15,11,0,0,0,0,0,213,813,3.82,5,26,206,7.92,1,140,NA,25,NA,0,0,0,81.3,30,20.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,74,25,39.4
"HOU","WR","CHRISSANDERS",134.4,58,"Chris Sanders",23,16,11,0,0,0,0,0,2,-19,-9.5,0,35,823,23.51,9,134,17,23,58,0,0,0,-1.9,0,82.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,75,22,38
"ATL","WR","BERTEMANUEL",133.9,59,"Bert Emanuel",25,16,16,0,0,0,0,0,1,0,0,0,74,1039,14.04,5,134,16,24,59,0,0,0,0,0,103.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,77,23,37.5
"MIA","WR","OJMCDUFFIE",130.5,57,"O.J. McDuffie",26,16,16,0,0,0,0,0,3,6,2,0,62,819,13.21,8,135,17,22,57,0,0,0,0.6,0,81.9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,79,24,34.1
"WAS","WR","HENRYELLARD",130.5,61,"Henry Ellard",34,15,15,0,0,0,0,0,0,0,NA,0,56,1005,17.95,5,131,13,25,61,0,0,0,0,0,100.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,79,24,34.1
"GNB","TE","MARKCHMURA",109.9,39,"Mark Chmura*",26,16,15,0,0,0,0,0,0,0,NA,0,54,679,12.57,7,112,42,2,39,0,0,0,0,0,67.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,109,2,28.8
"SEA","WR","BRIANBLADES",124.5,67,"Brian Blades",30,16,16,0,0,0,0,0,2,4,2,0,77,1001,13,4,125,7,26,67,0,0,0,0.4,0,100.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,86,26,28.1
"CAR","WR","WILLIEGREEN",124.2,68,"Willie Green",29,16,7,0,0,0,0,0,0,0,NA,0,47,882,18.77,6,124,6,27,68,0,0,0,0,0,88.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,87,27,27.8
"CLE","WR","MICHAELJACKSON",123.4,69,"Michael Jackson",26,13,10,0,1,0,0,1,0,0,NA,0,44,714,16.23,9,123,6,28,69,0,0,-2,0,0,71.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,88,28,27
"MIA","QB","DANMARINO",213.52,60,"Dan Marino*",34,14,14,309,482,3668,24,15,11,14,1.27,0,1,-6,-6,0,220,13,11,60,146.72,96,-30,1.4,0,-0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,26,11,24.32
"ARI","WR","ROBMOORE",120.02,70,"Rob Moore",27,15,15,1,2,33,0,1,0,0,NA,0,63,907,14.4,5,122,4,29,70,1.32,0,-2,0,0,90.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,94,29,23.62
"SDG","RB","RONNIEHARMON",122,97,"Ronnie Harmon",31,16,1,0,0,0,0,0,51,187,3.67,1,63,673,10.68,5,122,NA,26,NA,0,0,0,18.7,6,67.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,90,26,23.5
"CAR","WR","MARKCARRIER",117.8,78,"Mark Carrier",30,16,14,0,0,0,0,0,3,-4,-1.33,0,66,1002,15.18,3,118,NA,30,78,0,0,0,-0.4,0,100.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,95,30,21.4
"HOU","WR","HAYWOODJEFFIRES",116.4,99,"Haywood Jeffires",31,16,16,0,0,0,0,0,0,0,NA,0,61,684,11.21,8,116,NA,31,NA,0,0,0,0,0,68.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,98,31,20
"DAL","TE","JAYNOVACEK",100.5,46,"Jay Novacek*",33,15,15,0,0,0,0,0,0,0,NA,0,62,705,11.37,5,103,33,3,46,0,0,0,0,0,70.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,118,3,19.4
"NWE","WR","VINCENTBRISBY",115.4,100,"Vincent Brisby",24,16,16,0,0,0,0,0,0,0,NA,0,66,974,14.76,3,115,NA,32,NA,0,0,0,0,0,97.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,100,32,19
"DEN","TE","SHANNONSHARPE",99.6,48,"Shannon Sharpe*",27,13,12,0,0,0,0,0,0,0,NA,0,63,756,12,4,100,30,4,48,0,0,0,0,0,75.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,120,4,18.5
"CIN","TE","TONYMCGEE",99.4,49,"Tony McGee",24,16,16,0,0,0,0,0,0,0,NA,0,55,754,13.71,4,99,30,5,49,0,0,0,0,0,75.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,122,5,18.3
"CLE","RB","EARNESTBYNER",116.6,98,"Earnest Byner",33,16,2,0,0,0,0,0,115,432,3.76,2,61,494,8.1,2,117,NA,27,NA,0,0,0,43.2,12,49.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,97,27,18.1
"CIN","WR","DARNAYSCOTT",113.2,104,"Darnay Scott",23,16,16,0,0,0,0,0,5,11,2.2,0,52,821,15.79,5,113,NA,33,NA,0,0,0,1.1,0,82.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,104,33,16.8
"BUF","RB","DARICKHOLMES",115.2,101,"Darick Holmes",24,16,2,0,0,0,0,0,172,698,4.06,4,24,214,8.92,0,115,NA,28,NA,0,0,0,69.8,24,21.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,101,28,16.7
"JAX","QB","MARKBRUNELL",204.72,77,"Mark Brunell",25,13,10,201,346,2168,15,7,67,480,7.16,4,0,0,NA,0,207,NA,12,77,86.72,60,-14,48,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,30,12,15.52
"PIT","RB","BAMMORRIS",113.5,102,"Bam Morris",23,13,4,0,0,0,0,0,148,559,3.78,9,8,36,4.5,0,114,NA,29,NA,0,0,0,55.9,54,3.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,103,29,15
"DET","WR","JOHNNIEMORTON",110.3,106,"Johnnie Morton",24,16,13,0,0,0,0,0,3,33,11,0,44,590,13.41,8,110,NA,34,NA,0,0,0,3.3,0,59,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,108,34,13.9
"MIN","RB","AMPLEE",110.9,105,"Amp Lee",24,16,3,0,0,0,0,0,69,371,5.38,2,71,558,7.86,1,111,NA,30,NA,0,0,0,37.1,12,55.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,107,30,12.4
"NOR","TE","WESLEYWALLS",93.4,50,"Wesley Walls",29,16,12,0,0,0,0,0,0,0,NA,0,57,694,12.18,4,95,26,6,50,0,0,0,0,0,69.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,134,6,12.3
"SDG","RB","NATRONEMEANS",107.6,107,"Natrone Means",23,10,9,0,0,0,0,0,186,730,3.92,5,7,46,6.57,0,108,NA,31,NA,0,0,0,73,30,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,113,31,9.09999999999999
"DEN","RB","AARONCRAVER",106.2,108,"Aaron Craver",27,16,10,0,0,0,0,0,73,333,4.56,5,43,369,8.58,1,106,NA,32,NA,0,0,0,33.3,30,36.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,114,32,7.7
"IND","QB","JIMHARBAUGH",195.6,79,"Jim Harbaugh*",32,15,12,200,314,2575,17,5,52,235,4.52,2,1,-9,-9,0,200,NA,13,NA,103,68,-10,23.5,12,-0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,33,13,6.40000000000001
"IND","TE","KENDILGER",87.5,56,"Ken Dilger",24,16,13,0,0,0,0,0,0,0,NA,0,42,635,15.12,4,88,18,7,56,0,0,0,0,0,63.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,145,7,6.39999999999999
"ARI","WR","FRANKSANDERS",100.4,109,"Frank Sanders",22,16,15,0,0,0,0,0,1,1,1,0,52,883,16.98,2,104,NA,35,NA,0,0,0,0.1,0,88.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,119,35,4
"CIN","RB","HAROLDGREEN",102.3,110,"Harold Green",27,15,15,0,0,0,0,0,171,661,3.87,2,27,182,6.74,1,102,NA,33,NA,0,0,0,66.1,12,18.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,116,33,3.80000000000001
"DAL","QB","TROYAIKMAN",191.36,80,"Troy Aikman*",29,16,16,280,432,3304,16,7,21,32,1.52,1,0,0,NA,0,193,NA,14,NA,132.16,64,-14,3.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,37,14,2.16
"CHI","RB","ROBERTGREEN",99.6,111,"Robert Green",25,12,3,0,0,0,0,0,107,570,5.33,3,28,246,8.79,0,100,NA,34,NA,0,0,0,57,18,24.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,121,34,1.09999999999999
"CAR","RB","DERRICKMOORE",99.2,112,"Derrick Moore",28,13,10,0,0,0,0,0,195,740,3.79,4,4,12,3,0,99,NA,35,NA,0,0,0,74,24,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,123,35,0.700000000000003
"NYG","WR","CHRISCALLOWAY",96.7,117,"Chris Calloway",27,16,15,0,0,0,0,0,2,-9,-4.5,0,56,796,14.21,3,97,NA,36,NA,0,0,0,-0.9,0,79.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,127,36,0.299999999999997
"NYJ","WR","WAYNECHREBET",96.7,118,"Wayne Chrebet",22,16,16,0,0,0,0,0,1,1,1,0,66,726,11,4,97,NA,37,NA,0,0,0,0.1,0,72.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,127,36,0.299999999999997
"BUF","QB","JIMKELLY",189.2,81,"Jim Kelly",35,15,15,255,458,3130,22,13,17,20,1.18,0,0,0,NA,0,191,NA,15,NA,125.2,88,-26,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,39,15,0
