"pos","name","points","overall_rank","name_info","team","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","pts","ydsA","passYdsA","rushYdsA","ptsA","int","fumlRec","sack","safety","blockfg","td","ptsAPG","fumlRecoveryPts","intCaughtPts","fgBlockedPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"WR","MARVINHARRISON",187.5,"15","Marvin Harrison*","IND",31,15,15,0,0,0,0,0,1,3,3,0,94,1272,13.53,10,188,83,5,15,0,0,0,0.3,0,127.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,35,5,88.8
"QB","PEYTONMANNING",269.08,"31","Peyton Manning*+","IND",27,16,16,379,566,4267,29,10,28,26,0.93,0,1,-2,-2,0,271,48,2,31,170.68,116,-20,2.6,0,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,7,2,86.42
"RB","MOEWILLIAMS",186.9,"33","Moe Williams","MIN",29,16,7,0,0,0,0,0,174,745,4.28,5,65,644,9.91,3,187,45,14,33,0,0,0,74.5,30,64.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,36,13,85.5
"RB","DOMANICKWILLIAMS",186.2,"34","Domanick Williams","HOU",23,14,10,0,0,0,0,0,238,1031,4.33,8,47,351,7.47,0,186,44,15,34,0,0,0,103.1,48,35.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,37,14,84.8
"RB","TIKIBARBER",185.7,"32","Tiki Barber","NYG",28,16,16,0,0,0,0,0,278,1216,4.37,2,69,461,6.68,1,188,46,13,32,0,0,0,121.6,12,46.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,38,15,84.3
"WR","HINESWARD",182.4,"17","Hines Ward*","PIT",27,16,16,0,0,0,0,0,11,61,5.55,0,95,1163,12.24,10,182,78,6,17,0,0,0,6.1,0,116.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,41,6,83.7
"WR","DERRICKMASON",179.4,"18","Derrick Mason*","TEN",29,16,16,0,0,0,0,0,3,11,3.67,0,95,1303,13.72,8,179,75,7,18,0,0,0,1.1,0,130.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,42,7,80.7
"TE","TONYGONZALEZ",151.6,"13","Tony Gonzalez*+","KAN",27,16,16,0,0,0,0,0,0,0,NA,0,71,916,12.9,10,152,87,1,13,0,0,0,0,0,91.6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,69,1,79.8
"WR","SANTANAMOSS",177.2,"20","Santana Moss","NYJ",24,16,12,0,0,0,0,0,10,67,6.7,0,74,1105,14.93,10,177,73,8,20,0,0,0,6.7,0,110.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,43,8,78.5
"RB","MARSHALLFAULK",176.8,"36","Marshall Faulk","STL",30,11,11,0,0,0,0,0,209,818,3.91,10,45,290,6.44,1,177,35,16,36,0,0,0,81.8,60,29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,45,16,75.4
"RB","KEVANBARLOW",175.1,"37","Kevan Barlow","SFO",24,16,4,0,0,0,0,0,201,1024,5.09,6,35,307,8.77,1,175,33,17,37,0,0,0,102.4,36,30.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,48,17,73.7
"QB","TRENTGREEN",253.86,"40","Trent Green*","KAN",33,16,16,330,523,4039,24,12,26,83,3.19,2,0,0,NA,0,254,30,3,40,161.56,96,-24,8.3,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,11,3,71.2
"QB","MATTHASSELBECK",252.14,"43","Matt Hasselbeck*","SEA",28,16,16,313,513,3841,26,15,36,125,3.47,2,0,0,NA,0,252,29,5,43,153.64,104,-30,12.5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,12,4,69.48
"WR","DARRELLJACKSON",167.7,"22","Darrell Jackson","SEA",25,16,16,0,0,0,0,0,0,0,NA,0,68,1137,16.72,9,168,63,9,22,0,0,0,0,0,113.7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,54,9,69
"QB","AARONBROOKS",251.34,"45","Aaron Brooks","NOR",27,16,16,306,518,3546,24,8,54,175,3.24,2,0,0,NA,0,251,28,6,45,141.84,96,-16,17.5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,13,5,68.68
"RB","CURTISMARTIN",169,"46","Curtis Martin","NYJ",30,16,16,0,0,0,0,0,323,1308,4.05,2,42,262,6.24,0,169,27,18,46,0,0,0,130.8,12,26.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,52,18,67.6
"WR","KEENANMCCARDELL",165.4,"24","Keenan McCardell*","TAM",33,16,16,0,0,0,0,0,0,0,NA,0,84,1174,13.98,8,165,61,10,24,0,0,0,0,0,117.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,56,10,66.7
"WR","CHRISCHAMBERS",165.3,"25","Chris Chambers","MIA",25,16,16,0,0,0,0,0,4,30,7.5,0,64,963,15.05,11,165,61,11,25,0,0,0,3,0,96.3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,57,11,66.6
"QB","STEVEMCNAIR",248.8,"41","Steve McNair*","TEN",30,14,14,250,400,3215,24,7,38,138,3.63,4,1,4,4,0,253,29,4,41,128.6,96,-14,13.8,24,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,14,6,66.14
"WR","TERRELLOWENS",164,"27","Terrell Owens*","SFO",30,15,15,0,0,0,0,0,3,-2,-0.67,0,80,1102,13.78,9,164,60,12,27,0,0,0,-0.2,0,110.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,59,12,65.3
"RB","RUDIJOHNSON",164.3,"47","Rudi Johnson","CIN",24,13,5,0,0,0,0,0,215,957,4.45,9,21,146,6.95,0,164,22,19,47,0,0,0,95.7,54,14.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,58,19,62.9
"WR","LAVERANUESCOLES",160.3,"28","Laveranues Coles*","WAS",26,16,16,0,0,0,0,0,10,39,3.9,0,82,1204,14.68,6,160,56,13,28,0,0,0,3.9,0,120.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,62,13,61.6
"WR","JOEHORN",159.36,"29","Joe Horn","NOR",31,15,14,1,1,14,0,0,2,15,7.5,0,78,973,12.47,10,159,55,14,29,0.56,0,0,1.5,0,97.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,65,14,60.66
"RB","BRIANWESTBROOK",160.5,"51","Brian Westbrook","PHI",24,15,8,0,0,0,0,0,117,613,5.24,7,37,332,8.97,4,161,19,20,51,0,0,0,61.3,42,33.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,61,20,59.1
"WR","STEVESMITH",157.2,"30","Steve Smith","CAR",24,16,11,0,0,0,0,0,11,42,3.82,0,88,1110,12.61,7,157,53,15,30,0,0,0,4.2,0,111,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,67,15,58.5
"TE","SHANNONSHARPE",125,"26","Shannon Sharpe","DEN",35,15,15,0,0,0,0,0,0,0,NA,0,62,770,12.42,8,125,60,2,26,0,0,0,0,0,77,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,105,2,53.2
"RB","TJDUCKETT",153.3,"54","T.J. Duckett","ATL",22,16,10,0,1,0,0,0,197,779,3.95,11,11,94,8.55,0,153,11,21,54,0,0,0,77.9,66,9.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,68,21,51.9
"RB","EDDIEGEORGE",149.4,"61","Eddie George","TEN",30,16,16,0,0,0,0,0,312,1031,3.3,5,22,163,7.41,0,149,7,22,61,0,0,0,103.1,30,16.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,70,22,48
"QB","MARCBULGER",229.3,"60","Marc Bulger*","STL",26,15,15,336,532,3845,22,22,29,75,2.59,4,0,0,NA,0,231,8,7,60,153.8,88,-44,7.5,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,18,7,46.64
"QB","JONKITNA",228.94,"66","Jon Kitna","CIN",31,16,16,324,520,3591,26,15,38,113,2.97,0,0,0,NA,0,229,6,9,66,143.64,104,-30,11.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,19,8,46.28
"QB","JEFFGARCIA",228.66,"62","Jeff Garcia","SFO",33,13,13,225,392,2704,18,13,56,319,5.7,7,1,6,6,0,231,7,8,62,108.16,72,-26,31.9,42,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,20,9,46
"RB","MICHAELPITTMAN",146.8,"67","Michael Pittman","TAM",28,16,13,0,0,0,0,0,187,751,4.02,0,75,597,7.96,2,147,5,23,67,0,0,0,75.1,0,59.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,76,23,45.4
"QB","TOMBRADY",225.1,"72","Tom Brady","NWE",26,16,16,317,527,3620,23,12,42,63,1.5,1,0,0,NA,0,225,2,11,72,144.8,92,-24,6.3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,22,10,42.44
"WR","PETERWARRICK",139.6,"35","Peter Warrick","CIN",26,15,14,0,0,0,0,0,18,157,8.72,0,79,819,10.37,7,140,35,16,35,0,0,0,15.7,0,81.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,83,16,40.9
"QB","DONOVANMCNABB",223.44,"77","Donovan McNabb*","PHI",27,16,16,275,478,3216,16,11,71,355,5,3,1,-7,-7,0,223,NA,12,77,128.64,64,-22,35.5,18,-0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,23,11,40.78
"RB","ANTHONYTHOMAS",142,"78","Anthony Thomas","CHI",26,13,13,0,0,0,0,0,244,1024,4.2,6,9,36,4,0,142,NA,24,78,0,0,0,102.4,36,3.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,79,24,40.6
"QB","BRETTFAVRE",221.94,"71","Brett Favre*","GNB",34,16,16,308,471,3361,32,21,18,15,0.83,0,0,0,NA,0,226,3,10,71,134.44,128,-42,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,24,12,39.28
"WR","AMANITOOMER",136.2,"39","Amani Toomer","NYG",29,16,16,0,0,0,0,0,1,5,5,0,63,1057,16.78,5,136,32,17,39,0,0,0,0.5,0,105.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,90,17,37.5
"RB","TROYHAMBRICK",137.1,"90","Troy Hambrick","DAL",27,16,16,0,0,0,0,0,275,972,3.53,5,17,99,5.82,0,137,NA,25,NA,0,0,0,97.2,30,9.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,87,25,35.7
"QB","BRADJOHNSON",217.54,"79","Brad Johnson","TAM",35,16,16,354,570,3811,26,21,25,33,1.32,0,0,-2,NA,0,220,NA,13,NA,152.44,104,-42,3.3,0,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,26,13,34.88
"WR","ISAACBRUCE",132.44,"44","Isaac Bruce","STL",31,15,15,2,2,66,0,0,2,17,8.5,0,69,981,14.22,5,132,28,19,44,2.64,0,0,1.7,0,98.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,93,18,33.74
"WR","DAVIDBOSTON",131.8,"42","David Boston","SDG",25,14,14,0,0,0,0,0,3,18,6,0,70,880,12.57,7,134,29,18,42,0,0,0,1.8,0,88,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,94,19,33.1
"RB","JEROMEBETTIS",131.7,"91","Jerome Bettis","PIT",31,16,10,0,0,0,0,0,246,811,3.3,7,13,86,6.62,0,134,NA,26,NA,0,0,0,81.1,42,8.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,95,26,30.3
"RB","WARRICKDUNN",130.8,"93","Warrick Dunn","ATL",28,11,6,0,0,0,0,0,125,672,5.38,3,37,336,9.08,2,131,NA,27,NA,0,0,0,67.2,18,33.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,96,27,29.4
"WR","REGGIEWAYNE",125.8,"48","Reggie Wayne","IND",25,16,16,0,0,0,0,0,0,0,NA,0,68,838,12.32,7,126,21,20,48,0,0,0,0,0,83.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,103,20,27.1
"WR","JAVONWALKER",125.7,"49","Javon Walker","GNB",25,16,3,0,0,0,0,0,2,1,0.5,0,41,716,17.46,9,126,21,21,49,0,0,0,0.1,0,71.6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,104,21,27
"WR","JUSTINMCCAREINS",124.6,"50","Justin McCareins","TEN",25,16,10,0,0,0,0,0,1,13,13,0,47,813,17.3,7,125,20,22,50,0,0,0,1.3,0,81.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,107,22,25.9
"RB","DUCESTALEY",126.5,"95","Duce Staley","PHI",28,16,4,0,0,0,0,0,96,463,4.82,5,36,382,10.61,2,127,NA,28,NA,0,0,0,46.3,30,38.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,102,28,25.1
"WR","ANDREJOHNSON",120.6,"52","Andre Johnson","HOU",22,16,16,0,0,0,0,0,5,-10,-2,0,66,976,14.79,4,121,16,23,52,0,0,0,-1,0,97.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,112,23,21.9
