"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"HOU","RB","EDDIEGEORGE",203,18,"Eddie George",23,16,16,0,0,0,0,0,335,1368,4.08,8,23,182,7.91,0,203,74,8,18,0,0,0,136.8,48,18.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,15,8,106
"DEN","QB","JOHNELWAY",258.02,12,"John Elway*",36,15,15,287,466,3328,26,14,50,249,4.98,4,0,0,NA,0,258,96,5,12,133.12,104,-28,24.9,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,7,4,100.78
"CIN","QB","JEFFBLAKE",256.66,11,"Jeff Blake",26,16,16,308,549,3624,24,14,72,317,4.4,2,0,0,NA,0,259,96,4,11,144.96,96,-28,31.7,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,8,5,99.42
"DEN","TE","SHANNONSHARPE",166.2,10,"Shannon Sharpe*+",28,15,15,0,0,0,0,0,0,0,NA,0,80,1062,13.28,10,166,104,1,10,0,0,0,0,0,106.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,36,1,97.6
"BAL","WR","MICHAELJACKSON",204.1,14,"Michael Jackson",27,16,16,0,0,0,0,0,0,0,NA,0,76,1201,15.8,14,208,92,1,14,0,0,0,0,0,120.1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,14,1,96.4
"MIA","RB","KARIMABDULJABBAR",191.5,23,"Karim Abdul-Jabbar",22,16,14,0,0,0,0,0,307,1116,3.64,11,23,139,6.04,0,192,63,9,23,0,0,0,111.6,66,13.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,18,9,94.5
"SDG","WR","TONYMARTIN",201.1,16,"Tony Martin*",31,16,16,0,0,0,0,0,0,0,NA,0,85,1171,13.78,14,201,85,2,16,0,0,0,0,0,117.1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,16,2,93.4
"ATL","RB","JAMALANDERSON",188.8,26,"Jamal Anderson",24,16,12,0,0,0,0,0,232,1055,4.55,5,49,473,9.65,1,189,60,10,26,0,0,0,105.5,30,47.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,21,10,91.8
"NWE","QB","DREWBLEDSOE",244.14,15,"Drew Bledsoe*",24,16,16,373,623,4086,27,15,24,27,1.13,0,0,0,NA,0,252,90,6,15,163.44,108,-30,2.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,10,6,86.9
"CIN","WR","CARLPICKENS",190.68,17,"Carl Pickens*",26,16,16,1,1,12,0,0,2,2,1,0,100,1180,11.8,12,193,77,3,17,0.48,0,0,0.2,0,118,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,19,3,82.98
"BUF","RB","THURMANTHOMAS",176.7,32,"Thurman Thomas",30,15,15,0,0,0,0,0,281,1033,3.68,8,26,254,9.77,0,177,48,11,32,0,0,0,103.3,48,25.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,26,11,79.7
"SFO","WR","JERRYRICE",187.1,19,"Jerry Rice*+",34,16,16,0,1,0,0,0,11,77,7,1,108,1254,11.61,8,187,71,4,19,0,0,0,7.7,6,125.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,22,4,79.4
"NYJ","RB","ADRIANMURRELL",175,34,"Adrian Murrell",26,16,16,0,0,0,0,0,301,1249,4.15,6,17,81,4.76,1,175,46,12,34,0,0,0,124.9,36,8.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,29,12,78
"PHI","WR","IRVINGFRYAR",185.1,21,"Irving Fryar*",34,16,16,0,0,0,0,0,1,-4,-4,0,88,1195,13.58,11,185,69,6,21,0,0,0,-0.4,0,119.5,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,23,5,77.4
"ARI","RB","LARRYCENTERS",173.1,35,"Larry Centers*",28,16,14,0,0,0,0,0,116,425,3.66,2,99,766,7.74,7,173,44,13,35,0,0,0,42.5,12,76.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,32,13,76.1
"DET","WR","HERMANMOORE",183.6,20,"Herman Moore*+",27,16,16,0,0,0,0,0,0,0,NA,0,106,1296,12.23,9,186,70,5,20,0,0,0,0,0,129.6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,24,6,75.9
"CAR","RB","ANTHONYJOHNSON",167.2,37,"Anthony Johnson",29,16,11,0,0,0,0,0,300,1120,3.73,6,26,192,7.38,0,167,38,14,37,0,0,0,112,36,19.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,34,14,70.2
"MIN","WR","CRISCARTER",176.3,24,"Cris Carter*",31,16,16,0,0,0,0,0,0,0,NA,0,96,1163,12.11,10,178,62,7,24,0,0,0,0,0,116.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,27,7,68.6
"STL","WR","ISAACBRUCE",174.8,27,"Isaac Bruce*",24,16,16,1,2,15,0,1,1,4,4,0,84,1338,15.93,7,175,59,8,27,0.6,0,-2,0.4,0,133.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,30,8,67.1
"KAN","RB","MARCUSALLEN",164,40,"Marcus Allen",36,16,15,0,1,0,0,0,206,830,4.03,9,27,270,10,0,164,35,15,40,0,0,0,83,54,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,38,15,67
"MIN","WR","JAKEREED",174,28,"Jake Reed",29,16,15,0,0,0,0,0,0,0,NA,0,72,1320,18.33,7,174,58,9,28,0,0,0,0,0,132,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,31,9,66.3
"CAR","TE","WESLEYWALLS",131.3,22,"Wesley Walls*",30,16,15,0,0,0,0,0,0,0,NA,0,61,713,11.69,10,131,69,2,22,0,0,0,0,0,71.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,71,2,62.7
"OAK","WR","TIMBROWN",167.9,29,"Tim Brown*",30,16,16,0,0,0,0,0,6,35,5.83,0,90,1104,12.27,9,168,52,10,29,0,0,0,3.5,0,110.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,33,10,60.2
"JAX","WR","JIMMYSMITH",166.4,30,"Jimmy Smith",27,16,9,0,0,0,0,0,0,0,NA,0,83,1244,14.99,7,166,51,11,30,0,0,0,0,0,124.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,35,11,58.7
"BAL","WR","DERRICKALEXANDER",163.9,31,"Derrick Alexander",25,15,14,0,0,0,0,0,3,0,0,0,62,1099,17.73,9,166,50,12,31,0,0,0,0,0,109.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,39,12,56.2
"NWE","TE","BENCOATES",122.2,25,"Ben Coates*",27,16,15,0,0,0,0,0,0,0,NA,0,62,682,11,9,124,62,3,25,0,0,0,0,0,68.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,84,3,53.6
"JAX","RB","JAMESSTEWART",150,48,"James Stewart",25,13,11,0,0,0,0,0,190,723,3.81,8,30,177,5.9,2,150,21,16,48,0,0,0,72.3,48,17.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,51,16,53
"CHI","WR","CURTISCONWAY",157.22,36,"Curtis Conway",25,16,16,1,1,33,1,0,8,50,6.25,0,81,1049,12.95,7,157,41,13,36,1.32,4,0,5,0,104.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,44,13,49.52
"IND","RB","MARSHALLFAULK",143.5,56,"Marshall Faulk",23,13,13,0,0,0,0,0,198,587,2.96,7,56,428,7.64,0,144,15,18,56,0,0,0,58.7,42,42.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,56,17,46.5
"SEA","RB","CHRISWARREN",142.8,54,"Chris Warren",28,14,14,0,0,0,0,0,203,855,4.21,5,40,273,6.83,0,145,16,17,54,0,0,0,85.5,30,27.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,57,18,45.8
"NWE","WR","TERRYGLENN",153.4,39,"Terry Glenn",22,15,15,0,0,0,0,0,5,42,8.4,0,90,1132,12.58,6,153,38,14,39,0,0,0,4.2,0,113.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,46,14,45.7
"SEA","WR","JOEYGALLOWAY",153.4,38,"Joey Galloway",25,16,16,0,0,0,0,0,15,127,8.47,0,57,987,17.32,7,153,38,15,38,0,0,0,12.7,0,98.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,46,14,45.7
"GNB","RB","DORSEYLEVENS",139.2,60,"Dorsey Levens",26,16,1,0,0,0,0,0,121,566,4.68,5,31,226,7.29,5,139,10,19,60,0,0,0,56.6,30,22.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,61,19,42.2
"GNB","TE","KEITHJACKSON",110.5,33,"Keith Jackson*",31,16,5,0,0,0,0,0,0,0,NA,0,40,505,12.63,10,111,48,4,33,0,0,0,0,0,50.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,108,4,41.9
"GNB","WR","ANTONIOFREEMAN",147.3,42,"Antonio Freeman",24,12,12,0,0,0,0,0,0,0,NA,0,56,933,16.66,9,147,31,16,42,0,0,0,0,0,93.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,54,16,39.6
"STL","WR","EDDIEKENNISON",146.4,43,"Eddie Kennison",23,15,14,0,0,0,0,0,0,0,NA,0,54,924,17.11,9,146,31,17,43,0,0,0,0,0,92.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,55,17,38.7
"SFO","QB","STEVEYOUNG",195.4,41,"Steve Young*",35,12,12,214,316,2410,14,6,52,310,5.96,4,0,0,NA,0,197,35,7,41,96.4,56,-12,31,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,17,7,38.16
"CHI","RB","RAYMONTHARRIS",134.4,63,"Raymont Harris",26,12,10,0,0,0,0,0,194,748,3.86,4,32,296,9.25,1,134,6,20,63,0,0,0,74.8,24,29.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,66,20,37.4
"SDG","RB","LEONARDRUSSELL",131.3,68,"Leonard Russell",27,15,15,0,0,0,0,0,219,713,3.26,7,13,180,13.85,0,131,3,21,68,0,0,0,71.3,42,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,71,21,34.3
"BUF","WR","ANDREREED",141.8,45,"Andre Reed",32,16,16,0,0,0,0,0,8,22,2.75,0,66,1036,15.7,6,142,26,18,45,0,0,0,2.2,0,103.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,58,18,34.1
"MIA","WR","OJMCDUFFIE",140.5,47,"O.J. McDuffie",27,16,16,0,0,0,0,0,2,7,3.5,0,74,918,12.41,8,141,25,19,47,0,0,0,0.7,0,91.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,59,19,32.8
"OAK","QB","JEFFHOSTETLER",189.82,44,"Jeff Hostetler",35,13,13,242,402,2548,23,14,37,179,4.84,1,0,0,NA,0,190,27,8,44,101.92,92,-28,17.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,20,8,32.58
"TAM","RB","MIKEALSTOTT",129.4,74,"Mike Alstott",23,16,16,0,0,0,0,0,96,377,3.93,3,65,557,8.57,3,129,1,23,74,0,0,0,37.7,18,55.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,75,22,32.4
"SFO","RB","TERRYKIRBY",128.76,78,"Terry Kirby",26,14,10,1,2,24,1,0,134,559,4.17,3,52,439,8.44,1,129,NA,24,78,0.96,4,0,55.9,18,43.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,76,23,31.76
"BAL","RB","BAMMORRIS",127.9,93,"Bam Morris",24,11,7,0,0,0,0,0,172,737,4.28,4,25,242,9.68,1,128,NA,25,NA,0,0,0,73.7,24,24.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,79,24,30.9
"GNB","RB","EDGARBENNETT",125.5,73,"Edgar Bennett",27,16,15,0,0,0,0,0,222,899,4.05,2,31,176,5.68,1,130,1,22,73,0,0,0,89.9,12,17.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,82,25,28.5
"DET","QB","SCOTTMITCHELL",182.98,49,"Scott Mitchell",28,14,14,253,437,2917,17,17,37,83,2.24,4,0,0,NA,0,183,21,9,49,116.68,68,-34,8.3,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,25,9,25.74
"DET","WR","BRETTPERRIMAN",133.4,51,"Brett Perriman",31,16,16,0,0,0,0,0,1,13,13,0,94,1021,10.86,5,133,18,21,51,0,0,0,1.3,0,102.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,67,20,25.7
"IND","WR","MARVINHARRISON",133.1,52,"Marvin Harrison",24,16,15,0,0,0,0,0,3,15,5,0,64,836,13.06,8,133,17,22,52,0,0,0,1.5,0,83.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,68,21,25.4
"SEA","RB","LAMARSMITH",121.8,94,"Lamar Smith",26,16,2,0,0,0,0,0,153,680,4.44,8,9,58,6.44,0,128,NA,26,NA,0,0,0,68,48,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,86,26,24.8
"NYJ","WR","KEYSHAWNJOHNSON",132.4,50,"Keyshawn Johnson",24,14,11,0,0,0,0,0,0,0,NA,0,63,844,13.4,8,134,19,20,50,0,0,0,0,0,84.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,70,22,24.7
"BAL","RB","EARNESTBYNER",120.4,98,"Earnest Byner",34,16,8,0,0,0,0,0,159,634,3.99,4,30,270,9,1,120,NA,27,NA,0,0,0,63.4,24,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,88,27,23.4
"JAX","WR","KEENANMCCARDELL",130.9,53,"Keenan McCardell*",26,16,15,0,0,0,0,0,0,0,NA,0,85,1129,13.28,3,133,17,23,53,0,0,0,0,0,112.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,73,23,23.2
"ATL","WR","BERTEMANUEL",128.1,57,"Bert Emanuel",26,14,13,0,0,0,0,0,0,0,NA,0,75,921,12.28,6,128,12,24,57,0,0,0,0,0,92.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,78,24,20.4
"HOU","TE","FRANKWYCHECK",87.4,46,"Frank Wycheck",25,16,16,0,0,0,0,0,2,3,1.5,0,53,511,9.64,6,87,25,5,46,0,0,0,0.3,0,51.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,152,5,18.8
"ATL","QB","BOBBYHEBERT",175.98,55,"Bobby Hebert",36,14,13,294,488,3152,22,25,15,59,3.93,1,0,0,NA,0,178,16,10,55,126.08,88,-50,5.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,28,10,18.74
"ARI","WR","ROBMOORE",125.6,59,"Rob Moore",28,16,16,0,0,0,0,0,0,0,NA,0,58,1016,17.52,4,128,12,25,59,0,0,0,0,0,101.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,81,25,17.9
"OAK","RB","NAPOLEONKAUFMAN",113.7,101,"Napoleon Kaufman",23,16,9,0,0,0,0,0,150,874,5.83,1,22,143,6.5,1,114,NA,28,NA,0,0,0,87.4,6,14.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,103,28,16.7
"ATL","WR","TERANCEMATHIS",119.1,64,"Terance Mathis",29,16,16,0,0,0,0,0,0,0,NA,0,69,771,11.17,7,121,5,26,64,0,0,0,0,0,77.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,91,26,11.4
"PIT","WR","CHARLESJOHNSON",118.8,65,"Charles Johnson",24,16,12,0,0,0,0,0,0,0,NA,0,60,1008,16.8,3,121,5,27,65,0,0,0,0,0,100.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,94,27,11.1
"STL","RB","HAROLDGREEN",106.9,109,"Harold Green",28,16,5,0,0,0,0,0,127,523,4.12,4,37,246,6.65,1,109,NA,29,NA,0,0,0,52.3,24,24.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,116,29,9.90000000000001
"PIT","WR","ANDREHASTINGS",117,70,"Andre Hastings",26,16,10,0,0,0,0,0,4,71,17.75,0,72,739,10.26,6,117,1,28,70,0,0,0,7.1,0,73.9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,97,28,9.29999999999998
"CAR","WR","MARKCARRIER",116.8,72,"Mark Carrier",31,16,15,0,0,0,0,0,0,0,NA,0,58,808,13.93,6,117,1,29,72,0,0,0,0,0,80.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,99,29,9.09999999999999
"WAS","QB","GUSFREROTTE",165.72,67,"Gus Frerotte*",25,16,16,270,470,3453,12,11,28,16,0.57,0,0,0,NA,0,166,3,11,67,138.12,48,-22,1.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,37,11,8.47999999999999
"PHI","WR","CHRISJONES",115.9,77,"Chris Jones",25,16,16,0,0,0,0,0,0,0,NA,0,70,859,12.27,5,116,NA,30,77,0,0,0,0,0,85.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,100,30,8.19999999999999
"ARI","RB","LESHONJOHNSON",105,111,"LeShon Johnson",25,15,8,0,0,0,0,0,141,634,4.5,3,15,176,11.73,1,105,NA,31,NA,0,0,0,63.4,18,17.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,118,30,8
"NYJ","WR","JEFFGRAHAM",114.8,99,"Jeff Graham",27,11,9,0,0,0,0,0,0,0,NA,0,50,788,15.76,6,115,NA,31,NA,0,0,0,0,0,78.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,101,31,7.09999999999999
"CIN","RB","GARRISONHEARST",103.8,110,"Garrison Hearst",25,16,12,0,0,0,0,0,225,847,3.76,0,12,131,10.92,1,106,NA,30,NA,0,0,0,84.7,0,13.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,121,31,6.80000000000001
"CIN","WR","DARNAYSCOTT",113.7,100,"Darnay Scott",24,16,16,0,0,0,0,0,3,4,1.33,0,58,833,14.36,5,114,NA,32,NA,0,0,0,0.4,0,83.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,102,32,6
"IND","TE","KENDILGER",74.3,58,"Ken Dilger",25,16,16,0,0,0,0,0,0,0,NA,0,42,503,11.98,4,74,12,6,58,0,0,0,0,0,50.3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,170,6,5.70000000000002
"WAS","WR","HENRYELLARD",113.4,102,"Henry Ellard",35,16,16,0,0,0,0,0,0,0,NA,0,52,1014,19.5,2,113,NA,33,NA,0,0,0,0,0,101.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,104,33,5.69999999999999
"PHI","QB","TYDETMER",162.34,75,"Ty Detmer",29,13,11,238,401,2911,15,13,31,59,1.9,1,0,0,NA,0,162,NA,12,75,116.44,60,-26,5.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,40,12,5.09999999999999
"HOU","WR","CHRISSANDERS",112.2,103,"Chris Sanders",24,16,15,0,0,0,0,0,0,0,NA,0,48,882,18.38,4,112,NA,34,NA,0,0,0,0,0,88.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,106,34,4.49999999999999
"MIA","QB","DANMARINO",161.5,79,"Dan Marino",35,13,13,221,373,2795,17,9,11,-3,-0.27,0,0,0,NA,0,162,NA,13,NA,111.8,68,-18,-0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,41,13,4.25999999999999
"KAN","RB","GREGHILL",100.5,115,"Greg Hill",24,15,1,0,0,0,0,0,135,645,4.78,4,3,60,20,1,101,NA,32,NA,0,0,0,64.5,24,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,125,32,3.5
"WAS","TE","JAMIEASHER",72.1,61,"Jamie Asher",24,16,12,0,0,0,0,0,0,0,NA,0,42,481,11.45,4,72,9,7,61,0,0,0,0,0,48.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,174,7,3.5
"DET","WR","JOHNNIEMORTON",110.9,104,"Johnnie Morton",25,16,15,0,0,0,0,0,9,35,3.89,0,55,714,12.98,6,111,NA,35,NA,0,0,0,3.5,0,71.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,107,35,3.19999999999999
"IND","QB","JIMHARBAUGH",160.4,81,"Jim Harbaugh",33,14,14,232,405,2630,13,11,48,192,4,1,0,0,NA,0,160,NA,15,NA,105.2,52,-22,19.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,42,14,3.16
"NYJ","WR","WAYNECHREBET",108.9,108,"Wayne Chrebet",23,16,9,0,0,0,0,0,0,0,NA,0,84,909,10.82,3,109,NA,38,NA,0,0,0,0,0,90.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,111,36,1.19999999999999
"OAK","RB","DERRICKFENNER",97.7,118,"Derrick Fenner",29,16,11,0,0,0,0,0,67,245,3.66,4,31,252,8.13,4,98,NA,34,NA,0,0,0,24.5,24,25.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,128,33,0.700000000000003
"DAL","WR","MICHAELIRVIN",108.2,105,"Michael Irvin",30,11,11,0,0,0,0,0,0,0,NA,0,64,962,15.03,2,110,NA,36,NA,0,0,0,0,0,96.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,112,37,0.499999999999986
"CIN","RB","KIJANACARTER",97.3,120,"Ki-Jana Carter",23,16,4,0,0,0,0,0,91,264,2.9,8,22,169,7.68,1,97,NA,35,NA,0,0,0,26.4,48,16.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,129,34,0.300000000000011
"BUF","RB","DARICKHOLMES",97.3,117,"Darick Holmes",25,16,1,0,0,0,0,0,189,571,3.02,4,16,102,6.38,1,99,NA,33,NA,0,0,0,57.1,24,10.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,131,35,0.299999999999997
"DAL","QB","TROYAIKMAN",157.24,80,"Troy Aikman*",30,15,15,296,465,3126,12,13,35,42,1.2,1,0,0,NA,0,161,NA,14,NA,125.04,48,-26,4.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,43,15,0
