"pos","name","points","name_info","games","team","overall_rank","age","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","sack","fumlRec","int","defTD","ptsA","passYdsAPG","rushYdsAPG","safety","kickTD","pts","ptsPG","passYdsA","rushYdsA","ptsAPG","td","fumlRecoveryPts","intCaughtPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"TE","MARQUEISGRAY",5.1,"MarQueis Gray","12","CLE",431,23,2,0,0,0,0,0,6,43,7.17,0,2,8,4,0,5,NA,77,NA,0,0,0,4.3,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,491,77,-112.5
"TE","WESLYESAUNDERS",4.6,"Weslye Saunders","6","IND",423,24,1,0,0,0,0,0,0,0,NA,0,4,46,11.5,0,5,NA,78,NA,0,0,0,0,0,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,496,78,-113
"TE","VIRGILGREEN",4.5,"Virgil Green","16","DEN",421,25,3,0,0,0,0,0,0,0,NA,0,9,45,5,0,5,NA,79,NA,0,0,0,0,0,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,499,79,-113.1
"TE","ALLENREISNER",4,"Allen Reisner","5","JAX",445,25,3,0,0,0,0,0,0,0,NA,0,5,40,8,0,4,NA,80,NA,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,502,80,-113.6
"Def","ATLANTAFALCONS",90.23632," 27. Atlanta Falcons","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,11,10,3,443,"243.6","135.8",0,0,71,"4.4",243.6,135.8,27.6875,3,22,20,32,0,18,-1.76368,2013,203,29,-113.7944
"TE","GARRETTCELEK",3.8,"Garrett Celek","12","SFO",446,25,1,0,0,0,0,0,0,0,NA,0,2,38,19,0,4,NA,81,NA,0,0,0,0,0,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,504,81,-113.8
"Def","NEWYORKJETS",90.1968," 30. New York Jets","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,13,1,387,"246.7","88.3",0,0,62,"3.9",246.7,88.3,24.1875,1,4,26,41,0,6,13.1968,2013,204,30,-113.83392
"TE","KEVINBROCK",3.6,"Kevin Brock","8","2TM",444,27,0,0,0,0,0,0,0,0,NA,0,3,36,12,0,4,NA,82,NA,0,0,0,0,0,3.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,510,82,-114
"TE","DOMINIQUEJONES",3.4,"Dominique Jones","8","2TM",464,26,2,0,0,0,0,0,0,0,NA,0,2,34,17,0,3,NA,83,NA,0,0,0,0,0,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,514,83,-114.2
"TE","DORINDICKERSON",3.4,"Dorin Dickerson","5","DET",466,25,0,0,0,0,0,0,0,0,NA,0,2,34,17,0,3,NA,84,NA,0,0,0,0,0,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,514,83,-114.2
"TE","JAMESCASEY",3.1,"James Casey","15","PHI",460,29,1,0,0,0,0,0,0,0,NA,0,3,31,10.33,0,3,NA,86,NA,0,0,0,0,0,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,519,85,-114.5
"TE","LARRYDONNELL",3.1,"Larry Donnell","16","NYG",463,25,1,0,0,0,0,0,0,0,NA,0,3,31,10.33,0,3,NA,85,NA,0,0,0,0,0,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,519,85,-114.5
"TE","JOHNPHILLIPS",3,"John Phillips","15","SDG",468,26,6,0,0,0,0,0,0,0,NA,0,4,30,7.5,0,3,NA,88,NA,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,523,87,-114.6
"TE","RYANTAYLOR",3,"Ryan Taylor","14","GNB",461,26,1,0,0,0,0,0,0,0,NA,0,6,30,5,0,3,NA,87,NA,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,523,87,-114.6
"TE","JACKDOYLE",1.9,"Jack Doyle","14","IND",473,23,4,0,0,0,0,0,0,0,NA,0,5,19,3.8,0,2,NA,89,NA,0,0,0,0,0,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,539,89,-115.7
"TE","BILLYBAJEMA",1.8,"Billy Bajema","6","BAL",472,31,1,0,0,0,0,0,0,0,NA,0,2,18,9,0,2,NA,90,NA,0,0,0,0,0,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,540,90,-115.8
"TE","KORYSPERRY",1.6,"Kory Sperry","8","ARI",471,28,2,0,0,0,0,0,0,0,NA,0,1,16,16,0,2,NA,91,NA,0,0,0,0,0,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,545,91,-116
"TE","RICHIEBROCKEL",1.3,"Richie Brockel","16","CAR",590,27,0,0,0,0,0,0,1,1,1,0,1,12,12,0,-1,NA,130,NA,0,0,0,0.1,0,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,551,92,-116.3
"TE","DANTEROSARIO",1.3,"Dante Rosario","15","CHI",507,29,3,0,0,0,0,0,0,0,NA,0,1,13,13,0,1,NA,92,NA,0,0,0,0,0,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,552,93,-116.3
"TE","MICHAELPALMER",0.8,"Michael Palmer","16","PIT",495,25,0,0,0,0,0,0,0,0,NA,0,1,8,8,0,1,NA,93,NA,0,0,0,0,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,563,94,-116.8
"TE","ORSONCHARLES",0.8,"Orson Charles","13","CIN",506,22,0,0,0,0,0,0,0,0,NA,0,1,8,8,0,1,NA,94,NA,0,0,0,0,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,563,94,-116.8
"TE","KONRADREULAND",0.7,"Konrad Reuland","10","NYJ",494,26,0,0,0,0,0,0,0,0,NA,0,1,7,7,0,1,NA,95,NA,0,0,0,0,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,568,96,-116.9
"TE","CRAIGSTEVENS",0.5,"Craig Stevens","15","TEN",500,29,14,0,0,0,0,0,0,0,NA,0,2,5,2.5,0,1,NA,97,NA,0,0,0,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,574,97,-117.1
"TE","HENRYHYNOSKI",0.5,"Henry Hynoski","3","NYG",505,25,2,0,0,0,0,0,0,0,NA,0,1,5,5,0,1,NA,98,NA,0,0,0,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,574,97,-117.1
"TE","MIKEMCNEILL",0.5,"Mike McNeill","14","STL",504,25,0,0,0,0,0,0,0,0,NA,0,1,5,5,0,1,NA,96,NA,0,0,0,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,574,97,-117.1
"TE","JUSTICECUNNINGHAM",0.4,"Justice Cunningham","2","2TM",528,22,0,0,0,0,0,0,0,0,NA,0,1,4,4,0,NA,NA,99,NA,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,578,100,-117.2
"TE","RICHARDGORDON",0.3,"Richard Gordon","2","2TM",527,26,0,0,0,0,0,0,0,0,NA,0,1,3,3,0,NA,NA,100,NA,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,581,101,-117.3
"TE","VISANTHESHIANCOE",0.2,"Visanthe Shiancoe","1","TEN",511,33,1,0,0,0,0,0,0,0,NA,0,2,2,1,0,NA,NA,101,NA,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,583,102,-117.4
"QB","JOSHMCCOWN",136.06,"Josh McCown","8","CHI",94,34,5,149,224,1829,13,1,13,69,5.31,1,0,0,NA,0,136,NA,28,NA,73.16,52,-2,6.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,97,28,-117.46
"TE","ADRIENROBINSON",0,"Adrien Robinson","1","NYG",535,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,105,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","ANDRESMITH",0,"Andre Smith","5","2TM",546,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,129,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","BENHARTSOCK",0,"Ben Hartsock","13","CAR",582,33,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,119,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","BRANDONWILLIAMS",0,"Brandon Williams","7","BAL",574,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,127,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","BRANDONWILLIAMS",0,"Brandon Williams","9","CAR",570,26,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,107,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","CHASECOFFMAN",0,"Chase Coffman","10","ATL",583,27,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,128,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","DCJEFFERSON",0,"D.C. Jefferson","4","ARI",537,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,102,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","DEREKCARRIER",0,"Derek Carrier","5","SFO",572,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,108,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","DJWILLIAMS",0,"D.J. Williams","9","2TM",588,25,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,117,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","EBENBRITTON",0,"Eben Britton","13","CHI",571,26,4,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,122,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","GABECARIMI",0,"Gabe Carimi","14","TAM",576,25,3,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,123,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","JAKEBYRNE",0,"Jake Byrne","8","3TM",577,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,118,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","JAKESTONEBURNER",0,"Jake Stoneburner","9","GNB",585,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,109,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","JEFFLINKENBACH",0,"Jeff Linkenbach","12","IND",545,26,5,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,124,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","JERMEYPARNELL",0,"Jermey Parnell","16","DAL",573,27,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,126,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","KEAVONMILTON",0,"Keavon Milton","8","CLE",548,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,104,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","KELVINBEACHUM",0,"Kelvin Beachum","15","PIT",584,24,12,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,113,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","KYLEADAMS",0,"Kyle Adams","6","2TM",575,25,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,111,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","LUKESTOCKER",0,"Luke Stocker","2","TAM",526,25,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,106,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","MATTVELDMAN",0,"Matt Veldman","1","2TM",586,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,112,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","MIKEADAMS",0,"Mike Adams","15","PIT",512,23,10,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,115,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","PHILLIPSUPERNAW",0,"Phillip Supernaw","1","HOU",544,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,110,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","RICKYWAGNER",0,"Ricky Wagner","16","BAL",543,24,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,116,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","RYANHARRIS",0,"Ryan Harris","16","HOU",578,28,3,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,114,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","RYANSCHRAEDER",0,"Ryan Schraeder","13","ATL",580,25,4,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,121,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","SPENCERLARSEN",0,"Spencer Larsen","13","TAM",579,29,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,103,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","STEVEMANERI",0,"Steve Maneri","4","CHI",536,25,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,120,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"TE","TONYMOEAKI",0,"Tony Moeaki","1","2TM",514,26,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,125,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,103,-117.6
"QB","EJMANUEL",135.48,"EJ Manuel","10","BUF",95,23,10,180,306,1972,11,9,53,186,3.51,2,0,0,NA,0,133,NA,29,NA,78.88,44,-18,18.6,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,99,29,-118.04
"Def","JACKSONVILLEJAGUARS",81.6496," 29. Jacksonville Jaguars","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,10,11,2,449,"247.8","131.5",0,0,64,"4.0",247.8,131.5,28.0625,2,20,22,31,0,12,-3.3504,2013,222,31,-122.38112
"Def","HOUSTONTEXANS",69.99488," 32. Houston Texans","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,7,1,428,"195.2","122.4",1,1,57,"3.6",195.2,122.4,26.75,2,8,14,32,2,12,1.99488,2013,241,32,-134.03584
"QB","JASONCAMPBELL",119.3,"Jason Campbell","9","CLE",108,32,8,180,317,2015,11,8,14,107,7.64,0,0,0,NA,0,115,NA,31,NA,80.6,44,-16,10.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,139,30,-134.22
"QB","SAMBRADFORD",118.58,"Sam Bradford","7","STL",102,26,7,159,262,1687,14,4,15,31,2.07,0,0,0,NA,0,119,NA,30,NA,67.48,56,-8,3.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,142,31,-134.94
"QB","CHRISTIANPONDER",115.02,"Christian Ponder","9","MIN",116,25,9,152,239,1648,7,9,34,151,4.44,4,0,0,NA,0,107,NA,33,NA,65.92,28,-18,15.1,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,150,32,-138.5
"QB","MATTCASSEL",109.98,"Matt Cassel","9","MIN",114,31,6,153,254,1807,11,9,18,57,3.17,1,0,0,NA,0,108,NA,32,NA,72.28,44,-18,5.7,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,159,33,-143.54
"QB","CASEKEENUM",107.6,"Case Keenum","8","HOU",120,25,8,137,253,1760,9,6,14,72,5.14,1,0,0,NA,0,104,NA,35,NA,70.4,36,-12,7.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,163,34,-145.92
"QB","MATTSCHAUB",106.8,"Matt Schaub","10","HOU",118,32,8,219,358,2310,10,14,5,24,4.8,0,0,0,NA,0,105,NA,34,NA,92.4,40,-28,2.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,165,35,-146.72
