"pos","name","points","name_info","games","team","overall_rank","age","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","sack","fumlRec","int","defTD","ptsA","passYdsAPG","rushYdsAPG","safety","kickTD","pts","ptsPG","passYdsA","rushYdsA","ptsAPG","td","fumlRecoveryPts","intCaughtPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"RB","CHASEREYNOLDS",0,"Chase Reynolds","16","STL",516,26,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,162,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","CHRISRAINEY",0,"Chris Rainey","2","IND",510,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,161,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","CHRISTHOMPSON",0,"Chris Thompson","4","WAS",519,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,168,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","DALLASTHOMAS",0,"Dallas Thomas","7","MIA",541,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,174,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","EVANRODRIGUEZ",0,"Evan Rodriguez","7","BUF",538,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,173,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","KAHLILBELL",0,"Kahlil Bell","3","GNB",539,27,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,170,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","KERWYNNWILLIAMS",0,"Kerwynn Williams","2","2TM",525,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,160,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","KYLEJUSZCZYK",0,"Kyle Juszczyk","16","BAL",518,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,166,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","MATTHEWTUCKER",0,"Matthew Tucker","2","PHI",517,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,169,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","MICHAELFORD",0,"Michael Ford","12","CHI",540,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,172,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","MONTELLOWENS",0,"Montell Owens","1","DET",524,29,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,167,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","QUINNJOHNSON",0,"Quinn Johnson","4","TEN",520,27,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,165,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","REXBURKHEAD",0,"Rex Burkhead","1","CIN",523,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,171,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"RB","WILLTUKUAFU",0,"Will Tukuafu","2","SFO",521,29,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,159,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,161,-104.1
"WR","BRANDONTATE",0.6,"Brandon Tate","16","CIN",503,26,0,0,0,0,0,0,0,0,NA,0,1,6,6,0,1,NA,195,NA,0,0,0,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,570,197,-104.1
"TE","CHASEFORD",13.3,"Chase Ford","9","MIN",348,23,0,0,0,0,0,0,0,0,NA,0,11,133,12.09,0,13,NA,55,NA,0,0,0,0,0,13.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,410,55,-104.3
"WR","DAVIDREED",0.2,"David Reed","7","IND",587,26,0,0,0,0,0,0,0,0,NA,0,1,2,2,0,NA,NA,196,NA,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,583,198,-104.5
"RB","JOSHVAUGHAN",-0.4,"Josh Vaughan","6","ATL",542,27,0,0,0,0,0,0,1,1,1,0,1,-5,-5,0,NA,NA,175,NA,0,0,0,0.1,0,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,661,177,-104.5
"TE","FREDDAVIS",13,"Fred Davis","10","WAS",343,27,3,0,0,0,0,0,0,0,NA,0,7,70,10,1,13,NA,56,NA,0,0,0,0,0,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,413,56,-104.6
"WR","BJCUNNINGHAM",0,"B.J. Cunningham","1","PHI",568,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,198,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","BRIANROBISKIE",0,"Brian Robiskie","1","ATL",559,26,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,205,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","BRYANWALTERS",0,"Bryan Walters","4","SEA",567,26,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,208,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","CHRISHARPER",0,"Chris Harper","4","2TM",550,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,218,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","DEVONWYLIE",0,"Devon Wylie","6","5TM",595,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,-2,NA,221,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","GREGJENKINS",0,"Greg Jenkins","6","OAK",596,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,-2,NA,222,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","JOEANDERSON",0,"Joe Anderson","6","CHI",564,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,207,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","JOSHBELLAMY",0,"Josh Bellamy","5","2TM",556,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,210,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","JULIANTALLEY",0,"Julian Talley","2","NYG",563,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,209,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","JUSTINVELTUNG",0,"Justin Veltung","3","STL",549,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,214,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","LANCELEWIS",0,"Lance Lewis","3","2TM",561,25,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,212,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","LAVELLEHAWKINS",0,"Lavelle Hawkins","4","SDG",555,27,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,203,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","MARVINMCNUTT",0,"Marvin McNutt","1","2TM",562,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,199,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","MATTSLATER",0,"Matt Slater*","12","NWE",552,28,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,213,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","MICHAELCAMPBELL",0,"Michael Campbell","4","NYJ",560,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,216,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","MICHEALSPURLOCK",0,"Micheal Spurlock","11","2TM",557,30,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,202,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","RODNEYSMITH",0,"Rodney Smith","3","MIN",569,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,206,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","RUSSELLSHEPARD",0,"Russell Shepard","14","TAM",581,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,201,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","RYANSPADOLA",0,"Ryan Spadola","4","2TM",553,22,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,197,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","RYANWHALEN",0,"Ryan Whalen","4","CIN",565,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,215,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","STEPHENWILLIAMS",0,"Stephen Williams","6","2TM",558,27,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,211,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","TOBIASPALMER",0,"Tobias Palmer","1","2TM",566,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,204,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","WILLIAMBEATTY",0,"William Beatty","16","NYG",551,28,16,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,217,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,199,-104.7
"WR","SAALIMHAKIM",-0.3,"Saalim Hakim","3","2TM",554,23,0,0,0,0,0,0,2,-3,-1.5,0,0,0,NA,0,NA,NA,219,NA,0,0,0,-0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,660,222,-105
"TE","DANNYNOBLE",12.3,"Danny Noble","8","2TM",358,24,1,0,0,0,0,0,0,0,NA,0,2,63,31.5,1,12,NA,57,NA,0,0,0,0,0,6.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,419,57,-105.3
"TE","VANCEMCDONALD",11.9,"Vance McDonald","15","SFO",360,23,4,0,0,0,0,0,0,0,NA,0,8,119,14.88,0,12,NA,58,NA,0,0,0,0,0,11.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,425,58,-105.7
"QB","TERRELLEPRYOR",147.52,"Terrelle Pryor","11","OAK",93,24,9,156,272,1798,7,11,83,576,6.94,2,0,0,NA,0,144,NA,27,NA,71.92,28,-22,57.6,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,83,27,-106
"TE","CHRISGRAGG",11.3,"Chris Gragg","9","BUF",363,23,1,0,0,0,0,0,0,0,NA,0,5,53,10.6,1,11,NA,59,NA,0,0,0,0,0,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,430,59,-106.3
"TE","JOELDREESSEN",10.7,"Joel Dreessen","13","DEN",366,31,0,0,0,0,0,0,0,0,NA,0,7,47,6.71,1,11,NA,60,NA,0,0,0,0,0,4.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,433,60,-106.9
"TE","DAVIDPAULSON",10.2,"David Paulson","16","PIT",382,24,4,0,0,0,0,0,0,0,NA,0,6,102,17,0,8,NA,65,NA,0,0,0,0,0,10.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,436,61,-107.4
"Def","OAKLANDRAIDERS",96.58432," 21. Oakland Raiders","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13,9,3,453,"255.5","107.9",0,0,79,"4.9",255.5,107.9,28.3125,3,26,18,39,0,18,-4.41568,2013,190,27,-107.4464
"TE","DIONSIMS",9.2,"Dion Sims","15","MIA",376,22,5,0,0,0,0,0,0,0,NA,0,6,32,5.33,1,9,NA,61,NA,0,0,0,0,0,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,443,62,-108.4
"TE","JERONMASTRUD",8.8,"Jeron Mastrud","16","OAK",379,26,12,0,0,0,0,0,0,0,NA,0,6,88,14.67,0,9,NA,62,NA,0,0,0,0,0,8.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,446,63,-108.8
"TE","BEARPASCOE",8.3,"Bear Pascoe","16","NYG",393,27,5,0,0,0,0,0,1,2,2,0,12,81,6.75,0,8,NA,63,NA,0,0,0,0.2,0,8.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,450,64,-109.3
"TE","TONYSCHEFFLER",8.2,"Tony Scheffler","5","DET",387,30,1,0,0,0,0,0,0,0,NA,0,7,82,11.71,0,8,NA,64,NA,0,0,0,0,0,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,451,65,-109.4
"Def","MINNESOTAVIKINGS",94.53184," 17. Minnesota Vikings","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,8,12,1,480,"286.9","110.9",0,3,86,"5.4",286.9,110.9,30,4,16,24,42,0,24,-11.46816,2013,194,28,-109.49888
"TE","TOMCRABTREE",8.1,"Tom Crabtree","7","TAM",388,28,5,0,0,0,0,0,0,0,NA,0,4,21,5.25,1,8,NA,66,NA,0,0,0,0,0,2.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,453,66,-109.5
"TE","DWAYNEALLEN",8,"Dwayne Allen","1","IND",389,23,1,0,0,0,0,0,0,0,NA,0,1,20,20,1,8,NA,67,NA,0,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,455,67,-109.6
"TE","LEESMITH",7.8,"Lee Smith","16","BUF",390,26,14,0,0,0,0,0,0,0,NA,0,5,78,15.6,0,8,NA,68,NA,0,0,0,0,0,7.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,459,68,-109.8
"TE","MATTHEWMULLIGAN",7.6,"Matthew Mulligan","15","NWE",391,28,4,0,0,0,0,0,0,0,NA,0,2,16,8,1,8,NA,69,NA,0,0,0,0,0,1.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,462,69,-110
"TE","JAMESHANNA",7.3,"James Hanna","16","DAL",406,24,8,0,0,0,0,0,0,0,NA,0,12,73,6.08,0,7,NA,70,NA,0,0,0,0,0,7.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,464,70,-110.3
"TE","TAYLORTHOMPSON",7.3,"Taylor Thompson","16","TEN",407,24,3,0,0,0,0,0,0,0,NA,0,3,13,4.33,1,7,NA,71,NA,0,0,0,0,0,1.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,465,71,-110.3
"TE","ALEXSMITH",7.2,"Alex Smith","16","CIN",402,31,1,0,0,0,0,0,0,0,NA,0,3,12,4,1,7,NA,72,NA,0,0,0,0,0,1.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,466,72,-110.4
"TE","MATTSPAETH",7.1,"Matt Spaeth","4","PIT",408,30,2,0,0,0,0,0,0,0,NA,0,1,11,11,1,7,NA,73,NA,0,0,0,0,0,1.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,468,73,-110.5
"TE","MICHAELEGNEW",6.9,"Michael Egnew","15","MIA",409,24,5,0,0,0,0,0,0,0,NA,0,7,69,9.86,0,7,NA,75,NA,0,0,0,0,0,6.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,471,74,-110.7
"TE","NICKKASA",6.9,"Nick Kasa","16","OAK",410,23,1,0,0,0,0,0,0,0,NA,0,1,9,9,1,7,NA,74,NA,0,0,0,0,0,0.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,471,74,-110.7
"TE","ZACHSUDFELD",6.3,"Zach Sudfeld","14","2TM",420,24,2,0,0,0,0,0,0,0,NA,0,5,63,12.6,0,6,NA,76,NA,0,0,0,0,0,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,481,76,-111.3
