"pos","name","points","overall_rank","name_info","team","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","pts","ydsA","passYdsA","rushYdsA","ptsA","int","fumlRec","sack","safety","blockfg","td","ptsAPG","fumlRecoveryPts","intCaughtPts","fgBlockedPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"RB","RUDIJOHNSON",215.3,"25","Rudi Johnson","CIN",27,16,15,0,0,0,0,0,341,1309,3.84,12,23,124,5.39,0,215,54,9,25,0,0,0,130.9,72,12.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,18,9,104
"WR","TERRELLOWENS",196,"10","Terrell Owens","DAL",33,16,15,0,0,0,0,0,0,0,NA,0,85,1180,13.88,13,198,81,2,10,0,0,0,0,0,118,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,24,2,95.5
"QB","MICHAELVICK",268.96,"11","Michael Vick","ATL",26,16,16,204,388,2474,20,13,123,1039,8.45,2,1,1,1,0,269,77,2,11,98.96,80,-26,103.9,12,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,6,2,87.28
"WR","REGGIEWAYNE",185,"13","Reggie Wayne*","IND",28,16,16,0,0,0,0,0,0,0,NA,0,86,1310,15.23,9,187,70,3,13,0,0,0,0,0,131,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,32,3,84.5
"WR","CHADJOHNSON",181.3,"17","Chad Johnson*+","CIN",28,16,16,0,0,0,0,0,6,24,4,0,87,1369,15.74,7,181,65,4,17,0,0,0,2.4,0,136.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,34,4,80.8
"QB","DREWBREES",261.92,"12","Drew Brees*+","NOR",27,16,16,356,554,4418,26,11,42,32,0.76,0,0,0,NA,0,266,74,3,12,176.72,104,-22,3.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8,3,80.24
"RB","LADELLBETTS",189.9,"40","Ladell Betts","WAS",27,16,9,0,0,0,0,0,245,1154,4.71,4,53,445,8.4,1,190,29,10,40,0,0,0,115.4,24,44.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,27,10,78.6
"WR","DONALDDRIVER",179.1,"18","Donald Driver*","GNB",31,16,16,0,0,0,0,0,7,16,2.29,0,92,1295,14.08,8,179,63,5,18,0,0,0,1.6,0,129.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,39,5,78.6
"WR","TORRYHOLT",178.8,"19","Torry Holt*","STL",30,16,16,0,0,0,0,0,0,0,NA,0,93,1188,12.77,10,179,62,6,19,0,0,0,0,0,118.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,40,6,78.3
"RB","JOSEPHADDAI",188.6,"42","Joseph Addai","IND",23,16,0,0,0,0,0,0,226,1081,4.78,7,40,325,8.13,1,189,28,11,42,0,0,0,108.1,42,32.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,28,11,77.3
"WR","LEEEVANS",177.2,"20","Lee Evans","BUF",25,16,15,0,1,0,0,0,0,0,NA,0,82,1292,15.76,8,177,61,7,20,0,0,0,0,0,129.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,43,7,76.7
"WR","STEVESMITH",176.7,"21","Steve Smith*","CAR",27,14,14,0,0,0,0,0,8,61,7.63,1,83,1166,14.05,8,177,60,8,21,0,0,0,6.1,6,116.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,44,8,76.2
"RB","CHESTERTAYLOR",186.4,"43","Chester Taylor","MIN",27,15,15,0,0,0,0,0,303,1216,4.01,6,42,288,6.86,0,186,25,12,43,0,0,0,121.6,36,28.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,30,12,75.1
"QB","MARCBULGER",256.44,"15","Marc Bulger*","STL",29,16,16,370,588,4301,24,8,18,44,2.44,0,0,0,NA,0,258,67,4,15,172.04,96,-16,4.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,10,4,74.76
"WR","JAVONWALKER",174.7,"23","Javon Walker","DEN",28,16,16,0,0,0,0,0,9,123,13.67,1,69,1084,15.71,8,175,58,9,23,0,0,0,12.3,6,108.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,49,9,74.2
"RB","DEUCEMCALLISTER",185.5,"45","Deuce McAllister","NOR",28,15,13,0,0,0,0,0,244,1057,4.33,10,30,198,6.6,0,186,25,13,45,0,0,0,105.7,60,19.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,31,13,74.2
"WR","ROYWILLIAMS",173.2,"24","Roy Williams*","DET",25,16,16,0,0,0,0,0,2,2,1,0,82,1310,15.98,7,173,57,10,24,0,0,0,0.2,0,131,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,53,10,72.7
"RB","MARIONBARBER",181,"50","Marion Barber","DAL",23,16,1,0,0,0,0,0,135,654,4.84,14,23,196,8.52,2,181,20,14,50,0,0,0,65.4,84,19.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,35,14,69.7
"QB","CARSONPALMER",251.1,"22","Carson Palmer*","CIN",27,16,16,324,520,4035,28,13,26,37,1.42,0,0,0,NA,0,251,59,5,22,161.4,112,-26,3.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,11,5,69.42
"RB","AHMANGREEN",179.2,"52","Ahman Green","GNB",29,14,14,0,0,0,0,0,266,1059,3.98,5,46,373,8.11,1,179,18,15,52,0,0,0,105.9,30,37.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,38,15,67.9
"RB","JAMALLEWIS",178.7,"54","Jamal Lewis","BAL",27,16,16,0,0,0,0,0,314,1132,3.61,9,18,115,6.39,0,179,18,16,54,0,0,0,113.2,54,11.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,41,16,67.4
"RB","REGGIEBUSH",176.7,"57","Reggie Bush","NOR",21,16,8,0,1,0,0,1,155,565,3.65,6,88,742,8.43,2,177,16,17,57,0,0,-2,56.5,36,74.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,45,17,65.4
"RB","FREDTAYLOR",174.8,"59","Fred Taylor","JAX",30,15,15,0,0,0,0,0,231,1146,4.96,5,23,242,10.52,1,175,14,18,59,0,0,0,114.6,30,24.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,48,18,63.5
"RB","COREYDILLON",173.9,"62","Corey Dillon","NWE",32,16,13,0,0,0,0,0,199,812,4.08,13,15,147,9.8,0,174,13,19,62,0,0,0,81.2,78,14.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,51,19,62.6
"RB","EDGERRINJAMES",173.6,"63","Edgerrin James","ARI",28,16,16,0,0,0,0,0,337,1159,3.44,6,38,217,5.71,0,174,13,20,63,0,0,0,115.9,36,21.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,52,20,62.3
"WR","TJHOUSHMANDZADEH",162.7,"26","T.J. Houshmandzadeh","CIN",29,14,13,0,0,0,0,0,3,6,2,0,90,1081,12.01,9,163,46,11,26,0,0,0,0.6,0,108.1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,60,11,62.2
"RB","THOMASJONES",172.24,"66","Thomas Jones","CHI",28,16,16,1,1,-4,0,0,296,1210,4.09,6,36,154,4.28,0,172,11,22,66,-0.16,0,0,121,36,15.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,54,21,60.94
"RB","TRAVISHENRY",170.9,"64","Travis Henry","TEN",28,14,13,0,0,0,0,0,270,1211,4.49,7,18,78,4.33,0,173,12,21,64,0,0,0,121.1,42,7.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,55,22,59.6
"WR","PLAXICOBURRESS",158.8,"29","Plaxico Burress","NYG",29,15,15,0,0,0,0,0,0,0,NA,0,63,988,15.68,10,159,42,12,29,0,0,0,0,0,98.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,65,12,58.3
"RB","KEVINJONES",168.9,"70","Kevin Jones","DET",24,12,12,0,0,0,0,0,181,689,3.81,6,61,520,8.52,2,169,8,23,70,0,0,0,68.9,36,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,57,23,57.6
"WR","DARRELLJACKSON",155.6,"31","Darrell Jackson","SEA",28,13,13,0,0,0,0,0,0,0,NA,0,63,956,15.17,10,156,39,13,31,0,0,0,0,0,95.6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,67,13,55.1
"QB","JONKITNA",235.92,"28","Jon Kitna","DET",34,16,16,372,596,4208,21,22,34,156,4.59,2,0,0,NA,0,236,44,6,28,168.32,84,-44,15.6,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,14,6,54.24
"WR","MARQUESCOLSTON",151.8,"33","Marques Colston","NOR",23,14,12,0,0,0,0,0,0,0,NA,0,70,1038,14.83,8,152,35,14,33,0,0,0,0,0,103.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,68,14,51.3
"RB","WARRICKDUNN",161,"76","Warrick Dunn","ATL",31,16,16,0,0,0,0,0,286,1140,3.99,4,22,170,7.73,1,161,NA,24,76,0,0,0,114,24,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,63,24,49.7
"WR","JOEYGALLOWAY",148.6,"34","Joey Galloway","TAM",35,16,14,0,0,0,0,0,2,9,4.5,0,62,1057,17.05,7,149,32,15,34,0,0,0,0.9,0,105.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,75,15,48.1
"TE","ANTONIOGATES",146.4,"16","Antonio Gates*+","SDG",26,16,16,0,0,0,0,0,0,0,NA,0,71,924,13.01,9,146,65,1,16,0,0,0,0,0,92.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,81,1,47.8
"RB","RONNIEBROWN",158.4,"88","Ronnie Brown","MIA",25,13,12,0,1,0,0,0,241,1008,4.18,5,33,276,8.36,0,158,NA,25,NA,0,0,0,100.8,30,27.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,66,25,47.1
"WR","LAVERANUESCOLES",147.2,"36","Laveranues Coles","NYJ",29,16,16,0,0,0,0,0,2,14,7,0,91,1098,12.07,6,147,31,16,36,0,0,0,1.4,0,109.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,78,16,46.7
"WR","ANQUANBOLDIN",147.1,"37","Anquan Boldin*","ARI",26,16,16,0,0,0,0,0,5,28,5.6,0,83,1203,14.49,4,147,31,17,37,0,0,0,2.8,0,120.3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,79,17,46.6
"WR","ANDREJOHNSON",146.1,"39","Andre Johnson*","HOU",25,16,16,0,0,0,0,0,3,14,4.67,0,103,1147,11.14,5,146,30,18,39,0,0,0,1.4,0,114.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,82,18,45.6
"WR","MIKEFURREY",144.6,"41","Mike Furrey","DET",29,16,14,0,0,0,0,0,0,0,NA,0,98,1086,11.08,6,145,28,19,41,0,0,0,0,0,108.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,84,19,44.1
"QB","TOMBRADY",223.36,"32","Tom Brady","NWE",29,16,16,319,516,3529,24,12,49,102,2.08,0,0,0,NA,0,227,36,7,32,141.16,96,-24,10.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,17,7,41.68
"WR","TERRYGLENN",141.8,"44","Terry Glenn","DAL",32,15,14,0,0,0,0,0,3,11,3.67,0,70,1047,14.96,6,142,25,20,44,0,0,0,1.1,0,104.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,90,20,41.3
"RB","WILLISMCGAHEE",150.6,"90","Willis McGahee","BUF",25,14,14,0,0,0,0,0,259,990,3.82,6,18,156,8.67,0,151,NA,26,NA,0,0,0,99,36,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,72,26,39.3
"WR","REGGIEBROWN",138,"48","Reggie Brown","PHI",25,16,15,0,0,0,0,0,3,24,8,1,46,816,17.74,8,138,21,21,48,0,0,0,2.4,6,81.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,94,21,37.5
"WR","HINESWARD",136.5,"51","Hines Ward","PIT",30,14,14,0,0,0,0,0,2,30,15,0,74,975,13.18,6,137,20,22,51,0,0,0,3,0,97.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,96,22,36
"RB","JULIUSJONES",146.6,"91","Julius Jones","DAL",25,16,16,0,0,0,0,0,267,1084,4.06,4,9,142,15.78,0,147,NA,27,NA,0,0,0,108.4,24,14.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,80,27,35.3
"WR","JERRICHOCOTCHERY",134.6,"53","Jerricho Cotchery","NYJ",24,16,16,0,0,0,0,0,5,25,5,0,82,961,11.72,6,135,18,23,53,0,0,0,2.5,0,96.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,101,23,34.1
"WR","LARRYFITZGERALD",130.6,"58","Larry Fitzgerald","ARI",23,13,13,0,0,0,0,0,0,0,NA,0,69,946,13.71,6,131,14,24,58,0,0,0,0,0,94.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,103,24,30.1
"QB","PHILIPRIVERS",210.42,"49","Philip Rivers*","SDG",25,16,16,284,460,3388,22,9,48,49,1.02,0,0,0,NA,0,212,21,8,49,135.52,88,-18,4.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,19,8,28.74
"TE","ALGECRUMPLER",126,"27","Alge Crumpler*","ATL",29,16,16,0,0,0,0,0,0,0,NA,0,56,780,13.93,8,126,45,2,27,0,0,0,0,0,78,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,111,2,27.4
"WR","ISAACBRUCE",127.8,"61","Isaac Bruce","STL",34,16,13,0,1,0,0,0,0,0,NA,0,74,1098,14.84,3,130,13,25,61,0,0,0,0,0,109.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,108,25,27.3
"QB","VINCEYOUNG",207.16,"55","Vince Young*","TEN",23,15,13,184,357,2199,12,13,83,552,6.65,7,0,0,NA,0,209,17,9,55,87.96,48,-26,55.2,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,21,9,25.48
"RB","SHAUNALEXANDER",136.4,"94","Shaun Alexander","SEA",29,10,10,0,0,0,0,0,252,896,3.56,7,12,48,4,0,136,NA,28,NA,0,0,0,89.6,42,4.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,98,28,25.1
"WR","BRAYLONEDWARDS",125.1,"68","Braylon Edwards","CLE",23,16,15,0,0,0,0,0,3,7,2.33,0,61,884,14.49,6,125,9,27,68,0,0,0,0.7,0,88.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,114,26,24.6
"RB","LAURENCEMARONEY",135.9,"95","Laurence Maroney","NWE",21,14,0,0,0,0,0,0,175,745,4.26,6,22,194,8.82,1,136,NA,29,NA,0,0,0,74.5,36,19.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,100,29,24.6
