"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"IND","RB","EDGERRINJAMES",315.9,2,"Edgerrin James*+",21,16,16,0,0,0,0,0,369,1553,4.21,13,62,586,9.45,4,316,186,2,2,0,0,0,155.3,78,58.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,2,1,238.9
"STL","RB","MARSHALLFAULK",314.9,1,"Marshall Faulk*+",26,16,16,0,1,0,0,0,253,1381,5.46,7,87,1048,12.05,5,317,187,1,1,0,0,0,138.1,42,104.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,4,2,237.9
"TEN","RB","EDDIEGEORGE",254.2,5,"Eddie George*",26,16,16,0,0,0,0,0,320,1304,4.08,9,47,458,9.74,4,254,124,4,5,0,0,0,130.4,54,45.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,7,3,177.2
"WAS","RB","STEPHENDAVIS",253.6,4,"Stephen Davis*",25,14,14,0,0,0,0,0,290,1405,4.84,17,23,111,4.83,0,256,126,3,4,0,0,0,140.5,102,11.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,8,4,176.6
"DAL","RB","EMMITTSMITH",229.6,8,"Emmitt Smith*",30,15,15,0,0,0,0,0,329,1397,4.25,11,27,119,4.41,2,230,100,5,8,0,0,0,139.7,66,11.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,11,5,152.6
"STL","QB","KURTWARNER",327.32,3,"Kurt Warner*+",28,16,16,325,499,4353,41,13,23,92,4,1,0,0,NA,0,329,135,1,3,174.12,164,-26,9.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1,1,152.24
"GNB","RB","DORSEYLEVENS",220.7,12,"Dorsey Levens",29,14,14,0,0,0,0,0,279,1034,3.71,9,71,573,8.07,1,221,91,6,12,0,0,0,103.4,54,57.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,13,6,143.7
"CAR","QB","STEVEBEUERLEIN",315.84,6,"Steve Beuerlein*",34,16,16,343,571,4436,36,15,27,124,4.59,2,0,0,NA,0,316,121,2,6,177.44,144,-30,12.4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,3,2,140.76
"SFO","RB","CHARLIEGARNER",212.4,13,"Charlie Garner",27,16,15,0,0,0,0,0,241,1229,5.1,4,56,535,9.55,2,212,82,7,13,0,0,0,122.9,24,53.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,16,7,135.4
"IND","WR","MARVINHARRISON",238.7,7,"Marvin Harrison*+",27,16,16,0,0,0,0,0,1,4,4,0,115,1663,14.46,12,241,120,1,7,0,0,0,0.4,0,166.3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,10,1,128.76
"NYJ","RB","CURTISMARTIN",202.3,18,"Curtis Martin",26,16,16,0,0,0,0,0,367,1464,3.99,5,45,259,5.76,0,202,72,8,18,0,0,0,146.4,30,25.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,18,8,125.3
"SEA","RB","RICKYWATTERS",201.7,19,"Ricky Watters",30,16,16,0,0,0,0,0,325,1210,3.72,5,40,387,9.68,2,202,72,9,19,0,0,0,121,30,38.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,20,9,124.7
"PHI","RB","DUCESTALEY",192.7,22,"Duce Staley",24,16,16,0,0,0,0,0,325,1273,3.92,4,41,294,7.17,2,193,63,10,22,0,0,0,127.3,24,29.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,26,10,115.7
"CIN","RB","COREYDILLON",185,26,"Corey Dillon*",25,15,15,0,0,0,0,0,263,1200,4.56,5,31,290,9.35,1,185,55,11,26,0,0,0,120,30,29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,30,11,108
"MIN","WR","RANDYMOSS",216.68,9,"Randy Moss*",22,16,16,1,1,27,1,0,4,43,10.75,0,80,1413,17.66,11,217,96,2,9,1.08,4,0,4.3,0,141.3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,15,2,106.74
"JAX","RB","JAMESSTEWART",181.9,29,"James Stewart",28,14,7,0,0,0,0,0,249,931,3.74,13,21,108,5.14,0,182,52,12,29,0,0,0,93.1,78,10.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,32,12,104.9
"OAK","RB","TYRONEWHEATLEY",179.2,32,"Tyrone Wheatley",27,16,9,0,0,0,0,0,242,936,3.87,8,21,196,9.33,3,179,49,13,32,0,0,0,93.6,48,19.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,35,13,102.2
"DEN","RB","OLANDISGARY",173.8,33,"Olandis Gary",24,12,12,0,0,0,0,0,276,1159,4.2,7,21,159,7.57,0,176,46,14,33,0,0,0,115.9,42,15.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,38,14,96.8
"TAM","RB","MIKEALSTOTT",172.8,35,"Mike Alstott*+",26,16,16,0,0,0,0,0,242,949,3.92,7,27,239,8.85,2,173,43,15,35,0,0,0,94.9,42,23.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,40,15,95.8
"MIN","WR","CRISCARTER",202.1,14,"Cris Carter*+",34,16,16,0,0,0,0,0,0,0,NA,0,90,1241,13.79,13,202,81,3,14,0,0,0,0,0,124.1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,19,3,92.16
"PIT","RB","JEROMEBETTIS",166.94,37,"Jerome Bettis",27,16,16,1,1,21,1,0,299,1091,3.65,7,21,110,5.24,0,167,37,16,37,0.84,4,0,109.1,42,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,43,16,89.94
"JAX","WR","JIMMYSMITH",199.6,15,"Jimmy Smith*",30,16,16,0,0,0,0,0,0,0,NA,0,116,1636,14.1,6,202,81,4,15,0,0,0,0,0,163.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,22,4,89.66
"OAK","QB","RICHGANNON",263.1,20,"Rich Gannon*",34,16,16,304,515,3840,24,14,46,298,6.48,2,1,-3,-3,0,265,71,3,20,153.6,96,-28,29.8,12,-0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,5,3,88.02
"CHI","WR","MARCUSROBINSON",194,16,"Marcus Robinson",24,16,11,0,0,0,0,0,0,0,NA,0,84,1400,16.67,9,194,73,5,16,0,0,0,0,0,140,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,25,5,84.06
"IND","QB","PEYTONMANNING",258.7,21,"Peyton Manning*",23,16,16,331,533,4135,26,15,35,73,2.09,2,0,0,NA,0,261,66,4,21,165.4,104,-30,7.3,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,6,4,83.62
"STL","WR","ISAACBRUCE",191.7,17,"Isaac Bruce*",27,16,16,0,0,0,0,0,5,32,6.4,0,77,1165,15.13,12,194,73,6,17,0,0,0,3.2,0,116.5,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,28,6,81.76
"CAR","TE","WESLEYWALLS",154.2,10,"Wesley Walls*",33,16,16,0,0,0,0,0,0,0,NA,0,63,822,13.05,12,154,94,1,10,0,0,0,0,0,82.2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,52,1,80.6
"NWE","RB","TERRYALLEN",156.1,42,"Terry Allen",31,16,13,0,0,0,0,0,254,896,3.53,8,14,125,8.93,1,156,26,17,42,0,0,0,89.6,48,12.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,48,17,79.1
"CHI","RB","CURTISENIS",155.6,44,"Curtis Enis",23,15,12,0,0,0,0,0,287,916,3.19,3,45,340,7.56,2,156,26,18,44,0,0,0,91.6,18,34,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,50,18,78.6
"KAN","TE","TONYGONZALEZ",150.9,11,"Tony Gonzalez*+",23,15,15,0,0,0,0,0,0,0,NA,0,76,849,11.17,11,151,91,2,11,0,0,0,0,0,84.9,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,56,2,77.3
"CLE","RB","TERRYKIRBY",152.08,51,"Terry Kirby",29,16,10,1,1,2,0,0,130,452,3.48,6,58,528,9.1,3,152,22,19,51,0.08,0,0,45.2,36,52.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,54,19,75.08
"CAR","WR","PATRICKJEFFERS",181.8,23,"Patrick Jeffers",26,15,10,0,0,0,0,0,2,16,8,0,63,1082,17.17,12,182,61,7,23,0,0,0,1.6,0,108.2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,33,7,71.86
