"pos","name","points","overall_rank","name_info","team","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","pts","ydsA","passYdsA","rushYdsA","ptsA","int","fumlRec","sack","safety","blockfg","td","ptsAPG","fumlRecoveryPts","intCaughtPts","fgBlockedPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"WR","LARRYFITZGERALD",205,"9","Larry Fitzgerald*","ARI",22,16,16,0,0,0,0,0,8,41,5.13,0,103,1409,13.68,10,205,88,2,9,0,0,0,4.1,0,140.9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,24,2,106.9
"RB","MIKEANDERSON",200.6,"21","Mike Anderson","DEN",32,15,15,0,0,0,0,0,239,1014,4.24,12,18,212,11.78,1,201,58,10,21,0,0,0,101.4,72,21.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,27,10,105.8
"WR","SANTANAMOSS",202,"10","Santana Moss*","WAS",26,16,16,0,0,0,0,0,3,-3,-1,0,84,1483,17.65,9,202,85,3,10,0,0,0,-0.3,0,148.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,25,3,103.9
"WR","CHADJOHNSON",200.5,"11","Chad Johnson*+","CIN",27,16,16,0,0,0,0,0,5,33,6.6,0,97,1432,14.76,9,201,84,4,11,0,0,0,3.3,0,143.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,28,4,102.4
"RB","STEVENJACKSON",196.6,"23","Steven Jackson","STL",22,15,15,0,0,0,0,0,254,1046,4.12,8,43,320,7.44,2,197,54,11,23,0,0,0,104.6,48,32,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,30,11,101.8
"RB","WARRICKDUNN",187.6,"28","Warrick Dunn*","ATL",30,16,16,0,0,0,0,0,280,1416,5.06,3,29,220,7.59,1,188,45,12,28,0,0,0,141.6,18,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,33,12,92.8
"WR","JOEYGALLOWAY",189.1,"14","Joey Galloway","TAM",34,16,16,0,0,0,0,0,2,4,2,0,83,1287,15.51,10,189,72,5,14,0,0,0,0.4,0,128.7,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,31,5,91
"WR","TORRYHOLT",187.3,"16","Torry Holt*","STL",29,14,14,0,0,0,0,0,1,2,2,0,102,1331,13.05,9,187,71,7,16,0,0,0,0.2,0,133.1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,34,6,89.2
"WR","CHRISCHAMBERS",187,"17","Chris Chambers*","MIA",27,16,16,0,0,0,0,0,12,92,7.67,0,82,1118,13.63,11,187,70,8,17,0,0,0,9.2,0,111.8,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,35,7,88.9
"WR","ANQUANBOLDIN",186.7,"15","Anquan Boldin","ARI",25,14,14,0,1,0,0,0,12,45,3.75,0,102,1402,13.75,7,189,72,6,15,0,0,0,4.5,0,140.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,36,8,88.6
"WR","MARVINHARRISON",186.6,"18","Marvin Harrison*","IND",33,15,15,0,0,0,0,0,0,0,NA,0,82,1146,13.98,12,187,70,9,18,0,0,0,0,0,114.6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,37,9,88.5
"QB","CARSONPALMER",267.54,"19","Carson Palmer*","CIN",26,16,16,345,509,3836,32,12,34,41,1.21,1,0,0,NA,0,270,60,1,19,153.44,128,-24,4.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,6,1,84.1
"TE","ANTONIOGATES",170.1,"8","Antonio Gates*+","SDG",25,15,15,0,0,0,0,0,0,0,NA,0,89,1101,12.37,10,170,93,1,8,0,0,0,0,0,110.1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,51,1,81.9
"RB","WILLISMCGAHEE",172.5,"39","Willis McGahee","BUF",24,16,15,0,0,0,0,0,325,1247,3.84,5,28,178,6.36,0,173,29,13,39,0,0,0,124.7,30,17.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,44,13,77.7
"RB","REUBENDROUGHNS",172.1,"40","Reuben Droughns","CLE",27,16,16,0,0,0,0,0,309,1232,3.99,2,39,369,9.46,0,172,29,14,40,0,0,0,123.2,12,36.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,45,14,77.3
"RB","WILLIEPARKER",172,"41","Willie Parker","PIT",25,15,15,0,0,0,0,0,255,1202,4.71,4,18,218,12.11,1,172,29,15,41,0,0,0,120.2,24,21.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,46,15,77.2
"RB","COREYDILLON",169.4,"43","Corey Dillon","NWE",31,12,10,0,0,0,0,0,209,733,3.51,12,22,181,8.23,1,169,26,16,43,0,0,0,73.3,72,18.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,52,16,74.6
"RB","DOMANICKWILLIAMS",167.3,"46","Domanick Williams","HOU",25,11,11,0,1,0,0,0,230,976,4.24,2,39,337,8.64,4,167,24,17,46,0,0,0,97.6,12,33.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,54,17,72.5
"QB","TOMBRADY",255.3,"27","Tom Brady*","NWE",28,16,16,334,530,4110,26,14,27,89,3.3,1,0,0,NA,0,255,45,2,27,164.4,104,-28,8.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,7,2,71.86
"RB","BRIANWESTBROOK",165.3,"47","Brian Westbrook","PHI",26,12,12,0,0,0,0,0,156,617,3.96,3,61,616,10.1,4,167,24,18,47,0,0,0,61.7,18,61.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,55,18,70.5
"RB","CADILLACWILLIAMS",161.9,"51","Cadillac Williams","TAM",23,14,14,0,0,0,0,0,290,1178,4.06,6,20,81,4.05,0,162,19,19,51,0,0,0,117.8,36,8.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,59,19,67.1
"WR","HINESWARD",164.5,"25","Hines Ward","PIT",29,15,15,0,0,0,0,0,3,10,3.33,0,69,975,14.13,11,165,48,10,25,0,0,0,1,0,97.5,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,56,10,66.4
"WR","PLAXICOBURRESS",163.4,"26","Plaxico Burress","NYG",28,16,15,0,0,0,0,0,0,0,NA,0,76,1214,15.97,7,163,47,11,26,0,0,0,0,0,121.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,57,11,65.3
"RB","CHRISBROWN",159.8,"54","Chris Brown","TEN",24,15,14,0,0,0,0,0,224,851,3.8,5,25,327,13.08,2,160,17,20,54,0,0,0,85.1,30,32.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,63,20,65
"WR","TERRYGLENN",161.2,"29","Terry Glenn","DAL",31,16,16,0,0,0,0,0,2,-4,-2,1,62,1136,18.32,7,161,45,12,29,0,0,0,-0.4,6,113.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,61,12,63.1
"QB","PEYTONMANNING",246.38,"32","Peyton Manning*+","IND",29,16,16,305,453,3747,28,10,33,45,1.36,0,0,0,NA,0,248,38,3,32,149.88,112,-20,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,8,3,62.94
"RB","JULIUSJONES",151.1,"66","Julius Jones","DAL",24,13,12,0,0,0,0,0,257,993,3.86,5,35,218,6.23,0,151,8,21,66,0,0,0,99.3,30,21.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,70,21,56.3
"RB","TATUMBELL",150.5,"67","Tatum Bell","DEN",24,15,1,0,0,0,0,0,173,921,5.32,8,18,104,5.78,0,151,7,22,67,0,0,0,92.1,48,10.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,71,22,55.7
"WR","DONALDDRIVER",153.4,"33","Donald Driver","GNB",30,16,16,0,0,0,0,0,2,13,6.5,0,86,1221,14.2,5,153,37,13,33,0,0,0,1.3,0,122.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,69,13,55.3
"WR","TJHOUSHMANDZADEH",149.8,"35","T.J. Houshmandzadeh","CIN",28,14,12,0,0,0,0,0,8,62,7.75,1,78,956,12.26,7,150,33,14,35,0,0,0,6.2,6,95.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,72,14,51.7
"QB","MATTHASSELBECK",234.76,"45","Matt Hasselbeck*","SEA",30,16,16,294,449,3459,24,9,36,124,3.44,1,0,0,NA,0,235,25,4,45,138.36,96,-18,12.4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,11,4,51.32
"WR","RANDYMOSS",148.5,"36","Randy Moss","OAK",28,16,15,0,0,0,0,0,0,0,NA,0,60,1005,16.75,8,149,32,15,36,0,0,0,0,0,100.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,73,15,50.4
"RB","RONNIEBROWN",143.9,"74","Ronnie Brown","MIA",24,15,14,0,0,0,0,0,207,907,4.38,4,32,232,7.25,1,144,1,23,74,0,0,0,90.7,24,23.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,78,23,49.1
"WR","RODSMITH",147.2,"37","Rod Smith*","DEN",35,16,16,0,1,0,0,0,1,7,7,0,85,1105,13,6,147,31,16,37,0,0,0,0.7,0,110.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,74,16,49.1
"RB","DESHAUNFOSTER",143.1,"75","DeShaun Foster","CAR",25,15,5,0,1,0,0,0,205,879,4.29,2,34,372,10.94,1,143,NA,24,75,0,0,0,87.9,12,37.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,80,24,48.3
"WR","KEENANMCCARDELL",146.3,"38","Keenan McCardell","SDG",35,16,16,0,0,0,0,0,2,6,3,0,70,917,13.1,9,146,30,17,38,0,0,0,0.6,0,91.7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,76,17,48.2
"WR","EDDIEKENNISON",144.5,"42","Eddie Kennison","KAN",32,16,16,0,0,0,0,0,7,43,6.14,0,68,1102,16.21,5,145,28,18,42,0,0,0,4.3,0,110.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,77,18,46.4
"QB","ELIMANNING",226.48,"52","Eli Manning","NYG",24,16,16,294,557,3762,24,17,29,80,2.76,1,0,0,NA,0,228,19,5,52,150.48,96,-34,8,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,13,5,43.04
"TE","JEREMYSHOCKEY",131.1,"22","Jeremy Shockey*","NYG",25,15,15,0,0,0,0,0,0,0,NA,0,65,891,13.71,7,133,56,2,22,0,0,0,0,0,89.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,95,2,42.9
"QB","MICHAELVICK",224.78,"53","Michael Vick*","ATL",25,15,15,214,387,2412,15,13,102,597,5.85,6,1,-14,-14,0,227,17,6,53,96.48,60,-26,59.7,36,-1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,15,6,41.34
"WR","JIMMYSMITH",138.3,"48","Jimmy Smith","JAX",36,16,16,0,0,0,0,0,0,0,NA,0,70,1023,14.61,6,138,22,19,48,0,0,0,0,0,102.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,83,19,40.2
"TE","TODDHEAP",127.5,"24","Todd Heap","BAL",25,16,16,0,0,0,0,0,0,0,NA,0,75,855,11.4,7,128,51,3,24,0,0,0,0,0,85.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,100,3,39.3
"RB","JAMALLEWIS",133.7,"89","Jamal Lewis","BAL",26,15,15,0,0,0,0,0,269,906,3.37,3,32,191,5.97,1,134,NA,25,NA,0,0,0,90.6,18,19.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,90,25,38.9
"WR","DONTESTALLWORTH",136.7,"50","Donte' Stallworth","NOR",25,16,13,0,0,0,0,0,2,2,1,0,70,945,13.5,7,137,20,21,50,0,0,0,0.2,0,94.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,86,20,38.6
"WR","REGGIEWAYNE",135.5,"49","Reggie Wayne","IND",27,16,16,0,0,0,0,0,0,0,NA,0,83,1055,12.71,5,138,21,20,49,0,0,0,0,0,105.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,88,21,37.4
"QB","DREWBLEDSOE",220.56,"57","Drew Bledsoe","DAL",33,16,16,300,499,3639,23,17,34,50,1.47,2,0,0,NA,0,223,13,7,57,145.56,92,-34,5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,16,7,37.12
"RB","STEPHENDAVIS",131.4,"91","Stephen Davis","CAR",31,13,11,0,0,0,0,0,180,549,3.05,12,5,45,9,0,131,NA,26,NA,0,0,0,54.9,72,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,94,26,36.6
"QB","DREWBREES",219.94,"60","Drew Brees","SDG",26,16,16,323,500,3576,24,15,21,49,2.33,1,0,0,NA,0,220,10,9,60,143.04,96,-30,4.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,17,8,36.5
"QB","JAKEPLUMMER",219.74,"58","Jake Plummer*","DEN",31,16,16,277,456,3366,18,7,46,151,3.28,2,0,0,NA,0,222,12,8,58,134.64,72,-14,15.1,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,18,9,36.3
"QB","TRENTGREEN",216.76,"62","Trent Green*","KAN",35,16,16,317,507,4014,17,10,35,82,2.34,0,0,0,NA,0,219,9,10,62,160.56,68,-20,8.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,19,10,33.32
"QB","KERRYCOLLINS",216.26,"69","Kerry Collins","OAK",33,15,15,302,565,3759,20,12,17,39,2.29,1,0,0,NA,0,216,6,11,69,150.36,80,-24,3.9,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,20,11,32.82
"WR","DEIONBRANCH",129.8,"55","Deion Branch","NWE",26,16,15,0,0,0,0,0,0,0,NA,0,78,998,12.79,5,130,13,22,55,0,0,0,0,0,99.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,98,22,31.7
"WR","JOEJUREVICIUS",129.4,"56","Joe Jurevicius","SEA",31,16,11,0,0,0,0,0,0,0,NA,0,55,694,12.62,10,129,13,23,56,0,0,0,0,0,69.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,99,23,31.3
"TE","CHRISCOOLEY",119.4,"31","Chris Cooley","WAS",23,16,16,0,0,0,0,0,0,0,NA,0,71,774,10.9,7,119,42,5,31,0,0,0,0,0,77.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,119,4,31.2
"TE","ALGECRUMPLER",117.7,"30","Alge Crumpler*","ATL",28,16,16,0,0,0,0,0,0,0,NA,0,65,877,13.49,5,120,43,4,30,0,0,0,0,0,87.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,123,5,29.5
"WR","DERRICKMASON",125.3,"63","Derrick Mason","BAL",31,16,16,0,0,0,0,0,0,0,NA,0,86,1073,12.48,3,125,9,24,63,0,0,0,0,0,107.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,103,24,27.2
