"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"SFO","QB","JEFFGARCIA",300.92,9,"Jeff Garcia*",31,16,16,316,504,3538,32,12,72,254,3.53,5,0,0,NA,0,305,93,1,9,141.52,128,-24,25.4,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,1,104.68
"STL","QB","KURTWARNER",299.2,10,"Kurt Warner*+",30,16,16,375,546,4830,36,22,28,60,2.14,0,0,0,NA,0,301,89,2,10,193.2,144,-44,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,3,2,102.96
"DEN","WR","RODSMITH",203,15,"Rod Smith*",31,15,14,0,0,0,0,0,3,27,9,0,113,1343,11.88,11,205,76,4,15,0,0,0,2.7,0,134.3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,26,4,102.5
"WAS","RB","STEPHENDAVIS",193.7,17,"Stephen Davis",27,16,16,0,0,0,0,0,356,1432,4.02,5,28,205,7.32,0,196,61,10,17,0,0,0,143.2,30,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,29,10,102.1
"IND","RB","DOMINICRHODES",186.8,25,"Dominic Rhodes",22,15,10,0,0,0,0,0,233,1104,4.74,9,34,224,6.59,0,187,52,11,25,0,0,0,110.4,54,22.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,34,11,95.2
"SFO","RB","GARRISONHEARST",185.3,27,"Garrison Hearst*",30,16,16,0,0,0,0,0,252,1206,4.79,4,41,347,8.46,1,185,50,12,27,0,0,0,120.6,24,34.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,35,12,93.7
"MIN","WR","RANDYMOSS",188.26,19,"Randy Moss",24,16,16,1,1,29,0,0,3,38,12.67,0,82,1233,15.04,10,188,59,5,19,1.16,0,0,3.8,0,123.3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,31,5,87.76
"CHI","RB","ANTHONYTHOMAS",178.1,31,"Anthony Thomas",24,14,10,0,0,0,0,0,278,1183,4.26,7,22,178,8.09,0,180,45,13,31,0,0,0,118.3,42,17.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,39,13,86.5
"JAX","WR","JIMMYSMITH",185,22,"Jimmy Smith*",32,16,16,0,0,0,0,0,1,-3,-3,0,112,1373,12.26,8,185,56,6,22,0,0,0,-0.3,0,137.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,36,6,84.5
"OAK","QB","RICHGANNON",278.22,16,"Rich Gannon*",36,16,16,361,549,3828,27,9,63,231,3.67,2,0,0,NA,0,280,68,3,16,153.12,108,-18,23.1,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,4,3,81.98
"NOR","WR","JOEHORN",180.9,26,"Joe Horn*",29,16,16,0,1,0,0,0,1,4,4,0,83,1265,15.24,9,181,52,7,26,0,0,0,0.4,0,126.5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,37,7,80.4
"STL","WR","TORRYHOLT",178.3,28,"Torry Holt*",25,16,14,0,0,0,0,0,2,0,0,0,81,1363,16.83,7,178,49,8,28,0,0,0,0,0,136.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,38,8,77.8
"MIA","RB","LAMARSMITH",168.2,38,"Lamar Smith",31,16,16,0,0,0,0,0,313,968,3.09,6,30,234,7.8,2,168,33,15,38,0,0,0,96.8,36,23.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,43,14,76.6
"NYG","RB","TIKIBARBER",168.2,36,"Tiki Barber",26,14,9,0,0,0,0,0,166,865,5.21,4,72,577,8.01,0,170,35,14,36,0,0,0,86.5,24,57.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,44,15,76.6
"OAK","WR","TIMBROWN",174.4,30,"Tim Brown*",35,16,16,0,0,0,0,0,4,39,9.75,0,91,1165,12.8,9,174,45,9,30,0,0,0,3.9,0,116.5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,40,9,73.9
"JAX","RB","STACEYMACK",164.2,42,"Stacey Mack",26,16,11,0,0,0,0,0,213,877,4.12,9,23,165,7.17,1,164,29,16,42,0,0,0,87.7,54,16.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,48,16,72.6
"GNB","QB","BRETTFAVRE",266.44,21,"Brett Favre*",32,16,16,314,510,3921,32,15,38,56,1.47,1,0,0,NA,0,268,56,5,21,156.84,128,-30,5.6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,6,4,70.2
"PHI","QB","DONOVANMCNABB",265.52,24,"Donovan McNabb*",25,16,16,285,493,3233,25,12,82,482,5.88,2,0,0,NA,0,266,53,7,24,129.32,100,-24,48.2,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,7,5,69.28
"TEN","QB","STEVEMCNAIR",265.4,18,"Steve McNair",28,15,15,264,431,3350,21,12,75,414,5.52,5,0,0,NA,0,271,59,4,18,134,84,-24,41.4,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,8,6,69.16
"OAK","RB","CHARLIEGARNER",159.7,44,"Charlie Garner",29,16,16,0,0,0,0,0,211,839,3.98,1,72,578,8.03,2,162,27,17,44,0,0,0,83.9,6,57.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,51,17,68.1
"OAK","WR","JERRYRICE",167.9,34,"Jerry Rice",39,16,15,0,0,0,0,0,0,0,NA,0,83,1139,13.72,9,168,39,11,34,0,0,0,0,0,113.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,45,10,67.4
"IND","QB","PEYTONMANNING",262.94,23,"Peyton Manning",25,16,16,343,547,4131,26,23,35,157,4.49,4,0,0,NA,0,267,55,6,23,165.24,104,-46,15.7,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,10,7,66.7
"TEN","WR","DERRICKMASON",166.8,33,"Derrick Mason",27,15,15,0,0,0,0,0,0,0,NA,0,73,1128,15.45,9,169,40,10,33,0,0,0,0,0,112.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,46,11,66.3
"SDG","WR","CURTISCONWAY",166.1,35,"Curtis Conway",30,16,16,0,0,0,0,0,7,116,16.57,1,71,1125,15.85,6,166,37,12,35,0,0,0,11.6,6,112.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,47,12,65.6
"TAM","RB","MIKEALSTOTT",157.1,45,"Mike Alstott*",28,16,16,0,0,0,0,0,165,680,4.12,10,35,231,6.6,1,161,26,18,45,0,0,0,68,60,23.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,55,18,65.5
"CLE","WR","KEVINJOHNSON",163.7,37,"Kevin Johnson",25,16,16,0,0,0,0,0,0,0,NA,0,84,1097,13.06,9,164,35,13,37,0,0,0,0,0,109.7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,49,13,63.2
"CHI","WR","MARTYBOOKER",161.26,39,"Marty Booker",25,16,16,1,2,34,1,0,4,8,2,0,100,1071,10.71,8,161,32,14,39,1.36,4,0,0.8,0,107.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,50,14,60.76
"TEN","RB","EDDIEGEORGE",151.8,54,"Eddie George",28,16,16,0,0,0,0,0,315,939,2.98,5,37,279,7.54,0,152,17,19,54,0,0,0,93.9,30,27.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,58,19,60.2
"NOR","QB","AARONBROOKS",255.08,32,"Aaron Brooks",25,16,16,312,558,3832,26,22,80,358,4.48,1,0,0,NA,0,257,45,8,32,153.28,104,-44,35.8,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,12,8,58.84
"NWE","WR","TROYBROWN",159,41,"Troy Brown*",30,16,13,0,0,0,0,0,11,91,8.27,0,101,1199,11.87,5,159,30,15,41,0,0,0,9.1,0,119.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,53,15,58.5
"SEA","WR","DARRELLJACKSON",157,43,"Darrell Jackson",23,16,16,0,0,0,0,0,1,9,9,0,70,1081,15.44,8,157,28,16,43,0,0,0,0.9,0,108.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,56,16,56.5
"PHI","RB","DUCESTALEY",147,55,"Duce Staley",26,13,10,0,0,0,0,0,166,604,3.64,2,63,626,9.94,2,147,12,20,55,0,0,0,60.4,12,62.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,61,20,55.4
"PIT","RB","JEROMEBETTIS",141.28,66,"Jerome Bettis*",29,11,11,1,2,32,1,0,225,1072,4.76,4,8,48,6,0,141,6,21,66,1.28,4,0,107.2,24,4.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,67,21,49.68
"ARI","RB","MICHAELPITTMAN",141,67,"Michael Pittman",26,15,14,0,0,0,0,0,241,846,3.51,5,42,264,6.29,0,141,6,22,67,0,0,0,84.6,30,26.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,69,22,49.4
"STL","WR","ISAACBRUCE",148.9,48,"Isaac Bruce*",29,16,16,0,0,0,0,0,4,23,5.75,0,64,1106,17.28,6,149,20,19,48,0,0,0,2.3,0,110.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,59,17,48.4
"BAL","WR","QADRYISMAIL",147.9,46,"Qadry Ismail",31,16,15,0,0,0,0,0,0,0,NA,0,74,1059,14.31,7,150,21,17,46,0,0,0,0,0,105.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,60,18,47.4
"KAN","TE","TONYGONZALEZ",130.2,20,"Tony Gonzalez*+",25,16,16,1,1,40,0,0,1,9,9,0,73,917,12.56,6,132,57,1,20,1.6,0,0,0.9,0,91.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,83,1,47.3
"JAX","WR","KEENANMCCARDELL",147,47,"Keenan McCardell",31,16,16,0,0,0,0,0,0,0,NA,0,93,1110,11.94,6,149,20,18,47,0,0,0,0,0,111,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,61,19,46.5
"GNB","WR","BILLSCHROEDER",146.4,52,"Bill Schroeder",30,14,14,0,0,0,0,0,1,6,6,0,53,918,17.32,9,146,17,20,52,0,0,0,0.6,0,91.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,63,20,45.9
"PIT","QB","KORDELLSTEWART",242.06,40,"Kordell Stewart*",29,16,16,266,442,3109,14,11,96,537,5.59,5,0,0,NA,0,242,30,9,40,124.36,56,-22,53.7,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,15,9,45.82
"TAM","RB","WARRICKDUNN",136.4,72,"Warrick Dunn",26,13,12,0,0,0,0,0,158,447,2.83,3,68,557,8.19,3,136,1,23,72,0,0,0,44.7,18,55.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,74,23,44.8
"ATL","RB","MAURICESMITH",135,75,"Maurice Smith",25,16,12,0,0,0,0,0,237,760,3.21,5,19,230,12.11,1,135,NA,24,75,0,0,0,76,30,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,77,24,43.4
"BUF","WR","PEERLESSPRICE",141.2,56,"Peerless Price",25,16,16,0,0,0,0,0,6,97,16.17,0,55,895,16.27,7,141,12,21,56,0,0,0,9.7,0,89.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,68,21,40.7
"DAL","RB","EMMITTSMITH",131.7,93,"Emmitt Smith",32,14,14,0,0,0,0,0,261,1021,3.91,3,17,116,6.82,0,132,NA,25,NA,0,0,0,102.1,18,11.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,82,25,40.1
"DET","WR","JOHNNIEMORTON",140,58,"Johnnie Morton",30,16,16,0,0,0,0,0,1,6,6,0,77,1154,14.99,4,140,11,22,58,0,0,0,0.6,0,115.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,70,22,39.5
"NYJ","WR","LAVERANUESCOLES",139.6,59,"Laveranues Coles",24,16,16,0,0,0,0,0,10,108,10.8,0,59,868,14.71,7,140,10,23,59,0,0,0,10.8,0,86.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,71,23,39.1
"IND","TE","MARCUSPOLLARD",121.9,29,"Marcus Pollard",29,16,16,0,0,0,0,0,0,0,NA,0,47,739,15.72,8,122,47,2,29,0,0,0,0,0,73.9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,91,2,39
"PHI","WR","JAMESTHRASH",137,61,"James Thrash",26,15,15,0,0,0,0,0,6,57,9.5,0,63,833,13.22,8,137,8,24,61,0,0,0,5.7,0,83.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,72,24,36.5
"PIT","WR","PLAXICOBURRESS",136.8,63,"Plaxico Burress",24,16,16,0,0,0,0,0,0,0,NA,0,66,1008,15.27,6,137,8,25,63,0,0,0,0,0,100.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,73,25,36.3
"NYG","WR","AMANITOOMER",136.2,65,"Amani Toomer",27,16,14,0,0,0,0,0,3,8,2.67,0,72,1054,14.64,5,136,7,27,65,0,0,0,0.8,0,105.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,75,26,35.7
"NOR","WR","WILLIEJACKSON",134.6,64,"Willie Jackson",30,16,16,0,0,0,0,0,0,0,NA,0,81,1046,12.91,5,137,7,26,64,0,0,0,0,0,104.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,78,27,34.1
"MIA","QB","JAYFIEDLER",229.7,50,"Jay Fiedler",30,16,16,273,450,3290,20,19,73,321,4.4,4,0,0,NA,0,230,18,10,50,131.6,80,-38,32.1,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,18,10,33.46
"PIT","WR","HINESWARD",132.6,69,"Hines Ward*",25,16,16,0,1,0,0,0,10,83,8.3,0,94,1003,10.67,4,133,3,29,69,0,0,0,8.3,0,100.3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,80,28,32.1
"TAM","WR","KEYSHAWNJOHNSON",132.6,68,"Keyshawn Johnson*",29,15,15,0,0,0,0,0,0,0,NA,0,106,1266,11.94,1,133,3,28,68,0,0,0,0,0,126.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,80,28,32.1
"CLE","RB","JAMELWHITE",122.1,97,"Jamel White",24,16,7,0,0,0,0,0,126,443,3.52,5,44,418,9.5,1,124,NA,26,NA,0,0,0,44.3,30,41.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,89,26,30.5
"MIA","WR","CHRISCHAMBERS",129.2,76,"Chris Chambers",23,16,7,0,0,0,0,0,1,-11,-11,0,48,883,18.4,7,129,NA,30,76,0,0,0,-1.1,0,88.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,84,30,28.7
"NYG","RB","RONDAYNE",117.7,100,"Ron Dayne",23,16,7,0,0,0,0,0,180,690,3.83,7,8,67,8.38,0,120,NA,27,NA,0,0,0,69,42,6.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,96,27,26.1
"TEN","WR","KEVINDYSON",124.5,94,"Kevin Dyson",26,16,16,0,0,0,0,0,0,0,NA,0,54,825,15.28,7,127,NA,31,NA,0,0,0,0,0,82.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,86,31,24
"BUF","RB","TRAVISHENRY",114.8,103,"Travis Henry",23,13,12,0,0,0,0,0,213,729,3.42,4,22,179,8.14,0,115,NA,28,NA,0,0,0,72.9,24,17.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,103,28,23.2
"MIN","WR","CRISCARTER",123.5,96,"Cris Carter",36,16,16,0,0,0,0,0,1,4,4,0,73,871,11.93,6,124,NA,32,NA,0,0,0,0.4,0,87.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,88,32,23
"BUF","WR","ERICMOULDS",120.7,98,"Eric Moulds",28,16,16,0,0,0,0,0,3,3,1,0,67,904,13.49,5,123,NA,33,NA,0,0,0,0.3,0,90.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,92,33,20.2
"MIN","RB","MICHAELBENNETT",108.8,106,"Michael Bennett",23,13,13,0,0,0,0,0,172,682,3.97,2,29,226,7.79,1,109,NA,29,NA,0,0,0,68.2,12,22.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,109,29,17.2
"GNB","WR","ANTONIOFREEMAN",117.3,101,"Antonio Freeman",29,16,16,0,0,0,0,0,1,-5,-5,0,52,818,15.73,6,119,NA,34,NA,0,0,0,-0.5,0,81.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,97,34,16.8
"NWE","WR","DAVIDPATTEN",116,102,"David Patten",27,16,14,1,2,60,1,1,5,67,13.4,1,51,749,14.69,4,116,NA,35,NA,2.4,4,-2,6.7,6,74.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,99,35,15.5
"JAX","QB","MARKBRUNELL",210.76,74,"Mark Brunell",31,15,15,289,473,3309,19,13,39,224,5.74,1,0,0,NA,0,213,1,11,74,132.36,76,-26,22.4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,23,11,14.52
"SFO","RB","KEVANBARLOW",105.9,109,"Kevan Barlow",22,15,0,0,0,0,0,0,125,512,4.1,4,22,247,11.23,1,106,NA,30,NA,0,0,0,51.2,24,24.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,111,30,14.3
"DET","RB","JAMESSTEWART",104.7,110,"James Stewart",30,11,10,0,0,0,0,0,143,685,4.79,1,23,242,10.52,1,105,NA,32,NA,0,0,0,68.5,6,24.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,113,31,13.1
"IND","RB","EDGERRINJAMES",103.5,108,"Edgerrin James",23,6,6,0,0,0,0,0,151,662,4.38,3,24,193,8.04,0,106,NA,31,NA,0,0,0,66.2,18,19.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,115,32,11.9
"SDG","WR","JEFFGRAHAM",111.1,105,"Jeff Graham",32,14,11,0,0,0,0,0,0,0,NA,0,52,811,15.6,5,111,NA,36,NA,0,0,0,0,0,81.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,106,36,10.6
"BUF","RB","LARRYCENTERS",102,112,"Larry Centers*",33,16,13,0,0,0,0,0,34,160,4.71,2,80,620,7.75,2,102,NA,33,NA,0,0,0,16,12,62,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,116,33,10.4
"BAL","TE","SHANNONSHARPE",93.1,49,"Shannon Sharpe*",33,16,15,0,0,0,0,0,0,0,NA,0,73,811,11.11,2,93,18,3,49,0,0,0,0,0,81.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,132,3,10.2
"ARI","QB","JAKEPLUMMER",206.42,79,"Jake Plummer",27,16,16,304,525,3653,18,14,35,163,4.66,0,0,0,NA,0,208,NA,13,NA,146.12,72,-28,16.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,24,12,10.18
"MIN","QB","DAUNTECULPEPPER",206.08,78,"Daunte Culpepper",24,11,11,235,366,2612,14,13,71,416,5.86,5,1,0,0,0,212,NA,12,78,104.48,56,-26,41.6,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,25,13,9.84
"DEN","TE","DESMONDCLARK",92.6,51,"Desmond Clark",24,16,4,0,0,0,0,0,0,0,NA,0,51,566,11.1,6,93,17,4,51,0,0,0,0,0,56.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,134,4,9.69999999999999
"TEN","TE","FRANKWYCHECK",92.14,53,"Frank Wycheck",30,16,16,1,1,21,0,0,1,1,1,0,60,672,11.2,4,92,17,5,53,0.84,0,0,0.1,0,67.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,135,5,9.23999999999999
"NYG","QB","KERRYCOLLINS",201.66,80,"Kerry Collins",29,16,16,327,568,3764,19,16,39,73,1.87,0,1,-2,-2,0,202,NA,14,NA,150.56,76,-32,7.3,0,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,27,14,5.41999999999999
"DEN","RB","MIKEANDERSON",96.4,116,"Mike Anderson",28,16,7,0,0,0,0,0,175,678,3.87,4,8,46,5.75,0,98,NA,34,NA,0,0,0,67.8,24,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,123,34,4.79999999999998
"NYG","WR","IKEHILLIARD",104,111,"Ike Hilliard",25,14,10,0,0,0,0,0,1,21,21,0,52,659,12.67,6,104,NA,37,NA,0,0,0,2.1,0,65.9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,114,37,3.5
"GNB","TE","BUBBAFRANKS",86.2,57,"Bubba Franks*",23,16,14,0,0,0,0,0,0,0,NA,0,36,322,8.94,9,86,11,6,57,0,0,0,0,0,32.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,146,6,3.3
"CAR","RB","RICHARDHUNTLEY",94.6,117,"Richard Huntley",29,14,9,0,1,0,0,0,165,665,4.03,2,21,101,4.81,1,95,NA,35,NA,0,0,0,66.5,12,10.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,130,35,2.99999999999999
"MIN","TE","BYRONCHAMBERLAIN",84.6,60,"Byron Chamberlain*",30,16,15,0,0,0,0,0,0,0,NA,0,57,666,11.68,3,85,9,7,60,0,0,0,0,0,66.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,148,7,1.7
"TAM","QB","BRADJOHNSON",196.24,81,"Brad Johnson",33,16,16,340,559,3406,13,11,39,120,3.08,3,0,0,NA,0,200,NA,15,NA,136.24,52,-22,12,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,28,15,0
