"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"KAN","RB","PRIESTHOLMES",372.7,1,"Priest Holmes*+",29,14,14,0,1,0,0,0,313,1615,5.16,21,70,672,9.6,3,373,218,1,1,0,0,0,161.5,126,67.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,1,267.2
"MIA","RB","RICKYWILLIAMS",323.6,2,"Ricky Williams*+",25,16,16,0,0,0,0,0,383,1853,4.84,16,47,363,7.72,1,324,169,2,2,0,0,0,185.3,96,36.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2,2,218.1
"SDG","RB","LADAINIANTOMLINSON",307.2,3,"LaDainian Tomlinson*",23,16,16,0,0,0,0,0,372,1683,4.52,14,79,489,6.19,1,307,153,3,3,0,0,0,168.3,84,48.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,3,3,201.7
"DEN","RB","CLINTONPORTIS",289.2,4,"Clinton Portis",21,16,12,0,0,0,0,0,273,1508,5.52,15,33,364,11.03,2,289,135,4,4,0,0,0,150.8,90,36.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,7,4,183.7
"SEA","RB","SHAUNALEXANDER",271.5,6,"Shaun Alexander",25,16,16,0,0,0,0,0,295,1175,3.98,16,59,460,7.8,2,272,117,5,6,0,0,0,117.5,96,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,8,5,166
"NOR","RB","DEUCEMCALLISTER",270,7,"Deuce McAllister*",24,15,15,0,0,0,0,0,325,1388,4.27,13,47,352,7.49,3,270,116,6,7,0,0,0,138.8,78,35.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,9,6,164.5
"NYG","RB","TIKIBARBER",264.4,8,"Tiki Barber",27,16,15,0,0,0,0,0,304,1387,4.56,11,69,597,8.65,0,264,110,7,8,0,0,0,138.7,66,59.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,11,7,158.9
"BUF","RB","TRAVISHENRY",258.7,11,"Travis Henry*",24,16,16,0,0,0,0,0,325,1438,4.42,13,43,309,7.19,1,259,104,8,11,0,0,0,143.8,78,30.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,13,8,153.2
"OAK","RB","CHARLIEGARNER",256.3,12,"Charlie Garner",30,16,15,0,0,0,0,0,182,962,5.29,7,91,941,10.34,4,256,102,9,12,0,0,0,96.2,42,94.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,15,9,150.8
"IND","WR","MARVINHARRISON",239.2,5,"Marvin Harrison*+",30,16,16,0,0,0,0,0,2,10,5,0,143,1722,12.04,11,241,121,1,5,0,0,0,1,0,172.2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,20,1,131.6
"TEN","RB","EDDIEGEORGE",226,14,"Eddie George",29,16,16,0,0,0,0,0,343,1165,3.4,12,36,255,7.08,2,228,74,10,14,0,0,0,116.5,72,25.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,23,10,120.5
"JAX","RB","FREDTAYLOR",220.2,16,"Fred Taylor",26,16,16,0,0,0,0,0,287,1314,4.58,8,49,408,8.33,0,224,70,11,16,0,0,0,131.4,48,40.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,25,11,114.7
"SFO","WR","TERRELLOWENS",221.9,10,"Terrell Owens*+",29,14,14,0,0,0,0,0,7,79,11.29,1,100,1300,13,13,226,106,3,10,0,0,0,7.9,6,130,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,24,2,114.3
"BAL","RB","JAMALLEWIS",218.9,19,"Jamal Lewis",23,16,15,0,0,0,0,0,308,1327,4.31,6,47,442,9.4,1,219,65,12,19,0,0,0,132.7,36,44.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,27,12,113.4
"GNB","RB","AHMANGREEN",217.3,21,"Ahman Green*",25,14,14,0,0,0,0,0,286,1240,4.34,7,57,393,6.89,2,217,63,13,21,0,0,0,124,42,39.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,29,13,111.8
"PIT","WR","HINESWARD",219.1,9,"Hines Ward*",26,16,16,0,0,0,0,0,12,142,11.83,0,112,1329,11.87,12,227,107,2,9,0,0,0,14.2,0,132.9,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,26,3,111.5
"OAK","QB","RICHGANNON",305.16,13,"Rich Gannon*+",37,16,16,418,618,4689,26,10,50,156,3.12,3,0,0,NA,0,309,80,1,13,187.56,104,-20,15.6,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,4,1,104.2
"STL","RB","MARSHALLFAULK",209,28,"Marshall Faulk*",29,14,10,0,0,0,0,0,212,953,4.5,8,80,537,6.71,2,209,55,14,28,0,0,0,95.3,48,53.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,31,14,103.5
"MIN","QB","DAUNTECULPEPPER",301.02,15,"Daunte Culpepper",25,16,16,333,549,3853,18,23,106,609,5.75,10,0,0,NA,0,303,73,2,15,154.12,72,-46,60.9,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,5,2,100.06
"PHI","RB","DUCESTALEY",205,29,"Duce Staley",27,16,16,0,0,0,0,0,269,1029,3.83,5,51,541,10.61,3,207,53,15,29,0,0,0,102.9,30,54.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,32,15,99.5
"CIN","RB","COREYDILLON",202.9,30,"Corey Dillon",28,16,16,0,0,0,0,0,314,1311,4.18,7,43,298,6.93,0,203,49,16,30,0,0,0,131.1,42,29.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,33,16,97.4
"MIN","RB","MICHAELBENNETT",200.7,32,"Michael Bennett*",24,16,16,0,0,0,0,0,255,1296,5.08,5,37,351,9.49,1,201,46,17,32,0,0,0,129.6,30,35.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,35,17,95.2
"ATL","QB","MICHAELVICK",292.74,20,"Michael Vick*",22,15,15,231,421,2936,16,8,113,777,6.88,8,0,16,NA,0,293,63,3,20,117.44,64,-16,77.7,48,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,6,3,91.78
"BUF","WR","ERICMOULDS",189.9,17,"Eric Moulds*",29,16,15,0,0,0,0,0,1,7,7,0,100,1292,12.92,10,190,70,4,17,0,0,0,0.7,0,129.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,37,4,82.3
"NYJ","RB","CURTISMARTIN",187.6,41,"Curtis Martin",29,16,16,0,0,0,0,0,261,1094,4.19,7,49,362,7.39,0,190,35,18,41,0,0,0,109.4,42,36.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,40,18,82.1
"ATL","RB","WARRICKDUNN",184.4,44,"Warrick Dunn",27,15,14,0,0,0,0,0,230,927,4.03,7,50,377,7.54,2,184,30,20,44,0,0,0,92.7,42,37.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,44,19,78.9
"MIN","WR","RANDYMOSS",186.32,18,"Randy Moss*",25,16,16,1,3,13,1,0,6,51,8.5,0,106,1347,12.71,7,186,66,5,18,0.52,4,0,5.1,0,134.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,42,5,78.72
"SFO","RB","GARRISONHEARST",182.9,43,"Garrison Hearst",31,16,16,0,0,0,0,0,215,972,4.52,8,48,317,6.6,1,185,31,19,43,0,0,0,97.2,48,31.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,45,20,77.4
"NYG","WR","AMANITOOMER",182.5,23,"Amani Toomer",28,16,16,0,0,0,0,0,1,2,2,0,82,1343,16.38,8,183,62,6,23,0,0,0,0.2,0,134.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,46,6,74.9
"ARI","RB","MARCELSHIPP",178.7,54,"Marcel Shipp",24,15,6,0,0,0,0,0,188,834,4.44,6,38,413,10.87,3,179,24,21,54,0,0,0,83.4,36,41.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,47,21,73.2
"BUF","WR","PEERLESSPRICE",177.9,25,"Peerless Price",26,16,16,0,0,0,0,0,3,-13,-4.33,0,94,1252,13.32,9,178,58,8,25,0,0,0,-1.3,0,125.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,48,7,70.3
"PIT","WR","PLAXICOBURRESS",174.5,24,"Plaxico Burress",25,16,15,0,0,0,0,0,0,0,NA,0,78,1325,16.99,7,179,58,7,24,0,0,0,0,0,132.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,50,8,66.9
"DET","RB","JAMESSTEWART",171.4,60,"James Stewart",31,14,9,0,1,0,0,0,231,1021,4.42,4,46,333,7.24,2,171,17,23,60,0,0,0,102.1,24,33.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,52,22,65.9
"NOR","WR","JOEHORN",173.4,27,"Joe Horn*",30,16,16,0,0,0,0,0,1,2,2,0,88,1312,14.91,7,175,55,9,27,0,0,0,0.2,0,131.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,51,9,65.8
"NWE","RB","ANTOWAINSMITH",170.5,59,"Antowain Smith",30,16,15,0,0,0,0,0,252,982,3.9,6,31,243,7.84,2,173,18,22,59,0,0,0,98.2,36,24.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,53,23,65
"IND","QB","PEYTONMANNING",264.8,37,"Peyton Manning*",26,16,16,392,591,4200,27,19,38,148,3.89,2,0,0,NA,0,269,39,4,37,168,108,-38,14.8,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,10,4,63.84
"GNB","WR","DONALDDRIVER",167.4,31,"Donald Driver*",27,16,16,0,0,0,0,0,8,70,8.75,0,70,1064,15.2,9,167,47,10,31,0,0,0,7,0,106.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,54,10,59.8
"BUF","QB","DREWBLEDSOE",259.06,46,"Drew Bledsoe*",30,16,16,375,610,4359,24,15,27,67,2.48,2,0,0,NA,0,259,29,6,46,174.36,96,-30,6.7,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,12,5,58.1
"OAK","WR","JERRYRICE",165.1,33,"Jerry Rice*",40,16,16,0,0,0,0,0,3,20,6.67,0,92,1211,13.16,7,165,45,11,33,0,0,0,2,0,121.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,56,11,57.5
