"pos","name","points","overall_rank","name_info","team","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","pts","ydsA","passYdsA","rushYdsA","ptsA","int","fumlRec","sack","safety","blockfg","td","ptsAPG","fumlRecoveryPts","intCaughtPts","fgBlockedPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"WR","REGGIEWAYNE",211.4,"8","Reggie Wayne*","IND",29,16,16,0,0,0,0,0,1,4,4,0,104,1510,14.52,10,211,94,4,8,0,0,0,0.4,0,151,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,23,4,110.8
"QB","TONYROMO",299.34,"12","Tony Romo*","DAL",27,16,16,335,520,4211,36,19,31,129,4.16,2,0,0,NA,0,299,81,2,12,168.44,144,-38,12.9,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,2,108.48
"WR","LARRYFITZGERALD",200.9,"11","Larry Fitzgerald*","ARI",24,15,15,0,0,0,0,0,0,0,NA,0,100,1409,14.09,10,201,84,5,11,0,0,0,0,0,140.9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,25,5,100.3
"WR","CHADJOHNSON",196.7,"13","Chad Johnson*","CIN",29,16,16,0,0,0,0,0,6,47,7.83,0,93,1440,15.48,8,197,80,6,13,0,0,0,4.7,0,144,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,28,6,96.1
"RB","MARIONBARBER",197.7,"24","Marion Barber*","DAL",24,16,0,0,0,0,0,0,204,975,4.78,10,44,282,6.41,2,198,56,7,24,0,0,0,97.5,60,28.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,27,7,94
"RB","WILLISMCGAHEE",191.8,"28","Willis McGahee*","BAL",26,15,15,0,0,0,0,0,294,1207,4.11,7,43,231,5.37,1,192,50,8,28,0,0,0,120.7,42,23.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,30,8,88.1
"WR","TJHOUSHMANDZADEH",187.7,"17","T.J. Houshmandzadeh*","CIN",30,16,15,0,0,0,0,0,5,14,2.8,0,112,1143,10.21,12,188,71,7,17,0,0,0,1.4,0,114.3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,34,7,87.1
"RB","FRANKGORE",189.8,"30","Frank Gore","SFO",24,15,15,0,0,0,0,0,260,1102,4.24,5,53,436,8.23,1,190,48,9,30,0,0,0,110.2,30,43.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,32,9,86.1
"WR","MARQUESCOLSTON",186.2,"18","Marques Colston","NOR",24,16,14,0,0,0,0,0,0,0,NA,0,98,1202,12.27,11,186,69,8,18,0,0,0,0,0,120.2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,36,8,85.6
"QB","PEYTONMANNING",275.1,"22","Peyton Manning*","IND",31,16,16,337,515,4040,31,14,20,-5,-0.25,3,0,0,NA,0,277,59,3,22,161.6,124,-28,-0.5,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,6,3,84.24
"RB","EDGERRINJAMES",184.6,"34","Edgerrin James","ARI",29,16,16,0,0,0,0,0,324,1222,3.77,7,24,204,8.5,0,185,43,10,34,0,0,0,122.2,42,20.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,37,10,80.9
"WR","BRANDONMARSHALL",180.2,"21","Brandon Marshall","DEN",23,16,16,0,0,0,0,0,5,57,11.4,0,102,1325,12.99,7,180,63,9,21,0,0,0,5.7,0,132.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,40,9,79.6
"RB","EARNESTGRAHAM",182.2,"35","Earnest Graham","TAM",27,15,10,0,0,0,0,0,222,898,4.05,10,49,324,6.61,0,182,40,11,35,0,0,0,89.8,60,32.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,38,11,78.5
"QB","DREWBREES",265.12,"31","Drew Brees","NOR",28,16,16,440,652,4423,28,18,23,52,2.26,1,2,10,5,0,265,47,5,31,176.92,112,-36,5.2,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,7,4,74.26
"WR","PLAXICOBURRESS",174.5,"23","Plaxico Burress","NYG",30,16,16,0,0,0,0,0,0,0,NA,0,70,1025,14.64,12,175,57,10,23,0,0,0,0,0,102.5,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,43,10,73.9
"QB","BENROETHLISBERGER",264.56,"29","Ben Roethlisberger*","PIT",25,15,15,264,404,3154,32,11,35,204,5.83,2,0,0,NA,0,267,48,4,29,126.16,128,-22,20.4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8,5,73.7
"RB","MARSHAWNLYNCH",176.22,"39","Marshawn Lynch","BUF",21,13,13,1,1,8,1,0,280,1115,3.98,7,18,184,10.22,0,178,36,12,39,0.32,4,0,111.5,42,18.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,42,12,72.52
"WR","WESWELKER",168.9,"26","Wes Welker","NWE",26,16,13,0,0,0,0,0,4,34,8.5,0,112,1175,10.49,8,169,52,11,26,0,0,0,3.4,0,117.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,46,11,68.3
"RB","MAURICEJONESDREW",171.5,"44","Maurice Jones-Drew","JAX",22,15,0,0,0,0,0,0,167,768,4.6,9,40,407,10.18,0,172,30,13,44,0,0,0,76.8,54,40.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,44,13,67.8
"QB","MATTHASSELBECK",255.54,"36","Matt Hasselbeck*","SEA",32,16,16,352,562,3966,28,12,39,89,2.28,0,0,0,NA,0,258,39,6,36,158.64,112,-24,8.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,9,6,64.68
"RB","STEVENJACKSON",167.38,"46","Steven Jackson","STL",24,12,12,1,1,2,1,0,237,1002,4.23,5,38,271,7.13,1,167,26,14,46,0.08,4,0,100.2,30,27.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,48,14,63.68
"QB","DEREKANDERSON",254.48,"38","Derek Anderson*","CLE",24,16,15,298,527,3787,29,19,32,70,2.19,3,0,0,NA,0,256,38,7,38,151.48,116,-38,7,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,10,7,63.62
"WR","GREGJENNINGS",164,"32","Greg Jennings","GNB",24,13,13,0,0,0,0,0,0,0,NA,0,53,920,17.36,12,164,47,12,32,0,0,0,0,0,92,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,51,12,63.4
"TE","JASONWITTEN",156.5,"15","Jason Witten*+","DAL",25,16,16,0,0,0,0,0,0,0,NA,0,96,1145,11.93,7,157,78,1,15,0,0,0,0,0,114.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,60,1,61.7
"RB","LENDALEWHITE",164.4,"48","LenDale White","TEN",23,16,16,0,0,0,0,0,303,1110,3.66,7,20,114,5.7,0,164,23,15,48,0,0,0,111,42,11.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,50,15,60.7
"WR","TORRYHOLT",160.9,"33","Torry Holt*","STL",31,16,16,0,0,0,0,0,0,0,NA,0,93,1189,12.78,7,163,46,13,33,0,0,0,0,0,118.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,53,13,60.3
"QB","BRETTFAVRE",249.4,"42","Brett Favre*","GNB",38,16,16,356,535,4155,28,15,29,12,0.41,0,0,0,NA,0,249,31,8,42,166.2,112,-30,1.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,11,8,58.54
"TE","ANTONIOGATES",152.4,"16","Antonio Gates*","SDG",27,16,16,0,0,0,0,0,0,0,NA,0,75,984,13.12,9,152,74,2,16,0,0,0,0,0,98.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,69,2,57.6
"RB","WILLIEPARKER",160,"52","Willie Parker*","PIT",27,15,15,0,1,0,0,0,321,1316,4.1,2,23,164,7.13,0,160,18,16,52,0,0,0,131.6,12,16.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,54,16,56.3
"WR","RODDYWHITE",156,"37","Roddy White","ATL",26,16,15,0,0,0,0,0,1,-2,-2,0,83,1202,14.48,6,156,39,14,37,0,0,0,-0.2,0,120.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,61,14,55.4
"RB","RYANGRANT",158.1,"54","Ryan Grant","GNB",25,15,7,0,0,0,0,0,188,956,5.09,8,30,145,4.83,0,158,16,17,54,0,0,0,95.6,48,14.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,57,17,54.4
"TE","TONYGONZALEZ",147.2,"19","Tony Gonzalez*","KAN",31,16,16,0,0,0,0,0,0,0,NA,0,99,1172,11.84,5,147,69,3,19,0,0,0,0,0,117.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,74,3,52.4
"RB","FREDTAYLOR",156,"57","Fred Taylor*","JAX",31,15,15,0,0,0,0,0,223,1202,5.39,5,9,58,6.44,0,156,14,18,57,0,0,0,120.2,30,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,61,18,52.3
"RB","KENNYWATSON",155.7,"58","Kenny Watson","CIN",29,16,5,0,0,0,0,0,178,763,4.29,7,52,374,7.19,0,156,14,19,58,0,0,0,76.3,42,37.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,63,19,52
"RB","CHESTERTAYLOR",154.5,"60","Chester Taylor","MIN",28,14,8,0,1,0,0,0,157,844,5.38,7,29,281,9.69,0,155,13,20,60,0,0,0,84.4,42,28.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,65,20,50.8
"RB","BRANDONJACOBS",154.3,"61","Brandon Jacobs","NYG",25,11,9,0,0,0,0,0,202,1009,5,4,23,174,7.57,2,154,13,21,61,0,0,0,100.9,24,17.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,66,21,50.6
"WR","BOBBYENGRAM",150.7,"40","Bobby Engram","SEA",34,16,13,0,0,0,0,0,0,0,NA,0,94,1147,12.2,6,151,34,15,40,0,0,0,0,0,114.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,70,15,50.1
"WR","STEVESMITH",148.8,"41","Steve Smith","CAR",28,15,15,0,0,0,0,0,9,66,7.33,0,87,1002,11.52,7,149,32,16,41,0,0,0,6.6,0,100.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,72,16,48.2
"WR","KEVINCURTIS",147,"43","Kevin Curtis","PHI",29,16,16,0,0,0,0,0,0,0,NA,0,77,1110,14.42,6,147,30,17,43,0,0,0,0,0,111,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,75,17,46.4
"TE","KELLENWINSLOW",140.6,"20","Kellen Winslow*","CLE",24,16,14,0,0,0,0,0,0,0,NA,0,82,1106,13.49,5,143,64,4,20,0,0,0,0,0,110.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,82,4,45.8
"WR","SANTONIOHOLMES",143.9,"45","Santonio Holmes","PIT",23,13,13,0,0,0,0,0,5,17,3.4,0,52,942,18.12,8,146,29,18,45,0,0,0,1.7,0,94.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,78,18,43.3
"RB","THOMASJONES",145.6,"69","Thomas Jones","NYJ",29,16,14,0,0,0,0,0,310,1119,3.61,1,28,217,7.75,1,146,4,22,69,0,0,0,111.9,6,21.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,77,22,41.9
"WR","ANQUANBOLDIN",140.7,"47","Anquan Boldin","ARI",27,12,11,0,0,0,0,0,1,14,14,0,71,853,12.01,9,141,24,19,47,0,0,0,1.4,0,85.3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,81,19,40.1
"RB","JUSTINFARGAS",143.7,"71","Justin Fargas","OAK",27,14,7,0,0,0,0,0,222,1009,4.55,4,23,188,8.17,0,144,2,23,71,0,0,0,100.9,24,18.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,79,23,40
"QB","CARSONPALMER",230.24,"63","Carson Palmer","CIN",28,16,16,373,575,4131,26,20,24,10,0.42,0,0,0,NA,0,230,12,9,63,165.24,104,-40,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,15,9,39.38
"WR","DERRICKMASON",138.7,"49","Derrick Mason","BAL",33,16,16,0,0,0,0,0,0,0,NA,0,103,1087,10.55,5,139,22,20,49,0,0,0,0,0,108.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,84,20,38.1
"WR","JOEYGALLOWAY",137.5,"50","Joey Galloway","TAM",36,15,15,0,0,0,0,0,1,1,1,0,57,1014,17.79,6,138,20,21,50,0,0,0,0.1,0,101.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,85,21,36.9
"TE","DALLASCLARK",130.5,"25","Dallas Clark","IND",28,15,15,0,0,0,0,0,2,29,14.5,0,58,616,10.62,11,131,52,5,25,0,0,0,2.9,0,61.6,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,97,5,35.7
"WR","ANDREJOHNSON",133.1,"55","Andre Johnson","HOU",26,9,9,0,0,0,0,0,0,0,NA,0,60,851,14.18,8,133,16,22,55,0,0,0,0,0,85.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,91,22,32.5
"RB","REGGIEBUSH",135.8,"77","Reggie Bush","NOR",22,12,10,0,0,0,0,0,157,581,3.7,4,73,417,5.71,2,142,NA,24,77,0,0,0,58.1,24,41.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,88,24,32.1
"TE","CHRISCOOLEY",126.6,"27","Chris Cooley*","WAS",25,16,16,0,0,0,0,0,0,0,NA,0,66,786,11.91,8,129,50,6,27,0,0,0,0,0,78.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,106,6,31.8
"WR","SHAUNMCDONALD",130.5,"59","Shaun McDonald","DET",26,16,7,0,0,0,0,0,4,2,0.5,0,79,943,11.94,6,131,13,23,59,0,0,0,0.2,0,94.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,97,23,29.9
"Def","SANDIEGOCHARGERS",222.0872,"1.","San Diego Chargers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,5125,3403,1722,284,30,18,42,0,0,7,17.75,36,60,0,42,0,42,42.0872,2007,18,1,29.10448
"WR","DWAYNEBOWE",129.5,"62","Dwayne Bowe","KAN",23,16,15,0,0,0,0,0,0,0,NA,0,70,995,14.21,5,130,12,24,62,0,0,0,0,0,99.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,100,24,28.9
"WR","JERRICHOCOTCHERY",128.8,"64","Jerricho Cotchery","NYJ",25,15,15,0,0,0,0,0,5,38,7.6,0,82,1130,13.78,2,129,12,25,64,0,0,0,3.8,0,113,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,102,25,28.2
"QB","DONOVANMCNABB",218.56,"73","Donovan McNabb","PHI",31,14,14,291,473,3324,19,7,50,236,4.72,0,0,0,NA,0,219,NA,10,73,132.96,76,-14,23.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,20,10,27.7
