"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"PHI","RB","RICKYWATTERS",197,21,"Ricky Watters",28,16,16,0,0,0,0,0,285,1110,3.89,7,48,440,9.17,0,197,63,9,21,0,0,0,111,42,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,22,9,100.7
"PIT","QB","KORDELLSTEWART",284.4,7,"Kordell Stewart",25,16,16,236,440,3020,21,17,88,476,5.41,11,0,0,NA,0,286,91,2,7,120.8,84,-34,47.6,66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,4,2,99.64
"GNB","WR","ANTONIOFREEMAN",197.7,9,"Antonio Freeman",25,16,16,0,0,0,0,0,1,14,14,0,81,1243,15.35,12,198,82,2,9,0,0,0,1.4,0,124.3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,20,2,98.8
"ATL","RB","JAMALANDERSON",191.68,26,"Jamal Anderson",25,16,15,1,4,27,1,1,290,1002,3.46,7,29,284,9.79,3,192,58,10,26,1.08,4,-2,100.2,42,28.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,24,10,95.38
"DEN","WR","RODSMITH",191.6,11,"Rod Smith",27,16,16,0,0,0,0,0,5,16,3.2,0,70,1180,16.86,12,192,76,3,11,0,0,0,1.6,0,118,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,25,3,92.7
"MIN","RB","ROBERTSMITH",188.3,29,"Robert Smith",25,14,14,0,0,0,0,0,232,1266,5.46,6,37,197,5.32,1,188,55,12,29,0,0,0,126.6,36,19.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,28,11,92
"TEN","RB","EDDIEGEORGE",186.3,28,"Eddie George*",24,16,16,0,0,0,0,0,357,1399,3.92,6,7,44,6.29,1,188,55,11,28,0,0,0,139.9,36,4.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,29,12,90
"TAM","RB","WARRICKDUNN",186,30,"Warrick Dunn*",22,16,10,0,0,0,0,0,224,978,4.37,4,39,462,11.85,3,186,52,13,30,0,0,0,97.8,24,46.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,30,13,89.7
"MIN","WR","CRISCARTER",184.9,12,"Cris Carter*",32,16,16,0,0,0,0,0,0,0,NA,0,89,1069,12.01,13,191,76,4,12,0,0,0,0,0,106.9,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,31,4,86
"SEA","WR","JOEYGALLOWAY",184.1,14,"Joey Galloway",26,15,15,0,0,0,0,0,9,72,8,0,72,1049,14.57,12,184,69,5,14,0,0,0,7.2,0,104.9,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,33,5,85.2
"PIT","WR","YANCEYTHIGPEN",182.1,13,"Yancey Thigpen*",28,16,15,0,0,0,0,0,1,3,3,0,79,1398,17.7,7,184,69,6,13,0,0,0,0.3,0,139.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,34,6,83.2
"NWE","RB","CURTISMARTIN",175.6,33,"Curtis Martin",24,13,13,0,0,0,0,0,274,1160,4.23,4,41,296,7.22,1,176,42,14,33,0,0,0,116,24,29.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,37,14,79.3
"CHI","RB","RAYMONTHARRIS",174.8,34,"Raymont Harris",27,13,13,0,0,0,0,0,275,1033,3.76,10,28,115,4.11,0,175,41,15,34,0,0,0,103.3,60,11.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,39,15,78.5
"DET","WR","HERMANMOORE",177.3,20,"Herman Moore*+",28,16,16,0,0,0,0,0,0,0,NA,0,104,1293,12.43,8,179,64,7,20,0,0,0,0,0,129.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,36,7,78.4
"DEN","QB","JOHNELWAY",259.2,18,"John Elway*",37,16,16,280,502,3635,27,11,50,218,4.36,1,0,0,NA,0,261,66,4,18,145.4,108,-22,21.8,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,5,3,74.44
"OAK","QB","JEFFGEORGE",259.08,16,"Jeff George",30,16,16,290,521,3917,29,9,17,44,2.59,0,0,0,NA,0,263,68,3,16,156.68,116,-18,4.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,6,4,74.32
"OAK","WR","TIMBROWN",172.7,23,"Tim Brown*",31,16,16,0,0,0,0,0,5,19,3.8,0,104,1408,13.54,5,175,59,8,23,0,0,0,1.9,0,140.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,41,8,73.8
"DAL","WR","MICHAELIRVIN",172,27,"Michael Irvin",31,16,16,0,0,0,0,0,0,0,NA,0,75,1180,15.73,9,172,57,9,27,0,0,0,0,0,118,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,42,9,73.1
"PHI","WR","IRVINGFRYAR",167.6,31,"Irving Fryar*",35,16,16,0,0,0,0,0,0,0,NA,0,86,1316,15.3,6,168,52,10,31,0,0,0,0,0,131.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,45,10,68.7
"TEN","QB","STEVEMCNAIR",252,24,"Steve McNair",24,16,16,216,415,2665,14,13,101,674,6.67,8,0,0,NA,0,254,59,5,24,106.6,56,-26,67.4,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,8,5,67.24
"NYJ","RB","ADRIANMURRELL",161.2,50,"Adrian Murrell",27,16,15,0,0,0,0,0,300,1086,3.62,7,27,106,3.93,0,161,28,16,50,0,0,0,108.6,42,10.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,46,16,64.9
"SFO","RB","GARRISONHEARST",157.3,52,"Garrison Hearst",26,13,13,0,0,0,0,0,234,1019,4.35,4,21,194,9.24,2,157,24,17,52,0,0,0,101.9,24,19.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,47,17,61
"DAL","RB","EMMITTSMITH",154.8,53,"Emmitt Smith",28,16,16,0,0,0,0,0,261,1074,4.11,4,40,234,5.85,0,157,23,18,53,0,0,0,107.4,24,23.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,50,18,58.5
"JAX","WR","JIMMYSMITH",156.4,35,"Jimmy Smith*",28,16,16,0,0,0,0,0,0,0,NA,0,82,1324,16.15,4,156,41,11,35,0,0,0,0,0,132.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,48,11,57.5
"BAL","WR","DERRICKALEXANDER",154.9,37,"Derrick Alexander",26,15,13,0,0,0,0,0,1,0,0,0,65,1009,15.52,9,155,40,12,37,0,0,0,0,0,100.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,49,12,56
"ATL","WR","BERTEMANUEL",153.1,39,"Bert Emanuel",27,16,16,0,0,0,0,0,0,0,NA,0,65,991,15.25,9,153,38,13,39,0,0,0,0,0,99.1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,51,13,54.2
"OAK","WR","JAMESJETT",152.4,40,"James Jett",27,16,16,0,0,0,0,0,0,0,NA,0,46,804,17.48,12,152,37,14,40,0,0,0,0,0,80.4,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,52,14,53.5
"BUF","RB","ANTOWAINSMITH",149.7,57,"Antowain Smith",25,16,0,0,0,0,0,0,194,840,4.33,8,28,177,6.32,0,150,16,19,57,0,0,0,84,48,17.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,56,19,53.4
"KAN","WR","ANDRERISON",151.4,41,"Andre Rison*",30,16,16,0,0,0,0,0,1,2,2,0,72,1092,15.17,7,151,36,15,41,0,0,0,0.2,0,109.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,54,15,52.5
"DEN","TE","SHANNONSHARPE",128.7,15,"Shannon Sharpe*+",29,16,16,0,0,0,0,0,0,0,NA,0,72,1107,15.38,3,131,69,1,15,0,0,0,0,0,110.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,74,1,51
"NWE","QB","DREWBLEDSOE",235.74,36,"Drew Bledsoe*",25,16,16,314,522,3706,28,15,28,55,1.96,0,0,0,NA,0,236,41,6,36,148.24,112,-30,5.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,9,6,50.98
"MIN","WR","JAKEREED",149.8,42,"Jake Reed",30,16,16,0,0,0,0,0,0,0,NA,0,68,1138,16.74,6,150,35,16,42,0,0,0,0,0,113.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,55,16,50.9
"JAX","RB","NATRONEMEANS",146.7,60,"Natrone Means",25,14,11,0,0,0,0,0,244,823,3.37,9,15,104,6.93,0,147,13,20,60,0,0,0,82.3,54,10.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,57,20,50.4
"TAM","RB","MIKEALSTOTT",144.3,63,"Mike Alstott*+",24,15,15,0,0,0,0,0,176,665,3.78,7,23,178,7.74,3,144,11,21,63,0,0,0,66.5,42,17.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,62,21,48
"JAX","WR","KEENANMCCARDELL",146.4,44,"Keenan McCardell",27,16,16,0,0,0,0,0,0,0,NA,0,85,1164,13.69,5,146,31,17,44,0,0,0,0,0,116.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,58,17,47.5
"JAX","RB","JAMESSTEWART",143.1,66,"James Stewart",26,16,5,0,0,0,0,0,136,555,4.08,8,41,336,8.2,1,143,9,22,66,0,0,0,55.5,48,33.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,63,22,46.8
"DET","WR","JOHNNIEMORTON",145,46,"Johnnie Morton",26,16,16,0,0,0,0,0,3,33,11,0,80,1057,13.21,6,145,30,18,46,0,0,0,3.3,0,105.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,59,18,46.1
"GNB","WR","ROBERTBROOKS",144.9,47,"Robert Brooks",27,15,15,0,0,0,0,0,2,19,9.5,0,60,1010,16.83,7,145,30,19,47,0,0,0,1.9,0,101,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,60,19,46
"NWE","TE","BENCOATES",121.7,22,"Ben Coates*",28,16,16,0,0,0,0,0,0,0,NA,0,66,737,11.17,8,122,60,2,22,0,0,0,0,0,73.7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,85,2,44
"OAK","TE","RICKEYDUDLEY",120.7,25,"Rickey Dudley",25,16,16,0,0,0,0,0,0,0,NA,0,48,787,16.4,7,121,59,3,25,0,0,0,0,0,78.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,86,3,43
"SFO","WR","TERRELLOWENS",141.6,51,"Terrell Owens",24,16,15,0,0,0,0,0,0,0,NA,0,60,936,15.6,8,142,26,20,51,0,0,0,0,0,93.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,64,20,42.7
"JAX","QB","MARKBRUNELL",226.94,43,"Mark Brunell*",27,14,14,264,435,3281,18,7,48,257,5.35,2,0,0,NA,0,229,34,7,43,131.24,72,-14,25.7,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,11,7,42.18
"SEA","QB","WARRENMOON",225.12,45,"Warren Moon*",41,15,14,313,528,3678,25,16,17,40,2.35,1,0,0,NA,0,225,30,8,45,147.12,100,-32,4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,12,8,40.36
"SFO","QB","STEVEYOUNG",223.06,49,"Steve Young*",36,15,15,241,356,3029,19,6,50,199,3.98,3,0,0,NA,0,223,28,9,49,121.16,76,-12,19.9,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,13,9,38.3
"SEA","RB","CHRISWARREN",134.4,73,"Chris Warren",29,15,13,0,0,0,0,0,200,847,4.24,4,45,257,5.71,0,134,1,23,73,0,0,0,84.7,24,25.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,67,23,38.1
"KAN","RB","MARCUSALLEN",133.7,78,"Marcus Allen",37,16,0,2,2,15,2,0,124,505,4.07,11,11,86,7.82,0,134,NA,24,78,0.6,8,0,50.5,66,8.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,68,24,37.4
"SDG","RB","GARYBROWN",132.2,91,"Gary Brown",28,15,14,0,0,0,0,0,253,945,3.74,4,21,137,6.52,0,132,NA,25,NA,0,0,0,94.5,24,13.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,71,25,35.9
"NYG","WR","CHRISCALLOWAY",132.8,55,"Chris Calloway",29,16,16,0,0,0,0,0,1,-1,-1,0,58,849,14.64,8,133,18,21,55,0,0,0,-0.1,0,84.9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,69,21,33.9
"NYG","RB","CHARLESWAY",130.2,92,"Charles Way",25,16,16,0,0,0,0,0,151,698,4.62,4,37,304,8.22,1,130,NA,26,NA,0,0,0,69.8,24,30.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,73,26,33.9
"CAR","TE","WESLEYWALLS",110.6,32,"Wesley Walls*",31,15,15,0,0,0,0,0,0,0,NA,0,58,746,12.86,6,111,49,4,32,0,0,0,0,0,74.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,104,4,32.9
"CAR","RB","FREDLANE",125.6,93,"Fred Lane",22,13,7,0,0,0,0,0,182,809,4.45,7,8,27,3.38,0,126,NA,27,NA,0,0,0,80.9,42,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,80,27,29.3
"ARI","WR","FRANKSANDERS",127.24,59,"Frank Sanders",24,16,16,1,1,26,0,0,1,5,5,0,75,1017,13.56,4,129,14,22,59,1.04,0,0,0.5,0,101.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,76,22,28.34
"SDG","WR","TONYMARTIN",126.4,61,"Tony Martin",32,16,16,0,0,0,0,0,0,0,NA,0,63,904,14.35,6,126,11,23,61,0,0,0,0,0,90.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,78,23,27.5
"NYJ","WR","KEYSHAWNJOHNSON",126.3,62,"Keyshawn Johnson",25,16,16,0,0,0,0,0,0,0,NA,0,70,963,13.76,5,126,11,24,62,0,0,0,0,0,96.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,79,24,27.4
"WAS","RB","TERRYALLEN",119.6,95,"Terry Allen",29,10,10,0,0,0,0,0,210,724,3.45,4,20,172,8.6,1,120,NA,28,NA,0,0,0,72.4,24,17.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,89,28,23.3
"IND","WR","MARVINHARRISON",121.9,64,"Marvin Harrison",25,16,15,0,0,0,0,0,2,-7,-3.5,0,73,866,11.86,6,126,11,25,64,0,0,0,-0.7,0,86.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,84,25,23
"BAL","RB","BAMMORRIS",119,96,"Bam Morris",25,11,8,0,0,0,0,0,204,774,3.79,4,29,176,6.07,0,119,NA,29,NA,0,0,0,77.4,24,17.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,91,29,22.7
"TEN","TE","FRANKWYCHECK",98.8,38,"Frank Wycheck",26,16,16,0,0,0,0,0,0,0,NA,0,63,748,11.87,4,101,39,5,38,0,0,0,0,0,74.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,124,5,21.1
"ATL","WR","TERANCEMATHIS",119.7,68,"Terance Mathis",30,16,16,0,0,0,0,0,3,35,11.67,0,62,802,12.94,6,120,4,26,68,0,0,0,3.5,0,80.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,88,26,20.8
"BUF","WR","ANDREREED",119.1,70,"Andre Reed",33,15,15,0,0,0,0,0,3,11,3.67,0,60,880,14.67,5,119,4,28,70,0,0,0,1.1,0,88,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,90,27,20.2
"CHI","WR","RICKYPROEHL",117.3,69,"Ricky Proehl",29,15,10,0,0,0,0,0,0,0,NA,0,58,753,12.98,7,119,4,27,69,0,0,0,0,0,75.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,94,28,18.4
"DET","QB","SCOTTMITCHELL",201.66,67,"Scott Mitchell",29,16,16,293,509,3484,19,14,37,83,2.24,1,0,0,NA,0,204,8,11,67,139.36,76,-28,8.3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,17,10,16.9
"BAL","WR","MICHAELJACKSON",115.8,71,"Michael Jackson",28,16,15,0,0,0,0,0,0,0,NA,0,69,918,13.3,4,118,3,29,71,0,0,0,0,0,91.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,97,29,16.9
"BUF","WR","QUINNEARLY",115.3,77,"Quinn Early",32,16,16,0,0,0,0,0,0,0,NA,0,60,853,14.22,5,115,NA,30,77,0,0,0,0,0,85.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,98,30,16.4
"SFO","RB","TERRYKIRBY",111.7,97,"Terry Kirby",27,16,3,0,0,0,0,0,125,418,3.34,6,23,279,12.13,1,116,NA,30,NA,0,0,0,41.8,36,27.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,100,30,15.4
"STL","RB","AMPLEE",110.9,99,"Amp Lee",26,16,1,0,0,0,0,0,28,104,3.71,0,61,825,13.52,3,111,NA,31,NA,0,0,0,10.4,0,82.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,103,31,14.6
"MIN","QB","BRADJOHNSON",197.64,65,"Brad Johnson",29,13,13,275,452,3036,20,12,35,139,3.97,0,1,3,3,1,206,10,10,65,121.44,80,-24,13.9,0,0.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,21,11,12.88
"STL","WR","ISAACBRUCE",111.5,98,"Isaac Bruce",25,12,12,0,0,0,0,0,0,0,NA,0,56,815,14.55,5,112,NA,31,NA,0,0,0,0,0,81.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,101,31,12.6
"BAL","TE","ERICGREEN",90.1,48,"Eric Green",30,16,15,0,0,0,0,0,0,0,NA,0,65,601,9.25,5,90,28,6,48,0,0,0,0,0,60.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,140,6,12.4
"CIN","WR","DARNAYSCOTT",110.3,100,"Darnay Scott",25,16,15,0,0,0,0,0,1,6,6,0,54,797,14.76,5,110,NA,32,NA,0,0,0,0.6,0,79.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,105,32,11.4
"NOR","RB","RAYZELLARS",105.5,105,"Ray Zellars",24,16,16,0,0,0,0,0,156,552,3.54,4,31,263,8.48,0,106,NA,33,NA,0,0,0,55.2,24,26.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,113,32,9.19999999999999
"NYG","RB","TIKIBARBER",105,103,"Tiki Barber",22,12,6,0,0,0,0,0,136,511,3.76,3,34,299,8.79,1,107,NA,32,NA,0,0,0,51.1,18,29.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,114,33,8.69999999999999
"DEN","WR","EDMCCAFFREY",107,104,"Ed McCaffrey",29,15,15,0,0,0,0,0,0,0,NA,0,45,590,13.11,8,107,NA,34,NA,0,0,0,0,0,59,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,108,33,8.09999999999999
"CIN","RB","KIJANACARTER",104.1,108,"Ki-Jana Carter",24,15,10,0,1,0,0,0,128,464,3.63,7,21,157,7.48,0,104,NA,34,NA,0,0,0,46.4,42,15.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,116,34,7.8
"MIA","QB","DANMARINO",191.8,79,"Dan Marino",36,16,16,319,548,3780,16,11,18,-14,-0.78,0,0,0,NA,0,192,NA,13,NA,151.2,64,-22,-1.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,23,12,7.04000000000002
"NOR","WR","ANDREHASTINGS",105.7,102,"Andre Hastings",27,16,16,0,0,0,0,0,4,35,8.75,0,48,722,15.04,5,108,NA,33,NA,0,0,0,3.5,0,72.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,112,34,6.8
"DAL","QB","TROYAIKMAN",191.22,75,"Troy Aikman",31,16,16,292,518,3283,19,12,25,79,3.16,0,0,0,NA,0,195,NA,12,75,131.32,76,-24,7.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,26,13,6.46000000000001
"BAL","WR","JERMAINELEWIS",104.3,107,"Jermaine Lewis",23,14,7,0,0,0,0,0,3,35,11.67,0,42,648,15.43,6,104,NA,35,NA,0,0,0,3.5,0,64.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,115,35,5.39999999999999
"ATL","QB","CHRISCHANDLER",189.48,80,"Chris Chandler*",32,14,14,202,342,2692,20,7,43,158,3.67,0,0,0,NA,0,189,NA,14,NA,107.68,80,-14,15.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,27,14,4.72000000000003
"MIA","TE","TROYDRAYTON",79.8,54,"Troy Drayton",27,16,15,0,0,0,0,0,0,0,NA,0,39,558,14.31,4,80,18,7,54,0,0,0,0,0,55.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,152,7,2.10000000000001
"MIA","WR","OJMCDUFFIE",100.3,111,"O.J. McDuffie",28,16,16,0,0,0,0,0,0,0,NA,0,76,943,12.41,1,100,NA,36,NA,0,0,0,0,0,94.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,120,36,1.40000000000001
"SEA","WR","JAMESMCKNIGHT",99.7,110,"James McKnight",25,12,6,0,0,0,0,0,0,0,NA,0,34,637,18.74,6,100,NA,37,NA,0,0,0,0,0,63.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,121,37,0.799999999999997
"KAN","RB","KIMBLEANDERS",97,116,"Kimble Anders*",31,15,14,0,0,0,0,0,79,397,5.03,0,59,453,7.68,2,97,NA,35,NA,0,0,0,39.7,0,45.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,128,35,0.699999999999989
"STL","QB","TONYBANKS",184.76,81,"Tony Banks",24,16,16,252,487,3254,14,13,47,186,3.96,1,0,0,NA,0,185,NA,15,NA,130.16,56,-26,18.6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,32,15,0
