"name","pos","team","year","points","overallRank","positionRank","vor"
"MATTSPAETH","TE","PIT",2009,8.5,419,66,-106.5
"CHRISOGBONNAYA","RB","STL",2009,6.9,433,113,-106.6
"DARNELLDINKINS","TE","NOR",2009,8.2,422,67,-106.8
"TONYSTEWART","TE","OAK",2009,7.8,426,68,-107.2
"ADRIANPETERSON","RB","CHI",2009,6.2,439,114,-107.3
"PATRICKCOBBS","RB","MIA",2009,5.9,444,115,-107.6
"JAREDCOOK","TE","TEN",2009,7.4,430,69,-107.6
"TONYRICHARDSON","RB","NYJ",2009,5.8,446,116,-107.7
"JIMKLEINSASSER","TE","MIN",2009,7,431,70,-108
"ALBERTYOUNG","RB","MIN",2009,5.3,451,117,-108.2
"SAMKONGADO","RB","STL",2009,5.1,453,118,-108.4
"AARONSTECKER","RB","ATL",2009,4.9,455,119,-108.6
"JEREMIJOHNSON","RB","CIN",2009,4.9,455,119,-108.6
"DEREKFINE","TE","BUF",2009,6.4,437,71,-108.6
"JAMESCASEY","TE","HOU",2009,6.4,437,71,-108.6
"JAVONRINGER","RB","TEN",2009,4.8,457,121,-108.7
"BENHARTSOCK","TE","NYJ",2009,6.2,440,73,-108.8
"GIJONROBINSON","TE","IND",2009,6.2,440,73,-108.8
"JOHNPHILLIPS","TE","DAL",2009,6.2,440,73,-108.8
"GARTRELLJOHNSON","RB","NYG",2009,4.3,458,122,-109.2
"KOLBYSMITH","RB","KAN",2009,4.2,459,123,-109.3
"KOREYHALL","RB","GNB",2009,4.1,460,124,-109.4
"TRAVISBECKUM","TE","NYG",2009,5.5,450,76,-109.5
"DESHAWNWYNN","RB","GNB",2009,3.8,463,125,-109.7
"JACKSONVILLEJAGUARS","Def",NA,2009,79.09728,203,31,-109.72848
"GREGJONES","RB","JAX",2009,3.7,465,126,-109.8
"LUKELAWTON","RB","OAK",2009,3.1,470,127,-110.4
"JONATHANSTUPAR","TE","BUF",2009,4,462,77,-111
"MIKEKARNEY","RB","STL",2009,2.4,476,128,-111.1
"STEPHENSPACH","TE","ARI",2009,3.8,463,78,-111.2
"XAVIEROMON","RB","BUF",2009,2.2,478,129,-111.3
"DANKREIDER","RB","ARI",2009,2,481,130,-111.5
"JASONDAVIS","RB","CLE",2009,2,481,130,-111.5
"KYLEECKEL","RB","NOR",2009,2,481,130,-111.5
"VERRONHAYNES","RB","ATL",2009,2,481,130,-111.5
"JACOBTAMME","TE","IND",2009,3.5,466,79,-111.5
"JACKIEBATTLE","RB","KAN",2009,1.8,487,134,-111.7
"JALENPARMELE","RB","BAL",2009,1.7,489,135,-111.8
"DARCYJOHNSON","TE","NYG",2009,3.2,468,80,-111.8
"LJSMITH","TE","BAL",2009,3.1,470,81,-111.9
"CAREYDAVIS","RB","PIT",2009,1.5,494,136,-112
"JASONMCKIE","RB","CHI",2009,1.3,496,137,-112.2
"JAKENORDIN","TE","DET",2009,2.6,474,82,-112.4
"ALEXSMITH","TE","PHI",2009,2.5,475,83,-112.5
"JOHNGILMORE","TE","TAM",2009,2.3,477,84,-112.7
"TERRELLESMITH","RB","DET",2009,0.7,508,138,-112.8
"JAVARRISWILLIAMS","RB","KAN",2009,0.6,512,139,-112.9
"DEONANDERSON","RB","DAL",2009,0.5,516,140,-113
"KORYSHEETS","RB","MIA",2009,0.5,516,140,-113
"MARCELREECE","TE","OAK",2009,2,481,85,-113
"MATTLAWRENCE","RB","BAL",2009,0.4,521,142,-113.1
"QUINNJOHNSON","RB","GNB",2009,0.4,521,142,-113.1
"BRANDONMYERS","TE","OAK",2009,1.9,486,86,-113.1
"BJASKEW","RB","TAM",2009,0.3,524,144,-113.2
"CHRISPRESSLEY","RB","TAM",2009,0.2,527,145,-113.3
"MONTELLOWENS","RB","JAX",2009,0.1,531,146,-113.4
"JOHNOWENS","TE","SEA",2009,1.6,491,87,-113.4
"BROCKBOLEN","RB","JAX",2009,0,534,147,-113.5
"CEDRICPEERMAN","RB","DET",2009,0,534,147,-113.5
"CHAUNCEYWASHINGTON","RB","DAL",2009,0,534,147,-113.5
"CHRISHENRY","RB","TEN",2009,0,534,147,-113.5
"FRANKSUMMERS","RB","PIT",2009,0,534,147,-113.5
"ISAACREDMAN","RB","PIT",2009,0,534,147,-113.5
"KAREEMHUGGINS","RB","TAM",2009,0,534,147,-113.5
"MARCUSMAILEI","RB","NOR",2009,0,534,147,-113.5
"ORENONEAL","RB","OAK",2009,0,534,147,-113.5
"TONYFIAMMETTA","RB","CAR",2009,0,534,147,-113.5
"BRANDONMANUMALEUNA","TE","SDG",2009,1.3,496,88,-113.7
"JOEKLOPFENSTEIN","TE","BUF",2009,1.1,498,89,-113.9
"ANTHONYHILL","TE","HOU",2009,0.9,501,90,-114.1
"BEARPASCOE","TE","NYG",2009,0.9,501,90,-114.1
"DAVIDJOHNSON","TE","PIT",2009,0.9,501,90,-114.1
"JAKEOCONNELL","TE","KAN",2009,0.7,508,93,-114.3
"TORYHUMPHREY","TE","NOR",2009,0.7,508,93,-114.3
"DANGRONKOWSKI","TE","DET",2009,0.4,521,95,-114.6
"CAMERONMORRAH","TE","SEA",2009,0.3,524,96,-114.7
"COLINCLOHERTY","TE","IND",2009,0.2,527,97,-114.8
"MATTHEWMULLIGAN","TE","NYJ",2009,0.2,527,97,-114.8
"ANDRECOLEMAN","TE","SDG",2009,0,534,99,-115
"BRADSTLOUIS","TE","CIN",2009,0,534,99,-115
"BRIANJENNINGS","TE","SFO",2009,0,534,99,-115
"BUCKORTEGA","TE","NOR",2009,0,534,99,-115
"CLARKHARRIS","TE","CIN",2009,0,534,99,-115
"CRAIGSTEVENS","TE","TEN",2009,0,534,99,-115
"DARIUSHILL","TE","CIN",2009,0,534,99,-115
"JAMESDEARTH","TE","NYJ",2009,0,534,99,-115
"JEFFROBINSON","TE","SEA",2009,0,534,99,-115
"JOEZELENKA","TE","ATL",2009,0,534,99,-115
"JUSTINSNOW","TE","IND",2009,0,534,99,-115
"KEITHZINGER","TE","ATL",2009,0,534,99,-115
"MIKELEACH","TE","ARI",2009,0,534,99,-115
"NATHANHODEL","TE","DET",2009,0,534,99,-115
"RICHARDQUINN","TE","DEN",2009,0,534,99,-115
"STLOUISRAMS","Def",NA,2009,72.84576,214,32,-115.98
"ADAMVINATIERI","K","IND",2009,37,295,34,-117
"MIKENUGENT","K","2TM",2009,36,299,35,-118
"GARRETTHARTLEY","K","NOR",2009,34,308,36,-120
"MATTBRYANT","K","ATL",2009,30,313,37,-124
"JOSHFREEMAN","QB","TAM",2009,94.4,167,27,-129.92
"RYANFITZPATRICK","QB","BUF",2009,92.98,174,28,-131.34
"GRAHAMGANO","K","WAS",2009,19,352,38,-135
"BRADYQUINN","QB","CLE",2009,89.16,177,29,-135.16
"JAKEDELHOMME","QB","CAR",2009,82.6,196,30,-141.72
"SHANEANDRUS","K","3TM",2009,10,407,39,-144
"RICKYSCHMITT","K","SFO",2009,7,431,40,-147
"MATTMOORE","QB","CAR",2009,69.82,220,31,-154.5
"BRUCEGRADKOWSKI","QB","OAK",2009,69.08,222,32,-155.24
"MARCBULGER","QB","STL",2009,68.96,223,33,-155.36
"TRENTEDWARDS","QB","BUF",2009,67.36,224,34,-156.96
"KERRYCOLLINS","QB","TEN",2009,64.5,231,35,-159.82
"SHAUNHILL","QB","SFO",2009,60.72,238,36,-163.6
"DAUNTECULPEPPER","QB","DET",2009,46.9,268,37,-177.42
"JAMARCUSRUSSELL","QB","OAK",2009,45.88,271,38,-178.44
"KEVINKOLB","QB","PHI",2009,45.54,272,39,-178.78
"SENECAWALLACE","QB","SEA",2009,45.1,275,40,-179.22
"KYLEBOLLER","QB","STL",2009,43.56,278,41,-180.76
"JOSHJOHNSON","QB","TAM",2009,42.2,284,42,-182.12
"CHRISREDMAN","QB","ATL",2009,41.64,285,43,-182.68
"DEREKANDERSON","QB","CLE",2009,40.32,287,44,-184
"BYRONLEFTWICH","QB","TAM",2009,34.36,306,45,-189.96
"BRADSMITH","QB","NYJ",2009,34.08,307,46,-190.24
"MICHAELVICK","QB","PHI",2009,28.94,317,47,-195.38
"CHARLIEFRYE","QB","OAK",2009,23.34,340,48,-200.98
"DAVIDCARR","QB","NYG",2009,21.7,343,49,-202.62
"KEITHNULL","QB","STL",2009,17.24,367,50,-207.08
"CHADPENNINGTON","QB","MIA",2009,17.22,368,51,-207.1
"BRODIECROYLE","QB","KAN",2009,17.2,369,52,-207.12
"DENNISDIXON","QB","PIT",2009,16.5,370,53,-207.82
"BRIANHOYER","QB","NWE",2009,14.18,381,54,-210.14
"TARVARISJACKSON","QB","MIN",2009,11.04,397,55,-213.28
"MATTLEINART","QB","ARI",2009,10.8,399,56,-213.52
"BILLYVOLEK","QB","SDG",2009,10.34,404,57,-213.98
"PATWHITE","QB","MIA",2009,8.1,423,58,-216.22
"TROYSMITH","QB","BAL",2009,8.06,425,59,-216.26
"DREWSTANTON","QB","DET",2009,7.66,429,60,-216.66
"TODDCOLLINS","QB","WAS",2009,5.76,447,61,-218.56
"KELLENCLEMENS","QB","NYJ",2009,5.1,453,62,-219.22
"JTOSULLIVAN","QB","CIN",2009,2.8,472,63,-221.52
"BRIANSTPIERRE","QB","ARI",2009,2.68,473,64,-221.64
"ISAIAHSTANBACK","QB","NWE",2009,2.2,478,65,-222.12
"BRIANBROHM","QB","BUF",2009,1.54,493,66,-222.78
"MARKBRUNELL","QB","NOR",2009,0.88,507,67,-223.44
"CHARLIEBATCH","QB","PIT",2009,0.68,511,68,-223.64
"REXGROSSMAN","QB","HOU",2009,0.22,526,69,-224.1
"MATTGUTIERREZ","QB","KAN",2009,0.12,530,70,-224.2
"JOSHMCCOWN","QB","CAR",2009,0.08,532,71,-224.24
"LUKEMCCOWN","QB","JAX",2009,0.08,532,71,-224.24
"JIMSORGI","QB","IND",2009,0,534,73,-224.32
"JONKITNA","QB","DAL",2009,0,534,73,-224.32
"JPLOSMAN","QB","OAK",2009,0,534,73,-224.32
"SAGEROSENFELS","QB","MIN",2009,0,534,73,-224.32
"MATTFLYNN","QB","GNB",2009,-0.18,587,77,-224.5
"JEFFGARCIA","QB","PHI",2009,-0.2,588,78,-224.52
"CURTISPAINTER","QB","IND",2009,-0.28,589,79,-224.6
"CHRISSIMMS","QB","DEN",2009,-1.48,591,80,-225.8
"CALEBHANIE","QB","CHI",2009,-1.56,592,81,-225.88
