"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"STL","RB","STUMPMITCHELL",148.48,22,"Stump Mitchell",28,12,12,1,3,17,0,0,203,781,3.85,3,45,397,8.82,2,148,56,7,22,0.68,0,0,78.1,18,39.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,22,7,67.68
"KAN","WR","CARLOSCARSON",145.7,13,"Carlos Carson*",29,12,12,0,0,0,0,0,1,-7,-7,0,55,1044,18.98,7,146,75,4,13,0,0,0,-0.7,0,104.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,24,4,66.9
"RAI","RB","MARCUSALLEN",147.32,23,"Marcus Allen*",27,12,12,1,2,23,0,0,200,754,3.77,5,51,410,8.04,0,147,55,8,23,0.92,0,0,75.4,30,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,23,8,66.52
"CLE","QB","BERNIEKOSAR",199.52,17,"Bernie Kosar*",24,12,12,241,389,3033,22,9,15,22,1.47,1,0,0,NA,0,200,66,6,17,121.32,88,-18,2.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,9,6,66.4
"PHI","WR","MIKEQUICK",145,14,"Mike Quick*",28,12,12,0,0,0,0,0,0,0,NA,0,46,790,17.17,11,145,74,5,14,0,0,0,0,0,79,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,25,5,66.2
"SEA","WR","STEVELARGENT",142.5,15,"Steve Largent*",33,13,13,0,2,0,0,0,2,33,16.5,0,58,912,15.72,8,143,71,6,15,0,0,0,3.3,0,91.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,27,6,63.7
"CHI","RB","NEALANDERSON",141.3,28,"Neal Anderson",23,11,10,0,0,0,0,0,129,586,4.54,3,47,467,9.94,3,141,47,9,28,0,0,0,58.6,18,46.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,28,9,60.5
"HOU","QB","WARRENMOON",189.44,25,"Warren Moon",31,12,12,184,368,2806,21,18,34,112,3.29,3,0,0,NA,0,189,53,7,25,112.24,84,-36,11.2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,10,7,56.32
"HOU","WR","DREWHILL",134.9,19,"Drew Hill",31,12,12,0,1,0,0,0,0,0,NA,0,49,989,20.18,6,135,61,7,19,0,0,0,0,0,98.9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,30,7,56.1
"MIN","WR","ANTHONYCARTER",134.2,20,"Anthony Carter*",27,12,11,0,0,0,0,0,0,0,NA,0,38,922,24.26,7,134,60,8,20,0,0,0,0,0,92.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,33,8,55.4
"NYJ","RB","JOHNNYHECTOR",134.4,36,"Johnny Hector",27,11,6,0,0,0,0,0,111,435,3.92,11,32,249,7.78,0,134,37,10,36,0,0,0,43.5,66,24.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,32,10,53.6
"HOU","RB","MIKEROZIER",132.9,37,"Mike Rozier*",26,11,11,0,0,0,0,0,229,957,4.18,3,27,192,7.11,0,133,35,11,37,0,0,0,95.7,18,19.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,35,11,52.1
"CLE","RB","KEVINMACK",131.8,38,"Kevin Mack*",25,12,12,0,0,0,0,0,201,735,3.66,5,32,223,6.97,1,132,34,12,38,0,0,0,73.5,30,22.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,36,12,51
"CIN","QB","BOOMERESIASON",182.94,30,"Boomer Esiason",26,12,12,240,440,3321,16,19,52,241,4.63,0,0,0,NA,0,183,44,8,30,132.84,64,-38,24.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,11,8,49.82
"BUF","QB","JIMKELLY",182.72,31,"Jim Kelly*",27,12,12,250,419,2798,19,11,29,133,4.59,0,1,35,35,0,183,44,9,31,111.92,76,-22,13.3,0,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,12,9,49.6
"NOR","RB","DALTONHILLIARD",130.12,42,"Dalton Hilliard",23,12,1,1,1,23,1,0,123,508,4.13,7,23,264,11.48,1,130,32,13,42,0.92,4,0,50.8,42,26.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,37,13,49.32
"HOU","WR","ERNESTGIVINS",128,26,"Ernest Givins",23,12,12,0,0,0,0,0,1,-13,-13,0,53,933,17.6,6,128,51,9,26,0,0,0,-1.3,0,93.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,39,9,49.2
"NYJ","WR","ALTOON",127.6,27,"Al Toon*",24,12,11,0,0,0,0,0,0,0,NA,0,68,976,14.35,5,128,51,10,27,0,0,0,0,0,97.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,40,10,48.8
"NOR","RB","RUEBENMAYES",128.5,44,"Rueben Mayes*",24,12,12,0,0,0,0,0,243,917,3.77,5,15,68,4.53,0,129,30,14,44,0,0,0,91.7,30,6.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,38,14,47.7
"WAS","RB","KELVINBRYANT",125.6,47,"Kelvin Bryant",27,11,1,0,1,0,0,0,77,406,5.27,1,43,490,11.4,5,126,26,15,47,0,0,0,40.6,6,49,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,43,15,44.8
"CLE","WR","WEBSTERSLAUGHTER",122.6,29,"Webster Slaughter",23,12,12,0,0,0,0,0,0,0,NA,0,47,806,17.15,7,123,44,11,29,0,0,0,0,0,80.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,48,11,43.8
"DEN","RB","SAMMYWINDER",123.5,49,"Sammy Winder",28,12,10,0,0,0,0,0,196,741,3.78,6,14,74,5.29,1,124,23,16,49,0,0,0,74.1,36,7.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,46,16,42.7
"SEA","QB","DAVEKRIEG",174.74,39,"Dave Krieg",29,12,12,178,294,2131,23,15,36,155,4.31,2,0,0,NA,0,175,33,10,39,85.24,92,-30,15.5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,14,10,41.62
"MIA","WR","MARKCLAYTON",120.4,33,"Mark Clayton",26,12,12,0,0,0,0,0,2,8,4,0,46,776,16.87,7,120,41,12,33,0,0,0,0.8,0,77.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,49,12,41.6
"NOR","WR","ERICMARTIN",119.8,34,"Eric Martin",26,15,11,0,0,0,0,0,0,0,NA,0,44,778,17.68,7,120,40,13,34,0,0,0,0,0,77.8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,51,13,41
"BUF","RB","RONNIEHARMON",120.2,53,"Ronnie Harmon",23,12,10,0,0,0,0,0,116,485,4.18,2,56,477,8.52,2,120,19,17,53,0,0,0,48.5,12,47.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,50,17,39.4
"RAI","WR","JAMESLOFTON",118.1,35,"James Lofton",31,12,12,0,0,0,0,0,1,1,1,0,41,880,21.46,5,118,38,14,35,0,0,0,0.1,0,88,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,56,14,39.3
"ATL","RB","GERALDRIGGS",119.4,55,"Gerald Riggs*",27,12,12,0,0,0,0,0,203,875,4.31,2,25,199,7.96,0,119,17,19,55,0,0,0,87.5,12,19.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,52,18,38.6
"STL","RB","EARLFERRELL",119.4,56,"Earl Ferrell",29,11,11,0,0,0,0,0,113,512,4.53,7,23,262,11.39,0,119,17,18,56,0,0,0,51.2,42,26.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,52,18,38.6
"MIN","QB","WADEWILSON",170.54,45,"Wade Wilson",28,12,7,140,264,2106,14,13,41,263,6.41,5,0,0,NA,0,171,27,11,45,84.24,56,-26,26.3,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,15,11,37.42
"NWE","RB","TONYCOLLINS",118.1,58,"Tony Collins",28,13,11,0,0,0,0,0,147,474,3.22,3,44,347,7.89,3,118,16,20,58,0,0,0,47.4,18,34.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,55,20,37.3
"PHI","RB","ANTHONYTONEY",117.4,59,"Anthony Toney",25,11,11,0,1,0,0,0,127,473,3.72,5,39,341,8.74,1,117,15,21,59,0,0,0,47.3,30,34.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,57,21,36.6
"CIN","RB","LARRYKINNEBREW",116.4,62,"Larry Kinnebrew",28,11,8,0,0,0,0,0,145,570,3.93,8,9,114,12.67,0,116,13,22,62,0,0,0,57,48,11.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,59,22,35.6
"DET","WR","PETEMANDLEY",114.3,40,"Pete Mandley",26,12,12,0,0,0,0,0,1,3,3,0,58,720,12.41,7,114,33,15,40,0,0,0,0.3,0,72,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,62,15,35.5
"CHI","WR","WILLIEGAULT",114.1,41,"Willie Gault",27,12,12,0,0,0,0,0,2,16,8,0,35,705,20.14,7,114,33,16,41,0,0,0,1.6,0,70.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,63,16,35.3
"SEA","RB","JOHNWILLIAMS",116,64,"John Williams",23,12,10,0,0,0,0,0,113,500,4.42,1,38,420,11.05,3,116,13,23,64,0,0,0,50,6,42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,60,23,35.2
"DEN","WR","VANCEJOHNSON",109.6,46,"Vance Johnson",24,11,9,0,1,0,0,0,1,-8,-8,0,42,684,16.29,7,110,27,17,46,0,0,0,-0.8,0,68.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,65,17,30.8
"MIA","WR","MARKDUPER",107.7,48,"Mark Duper",28,11,11,0,0,0,0,0,0,0,NA,0,33,597,18.09,8,108,24,18,48,0,0,0,0,0,59.7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,66,18,28.9
"STL","TE","ROBERTAWALT",87.7,24,"Robert Awalt",23,12,9,0,0,0,0,0,2,-9,-4.5,0,42,526,12.52,6,88,54,2,24,0,0,0,-0.9,0,52.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,98,2,28.1
"BUF","WR","ANDREREED",105.3,50,"Andre Reed",23,12,12,0,0,0,0,0,1,1,1,0,57,752,13.19,5,105,21,19,50,0,0,0,0.1,0,75.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,69,19,26.5
"SDG","RB","GARYANDERSON",106.3,76,"Gary Anderson",26,12,7,0,0,0,0,0,80,260,3.25,3,47,503,10.7,2,106,NA,24,76,0,0,0,26,18,50.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,68,24,25.5
"RAI","RB","BOJACKSON",105,91,"Bo Jackson",25,7,5,0,0,0,0,0,81,554,6.84,4,16,136,8.5,2,105,NA,25,NA,0,0,0,55.4,24,13.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,70,25,24.2
"CHI","RB","WALTERPAYTON",103,92,"Walter Payton",34,12,12,0,1,0,0,1,146,533,3.65,4,33,217,6.58,1,103,NA,26,NA,0,0,-2,53.3,24,21.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,71,26,22.2
"STL","WR","ROYGREEN",100.5,61,"Roy Green",30,12,12,0,0,0,0,0,2,34,17,0,43,731,17,4,101,15,20,61,0,0,0,3.4,0,73.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,74,20,21.7
"BUF","WR","CHRISBURKETT",100.5,60,"Chris Burkett",25,12,12,0,0,0,0,0,0,0,NA,0,56,765,13.66,4,101,15,21,60,0,0,0,0,0,76.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,75,21,21.7
"SDG","WR","LIONELJAMES",99.5,63,"Lionel James",25,12,11,0,0,0,0,0,27,102,3.78,2,41,593,14.46,3,100,13,22,63,0,0,0,10.2,12,59.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,77,22,20.7
"KAN","RB","CHRISTIANOKOYE",100.9,93,"Christian Okoye",26,12,12,0,0,0,0,0,157,660,4.2,3,24,169,7.04,0,101,NA,27,NA,0,0,0,66,18,16.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,73,27,20.1
"RAM","WR","HENRYELLARD",98.3,65,"Henry Ellard",26,12,12,0,0,0,0,0,1,4,4,0,51,799,15.67,3,98,12,23,65,0,0,0,0.4,0,79.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,78,23,19.5
"WAS","RB","GEORGEROGERS",99.6,94,"George Rogers",29,11,9,0,0,0,0,0,163,613,3.76,6,4,23,5.75,0,100,NA,28,NA,0,0,0,61.3,36,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,76,28,18.8
"RAI","TE","TODDCHRISTENSEN",78.3,32,"Todd Christensen*",31,12,12,0,0,0,0,0,0,0,NA,0,47,663,14.11,2,78,42,3,32,0,0,0,0,0,66.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,121,3,18.7
"CLE","WR","BRIANBRENNAN",96.7,67,"Brian Brennan",25,13,1,0,0,0,0,0,0,0,NA,0,43,607,14.12,6,97,10,24,67,0,0,0,0,0,60.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,80,24,17.9
"NYJ","QB","KENOBRIEN",149.94,77,"Ken O'Brien",27,12,12,234,393,2696,13,8,30,61,2.03,0,0,0,NA,0,150,NA,12,77,107.84,52,-16,6.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,19,12,16.82
"KAN","WR","STEPHONEPAIGE",94.7,69,"Stephone Paige",26,12,11,0,0,0,0,0,0,0,NA,0,43,707,16.44,4,95,7,25,69,0,0,0,0,0,70.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,85,25,15.9
"NYG","RB","JOEMORRIS",95.2,96,"Joe Morris",27,11,10,0,0,0,0,0,193,658,3.41,3,11,114,10.36,0,95,NA,29,NA,0,0,0,65.8,18,11.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,82,29,14.4
"WAS","WR","ARTMONK",90.6,70,"Art Monk",30,9,9,0,0,0,0,0,6,63,10.5,0,38,483,12.71,6,91,1,26,70,0,0,0,6.3,0,48.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,87,26,11.8
"DAL","WR","MIKERENFRO",90.2,72,"Mike Renfro",32,14,11,0,0,0,0,0,0,0,NA,0,46,662,14.39,4,90,1,27,72,0,0,0,0,0,66.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,88,27,11.4
"IND","WR","BILLBROOKS",90,73,"Bill Brooks",23,12,12,0,0,0,0,0,2,-2,-1,0,51,722,14.16,3,90,1,28,73,0,0,0,-0.2,0,72.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,89,28,11.2
"ATL","WR","FLOYDDIXON",89.7,74,"Floyd Dixon",23,12,12,0,0,0,0,0,3,-3,-1,0,36,600,16.67,5,90,NA,29,74,0,0,0,-0.3,0,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,91,29,10.9
"NYG","WR","LIONELMANUEL",89.5,78,"Lionel Manuel",25,12,12,0,0,0,0,0,1,-10,-10,0,30,545,18.17,6,90,NA,30,78,0,0,0,-1,0,54.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,92,30,10.7
"NYG","QB","PHILSIMMS",143.6,79,"Phil Simms",32,9,9,163,282,2230,17,9,14,44,3.14,0,0,0,NA,0,144,NA,13,NA,89.2,68,-18,4.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,26,13,10.48
"SDG","TE","KELLENWINSLOW",69.9,43,"Kellen Winslow*",30,12,12,0,0,0,0,0,0,0,NA,0,53,519,9.79,3,70,31,4,43,0,0,0,0,0,51.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,142,4,10.3
"GNB","WR","WALTERSTANLEY",89,98,"Walter Stanley",25,12,12,0,0,0,0,0,4,38,9.5,0,38,672,17.68,3,89,NA,31,NA,0,0,0,3.8,0,67.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,94,31,10.2
"TAM","WR","GERALDCARTER",88.6,99,"Gerald Carter",30,12,12,0,0,0,0,0,0,0,NA,0,38,586,15.42,5,89,NA,32,NA,0,0,0,0,0,58.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,95,32,9.79999999999998
"MIN","RB","DARRINNELSON",89.1,97,"Darrin Nelson",28,10,9,0,0,0,0,0,131,642,4.9,2,26,129,4.96,0,89,NA,30,NA,0,0,0,64.2,12,12.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,93,30,8.3
"TAM","RB","JAMESWILDER",87.6,100,"James Wilder",29,12,12,0,0,0,0,0,106,488,4.6,0,40,328,8.2,1,88,NA,31,NA,0,0,0,48.8,0,32.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,99,31,6.8
"NWE","WR","STANLEYMORGAN",85.2,105,"Stanley Morgan*",32,10,9,0,0,0,0,0,0,0,NA,0,40,672,16.8,3,85,NA,33,NA,0,0,0,0,0,67.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,102,33,6.39999999999999
"NYJ","RB","FREEMANMCNEIL",85.2,104,"Freeman McNeil",28,9,8,0,0,0,0,0,121,530,4.38,0,24,262,10.92,1,85,NA,32,NA,0,0,0,53,0,26.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,102,32,4.39999999999999
"PHI","RB","KEITHBYARS",84.3,106,"Keith Byars",24,10,8,0,0,0,0,0,116,426,3.67,3,21,177,8.43,1,84,NA,33,NA,0,0,0,42.6,18,17.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,105,33,3.49999999999999
"DAL","WR","KELVINEDWARDS",82.2,109,"Kelvin Edwards",23,13,9,0,0,0,0,0,2,61,30.5,1,34,521,15.32,3,82,NA,34,NA,0,0,0,6.1,6,52.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,109,34,3.39999999999999
"NOR","QB","BOBBYHEBERT",136.26,80,"Bobby Hebert",27,12,12,164,294,2119,15,9,13,95,7.31,0,0,0,NA,0,136,NA,14,NA,84.76,60,-18,9.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,29,14,3.13999999999999
"NWE","WR","IRVINGFRYAR",81.9,108,"Irving Fryar",25,12,12,0,0,0,0,0,9,52,5.78,0,31,467,15.06,5,82,NA,35,NA,0,0,0,5.2,0,46.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,110,35,3.09999999999999
"IND","WR","MATTBOUZA",80.9,111,"Matt Bouza",28,12,12,0,0,0,0,0,0,0,NA,0,42,569,13.55,4,81,NA,36,NA,0,0,0,0,0,56.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,112,36,2.09999999999999
"NYJ","TE","MICKEYSHULER",61.4,51,"Mickey Shuler",31,11,10,0,0,0,0,0,0,0,NA,0,43,434,10.09,3,61,19,5,51,0,0,0,0,0,43.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,157,5,1.8
"SFO","RB","TOMRATHMAN",82.6,107,"Tom Rathman",25,12,7,0,0,0,0,0,62,257,4.15,1,30,329,10.97,3,83,NA,34,NA,0,0,0,25.7,6,32.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,108,34,1.79999999999998
"WAS","WR","RICKYSANDERS",80.6,113,"Ricky Sanders",27,12,5,0,0,0,0,0,1,-4,-4,0,37,630,17.03,3,81,NA,37,NA,0,0,0,-0.4,0,63,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,114,37,1.79999999999998
"MIN","TE","STEVEJORDAN",61,52,"Steve Jordan*",26,12,12,0,0,0,0,0,0,0,NA,0,35,490,14,2,61,19,6,52,0,0,0,0,0,49,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,158,6,1.4
"TAM","TE","CALVINMAGEE",60.4,54,"Calvin Magee",24,11,11,0,0,0,0,0,0,0,NA,0,34,424,12.47,3,60,18,7,54,0,0,0,0,0,42.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,160,7,0.800000000000004
"BUF","RB","ROBBRIDDICK",81.1,110,"Robb Riddick",30,6,1,1,1,35,0,0,59,221,3.75,5,15,96,6.4,3,81,NA,35,NA,1.4,0,0,22.1,30,9.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,111,35,0.299999999999997
"WAS","QB","JAYSCHROEDER",133.12,81,"Jay Schroeder",26,11,10,129,267,1878,12,10,26,120,4.62,3,0,0,NA,0,133,NA,15,NA,75.12,48,-20,12,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,34,15,0
"PIT","RB","EARNESTJACKSON",80.8,112,"Earnest Jackson",28,12,9,0,0,0,0,0,180,696,3.87,1,7,52,7.43,0,81,NA,36,NA,0,0,0,69.6,6,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,113,36,0
