"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"CLE","RB","EARNESTBYNER",145.2,68,"Earnest Byner",26,16,16,0,0,0,0,0,157,576,3.67,3,59,576,9.76,2,145,5,22,68,0,0,0,57.6,18,57.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,50,22,45.1
"SFO","QB","JOEMONTANA",202.44,40,"Joe Montana",32,14,13,238,397,2981,18,10,38,132,3.47,3,0,0,NA,0,202,24,7,40,119.24,72,-20,13.2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,15,7,44.04
"BUF","WR","ANDREREED",139.2,34,"Andre Reed*",24,15,14,0,0,0,0,0,6,64,10.67,0,71,968,13.63,6,139,31,12,34,0,0,0,6.4,0,96.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,53,12,43.6
"KAN","RB","PAULPALMER",142.3,73,"Paul Palmer",24,15,11,0,0,0,0,0,134,452,3.37,2,53,611,11.53,4,142,3,23,73,0,0,0,45.2,12,61.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,51,23,42.2
"NYJ","WR","ALTOON",137.2,35,"Al Toon*",25,15,15,0,0,0,0,0,1,5,5,0,93,1067,11.47,5,137,29,13,35,0,0,0,0.5,0,106.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,54,13,41.6
"DAL","QB","STEVEPELLUER",198.96,47,"Steve Pelluer",26,16,14,245,435,3139,17,19,51,314,6.16,2,0,0,NA,0,199,21,8,47,125.56,68,-38,31.4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,18,8,40.56
"NYJ","RB","JOHNNYHECTOR",139.8,77,"Johnny Hector",28,16,1,0,1,0,0,0,137,561,4.09,10,26,237,9.12,0,140,NA,24,77,0,0,0,56.1,60,23.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,52,24,39.7
"NYJ","TE","MICKEYSHULER",110.5,21,"Mickey Shuler*",32,15,15,0,0,0,0,0,0,0,NA,0,70,805,11.5,5,111,55,2,21,0,0,0,0,0,80.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,93,2,39.5
"KAN","WR","STEPHONEPAIGE",132.2,41,"Stephone Paige",27,16,16,0,0,0,0,0,0,0,NA,0,61,902,14.79,7,132,24,14,41,0,0,0,0,0,90.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,57,14,36.6
"WAS","WR","GARYCLARK",131.8,42,"Gary Clark",26,16,13,0,0,0,0,0,2,6,3,0,59,892,15.12,7,132,23,15,42,0,0,0,0.6,0,89.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,59,15,36.2
"DET","RB","GARRYJAMES",135.4,84,"Garry James",25,16,16,0,0,0,0,0,182,552,3.03,5,39,382,9.79,2,135,NA,25,NA,0,0,0,55.2,30,38.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,55,25,35.3
"HOU","WR","ERNESTGIVINS",130.2,44,"Ernest Givins",24,16,16,0,0,0,0,0,4,26,6.5,0,60,976,16.27,5,130,22,16,44,0,0,0,2.6,0,97.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,62,16,34.6
"MIN","TE","STEVEJORDAN",105.6,24,"Steve Jordan*",27,16,16,0,0,0,0,0,0,0,NA,0,57,756,13.26,5,106,50,3,24,0,0,0,0,0,75.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,101,3,34.6
"PHO","WR","JTSMITH",130.1,45,"J.T. Smith*",33,16,16,0,0,0,0,0,1,15,15,0,83,986,11.88,5,130,22,17,45,0,0,0,1.5,0,98.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,63,17,34.5
"NYG","WR","LIONELMANUEL",129.6,46,"Lionel Manuel",26,16,16,0,0,0,0,0,4,27,6.75,0,65,1029,15.83,4,130,21,18,46,0,0,0,2.7,0,102.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,65,18,34
"MIA","RB","LORENZOHAMPTON",133.8,85,"Lorenzo Hampton",26,16,10,0,0,0,0,0,117,414,3.54,9,23,204,8.87,3,134,NA,26,NA,0,0,0,41.4,54,20.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,56,26,33.7
"WAS","WR","ARTMONK",129.2,48,"Art Monk",31,16,13,0,1,0,0,0,7,46,6.57,0,72,946,13.14,5,129,21,19,48,0,0,0,4.6,0,94.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,66,19,33.6
"DEN","QB","JOHNELWAY",191.76,58,"John Elway",28,15,15,274,496,3309,17,19,54,234,4.33,1,0,0,NA,0,192,14,9,58,132.36,68,-38,23.4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,21,9,33.36
"CLE","WR","REGGIELANGHORNE",128.6,49,"Reggie Langhorne",25,16,16,0,0,0,0,0,2,26,13,1,57,780,13.68,7,129,20,20,49,0,0,0,2.6,6,78,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,67,20,33
"TAM","WR","MARKCARRIER",127,51,"Mark Carrier",23,16,16,0,0,0,0,0,0,0,NA,0,57,970,17.02,5,127,19,21,51,0,0,0,0,0,97,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,69,21,31.4
"WAS","RB","KELVINBRYANT",130.5,88,"Kelvin Bryant",28,10,4,0,0,0,0,0,108,498,4.61,1,42,447,10.64,5,131,NA,27,NA,0,0,0,49.8,6,44.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,61,27,30.4
"DEN","WR","MARKJACKSON",121.7,59,"Mark Jackson",25,12,4,0,0,0,0,0,1,5,5,0,46,852,18.52,6,122,13,22,59,0,0,0,0.5,0,85.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,75,22,26.1
"NOR","QB","BOBBYHEBERT",184.14,66,"Bobby Hebert",28,16,16,280,478,3156,20,15,37,79,2.14,0,2,0,0,0,184,6,10,66,126.24,80,-30,7.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,24,10,25.74
"HOU","QB","WARRENMOON",183.88,67,"Warren Moon*",32,11,11,160,294,2327,17,8,33,88,2.67,5,0,0,NA,0,184,6,11,67,93.08,68,-16,8.8,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,25,11,25.48
"DEN","WR","VANCEJOHNSON",119.7,61,"Vance Johnson",25,16,13,0,0,0,0,0,1,1,1,0,68,896,13.18,5,120,11,23,61,0,0,0,0.1,0,89.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,77,23,24.1
"PHO","RB","STUMPMITCHELL",124,92,"Stump Mitchell",29,14,14,0,0,0,0,0,164,726,4.43,4,25,214,8.56,1,124,NA,28,NA,0,0,0,72.6,24,21.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,72,28,23.9
"SEA","WR","BRIANBLADES",118.6,63,"Brian Blades",23,16,7,0,0,0,0,0,5,24,4.8,0,40,682,17.05,8,119,10,24,63,0,0,0,2.4,0,68.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,78,24,23
"BUF","RB","THURMANTHOMAS",120.9,93,"Thurman Thomas",22,15,15,0,0,0,0,0,207,881,4.26,2,18,208,11.56,0,121,NA,29,NA,0,0,0,88.1,12,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,76,29,20.8
"NYG","TE","MARKBAVARO",91.2,32,"Mark Bavaro",25,16,15,0,0,0,0,0,0,0,NA,0,53,672,12.68,4,91,36,4,32,0,0,0,0,0,67.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,126,4,20.2
"PIT","QB","BUBBYBRISTER",178.26,78,"Bubby Brister",26,13,13,175,370,2634,11,14,45,209,4.64,6,0,0,NA,0,178,NA,12,78,105.36,44,-28,20.9,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,28,12,19.86
"DAL","WR","RAYALEXANDER",114.8,65,"Ray Alexander",26,16,11,0,0,0,0,0,0,0,NA,0,54,788,14.59,6,115,6,25,65,0,0,0,0,0,78.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,84,25,19.2
"MIN","QB","WADEWILSON",177.44,80,"Wade Wilson*",29,14,10,204,332,2746,15,9,36,136,3.78,2,0,0,NA,0,177,NA,13,NA,109.84,60,-18,13.6,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,30,13,19.04
"BUF","QB","JIMKELLY",177.1,79,"Jim Kelly*",28,16,16,269,452,3380,15,17,35,154,4.4,0,1,5,5,0,177,NA,14,NA,135.2,60,-34,15.4,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,31,14,18.7
"RAI","WR","TIMBROWN",113.5,69,"Tim Brown*",22,16,9,0,0,0,0,0,14,50,3.57,1,43,725,16.86,5,114,5,26,69,0,0,0,5,6,72.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,86,26,17.9
"NOR","WR","LONZELLHILL",113,70,"Lonzell Hill",23,16,15,0,1,0,0,0,2,7,3.5,0,66,703,10.65,7,113,5,27,70,0,0,0,0.7,0,70.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,87,27,17.4
"DEN","RB","TONYDORSETT",116.78,95,"Tony Dorsett",34,16,13,1,2,7,1,0,181,703,3.88,5,16,122,7.63,0,117,NA,30,NA,0.28,4,0,70.3,30,12.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,81,30,16.68
"HOU","RB","ALLENPINKETT",116.7,94,"Allen Pinkett",24,16,2,0,0,0,0,0,122,513,4.2,7,12,114,9.5,2,117,NA,31,NA,0,0,0,51.3,42,11.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,82,31,16.6
"PHI","WR","CRISCARTER",112.2,71,"Cris Carter",23,16,16,0,0,0,0,0,1,1,1,0,39,761,19.51,6,112,4,28,71,0,0,0,0.1,0,76.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,90,28,16.6
"IND","WR","BILLBROOKS",110.9,74,"Bill Brooks",24,16,16,0,0,0,0,0,5,62,12.4,0,54,867,16.06,3,111,2,29,74,0,0,0,6.2,0,86.7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,92,29,15.3
"MIN","WR","HASSANJONES",108.5,76,"Hassan Jones",24,16,15,0,0,0,0,0,1,7,7,0,40,778,19.45,5,109,NA,30,76,0,0,0,0.7,0,77.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,96,30,12.9
"NYG","WR","STEPHENBAKER",107.6,99,"Stephen Baker",24,16,11,0,0,0,0,0,0,0,NA,0,40,656,16.4,7,108,NA,31,NA,0,0,0,0,0,65.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,97,31,12
"RAM","TE","PETEHOLOHAN",82,37,"Pete Holohan",29,16,6,0,0,0,0,0,0,0,NA,0,59,640,10.85,3,82,27,5,37,0,0,0,0,0,64,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,139,5,11
"PHO","TE","JAYNOVACEK",81.9,38,"Jay Novacek",26,16,1,0,0,0,0,0,1,10,10,0,38,569,14.97,4,82,26,6,38,0,0,0,1,0,56.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,141,6,10.9
"RAI","WR","MERVYNFERNANDEZ",105.4,103,"Mervyn Fernandez",29,16,1,0,0,0,0,0,1,9,9,0,31,805,25.97,4,105,NA,32,NA,0,0,0,0.9,0,80.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,102,32,9.8
"GNB","RB","BRENTFULLWOOD",109.1,97,"Brent Fullwood",25,14,10,0,0,0,0,0,101,483,4.78,7,20,128,6.4,1,109,NA,32,NA,0,0,0,48.3,42,12.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,94,32,9.00000000000001
"CIN","WR","TIMMCGEE",104.6,101,"Tim McGee",24,16,15,0,0,0,0,0,0,0,NA,0,36,686,19.06,6,105,NA,33,NA,0,0,0,0,0,68.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,104,33,9
"MIA","WR","JIMJENSEN",102,105,"Jim Jensen",30,16,4,0,0,0,0,0,10,68,6.8,0,58,652,11.24,5,102,NA,34,NA,0,0,0,6.8,0,65.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,109,34,6.39999999999999
"PHI","RB","ANTHONYTONEY",105.8,100,"Anthony Toney",26,15,13,0,0,0,0,0,139,502,3.61,4,34,256,7.53,1,106,NA,33,NA,0,0,0,50.2,24,25.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,100,33,5.70000000000002
"MIA","TE","FERRELLEDMUNDS",74.7,50,"Ferrell Edmunds",23,16,14,0,0,0,0,0,1,-8,-8,0,33,575,17.42,3,75,19,7,50,0,0,0,-0.8,0,57.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,156,7,3.7
"NYJ","WR","WESLEYWALKER",98.3,109,"Wesley Walker",33,16,10,0,0,0,0,0,1,12,12,0,26,551,21.19,7,98,NA,35,NA,0,0,0,1.2,0,55.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,113,35,2.69999999999999
"MIN","RB","ALFREDANDERSON",102.2,104,"Alfred Anderson",27,16,13,0,0,0,0,0,87,300,3.45,7,23,242,10.52,1,102,NA,34,NA,0,0,0,30,42,24.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,107,34,2.10000000000001
"CHI","WR","DENNISMCKINNON",96.9,112,"Dennis McKinnon",27,15,15,0,0,0,0,0,3,25,8.33,1,45,704,15.64,3,97,NA,36,NA,0,0,0,2.5,6,70.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,116,36,1.3
"DET","WR","PETEMANDLEY",96.1,115,"Pete Mandley",27,15,14,0,0,0,0,0,6,44,7.33,1,44,617,14.02,4,96,NA,37,NA,0,0,0,4.4,6,61.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,117,37,0.5
"DEN","RB","STEVESEWELL",100.2,107,"Steve Sewell",25,16,3,0,1,0,0,0,32,135,4.22,1,38,507,13.34,5,100,NA,35,NA,0,0,0,13.5,6,50.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,110,35,0.100000000000009
"KAN","QB","STEVEDEBERG",158.4,81,"Steve DeBerg",34,13,11,224,414,2935,16,16,18,30,1.67,1,0,0,NA,0,158,NA,15,NA,117.4,64,-32,3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,37,15,0
