"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklySD","weeklyVariability","ydsPerRec","totalTds"
"JEFFWILLIAMS","Jeff Williams","RB",NA,308,35.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.375,NA,NA,NA,NA,NA,190,2,5,35,0,NA,NA,35.375,35.375,2.42849661123232,6.74996888140119,7,2
"BRANDONLLOYD","Brandon Lloyd","WR","SF",309,35.2625209397516,50.875,53.5,NA,NA,40.05,59.875,NA,16.5,21.25,3.625,1.875,NA,NA,0,0,0,0,0,14.975,186.1,2.00000348995859,NA,0,30.94375,35.2625209397516,2.67355729500306,7.44373625155805,12.4273789649416,2.00000348995859
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",310,35.1871638107768,NA,67.375,47.25,NA,50.3875,27.875,NA,32.625,23.5,22.75,10.625,NA,NA,0,0,0,0,0,16.8596686021193,185.5,1.9999439684628,NA,0,35.2984375,35.1871638107768,2.44540609080377,6.80751341924329,11.0025887446377,1.9999439684628
"LAVONBRAZILL","LaVon Brazill","WR","IND",311,35.125,63.375,NA,NA,NA,41.6875,NA,NA,NA,21,NA,6.875,38,NA,0,0,0,0,0,15.6038044817091,233,1,0,0,23.8482142857143,35.125,2.31966344060809,6.45797560227748,14.932255801662,1
"BENWATSON","Ben Watson","TE","NO",312,35.0624885271873,NA,NA,NA,NA,NA,43.5,46.375,26.625,27.25,27,26.625,NA,NA,0,0,0,0,0,18.4999205100707,208.499985404284,1.49999839194196,NA,0,32.8958333333333,35.0624885271873,2.32264492975792,6.46970085284453,11.2703179070842,1.49999839194196
"RYANBROYLES","Ryan Broyles","WR","DET",313,35.0203677586729,67.25,NA,NA,NA,30.35,11.125,NA,27.625,38.5,21.5,6.25,73.125,NA,0,0,0,0,0,15.1902323164821,212.960099597756,1.40005921815891,0,0,30.6430555555556,35.0203677586729,2.34595502056794,6.53737977666465,14.0195419767666,1.40005921815891
"JOEMORGAN","Joe Morgan","WR","NO",314,34.7568191699893,46.5,37.75,NA,NA,NA,NA,63.125,37.625,18.75,24.875,14.75,NA,NA,0,0,0,0,0,12.6792922806422,206.052720376122,1.50003818716234,NA,0,30.421875,34.7568191699893,2.2609528324912,6.31299230493864,16.2511215780323,1.50003818716234
"CLAYHARBOR","Clay Harbor","TE","JAC",315,34.7250289387528,50.875,NA,NA,NA,30.2375,39,32.5,39.625,38.5,32.625,18.5,NA,24.95,0,0,0,0,0,20.4999869451053,213,1.40000482312547,0,0.1,33.5902777777778,34.7250289387528,2.33615016636804,6.52572978839504,10.3902505192013,1.40000482312547
"ROBERTTURBIN","Robert Turbin","RB","SEA",316,34.4900448440867,64.225,28.7,24.725,NA,37.0175,68.125,23.975,26.275,21,32.575,29.75,61.475,24.05,0,0,0,198.575,1.30001326528696,8.30000165281168,70,0,0,0.639178249211694,36.149375,34.4900448440867,2.31602904689074,6.48188649668961,8.43373326031652,1.30001326528696
"SANTANAMOSS","Santana Moss","WR","WAS",317,34.0919575902923,61.75,41.625,NA,NA,44.4875,48.7,24.375,10.625,NA,5.625,11.625,43.5,NA,0,0,0,0,0,18.5428496843213,232.499993358776,1.49997267871018,0,1.32345921727193,27.61125,34.0919575902923,2.60566172331213,7.31608135388941,12.538525486477,1.49997267871018
"MIKEBROWN","Mike Brown","WR","JAC",318,33.25,44.875,32.125,NA,NA,38.5,54.875,NA,19.125,5,21.625,27,54.5,NA,0,0,0,0,0,14.2500237644221,218,1,0,0,32.5361111111111,33.25,2.18969728584607,6.19397206734298,15.2982201015186,1
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",319,33.2446737167814,55.95,25.625,29.4,NA,37.79,24.5,NA,16.45,30.625,46.625,NA,NA,24.975,0,0,0,190,0.99993117244392,10.2596274809522,65.9606934569429,0,0,0,32.3577777777778,33.2446737167814,1.70614017744571,4.83722995287013,6.42915091989489,0.99993117244392
"TJGRAHAM","T.J. Graham","WR","BUF",320,32.9276027529572,49.375,20.5,NA,NA,33.3875,32.75,24.225,13.15,NA,9.15,9.375,62.725,NA,0,0,0,7.9999880411885,0,11.2083555195769,186.999997647464,1.45876737381754,0,0,25.30375,32.9276027529572,2.28121225030256,6.46811408042175,16.6839816350261,1.45876737381754
"RICHARDRODGERS","Richard Rodgers","TE","GB",321,32.9088915908006,NA,NA,NA,NA,NA,45.125,38.875,38.75,59.25,22.625,21,NA,8.55,0,0,0,0,0,19.9999974309191,191.268610153975,1.50005255359228,0,0,29.271875,32.9088915908006,2.2641999055649,6.42137674314794,9.56343173616023,1.50005255359228
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",322,32.8689774764099,26.725,54.925,23.225,NA,36.5725,8.65,NA,38.55,8.375,44.15,81.5,NA,20.175,0,0,0,184,1.50003791273498,6.19995991381985,43.75,0,0,0,34.19475,32.8689774764099,2.05667958826202,5.84114727966747,7.05649723677733,1.50003791273498
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",323,32.8567179140089,66,22.5,NA,NA,35.8625,43.3,9.5,33.625,35.75,43.375,13.5,19.625,26.3,0,0,0,0,0,16.5000368511365,193.25,1.45007798566814,0,0,31.7185606060606,32.8567179140089,2.31385292343499,6.56352306766287,11.7120950543022,1.45007798566814
"DREWDAVIS","Drew Davis","WR","ATL",324,32.4409024801488,46,NA,NA,NA,24.7875,NA,9.625,42.375,23.5,31.625,35.125,30.125,NA,0,0,0,0,0,12.478942768843,187.527590133053,1.4999922855862,0,0,27.0180555555556,32.4409024801488,2.3278036260004,6.62501146822087,15.0275222514254,1.4999922855862
"MATTASIATA","Matt Asiata","RB","MIN",325,32.1324446978067,57.225,17.8,33,NA,36.385,53.35,NA,23.475,27.125,24.575,26.375,54.275,21.8325,0,0,0,179.575,1.54999159277172,4.94991730064219,38.9999611294114,0,0,0,33.8334090909091,32.1324446978067,2.02976288894906,5.80517680851493,7.87891165865572,1.54999159277172
"SHAQEVANS","Shaq Evans","WR","NYJ",326,32.0382466453468,69.375,NA,NA,NA,NA,45.025,NA,12.75,NA,7,5.625,NA,17.25,0,0,0,0,0,14.0000151005901,184.999972349589,1.48554168360802,0,0,19.028125,32.0382466453468,2.34402906627651,6.69217662504539,13.2142694861659,1.48554168360802
"DEVIERPOSEY","DeVier Posey","WR","HOU",327,31.8563530624509,53.125,58.875,NA,NA,35.825,32.075,11.125,15.875,32.875,25.25,16,41.25,23.225,0,0,0,0,0,18.0000161945991,206.851662242111,0.999982547031158,0,0,28.745,31.8563530624509,1.84413430291698,5.29907073372767,11.4917486743249,0.999982547031158
"QUINTONPATTON","Quinton Patton","WR","SF",328,31.8018333363005,64.75,NA,NA,NA,25.05,40.925,NA,30.075,9.375,18.4,1.25,47.65,NA,0,0,0,8.28549565336492,0,13.950770717866,199.784110394114,1.00004499528331,0,0,26.2236111111111,31.8018333363005,2.24116278069714,6.41619859902827,14.3206504095333,1.00004499528331
"CHRISOWUSU","Chris Owusu","WR","TB",329,31.7188990482517,NA,40.125,NA,NA,28.1875,26.45,62.875,23.375,25,23.75,6.875,38,NA,0,0,0,0,0,18.675,205.75,1.00002484137528,0,0,30.5180555555556,31.7188990482517,2.33005351717225,6.67011199567473,11.0174029451138,1.00002484137528
"MIKEGLENNON","Mike Glennon","QB","TB",330,31.7014857669245,18.04,34.08,31.94,NA,28.508,53.22,38.42,20.8,54.5,23.68,23.5,36.62,75.48,658.75,4.49996443521292,3.36176191783358,15.8999534502971,0,0,0,0,0.1,1.45102718848538,35.3323333333333,31.7014857669245,3.84671041191543,10.9273104857064,NA,4.49996443521292
"NICKTOON","Nick Toon","WR","NO",331,31.687263411479,NA,NA,NA,NA,21.85,71.475,11,52,33.5,34,7.5,26.625,NA,0,0,0,0,0,14.15,193.5,1.24996056857984,0,0,32.24375,31.687263411479,2.24284270607733,6.42706783051338,13.6749116607774,1.24996056857984
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",332,31.6848703899376,57.85,51.675,19.55,NA,37.7275,34.875,NA,12.425,9,22.35,16.875,59.525,21.4125,0,0,0,167.5,1.67664398092294,4.649980506741,39.0000520351992,0,0,0,31.1377272727273,31.6848703899376,2.05340402496893,5.89556602210027,8.38714312429083,1.67664398092294
"ANDRECALDWELL","Andre Caldwell","WR","DEN",333,31.5848931968515,68.75,NA,NA,NA,33.55,38.4,42.5,23.25,7.25,21.45,12.875,35.625,NA,0,0,0,6.47572227218726,0,12.25,175.499973492419,1.49997071384673,0,0,28.3938888888889,31.5848931968515,2.23755995443848,6.41774200825769,14.3265284483607,1.49997071384673
"CASEKEENUM","Case Keenum","QB","HOU",334,31.5026164627677,NA,NA,NA,NA,44.79,0.56,52.58,28.96,17.6,27.78,21.5,38.34,NA,601,3.49997042325625,2.99992174341911,24.625,0,0,0,0,0,0,29.01375,31.5026164627677,3.30902837735777,9.42907240952432,NA,3.49997042325625
"TONYMOEAKI","Tony Moeaki","TE","BUF",335,31.43787279736,NA,NA,NA,NA,28.8375,39.125,9.625,4.125,52.625,17.875,34.5,50.875,NA,0,0,0,0,0,14.6793024294607,179.5,1.50006213289333,0,0,29.6984375,31.43787279736,2.3185740216464,6.65299350375101,12.2281014961414,1.50006213289333
"JOSEPHFAURIA","Joseph Fauria","TE","DET",336,31.4251287449754,62.875,28,NA,NA,31.4375,81.375,23.875,32.625,16,50.625,16,NA,28.275,0,0,0,0,0,16.4999396111133,164.999972999957,2.10002201999679,0,0.6,36.59875,31.4251287449754,2.74602707761546,7.85325902286646,10.000034963087,2.10002201999679
"DEREKCARR","Derek Carr","QB","OAK",337,31.1029343595512,22.54,70.16,NA,NA,34.082,26.7,12,24,46.7,53.5,39,23.98,40.47,751.95,4.00001829356855,4.00004627157434,23.25,0,0,0,0,0.05,1.8,34.0938181818182,31.1029343595512,3.7981078290205,10.8230694750099,NA,4.00001829356855
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",338,31.0936831199217,63.375,NA,NA,NA,35.875,-2,NA,30.75,15,16.125,12.875,73.75,NA,0,0,0,0,0,11.125,188.75,1.49998885332029,0,0.5,29.96875,31.0936831199217,2.35631003643803,6.77738391649906,16.9662921348315,1.49998885332029
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",339,30.3752699716999,NA,26.5,NA,NA,26.75,37.75,9.625,35.125,21.25,44.625,5,45.125,NA,0,0,0,0,0,15.6,195,1.00004499528331,0,0,27.9722222222222,30.3752699716999,2.23813310594976,6.48433231936628,12.5,1.00004499528331
"DENARDROBINSON","Denard Robinson","WR","JAX",340,29.7613597776417,63.725,34.375,23.75,NA,47.755,14,76.875,24.825,37.25,19.725,7.25,NA,17.8625,0,0,0,187.65,1.24994257228863,8.00002720423813,55.575,0,0,1.15005688536336,31.5011363636364,29.7613597776417,2.18047329068066,6.35549867196902,6.94685137702511,1.24994257228863
"JOSHHUFF","Josh Huff","WR","PHI",341,29.6880944594534,NA,40.25,NA,NA,36.9375,25.925,NA,15.625,27.25,21.025,13.5,36.375,23.75,0,0,0,7.50594459453388,0,12.5000500419544,183.5,1,0,0,26.4480555555556,29.6880944594534,2.12113796233963,6.19291911555497,14.6799412309641,1
"TOMSAVAGE","Tom Savage","QB","HOU",342,29.6565472016433,35.56,114.66,NA,NA,54.962,23.5,NA,NA,17.9,35.68,3,NA,19.67,701,4.23572225143934,4.60914244370569,20.75,0,0,0,0,0.1,1.25797149099899,37.144,29.6565472016433,3.80343129368787,10.9157099381347,NA,4.23572225143934
"ROBERTHERRON","Robert Herron","WR","TB",343,29.59375,60.125,23.5,NA,NA,52.3125,21.375,NA,NA,21.25,17,NA,NA,21.6,0,0,0,0,0,16,188.75,1,0,0,30.8175,29.59375,2.15256707699517,6.28618831937046,11.796875,1
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",344,29.5752559403652,54.825,28,22.925,NA,36.785,25.5,NA,17.25,2.625,22.525,87.5,NA,30.675,0,0,0,183.5,1.10004406196851,5.50003206217816,36.9999325484333,0,0,0,32.741,29.5752559403652,1.99838084904483,5.85448202884186,6.72722124710311,1.10004406196851
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",345,29.411190345364,NA,30.875,NA,NA,31.625,43.625,NA,27.75,NA,10.75,8.5,46.6,NA,0,0,0,0,0,9.7500465309063,187.289522762912,1,0,0,24.9763392857143,29.411190345364,2.20689026173882,6.44844517571389,19.2090901483629,1
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",346,29.3102499773491,34,14.175,24.35,NA,27.8025,58.375,48.4,37.225,17,25.75,16.25,55.15,10.5225,0,0,0,194.65,1,6.9999525045234,54.7619998187924,0,0,1,29.675,29.3102499773491,2.15632236266435,6.31195677776829,7.82319591217297,1
"PEYTONHILLIS","Peyton Hillis","RB","NYG",347,28.527903376928,48.15,10.425,29.625,NA,24.5375,70.55,8.2,NA,9.125,23.275,55.25,NA,15.945,0,0,0,142,1.42074994927676,8.99997288131198,62.8499726835851,0,0,0.684280968060233,28.66825,28.527903376928,2.10280494948142,6.20379666896639,6.9833513403235,1.42074994927676
"DONTEMONCRIEF","Donte Moncrief","WR","IND",348,28.5251006075507,64.75,29.25,NA,NA,36.9125,21.875,7.25,31.25,11.875,25.45,17.5,76.625,18.8,0,0,0,0,0,12.4999703430928,176.625,1.07449593459179,0,0,31.0630050505051,28.5251006075507,2.21328236898879,6.51398502916229,14.1300335242475,1.07449593459179
"JACOBTAMME","Jacob Tamme","TE","DEN",349,28.2841560995398,NA,NA,NA,NA,18.6125,53.625,30.25,24.25,25.375,25.625,40.125,NA,26.625,0,0,0,0,0,16.75,154.274755980825,1.49996860032278,0,0,30.5609375,28.2841560995398,2.29675738103691,6.76118845802803,9.21043319288507,1.49996860032278
"JACOBYFORD","Jacoby Ford","WR","NYJ",350,28.236919463812,NA,27.5,NA,NA,25.6375,8.275,29.625,NA,9.375,33.575,106.5,18.05,NA,0,0,0,33.9315505488999,0,15.8580069870572,174.75,1.000002401487,0,1,31.3600446428571,28.236919463812,2.37730959490575,6.98978337630981,11.0196697569011,1.000002401487
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",351,27.7004504076,37.925,11.6,40.8,NA,26.4325,-0.3,17.075,25.5,32.5,23.775,1.025,NA,30.155,0,0,0,42.325,0.700025475666609,12.5,113.344738141486,0.849950880985771,0,0,22.0152272727273,27.7004504076,1.96324302275193,5.85658908635933,9.06757905131884,1.54997635665238
"JONBALDWIN","Jon Baldwin","WR","SF",352,27.3375069083715,47.5,NA,NA,NA,35.925,NA,NA,7.5,NA,2.5,1.25,42.375,NA,0,0,0,0,0,9.50004428801732,151.500055266972,1.4,0,0,19.5785714285714,27.3375069083715,2.23648504990562,6.64289817271388,15.9472998939661,1.4
"CHARLESJOHNSON","Charles Johnson","WR","CLE",353,27.325,NA,41.125,NA,NA,22.825,11.775,8,34.025,37.875,NA,NA,NA,NA,0,0,0,0,0,14.9000676871062,185,0.7,NA,0,25.4641666666667,27.325,1.75702100587481,5.29802835890183,12.4160509794254,0.7
"JOHNKUHN","John Kuhn","RB","GB",354,27.0870717042724,41.1,15.125,NA,NA,23.455,NA,9.475,7,23.5,10.65,32.75,NA,30.855,0,0,0,37.5000484088812,1.49993362670168,9.825,76.3,0.79999418386237,0,0,21.4205555555556,27.0870717042724,2.17358485548404,6.47983206760499,7.76590330788804,2.29992781056405
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",355,26.9467095869397,53.75,40.75,NA,NA,38.6875,NA,13,28.375,3.125,16.375,3.125,NA,NA,NA,NA,NA,0,0,11.5,143.573676695518,1.5,NA,0,24.6484375,26.9467095869397,2.28693318668164,6.80546698692089,12.4846675387407,1.5
"DUJUANHARRIS","DuJuan Harris","RB","GB",356,26.9426560313411,32.05,43.575,NA,NA,28.6625,43.025,NA,19.8,21.625,12.85,18.625,NA,NA,0,0,0,168.540553460435,1.00008026608139,4.94754670991473,32.7049527104736,0,NA,0,24.0513888888889,26.9426560313411,1.97608948759555,5.93334997502002,6.61033733040536,1.00008026608139
"DALLASCLARK","Dallas Clark","TE","BAL",357,26.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,0,0,0,0,0,0,167,1,0,0,26.875,26.875,2.04757622814423,6.13760098929718,NA,1
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",358,26.8125,NA,NA,NA,NA,NA,NA,NA,21,32.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,142.5,1.5,NA,NA,26.8125,26.8125,2.23985950762187,6.68057182402144,11.4,1.5
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",359,26.1253866634516,NA,23,NA,NA,22.125,35.525,NA,29,26.375,25.975,7.5,49.8,4.4,0,0,0,7.49995197030941,0,13.000008533781,155.000038596257,1.00006444031476,0,0,24.6625,26.1253866634516,2.18967739247977,6.57665571235904,11.9230720651824,1.00006444031476
"JEFFJANIS","Jeff Janis","WR","GB",360,26.034375,44.875,NA,NA,NA,33.9625,NA,NA,NA,NA,16.125,4.375,NA,NA,NA,NA,NA,0,0,10.125,165.075,0.9,NA,0,24.834375,26.034375,1.76892649426689,5.40077259597546,16.3037037037037,0.9
"RONNIEBROWN","Ronnie Brown","RB","SD",361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0,0,0,152.5,1,0,38,0,0,0,26,26,1.88747635353532,5.73531109348841,NA,1
"BOBBYRAINEY","Bobby Rainey","RB","TB",362,25.6021485477409,41.675,13.3,17.05,NA,26.9225,22.375,35.1,5.425,4.125,16.35,27.875,44.2,30.0125,0,0,0,134.894186120362,1.25003832261744,6.50005837699614,40.5,0,0,0.15,23.1258333333333,25.6021485477409,2.0380652230023,6.17928834109684,6.23071327225775,1.25003832261744
"KELLENDAVIS","Kellen Davis","TE","NYG",363,24.825,NA,NA,NA,NA,24.4125,7.7,43.75,20.875,27.625,21.375,NA,NA,NA,0,0,0,2,0,11.7499588868555,125,1.5,NA,0,24.45625,24.825,2.19036368460741,6.64843941382509,10.6383350957794,1.5
"JOSEPHMORGAN","Joseph Morgan","WR","NO",364,24.8125,NA,NA,NA,NA,37.9,11.725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,8.55,154.9,0.9,NA,0,24.8125,24.8125,1.67001775638554,5.18884054297785,18.1169590643275,0.9
"JOSHMORGAN","Josh Morgan","WR","CHI",365,24.6332136961656,57.625,24.25,NA,NA,27.4125,13.15,14.25,20.125,2.5,25.7,27.25,35.625,18.3,0,0,0,3.75297229726694,0,11.0000185501299,146.067461391865,0.999913965409304,0,0,21.950625,24.6332136961656,1.70489794599521,5.29635779337333,13.2788377334273,0.999913965409304
"JOSEPHRANDLE","Joseph Randle","RB","DAL",366,24.3795201536321,31.975,18.625,33.5,NA,26.185,28.875,21.525,3.35,9.375,19.725,22.375,NA,25.9875,0,0,0,135.05,0.999920025605344,5.50006666683555,39,0,0,0,21.8888636363636,24.3795201536321,1.43144646485894,4.54258710258022,7.09082314131995,0.999920025605344
"LOUISMURPHY","Louis Murphy","WR","TB",367,24.1805386250867,52.25,25.75,NA,NA,29.55,11.475,NA,14.25,NA,6.875,NA,NA,47.475,0,0,0,0,0,13,193.444309000694,0,0,0,20.5354761904762,24.1805386250867,1.57141466406097,4.94607564281065,14.8803314615918,0
"MIKELLESHOURE","Mikel Leshoure","RB","DET",368,24.0840145544573,43.05,NA,NA,NA,18.1175,66.45,11.775,3.5,8.875,20.3,4.125,45.2,23.2375,0,0,0,118.999996742147,1.49998803710453,5.03764405427232,46.4999663985302,0,0,0.876136380733622,21.2245454545455,24.0840145544573,2.18333280280047,6.66851461485951,9.23049860164188,1.49998803710453
"THADLEWIS","Thad Lewis","QB","BUF",369,23.995,21.08,42.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,514.25,2.075,1.225,18,0,NA,0,0,0,1,25.3866666666667,23.995,2.88201864330554,8.63405030721761,NA,2.075
"JOHNATHANFRANKLIN","Johnathan Franklin","RB","GB",370,23.482745075108,NA,NA,30.55,NA,21.6,NA,12.65,NA,NA,23.725,NA,32.575,17.44,0,0,0,128.200051828784,0.900039584101369,5.90205437697076,44.5000191009707,0,0,0.1,12.864,23.482745075108,1.47044099924977,4.70019465045235,7.53975078145762,0.900039584101369
"ALFREDBLUE","Alfred Blue","RB","HOU",371,22.8216696882401,35.65,26.375,NA,NA,31.0125,9.5,NA,28.375,8.25,3.45,0.5,NA,26.8,0,0,0,120.5,1,5.49994885775405,38.173357505921,0,0,0,18.7991666666667,22.8216696882401,1.80328764107754,5.66979073494394,6.9406749941143,1
"WESTONDRESSLER","Weston Dressler","WR","KC",372,22.675,NA,39.875,NA,NA,30.2125,NA,NA,NA,13.125,19.625,1.875,NA,NA,NA,NA,NA,0,0,11,143,0.8,NA,0,20.9425,22.675,1.66828039916991,5.29879299197638,13,0.8
"KELLENWINSLOW","Kellen Winslow Jr","TE","NYJ",373,22.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.625,73.625,NA,NA,NA,NA,NA,NA,NA,12,133,1,NA,NA,32.0833333333333,22.625,2.00008878120118,6.23264794132962,11.0833333333333,1
"BRUCEELLINGTON","Bruce Ellington","WR","SF",374,22.5625063515104,NA,NA,NA,NA,25.5625,26.875,NA,NA,NA,3.625,8.5,51.375,NA,0,0,0,0,0,8.76540782728073,180.500050812083,0,0,0,15.9910714285714,22.5625063515104,1.55029937085589,4.97374072247452,20.5923163381297,0
"DARIUSJOHNSON","Darius Johnson","WR","ATL",375,22.4081572477106,NA,27,NA,NA,30.3125,30.875,NA,27.125,11.25,8.625,NA,NA,11.325,0,0,0,0,0,13,142.525,0.765422041285096,0,0,20.6089285714286,22.4081572477106,1.63684601196319,5.22491223443623,10.9634615384615,0.765422041285096
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",376,22.2417350258115,NA,NA,NA,NA,21.8625,NA,NA,35.125,21,15.875,NA,NA,NA,NA,NA,NA,NA,NA,10.8439968388108,129.932958114244,1.00001921025517,NA,0,18.7725,22.2417350258115,2.05130580616499,6.39696987809473,11.9820173360076,1.00001921025517
"JACKIEBATTLE","Jackie Battle","RB","TEN",377,22.1883063232898,47.975,5.4,NA,NA,26.6875,21.2,NA,31.125,4.625,17.575,1.25,NA,NA,0,0,0,131.887252514757,1,2.99996768297719,23.9966485745123,0,NA,0,19.4796875,22.1883063232898,1.77708338677257,5.63027729369054,7.99896902579227,1
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",378,22.1445730717403,27.94,NA,NA,NA,18.392,NA,NA,NA,17.9,NA,35.4,16.14,NA,460.000010579074,3.49997416482947,3.26843947508304,7.49994414508588,0,0,0,0,0,0.4,15.9602857142857,22.1445730717403,3.22229023369625,9.68837620189242,NA,3.49997416482947
"COLTLYERLA","Colt Lyerla","TE","GB",379,22.0625,NA,NA,NA,NA,NA,23.5,NA,NA,24.75,16.5,NA,NA,NA,0,0,0,0,0,12,128.5,1,NA,0,21.5833333333333,22.0625,2.06442585403529,6.44341790104456,10.7083333333333,1
"KIRKCOUSINS","Kirk Cousins","QB","WAS",380,21.9566702275688,32.84,22.76,35.34,NA,28.24,8.9,25.46,19.56,11.2,10.78,NA,40.62,13.36,452.800356666978,2.69997883818582,2.49295587407077,12.7360823035867,0,0,0,0,0,0.25,20.255,21.9566702275688,2.76986823189175,8.42881809651943,NA,2.69997883818582
"KEVINNORWOOD","Kevin Norwood","WR","SEA",381,21.875,44.875,NA,NA,NA,30.125,NA,NA,7.625,8.75,18.625,19.75,NA,NA,NA,NA,NA,0,0,9.99994694449583,139,0.75,NA,0,21.625,21.875,1.55302734674038,5.01832971219153,13.9000737475421,0.75
"JUSTINFORSETT","Justin Forsett","RB","BAL",382,21.6101528713686,43.9,28.8,NA,NA,27.41,37.25,NA,29.925,15.5,16.625,4.625,NA,NA,0,0,0,165.509987148167,0,6.25527683971858,40.4732332524152,0,NA,0,22.6705555555556,21.6101528713686,1.15164669557696,3.90614476783714,6.47025452101909,0
"JAREDABBREDERIS","Jared Abbrederis","WR","GB",383,21.58125,48.375,NA,NA,NA,36.2875,NA,NA,20.125,6.875,16.125,8.125,NA,NA,NA,NA,NA,0,0,11.149997577252,172.65,0,NA,0,22.6520833333333,21.58125,1.57451395955086,5.09440903452562,15.4843082972715,0
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",384,21.5013159427647,50.3,16.625,NA,NA,22.3625,61.35,17.425,6.875,7.625,8.125,49.5,29.525,10.0025,0,0,0,83.3239466609817,0,19.0000380437924,98.1499887618818,0.65004510439626,0,1.00003264831543,21.7595833333333,21.5013159427647,1.77716562308608,5.66741370610381,5.16577853874082,0.65004510439626
"JOSHBOYCE","Josh Boyce","WR","NE",385,21.1133715384784,NA,29.375,NA,NA,21.8625,17.475,NA,28.75,6.25,5.5,NA,31.125,11.6875,0,0,0,0,0,8.99993800004044,125.705072270962,0.900039584101369,0,0,15.2036111111111,21.1133715384784,1.64930877445878,5.32944389146575,13.9673264716264,0.900039584101369
"NATEBYHAM","Nate Byham","TE","TB",386,20.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875,67,NA,NA,NA,NA,NA,NA,NA,13,119,1,NA,NA,29.2916666666667,20.875,1.94854025926492,6.1819962742261,9.15384615384615,1
"LOGANPAULSEN","Logan Paulsen","TE","WAS",387,20.5565857053235,NA,NA,NA,NA,24,44.375,24,7.375,19.125,17.5,12.125,NA,21.85,0,0,0,0,0,11.0000242804752,121.25,1.00005595088724,0,0.2,19.91875,20.5565857053235,2.16774044234902,6.81425314071074,11.0227029421395,1.00005595088724
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",388,20.216870939884,NA,33,NA,NA,34.8125,17.025,NA,15.375,3.125,20.45,9.375,33.3,3.65,0,0,0,9.91939964177461,0,9.75,129.8,0.999988495951093,0,1,17.9027777777778,20.216870939884,1.71080509984765,5.55018449078062,13.3128205128205,0.999988495951093
"SEANMCGRATH","Sean McGrath","TE","KC",389,19.8750320289691,NA,NA,NA,NA,13.75,28.5,NA,6.75,5,27,30.75,NA,NA,0,0,0,0,0,10.5,111,1.00000533816151,NA,0,18.625,19.8750320289691,2.10720194968196,6.68097478802094,10.5714285714286,1.00000533816151
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",390,19.8150196219734,NA,25.54,NA,NA,28.954,22.5,86.3,18.32,NA,9.92,NA,NA,13.73,463.25539211478,2.90756479808644,2.50001850992049,22.5216533442861,0,0,0,0,0,1.69918835321022,23.483,19.8150196219734,3.04891454372301,9.3269694652451,NA,2.90756479808644
"ANTHONYDIXON","Anthony Dixon","RB","BUF",391,19.6749961954107,28.125,23.2,NA,NA,25.6625,5.925,NA,16.3,4.125,13.6,1.125,NA,NA,0,0,0,60.5,1.99999944321964,1.50004000549588,12.9999962887424,0,NA,0,14.7578125,19.6749961954107,1.91719582010192,6.15849804056472,8.66643305586033,1.99999944321964
"DAMIANWILLIAMS","Damian Williams","WR","MIA",392,19.5847938662845,53.875,31.375,NA,NA,36.975,10.625,20,8.875,NA,4.25,14.125,NA,NA,0,0,0,0,0,11.6882981310281,156.678350930276,0,NA,0,20.0111111111111,19.5847938662845,1.46424668531241,4.89221207440347,13.404718905514,0
