"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklySD","weeklyVariability","ydsPerRec","totalTds"
"AARONDOBSON","Aaron Dobson","WR","NE",141,110.808052181766,103.125,62.625,106.5,NA,95.65,126.95,123.125,89,115,122,72.625,139.75,144.85,0,0,0,0,0,44.150007886388,645.75,4.98155036362761,0.1,0,108.228333333333,110.808052181766,3.48570009313451,5.66452787754121,14.6262714530362,4.98155036362761
"DOUGBALDWIN","Doug Baldwin","WR","SEA",142,110.224639586081,114,134.375,100.15,NA,113.1625,139.925,94,106.425,129.875,98.5,89,118.675,87.8,0,0,0,8.00005455307407,0,48.1999312792405,673,4.49993902179564,0.05,0.6,110.248958333333,110.224639586081,3.44962792179872,5.59463826104611,13.9626755088312,4.49993902179564
"ODELLBECKHAM","Odell Beckham","WR","NYG",143,108.009467474085,118.125,109,98.75,NA,108.5125,101.375,100.725,91.625,115.625,106.875,105.25,123,112.5,0,0,0,15.0000137201247,0,45.9999811211599,664.475,4.00001518367876,0.1,0.25,107.403541666667,108.009467474085,3.50003550483416,5.855100024073,14.4451146240654,4.00001518367876
"ROBERTWOODS","Robert Woods","WR","BUF",144,107.81913411955,93.375,119.375,87.225,NA,103.975,141.275,111.725,103.75,108.5,95.6,105.25,142.325,114.21,0,0,0,12.499957145885,0,49.600005886656,687.75,3.75006473416019,0.1,0.7,110.42975,107.81913411955,3.33776983731047,5.40995136921343,13.865925773711,3.75006473416019
"ANTONIOGATES","Antonio Gates","TE","SD",145,106.925279322074,108.125,126,99.5,NA,114.2875,104.125,117.75,102.375,118.75,92,110.625,107.125,94.025,0,0,0,0,0,59.9999938363557,657,4.50001459974353,0.1,0.7999360921292,107.032291666667,106.925279322074,3.55110194326288,6.05665347205747,10.9500011248652,4.50001459974353
"HEATHMILLER","Heath Miller","TE","PIT",146,106.640938156525,118.625,119.125,91,NA,111.975,110.125,115.25,94.875,112.5,94,112.5,102,102.95,0,0,0,0,0,61.8999533837664,646.328669454046,4.64998635162959,0.1,0.750021211669583,106.24375,106.640938156525,3.49590267817766,5.9170202874478,10.4415049466507,4.64998635162959
"BERNARDPIERCE","Bernard Pierce","RB","BAL",147,106.476194075071,122.35,85.225,99.8,NA,102.2775,70.05,100.225,99.4,126.25,110.05,79.25,136.425,122.025,0,0,0,610.6,4.00007357192508,20.0000760972621,136.924798316167,0.700025475666609,0.05,0,104.202291666667,106.476194075071,3.48198895614073,5.88682375152084,6.84621386690181,4.70009904759169
"RODSTREATER","Rod Streater","WR","OAK",148,105.398213348072,120.375,124.625,96.825,NA,108.65,101.475,88.375,103.4,109.75,94.1,110.875,92.45,111.63,0,0,0,9.61049681018928,0,48.0000355794544,673.5,3.99997659541037,0,1.25006530180295,103.217166666667,105.398213348072,3.39456407427875,5.69938925828905,14.0312395995031,3.99997659541037
"LADARIUSGREEN","Ladarius Green","TE","SD",149,104.900044174176,112.375,129.375,97,138.375,112.525,126.375,103,91.75,100,99.5,87.125,95,96.525,0,0,0,0,0,43.5000194514595,599.999947579373,4.95000845445905,0.1,0,106.950274725275,104.900044174176,3.49022173320945,5.99459970006524,13.7930960754833,4.95000845445905
"TERRANCEWEST","Terrance West","RB","CLE",150,104.799641686305,152.4,113.75,73.5,NA,115.115,92,104.35,96.225,70.25,80.575,92,129.75,100.95,0,0,0,538.225,4,21.499939750413,167.019751359872,0.999945461053444,0.05,0,101.272083333333,104.799641686305,3.61433657115221,6.34830249489591,7.76838229775333,4.99994546105344
"MARKUSWHEATON","Markus Wheaton","WR","PIT",151,104.309147195266,110.75,102.875,97.5,NA,97.8125,120.95,71.575,95.25,127,99.725,101.875,128.675,106.225,0,0,0,12.0000084120165,0,46,629.575,4.40007040246514,0.1,0.729383686908771,104.578541666667,104.309147195266,3.49609005652304,6.04281166260377,13.6864130434783,4.40007040246514
"DARRENMCFADDEN","Darren McFadden","RB","OAK",152,104.306382915831,110.575,85.375,83.675,NA,96.975,129.75,119.275,109.675,97,96.45,97.75,132.075,120.75,0,0,0,550.000050561841,4.00005400894654,25.4999300708012,192.45,0.999973114538903,0.1,1.65001162708846,104.202083333333,104.306382915831,3.75215900871588,6.76157807695962,7.547079520048,5.00002712348545
"DELANIEWALKER","Delanie Walker","TE","TEN",153,103.114851571471,109.375,111,104.75,NA,108.3625,114.125,109.5,96.875,102.5,98.625,89.625,102.125,105.1,0,0,0,0,0,57.0000374720816,592.5,5.18372526191191,0.1,0.75,103.746875,103.114851571471,3.62084895632275,6.45708666188331,10.3947300085584,5.18372526191191
"ERICEBRON","Eric Ebron","TE","DET",154,100.967665284321,121.125,126.5,83.5,NA,106.7125,100.75,78.625,94.5,105,93.375,92.75,115.875,95.725,0,0,0,0,0,47.0000634366874,574.75,4.89565254738687,0.1,0.15,100.794791666667,100.967665284321,3.60553453850596,6.52945754436851,12.2287068989648,4.89565254738687
"CHADHENNE","Chad Henne","QB","JAC",155,100.296083972654,39.88,102.4,113.3,NA,87.672,127.54,120.64,136.88,82.5,87.66,63.5,128.58,130.09,2198.25,11.4999255989665,11.4999735344084,49.6634790158734,0,0,0,0,0.2,1.50001524052453,100.0285,100.296083972654,5.39837428271863,11.5968628799821,NA,11.4999255989665
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",156,98.4751800932647,102.625,101.125,101.125,NA,102.65,77.7,96,95.55,127,108.375,86.75,80,108.73,0,0,0,19.999966970019,0,51.499988057473,627,3.00003056604381,0.05,0,98.9455,98.4751800932647,3.38001682709625,6.03047510099509,12.1747601048039,3.00003056604381
"MARQISELEE","Marqise Lee","WR","JAC",157,98.0437527833628,100.125,104.5,100.325,NA,92.2875,110.325,57.625,88.875,113.5,96.65,82.625,124.125,117.6,0,0,0,11.0000278336285,0,44.5,630.75,3.5,0.05,1,97.8827083333333,98.0437527833628,3.40671393312647,6.12857299321598,14.1741573033708,3.5
"KHIRYROBINSON","Khiry Robinson","RB","NO",158,98.0356279432968,143.175,102.725,101.55,NA,120.28,63.25,131,68.125,74.625,74.525,70.875,130.275,52.4125,0,0,0,591,4.44346708767771,9.49993339443655,67,0.649970902871759,0,0,94.3264583333333,98.0356279432968,3.31907298776557,5.8830587054494,7.05268102608353,5.09343799054947
"CHRISIVORY","Chris Ivory","RB","NYJ",159,97.307117011312,125.075,78.125,112.425,NA,101.99,118.975,92.725,78.7,112.625,93.875,58.625,128.35,97.725,0,0,0,702.2,4.49999635790093,5.49996875032078,33,0,0.1,1.41262037869788,98.70125,97.307117011312,3.22705551377875,5.6639620380051,6.00003409075285,4.49999635790093
"JEREMYHILL","Jeremy Hill","RB","CIN",160,96.8631664992833,126.975,82.875,98.525,NA,100.055,115.5,93.725,84.3,130.75,76.075,99.125,NA,89.6125,0,0,0,582.65,5.75697523182326,8.00002776054371,53.25,0,0.2,0.999978297218739,98.9597727272727,96.8631664992833,3.43880296342915,6.28204785861605,6.65622690244027,5.75697523182326
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",161,96.5911640756152,99.75,104.125,105.375,NA,97.6375,140.375,86,90.525,81.125,89.825,107.75,122.125,85.15,0,0,0,5.15373338754567,0,48,604.5,3.99996198046608,0.1,1.2288270486453,99.806875,96.5911640756152,3.45439878355654,6.34042728644262,12.59375,3.99996198046608
"NATEWASHINGTON","Nate Washington","WR","TEN",162,95.5645155905595,100.375,95.75,87,NA,94.7375,135,95.5,84.5,92,71.5,87,122.625,122.5,0,0,0,0,0,41.7000623748839,634.113509388305,3.00005448617023,0.05,0.6,98.6989583333333,95.5645155905595,3.37942654080191,6.18518159333906,15.2065362321912,3.00005448617023
"JAREDCOOK","Jared Cook","TE","STL",163,95.1553289496655,89.875,108.25,85.125,NA,96.1625,101.875,104.5,92.125,110,83,89.625,107.125,102.45,0,0,0,0,0,47,582.05,4.21651315827758,0.05,1,96.4677083333333,95.1553289496655,3.56074581679529,6.71600790931916,12.3840425531915,4.21651315827758
"MILESAUSTIN","Miles Austin","WR","CLE",164,93.0935360703523,88.125,70.125,52.125,NA,77.025,169.4,98.625,94.375,66.125,110.75,117.75,123.375,95.65,0,0,0,0,0,43,593.95,3.49996434505872,0.05,0.75,96.3191666666667,93.0935360703523,3.43857198695488,6.4839069802237,13.8127906976744,3.49996434505872
"DWAYNEALLEN","Dwayne Allen","TE","IND",165,91.969003628547,100.625,101,69.375,NA,95.6875,114.525,106.625,81.5,97.5,80.75,89.625,100.25,69.775,0,0,0,0,0,43.0000034248749,519.75,4.50004227142449,0,0,92.2614583333333,91.969003628547,3.59619396481159,6.98665939656002,12.0872083396005,4.50004227142449
"GARRETTGRAHAM","Garrett Graham","TE","HOU",166,91.828125,90.625,99.5,60.25,NA,87.7625,117.75,93.375,85.875,68.875,75.125,105.25,116.25,92.35,0,0,0,0,0,47.5000568051594,541.825,4,0.05,0,90.815625,91.828125,3.44976940489539,6.58330961621272,11.4068284638588,4
"TYLEREIFERT","Tyler Eifert","TE","CIN",167,91.5751858326676,100.75,72.875,81.125,NA,86.3875,95.625,90.375,91.875,92.75,94.625,105,97.625,90.175,0,0,0,0,0,46.850021909652,539,4.00003097211127,0.1,0,91.690625,91.5751858326676,3.42329530441461,6.52260222548068,11.5047971810864,4.00003097211127
"DONNIEAVERY","Donnie Avery","WR","KC",168,91.3317900758217,93.75,87.125,NA,NA,88.7125,90.825,84.125,89.15,80.75,95.45,93.25,91.525,98.285,0,0,0,5.49999893879467,0,42.3999565880403,589.5,2.84904836365704,0,0,90.0045202020202,91.3317900758217,3.08182506110382,5.57739419259757,13.9033161219387,2.84904836365704
"JOSHGORDON","Josh Gordon","WR","CLE",169,90.5001840829512,NA,137.125,NA,NA,85.85,NA,55.75,NA,NA,24.075,NA,182.925,NA,0,0,0,0,0,28.7004837989056,544,4.50003068049186,0,1.5,58.6174107142857,90.5001840829512,3.51204158736975,6.82940482993648,18.9543843167112,4.50003068049186
"MIKEWILLIAMS","Mike Williams","WR","BUF",170,89.5553932246221,85.375,86,106,NA,86.9375,83.6,74.625,90.625,94.75,107.5,80.5,111.75,91.9,0,0,0,0,0,41,565.643145796977,3.5,0.05,0.75,90.9652083333333,89.5553932246221,3.34881696813391,6.42209503783056,13.7961742877311,3.5
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",171,88.2522773500205,154.3,101.875,61.6,NA,101.3375,91,63.825,76.675,108.5,78.6,126.25,53.05,66.65,0,0,0,436.212341866929,2.80836956521739,27.5000332691177,194,0.999996948242188,0,0.823051972476603,89.4802083333333,88.2522773500205,3.25718949207794,6.23496103973735,7.05453692006477,3.80836651345958
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",172,87.9363546823363,104.375,NA,82.125,NA,93.1,102.35,42.125,97.75,96.5,52.5,80.25,98,87.4,0,0,0,0,0,38,535.5,3.7500374300186,0.1,0.567123299258417,84.7095454545454,87.9363546823363,3.34496192461458,6.49825239656803,14.0921052631579,3.7500374300186
"DENARIUSMOORE","Denarius Moore","WR","OAK",173,87.2188730953593,98.625,87.625,101.875,NA,82.825,87,41.875,59.5,74.875,84.75,129,118.375,92.5,0,0,0,0,0,36,559.75,3.4500489585749,0,1.15005688536336,86.7854166666667,87.2188730953593,3.44359636521144,6.81359834001439,15.5486111111111,3.4500489585749
"KENNYBRITT","Kenny Britt","WR","STL",174,85.1203267316792,89.25,97.875,89.625,NA,77.6375,71.375,20.875,90.625,91.5,64.875,92.75,96.375,102.55,0,0,0,0,0,38.2000277233201,534.75,3.40000599149186,0.1,0.774486405757309,81.4760416666667,85.1203267316792,3.3031639855074,6.53223203850479,13.9986809400546,3.40000599149186
"CHRISGIVENS","Chris Givens","WR","STL",175,84.4639709766038,97,111.75,92.975,NA,98.025,122.05,82.375,84.675,68.25,73.5,68.25,89.425,61.015,0,0,0,11.7500559042896,0,38.4999445720912,564.311188843349,2.50003998790211,0,0.750057715552111,86.6723333333333,84.4639709766038,3.08178172062926,5.94621686148161,14.6574545785819,2.50003998790211
"SHONNGREENE","Shonn Greene","RB","TEN",176,84.0743890386055,98.7,61.975,87.025,NA,84.7925,70.625,89.925,82.1,99.75,75.375,108.25,111.175,91.7,0,0,0,521.825,4.50000906020339,9.00004934433341,61.3,0,0.05,0.956888440871612,87.5077083333333,84.0743890386055,3.22173858083335,6.35991277485934,6.81107376801168,4.50000906020339
"JACEAMARO","Jace Amaro","TE","NYJ",177,83.2246171538663,109,88,65,NA,90.8,92.75,93.5,53.25,102.5,42.375,79.625,90.875,69.5,0,0,0,0,0,38.9,484.15,3.78431119231104,0,0,81.10625,83.2246171538663,3.32141663756179,6.68529419776284,12.4460154241645,3.78431119231104
"COBYFLEENER","Coby Fleener","TE","IND",178,82.9217147086405,91.625,62.25,84.125,NA,76.2125,63.625,66.125,85.25,87.75,69.875,113.125,93.5,91.25,0,0,0,0,0,38.999909906476,461.775,3.99997328477341,0.6,0,82.959375,82.9217147086405,3.32238933584548,6.7042960673914,11.8404119678061,3.99997328477341
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",179,82.855993110563,91.75,88.5,90.9,NA,86.95,94.15,76.625,66.05,101.125,69.25,21.625,90.925,93.385,0,0,0,14.499941238415,0,42,555.25,2.4999828410304,0,1.00004935315361,79.53975,82.855993110563,3.09685940232824,6.07491179807417,13.2202380952381,2.4999828410304
"LANCEMOORE","Lance Moore","WR","PIT",180,82.5269338200589,88.375,74.5,87.25,NA,88.4375,81.375,110.625,77.375,74.5,77,86.5,88.875,70.225,0,0,0,0,0,43.0000490656139,542.615452094311,2.50000038471167,0,0.1,83.2197916666667,82.5269338200589,2.97058492890542,5.73821932308918,12.6189496032047,2.50000038471167
"STEVEJOHNSON","Steve Johnson","WR","SF",181,81.8088821592859,96.875,66.625,97.75,NA,79.45,NA,60.25,81,87.75,84.45,99,90.725,NA,0,0,0,4.33729639635592,0,41.8500539505408,530.999945623648,3.00002655278238,0,1,82.62,81.8088821592859,3.43404777525785,7.07743039415795,12.6881543868783,3.00002655278238
"MALCOMFLOYD","Malcom Floyd","WR","SD",182,80.1860670992875,98.75,81.25,NA,NA,62.05,103.625,43.25,86.875,100.25,52.5,68.25,98.625,120.625,0,0,0,0,0,32.4999500360817,505.211582836166,3.08933152375699,0.1,0.567123299258417,76.0541666666667,80.1860670992875,3.26815509740551,6.69905706732838,15.5449956776942,3.08933152375699
"ANDREROBERTS","Andre Roberts","WR","WAS",183,80.1768800306733,85.875,85.75,93.825,NA,84.3125,65.05,70.75,72.75,80.75,79.075,73,96.75,87.85,0,0,0,5.75,0,42.4000123182599,505.625,3.00002082140809,0.05,0.567123299258417,81.0039583333333,80.1768800306733,3.30755940764979,6.81013270654291,11.9251144599845,3.00002082140809
"TIMOTHYWRIGHT","Timothy Wright","TE","TB",184,79.71875,65.75,93.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,0,0,0,0,0,36,445.75,4,0,0,78.625,79.71875,3.40635974150977,7.11201164727189,12.3819444444444,4
"ALLENROBINSON","Allen Robinson","WR","JAC",185,78.6249083146837,101.5,113.25,NA,NA,79.9375,86.625,NA,62.375,75.75,67.375,37,71.625,93.375,0,0,0,0,0,37.2782154690569,508.999995510164,2.9999848126522,0,1,70.5056818181818,78.6249083146837,3.1914670317305,6.56771046926773,13.6540869541533,2.9999848126522
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",186,78.1170274566469,100.1,66.35,61.45,NA,81.445,86.6,98.5,55.05,72.5,66.025,42.625,104.9,84.425,0,0,0,441.75,2.6002242272321,16.5000393356689,127.523556709169,0.900039584101369,0,1,75.5891666666667,78.1170274566469,3.09822979803221,6.33333832484744,7.72868198159353,3.50026381133347
"TREMASON","Tre Mason","RB","STL",187,77.7240894615998,138.775,90.95,88.775,NA,93.0975,34.875,38.125,63.825,60.625,58.375,78.25,110.2,60.0375,0,0,0,431,2.94997078664061,12.5000071492808,113.992764603998,0.945861527709399,0,1,75.1258333333333,77.7240894615998,3.08544911067227,6.31858022053186,9.11941595253863,3.89583231435
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",188,76.8559882545549,86.625,82.375,58,NA,78.65,85.875,81.75,69.25,73.625,70.25,64.875,73.125,92.8,0,0,0,0,0,37.9999515506089,447.65,3.44995637575915,0.1,0,76.225,76.8559882545549,3.34090568684061,7.08211463297625,11.7802781775607,3.44995637575915
"NATEBURLESON","Nate Burleson","WR","CLE",189,76.8310519845407,76.25,78.25,73.75,NA,79.375,93.7,89.875,75.4,71.875,98.825,68,47,26.675,0,0,0,5.00002873540221,0,41.4999898684839,471.45,2.94996651850009,0,0.1,72.7529166666667,76.8310519845407,2.98739610700193,6.09138425948403,11.3602437372649,2.94996651850009
"STEVIEJOHNSON","Stevie Johnson","WR","SF",190,76.4625,NA,NA,NA,NA,NA,77.175,NA,NA,NA,NA,NA,NA,75.55,0,0,0,1.5,0,45,468.5,3.25,0.1,0.65,76.4625,76.4625,3.33244053451677,7.07949697072091,10.4111111111111,3.25
"JEROMESIMPSON","Jerome Simpson","WR","MIN",191,75.8785849433441,88.375,78,89.5,NA,74.9875,80.75,41.875,72.75,25,76.125,88.625,87.75,69.6,0,0,0,0,0,36.5,520.625,2.30007840220332,0,1.00000348995859,71.653125,75.8785849433441,3.13909214479206,6.56826296145135,14.263698630137,2.30007840220332
"SIDNEYRICE","Sidney Rice","WR","SEA",192,75.6131556004473,62.375,72.5,86.125,NA,73.7625,52.75,80.375,78,64.875,86.25,99,76.875,75.675,0,0,0,0,0,30.4999484308732,440.225,3.44750510007455,0.1,0.1,75.3302083333333,75.6131556004473,3.20489053845617,6.76717503772849,14.433630961631,3.44750510007455
"MIKETOLBERT","Mike Tolbert","RB","CAR",193,74.4120283429991,84.725,69.425,78.175,NA,79.125,89.15,86.225,62.55,75.25,53.15,8.75,69.2,72.475,0,0,0,257.25,3.71963543828426,23.4999903235581,162.15,1.00007761888225,0.05,0,69.025,74.4120283429991,3.61758765670156,7.98987112002741,6.90000284116923,4.71971305716651
"ROYHELU","Roy Helu","RB","WAS",194,73.7513512828094,92.4,61.125,100.975,NA,77.7325,91.125,63.4,47.5,69.125,66.7,51.25,83.3,70.35,0,0,0,273.3,1.89995848791062,33,256.175,0.999963831018519,0,1.00001921025517,71.7152083333333,73.7513512828094,2.98470856724497,6.24928588334393,7.76287878787879,2.89992231892914
"MARKINGRAM","Mark Ingram","RB","NO",195,73.7400686267882,80.1,37.875,80.725,NA,61.5925,106.9,56.275,71.75,91.625,76.725,56.375,118.75,108.8,0,0,0,463.9,3.00001143779804,11.0000161161247,98,0,0.05,1,78.0160416666667,73.7400686267882,3.17611887930627,6.7870554365937,8.9090778563809,3.00001143779804
"SCOTTCHANDLER","Scott Chandler","TE","BUF",196,73.696590955551,85.5,82.375,66.875,NA,82.8875,98.625,101.75,60,48.25,65,36.375,76.125,82.45,0,0,0,0,0,40,469.575,2.9999526592585,0,1,72.4760416666667,73.696590955551,3.20735060748315,6.87703810447649,11.739375,2.9999526592585
"LEVINETOILOLO","Levine Toilolo","TE","ATL",197,72.681091280108,75.375,78.25,NA,NA,57.6625,72.125,57.875,69.5,85,67.625,45.75,84.125,78.15,0,0,0,0,0,35.5,390.25,3.94997354668467,0.1,0,70.2261363636364,72.681091280108,3.32874556400304,7.27226766719701,10.9929577464789,3.94997354668467
"BLAKEBORTLES","Blake Bortles","QB","JAC",198,72.5247289321983,189.04,84.44,47.26,NA,100.828,42.5,58.66,38.74,110,99.64,90.5,49.96,51.95,1388.6,7.99996783449368,8.06370906367696,72.47816597619,1.04998174330378,0,0,0,0.55,1.82524075739575,79.3348333333333,72.5247289321983,4.90164093044767,11.694755177344,NA,9.04994957779746
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",199,72.3567968962146,119.575,82.05,64.475,NA,84.7275,107.25,65.725,58.6,64,64.975,64,109.2,50.7125,0,0,0,463.6,4.00001512930201,8,51.975,0,0,1.50005629319916,75.6158333333333,72.3567968962146,3.3288225990533,7.28990518715966,6.496875,4.00001512930201
"TRAVISKELCE","Travis Kelce","TE","KC",200,72.0429090196375,85.25,39.375,57.625,NA,62.3125,69.875,70,76.5,110,73.75,78,NA,90.425,0,0,0,0,0,38.5,442.75,3.00008815290213,0.2,0.567123299258417,73.6938636363636,72.0429090196375,3.31225228602895,7.26026545390263,11.5,3.00008815290213
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",201,71.5847348141741,103.3,61.325,37.925,NA,69.2475,98.925,58.375,72.725,91,59.6,105.875,66.025,45.45,0,0,0,385,2.99995351682658,17.9999598102229,125.478393489258,0.650029696337417,0,1.49998788365573,70.7310416666667,71.5847348141741,3.17052288178887,6.88713725383506,6.97103742520548,3.649983213164
"TEDGINN","Ted Ginn","WR","ARI",202,71.3500170691606,76.125,97,77.3,NA,80.6125,95.725,58.725,64.6,42.375,59.95,37,77.7,81.175,0,0,0,21.4403288120964,0,29.00004714613,431.25,2.54995569799183,0,0,70.898125,71.3500170691606,2.98309872942292,6.373769563959,14.8706654795059,2.54995569799183
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",203,71.2787506142443,135.625,90.2,41.85,NA,87.3675,98.475,59.25,68.475,77.625,64.05,69.125,63.35,86.875,0,0,0,409.559028036039,3.50004379705174,12.9999495326394,99.75,0,0.05,1.08205499055668,77.455625,71.2787506142443,3.360553001744,7.43686509523552,7.67310671088028,3.50004379705174
"DONALDBROWN","Donald Brown","RB","SD",204,71.0870943122394,85.5,51.125,76.625,NA,68.7375,64.875,62.125,66.9,59.125,72.775,70.625,56.875,71.9,0,0,0,388.875,2.49999629324404,12.999997034829,99.2,0.7999360921292,0,0,67.115625,71.0870943122394,3.00208353436668,6.44117188721125,7.63077097127235,3.29993238537324
"DAVIDWILSON","David Wilson","RB","NYG",205,70.1377986463418,97.875,67.875,81.925,NA,77.49,47.125,62.9,45.375,85,62.1,22.875,106.6,66.375,0,0,0,405.75,2.49998963966909,13.9999705216466,112.9,0.650029696337417,0,1.14993912323242,66.80125,70.1377986463418,3.14302330108352,6.88769440917078,8.06430269445461,3.15001933600651
"ANDREBROWN","Andre Brown","RB","HOU",206,70.1179752771781,91.95,66,70.6,NA,73.36,61,65.275,71.875,78,72.325,81.75,96.55,64.775,0,0,0,425,3.49999125822757,14.4999609676844,96.75,0,0,1.82524075739575,72.68,70.1179752771781,3.32759538355834,7.40673234196244,6.67243175451461,3.49999125822757
"BRANDONLAFELL","Brandon LaFell","WR","NE",207,70.0872097137482,90.5,106.75,101.325,NA,84.425,76,26.125,54.75,56.375,54.65,49.875,84.3,46.225,0,0,0,6.00007247041718,0,31,426.299939696397,2.99995166744282,0,0.6,68.9166666666667,70.0872097137482,2.95098537178728,6.35148733248968,13.7516109579483,2.99995166744282
"ZACHMILLER","Zach Miller","TE","SEA",208,69.9819326690946,82.75,58.125,54.75,NA,67.8875,76,73.375,71,78.75,67.125,74,53.375,61.6,0,0,0,0,0,33.0000024983604,367.85712351623,3.99996537159429,0,0,67.928125,69.9819326690946,3.25285196388959,7.20428480220214,11.147184717168,3.99996537159429
"CJANDERSON","C.J. Anderson","RB","DEN",209,69.3610085503754,72.825,64.575,77.475,NA,70.84,83.825,82.625,68.6,91.5,68.425,2.625,72.65,98.975,0,0,0,424.85,2.60000195656669,14.4999753590087,113.407660978668,0,0.05,0.999986937119418,70.3783333333333,69.3610085503754,2.92584452419653,6.31994549259866,7.82123128976278,2.60000195656669
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",210,69.2832707854058,94,84.6,89.2,NA,84.76875,46,71.275,63.675,48.25,66.175,78,NA,40.675,0,0,0,132.25,0.661729608635963,39.500014154227,367.153729071251,1.50006689203457,0,0.935574784174566,68.3998863636364,69.2832707854058,2.94791209215729,6.38605083945523,9.29502778499538,2.16179650067053
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",211,69.0995069554682,136.85,NA,66.85,NA,86.86,55.5,41.35,72.55,57,50.375,92.5,53.025,54.5125,0,0,0,395.75,2.847197910033,8.49996383730224,68.85,0.639178249211694,0,0,69.5320454545455,69.0995069554682,2.8493494452944,6.11932194119962,8.10003446107035,3.48637615924469
"EDDIEROYAL","Eddie Royal","WR","SD",212,68.6918468127955,85.5,46.25,73.175,NA,67.5,104.075,67.75,54,40.125,76.3,68,92.4,65.26,0,0,0,11.2946146047109,0,35.7499197157927,438.5,2.50000974983013,0,0.750057715552111,69.29225,68.6918468127955,2.84165796944074,6.11963680657591,12.2657618111039,2.50000974983013
"KNILEDAVIS","Knile Davis","RB","KC",213,67.7888679863886,88.3,72.2,69.075,NA,72.24,84.65,70.125,69.675,91.75,62.975,38.125,72.6,54.9,0,0,0,371.975,3.40008982203451,13.7500071828995,105.52614546961,0,0,0.999979709839888,69.22625,67.7888679863886,3.14347939018207,7.01516063673141,7.67462475225828,3.40008982203451
"MYCHALRIVERA","Mychal Rivera","TE","OAK",214,67.4410588008919,83.625,87.75,NA,NA,73.5375,45.75,110.625,20.5,21.25,63.875,75.5,82.625,49.65,0,0,0,0,0,37.0000765405542,395.525,3.00007230014865,0,0,64.9261363636364,67.4410588008919,3.17597445113375,7.12503756563807,10.689842751176,3.00007230014865
"BRENTCELEK","Brent Celek","TE","PHI",215,67.3404503823684,86.25,68.875,56.375,NA,75.3625,79.875,90.75,52.25,69.25,59.375,47.625,80.25,54.975,0,0,0,0,0,31.0000047613265,400.725,3.24999975483746,0,0.750057715552111,67.509375,67.3404503823684,3.27781379380729,7.41623869047636,12.9266109178124,3.24999975483746
"ADRIENROBINSON","Adrien Robinson","TE","NYG",216,66.5592480472099,65.875,70.25,58.5,NA,63.0375,111.125,52.5,50.375,79,47.5,39.75,NA,87.25,0,0,0,0,0,31.8,410.875,2.49997884120164,0.1,0,65.9747727272727,66.5592480472099,3.01659553809044,6.72513681567298,12.9205974842767,2.49997884120164
"MARLONBROWN","Marlon Brown","WR","BAL",217,66.4155503971537,87.25,46.125,69.375,NA,56.9125,86.125,15.125,70.525,87.5,62.7,56,87.25,29.65,0,0,0,0,0,33.9999770326237,387.325,2.99998756619229,0,0,62.888125,66.4155503971537,3.10900449644127,6.99218781048091,11.3919194600736,2.99998756619229
"LANCEDUNBAR","Lance Dunbar","RB","DAL",218,66.290625,78.475,56.8,52.9,NA,72.3375,79.625,105.875,56.825,81.25,38.725,49.625,59.725,53.425,0,0,0,305.5,2,19.9999606383177,149.125,1,0,0.3,64.815625,66.290625,3.23471153035262,7.35167624581382,7.45626467455605,3
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",219,66.1312012347734,69.8,55.975,56.375,NA,62.5975,96.55,73.95,63.425,71.5,68.775,47,83.175,84.35,0,0,0,237.525,1.00004060980526,37,267.025,1.00005542932364,0,1,68.3060416666667,66.1312012347734,3.11505533188277,7.0244439907369,7.21689189189189,2.0000960391289
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","RIA",220,66.0565772643587,87.125,43.375,73.125,NA,59.4,83.95,28.125,60.875,81.25,56.5,NA,80.125,66.775,0,0,0,0,0,30.9999934463431,360.45,3.50005454405979,0,0,65.475,66.0565772643587,3.30687693736662,7.56677051740673,11.6274218129721,3.50005454405979
