"name","pos","name_accu","team_accu","positionRank_accu","overallRank_accu","pts_accu","passAtt_accu","passComp_accu","passYds_accu","passTds_accu","passInt_accu","rushAtt_accu","rushYds_accu","rushTds_accu","rec_accu","recYds_accu","recTds_accu","returnTds_accu","twoPts_accu","fumbles_accu"
"RICARDOMATHEWS","DL","Ricardo Mathews","HOU",166,889,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINRUTLAND","DB","Kevin Rutland","JAC",215,889,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINBETHEL","DB","Justin Bethel","ARI",215,889,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",91,892,13.1,NA,NA,NA,NA,NA,9.4,34,0.15,9,67,0.4,NA,NA,0.18
"TRAVARISCADET","RB","Travaris Cadet","NO",91,892,13.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1.61
"PLAXICOBURRESS","WR","Plaxico Burress","PIT",125,892,13.1,NA,NA,NA,NA,NA,NA,NA,NA,5.2,76,0.93,NA,NA,0.04
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",50,892,13.1,NA,NA,NA,NA,NA,NA,NA,NA,8.5,107,0.43,NA,NA,0.09
"NAJEEGOODE","LB","Najee Goode","PHI",151,892,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRODRICKBUNKLEY","DL","Brodrick Bunkley","NO",167,897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",126,898,12.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.56
"ZACHPOTTER","TE","Zach Potter","HOU",51,899,12.8,NA,NA,NA,NA,NA,NA,NA,NA,11.8,97,0.54,NA,NA,0.11
"JAMARCHANEY","LB","Jamar Chaney","DEN",152,900,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANDONCOHEN","DL","Landon Cohen","CHI",168,901,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENWINSLOW","TE","Kellen Winslow","NYJ",52,902,12.5,NA,NA,NA,NA,NA,NA,NA,NA,9.2,99,0.47,NA,NA,0.08
"TYRONECRAWFORD","DL","Tyrone Crawford","DAL",169,902,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATECOLLINS","DL","Nate Collins","CHI",169,902,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONALDTALLEY","DL","Ronald Talley","TB",171,905,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHETAOZOUGWU","DL","Cheta Ozougwu","CHI",172,906,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAACSOPOAGA","DL","Isaac Sopoaga","NE",172,906,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERGIOBROWN","DB","Sergio Brown","IND",217,906,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEDCOLLINS","TE","Jed Collins","DET",53,909,12.1,NA,NA,NA,NA,NA,NA,NA,NA,10.5,89,0.56,NA,NA,0.11
"STEPHENBOWEN","DL","Stephen Bowen","WAS",174,909,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTGEATHERS","DL","Robert Geathers","CIN",174,909,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMIECAMPBELL","DB","Tommie Campbell","TEN",218,909,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THOMASHOWARD","LB","Thomas Howard","ATL",153,913,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAQUANBOWERS","DL","DaQuan Bowers","TB",176,913,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJJEFFERSON","DB","A.J. Jefferson","SEA",219,913,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACDILES","LB","Zac Diles","CLE",154,916,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELCOX","RB","Michael Cox","NYG",93,917,11.8,NA,NA,NA,NA,NA,24.4,55,0.33,5.8,31,0.28,NA,NA,0.27
"ANDRECALDWELL","WR","Andre Caldwell","DEN",127,917,11.8,NA,NA,NA,NA,NA,NA,NA,NA,5.1,71,0.69,NA,NA,0.05
"DOMENIKHIXON","WR","Domenik Hixon","CAR",127,917,11.8,NA,NA,NA,NA,NA,NA,NA,NA,6.7,82,0.46,NA,NA,0.27
"JOSHTHOMAS","DB","Josh Thomas","CAR",220,917,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELHUFF","DB","Michael Huff","DEN",220,917,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYGREENWOOD","LB","Cory Greenwood","DET",155,922,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALWOODS","DL","Al Woods","TEN",177,922,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHGORDY","DB","Josh Gordy","IND",222,922,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALILBROWN","DB","Jalil Brown","MIA",223,925,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAIQUAWNJARRETT","DB","Jaiquawn Jarrett","NYJ",223,925,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","WR","Denard Robinson","JAC",129,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,8.1,101,0.31,NA,NA,1.48
"MICHAELEGNEW","TE","Michael Egnew","MIA",54,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,8.2,90,0.43,NA,NA,0.05
"JASONPHILLIPS","LB","Jason Phillips","PHI",156,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAKENEVIS","DL","Drake Nevis","CAR",178,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MITCHUNREIN","DL","Mitch Unrein","DEN",178,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONBROOKS","DB","Ron Brooks","BUF",225,927,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMDRAY","TE","Jim Dray","CLE",55,933,11.4,NA,NA,NA,NA,NA,NA,NA,NA,9.5,88,0.51,NA,NA,0.23
"ROCCARMICHAEL","DB","Roc Carmichael","PHI",226,933,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLTAUFOOU","RB","Will Taufoou","JAC",94,935,11.1,NA,NA,NA,NA,NA,1.4,1,0.01,13.3,74,0.61,NA,NA,0.14
"CLAYHARBOR","TE","Clay Harbor","JAC",56,936,11,NA,NA,NA,NA,NA,NA,NA,NA,8.6,95,0.38,NA,NA,0.37
"WESLYESAUNDERS","TE","Weslye Saunders","IND",56,936,11,NA,NA,NA,NA,NA,NA,NA,NA,7.6,88,0.4,NA,NA,0.08
"GREGSCRUGGS","DL","Greg Scruggs","SEA",180,936,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSTHIGPEN","RB","Marcus Thigpen","MIA",95,939,10.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1.85
"MARIOADDISON","DL","Mario Addison","CAR",181,939,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONCAMPBELL","QB","Jason Campbell","CIN",33,941,10.6,30,16.4,188,0.89,0.7,NA,10,0.04,NA,NA,NA,NA,NA,0.17
"DENNISPITTA","TE","Dennis Pitta","BAL",58,941,10.6,NA,NA,NA,NA,NA,NA,NA,NA,8.7,80,0.45,NA,NA,0.09
"EMMANUELLAMUR","LB","Emmanuel Lamur","CIN",157,941,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONDEADERICK","DL","Brandon Deaderick","NO",182,941,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARLKLUG","DL","Karl Klug","TEN",183,945,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMJAMISON","DL","Tim Jamison","HOU",183,945,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENJONBARNER","RB","Kenjon Barner","CAR",96,947,10.4,NA,NA,NA,NA,NA,12.8,25,0.14,5.4,26,0.22,NA,NA,0.32
"CASEYMATTHEWS","LB","Casey Matthews","PHI",158,947,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","TB",97,949,10.3,NA,NA,NA,NA,NA,1,3,0.01,10.5,72,0.51,NA,NA,0.12
"DOMINIQUEFRANKS","DB","Dominique Franks","ATL",227,949,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRANKKEARSE","DL","Frank Kearse","WAS",185,951,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAKECOSTANZO","LB","Blake Costanzo","SF",159,952,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONTAYLOR","DB","Brandon Taylor","SD",228,952,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVONSTILL","DL","Devon Still","CIN",186,954,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARIOHARVEY","LB","Mario Harvey","IND",160,955,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHCHAPMAN","DL","Josh Chapman","IND",187,955,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJCAMPBELL","DB","D.J. Campbell","SF",229,955,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYLYNCH","DB","Corey Lynch","IND",229,955,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEPATTERSON","DL","Mike Patterson","NYG",188,959,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMARBOLDEN","DB","Omar Bolden","DEN",231,959,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",98,961,9.7,NA,NA,NA,NA,NA,13.6,61,0.29,2.3,14,0.1,NA,NA,0.18
"JEFFKING","TE","Jeff King","ARI",59,961,9.7,NA,NA,NA,NA,NA,NA,NA,NA,9.6,72,0.44,NA,NA,0.06
"DAVIDBRUTON","DB","David Bruton","DEN",232,961,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELBERTMACK","DB","Elbert Mack","HOU",232,961,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOGANPAULSEN","TE","Logan Paulsen","WAS",60,965,9.6,NA,NA,NA,NA,NA,NA,NA,NA,6.4,68,0.53,NA,NA,0.18
"CRAIGSTELTZ","DB","Craig Steltz","CHI",234,966,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TANKCARDER","LB","Tank Carder","CLE",161,967,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTIANBALLARD","DL","Christian Ballard","MIN",189,967,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAMICHAELJAMES","RB","LaMichael James","SF",99,969,9.3,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2.85
"GREGJONES","LB","Greg Jones","TEN",162,969,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHERRICKMCMANIS","DB","Sherrick McManis","CHI",235,971,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMELLFLEMING","DB","Jamell Fleming","JAC",236,972,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNWENDLING","DB","John Wendling","DET",236,972,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAMONHUMBER","LB","Ramon Humber","NO",163,974,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLELOVE","DL","Kyle Love","KC",190,974,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKCRAWFORD","DL","Jack Crawford","OAK",190,974,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PANNELEGBOH","DL","Pannel Egboh","JAC",190,974,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERRISHCOX","DB","Perrish Cox","SF",238,978,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRELLSTUCKEY","DB","Darrell Stuckey","SD",239,979,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTHOMPSON","RB","Chris Thompson","WAS",100,980,8.7,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.84
"BRENDONAYANBADEJO","LB","Brendon Ayanbadejo","BAL",164,980,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLLINMOONEY","RB","Collin Mooney","TEN",101,982,8.6,NA,NA,NA,NA,NA,3.7,15,0.06,8,51,0.32,NA,NA,0.11
"DAVIDJOHNSON","TE","David Johnson","SD",61,982,8.6,NA,NA,NA,NA,NA,NA,NA,NA,5.6,73,0.24,NA,NA,0.06
"DANIELTHOMAS","RB","Daniel Thomas","MIA",102,984,8.5,NA,NA,NA,NA,NA,5.9,23,0.18,5.2,36,0.29,NA,NA,0.09
"MIKEMOHAMED","LB","Mike Mohamed","HOU",165,984,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESMONDBISHOP","LB","Desmond Bishop","MIN",165,984,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTIANYOUNT","LB","Christian Yount","CLE",165,984,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIFFMATTHEWS","DL","Cliff Matthews","ATL",193,984,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILIMOALA","DL","Fili Moala","IND",194,989,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRELLMCCLAIN","DL","Terrell McClain","DAL",195,990,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHBUSH","DB","Josh Bush","NYJ",240,990,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FREDDAVIS","TE","Fred Davis","WAS",62,992,8.1,NA,NA,NA,NA,NA,NA,NA,NA,4.8,60,0.37,NA,NA,0.05
"KEENANCLAYTON","LB","Keenan Clayton","ARI",168,992,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHVICTORIAN","DB","Josh Victorian","HOU",241,994,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",34,995,7.9,29.3,15.2,189,0.82,1.25,NA,3,0.02,NA,NA,NA,NA,NA,0.4
"GREGJONES","RB","Greg Jones","HOU",103,995,7.9,NA,NA,NA,NA,NA,1.1,1,0.01,7.9,54,0.38,NA,NA,0.1
"LUKESTOCKER","TE","Luke Stocker","TB",63,995,7.9,NA,NA,NA,NA,NA,NA,NA,NA,5.8,56,0.39,NA,NA,0.05
"TREVORSCOTT","LB","Trevor Scott","TB",169,995,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMHAYWARD","LB","Adam Hayward","WAS",169,995,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMJOHNSON","DL","Tom Johnson","MIN",196,995,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANPUGH","DB","Jordan Pugh","NO",242,995,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMARGAITHER","LB","Omar Gaither","ATL",171,1002,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORIELEMON","LB","Orie Lemon","DAL",171,1002,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDATAAMU","DL","Alameda Taamu","ARI",197,1002,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TROYNOLAN","DB","Troy Nolan","TB",243,1002,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESCASEY","TE","James Casey","PHI",64,1006,7.7,NA,NA,NA,NA,NA,NA,NA,NA,5.5,58,0.33,NA,NA,0.04
"MARQUICECOLE","DB","Marquice Cole","DEN",244,1006,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISWHITE","LB","Chris White","NE",173,1008,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISCARTER","LB","Chris Carter","PIT",173,1008,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRINDONHOLLIDAY","WR","Trindon Holliday","NYG",130,1010,7.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.68
"JOSHHULL","LB","Josh Hull","NE",175,1010,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEYUNTADAWSON","DL","Keyunta Dawson","NO",198,1010,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYANBRAMAN","LB","Bryan Braman","PHI",176,1013,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTOBILUKIDI","DL","Christo Bilukidi","CIN",199,1013,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISMARAGOS","DB","Chris Maragos","PHI",245,1013,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMMANUELACHO","LB","Emmanuel Acho","PHI",177,1016,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIFTONGEATHERS","DL","Clifton Geathers","WAS",200,1016,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINSPITLER","LB","Austin Spitler","MIA",178,1018,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIONEFUA","DL","Sione Fua","DEN",201,1018,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEDRICGOLSTON","DL","Kedric Golston","WAS",201,1018,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",131,1021,7.1,NA,NA,NA,NA,NA,NA,NA,NA,4.6,51,0.42,NA,NA,0.25
"JOHNPHILLIPS","TE","John Phillips","SD",65,1021,7.1,NA,NA,NA,NA,NA,NA,NA,NA,5.5,50,0.35,NA,NA,0.06
"ISHMAAILYKITCHEN","DL","Ishmaa'ily Kitchen","CLE",203,1021,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARCELMCBATH","DB","Darcel McBath","SF",246,1021,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LJFORT","LB","L.J. Fort","DEN",179,1025,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDNELSON","WR","David Nelson","NYJ",132,1026,6.8,NA,NA,NA,NA,NA,NA,NA,NA,4.9,56,0.22,NA,NA,0.05
"STEPHENWILLIAMS","WR","Stephen Williams","JAC",132,1026,6.8,NA,NA,NA,NA,NA,NA,NA,NA,4.6,55,0.22,NA,NA,0.05
"TAHIRWHITEHEAD","LB","Tahir Whitehead","DET",180,1026,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANTRACY","LB","Adrian Tracy","NYG",180,1026,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAIAHTRUFANT","DB","Isaiah Trufant","NYJ",247,1026,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",66,1031,6.6,NA,NA,NA,NA,NA,NA,NA,NA,5.3,47,0.33,NA,NA,0.04
"JAKEBEQUETTE","DL","Jake Bequette","NE",204,1031,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERSASH","DB","Tyler Sash","NYG",248,1031,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREVINWADE","DB","Trevin Wade","NO",248,1031,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJSPILLMAN","DB","C.J. Spillman","SF",248,1031,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","Craig Stevens","TEN",67,1036,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5.9,54,0.25,NA,NA,0.25
"TRAVISLEWIS","LB","Travis Lewis","DET",182,1036,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATECHANDLER","DL","Nate Chandler","CAR",205,1036,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDREED","WR","David Reed","SF",134,1039,6.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.23
"RJSTANFORD","DB","R.J. Stanford","MIA",251,1039,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRELLMANNING","LB","Terrell Manning","NYG",183,1041,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISRAINEY","RB","Chris Rainey","IND",104,1042,6.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1.57
"DAVIDSIMS","DB","David Sims","IND",252,1042,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTAYMOCH","LB","Dontay Moch","CIN",184,1044,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKBELLORE","LB","Nick Bellore","NYJ",184,1044,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMEFELTON","RB","Jerome Felton","MIN",105,1046,6,NA,NA,NA,NA,NA,0,0,0,6,47,0.24,NA,NA,0.07
"DANIELFELLS","TE","Daniel Fells","NYG",68,1046,6,NA,NA,NA,NA,NA,NA,NA,NA,3.9,50,0.18,NA,NA,0.05
"PATRICKBAILEY","LB","Patrick Bailey","TEN",186,1046,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYTORIBIO","DL","Anthony Toribio","KC",206,1046,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESMITCHELL","DB","Charles Mitchell","DEN",253,1046,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYLANE","DB","Jeremy Lane","SEA",253,1046,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEENANROBINSON","LB","Keenan Robinson","WAS",187,1052,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CURTISMARSH","DB","Curtis Marsh","PHI",255,1052,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYVENTRONE","DB","Ray Ventrone","SF",255,1052,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONMARSHALL","LB","Brandon Marshall","DEN",188,1055,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHICKMAN","LB","Justin Hickman","IND",188,1055,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKUSKUHN","DL","Markus Kuhn","NYG",207,1057,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMYMILES","DB","Jeromy Miles","BAL",257,1057,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLTANDERSON","DB","Colt Anderson","IND",257,1057,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINTONCARTER","DB","Quinton Carter","DEN",259,1060,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTWONBLAKE","DB","Antwon Blake","PIT",260,1061,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONSTOKLEY","WR","Brandon Stokley","BAL",135,1062,5.4,NA,NA,NA,NA,NA,NA,NA,NA,4.2,42,0.2,NA,NA,0.04
"ANDYSTUDEBAKER","LB","Andy Studebaker","IND",190,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTJAMES","LB","Robert James","KC",190,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELMORGAN","LB","Michael Morgan","SEA",190,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLTUKUAFU","DL","Will Tukuafu","SF",208,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONBERRY","DB","Aaron Berry","NYJ",261,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLINJONES","DB","Colin Jones","CAR",261,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
