"name","pos","name_fbg4","team_fbg4","positionRank_fbg4","overallRank_fbg4","pts_fbg4","passAtt_fbg4","passComp_fbg4","passYds_fbg4","passTds_fbg4","passInt_fbg4","rushAtt_fbg4","rushYds_fbg4","rushTds_fbg4","rec_fbg4","recYds_fbg4","recTds_fbg4","returnTds_fbg4","twoPts_fbg4","fumbles_fbg4"
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",78,193,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"JAMESWHITE","RB","James White","NE",55,197,67.5,NA,NA,NA,NA,NA,95,400,4,5,35,0,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",55,197,67.5,NA,NA,NA,NA,NA,100,430,3,10,65,0,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",57,199,67,NA,NA,NA,NA,NA,70,310,3,15,120,1,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",82,200,65.5,NA,NA,NA,NA,NA,0,0,0,41,475,3,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",25,200,65.5,NA,NA,NA,NA,NA,NA,NA,NA,35,475,3,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",58,202,64,NA,NA,NA,NA,NA,70,300,2,20,160,1,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",26,202,64,NA,NA,NA,NA,NA,NA,NA,NA,41,460,3,NA,NA,NA
"LANCEDUNBAR","RB","Lance Dunbar","DAL",59,204,63.5,NA,NA,NA,NA,NA,70,295,3,24,160,0,NA,NA,NA
"MARLONBROWN","WR","Marlon Brown","BAL",83,205,63,NA,NA,NA,NA,NA,0,0,0,42,450,3,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","SEA",27,205,63,NA,NA,NA,NA,NA,NA,NA,NA,35,390,4,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",84,207,62,NA,NA,NA,NA,NA,0,0,0,33,440,3,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",84,207,62,NA,NA,NA,NA,NA,0,0,0,40,440,3,NA,NA,NA
"JACEAMARO","TE","Jace Amaro","NYJ",28,209,60,NA,NA,NA,NA,NA,NA,NA,NA,35,420,3,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",38,210,58.5,102,65,810,5,3,2,10,0,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",60,210,58.5,NA,NA,NA,NA,NA,20,90,1,32,315,2,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",60,210,58.5,NA,NA,NA,NA,NA,90,370,3,5,35,0,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","ARI",29,210,58.5,NA,NA,NA,NA,NA,NA,NA,NA,38,405,3,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",86,214,57.5,NA,NA,NA,NA,NA,0,0,0,40,455,2,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","STL",87,215,57,NA,NA,NA,NA,NA,0,0,0,30,450,2,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",62,216,56,NA,NA,NA,NA,NA,85,310,2,12,70,1,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",62,216,56,NA,NA,NA,NA,NA,100,400,2,5,40,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",30,218,55.5,NA,NA,NA,NA,NA,NA,NA,NA,35,375,3,NA,NA,NA
"JEROMESIMPSON","WR","Jerome Simpson","MIN",88,219,54.5,NA,NA,NA,NA,NA,0,0,0,32,425,2,NA,NA,NA
"SHAUNDRAUGHN","RB","Shaun Draughn","CHI",64,220,54,NA,NA,NA,NA,NA,75,330,2,4,30,1,NA,NA,NA
"DAVIDNELSON","WR","David Nelson","NYJ",89,220,54,NA,NA,NA,NA,NA,0,0,0,30,420,2,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",65,222,53,NA,NA,NA,NA,NA,80,340,3,2,10,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAX",90,222,53,NA,NA,NA,NA,NA,0,0,0,30,410,2,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",66,224,52,NA,NA,NA,NA,NA,30,110,3,21,170,1,NA,NA,NA
"AARONDOBSON","WR","Aaron Dobson","NE",91,225,51.5,NA,NA,NA,NA,NA,0,0,0,27,395,2,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",67,226,50.5,NA,NA,NA,NA,NA,80,300,3,5,25,0,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",67,226,50.5,NA,NA,NA,NA,NA,30,100,1,35,225,2,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",31,226,50.5,NA,NA,NA,NA,NA,NA,NA,NA,30,325,3,NA,NA,NA
"JASONAVANT","WR","Jason Avant","CAR",92,229,50,NA,NA,NA,NA,NA,0,0,0,38,380,2,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",69,230,48,NA,NA,NA,NA,NA,80,300,1,20,120,0,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",69,230,48,NA,NA,NA,NA,NA,75,290,2,10,70,0,NA,NA,NA
"JUNIORHEMINGWAY","WR","Junior Hemingway","KC",93,230,48,NA,NA,NA,NA,NA,0,0,0,30,360,2,NA,NA,NA
"KHIRYROBINSON","RB","Khiry Robinson","NO",71,233,47.5,NA,NA,NA,NA,NA,55,220,2,15,75,1,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAX",71,233,47.5,NA,NA,NA,NA,NA,50,215,3,12,80,0,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","PHI",73,235,47,NA,NA,NA,NA,NA,75,300,2,8,50,0,NA,NA,NA
"LORENZOTALIAFERRO","RB","Lorenzo Taliaferro","BAL",74,236,45.5,NA,NA,NA,NA,NA,50,215,2,10,60,1,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",32,236,45.5,NA,NA,NA,NA,NA,NA,NA,NA,28,275,3,NA,NA,NA
"LEVINETOILOLO","TE","Levine Toilolo","ATL",33,238,45,NA,NA,NA,NA,NA,NA,NA,NA,30,270,3,NA,NA,NA
"DWAYNEHARRIS","WR","Dwayne Harris","DAL",94,239,44.5,NA,NA,NA,NA,NA,0,0,0,33,385,1,NA,NA,NA
"PAULRICHARDSON","WR","Paul Richardson","SEA",95,240,44,NA,NA,NA,NA,NA,0,0,0,20,320,2,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","MIA",96,241,43.5,NA,NA,NA,NA,NA,0,0,0,26,315,2,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",75,242,43,NA,NA,NA,NA,NA,45,225,2,12,85,0,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",75,242,43,NA,NA,NA,NA,NA,50,250,2,8,60,0,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",34,244,42.5,NA,NA,NA,NA,NA,NA,NA,NA,25,245,3,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",39,245,42,80,46,530,4,2,5,15,0,NA,NA,NA,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",77,245,42,NA,NA,NA,NA,NA,70,275,2,4,25,0,NA,NA,NA
"COREYWASHINGTON","WR","Corey Washington","NYG",97,245,42,NA,NA,NA,NA,NA,0,0,0,25,300,2,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",97,245,42,NA,NA,NA,NA,NA,0,0,0,25,300,2,NA,NA,NA
"RYANBROYLES","WR","Ryan Broyles","DET",99,249,40,NA,NA,NA,NA,NA,0,0,0,26,280,2,NA,NA,NA
"JOEMORGAN","WR","Joe Morgan","NO",99,249,40,NA,NA,NA,NA,NA,0,0,0,20,280,2,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",101,251,39,NA,NA,NA,NA,NA,0,0,0,24,270,2,NA,NA,NA
"LANCEKENDRICKS","TE","Lance Kendricks","STL",35,251,39,NA,NA,NA,NA,NA,NA,NA,NA,24,210,3,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","TB",35,251,39,NA,NA,NA,NA,NA,NA,NA,NA,28,270,2,NA,NA,NA
"SANTONIOHOLMES","WR","Santonio Holmes","CHI",102,254,38.5,NA,NA,NA,NA,NA,0,0,0,21,265,2,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",103,255,38,NA,NA,NA,NA,NA,0,0,0,20,260,2,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",104,256,37.5,NA,NA,NA,NA,NA,0,0,0,20,255,2,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",78,257,37,NA,NA,NA,NA,NA,55,205,2,8,45,0,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","NYG",78,257,37,NA,NA,NA,NA,NA,35,120,2,20,130,0,NA,NA,NA
"KENBRELLTHOMPKINS","WR","Kenbrell Thompkins","NE",105,257,37,NA,NA,NA,NA,NA,0,0,0,18,250,2,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",37,260,36.5,NA,NA,NA,NA,NA,NA,NA,NA,22,245,2,NA,NA,NA
"BRANDONBOSTICK","TE","Brandon Bostick","GB",38,261,35.5,NA,NA,NA,NA,NA,NA,NA,NA,15,175,3,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",38,261,35.5,NA,NA,NA,NA,NA,NA,NA,NA,25,235,2,NA,NA,NA
"KADEEMCAREY","RB","KaDeem Carey","CHI",80,263,34,NA,NA,NA,NA,NA,45,185,2,5,35,0,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",106,263,34,NA,NA,NA,NA,NA,0,0,0,17,220,2,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",40,263,34,NA,NA,NA,NA,NA,NA,NA,NA,28,280,1,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",40,266,33.25,36,21,255,3,1,5,35,1,NA,NA,NA,NA,NA,NA
"TROYNIKLAS","TE","Troy Niklas","ARI",41,267,33,NA,NA,NA,NA,NA,NA,NA,NA,21,210,2,NA,NA,NA
"RYANGRIFFIN","TE","Ryan Griffin","HOU",41,267,33,NA,NA,NA,NA,NA,NA,NA,NA,18,210,2,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",81,269,32,NA,NA,NA,NA,NA,50,195,1,10,65,0,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","DEN",107,269,32,NA,NA,NA,NA,NA,0,0,0,16,200,2,NA,NA,NA
"TEDGINN","WR","Ted Ginn","ARI",107,269,32,NA,NA,NA,NA,NA,0,0,0,15,200,2,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","TB",43,272,31.5,NA,NA,NA,NA,NA,NA,NA,NA,25,255,1,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",109,273,31,NA,NA,NA,NA,NA,0,0,0,22,250,1,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",110,274,30.5,NA,NA,NA,NA,NA,0,0,0,12,185,2,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",82,275,30,NA,NA,NA,NA,NA,40,200,1,6,40,0,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",111,275,30,NA,NA,NA,NA,NA,0,0,0,15,240,1,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",44,275,30,NA,NA,NA,NA,NA,NA,NA,NA,22,180,2,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",83,278,29.5,NA,NA,NA,NA,NA,10,35,2,10,80,1,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","NO",45,279,28.5,NA,NA,NA,NA,NA,NA,NA,NA,15,165,2,NA,NA,NA
"CHRISOWUSU","WR","Chris Owusu","TB",112,280,28,NA,NA,NA,NA,NA,0,0,0,20,220,1,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",112,280,28,NA,NA,NA,NA,NA,0,0,0,13,160,2,NA,NA,NA
"CYRUSGRAY","RB","Cyrus Gray","KC",84,282,27,NA,NA,NA,NA,NA,25,85,1,15,125,0,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",84,282,27,NA,NA,NA,NA,NA,35,135,2,3,15,0,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",46,282,27,NA,NA,NA,NA,NA,NA,NA,NA,15,150,2,NA,NA,NA
"GAVINESCOBAR","TE","Gavin Escobar","DAL",46,282,27,NA,NA,NA,NA,NA,NA,NA,NA,20,210,1,NA,NA,NA
"ADRIENROBINSON","TE","Adrien Robinson","NYG",46,282,27,NA,NA,NA,NA,NA,NA,NA,NA,15,150,2,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",86,287,26.5,NA,NA,NA,NA,NA,35,125,2,4,20,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",86,287,26.5,NA,NA,NA,NA,NA,23,115,1,15,90,0,NA,NA,NA
"ANDREWQUARLESS","TE","Andrew Quarless","GB",49,287,26.5,NA,NA,NA,NA,NA,NA,NA,NA,15,145,2,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",41,290,26,50,32,350,2,0,2,5,0,NA,NA,NA,NA,NA,NA
"MIKEBROWN","WR","Mike Brown","JAX",114,290,26,NA,NA,NA,NA,NA,0,0,0,15,200,1,NA,NA,NA
"JOSEPHFAURIA","TE","Joseph Fauria","DET",50,290,26,NA,NA,NA,NA,NA,NA,NA,NA,20,140,2,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",88,293,24,NA,NA,NA,NA,NA,40,160,0,10,80,0,NA,NA,NA
"MARQUISEGOODWIN","WR","Marquise Goodwin","BUF",115,293,24,NA,NA,NA,NA,NA,0,0,0,10,180,1,NA,NA,NA
"DAMIENWILLIAMS","RB","Damien Williams","MIA",89,295,23.5,NA,NA,NA,NA,NA,35,145,1,5,30,0,NA,NA,NA
"DRIARCHER","RB","Dri Archer","PIT",89,295,23.5,NA,NA,NA,NA,NA,12,45,1,10,70,1,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","JAX",51,297,23,NA,NA,NA,NA,NA,NA,NA,NA,17,170,1,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",91,298,22.5,NA,NA,NA,NA,NA,35,120,1,6,45,0,NA,NA,NA
"BRICEBUTLER","WR","Brice Butler","OAK",116,298,22.5,NA,NA,NA,NA,NA,0,0,0,14,165,1,NA,NA,NA
"CHRISGRAGG","TE","Chris Gragg","BUF",52,300,22,NA,NA,NA,NA,NA,NA,NA,NA,12,160,1,NA,NA,NA
"DEVIERPOSEY","WR","DeVier Posey","HOU",117,301,21.5,NA,NA,NA,NA,NA,0,0,0,10,155,1,NA,NA,NA
"DEVINSTREET","WR","Devin Street","DAL",117,301,21.5,NA,NA,NA,NA,NA,0,0,0,12,155,1,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",119,303,21,NA,NA,NA,NA,NA,0,0,0,15,150,1,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","KC",119,303,21,NA,NA,NA,NA,NA,0,0,0,10,150,1,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",42,305,20.25,25,15,165,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"DANIELHERRON","RB","Daniel Herron","IND",92,306,19.5,NA,NA,NA,NA,NA,30,115,1,3,20,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",53,306,19.5,NA,NA,NA,NA,NA,NA,NA,NA,15,135,1,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","PIT",121,308,19,NA,NA,NA,NA,NA,0,0,0,5,70,2,NA,NA,NA
"DEANTHONYTHOMAS","RB","DeAnthony Thomas","KC",93,309,18.5,NA,NA,NA,NA,NA,10,60,1,10,65,0,NA,NA,NA
"MIKEJAMES","RB","Mike James","TB",93,309,18.5,NA,NA,NA,NA,NA,25,100,1,5,25,0,NA,NA,NA
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",54,309,18.5,NA,NA,NA,NA,NA,NA,NA,NA,9,125,1,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","CAR",54,309,18.5,NA,NA,NA,NA,NA,NA,NA,NA,11,125,1,NA,NA,NA
"TAYLORTHOMPSON","TE","Taylor Thompson","TEN",54,309,18.5,NA,NA,NA,NA,NA,NA,NA,NA,10,125,1,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",122,314,18,NA,NA,NA,NA,NA,0,0,0,10,120,1,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",123,315,17.5,NA,NA,NA,NA,NA,0,0,0,10,115,1,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",57,316,16.5,NA,NA,NA,NA,NA,NA,NA,NA,10,105,1,NA,NA,NA
"SILASREDD","RB","Silas Redd","WAS",95,317,15.5,NA,NA,NA,NA,NA,20,90,1,1,5,0,NA,NA,NA
"RISHARDMATTHEWS","WR","Rishard Matthews","MIA",124,318,15,NA,NA,NA,NA,NA,0,0,0,6,90,1,NA,NA,NA
"TOMMYBOHANON","RB","Tommy Bohanon","NYJ",96,319,14.5,NA,NA,NA,NA,NA,5,20,0,10,65,1,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","SF",125,320,14,NA,NA,NA,NA,NA,0,0,0,8,80,1,NA,NA,NA
"ACESANDERS","WR","Ace Sanders","JAX",125,320,14,NA,NA,NA,NA,NA,0,0,0,10,140,0,NA,NA,NA
"KEVINOGLETREE","WR","Kevin Ogletree","DET",125,320,14,NA,NA,NA,NA,NA,0,0,0,6,80,1,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",128,323,13.5,NA,NA,NA,NA,NA,0,0,0,5,75,1,NA,NA,NA
"DARICKROGERS","WR","DaRick Rogers","IND",128,323,13.5,NA,NA,NA,NA,NA,0,0,0,6,75,1,NA,NA,NA
"CJFIEDOROWICZ","TE","C.J. Fiedorowicz","HOU",58,323,13.5,NA,NA,NA,NA,NA,NA,NA,NA,8,75,1,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",43,326,13.4,26,15,200,1,1,1,4,0,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",44,327,13,30,15,200,1,2,3,10,0,NA,NA,NA,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",130,327,13,NA,NA,NA,NA,NA,0,0,0,5,70,1,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","CHI",130,327,13,NA,NA,NA,NA,NA,0,0,0,5,70,1,NA,NA,NA
"DEMETRIUSHARRIS","TE","Demetrius Harris","KC",59,327,13,NA,NA,NA,NA,NA,NA,NA,NA,7,70,1,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",45,331,12.75,28,17,185,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"DUJUANHARRIS","RB","DuJuan Harris","GB",97,332,12.5,NA,NA,NA,NA,NA,30,120,0,1,5,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",98,333,12,NA,NA,NA,NA,NA,15,60,0,12,60,0,NA,NA,NA
"PHILLYBROWN","WR","Philly Brown","CAR",132,333,12,NA,NA,NA,NA,NA,0,0,0,4,120,0,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",132,333,12,NA,NA,NA,NA,NA,0,0,0,5,60,1,NA,NA,NA
"KEVINNORWOOD","WR","Kevin Norwood","SEA",132,333,12,NA,NA,NA,NA,NA,0,0,0,5,60,1,NA,NA,NA
"LUKESTOCKER","TE","Luke Stocker","TB",60,333,12,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0,NA,NA,NA
"ROBHOUSLER","TE","Rob Housler","ARI",61,338,11.5,NA,NA,NA,NA,NA,NA,NA,NA,10,115,0,NA,NA,NA
"REXBURKHEAD","RB","Rex Burkhead","CIN",99,339,11,NA,NA,NA,NA,NA,10,40,1,2,10,0,NA,NA,NA
"QUINCYENUNWA","WR","Quincy Enunwa","NYJ",135,339,11,NA,NA,NA,NA,NA,0,0,0,1,50,1,NA,NA,NA
"GREGSALAS","WR","Greg Salas","NYJ",135,339,11,NA,NA,NA,NA,NA,0,0,0,6,110,0,NA,NA,NA
"DANIELFELLS","TE","Daniel Fells","NYG",62,339,11,NA,NA,NA,NA,NA,NA,NA,NA,12,110,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",100,343,10.5,NA,NA,NA,NA,NA,10,50,0,8,55,0,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",63,343,10.5,NA,NA,NA,NA,NA,NA,NA,NA,10,105,0,NA,NA,NA
"SEYIAJIROTUTU","WR","Seyi Ajirotutu","SD",137,345,10,NA,NA,NA,NA,NA,0,0,0,5,100,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","PIT",64,345,10,NA,NA,NA,NA,NA,NA,NA,NA,5,40,1,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CLE",64,345,10,NA,NA,NA,NA,NA,NA,NA,NA,5,40,1,NA,NA,NA
"BRUCEMILLER","RB","Bruce Miller","SF",101,348,9.5,NA,NA,NA,NA,NA,3,15,0,3,20,1,NA,NA,NA
"RYANGRANT","WR","Ryan Grant","WAS",138,348,9.5,NA,NA,NA,NA,NA,0,0,0,10,95,0,NA,NA,NA
"BEARPASCOE","TE","Bear Pascoe","NYG",66,348,9.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,1,NA,NA,NA
"DANTEROSARIO","TE","Dante Rosario","CHI",66,348,9.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,1,NA,NA,NA
"JIMDRAY","TE","Jim Dray","CLE",66,348,9.5,NA,NA,NA,NA,NA,NA,NA,NA,9,95,0,NA,NA,NA
"HENRYHYNOSKI","RB","Henry Hynoski","",102,353,9,NA,NA,NA,NA,NA,0,0,0,3,30,1,NA,NA,NA
"CEDRICPEERMAN","RB","Cedric Peerman","CIN",102,353,9,NA,NA,NA,NA,NA,25,80,0,2,10,0,NA,NA,NA
"DEONTETHOMPSON","WR","Deonte Thompson","BAL",139,353,9,NA,NA,NA,NA,NA,0,0,0,5,90,0,NA,NA,NA
"PATRICKDIMARCO","RB","Patrick DiMarco","ATL",104,356,8.5,NA,NA,NA,NA,NA,2,10,0,3,15,1,NA,NA,NA
"RICARDOLOCKETTE","WR","Ricardo Lockette","SEA",140,356,8.5,NA,NA,NA,NA,NA,0,0,0,2,25,1,NA,NA,NA
"TAYLORGABRIEL","WR","Taylor Gabriel","CLE",140,356,8.5,NA,NA,NA,NA,NA,0,0,0,5,85,0,NA,NA,NA
"ROBERTHUGHES","RB","Robert Hughes","",105,359,8,NA,NA,NA,NA,NA,20,75,0,1,5,0,NA,NA,NA
"BRUCEELLINGTON","WR","Bruce Ellington","SF",142,359,8,NA,NA,NA,NA,NA,0,0,0,2,20,1,NA,NA,NA
"BRENTONBERSIN","WR","Brenton Bersin","CAR",142,359,8,NA,NA,NA,NA,NA,0,0,0,3,80,0,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","KC",69,359,8,NA,NA,NA,NA,NA,NA,NA,NA,10,80,0,NA,NA,NA
"MARCUSLATTIMORE","RB","Marcus Lattimore","SF",106,363,7.5,NA,NA,NA,NA,NA,10,50,0,5,25,0,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",144,363,7.5,NA,NA,NA,NA,NA,0,0,0,4,75,0,NA,NA,NA
"JOSHHUFF","WR","Josh Huff","PHI",144,363,7.5,NA,NA,NA,NA,NA,0,0,0,6,75,0,NA,NA,NA
"AUSTINPETTIS","WR","Austin Pettis","STL",144,363,7.5,NA,NA,NA,NA,NA,0,0,0,6,75,0,NA,NA,NA
"LOGANPAULSEN","TE","Logan Paulsen","WAS",70,363,7.5,NA,NA,NA,NA,NA,NA,NA,NA,8,75,0,NA,NA,NA
"RHETTELLISON","TE","Rhett Ellison","MIN",70,363,7.5,NA,NA,NA,NA,NA,NA,NA,NA,7,75,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",107,369,7,NA,NA,NA,NA,NA,15,65,0,1,5,0,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",108,370,6.5,NA,NA,NA,NA,NA,10,45,0,3,20,0,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",147,370,6.5,NA,NA,NA,NA,NA,0,0,0,6,65,0,NA,NA,NA
"ROBERTHERRON","WR","Robert Herron","TB",147,370,6.5,NA,NA,NA,NA,NA,0,0,0,5,65,0,NA,NA,NA
"DARRENFELLS","TE","Darren Fells","SEA",72,370,6.5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA
"COURTNEYROBY","WR","Courtney Roby","ATL",149,374,6.3,NA,NA,NA,NA,NA,0,0,0,5,63,0,NA,NA,NA
"DREWDAVIS","WR","Drew Davis","ATL",150,375,6,NA,NA,NA,NA,NA,0,0,0,5,60,0,NA,NA,NA
"ANTONESMITH","RB","Antone Smith","ATL",109,376,5.5,NA,NA,NA,NA,NA,10,45,0,2,10,0,NA,NA,NA
"MARQUESSWILSON","WR","Marquess Wilson","CHI",151,376,5.5,NA,NA,NA,NA,NA,0,0,0,5,55,0,NA,NA,NA
"COREYFULLER","WR","Corey Fuller","DET",152,378,5,NA,NA,NA,NA,NA,0,0,0,4,50,0,NA,NA,NA
"CHRISHOGAN","WR","Chris Hogan","BUF",152,378,5,NA,NA,NA,NA,NA,0,0,0,3,50,0,NA,NA,NA
"JEDCOLLINS","RB","Jed Collins","DET",110,380,4.5,NA,NA,NA,NA,NA,1,5,0,5,40,0,NA,NA,NA
"GRIFFWHALEN","WR","Griff Whalen","IND",154,380,4.5,NA,NA,NA,NA,NA,0,0,0,4,45,0,NA,NA,NA
"DEREKHAGAN","WR","Derek Hagan","TEN",154,380,4.5,NA,NA,NA,NA,NA,0,0,0,5,45,0,NA,NA,NA
"JEREMYROSS","WR","Jeremy Ross","DET",154,380,4.5,NA,NA,NA,NA,NA,0,0,0,3,45,0,NA,NA,NA
"RUSSELLSHEPARD","WR","Russell Shepard","TB",154,380,4.5,NA,NA,NA,NA,NA,0,0,0,3,45,0,NA,NA,NA
"SANTANAMOSS","WR","Santana Moss","WAS",154,380,4.5,NA,NA,NA,NA,NA,0,0,0,4,45,0,NA,NA,NA
"JOSHHILL","TE","Josh Hill","NO",73,380,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",73,380,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"ERIKLORIG","RB","Erik Lorig","NO",111,388,4,NA,NA,NA,NA,NA,0,0,0,5,40,0,NA,NA,NA
"SAALIMHAKIM","WR","Saalim Hakim","NYJ",159,388,4,NA,NA,NA,NA,NA,0,0,0,1,40,0,NA,NA,NA
"DAVIDAUSBERRY","TE","David Ausberry","OAK",75,388,4,NA,NA,NA,NA,NA,NA,NA,NA,5,40,0,NA,NA,NA
"LEESMITH","TE","Lee Smith","BUF",75,388,4,NA,NA,NA,NA,NA,NA,NA,NA,5,40,0,NA,NA,NA
