"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ANTHONYFASANO","TE","Anthony Fasano","MIA",23,192,59.5,NA,NA,NA,NA,NA,NA,NA,NA,42,415,3,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","CLE",23,192,59.5,NA,NA,NA,NA,NA,NA,NA,NA,41,415,3,NA,NA,NA
"MIKEBELL","RB","Mike Bell","PHI",62,196,59.1,NA,NA,NA,NA,NA,72,316,3,13,95,0,NA,NA,NA
"SAMMYMORRIS","RB","Sammy Morris","NE",62,196,59.1,NA,NA,NA,NA,NA,71,299,2,26,172,0,NA,NA,NA
"MICHAELJENKINS","WR","Michael Jenkins","ATL",75,198,58.5,NA,NA,NA,NA,NA,0,0,0,37,465,2,NA,NA,NA
"DEONBUTLER","WR","Deon Butler","SEA",76,199,58.4,NA,NA,NA,NA,NA,0,0,0,33,404,3,NA,NA,NA
"BRIANROBISKIE","WR","Brian Robiskie","CLE",77,200,57.8,NA,NA,NA,NA,NA,0,0,0,29,398,3,NA,NA,NA
"SAMMIESTROUGHTER","WR","Sammie Stroughter","TB",78,201,57.6,NA,NA,NA,NA,NA,0,0,0,33,456,2,NA,NA,NA
"TONYSCHEFFLER","TE","Tony Scheffler","DET",25,201,57.6,NA,NA,NA,NA,NA,NA,NA,NA,34,396,3,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",79,203,56.5,NA,NA,NA,NA,NA,0,0,0,35,445,2,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","PIT",64,204,56.1,NA,NA,NA,NA,NA,57,245,4,11,76,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","JAC",65,205,55.7,NA,NA,NA,NA,NA,76,312,2,22,125,0,NA,NA,NA
"LEONARDWEAVER","RB","Leonard Weaver","PHI",66,206,54,NA,NA,NA,NA,NA,68,245,2,16,115,1,NA,NA,NA
"DAVONEBESS","WR","Davone Bess","MIA",80,207,53.5,NA,NA,NA,NA,NA,0,0,0,33,415,2,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",80,207,53.5,NA,NA,NA,NA,NA,0,0,0,30,415,2,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","CAR",80,207,53.5,NA,NA,NA,NA,NA,0,0,0,32,415,2,NA,NA,NA
"JOEYGALLOWAY","WR","Joey Galloway","WAS",80,207,53.5,NA,NA,NA,NA,NA,0,0,0,27,415,2,NA,NA,NA
"BRANDONJACKSON","RB","Brandon Jackson","GB",67,211,53.1,NA,NA,NA,NA,NA,59,236,1,25,175,1,NA,NA,NA
"DANIELGRAHAM","TE","Daniel Graham","DEN",26,212,53,NA,NA,NA,NA,NA,NA,NA,NA,33,350,3,NA,NA,NA
"JORDANSHIPLEY","WR","Jordan Shipley","CIN",84,213,51.9,NA,NA,NA,NA,NA,0,0,0,31,399,2,NA,NA,NA
"ANTHONYDIXON","RB","Anthony Dixon","SF",68,214,51.7,NA,NA,NA,NA,NA,86,362,1,15,95,0,NA,NA,NA
"CHAZSCHILENS","WR","Chaz Schilens","OAK",85,214,51.7,NA,NA,NA,NA,NA,0,0,0,30,397,2,NA,NA,NA
"MEWELDEMOORE","RB","Mewelde Moore","PIT",69,216,50.7,NA,NA,NA,NA,NA,45,195,1,27,192,1,NA,NA,NA
"DEVINTHOMAS","WR","Devin Thomas","WAS",86,217,49.9,NA,NA,NA,NA,NA,0,0,0,30,379,2,NA,NA,NA
"WILLIEPARKER","RB","Willie Parker","WAS",70,218,49.8,NA,NA,NA,NA,NA,52,223,1,21,155,1,NA,NA,NA
"DANTEROSARIO","TE","Dante Rosario","CAR",27,219,49.5,NA,NA,NA,NA,NA,NA,NA,NA,39,375,2,NA,NA,NA
"TJHOUSHMANDZADEH","WR","T.J. Houshmandzadeh","BAL",87,220,49.4,NA,NA,NA,NA,NA,0,0,0,31,374,2,NA,NA,NA
"JASONAVANT","WR","Jason Avant","PHI",88,221,48.5,NA,NA,NA,NA,NA,0,0,0,23,365,2,NA,NA,NA
"MAURICEMORRIS","RB","Maurice Morris","DET",71,222,47.7,NA,NA,NA,NA,NA,62,262,2,12,95,0,NA,NA,NA
"SIDNEYRICE","WR","Sidney Rice","MIN",89,223,47.6,NA,NA,NA,NA,NA,0,0,0,25,356,2,NA,NA,NA
"MAXHALL","QB","Max Hall","ARI",37,224,46.8,96,60,656,3,3,5,20,0,NA,NA,NA,NA,NA,NA
"DANIELFELLS","TE","Daniel Fells","STL",28,224,46.8,NA,NA,NA,NA,NA,NA,NA,NA,30,348,2,NA,NA,NA
"ROSCOEPARRISH","WR","Roscoe Parrish","BUF",90,226,46.5,NA,NA,NA,NA,NA,0,0,0,26,345,2,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",29,226,46.5,NA,NA,NA,NA,NA,NA,NA,NA,33,345,2,NA,NA,NA
"AJFEELEY","QB","A.J. Feeley","STL",38,228,45.3,81,48,552,4,6,7,17,0,NA,NA,NA,NA,NA,NA
"JUSTINGAGE","WR","Justin Gage","TEN",91,228,45.3,NA,NA,NA,NA,NA,0,0,0,25,333,2,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","CIN",72,230,45.2,NA,NA,NA,NA,NA,33,115,1,43,217,1,NA,NA,NA
"BRYANTJOHNSON","WR","Bryant Johnson","DET",92,231,44.5,NA,NA,NA,NA,NA,0,0,0,21,325,2,NA,NA,NA
"AUSTINCOLLIE","WR","Austin Collie","IND",93,232,43.5,NA,NA,NA,NA,NA,0,0,0,22,315,2,NA,NA,NA
"KEENANBURTON","WR","Keenan Burton","STL",93,232,43.5,NA,NA,NA,NA,NA,0,0,0,21,315,2,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","BUF",73,234,41.7,NA,NA,NA,NA,NA,53,222,2,10,75,0,NA,NA,NA
"KENNETHDARBY","RB","Kenneth Darby","STL",74,235,41.2,NA,NA,NA,NA,NA,74,287,1,8,65,0,NA,NA,NA
"AARONHERNANDEZ","TE","Aaron Hernandez","NE",30,236,40.8,NA,NA,NA,NA,NA,NA,NA,NA,25,288,2,NA,NA,NA
"ARRELIOUSBENN","WR","Arrelious Benn","TB",95,237,40.7,NA,NA,NA,NA,NA,0,0,0,21,287,2,NA,NA,NA
"DAVIDTHOMAS","TE","David Thomas","NO",31,237,40.7,NA,NA,NA,NA,NA,NA,NA,NA,26,287,2,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","PHI",39,239,40.3,29,17,196,1,1,63,145,2,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","DET",40,240,39.9,79,46,526,3,3,8,16,0,NA,NA,NA,NA,NA,NA
"TASHARDCHOICE","RB","Tashard Choice","DAL",75,241,39.7,NA,NA,NA,NA,NA,65,272,1,10,65,0,NA,NA,NA
"JOHNNIELEEHIGGINS","WR","Johnnie Lee Higgins","OAK",96,242,39.5,NA,NA,NA,NA,NA,0,0,0,23,275,2,NA,NA,NA
"JARETTDILLARD","WR","Jarett Dillard","JAC",97,243,38.9,NA,NA,NA,NA,NA,0,0,0,20,269,2,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CAR",41,244,38.1,81,48,565,2,3,6,18,0,NA,NA,NA,NA,NA,NA
"LEONARDPOPE","TE","Leonard Pope","KC",32,245,37.6,NA,NA,NA,NA,NA,NA,NA,NA,26,256,2,NA,NA,NA
"EARLBENNETT","WR","Earl Bennett","CHI",98,246,36.5,NA,NA,NA,NA,NA,0,0,0,20,245,2,NA,NA,NA
"PATRICKCRAYTON","WR","Patrick Crayton","SD",99,247,33.5,NA,NA,NA,NA,NA,0,0,0,16,215,2,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","TEN",33,248,33.4,NA,NA,NA,NA,NA,NA,NA,NA,20,214,2,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CAR",34,249,32.5,NA,NA,NA,NA,NA,NA,NA,NA,24,265,1,NA,NA,NA
"JULIUSJONES","RB","Julius Jones","SEA",76,250,32.2,NA,NA,NA,NA,NA,60,235,1,4,27,0,NA,NA,NA
"EVANMOORE","TE","Evan Moore","CLE",35,251,31.6,NA,NA,NA,NA,NA,NA,NA,NA,24,256,1,NA,NA,NA
"DONALDLEE","TE","Donald Lee","GB",36,252,31.3,NA,NA,NA,NA,NA,NA,NA,NA,17,193,2,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","DEN",100,253,31,NA,NA,NA,NA,NA,0,0,0,19,250,1,NA,NA,NA
"EARNESTGRAHAM","RB","Earnest Graham","TB",77,254,30.7,NA,NA,NA,NA,NA,40,175,1,9,72,0,NA,NA,NA
"GARRETTWOLFE","RB","Garrett Wolfe","CHI",77,254,30.7,NA,NA,NA,NA,NA,33,162,1,13,85,0,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","SF",101,256,30.6,NA,NA,NA,NA,NA,0,0,0,17,246,1,NA,NA,NA
"MARKCLAYTON","WR","Mark Clayton","STL",102,257,30.5,NA,NA,NA,NA,NA,0,0,0,20,245,1,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",37,257,30.5,NA,NA,NA,NA,NA,NA,NA,NA,23,245,1,NA,NA,NA
"BRIANFINNERAN","WR","Brian Finneran","ATL",103,259,30.4,NA,NA,NA,NA,NA,0,0,0,19,244,1,NA,NA,NA
"KERRYCOLLINS","QB","Kerry Collins","TEN",42,260,30,56,34,402,2,2,16,19,0,NA,NA,NA,NA,NA,NA
"JOSHJOHNSON","QB","Josh Johnson","TB",43,261,28.8,50,31,345,2,2,16,35,0,NA,NA,NA,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","PIT",104,262,27.5,NA,NA,NA,NA,NA,0,0,0,15,215,1,NA,NA,NA
"JERRAMYSTEVENS","TE","Jerramy Stevens","TB",38,263,27.3,NA,NA,NA,NA,NA,NA,NA,NA,19,213,1,NA,NA,NA
"ALGECRUMPLER","TE","Alge Crumpler","NE",39,264,27,NA,NA,NA,NA,NA,NA,NA,NA,13,150,2,NA,NA,NA
"TARVARISJACKSON","QB","Tarvaris Jackson","MIN",44,265,26.7,48,28,323,2,2,5,25,0,NA,NA,NA,NA,NA,NA
"DAVIDCARR","QB","David Carr","SF",45,266,26.5,54,32,362,2,1,1,4,0,NA,NA,NA,NA,NA,NA
"SHAWNNELSON","TE","Shawn Nelson","BUF",40,267,25.9,NA,NA,NA,NA,NA,NA,NA,NA,19,199,1,NA,NA,NA
"REXGROSSMAN","QB","Rex Grossman","WAS",46,268,25.5,52,29,346,2,2,1,2,0,NA,NA,NA,NA,NA,NA
"GREGCAMARILLO","WR","Greg Camarillo","MIN",105,268,25.5,NA,NA,NA,NA,NA,0,0,0,15,195,1,NA,NA,NA
"TONYMOEAKI","TE","Tony Moeaki","KC",41,270,24.9,NA,NA,NA,NA,NA,NA,NA,NA,19,189,1,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","STL",42,271,24.8,NA,NA,NA,NA,NA,NA,NA,NA,16,188,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","SF",43,272,24.6,NA,NA,NA,NA,NA,NA,NA,NA,16,186,1,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","JAC",44,273,24.5,NA,NA,NA,NA,NA,NA,NA,NA,18,185,1,NA,NA,NA
"BENPATRICK","TE","Ben Patrick","ARI",45,274,24.4,NA,NA,NA,NA,NA,NA,NA,NA,19,184,1,NA,NA,NA
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","OAK",47,275,24.2,47,28,317,2,1,1,3,0,NA,NA,NA,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","SEA",106,276,23.5,NA,NA,NA,NA,NA,0,0,0,14,175,1,NA,NA,NA
"BRADSMITH","WR","Brad Smith","NYJ",106,276,23.5,NA,NA,NA,NA,NA,0,0,0,15,175,1,NA,NA,NA
"KELLENCLEMENS","QB","Kellen Clemens","NYJ",48,278,23,55,31,356,1,1,3,12,0,NA,NA,NA,NA,NA,NA
"RAMSESBARDEN","WR","Ramses Barden","NYG",108,279,22.7,NA,NA,NA,NA,NA,0,0,0,14,167,1,NA,NA,NA
"TYLERTHIGPEN","QB","Tyler Thigpen","MIA",49,280,22.3,38,23,245,2,1,5,20,0,NA,NA,NA,NA,NA,NA
"BRIANWESTBROOK","RB","Brian Westbrook","SF",79,281,21.9,NA,NA,NA,NA,NA,36,165,0,6,54,0,NA,NA,NA
"CHANSISTUCKEY","WR","Chansi Stuckey","CLE",109,282,21.8,NA,NA,NA,NA,NA,0,0,0,13,158,1,NA,NA,NA
"JAMESCASEY","TE","James Casey","HOU",46,283,21.6,NA,NA,NA,NA,NA,NA,NA,NA,13,156,1,NA,NA,NA
"DESMONDCLARK","TE","Desmond Clark","CHI",46,283,21.6,NA,NA,NA,NA,NA,NA,NA,NA,13,156,1,NA,NA,NA
"TIMTEBOW","QB","Tim Tebow","DEN",50,285,21.2,38,23,246,1,1,17,49,0,NA,NA,NA,NA,NA,NA
"KEVINOGLETREE","WR","Kevin Ogletree","DAL",110,286,20.5,NA,NA,NA,NA,NA,0,0,0,11,145,1,NA,NA,NA
"JEFFKING","TE","Jeff King","CAR",48,286,20.5,NA,NA,NA,NA,NA,NA,NA,NA,13,145,1,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","DAL",49,288,19.7,NA,NA,NA,NA,NA,NA,NA,NA,12,137,1,NA,NA,NA
"JERHEMEURBAN","WR","Jerheme Urban","KC",111,289,19.5,NA,NA,NA,NA,NA,0,0,0,13,195,0,NA,NA,NA
"BRODIECROYLE","QB","Brodie Croyle","KC",51,290,19.4,37,22,249,1,1,7,29,0,NA,NA,NA,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","JAC",52,291,19.1,44,27,302,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","ARI",112,292,18.5,NA,NA,NA,NA,NA,0,0,0,14,185,0,NA,NA,NA
"DANIELCOATS","TE","Daniel Coats","CIN",50,293,18.2,NA,NA,NA,NA,NA,NA,NA,NA,12,122,1,NA,NA,NA
"GREGJONES","RB","Greg Jones","JAC",80,294,18,NA,NA,NA,NA,NA,21,88,1,6,32,0,NA,NA,NA
"DANORLOVSKY","QB","Dan Orlovsky","HOU",53,295,17.9,39,23,261,1,2,3,8,0,NA,NA,NA,NA,NA,NA
"MARDYGILYARD","WR","Mardy Gilyard","STL",113,295,17.9,NA,NA,NA,NA,NA,0,0,0,8,119,1,NA,NA,NA
"CRAIGDAVIS","WR","Craig Davis","SD",114,297,17.5,NA,NA,NA,NA,NA,0,0,0,15,175,0,NA,NA,NA
"JAVONWALKER","WR","Javon Walker","MIN",114,297,17.5,NA,NA,NA,NA,NA,0,0,0,8,115,1,NA,NA,NA
"JIMKLEINSASSER","TE","Jim Kleinsasser","MIN",51,297,17.5,NA,NA,NA,NA,NA,NA,NA,NA,11,115,1,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","PHI",51,297,17.5,NA,NA,NA,NA,NA,NA,NA,NA,11,115,1,NA,NA,NA
"BILLYVOLEK","QB","Billy Volek","SD",54,301,17.3,38,23,265,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"DJWARE","RB","D.J. Ware","NYG",81,301,17.3,NA,NA,NA,NA,NA,19,89,1,3,24,0,NA,NA,NA
"JORDANPALMER","QB","Jordan Palmer","CIN",55,303,16.9,20,12,135,0,1,20,41,1,NA,NA,NA,NA,NA,NA
"TRAVISBECKUM","TE","Travis Beckum","NYG",53,304,16.5,NA,NA,NA,NA,NA,NA,NA,NA,10,105,1,NA,NA,NA
"HEATHEVANS","RB","Heath Evans","NO",82,305,16.1,NA,NA,NA,NA,NA,12,46,1,8,55,0,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","NE",83,306,15.9,NA,NA,NA,NA,NA,35,145,0,2,14,0,NA,NA,NA
"JOELDREESSEN","TE","Joel Dreessen","HOU",54,306,15.9,NA,NA,NA,NA,NA,NA,NA,NA,8,99,1,NA,NA,NA
"VONTALEACH","RB","Vonta Leach","HOU",84,308,14.9,NA,NA,NA,NA,NA,1,4,0,19,145,0,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",55,308,14.9,NA,NA,NA,NA,NA,NA,NA,NA,8,89,1,NA,NA,NA
"MIKESELLERS","RB","Mike Sellers","WAS",85,310,14.8,NA,NA,NA,NA,NA,3,11,0,26,137,0,NA,NA,NA
"SAGEROSENFELS","QB","Sage Rosenfels","NYG",56,311,14.7,30,17,213,1,2,0,0,0,NA,NA,NA,NA,NA,NA
"JUSTINPEELLE","TE","Justin Peelle","ATL",56,311,14.7,NA,NA,NA,NA,NA,NA,NA,NA,8,87,1,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","CIN",116,313,14.6,NA,NA,NA,NA,NA,0,0,0,11,146,0,NA,NA,NA
"MIKEHART","RB","Mike Hart","IND",86,314,14.5,NA,NA,NA,NA,NA,13,56,1,4,29,0,NA,NA,NA
"HANKBASKETT","WR","Hank Baskett","PHI",117,314,14.5,NA,NA,NA,NA,NA,0,0,0,12,145,0,NA,NA,NA
"LARODSTEPHENSHOWLING","RB","LaRod Stephens-Howling","ARI",87,316,14.3,NA,NA,NA,NA,NA,20,78,0,9,65,0,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","BAL",57,317,14.2,NA,NA,NA,NA,NA,NA,NA,NA,8,82,1,NA,NA,NA
"ARNAZBATTLE","WR","Arnaz Battle","PIT",118,318,13.9,NA,NA,NA,NA,NA,0,0,0,12,139,0,NA,NA,NA
"RICHARDQUINN","TE","Richard Quinn","DEN",58,319,13.7,NA,NA,NA,NA,NA,NA,NA,NA,7,77,1,NA,NA,NA
"DERRICKWARD","RB","Derrick Ward","HOU",88,320,13.2,NA,NA,NA,NA,NA,26,115,0,2,17,0,NA,NA,NA
"JONKITNA","QB","Jon Kitna","DAL",57,321,12.5,23,14,162,1,1,1,4,0,NA,NA,NA,NA,NA,NA
"DONTESTALLWORTH","WR","Donte' Stallworth","BAL",119,322,11.4,NA,NA,NA,NA,NA,0,0,0,8,114,0,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","CAR",89,323,11,NA,NA,NA,NA,NA,22,89,0,3,21,0,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","GB",58,324,10.8,33,20,215,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"ROCKCARTWRIGHT","RB","Rock Cartwright","OAK",90,325,10.7,NA,NA,NA,NA,NA,18,65,0,7,42,0,NA,NA,NA
"BRADYQUINN","QB","Brady Quinn","DEN",59,326,10,28,16,187,0,1,2,6,0,NA,NA,NA,NA,NA,NA
"ISAACREDMAN","RB","Isaac Redman","PIT",91,327,9.8,NA,NA,NA,NA,NA,20,86,0,2,12,0,NA,NA,NA
"MARCBULGER","QB","Marc Bulger","BAL",60,328,9.2,26,16,172,0,0,3,6,0,NA,NA,NA,NA,NA,NA
"NAUFAHUTAHI","RB","Naufahu Tahi","MIN",92,329,9,NA,NA,NA,NA,NA,6,20,0,11,70,0,NA,NA,NA
"RASHIEDDAVIS","WR","Rashied Davis","CHI",120,330,8.9,NA,NA,NA,NA,NA,0,0,0,7,89,0,NA,NA,NA
"SAMHURD","WR","Sam Hurd","DAL",120,330,8.9,NA,NA,NA,NA,NA,0,0,0,6,89,0,NA,NA,NA
"GARYRUSSELL","RB","Gary Russell","OAK",93,332,8.7,NA,NA,NA,NA,NA,12,52,0,4,35,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","NE",61,333,8.5,21,14,165,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"PATRICKCOBBS","RB","Patrick Cobbs","MIA",94,333,8.5,NA,NA,NA,NA,NA,16,65,0,3,20,0,NA,NA,NA
"TYRELLSUTTON","RB","Tyrell Sutton","CAR",94,333,8.5,NA,NA,NA,NA,NA,16,65,0,3,20,0,NA,NA,NA
"CHRISBAKER","TE","Chris Baker","SEA",59,336,8.4,NA,NA,NA,NA,NA,NA,NA,NA,8,84,0,NA,NA,NA
"MAURICESTOVALL","WR","Maurice Stovall","TB",122,337,8.2,NA,NA,NA,NA,NA,0,0,0,6,82,0,NA,NA,NA
"BENHARTSOCK","TE","Ben Hartsock","NYJ",60,337,8.2,NA,NA,NA,NA,NA,NA,NA,NA,8,82,0,NA,NA,NA
"TONYRICHARDSON","RB","Tony Richardson","NYJ",96,339,7.1,NA,NA,NA,NA,NA,12,37,0,5,34,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","PIT",61,340,6.9,NA,NA,NA,NA,NA,NA,NA,NA,6,69,0,NA,NA,NA
"CEDRICPEERMAN","RB","Cedric Peerman","CIN",97,341,6.8,NA,NA,NA,NA,NA,7,32,0,5,36,0,NA,NA,NA
"OVIEMUGHELLI","RB","Ovie Mughelli","ATL",98,342,6.5,NA,NA,NA,NA,NA,5,17,0,7,48,0,NA,NA,NA
"ERNESTWILFORD","TE","Ernest Wilford","JAC",62,342,6.5,NA,NA,NA,NA,NA,NA,NA,NA,6,65,0,NA,NA,NA
"CALEBHANIE","QB","Caleb Hanie","CHI",62,344,6,17,10,114,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","IND",63,345,5.9,NA,NA,NA,NA,NA,NA,NA,NA,6,59,0,NA,NA,NA
"STEPHENSPACH","TE","Stephen Spach","ARI",64,346,5.5,NA,NA,NA,NA,NA,NA,NA,NA,6,55,0,NA,NA,NA
"CURTISPAINTER","QB","Curtis Painter","IND",63,347,4.3,10,7,80,0,0,3,3,0,NA,NA,NA,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","NO",64,348,3.4,10,6,68,0,0,0,0,0,NA,NA,NA,NA,NA,NA
