"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"MIKESIMSWALKER","WR","Mike Sims-Walker","JAC",79,206,46.5,NA,NA,NA,NA,NA,0,0,0,24,345,2,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","MIN",79,206,46.5,NA,NA,NA,NA,NA,0,0,0,28,345,2,NA,NA,NA
"DEVERYHENDERSON","WR","Devery Henderson","NO",81,208,45.4,NA,NA,NA,NA,NA,0,0,0,20,334,2,NA,NA,NA
"ANDREDAVIS","WR","Andre' Davis","HOU",82,209,44.6,NA,NA,NA,NA,NA,0,0,0,24,326,2,NA,NA,NA
"BERNARDSCOTT","RB","Bernard Scott","CIN",67,210,44.5,NA,NA,NA,NA,NA,75,263,2,12,62,0,NA,NA,NA
"DEIONBRANCH","WR","Deion Branch","SEA",83,211,43.5,NA,NA,NA,NA,NA,0,0,0,24,315,2,NA,NA,NA
"ALGECRUMPLER","TE","Alge Crumpler","TEN",27,212,43.2,NA,NA,NA,NA,NA,NA,NA,NA,27,312,2,NA,NA,NA
"GLENCOFFEE","RB","Glen Coffee","SF",68,213,43.1,NA,NA,NA,NA,NA,51,215,1,25,156,0,NA,NA,NA
"JABARGAFFNEY","WR","Jabar Gaffney","DEN",84,214,41.5,NA,NA,NA,NA,NA,0,0,0,23,295,2,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CLE",36,215,41.1,77,46,536,3,2,9,23,0,NA,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","CHI",69,216,41,NA,NA,NA,NA,NA,48,195,1,12,95,1,NA,NA,NA
"BRIANROBISKIE","WR","Brian Robiskie","CLE",85,217,40.5,NA,NA,NA,NA,NA,0,0,0,25,345,1,NA,NA,NA
"BRANDONSTOKLEY","WR","Brandon Stokley","DEN",85,217,40.5,NA,NA,NA,NA,NA,0,0,0,20,285,2,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","IND",85,217,40.5,NA,NA,NA,NA,NA,0,0,0,24,345,1,NA,NA,NA
"JERMICHAELFINLEY","TE","Jermichael Finley","GB",28,220,40.4,NA,NA,NA,NA,NA,NA,NA,NA,27,284,2,NA,NA,NA
"SHAUNMCDONALD","WR","Shaun McDonald","PIT",88,221,40.2,NA,NA,NA,NA,NA,0,0,0,28,342,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","SF",37,222,39.3,83,48,515,3,4,4,15,0,NA,NA,NA,NA,NA,NA
"DWAYNEJARRETT","WR","Dwayne Jarrett","CAR",89,222,39.3,NA,NA,NA,NA,NA,0,0,0,27,333,1,NA,NA,NA
"XAVIEROMON","RB","Xavier Omon","BUF",70,224,39.1,NA,NA,NA,NA,NA,69,242,2,5,29,0,NA,NA,NA
"DEMETRIUSWILLIAMS","WR","Demetrius Williams","BAL",90,225,38.6,NA,NA,NA,NA,NA,0,0,0,18,266,2,NA,NA,NA
"CHRISBAKER","TE","Chris Baker","NE",29,226,38.5,NA,NA,NA,NA,NA,NA,NA,NA,25,265,2,NA,NA,NA
"GREGLEWIS","WR","Greg Lewis","NE",91,227,38.1,NA,NA,NA,NA,NA,0,0,0,24,321,1,NA,NA,NA
"LEONARDWEAVER","RB","Leonard Weaver","PHI",71,228,38,NA,NA,NA,NA,NA,46,165,2,13,95,0,NA,NA,NA
"JERHEMEURBAN","WR","Jerheme Urban","ARI",92,229,37.8,NA,NA,NA,NA,NA,0,0,0,21,318,1,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","OAK",93,230,37.6,NA,NA,NA,NA,NA,0,0,0,18,256,2,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",30,230,37.6,NA,NA,NA,NA,NA,NA,NA,NA,24,256,2,NA,NA,NA
"SEANRYAN","TE","Sean Ryan","KC",30,230,37.6,NA,NA,NA,NA,NA,NA,NA,NA,25,256,2,NA,NA,NA
"DEREKSCHOUMAN","TE","Derek Schouman","BUF",30,230,37.6,NA,NA,NA,NA,NA,NA,NA,NA,24,256,2,NA,NA,NA
"DAVIDCLOWNEY","WR","David Clowney","NYJ",94,234,37.5,NA,NA,NA,NA,NA,0,0,0,26,315,1,NA,NA,NA
"ROBERTMEACHEM","WR","Robert Meachem","NO",94,234,37.5,NA,NA,NA,NA,NA,0,0,0,21,255,2,NA,NA,NA
"STEVEHEIDEN","TE","Steve Heiden","CLE",33,234,37.5,NA,NA,NA,NA,NA,NA,NA,NA,33,315,1,NA,NA,NA
"KELLENCLEMENS","QB","Kellen Clemens","NYJ",38,237,37.2,86,49,556,2,4,4,14,0,NA,NA,NA,NA,NA,NA
"DANTEROSARIO","TE","Dante Rosario","CAR",34,238,37,NA,NA,NA,NA,NA,NA,NA,NA,26,250,2,NA,NA,NA
"MATTLEINART","QB","Matt Leinart","ARI",39,239,36.9,77,46,545,2,1,4,16,0,NA,NA,NA,NA,NA,NA
"KELLEYWASHINGTON","WR","Kelley Washington","BAL",96,240,36,NA,NA,NA,NA,NA,0,0,0,24,300,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",97,241,35.5,NA,NA,NA,NA,NA,0,0,0,25,295,1,NA,NA,NA
"LJSMITH","TE","L.J. Smith","BAL",35,241,35.5,NA,NA,NA,NA,NA,NA,NA,NA,27,295,1,NA,NA,NA
"DENNISNORTHCUTT","WR","Dennis Northcutt","DET",98,243,34.6,NA,NA,NA,NA,NA,0,0,0,20,286,1,NA,NA,NA
"SAGEROSENFELS","QB","Sage Rosenfels","MIN",40,244,34.3,72,41,514,2,1,1,6,0,NA,NA,NA,NA,NA,NA
"ROBERTROYAL","TE","Robert Royal","CLE",36,245,33.5,NA,NA,NA,NA,NA,NA,NA,NA,20,215,2,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","NE",37,246,33.3,NA,NA,NA,NA,NA,NA,NA,NA,21,213,2,NA,NA,NA
"CADILLACWILLIAMS","RB","Cadillac Williams","TB",72,247,32.5,NA,NA,NA,NA,NA,61,250,1,2,15,0,NA,NA,NA
"BRODIECROYLE","QB","Brodie Croyle","KC",41,248,31.9,57,34,389,2,16,11,44,0,NA,NA,NA,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",99,249,31.7,NA,NA,NA,NA,NA,0,0,0,18,257,1,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","CIN",73,250,31,NA,NA,NA,NA,NA,56,195,1,11,55,0,NA,NA,NA
"SAMKONGADO","RB","Samkon Gado","STL",74,251,30.9,NA,NA,NA,NA,NA,49,229,1,3,20,0,NA,NA,NA
"MIKEBELL","RB","Mike Bell","NO",75,252,30.6,NA,NA,NA,NA,NA,49,214,1,4,32,0,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","TEN",100,253,30.5,NA,NA,NA,NA,NA,0,0,0,18,245,1,NA,NA,NA
"WILLHELLER","TE","Will Heller","DET",38,253,30.5,NA,NA,NA,NA,NA,NA,NA,NA,23,245,1,NA,NA,NA
"JERRAMYSTEVENS","TE","Jerramy Stevens","TB",38,253,30.5,NA,NA,NA,NA,NA,NA,NA,NA,21,245,1,NA,NA,NA
"VINCEYOUNG","QB","Vince Young","TEN",42,256,30.1,65,40,441,2,2,0,0,0,NA,NA,NA,NA,NA,NA
"TASHARDCHOICE","RB","Tashard Choice","DAL",76,257,30,NA,NA,NA,NA,NA,46,195,1,7,45,0,NA,NA,NA
"BRIANFINNERAN","WR","Brian Finneran","ATL",101,258,29.5,NA,NA,NA,NA,NA,0,0,0,18,235,1,NA,NA,NA
"ARNAZBATTLE","WR","Arnaz Battle","SF",102,259,29,NA,NA,NA,NA,NA,0,0,0,19,230,1,NA,NA,NA
"GARRETTWOLFE","RB","Garrett Wolfe","CHI",77,260,28.7,NA,NA,NA,NA,NA,29,142,1,13,85,0,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","NYG",103,261,28.1,NA,NA,NA,NA,NA,0,0,0,18,221,1,NA,NA,NA
"JTOSULLIVAN","QB","J.T. O'Sullivan","CIN",43,262,27.8,41,24,274,1,0,20,41,1,NA,NA,NA,NA,NA,NA
"JOSHFREEMAN","QB","Josh Freeman","TB",43,262,27.8,51,32,355,2,2,9,20,0,NA,NA,NA,NA,NA,NA
"JASONAVANT","WR","Jason Avant","PHI",104,264,27.5,NA,NA,NA,NA,NA,0,0,0,14,215,1,NA,NA,NA
"DJWARE","RB","D.J. Ware","NYG",78,265,27.3,NA,NA,NA,NA,NA,41,189,1,3,24,0,NA,NA,NA
"DEXTERJACKSON","WR","Dexter Jackson","TB",105,266,27.1,NA,NA,NA,NA,NA,0,0,0,16,211,1,NA,NA,NA
"KENNETHMOORE","WR","Kenneth Moore","CAR",106,267,26.5,NA,NA,NA,NA,NA,0,0,0,16,205,1,NA,NA,NA
"CHRISSIMMS","QB","Chris Simms","DEN",45,268,26.4,51,30,342,2,1,4,13,0,NA,NA,NA,NA,NA,NA
"PATRICKCOBBS","RB","Patrick Cobbs","MIA",79,268,26.4,NA,NA,NA,NA,NA,22,89,0,23,175,0,NA,NA,NA
"LAMONTJORDAN","RB","LaMont Jordan","DEN",80,270,25.9,NA,NA,NA,NA,NA,38,166,1,4,33,0,NA,NA,NA
"TODDCOLLINS","QB","Todd Collins","WAS",46,271,25.5,47,28,346,2,1,0,2,0,NA,NA,NA,NA,NA,NA
"BOBBYWADE","WR","Bobby Wade","MIN",107,271,25.5,NA,NA,NA,NA,NA,0,0,0,16,195,1,NA,NA,NA
"BRADCOTTAM","TE","Brad Cottam","KC",40,271,25.5,NA,NA,NA,NA,NA,NA,NA,NA,19,195,1,NA,NA,NA
"CALEBHANIE","QB","Caleb Hanie","CHI",47,274,25.4,62,35,417,1,0,2,5,0,NA,NA,NA,NA,NA,NA
"JEFFKING","TE","Jeff King","CAR",41,274,25.4,NA,NA,NA,NA,NA,NA,NA,NA,17,194,1,NA,NA,NA
"JASONWRIGHT","RB","Jason Wright","ARI",81,276,25.3,NA,NA,NA,NA,NA,17,78,0,16,115,1,NA,NA,NA
"RASHIEDDAVIS","WR","Rashied Davis","CHI",108,277,24.5,NA,NA,NA,NA,NA,0,0,0,15,185,1,NA,NA,NA
"LIMASSWEED","WR","Limas Sweed","PIT",108,277,24.5,NA,NA,NA,NA,NA,0,0,0,15,185,1,NA,NA,NA
"ANTHONYBECHT","TE","Anthony Becht","ARI",42,279,24.4,NA,NA,NA,NA,NA,NA,NA,NA,19,184,1,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","NYJ",82,280,23.1,NA,NA,NA,NA,NA,40,197,0,5,34,0,NA,NA,NA
"GREGJONES","RB","Greg Jones","JAC",83,281,21.7,NA,NA,NA,NA,NA,27,112,1,8,45,0,NA,NA,NA
"BENOBOMANU","WR","Ben Obomanu","SEA",110,282,21.5,NA,NA,NA,NA,NA,0,0,0,13,155,1,NA,NA,NA
"DANIELGRAHAM","TE","Daniel Graham","DEN",43,282,21.5,NA,NA,NA,NA,NA,NA,NA,NA,15,155,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","SF",43,282,21.5,NA,NA,NA,NA,NA,NA,NA,NA,13,155,1,NA,NA,NA
"CHADHENNE","QB","Chad Henne","MIA",48,285,21.1,38,23,245,2,3,2,8,0,NA,NA,NA,NA,NA,NA
"JAMESHARDY","WR","James Hardy","BUF",111,285,21.1,NA,NA,NA,NA,NA,0,0,0,18,211,0,NA,NA,NA
"DANORLOVSKY","QB","Dan Orlovsky","HOU",49,287,20.7,47,28,315,1,2,3,9,0,NA,NA,NA,NA,NA,NA
"SAMHURD","WR","Sam Hurd","DAL",112,288,20.5,NA,NA,NA,NA,NA,0,0,0,13,205,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","TEN",45,288,20.5,NA,NA,NA,NA,NA,NA,NA,NA,14,145,1,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","DAL",45,288,20.5,NA,NA,NA,NA,NA,NA,NA,NA,13,145,1,NA,NA,NA
"CRAIGDAVIS","WR","Craig Davis","SD",113,291,20,NA,NA,NA,NA,NA,0,0,0,12,140,1,NA,NA,NA
"JIMKLEINSASSER","TE","Jim Kleinsasser","MIN",47,292,19.5,NA,NA,NA,NA,NA,NA,NA,NA,13,135,1,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","CAR",84,293,19.3,NA,NA,NA,NA,NA,46,187,0,1,6,0,NA,NA,NA
"BENPATRICK","TE","Ben Patrick","ARI",48,294,18.9,NA,NA,NA,NA,NA,NA,NA,NA,11,129,1,NA,NA,NA
"CHARLIEBATCH","QB","Charlie Batch","PIT",50,295,18.8,42,24,283,1,1,3,6,0,NA,NA,NA,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","CAR",51,296,18.7,41,24,265,1,0,4,14,0,NA,NA,NA,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","IND",49,297,18.5,NA,NA,NA,NA,NA,NA,NA,NA,12,125,1,NA,NA,NA
"REGGIEBROWN","WR","Reggie Brown","PHI",114,298,17.1,NA,NA,NA,NA,NA,0,0,0,13,171,0,NA,NA,NA
"DEVINTHOMAS","WR","Devin Thomas","WAS",115,299,16.5,NA,NA,NA,NA,NA,0,0,0,13,165,0,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","HOU",115,299,16.5,NA,NA,NA,NA,NA,0,0,0,11,165,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","BUF",52,301,16.4,35,21,226,1,1,5,11,0,NA,NA,NA,NA,NA,NA
"MIKESELLERS","RB","Mike Sellers","WAS",85,302,16.1,NA,NA,NA,NA,NA,13,44,0,22,117,0,NA,NA,NA
"HEATHEVANS","RB","Heath Evans","NO",86,303,16,NA,NA,NA,NA,NA,20,75,1,4,25,0,NA,NA,NA
"JONKITNA","QB","Jon Kitna","DAL",53,304,15.1,31,19,215,1,1,1,3,0,NA,NA,NA,NA,NA,NA
"DAVIDCARR","QB","David Carr","NYG",54,305,14.9,32,19,213,1,0,0,2,0,NA,NA,NA,NA,NA,NA
"SENECAWALLACE","QB","Seneca Wallace","SEA",54,305,14.9,42,24,275,0,1,4,11,0,NA,NA,NA,NA,NA,NA
"DESHAWNWYNN","RB","DeShawn Wynn","GB",87,305,14.9,NA,NA,NA,NA,NA,29,115,0,5,34,0,NA,NA,NA
"JOEKLOPFENSTEIN","TE","Joe Klopfenstein","STL",50,308,14.8,NA,NA,NA,NA,NA,NA,NA,NA,8,88,1,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","CIN",117,309,14.5,NA,NA,NA,NA,NA,0,0,0,11,145,0,NA,NA,NA
"KEVINKOLB","QB","Kevin Kolb","PHI",56,310,14.4,29,17,195,1,3,3,6,0,NA,NA,NA,NA,NA,NA
"ANTONIOPITTMAN","RB","Antonio Pittman","STL",88,310,14.4,NA,NA,NA,NA,NA,23,99,0,7,45,0,NA,NA,NA
"DEONBUTLER","WR","Deon Butler","SEA",118,310,14.4,NA,NA,NA,NA,NA,0,0,0,12,144,0,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","JAC",57,313,14,28,17,192,1,5,2,4,0,NA,NA,NA,NA,NA,NA
"JACOBHESTER","RB","Jacob Hester","SD",89,314,13.7,NA,NA,NA,NA,NA,29,115,0,3,22,0,NA,NA,NA
"KENNETHDARBY","RB","Kenneth Darby","STL",90,315,13.6,NA,NA,NA,NA,NA,29,114,0,3,22,0,NA,NA,NA
"KOLBYSMITH","RB","Kolby Smith","KC",91,316,13.3,NA,NA,NA,NA,NA,19,75,0,8,58,0,NA,NA,NA
"JIMSORGI","QB","Jim Sorgi","IND",58,317,13.2,24,15,180,1,1,0,2,0,NA,NA,NA,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","GB",59,318,12.1,36,21,235,0,1,1,3,0,NA,NA,NA,NA,NA,NA
"MARTYBOOKER","WR","Marty Booker","ATL",119,319,11.9,NA,NA,NA,NA,NA,0,0,0,9,119,0,NA,NA,NA
"EARLYDOUCET","WR","Early Doucet","ARI",120,320,11.5,NA,NA,NA,NA,NA,0,0,0,8,115,0,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","NE",92,321,11.4,NA,NA,NA,NA,NA,23,95,0,3,19,0,NA,NA,NA
"ROSCOEPARRISH","WR","Roscoe Parrish","BUF",121,321,11.4,NA,NA,NA,NA,NA,0,0,0,9,114,0,NA,NA,NA
"LEGEDUNAANEE","WR","Legedu Naanee","SD",122,323,11.1,NA,NA,NA,NA,NA,0,0,0,8,111,0,NA,NA,NA
"LAVELLEHAWKINS","WR","Lavelle Hawkins","TEN",123,324,10.9,NA,NA,NA,NA,NA,0,0,0,8,109,0,NA,NA,NA
"BRADHOOVER","RB","Brad Hoover","CAR",93,325,10.7,NA,NA,NA,NA,NA,9,32,0,11,75,0,NA,NA,NA
"CHRISREDMAN","QB","Chris Redman","ATL",60,326,10.1,18,10,115,1,0,1,3,0,NA,NA,NA,NA,NA,NA
"KREGGLUMPKIN","RB","Kregg Lumpkin","GB",94,327,10,NA,NA,NA,NA,NA,16,78,0,3,22,0,NA,NA,NA
"NAUFAHUTAHI","RB","Naufahu Tahi","MIN",94,327,10,NA,NA,NA,NA,NA,10,30,0,11,70,0,NA,NA,NA
"MAURICESTOVALL","WR","Maurice Stovall","TB",124,329,9.8,NA,NA,NA,NA,NA,0,0,0,8,98,0,NA,NA,NA
"JUAQUINIGLESIAS","WR","Juaquin Iglesias","CHI",125,330,9.5,NA,NA,NA,NA,NA,0,0,0,8,95,0,NA,NA,NA
"MICHAELROBINSON","RB","Michael Robinson","SF",96,331,9.2,NA,NA,NA,NA,NA,19,78,0,2,14,0,NA,NA,NA
"TONYRICHARDSON","RB","Tony Richardson","NYJ",97,332,8.7,NA,NA,NA,NA,NA,11,35,0,8,52,0,NA,NA,NA
"MIKEKARNEY","RB","Mike Karney","STL",97,332,8.7,NA,NA,NA,NA,NA,7,25,0,10,62,0,NA,NA,NA
"BRANDONMANUMALEUNA","TE","Brandon Manumaleuna","SD",51,334,8.2,NA,NA,NA,NA,NA,NA,NA,NA,8,82,0,NA,NA,NA
"TROYSMITH","QB","Troy Smith","BAL",61,335,8,23,14,151,0,1,1,4,0,NA,NA,NA,NA,NA,NA
"KEVINOCONNELL","QB","Kevin O'Connell","NE",62,336,4.6,12,8,92,0,0,0,0,0,NA,NA,NA,NA,NA,NA
