"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"BLAINEGABBERT","Blaine Gabbert","QB","SF",533,5.81664682526959,2.25,NA,NA,NA,NA,7.5,-0.84,NA,12.94,1.4,5.56,NA,NA,37.9,NA,NA,13.5999527732259,7.4999828338623,5.69996021077427,107.919368923028,0.999984917489946,1.00002426932931,1.97723360964206,5.00005206376633,0,0,0,0,NA,0,0,7.38288888888889,5.81664682526959
"JOEMCKNIGHT","Joe McKnight","RB","KC",534,5.73460108160587,-0.12,13.075,NA,NA,NA,9.6625,3.425,NA,NA,NA,NA,1.625,4.575,NA,NA,NA,NA,0,NA,0,0,0,12.3452288229377,50.9999057883074,0,3.40249802425678,25.0000014680619,0,NA,0,0.830129893577539,3.3913125,5.73460108160587
"JEFFKING","Jeff King","TE","ARI",535,5.64,11.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,36,0.22,NA,NA,0.06,5.64,5.64
"BRADSMITH","Brad Smith","WR","PHI",536,5.53170082892618,5.755,NA,NA,NA,NA,5.0625,0.2,NA,NA,13.5,2.6,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1,6,0,2.95446721928412,39.4536066314094,0,NA,NA,0,4.53958333333333,5.53170082892618
"SILASREDD","Silas Redd","RB","WAS",537,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,35,0,2,16,0,NA,NA,NA,5.5,5.5
"DANTEROSARIO","Dante Rosario","TE","CHI",538,5.45625,0.74,NA,NA,NA,NA,20.5625,1.625,NA,5,6.25,13.875,10.375,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,4.12148229795928,41.25,0.05,NA,NA,0,8.33535714285714,5.45625
"LEONWASHINGTON","Leon Washington","RB","TEN",539,5.43124390674473,-0.27,12.9,5.875,NA,NA,9.3875,NA,NA,NA,1.5,0.95,1.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00005216169866,19,0,4.36349723395949,28.2499512539578,0,NA,NA,0,4.45214285714286,5.43124390674473
"JOHNPHILLIPS","John Phillips","TE","SD",540,5.359375,8.17,NA,NA,NA,NA,9.0625,8.625,NA,4.875,2.5,1.875,3.125,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,4.11042836537426,42.875,0,NA,NA,0,5.4275,5.359375
"MARQUEISGRAY","MarQueis Gray","TE","CLE",541,5.1625,NA,NA,NA,NA,NA,5.1625,NA,NA,6.125,9.375,1.25,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,41.3,0,NA,NA,0,5.0075,5.1625
"WESLYESAUNDERS","Weslye Saunders","TE","IND",542,5.15870816406324,13.16,NA,NA,NA,NA,8.5375,NA,NA,NA,NA,0.75,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17129739201895,42.2296653125059,0,NA,NA,0.04,4.7925,5.15870816406324
"WESTONDRESSLER","Weston Dressler","WR","KC",543,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,19.625,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.25,41,0,NA,NA,NA,8,5.125
"JEFFDEMPS","Jeff Demps","RB","TB",544,5.05,NA,NA,NA,NA,NA,NA,2.575,NA,NA,13.125,1.8,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,3.75,19.25,0,2,25,0,NA,NA,0,5.83333333333333,5.05
"PATEDWARDS","Pat Edwards","WR","DET",545,4.975,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,39.8,0,NA,NA,0,4.975,4.975
"JAMESDEVELIN","James Develin","RB","NE",546,4.97499548546956,NA,14.575,7.375,NA,NA,10.975,NA,NA,NA,2.25,1.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99991385307,10.9999548546956,0,4.75005226939051,31,0,NA,NA,0,6.10833333333333,4.97499548546956
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",547,4.9374988269973,6.315,14.675,5.5,NA,NA,10.0875,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,4.00004440423861,39.4999906159784,0,NA,NA,0,5.59521428571429,4.9374988269973
"LUKESTOCKER","Luke Stocker","TE","TB",548,4.8466204954449,9.19,NA,NA,NA,NA,5.4375,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76437856663042,39.3729639635592,0,NA,NA,0.025,3.2805,4.8466204954449
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",549,4.72991483045114,NA,NA,NA,NA,NA,3.58,17.48,NA,6.64,1.2,2.48,NA,NA,NA,NA,NA,9.56888440871612,8,3.82755376348645,103.999999254865,0,0,3.47572227218726,5.69914860256542,0,0,0,0,NA,NA,0,5.23,4.72991483045114
"WILLIAMPOWELL","William Powell","RB","HOU",550,4.68409585196882,NA,NA,NA,NA,NA,NA,13.475,NA,NA,2,4.425,1.125,NA,NA,NA,NA,NA,0,NA,0,0,0,7.25,29.75,0,1,13.6727668157506,0,NA,NA,0,5.25625,4.68409585196882
"MICKEYSHULER","Mickey Shuler","TE",NA,551,4.609375,NA,NA,NA,NA,NA,9.1875,NA,NA,NA,NA,4,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,36.875,0,NA,NA,0,6.8125,4.609375
"DAVIDJOHNSON","David Johnson","TE","SD",552,4.553749042243,10.385,NA,NA,NA,NA,6.2875,NA,NA,3,1.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,37.149992337944,0,NA,NA,0.03,3.96875,4.553749042243
"EVANROYSTER","Evan Royster","RB","WAS",553,4.47972469796649,NA,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,7.5,NA,NA,NA,NA,NA,0,NA,0,0,0,6.99993720686281,26.6499547501628,0,2.16864819817796,14.5178337836017,0,NA,NA,0,4.30607142857143,4.47972469796649
"CHRISHARPER","Chris Harper","WR","GB",554,4.40373338754567,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,3.875,1.25,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.97108336721604,35.2298671003653,0,NA,NA,0,2.875,4.40373338754567
"JOHNCONNER","John Conner","RB","NYG",555,4.35432725349256,4.27,NA,NA,NA,NA,NA,NA,NA,4.7,NA,4.2,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32155074556634,12.8932725349255,0,3.90205437697076,25,0,NA,NA,0.02,3.436,4.35432725349256
"JAYPROSCH","Jay Prosch","RB","HOU",556,4.35,NA,8.425,2.425,NA,NA,5.425,NA,NA,NA,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,22.25,0,2.5,17,0,NA,NA,0,4.35,4.35
"KELLENCLEMENS","Kellen Clemens","QB","SD",557,4.34161266500066,1.28,NA,NA,NA,NA,NA,22.08,NA,7.56,1.2,2.66,NA,NA,NA,NA,NA,7.28444220435806,7.49991188414161,2.91377688174322,88.499938711524,1.26140185278201,1.065,5.33638340787529,5.86007705411665,0,0,0,0,NA,NA,0.545,4.70666666666667,4.34161266500066
"GREGJONES","Greg Jones","RB",NA,558,4.295,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.5,0.005,3.95,27,0.19,NA,NA,0.1,4.295,4.295
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",559,4.21512204516597,1.99,NA,NA,NA,NA,18.98,0.44,NA,NA,3.7,1.38,NA,NA,33.74,NA,NA,4.79209602754874,3.29994721364553,1.91377688174322,49.4999465346336,1.27351751931314,1.95298457120045,4.00002947801081,30.0000782012939,0,0,0,0,NA,0,0,7.51975,4.21512204516597
"JALENPARMELE","Jalen Parmele","RB","ARI",560,4.10625,-0.24,10.95,NA,NA,NA,8.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.75,0,2.65,20.25,0,NA,NA,0,4.710625,4.10625
"ANDREWSZCZERBA","Andrew Szczerba","TE","ATL",561,4.0375,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3,0,NA,NA,0,4.0375,4.0375
"NILESPAUL","Niles Paul","TE","WAS",562,3.87499537177547,-0.24,NA,NA,NA,NA,7.125,5.875,NA,3.875,1.875,3.75,1,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.99997339400063,30.9999629742037,0,NA,NA,0,3.27714285714286,3.87499537177547
"SPENCERWARE","Spencer Ware","RB","SEA",563,3.71865439761528,NA,NA,1,NA,NA,0.75,NA,NA,NA,3.825,2.35,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00008397380121,8.00006199437322,0,3.18265002032962,23.3491855854237,0,NA,NA,0,2.535,3.71865439761528
"ANDYTANNER","Andy Tanner","WR","NO",564,3.5625,NA,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.9,28.5,0,NA,NA,0,3.5625,3.5625
"BROCKOSWEILER","Brock Osweiler","QB","DEN",565,3.4272724506336,2.57,NA,NA,NA,NA,2.93,6.52,3.56,6.16,2.8,3.24,NA,NA,NA,NA,NA,10.4999952104357,6.97970072593856,4.19999991146678,85.6818112658399,0,0,2.99995112395921,0,0,0,0,0,NA,0,0,3.08666666666667,3.4272724506336
"NICKKASA","Nick Kasa","TE","OAK",566,3.42721984213044,NA,NA,NA,NA,NA,14.625,NA,NA,NA,2.5,3.5,1,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.71333165326854,27.4177587370435,0,NA,NA,0,3.60416666666667,3.42721984213044
"MATTHAZEL","Matt Hazel","WR","MIA",567,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,27,0,NA,NA,NA,3.375,3.375
"RUSSELLSHEPARD","Russell Shepard","WR","TB",567,3.375,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.25,27,0,NA,NA,0,3.375,3.375
"BRANDONBARDEN","Brandon Barden","TE","JAX",569,3.36875,NA,NA,NA,NA,NA,3.85,NA,NA,NA,6.25,2.75,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.225,26.95,0,NA,NA,0,3.36875,3.36875
"MICHAELPALMER","Michael Palmer","TE","PIT",570,3.30797482919177,NA,NA,NA,NA,NA,6.6625,NA,NA,NA,NA,1.125,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.4637986335341,0,NA,NA,0,1.8075,3.30797482919177
"TYLERCLUTTS","Tyler Clutts","RB","DAL",571,3.25094743242676,-0.0949999999999999,13.675,1.25,NA,NA,7.4625,NA,NA,NA,NA,NA,1.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32155074556634,12.8218928331521,0,2.99995746678093,15.7500651928924,0,NA,NA,0,3.23464285714286,3.25094743242676
"MIKEMCNEILL","Mike McNeill","TE","CAR",572,3.16680983103707,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,3.375,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25.3344786482965,0,NA,NA,0,2.24375,3.16680983103707
"GARRETTCELEK","Garrett Celek","TE","SF",573,3.12500726205277,0.63,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.50004919157118,25.0000580964222,0,NA,NA,0,2.30321428571429,3.12500726205277
"WILLIESNEAD","Willie Snead","WR","CLE",574,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,25,0,NA,NA,NA,3.125,3.125
"KEVINBROCK","Kevin Brock","TE","CIN",575,3.03776983529065,NA,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,24.3021586823252,0,NA,NA,0,2.171875,3.03776983529065
"DARRENFELLS","Darren Fells","TE","ARI",576,2.84375,NA,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,22.75,0,NA,NA,0,2.84375,2.84375
"RYANNASSIB","Ryan Nassib","QB","NYG",577,2.78370017131392,NA,NA,NA,NA,NA,NA,-3.32,NA,6.02,2.8,1.54,NA,NA,NA,NA,NA,10.9132501016481,7,4.75951671410246,69.5925042828481,0,0,0,0,0,0,0,0,NA,0,0,1.00571428571429,2.78370017131392
"RICHARDGORDON","Richard Gordon","TE","KC",578,2.7625,32.915,NA,NA,NA,NA,2.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,23.3,0,NA,NA,0.05,11.8925,2.7625
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",579,2.75295106750223,NA,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,1.875,1.25,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,22.0236085400179,0,NA,NA,0,1.36458333333333,2.75295106750223
"BENHARTSOCK","Ben Hartsock","TE",NA,580,2.735,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,19,0.08,NA,NA,0.04,2.735,2.735
"MARVINMCNUTT","Marvin McNutt","WR","CAR",581,2.6875,NA,NA,NA,NA,NA,7.6875,NA,NA,NA,NA,5.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,21.5,0,NA,NA,0,3.265625,2.6875
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",582,2.61576952699364,NA,NA,4.3,NA,NA,3.225,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67459279271184,24.2826952699364,0,0.4,1.5,0,NA,NA,0,2.00625,2.61576952699364
"KEVINCONE","Kevin Cone","WR","MIA",583,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA,1.875,2.5
"DANORLOVSKY","Dan Orlovsky","QB","DET",584,2.39999876309739,1.97,NA,NA,NA,NA,NA,0.04,NA,2.84,2.4,3.32,NA,NA,NA,NA,NA,10.0000159079218,6.00001143118427,4.00003144718793,59.9999690774347,0,0,2,0,0,0,0,0,NA,NA,0,1.51,2.39999876309739
"LERONMCCLAIN","LeRon McClain","RB",NA,585,2.39,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,10,0.05,1.65,8,0.075,NA,NA,0.12,2.39,2.39
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",586,2.31754811755369,1.65,NA,NA,NA,NA,2.06,3.92,1.8,9.7,1.6,2.46,NA,NA,NA,NA,NA,7.49995499019623,4.81745673498544,3.00003617948814,57.9387029388423,0,0,0,0,0,0,0,0,NA,NA,0,2.88,2.31754811755369
"JOSEPHANDERSON","Joseph Anderson","WR","CHI",587,2.205,2.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,15,0.06,NA,NA,0.01,2.205,2.205
"PATRICKEDWARDS","Patrick Edwards","WR",NA,588,2.14,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,0.12,2.14,2.14
"RICHARDQUINN","Richard Quinn","TE","NO",589,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,0,NA,NA,NA,2.125,2.125
"LONNIEPRYOR","Lonnie Pryor","RB","TB",590,2.05375,NA,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.35,1.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16864819817796,6.85,0,2.75297229726694,10.95,0,NA,NA,0,1.96375,2.05375
"COREYFULLER","Corey Fuller","WR","DET",591,2.01875,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.15,16.15,0,NA,NA,0,2.01875,2.01875
"KASSIMOSGOOD","Kassim Osgood","WR","SF",591,2.01875,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.15,16.15,0,NA,NA,0,2.01875,2.01875
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",593,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,6,20,0,0,0,0,NA,NA,0,2,2
"ACLEONARD","A.C. Leonard","TE","MIN",594,1.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15.5,0,NA,NA,NA,1.9375,1.9375
"JAMESWILDER","James Wilder Jr","RB","CIN",595,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,13.5,0,0.5,4,0,NA,NA,NA,1.85,1.85
"ERICPAGE","Eric Page","WR","TB",596,1.82421548941728,5.825,NA,NA,NA,NA,3.975,-1.75,NA,15.65,0.5,7.1,1.25,NA,NA,NA,NA,NA,0,NA,0,0,0,0.5,4.29220788990641,0,4.50006083675264,65.9999576034132,0,NA,NA,2.285,0.605714285714286,1.82421548941728
"TJYATES","T.J. Yates","QB","ATL",597,1.79000221690561,0.83,NA,NA,NA,NA,NA,-4.64,1.08,3,1.2,NA,NA,NA,NA,NA,NA,6.09277630716514,4.50004590573839,2.44149881455407,50.0000554226403,0,0,1,0,0,0,0,0,NA,NA,0.07,0.105,1.79000221690561
"TYLERTHIGPEN","Tyler Thigpen","QB","BUF",598,1.715,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,4.1,3,39.5,0.15,0.145,0,0,0,NA,NA,NA,NA,NA,0.01,1.715,1.715
"LUKEMCCOWN","Luke McCown","QB","NO",599,1.67516397850648,1.39,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,NA,NA,7.09407202066155,3.53084408257019,3.76730074695151,41.8790994626619,0,0,2,0,0,0,0,0,NA,NA,0,1.30714285714286,1.67516397850648
"PHILLIPTANNER","Phillip Tanner","RB",NA,600,1.625,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,3.5,5,0,0.5,9,0,NA,NA,0,1.625,1.625
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",601,1.55,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,12.4,0,NA,NA,0,1.55,1.55
"MICHAELHILL","Michael Hill","RB","GB",602,1.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,4,5,0,1,8,0,NA,NA,0,1.96666666666667,1.5
"TEDBOLSER","Ted Bolser","TE","WAS",602,1.5,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,12,0,NA,NA,0,1.5,1.5
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",604,1.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,NA,NA,NA,1.375,1.375
"DCJEFFERSON","D.C. Jefferson","TE",NA,605,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,1.25,1.25
"JOSHBELLAMY","Josh Bellamy","WR","CHI",605,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10,0,NA,NA,0,1.25,1.25
"JUSTICECUNNINGHAM","Justice Cunningham","TE","STL",605,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,0.958333333333333,1.25
"SKYEDAWSON","Skye Dawson","WR","TB",605,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10,0,NA,NA,NA,1.91666666666667,1.25
"CIERREWOOD","Cierre Wood","RB","BAL",609,1.10000488594203,NA,NA,NA,NA,NA,NA,0.4,NA,1.1,NA,1.1,2.5,NA,NA,NA,NA,0,0,0,0,0,0,3.00000697991719,11.0000488594203,0,0,0,0,NA,NA,0,0.728571428571429,1.10000488594203
"TAYLORYATES","Taylor Yates","QB","ATL",610,1.08,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,22,0,0,1,2,0,NA,NA,NA,NA,NA,0,1.08,1.08
"JERONMASTRUD","Jeron Mastrud","TE","CHI",611,1.06412153715837,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,8.75297229726694,0,NA,NA,0.01,0.8575,1.06412153715837
"ROBERTHUGHES","Robert Hughes","RB",NA,612,0.9525,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,6.4,0,0.5,2.5,0,NA,NA,0,2.798125,0.9525
"JAMARNEWSOME","Jamar Newsome","WR","KC",613,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7.5,0,NA,NA,0,2.34375,0.9375
"JAMESWRIGHT","James Wright","WR","CIN",613,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,7.5,0,NA,NA,NA,0.9375,0.9375
"RYANWHALEN","Ryan Whalen","WR","CIN",613,0.9375,NA,NA,NA,NA,NA,16.8125,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,7.5,0,NA,NA,0,4.671875,0.9375
"RYANMALLETT","Ryan Mallett","QB","NE",616,0.90797237795453,0.32,NA,NA,NA,NA,0.47,0.28,0.68,NA,1.2,5.88,NA,NA,NA,NA,NA,4.99996698062253,2.05002700434043,2.65005695223548,22.9999135562352,0,0,0,-0.120241642948771,0,0,0,0,NA,NA,0,1.10375,0.90797237795453
"KEVINDORSEY","Kevin Dorsey","WR","GB",617,0.875,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,7,0,NA,0,0,3.79166666666667,0.875
"REXBURKHEAD","Rex Burkhead","RB","CIN",618,0.869506025412299,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.05,2.75,NA,NA,NA,NA,NA,0,NA,0,0,0,0.5,1.5,0,0.5,5.75604820329839,0,NA,NA,0,0.98125,0.869506025412299
"CHASEREYNOLDS","Chase Reynolds","RB","STL",619,0.625,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,NA,0,0,0,1,2.5,0,0.5,3,0,NA,NA,0,0.625,0.625
"MARCELJENSEN","Marcel Jensen","TE","JAX",619,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,0.625,0.625
"ZACHLINE","Zach Line","RB","MIN",619,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.75,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,5,0,NA,NA,0,1,0.625
"TAURENPOOLE","Tauren Poole","RB","PIT",622,0.575,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,11,27,0,1,7,0,NA,NA,1,0.575,0.575
"CHRISGRONKOWSKI","Chris Gronkowski","RB","SD",623,0.435,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.3,3,0.02,NA,NA,0.02,0.435,0.435
"JONVAUGHN","Jon Vaughn","RB",NA,624,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,0,0,NA,NA,NA,0.4,0.4
"MATTHEWTUCKER","Matthew Tucker","RB","PHI",624,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.5,NA,NA,NA,NA,NA,0,NA,0,0,0,1,4,0,0,0,0,NA,NA,0,0.633333333333333,0.4
"MIKEGOODSON","Mike Goodson","RB",NA,624,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,32.5,NA,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,NA,0,0,8.325,0.4
"ERIKSWOOPE","Erik Swoope","TE","IND",627,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,0,NA,NA,NA,0.375,0.375
