"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"TERRANCEWEST","Terrance West","RB","CLE",146,106.867016750102,NA,159.1,129.25,91.7,NA,122.075,92,104.35,94.125,93.375,99.975,106,122.55,135.875,NA,108.225,0,0,0,0,0,0,131.399961100752,567,4.5,22.0330367586084,170.800071503178,0.999942972089097,0,0,1.39421667344321,110.688827838828,106.867016750102
"MARQISELEE","Marqise Lee","WR","JAC",147,106.512526234932,NA,107,110.5,100.325,NA,97.7875,110.325,76.125,102.625,129.25,98.425,101.5,133.625,117.75,NA,119.975,0,0,0,0,0,0,2.00001824003182,11.9999695593376,0,48,674.5,4.00000487983307,0,0,1,107.229414335664,106.512526234932
"JEREMYHILL","Jeremy Hill","RB","CIN",148,106.062215252746,NA,138.35,88.625,98.525,NA,109.77,115.5,105.925,88.05,138.125,85.025,99.125,110.475,85.125,NA,115.5375,0,0,0,0,0,0,147.100022455865,597.5,5.94997599535607,9.99995774715815,72.9000395620441,0.999969071059111,0,0,1.49998669700031,104.064913003663,106.062215252746
"ANTONIOGATES","Antonio Gates","TE","SD",149,105.683894279011,92.105,108.125,126,99.5,NA,113.0875,104.125,117.75,97,117.5,99.25,110.625,88.625,117.75,NA,91.9,0,0,0,0,0,0,0,0,0,58.9874438435994,648.25,4.50003291716489,0,0,0.782517741326067,105.823273809524,105.683894279011
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",150,105.349721301621,NA,102.625,107.125,101.125,NA,104.45,96.2,96,97.175,120.25,102.375,86.75,108,123.5,NA,107.415,0,0,0,0,0,0,3.5,18.5000304728567,0,53.4999943287612,659.999969953614,3.49995366835554,0,0,0,98.3374134199134,105.349721301621
"HEATHMILLER","Heath Miller","TE","PIT",151,105.124800985312,77.535,121.625,119.125,91,NA,112.275,110.125,115.25,93.625,112.5,94.125,92.75,104.375,113.875,NA,109.5,0,0,0,0,0,0,0,0,0,59.7116938924344,649,4.49995217268222,0,0,0.99997068359375,104.234226190476,105.124800985312
"ROBERTWOODS","Robert Woods","WR","BUF",152,104.471264600687,71.34,93.375,119.375,87.225,NA,103.975,141.275,111.725,105.5,101,96.85,99.25,113.625,137.825,NA,99.49,0,0,0,0,0,0,1.99997942887692,12.499957145885,0,49.5,673.25,3.500035580617,0,0,0.645064865867968,106.448468614719,104.471264600687
"DELANIEWALKER","Delanie Walker","TE","TEN",153,104.143473121087,64.85,109.375,111,104.75,NA,108.3625,114.125,109.5,99.5,94.375,98.5,105,80.75,119.25,NA,108.625,0,0,0,0,0,0,0,0,0,56.9999993940821,596.75,5.29998921347,0,0,0.750070719911021,102.182976190476,104.143473121087
"ODELLBECKHAM","Odell Beckham","WR","NYG",154,103.361742281256,NA,92,102.75,98.75,NA,104.8375,101.375,100.725,93.875,105.125,105.125,98.375,117.375,106.125,NA,105.825,0,0,0,0,0,0,1,15.5,0,45.4415289836596,640.00004180352,3.999981352757,0,0,0.729383686908771,103.563763320013,103.361742281256
"MARKINGRAM","Mark Ingram","RB","NO",155,103.026787831986,104.865,105.4,69.875,80.725,NA,74.3925,106.9,72.275,103.175,126.25,81.675,128,145.85,134.2,NA,105.55,0,0,0,0,0,0,131.9041897365,574,4.74993380724365,13.5000122383335,119.5,0.999939789484165,0,0,1.26998458279371,101.569261904762,103.026787831986
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",156,102.574756462516,90.04,99.75,104.125,105.375,NA,97.6375,140.375,86,97.025,96.125,88.575,118.125,102,125.625,NA,99.325,0,0,0,0,0,0,0,5.15373338754567,0,48.925,643.675,4.100003130377,0,0,1.00000355283363,103.424561688312,102.574756462516
"KENNYBRITT","Kenny Britt","WR","STL",157,102.377402084085,78.155,110.25,112.875,89.625,NA,98.0875,71.375,100.625,104.75,118.75,92.875,115.625,62.75,137,NA,133.925,0,0,0,0,0,0,0,0,0,45.9999650805214,635.625,4.20002820763426,0,0,0.758630720573444,104.351904761905,102.377402084085
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",158,102.142816249518,NA,NA,125.125,82.125,NA,103.3625,102.35,74.125,110.375,105.875,106.375,99,94.125,119.25,NA,102.45,0,0,0,0,0,0,0,0,0,44.0499959178007,618.65,4.49995288504067,0,0,0.729383686908771,101.872231934732,102.142816249518
"DWAYNEALLEN","Dwayne Allen","TE","IND",159,100.687283706503,123.485,100.625,109.125,69.375,NA,98.125,114.525,106.625,99,110,87.125,102.5,58.625,108.25,NA,80.825,0,0,0,0,0,0,1,0,0,48.9999399440506,565.5,4.99996395108386,0,0,0,98.0613095238095,100.687283706503
"MARVINJONES","Marvin Jones","WR","CIN",160,97.8380883802859,148.035,96.25,109.375,89.175,NA,103.7875,110.35,86.9,69.625,70.25,64.5,90.25,118.625,94.675,NA,112.46,0,0,0,0,0,0,4.50000459840119,36.0913574218826,0,41.25,575.275,4.09993834369704,0,0,0.760017474694875,100.538852813853,97.8380883802859
"JAREDCOOK","Jared Cook","TE","STL",161,97.1560156539684,146.145,89.875,108.25,85.125,NA,96.1625,101.875,104.5,92.125,108.125,86.25,89.625,95.25,106.625,NA,95.275,0,0,0,0,0,0,0,0,0,48.1860952245243,585.25,4.49991913168213,0,0,0.999916378708109,100.28380952381,97.1560156539684
"NATEWASHINGTON","Nate Washington","WR","TEN",162,97.1488891770287,100.46,100.375,89.5,87,NA,90.1375,135,81.875,79,87,70.5,87,128.625,114.375,NA,113.425,0,0,0,0,0,0,0,0,0,40.4406299222787,647.595049673663,2.99995633541753,0,0,0.600076681561447,99.0379166666667,97.1488891770287
"MILESAUSTIN","Miles Austin","WR","CLE",163,96.7439484468212,55.945,88.125,99.875,52.125,NA,85.95,153.775,98.625,97.625,89.25,104.5,117.75,107.75,128.125,NA,94.775,0,0,0,0,0,0,0,0,0,46.5212687893484,623.95,3.50000174421585,0,0,0.749937339491306,97.737012987013,96.7439484468212
"MALCOMFLOYD","Malcom Floyd","WR","SD",164,96.0837014754006,107.495,98.75,93.5,102.5,NA,72.5,103.625,77.125,103.5,100.25,87.875,89.875,70.375,125.625,NA,106.4,0,0,0,0,0,0,0,0,0,40.8182413881405,606.75,3.59996476113723,0,0,0.453279030474274,98.0593452380952,96.0837014754006
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",165,94.5938357484427,123.745,91.75,88.5,90.9,NA,86.95,94.15,76.625,83.175,101.75,53.625,80.5,111.375,94.675,NA,96.845,0,0,0,0,0,0,3.49997903036886,14.499941238415,0,45.4825023980352,610.75,2.90002937759387,0.4,0,1.000028213654,92.758658008658,94.5938357484427
"ANDREHOLMES","Andre Holmes","WR","OAK",166,93.8129500117569,NA,109.625,100,69.875,NA,66.375,102.775,81.875,81.9,118.75,72.575,85.25,65.25,120.5,NA,117.2,0,0,0,0,0,0,0,0,0,38.2420210084135,582.499967118448,3.5000756869918,0,0,0,89.0080519480519,93.8129500117569
"AARONDOBSON","Aaron Dobson","WR","NE",167,93.6466842191208,42.345,107.125,56.625,106.5,NA,86.45,118.075,86.125,59.5,97.125,104.375,43.5,116.25,134.875,NA,111.05,0,0,0,0,0,0,0,0,0,39.8013997281003,597.6,3.49992118721692,0,0,0.684280968060233,93.3331222943723,93.6466842191208
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",168,92.9749041202133,NA,151.3,114.875,61.6,NA,106.4375,91,69.825,89.875,104.75,96.3,128.75,40.3,112.35,NA,86.225,0,0,0,0,0,0,108.2,454.5,3.39995405636212,27,193,1.00002996367342,0,0,1,93.992239010989,92.9749041202133
"CHRISIVORY","Chris Ivory","RB","NYJ",169,92.013572640189,84.875,116.875,77.125,92.075,NA,99.89,118.975,92.725,81.3,108.375,90.4,68.375,120.525,119.35,NA,89,0,0,0,0,0,0,146.85,652.85,4.50007837413563,5.49999503691874,33.8239337526206,0,0,0,1.49996310790079,95.3800476190476,92.013572640189
"MIKEWILLIAMS","Mike Williams","WR","BUF",170,91.9685378402669,116.08,85.375,93.5,106,NA,89.1875,83.6,74.625,89.125,116,87.25,80.5,88.25,123.25,NA,83.375,0,0,0,0,0,0,0,0,0,42.9999769258143,585.75,3.5,0,0,0.750070719911021,93.5873051948052,91.9685378402669
"TYLEREIFERT","Tyler Eifert","TE","CIN",171,91.0921878043525,33.99,94.75,72.875,81.125,NA,86.3875,95.625,90.375,98.125,100,98.125,115.625,95.25,111.25,NA,78.075,0,0,0,0,0,0,0,0,0,47.4999872063438,549.25,4.00003855340215,0,0,0.521431172020134,89.9505357142857,91.0921878043525
"ERICEBRON","Eric Ebron","TE","DET",172,90.8622764890408,NA,97.625,111.75,83.5,NA,102.2875,83.5,78.625,83,89.625,88,77.375,86.125,105.75,NA,89.975,0,0,0,0,0,0,0,0,0,42.4999741250097,520.5,4.29996274817346,0,0,0,90.9824404761905,90.8622764890408
"CARLOSHYDE","Carlos Hyde","RB","SF",173,90.4868958622551,NA,139.8,95.25,81,NA,81.32,88.125,62.875,82.875,102.875,76.025,8.125,105.8,127,NA,85.475,0,0,0,0,0,0,105.5,494.999977423999,4.99996890722756,10.9999591701314,80.7,0.649970902871759,0,0,1.00008024691358,85.4739102564102,90.4868958622551
"DONNIEAVERY","Donnie Avery","WR","KC",174,90.4678127135583,82.895,93.75,87.125,98.2,NA,88.7125,90.825,84.125,99.775,80.125,68.45,93.25,98.375,112.85,NA,97.755,0,0,0,0,0,0,2,7,0,42.4343977756287,601.25,2.7999522957141,0,0,0.729383686908771,90.8627164502164,90.4678127135583
"SHONNGREENE","Shonn Greene","RB","TEN",175,90.427525831856,136.46,NA,62.875,87.025,NA,83.2625,70.625,89.925,70.5,86.25,75.575,114.25,113.85,111.175,NA,100.975,0,0,0,0,0,0,124.500013708112,534.5,4.99999637987114,8.99995185491406,64.0999870480682,0.6,0,0,1.54498360945979,89.9351877289377,90.427525831856
"ANDREWILLIAMS","Andre Williams","RB","NYG",176,88.6252313795622,NA,151.775,108.575,65.125,NA,89.685,110.125,67.325,99.375,92.25,76.025,100.5,29.275,128,NA,90.3,0,0,0,0,0,0,129.999963523186,520,5.30002242244187,8.00003801058689,65.0000758849505,0,0,0,1.09997088023596,90.3812545787546,88.6252313795622
"KHIRYROBINSON","Khiry Robinson","RB","NO",177,88.3376541637103,NA,138.425,94.725,101.55,NA,114.0425,63.25,115,85.05,86,79.3,55.375,15.1,121.825,NA,65.725,0,0,0,0,0,0,131.999986641716,565,3.65002569395172,11.9999352018797,79.5,0,0,0,0,87.493282967033,88.3376541637103
"GARRETTGRAHAM","Garrett Graham","TE","HOU",178,88.165295822092,91.95,90.625,99.5,60.25,NA,87.7625,117.75,93.375,86.5,83,79.25,102.75,83.25,106.5,NA,93.125,0,0,0,0,0,0,0,0,0,48.1897441165968,537.325,3.99994018649043,0,0,0.99999009895018,89.6270833333333,88.165295822092
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",179,85.0805090700518,90.385,81.1,61.35,61.45,NA,77.425,86.6,98.5,63.875,92.625,67.675,102.5,157.7,104.9,NA,83.5,0,0,0,0,0,0,113,476.25,2.9999767118076,18.90112548343,142.083418681325,1.00005317460317,0,0,1.43503252785946,86.1282738095238,85.0805090700518
"LANCEMOORE","Lance Moore","WR","PIT",180,85.0040613973767,66.255,88.375,96.375,87.25,NA,95,81.375,110.625,68,59.5,79.625,80.5,99.5,89.75,NA,78.925,0,0,0,0,0,0,0,0,0,43,554.75,2.9500388815622,0,0,0.67997396399884,84.5728138528139,85.0040613973767
"KNILEDAVIS","Knile Davis","RB","KC",181,84.5001750908,73.445,84.675,79.95,69.075,NA,79.515,84.65,70.125,70.55,95.875,63.775,38.125,91.725,104.8,NA,70.975,0,0,0,0,0,0,94.25,406.5,3.49998604502808,14.1007907513681,118.000046543355,0.854993950868101,1.2,0,1.40990356749884,82.0032142857143,84.5001750908
"CHRISGIVENS","Chris Givens","WR","STL",182,84.1813024413152,139.565,97,57.5,92.975,NA,81.75,122.05,82.375,53.55,40.75,68.75,68.25,161.75,119.925,NA,16.935,0,0,0,0,0,0,2.49992464823537,11.7500559042896,0,35.999942049251,568.290471518588,2.41003086876283,0,0,0.830065767171423,86.6552380952381,84.1813024413152
"STEVEJOHNSON","Steve Johnson","WR","SF",183,83.7590012724645,106.82,96.875,66.625,97.75,NA,79.45,77.175,60.25,78.375,88.875,82.075,86.75,90.25,95.1,NA,71.975,0,0,0,0,0,0,0,4.00008540664242,0,43.0000193194495,539.668674425975,3.15003043129212,0,0,0.999924719733141,84.5616233766234,83.7590012724645
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",184,82.0874918720038,80.795,113.825,86.55,95.2,NA,90.7875,46,71.275,84.675,65.75,60.85,66.375,62.7,NA,NA,82.275,0,0,0,0,0,0,40.5,161.25,1.00000131204157,43,382.5,1.99996396513121,0.6,0,1.14993326367762,81.0260897435897,82.0874918720038
"COBYFLEENER","Coby Fleener","TE","IND",185,81.9482618730497,118.85,91.625,62.25,84.125,NA,76.2125,63.625,66.125,86.75,86.5,77.875,93.375,74.25,94.625,NA,81.9,0,0,0,0,0,0,0,0,0,41.1872294771801,474,3.99993862847083,0,0.2,0.567123299258417,85.0182142857143,81.9482618730497
"ANDREROBERTS","Andre Roberts","WR","WAS",186,81.7664212872059,18.91,85.875,85.75,93.825,NA,84.3125,65.05,70.75,73,84.5,60.95,73,73.375,93.875,NA,100.875,0,0,0,0,0,0,1.35389605504679,7.25001520990206,0,40.7994395751689,502.89375708872,2.99997702699419,0.3,0,0.54005401061316,78.6133441558442,81.7664212872059
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",187,80.0071451723121,52.44,83.6,64.325,52.875,NA,67.1475,99.25,58.375,83.6,98.25,67.05,107.5,139.025,106.625,NA,90.8,0,0,0,0,0,0,95.8242430083115,425.75,3.30004240488403,17.7680724666252,139.25,0.799950848263138,0,0,1.52468811552361,81.0042380952381,80.0071451723121
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",188,79.3011664060697,70.59,86.625,95.875,58,NA,82.7,85.875,81.75,75.5,75.5,75,64.875,79.25,90,NA,91.925,0,0,0,0,0,0,0,0,0,41.5499621713673,485.000014727987,3.4999372970572,0,0,0.774486405757309,80.285,79.3011664060697
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",189,78.7332957475162,39.13,99.875,99.25,82.4,NA,85.075,80.9,79.125,74.225,84.75,75.475,67.75,76.625,82.95,NA,74.135,0,0,0,0,0,0,4.4999905517221,20.2080238732702,0,42.9000325895281,486.5,3.00001388761472,0,0,0.700029988499706,78.4337987012987,78.7332957475162
"TRAVISKELCE","Travis Kelce","TE","KC",190,78.6502018932679,NA,97.375,70.125,57.625,NA,71.5375,69.875,70,87.5,106.25,73.875,105,39.875,84.875,NA,90.825,0,0,0,0,0,0,0,0,0,40.5885583525908,477.999988495891,3.50003388854693,0,0,0.7,73.9071428571429,78.6502018932679
"EDDIEROYAL","Eddie Royal","WR","SD",191,78.1929003594125,110.535,85.5,46.25,73.175,NA,67.5,104.075,67.75,50.75,40.5,62.8,68,104.125,95.65,NA,66.21,0,0,0,0,0,0,2.00001410011028,11.1154121294431,0,35.9999637156732,482.25,2.99998985916029,0.3,0,0.999943336164529,76.6996753246753,78.1929003594125
"DENARIUSMOORE","Denarius Moore","WR","OAK",192,78.0621491447761,185.045,98.625,59.375,101.875,NA,74.35,87,41.875,40.5,22.5,72.625,89.875,107.875,92.625,NA,37.225,0,0,0,0,0,0,0,0,0,33.5000183541823,504.5,2.99996098383032,0,0,1.00003891940193,79.3283333333333,78.0621491447761
"MATTCASSEL","Matt Cassel","QB","MIN",193,77.8853148960459,1.72,39.76,36.54,104.28,NA,65.646,81,117.9,65.94,60.8,50.84,62.5,214.06,139.92,NA,119.42,155.5,100.475,61.65,1438.75,8.50000338524762,6.49633691351046,15.4999688284743,58.168867328094,0.65122271006621,0,0,0,0,0.3,1.49997029920663,82.6646142857143,77.8853148960459
"LANCEDUNBAR","Lance Dunbar","RB","DAL",194,77.2504226535846,-0.6,89.35,78.675,50.8,NA,78.9,79.625,105.875,79.7,80.5,52.225,61.5,84.725,90.4,NA,98.925,0,0,0,0,0,0,71.3499615112923,360.500004431086,2.10000375922965,27.9441648364123,206.000044116225,1.00004106347065,0,0,1.04995074675131,74.0505952380952,77.2504226535846
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",195,76.000701548329,36.44,135.45,NA,64.475,NA,80.0775,107.25,65.725,68.5,78.375,69.975,80,99.4,100.075,NA,63.0875,0,0,0,0,0,0,101.999997779123,469.5,4.49998965234914,7.9128307325451,54.5,0,0,0,1.58724545525529,77.9780769230769,76.000701548329
"JOHNBROWN","John Brown","WR","ARI",196,74.8494425844738,NA,64.75,123.375,NA,NA,67.7625,46.625,56.625,77.4,101.25,76.375,46.375,NA,NA,NA,74.695,0,0,0,0,0,0,0,9.9999696999646,0,31.8500560026727,465.992770568281,2.5000582155737,0.1,0,0,70.332077020202,74.8494425844738
"NATEBURLESON","Nate Burleson","WR","CLE",197,74.8252778083579,82.99,76.25,69.75,73.75,NA,76.825,93.7,89.875,65.15,35.25,93.45,68,74,92.25,NA,58.55,0,0,0,0,0,0,1,5.00002873540221,0,40.7583698489518,480,2.80007145104636,0,0,0.825051257153487,74.4144642857143,74.8252778083579
"SCOTTCHANDLER","Scott Chandler","TE","BUF",198,74.6345685778291,70.965,85.5,91.125,66.875,NA,83.0125,98.625,89.25,60,55.75,54.625,52.375,72.125,76.125,NA,78.15,0,0,0,0,0,0,0,0,0,40.4321961542189,477.075,3,0,0,0.999935474056978,73.4147619047619,74.6345685778291
"ROYHELU","Roy Helu","RB","WAS",199,74.164392812273,36.305,86.4,65.225,100.975,NA,78.9625,91.125,63.4,56.9,70.75,68.175,78.5,91.075,89.5,NA,74.75,0,0,0,0,0,0,64.9999769028515,293,2.00001708877047,33.4999966913629,244.675,0.999965901355485,0,0,1.23996004282757,75.414880952381,74.164392812273
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",200,73.6349155525054,-1.74,45.25,70.75,79.5,NA,48.825,84.35,70.125,80.75,98.75,65.375,43.5,96.5,109,NA,88.725,0,0,0,0,0,0,0,0,0,28.4999553740093,461.500000943567,3.0000430564567,0,0,0.684280968060233,69.6195670995671,73.6349155525054
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",201,72.5152235331738,88.44,109.35,68.45,53.2,NA,66.9525,79.625,90.5,45.7,62.75,57.775,62,118.475,87.7,NA,65.675,0,0,0,0,0,0,94.0000161826519,385.5,2.50001489102378,17.5000716177511,151,1.00005442864488,0,0,1.9700641282794,73.3108928571429,72.5152235331738
"JEROMESIMPSON","Jerome Simpson","WR","MIN",202,72.3376835035635,94.345,88.375,78,89.5,NA,74.9875,80.75,41.875,46.25,28.75,64.125,80.5,112.375,87.75,NA,55.6,0,0,0,0,0,0,0,0,0,34.275,499.5,2.15001348931513,0,0,0.999965810775757,72.0976785714286,72.3376835035635
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",203,72.3372004191882,81.08,69.8,55.975,56.375,NA,62.5975,96.55,73.95,66.475,76.75,64.025,47,135.6,85,NA,74.75,0,0,0,0,0,0,62.5,253.55,1.26996602248962,37.4038862400293,276.500059850686,1.29998942266554,0,0,1.0000132443595,73.83775,72.3372004191882
"JAMESWHITE","James White","RB","NE",204,72.2124939910624,NA,108.9,71.1,44.425,NA,66.65,60.3,57.1,55.375,102.125,46.3,81.875,NA,63.725,NA,79.1125,0,0,0,0,0,0,87,368,3.00007427877727,12.5000414648634,90.5,0.999924719733141,0,0.05,0,69.5822916666667,72.2124939910624
"LEVINETOILOLO","Levine Toilolo","TE","ATL",205,71.9974954371764,NA,75.375,78.25,NA,NA,57.6625,72.125,57.875,69.5,85,53.125,45.75,89.125,92.125,NA,79.8,NA,0,NA,0,0,0,0,0,0,34.4499133446596,400.922951739364,3.64702107829265,0,0,0,71.1772321428571,71.9974954371764
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",206,71.9005776334233,NA,104.625,90.2,41.85,NA,87.3675,98.475,59.25,65.675,89.75,62.075,69.125,93.425,74.45,NA,66.875,0,0,0,0,0,0,109.5,419,3.50008046206101,12.9999863082772,102,0,0,0,1.2499683796476,75.5743315018315,71.9005776334233
"MIKETOLBERT","Mike Tolbert","RB","CAR",207,71.0516629135477,74.18,84.725,67.725,78.175,NA,78.615,89.15,86.225,62.55,79.125,51.125,55.625,12.375,84.15,NA,68.125,0,0,0,0,0,0,64.8343277586098,239.891710675339,3.2999908968637,23.9999439569064,170.097619843145,1.00005733073974,0,0,0,69.5949880952381,71.0516629135477
"ZACHMILLER","Zach Miller","TE","SEA",208,70.8322606707253,167.74,82.75,58.125,54.75,NA,67.8875,76,73.375,70.75,72.75,45.5,74,66,87.375,NA,63.35,0,0,0,0,0,0,0,0,0,34.0000835134025,390.000019779352,3.99996549099024,0,0,0.639178249211694,75.0400595238095,70.8322606707253
"JAMESSTARKS","James Starks","RB","GB",209,70.2373218555251,62.515,86.9,66.35,66.95,NA,69.815,82.75,58.25,57.875,68.5,49.6,68,93.75,101.15,NA,56.05,0,0,0,0,0,0,82.5,379.999985247557,2.54997806717622,12.4999551691563,111.5,0.999992106482289,0,0,0.999999237060547,70.1611190476191,70.2373218555251
"TREMASON","Tre Mason","RB","STL",210,70.0116670439975,NA,110.775,81.95,80.875,NA,90.3975,34.875,38.125,63.25,58.25,55.45,79,103.95,70.55,NA,21.2625,0,0,0,0,0,0,90.0000555386643,379.999938676311,2.44992787651152,13.4999612767182,114.5,0.999948719787598,0,0,1.00002880047607,67.1161538461538,70.0116670439975
"MYCHALRIVERA","Mychal Rivera","TE","OAK",211,69.75,NA,83.625,87.75,69.75,NA,65.3875,45.75,69.875,47.5,65.5,58.875,75.5,44.375,82.625,NA,72.35,0,0,0,0,0,0,0,0,0,37.1848031818332,414,3,0,0,0,68.6236950549451,69.75
"MARLONBROWN","Marlon Brown","WR","BAL",212,69.7187454845881,76.705,87.25,46.125,69.375,NA,56.9125,86.125,15.125,71.9,92.5,63.2,79.25,72.25,87.25,NA,59.575,0,0,0,0,0,0,0,0,0,36.5605832171624,428.149963876704,3,0,0,0.6,69.2027597402597,69.7187454845881
"BRANDONLAFELL","Brandon LaFell","WR","NE",213,69.5350894996882,-0.09,90.5,78.5,101.325,NA,75.95,76,26.125,53.125,39.5,53.775,55.5,57.625,84.3,NA,76.075,0,0,0,0,0,0,1,6.00007247041718,0,30,419.5,2.95004241845954,0,0,0.400890752703586,63.8931006493507,69.5350894996882
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",214,69.4971168069095,NA,127.85,94,66.85,NA,90.295,55.5,41.35,62.175,49.625,73.825,44.5,27.15,116.875,NA,41.6,0,0,0,0,0,0,86.4999702900419,415.1,2.89997554936597,9.4999668641142,71.5000138279351,0.649970902871759,0,0,0.750021211669583,68.7578846153846,69.4971168069095
"DONALDBROWN","Donald Brown","RB","SD",215,68.6821417312252,85.45,85.5,57.925,76.625,NA,68.7775,64.875,52.125,66.9,59.75,72.775,70.625,30.45,52.9,NA,69.325,0,0,0,0,0,0,88.65,380.725,2.49997373529318,13.1499630323105,98.475,0.750070719911021,0.2,0,0.8,67.4989166666667,68.6821417312252
"ALLENROBINSON","Allen Robinson","WR","JAC",216,68.6250604866358,NA,101.5,41.125,58.375,NA,49.1625,86.625,37.875,82,81.75,77.375,49.5,98.75,71.625,NA,85.5,0,0,0,0,0,0,0,0,0,32.5,453,2.50001008110596,0,0,1,69.6125,68.6250604866358
"BLAKEBORTLES","Blake Bortles","QB","JAC",217,68.4142155999606,NA,44.46,129.76,47.26,NA,71.05,42.5,58.66,54.2,118.9,84.42,96.5,NA,49.96,NA,46.75,210.5,118.5,89,1318.49999430765,7.90000123393118,7.99998728369131,20.4999421506858,70.5000455536853,1.04998174330378,0,0,0,0,0.1,1.82524075739575,71.0957509157509,68.4142155999606
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",218,68.3438299381452,37.36,70.75,88.25,85.25,NA,80.9375,63.125,NA,78.125,77.375,74.625,55.75,13.375,85.625,NA,25.35,0,0,0,0,0,0,0,0,0,32.760494887445,426.75,2.50001332302419,0,0,0,65.1766620879121,68.3438299381452
"MICHAELVICK","Michael Vick","QB","NYJ",219,65.9782036840416,4.08,81.48,71.5,132.52,NA,84.766,4.1,38.6,31,47.2,108.98,49.4,NA,142.28,NA,8.37,121.5,69.35,49.8000300252658,906.7,5.14004413384355,4.59998811875422,26.05,162.500028138399,1.49997606790877,0,0,0,0,0.5,1.09995590545415,65.6453186813187,65.9782036840416
"JACEAMARO","Jace Amaro","TE","NYJ",220,65.8745370551381,NA,94.5,88,65,NA,74.2,95,19.5,42.25,62,60.375,59.25,31.25,71,NA,50.9,0,0,0,0,0,0,0,0,0,33.35,383.00009874426,2.99992078535094,0,0,0,63.3592032967033,65.8745370551381
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",221,64.749705042021,NA,87.125,43.375,73.125,NA,59.4,83.95,28.125,63.5,81.875,58.5,NA,42.125,80.125,NA,51.55,0,0,0,0,0,0,0.5,0,0,32.5,350,3.49995084033684,0,0,0,64.4036446886447,64.749705042021
"BRANDONBOSTICK","Brandon Bostick","TE","GB",222,63.7489180015844,NA,NA,78.875,53.75,NA,55.475,71.125,50.75,63.75,88.75,NA,39.875,NA,NA,NA,71.975,0,0,0,0,0,0,0,0,0,28.6561007908916,378,3.00004798322661,0,0.1,0.567123299258417,63.2416666666667,63.7489180015844
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",223,63.5736336315746,93.545,81.875,59.25,58.5,NA,64.3375,97.375,60.5,59.625,68,56.875,53,62.75,79.25,NA,53.075,0,0,0,0,0,0,0,0,0,37.5000288769974,401.425,3.04998504536699,0,0,1.63480054687579,66.5202380952381,63.5736336315746
"BRENTCELEK","Brent Celek","TE","PHI",224,63.1827876448783,61.99,86.25,68.875,56.375,NA,71.4125,79.875,71,50.5,69.25,50.125,42.625,41.875,85,NA,54.7,0,0,0,0,0,0,0,0,0,30.000019654236,378.499992826267,3.0000617930448,0,0,0.710027405557973,64.0005952380952,63.1827876448783
"BRIANQUICK","Brian Quick","WR","STL",225,62.8746860212708,26.965,64.625,94.375,NA,NA,73.2125,61.125,53.125,70.125,61.75,57.5,68.875,13.75,51.875,NA,89.65,NA,0,NA,0,0,0,0,0,0,27.4999887256342,383,2.49994767021181,0,0,0,60.5312820512821,62.8746860212708
"BRANDONGIBSON","Brandon Gibson","WR","MIA",226,62.3070790660495,35.52,77.25,66.125,NA,NA,67.7,52.625,55.75,47.625,51.125,50.75,43.25,86,91,NA,94.225,NA,0,NA,0,0,0,0,0,0,27.9000522049059,392.5,2.49992984434158,0,0,0.585,62.8863141025641,62.3070790660495
"TIMWRIGHT","Timothy Wright","TE","TB",227,61.6999302428259,NA,65.75,93.125,NA,NA,53.5125,38.7,29.25,69.25,57.625,64.25,74,61.875,77,NA,49.6,NA,0,NA,0,0,0,1,0,0,31.5,352,2.94998837380432,0,0,0,61.0133241758242,61.6999302428259
