"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ROSCOEPARRISH","WR","Roscoe Parrish","BUF",74,192,63.6,NA,NA,NA,NA,NA,0,0,0,35,456,3,NA,NA,NA
"PATRICKCRAYTON","WR","Patrick Crayton","SD",76,194,62.6,NA,NA,NA,NA,NA,0,0,0,33,446,3,NA,NA,NA
"KEVINBOSS","TE","Kevin Boss","OAK",27,195,62.5,NA,NA,NA,NA,NA,NA,NA,NA,43,445,3,NA,NA,NA
"GREGLITTLE","WR","Greg Little","CLE",77,196,60.8,NA,NA,NA,NA,NA,0,0,0,35,488,2,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",78,197,60.2,NA,NA,NA,NA,NA,0,0,0,33,422,3,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","BAL",28,198,60.1,NA,NA,NA,NA,NA,NA,NA,NA,39,421,3,NA,NA,NA
"EARNESTGRAHAM","RB","Earnest Graham","TB",55,199,59.9,NA,NA,NA,NA,NA,94,375,2,13,104,0,NA,NA,NA
"TASHARDCHOICE","RB","Tashard Choice","DAL",56,200,59.6,NA,NA,NA,NA,NA,80,336,3,12,80,0,NA,NA,NA
"LANCEKENDRICKS","TE","Lance Kendricks","STL",29,201,59.4,NA,NA,NA,NA,NA,NA,NA,NA,36,414,3,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","SEA",39,202,58.8,119,71,786,4,3,8,35,0,NA,NA,NA,NA,NA,NA
"LEGEDUNAANEE","WR","Legedu Naanee","CAR",79,203,58.5,NA,NA,NA,NA,NA,0,0,0,33,465,2,NA,NA,NA
"STEVEBREASTON","WR","Steve Breaston","KC",80,204,57.6,NA,NA,NA,NA,NA,0,0,0,34,456,2,NA,NA,NA
"LARODSTEPHENSHOWLING","RB","LaRod Stephens-Howling","ARI",57,205,57.4,NA,NA,NA,NA,NA,72,289,1,32,225,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","NO",58,206,56.9,NA,NA,NA,NA,NA,49,214,0,34,295,1,NA,NA,NA
"LEONARDPOPE","TE","Leonard Pope","KC",30,207,56.5,NA,NA,NA,NA,NA,NA,NA,NA,39,385,3,NA,NA,NA
"RONNIEBROWN","RB","Ronnie Brown","PHI",59,208,56.3,NA,NA,NA,NA,NA,78,345,2,12,98,0,NA,NA,NA
"BENTATE","RB","Ben Tate","HOU",60,209,56.2,NA,NA,NA,NA,NA,76,355,2,11,87,0,NA,NA,NA
"CADILLACWILLIAMS","RB","Cadillac Williams","STL",61,210,55,NA,NA,NA,NA,NA,60,245,1,38,245,0,NA,NA,NA
"JAVONRINGER","RB","Javon Ringer","TEN",61,210,55,NA,NA,NA,NA,NA,78,365,2,8,65,0,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","KC",61,210,55,NA,NA,NA,NA,NA,54,215,1,32,215,1,NA,NA,NA
"ANTHONYARMSTRONG","WR","Anthony Armstrong","WAS",81,213,53.5,NA,NA,NA,NA,NA,0,0,0,25,355,3,NA,NA,NA
"DEVERYHENDERSON","WR","Devery Henderson","NO",81,213,53.5,NA,NA,NA,NA,NA,0,0,0,21,355,3,NA,NA,NA
"TERRELLOWENS","WR","Terrell Owens","FA",81,213,53.5,NA,NA,NA,NA,NA,0,0,0,25,355,3,NA,NA,NA
"CURTISPAINTER","QB","Curtis Painter","IND",40,216,53.3,94,61,745,4,2,0,0,0,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","DET",41,217,52.8,93,55,623,5,3,8,16,0,NA,NA,NA,NA,NA,NA
"JONATHANBALDWIN","WR","Jonathan Baldwin","KC",84,218,51.2,NA,NA,NA,NA,NA,0,0,0,25,332,3,NA,NA,NA
"JERHEMEURBAN","WR","Jerheme Urban","KC",84,218,51.2,NA,NA,NA,NA,NA,0,0,0,26,392,2,NA,NA,NA
"TONYSCHEFFLER","TE","Tony Scheffler","DET",31,218,51.2,NA,NA,NA,NA,NA,NA,NA,NA,34,392,2,NA,NA,NA
"DERRICKMASON","WR","Derrick Mason","NYJ",86,221,50.6,NA,NA,NA,NA,NA,0,0,0,35,446,1,NA,NA,NA
"MICHAELJENKINS","WR","Michael Jenkins","MIN",86,221,50.6,NA,NA,NA,NA,NA,0,0,0,35,446,1,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",64,223,50.2,NA,NA,NA,NA,NA,84,336,2,6,46,0,NA,NA,NA
"EVANMOORE","TE","Evan Moore","CLE",32,223,50.2,NA,NA,NA,NA,NA,NA,NA,NA,36,382,2,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","MIN",65,225,49.1,NA,NA,NA,NA,NA,77,377,1,7,54,0,NA,NA,NA
"ISAACREDMAN","RB","Isaac Redman","PIT",66,226,48.3,NA,NA,NA,NA,NA,78,334,1,12,89,0,NA,NA,NA
"DAMIANWILLIAMS","WR","Damian Williams","TEN",88,226,48.3,NA,NA,NA,NA,NA,0,0,0,27,363,2,NA,NA,NA
"BENOBOMANU","WR","Ben Obomanu","SEA",89,228,48,NA,NA,NA,NA,NA,0,0,0,34,420,1,NA,NA,NA
"JOSHCRIBBS","WR","Josh Cribbs","CLE",90,229,47.5,NA,NA,NA,NA,NA,0,0,0,30,355,2,NA,NA,NA
"VINCEYOUNG","QB","Vince Young","PHI",42,230,46.6,75,46,513,3,2,16,89,0,NA,NA,NA,NA,NA,NA
"DENARIUSMOORE","WR","Denarius Moore","OAK",91,230,46.6,NA,NA,NA,NA,NA,0,0,0,26,346,2,NA,NA,NA
"DOMENIKHIXON","WR","Domenik Hixon","NYG",91,230,46.6,NA,NA,NA,NA,NA,0,0,0,29,346,2,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",93,233,46.5,NA,NA,NA,NA,NA,0,0,0,25,345,2,NA,NA,NA
"KELLENDAVIS","TE","Kellen Davis","CHI",33,233,46.5,NA,NA,NA,NA,NA,NA,NA,NA,29,345,2,NA,NA,NA
"DEZMONBRISCOE","WR","Dezmon Briscoe","TB",94,235,45.9,NA,NA,NA,NA,NA,0,0,0,25,339,2,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",67,236,45.1,NA,NA,NA,NA,NA,29,107,1,36,224,1,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",68,237,43.8,NA,NA,NA,NA,NA,59,282,2,5,36,0,NA,NA,NA
"JEREMYSHOCKEY","TE","Jeremy Shockey","CAR",34,238,43.4,NA,NA,NA,NA,NA,NA,NA,NA,28,314,2,NA,NA,NA
"JASONHILL","WR","Jason Hill","JAC",95,239,42.3,NA,NA,NA,NA,NA,0,0,0,32,423,0,NA,NA,NA
"GREGCAMARILLO","WR","Greg Camarillo","MIN",96,240,41.5,NA,NA,NA,NA,NA,0,0,0,33,415,0,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CAR",43,241,41.2,81,48,566,3,4,3,9,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",69,242,40,NA,NA,NA,NA,NA,53,221,1,18,119,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",35,243,39.9,NA,NA,NA,NA,NA,NA,NA,NA,27,279,2,NA,NA,NA
"DENNISPITTA","TE","Dennis Pitta","BAL",36,244,39.5,NA,NA,NA,NA,NA,NA,NA,NA,25,275,2,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","DAL",37,245,38.5,NA,NA,NA,NA,NA,NA,NA,NA,24,265,2,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",70,246,38.4,NA,NA,NA,NA,NA,40,189,0,29,195,0,NA,NA,NA
"DERRICKWARD","RB","Derrick Ward","HOU",71,247,37.7,NA,NA,NA,NA,NA,58,262,1,7,55,0,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","STL",38,248,37.6,NA,NA,NA,NA,NA,NA,NA,NA,22,256,2,NA,NA,NA
"DANIELFELLS","TE","Daniel Fells","DEN",38,248,37.6,NA,NA,NA,NA,NA,NA,NA,NA,22,256,2,NA,NA,NA
"DEVINAROMASHODU","WR","Devin Aromashodu","MIN",97,250,37.5,NA,NA,NA,NA,NA,0,0,0,16,255,2,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","JAC",40,250,37.5,NA,NA,NA,NA,NA,NA,NA,NA,22,255,2,NA,NA,NA
"MARCUSEASLEY","WR","Marcus Easley","BUF",98,252,37.1,NA,NA,NA,NA,NA,0,0,0,24,311,1,NA,NA,NA
"FREDDAVIS","TE","Fred Davis","WAS",41,253,36.5,NA,NA,NA,NA,NA,NA,NA,NA,23,245,2,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","SD",72,254,36.3,NA,NA,NA,NA,NA,30,134,0,33,229,0,NA,NA,NA
"JARETTDILLARD","WR","Jarett Dillard","JAC",99,255,35.5,NA,NA,NA,NA,NA,0,0,0,18,235,2,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",99,255,35.5,NA,NA,NA,NA,NA,0,0,0,24,295,1,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",42,257,35.1,NA,NA,NA,NA,NA,NA,NA,NA,21,231,2,NA,NA,NA
"ANTHONYGONZALEZ","WR","Anthony Gonzalez","IND",101,258,34.9,NA,NA,NA,NA,NA,0,0,0,16,229,2,NA,NA,NA
"TITUSYOUNG","WR","Titus Young","DET",102,259,34.5,NA,NA,NA,NA,NA,0,0,0,19,285,1,NA,NA,NA
"SAMMIESTROUGHTER","WR","Sammie Stroughter","TB",103,260,33.6,NA,NA,NA,NA,NA,0,0,0,16,216,2,NA,NA,NA
"TANDONDOSS","WR","Tandon Doss","BAL",104,261,33.5,NA,NA,NA,NA,NA,0,0,0,20,275,1,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","CAR",73,262,33.3,NA,NA,NA,NA,NA,13,55,0,39,278,0,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","SF",43,263,33.2,NA,NA,NA,NA,NA,NA,NA,NA,18,212,2,NA,NA,NA
"LERONMCCLAIN","RB","Le'Ron McClain","KC",74,264,32.8,NA,NA,NA,NA,NA,39,165,2,6,43,0,NA,NA,NA
"MEWELDEMOORE","RB","Mewelde Moore","PIT",74,264,32.8,NA,NA,NA,NA,NA,34,146,0,25,182,0,NA,NA,NA
"JERIOUSNORWOOD","RB","Jerious Norwood","STL",76,266,31.7,NA,NA,NA,NA,NA,40,195,1,7,62,0,NA,NA,NA
"DAVIDTHOMAS","TE","David Thomas","NO",44,267,30.6,NA,NA,NA,NA,NA,NA,NA,NA,17,186,2,NA,NA,NA
"JORDANNORWOOD","WR","Jordan Norwood","CLE",105,268,30.5,NA,NA,NA,NA,NA,0,0,0,21,245,1,NA,NA,NA
"ANTHONYDIXON","RB","Anthony Dixon","SF",77,269,30.3,NA,NA,NA,NA,NA,51,214,1,5,29,0,NA,NA,NA
"LEONWASHINGTON","RB","Leon Washington","SEA",78,270,30,NA,NA,NA,NA,NA,26,129,1,15,111,0,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","SEA",106,271,29.1,NA,NA,NA,NA,NA,0,0,0,19,231,1,NA,NA,NA
"MAURICEMORRIS","RB","Maurice Morris","DET",79,272,28.9,NA,NA,NA,NA,NA,43,179,0,14,110,0,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",107,273,28.5,NA,NA,NA,NA,NA,0,0,0,14,225,1,NA,NA,NA
"TIMTEBOW","QB","Tim Tebow","DEN",44,274,28.4,32,19,215,2,2,7,36,1,NA,NA,NA,NA,NA,NA
"SENECAWALLACE","QB","Seneca Wallace","CLE",45,275,28.3,54,31,356,2,1,9,25,0,NA,NA,NA,NA,NA,NA
"JOHNSKELTON","QB","John Skelton","ARI",46,276,28.1,54,33,365,2,2,5,18,0,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",45,277,27.6,NA,NA,NA,NA,NA,NA,NA,NA,15,156,2,NA,NA,NA
"KYLEBOLLER","QB","Kyle Boller","OAK",47,278,27.5,56,33,356,2,0,5,17,0,NA,NA,NA,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",108,278,27.5,NA,NA,NA,NA,NA,0,0,0,15,215,1,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",109,280,27.4,NA,NA,NA,NA,NA,0,0,0,16,214,1,NA,NA,NA
"RANDYMOSS","WR","Randy Moss","FA",110,281,27,NA,NA,NA,NA,NA,0,0,0,10,150,2,NA,NA,NA
"BRADYQUINN","QB","Brady Quinn","DEN",48,282,26.9,54,31,356,2,1,4,11,0,NA,NA,NA,NA,NA,NA
"DANARIOALEXANDER","WR","Danario Alexander","STL",111,283,26,NA,NA,NA,NA,NA,0,0,0,13,200,1,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",80,284,25.5,NA,NA,NA,NA,NA,17,72,2,9,63,0,NA,NA,NA
"EARLYDOUCET","WR","Early Doucet","ARI",112,284,25.5,NA,NA,NA,NA,NA,0,0,0,15,195,1,NA,NA,NA
"EDMONDGATES","WR","Edmond Gates","MIA",113,286,25.1,NA,NA,NA,NA,NA,0,0,0,15,191,1,NA,NA,NA
"LANCEBALL","RB","Lance Ball","DEN",81,287,24.6,NA,NA,NA,NA,NA,42,175,1,2,11,0,NA,NA,NA
"RANDYMCMICHAEL","TE","Randy McMichael","SD",46,288,24.5,NA,NA,NA,NA,NA,NA,NA,NA,17,185,1,NA,NA,NA
"DAVIDGARRARD","QB","David Garrard","FA",49,289,24,42,26,300,2,1,2,10,0,NA,NA,NA,NA,NA,NA
"JOEMCKNIGHT","RB","Joe McKnight","NYJ",82,290,23.8,NA,NA,NA,NA,NA,46,215,0,3,23,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","IND",50,291,23,41,27,300,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"ANTHONYALLEN","RB","Anthony Allen","BAL",83,291,23,NA,NA,NA,NA,NA,27,115,1,9,55,0,NA,NA,NA
"LUKESTOCKER","TE","Luke Stocker","TB",47,293,22.7,NA,NA,NA,NA,NA,NA,NA,NA,15,167,1,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","CIN",84,294,22,NA,NA,NA,NA,NA,27,95,0,25,125,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","CHI",48,295,21.7,NA,NA,NA,NA,NA,NA,NA,NA,14,157,1,NA,NA,NA
"STEVESMITH","WR","Steve Smith","PHI",114,296,21.6,NA,NA,NA,NA,NA,0,0,0,12,156,1,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","IND",49,297,21.1,NA,NA,NA,NA,NA,NA,NA,NA,14,151,1,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","SF",115,298,20.5,NA,NA,NA,NA,NA,0,0,0,14,205,0,NA,NA,NA
"KEVINOGLETREE","WR","Kevin Ogletree","DAL",115,298,20.5,NA,NA,NA,NA,NA,0,0,0,11,145,1,NA,NA,NA
"DANIELGRAHAM","TE","Daniel Graham","TEN",50,298,20.5,NA,NA,NA,NA,NA,NA,NA,NA,14,145,1,NA,NA,NA
"DAVIDMARTIN","TE","David Martin","BUF",51,301,20.4,NA,NA,NA,NA,NA,NA,NA,NA,14,144,1,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","IND",85,302,20.2,NA,NA,NA,NA,NA,26,113,1,4,29,0,NA,NA,NA
"MARKCLAYTON","WR","Mark Clayton","STL",117,303,20.1,NA,NA,NA,NA,NA,0,0,0,11,141,1,NA,NA,NA
"BRADSMITH","WR","Brad Smith","BUF",117,303,20.1,NA,NA,NA,NA,NA,0,0,0,12,141,1,NA,NA,NA
"BRIANROBISKIE","WR","Brian Robiskie","CLE",119,305,18.9,NA,NA,NA,NA,NA,0,0,0,15,189,0,NA,NA,NA
"TYLERTHIGPEN","QB","Tyler Thigpen","BUF",51,306,18.7,40,24,255,1,1,5,19,0,NA,NA,NA,NA,NA,NA
"LORENZOBOOKER","RB","Lorenzo Booker","MIN",86,307,18.4,NA,NA,NA,NA,NA,25,85,0,17,99,0,NA,NA,NA
"STEPHENWILLIAMS","WR","Stephen Williams","ARI",120,308,17.5,NA,NA,NA,NA,NA,0,0,0,9,115,1,NA,NA,NA
"TONYSTEWART","TE","Tony Stewart","OAK",52,309,16.9,NA,NA,NA,NA,NA,NA,NA,NA,9,109,1,NA,NA,NA
"MATTLEINART","QB","Matt Leinart","HOU",52,310,16.6,35,22,236,1,1,2,8,0,NA,NA,NA,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","PIT",121,310,16.6,NA,NA,NA,NA,NA,0,0,0,12,166,0,NA,NA,NA
"CHRISREDMAN","QB","Chris Redman","ATL",53,312,15.6,35,20,226,1,1,1,3,0,NA,NA,NA,NA,NA,NA
"CHESTERTAYLOR","RB","Chester Taylor","ARI",87,312,15.6,NA,NA,NA,NA,NA,23,111,0,5,45,0,NA,NA,NA
"RAMSESBARDEN","WR","Ramses Barden","NYG",122,312,15.6,NA,NA,NA,NA,NA,0,0,0,13,156,0,NA,NA,NA
"SAMHURD","WR","Sam Hurd","CHI",123,315,15.4,NA,NA,NA,NA,NA,0,0,0,6,94,1,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","GB",54,316,15.1,33,20,215,1,1,1,3,0,NA,NA,NA,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","CIN",124,317,14.6,NA,NA,NA,NA,NA,0,0,0,11,146,0,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","OAK",125,318,14.5,NA,NA,NA,NA,NA,0,0,0,10,145,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",125,318,14.5,NA,NA,NA,NA,NA,0,0,0,9,145,0,NA,NA,NA
"VINCENTBROWN","WR","Vincent Brown","SD",125,318,14.5,NA,NA,NA,NA,NA,0,0,0,9,145,0,NA,NA,NA
"LAVELLEHAWKINS","WR","Lavelle Hawkins","TEN",128,321,14.1,NA,NA,NA,NA,NA,0,0,0,10,141,0,NA,NA,NA
"OVIEMUGHELLI","RB","Ovie Mughelli","ATL",88,322,14,NA,NA,NA,NA,NA,9,29,0,17,111,0,NA,NA,NA
"JEFFKING","TE","Jeff King","ARI",53,323,13.7,NA,NA,NA,NA,NA,NA,NA,NA,12,137,0,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","PHI",54,324,12.6,NA,NA,NA,NA,NA,NA,NA,NA,6,66,1,NA,NA,NA
"TYLERPALKO","QB","Tyler Palko","KC",55,325,12,33,20,225,0,1,2,7,0,NA,NA,NA,NA,NA,NA
"MAURICESTOVALL","WR","Maurice Stovall","TB",129,326,11.9,NA,NA,NA,NA,NA,0,0,0,9,119,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",130,327,11.4,NA,NA,NA,NA,NA,0,0,0,9,114,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","NE",56,328,11.2,18,11,135,1,1,2,4,0,NA,NA,NA,NA,NA,NA
"JOSHJOHNSON","QB","Josh Johnson","TB",57,329,11.1,32,20,221,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"ALEXGREEN","RB","Alex Green","GB",89,330,11,NA,NA,NA,NA,NA,13,56,0,8,54,0,NA,NA,NA
"JACKIEBATTLE","RB","Jackie Battle","KC",90,331,10.9,NA,NA,NA,NA,NA,21,85,0,4,24,0,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","NO",58,332,10.5,29,19,206,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"CHAZSCHILENS","WR","Chaz Schilens","OAK",131,333,10.4,NA,NA,NA,NA,NA,0,0,0,8,104,0,NA,NA,NA
"LEXHILLIARD","RB","Lex Hilliard","MIA",91,334,9.7,NA,NA,NA,NA,NA,20,82,0,2,15,0,NA,NA,NA
"BILLYVOLEK","QB","Billy Volek","SD",59,335,8.9,26,16,176,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"STEVESLATON","RB","Steve Slaton","HOU",92,335,8.9,NA,NA,NA,NA,NA,17,75,0,2,14,0,NA,NA,NA
"KREGGLUMPKIN","RB","Kregg Lumpkin","TB",93,337,8.8,NA,NA,NA,NA,NA,16,77,0,1,11,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NO",94,338,8.6,NA,NA,NA,NA,NA,22,86,0,0,0,0,NA,NA,NA
"JAMIEHARPER","RB","Jamie Harper","TEN",94,338,8.6,NA,NA,NA,NA,NA,17,82,0,1,4,0,NA,NA,NA
"JONKITNA","QB","Jon Kitna","DAL",60,340,8.4,23,14,164,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"MARKBRUNELL","QB","Mark Brunell","NYJ",60,340,8.4,24,14,166,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"DAVIDCARR","QB","David Carr","NYG",62,342,8.3,25,15,165,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JUSTINPEELLE","TE","Justin Peelle","ATL",55,343,8.2,NA,NA,NA,NA,NA,NA,NA,NA,7,82,0,NA,NA,NA
"JACOBHESTER","RB","Jacob Hester","SD",96,344,8,NA,NA,NA,NA,NA,12,49,0,4,31,0,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",132,344,8,NA,NA,NA,NA,NA,0,0,0,7,80,0,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",133,346,7.7,NA,NA,NA,NA,NA,0,0,0,6,77,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",134,347,7.6,NA,NA,NA,NA,NA,0,0,0,6,76,0,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",135,348,7.5,NA,NA,NA,NA,NA,0,0,0,6,75,0,NA,NA,NA
"KERRYMEIER","WR","Kerry Meier","ATL",135,348,7.5,NA,NA,NA,NA,NA,0,0,0,6,75,0,NA,NA,NA
"BLAIRWHITE","WR","Blair White","IND",137,350,7.4,NA,NA,NA,NA,NA,0,0,0,5,74,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",138,351,7.2,NA,NA,NA,NA,NA,0,0,0,5,72,0,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","PIT",97,352,7.1,NA,NA,NA,NA,NA,14,62,0,1,9,0,NA,NA,NA
"JOHNNYWHITE","RB","Johnny White","BUF",98,353,6.7,NA,NA,NA,NA,NA,13,55,0,2,12,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BAL",63,354,6.6,13,8,84,0,0,11,24,0,NA,NA,NA,NA,NA,NA
"BRYANTJOHNSON","WR","Bryant Johnson","DET",139,355,6.1,NA,NA,NA,NA,NA,0,0,0,4,61,0,NA,NA,NA
"CALEBHANIE","QB","Caleb Hanie","CHI",64,356,6,17,10,114,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"TAYLORPRICE","WR","Taylor Price","NE",140,357,5.6,NA,NA,NA,NA,NA,0,0,0,4,56,0,NA,NA,NA
"DONTESTALLWORTH","WR","Donte' Stallworth","WAS",141,358,4.6,NA,NA,NA,NA,NA,0,0,0,3,46,0,NA,NA,NA
"MIKEKAFKA","QB","Mike Kafka","PHI",65,359,2.8,6,4,42,0,0,3,7,0,NA,NA,NA,NA,NA,NA
"AJFEELEY","QB","A.J. Feeley","STL",66,360,2.3,7,4,45,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"RICKYSTANZI","QB","Ricky Stanzi","KC",67,361,1,3,1,17,0,0,0,1,0,NA,NA,NA,NA,NA,NA
