"name","year","pos","team","pick","overallRank","positionRank"
"KEVINJOHNSON",2001,"WR","CLE",94.57,84,30
"JAMESJACKSON",2001,"RB","CLE",94.81,85,34
"JERRYRICE",2001,"WR","OAK",95.53,86,31
"VINNYTESTAVERDE",2001,"QB","NYJ",95.79,87,16
"KERRYCOLLINS",2001,"QB","NYG",96.52,88,17
"KEVANBARLOW",2001,"RB","SFO",98.12,89,35
"TERRYALLEN",2001,"RB","FA",100.55,90,36
"BUBBAFRANKS",2001,"TE","GBP",102.15,91,6
"ROBJOHNSON",2001,"QB","TBB",104.3,92,18
"MIKEALSTOTT",2001,"RB","TBB",104.47,93,37
"CURTISCONWAY",2001,"WR","SDC",104.6,94,32
"ORONDEGADSDEN",2001,"WR","MIA",104.6,94,32
"MATTSTOVER",2001,"K","BAL",105.37,96,2
"JAYRIEMERSMA",2001,"TE","BUF",106.28,97,7
"MARTINGRAMATICA",2001,"K","TBB",106.33,98,3
"JASONELAM",2001,"K","DEN",106.5,99,4
"DAVIDTERRELL",2001,"WR","CHI",107.25,100,34
"WESLEYWALLS",2001,"TE","CAR",108.3,101,8
"JEFFGEORGE",2001,"QB","WAS",108.43,102,19
"BILLSCHROEDER",2001,"WR","DET",108.84,103,35
"JEFFWILKINS",2001,"K","STL",109.27,104,5
"TERRYGLENN",2001,"WR","GBP",109.64,105,36
"DOUGFLUTIE",2001,"QB","SDC",109.72,106,20
"SHAUNALEXANDER",2001,"RB","SEA",109.76,107,38
"RYANLONGWELL",2001,"K","GBP",111.18,108,6
"JJSTOKES",2001,"WR","SFO",111.77,109,37
"OLANDISGARY",2001,"RB","FA",112.12,110,39
"KORENROBINSON",2001,"WR","SEA",112.17,111,38
"DEUCEMCALLISTER",2001,"RB","NOS",112.3,112,40
"QADRYISMAIL",2001,"WR","BAL",112.87,113,39
"DREWBLEDSOE",2001,"QB","BUF",113.03,114,21
"JOHNNIEMORTON",2001,"WR","KCC",114.19,115,40
"TERANCEMATHIS",2001,"WR","FA",114.65,116,41
"TROYBROWN",2001,"WR","NEP",115.23,117,42
"BYRONCHAMBERLAIN",2001,"TE","MIN",115.84,118,9
"TIMCOUCH",2001,"QB","CLE",117.18,119,22
"JRREDMOND",2001,"RB","NEP",117.24,120,41
"DARNAYSCOTT",2001,"WR","CIN",118.42,121,43
"MATTHEWHATCHETTE",2001,"WR","FA",119.06,122,44
"DORSEYLEVENS",2001,"RB","FA",119.67,123,42
"AZZAHIRHAKIM",2001,"WR","DET",121.09,124,45
"ALBERTCONNELL",2001,"WR","FA",121.23,125,46
"TONYRICHARDSON",2001,"RB","KCC",121.89,126,43
"WILLIEJACKSON",2001,"WR","FA",122.1,127,47
"STEPHENALEXANDER",2001,"TE","SDC",122.28,128,10
"SEBASTIANJANIKOWSKI",2001,"K","OAK",122.39,129,7
"MICHAELVICK",2001,"QB","ATL",123.01,130,23
"RICHARDHUNTLEY",2001,"RB","FA",123.15,131,44
"PLAXICOBURRESS",2001,"WR","PIT",123.98,132,48
"OLINDOMARE",2001,"K","MIA",124.34,133,8
"ANTOWAINSMITH",2001,"RB","NEP",124.82,134,45
"JAMESMCKNIGHT",2001,"WR","MIA",127.02,135,49
"MARVINMINNIS",2001,"WR","KCC",127.16,136,50
"KYLEBRADY",2001,"TE","JAC",127.23,137,11
"JOENEDNEY",2001,"K","TEN",128.09,138,9
"JAKEPLUMMER",2001,"QB","ARI",128.1,139,24
"LAVERANUESCOLES",2001,"WR","NYJ",129.55,140,51
"KORDELLSTEWART",2001,"QB","PIT",129.87,141,25
"SAMMYMORRIS",2001,"RB","BUF",130.01,142,46
"DESMONDCLARK",2001,"TE","DEN",130.42,143,12
"ANTHONYTHOMAS",2001,"RB","CHI",130.54,144,47
"JASONBROOKINS",2001,"RB","BAL",130.83,145,48
"KEVINDYSON",2001,"WR","TEN",131.39,146,52
"IKEHILLIARD",2001,"WR","NYG",132,147,53
"BRANDONSTOKLEY",2001,"WR","BAL",132.57,148,54
"ERRICTRHETT",2001,"RB","FA",132.78,149,49
"DERRICKMAYES",2001,"WR","FA",133.61,150,55
"RODGARDNER",2001,"WR","WAS",134.03,151,56
"REGGIEWAYNE",2001,"WR","IND",134.04,152,57
"PAULSMITH",2001,"RB","SFO",134.48,153,50
"MIKEHOLLIS",2001,"K","BUF",135.84,154,10
"PEERLESSPRICE",2001,"WR","BUF",136.22,155,58
"CHARLIEBATCH",2001,"QB","DET",136.58,156,26
"FREDDIEMITCHELL",2001,"WR","PHI",136.95,157,59
"JEFFGRAHAM",2001,"WR","ATL",137.4,158,60
"KENDILGER",2001,"TE","TBB",138.13,159,13
"CAMERONCLEELAND",2001,"TE","NEP",139.88,160,14
"DAVIDAKERS",2001,"K","PHI",140.28,161,11
"JAYFIEDLER",2001,"QB","MIA",140.99,162,27
"AMOSZEREOUE",2001,"RB","FA",141.16,163,51
"GARYANDERSON",2001,"K","FA",141.47,164,12
"ROBMOORE",2001,"WR","DEN",142.41,165,61
"SKIPHICKS",2001,"RB","FA",142.88,166,52
"DOUGCHAPMAN",2001,"RB","MIN",143.51,167,53
"JEFFLEWIS",2001,"QB","NOS",144.32,168,28
"SANTANAMOSS",2001,"WR","NYJ",144.33,169,62
"JACQUEZGREEN",2001,"WR","WAS",144.89,170,63
"SYLVESTERMORRIS",2001,"WR","KCC",145.37,171,64
"RICKEYDUDLEY",2001,"TE","CLE",146.46,172,15
"SHAWNBRYSON",2001,"RB","FA",146.56,173,54
"RICHIEANDERSON",2001,"RB","NYJ",148.82,174,55
"CHRISCHAMBERS",2001,"WR","MIA",149.57,175,65
"MARCUSPOLLARD",2001,"TE","IND",150.02,176,16
"MARTYBOOKER",2001,"WR","CHI",150.17,177,66
"TRAVISPRENTICE",2001,"RB","FA",151.2,178,56
"TONYBANKS",2001,"QB","FA",151.23,179,29
"TONYMARTIN",2001,"WR","FA",152.52,180,67
"CHRISWEINKE",2001,"QB","CAR",152.83,181,30
"ROBERTSMITH",2001,"RB","FA",153.02,182,57
"ROLANDWILLIAMS",2001,"TE","OAK",154.21,183,17
"LAMONTJORDAN",2001,"RB","NYJ",154.32,184,58
"DREWBREES",2001,"QB","SDC",154.68,185,31
"QUINCYCARTER",2001,"QB","DAL",154.91,186,32
"RAGHIBISMAIL",2001,"WR","DAL",155.28,187,68
"TRUNGCANIDATE",2001,"RB","STL",155.5,188,59
"BARRYSANDERS",2001,"RB","FA",155.79,189,60
"FREDBEASLEY",2001,"RB","SFO",155.82,190,61
"KEVINFAULK",2001,"RB","NEP",156.52,191,62
"CHADPENNINGTON",2001,"QB","NYJ",156.64,192,33
"MOEWILLIAMS",2001,"RB","FA",156.71,193,63
"PATRICKJEFFERS",2001,"WR","CAR",156.89,194,69
"JEROMEPATHON",2001,"WR","FA",157.1,195,70
"CHRISFUAMATUMAAFALA",2001,"RB","PIT",157.28,196,64
"TODDHEAP",2001,"TE","BAL",157.49,197,18
"DONALDHAYES",2001,"WR","NEP",157.51,198,71
"JEFFBLAKE",2001,"QB","BAL",158.05,199,34
"JJJOHNSON",2001,"RB","MIA",158.43,200,65
"JASONHANSON",2001,"K","DET",158.79,201,13
"COREYBRADFORD",2001,"WR","HOU",160.12,202,72
"ROBERTHOLCOMBE",2001,"RB","FA",160.22,203,66
"TAISTREETS",2001,"WR","SFO",160.4,204,73
"JERMAINELEWIS",2001,"WR","HOU",160.68,205,74
"TIMSEDER",2001,"K","DAL",161.54,206,14
"ERNIECONWELL",2001,"TE","STL",161.61,207,19
"JOHNCARNEY",2001,"K","NOS",161.85,208,15
"CHRISCHANDLER",2001,"QB","CHI",162.14,209,35
"CHRISBARNES",2001,"RB","WAS",162.32,210,67
"HINESWARD",2001,"WR","PIT",162.71,211,75
"CHARLESJOHNSON",2001,"WR","FA",163.86,212,76
"JAJUANDAWSON",2001,"WR","CLE",163.96,213,77
"DWAYNECARSWELL",2001,"TE","DEN",164.04,214,20
"HERMANMOORE",2001,"WR","DET",164.69,215,78
"TIMDWIGHT",2001,"WR","SDC",164.94,216,79
"QUINCYMORGAN",2001,"WR","CLE",164.95,217,80
"CORRELLBUCKHALTER",2001,"RB","PHI",165.27,218,68
"SEANDAWKINS",2001,"WR","FA",165.55,219,81
"JAKEREED",2001,"WR","NOS",166.13,220,82
"SHANEMATTHEWS",2001,"QB","WAS",166.91,221,36
"STACEYMACK",2001,"RB","FA",167.14,222,69
"JONKITNA",2001,"QB","CIN",167.28,223,37
"TRAVISMINOR",2001,"RB","MIA",167.44,224,70
"BOBBYENGRAM",2001,"WR","SEA",167.62,225,83
"ANTHONYBECHT",2001,"TE","NYJ",167.74,226,21
"STEVECHRISTIE",2001,"K","SDC",168.5,227,16
"FRANKSANDERS",2001,"WR","ARI",168.54,228,84
"KEVINLOCKETT",2001,"WR","WAS",168.86,229,85
"DAVIDPATTEN",2001,"WR","NEP",169.72,230,86
"TODDPINKSTON",2001,"WR","PHI",170.56,231,87
"ADAMVINATIERI",2001,"K","NEP",170.89,232,17
"LARRYCENTERS",2001,"RB","BUF",171.05,233,71
"DAVIDSLOAN",2001,"TE","NOS",171.47,234,22
"CHRISTIANFAURIA",2001,"TE","NEP",171.59,235,23
"GREGCLARK",2001,"TE","FA",172,236,24
"JACKIEHARRIS",2001,"TE","FA",172.11,237,25
"BRETTCONWAY",2001,"K","WAS",172.55,238,18
"JOHNHALL",2001,"K","NYJ",172.94,239,19
"JIMMILLER",2001,"QB","CHI",173.23,240,38
"ROBERTEDWARDS",2001,"RB","MIA",173.47,241,72
"JOEJUREVICIUS",2001,"WR","TBB",173.71,242,88
"JAMELWHITE",2001,"RB","CLE",173.85,243,73
"PETEMITCHELL",2001,"TE","JAC",173.88,244,26
"MORTENANDERSEN",2001,"K","KCC",173.96,245,20
"CHADJOHNSON",2001,"WR","CIN",174.31,246,89
"JOEGERMAINE",2001,"QB","KCC",175.23,247,39
"JOHNKASAY",2001,"K","CAR",175.35,248,21
"TRENTDILFER",2001,"QB","SEA",175.77,249,40
"BILLYGRAMATICA",2001,"K","ARI",176.48,250,22
"KRISBROWN",2001,"K","HOU",177.48,251,23
"RIANLINDELL",2001,"K","SEA",177.84,252,24
"SHAWNJEFFERSON",2001,"WR","ATL",177.96,253,90
"EDDIEKENNISON",2001,"WR","KCC",178.49,254,91
"GUSFREROTTE",2001,"QB","CIN",178.71,255,41
"TODDPETERSON",2001,"K","PIT",179.02,256,25
"DONNELLBENNETT",2001,"RB","FA",181.1,257,74
"DAVEMOORE",2001,"TE","BUF",181.48,258,27
"WADERICHEY",2001,"K","SDC",182.04,259,26
"MARKBRUENER",2001,"TE","PIT",183.53,260,28
"PAULEDINGER",2001,"K","CHI",183.77,261,27
"BERTEMANUEL",2001,"WR","FA",183.85,262,92
"ROBERTFERGUSON",2001,"WR","GBP",183.98,263,93
"REIDELANTHONY",2001,"WR","WAS",184.09,264,94
"STEVEBEUERLEIN",2001,"QB","DEN",187.56,265,42
"KIJANACARTER",2001,"RB","FA",187.8,266,75
"TERRENCEWILKINS",2001,"WR","STL",188.11,267,95
"JOSECORTEZ",2001,"K","SFO",189.26,268,28
"ELVISJOSEPH",2001,"RB","JAC",189.69,269,76
"BENJAMINGAY",2001,"RB","IND",191.56,270,77
"JEREMYMCDANIEL",2001,"WR","BUF",192.85,271,96
"SHAUNKING",2001,"QB","TBB",195,272,43
"TERRELLFLETCHER",2001,"RB","SDC",195.71,273,78
"JERRYPORTER",2001,"WR","OAK",197.37,274,97
"TROYEDWARDS",2001,"WR","PIT",197.4,275,98
"ITULAMILI",2001,"TE","SEA",200.19,276,29
"MIKEGREEN",2001,"RB","TEN",210.7,277,79
"TODDBOUMAN",2001,"QB","MIN",226.7,278,44
