"name","year","pos","team","pick","overallRank","positionRank"
"MARSHALLFAULK",2002,"RB","STL",2.45,1,1
"AHMANGREEN",2002,"RB","GBP",5.58,2,2
"SHAUNALEXANDER",2002,"RB","SEA",6.41,3,3
"KURTWARNER",2002,"QB","STL",7.66,4,1
"RICKYWILLIAMS",2002,"RB","MIA",8.99,5,4
"RANDYMOSS",2002,"WR","MIN",11.14,6,1
"TERRELLOWENS",2002,"WR","SFO",11.46,7,2
"PEYTONMANNING",2002,"QB","IND",11.53,8,2
"JEFFGARCIA",2002,"QB","SFO",11.66,9,3
"PRIESTHOLMES",2002,"RB","KCC",11.74,10,5
"DAUNTECULPEPPER",2002,"QB","MIN",13.4,11,4
"EDGERRINJAMES",2002,"RB","IND",13.83,12,6
"MARVINHARRISON",2002,"WR","IND",14.83,13,3
"LADAINIANTOMLINSON",2002,"RB","SDC",14.87,14,7
"CURTISMARTIN",2002,"RB","NYJ",14.9,15,8
"COREYDILLON",2002,"RB","CIN",15.99,16,9
"EDDIEGEORGE",2002,"RB","TEN",18.72,17,10
"DONOVANMCNABB",2002,"QB","PHI",19.28,18,5
"ANTHONYTHOMAS",2002,"RB","CHI",20.36,19,11
"DAVIDBOSTON",2002,"WR","SDC",22.83,20,4
"TORRYHOLT",2002,"WR","STL",23.7,21,5
"DEUCEMCALLISTER",2002,"RB","NOS",23.97,22,12
"STEPHENDAVIS",2002,"RB","CAR",24.19,23,13
"BRETTFAVRE",2002,"QB","GBP",24.84,24,6
"RODSMITH",2002,"WR","DEN",27.71,25,6
"AARONBROOKS",2002,"QB","NOS",29.59,26,7
"FREDTAYLOR",2002,"RB","JAC",30.75,27,14
"JOEHORN",2002,"WR","NOS",31.08,28,7
"ERICMOULDS",2002,"WR","BUF",34.39,29,8
"KEYSHAWNJOHNSON",2002,"WR","TBB",34.64,30,9
"ISAACBRUCE",2002,"WR","STL",35.13,31,10
"RICHGANNON",2002,"QB","OAK",36.24,32,8
"ANTOWAINSMITH",2002,"RB","NEP",36.87,33,15
"JIMMYSMITH",2002,"WR","JAC",40.61,34,11
"MICHAELBENNETT",2002,"RB","MIN",41.81,35,16
"TIMBROWN",2002,"WR","OAK",43.62,36,12
"JEROMEBETTIS",2002,"RB","PIT",45.62,37,17
"GARRISONHEARST",2002,"RB","SFO",45.67,38,18
"TONYGONZALEZ",2002,"TE","KCC",46.03,39,1
"PLAXICOBURRESS",2002,"WR","PIT",46.88,40,13
"DERRICKMASON",2002,"WR","TEN",46.91,41,14
"WILLIAMGREEN",2002,"RB","CLE",47.31,42,19
"JAMALLEWIS",2002,"RB","BAL",49.28,43,20
"DUCESTALEY",2002,"RB","PHI",49.45,44,21
"DARRELLJACKSON",2002,"WR","SEA",49.77,45,15
"TRAVISHENRY",2002,"RB","BUF",50.74,46,22
"MICHAELPITTMAN",2002,"RB","TBB",51.52,47,23
"CHRISCHAMBERS",2002,"WR","MIA",52.95,48,16
"STEVEMCNAIR",2002,"QB","TEN",53.84,49,9
"TIKIBARBER",2002,"RB","NYG",54.08,50,24
"KEVINJOHNSON",2002,"WR","CLE",54.24,51,17
"TROYBROWN",2002,"WR","NEP",55.45,52,18
"BRIANGRIESE",2002,"QB","DEN",55.78,53,10
"TERRYGLENN",2002,"WR","DAL",56.12,54,19
"DREWBLEDSOE",2002,"QB","BUF",58.26,55,11
"CLINTONPORTIS",2002,"RB","DEN",58.56,56,25
"MARTYBOOKER",2002,"WR","CHI",63.2,57,20
"JERRYRICE",2002,"WR","OAK",63.48,58,21
"JOHNNIEMORTON",2002,"WR","KCC",65.57,59,22
"RODGARDNER",2002,"WR","WAS",66.24,60,23
"CHARLIEGARNER",2002,"RB","OAK",67.24,61,26
"LAVERANUESCOLES",2002,"WR","WAS",69.11,62,24
"TRENTGREEN",2002,"QB","KCC",69.13,63,12
"EDMCCAFFREY",2002,"WR","DEN",69.37,64,25
"PITTSBURGHSTEELERS",2002,"Def","PIT",69.56,65,1
"MARCUSPOLLARD",2002,"TE","IND",69.6,66,2
"THOMASJONES",2002,"RB","ARI",69.93,67,27
"MICHAELVICK",2002,"QB","ATL",71,68,13
"AMANITOOMER",2002,"WR","NYG",71.72,69,26
"WARRICKDUNN",2002,"RB","ATL",72.01,70,28
"JAMESTHRASH",2002,"WR","PHI",73.61,71,27
"JEREMYSHOCKEY",2002,"TE","NYG",75.05,72,3
"JAMESSTEWART",2002,"RB","DET",75.53,73,29
"EMMITTSMITH",2002,"RB","ARI",75.92,74,30
"BUBBAFRANKS",2002,"TE","GBP",77.21,75,4
"DESHAUNFOSTER",2002,"RB","CAR",77.52,76,31
"KORDELLSTEWART",2002,"QB","CHI",77.72,77,14
"TJDUCKETT",2002,"RB","ATL",78.31,78,32
"KEVANBARLOW",2002,"RB","SFO",81.21,79,33
"CHICAGOBEARS",2002,"Def","CHI",81.4,80,2
"PEERLESSPRICE",2002,"WR","ATL",86.48,81,28
"SHANNONSHARPE",2002,"TE","DEN",87.81,82,5
"CURTISCONWAY",2002,"WR","NYJ",88.2,83,29
"KEENANMCCARDELL",2002,"WR","TBB",88.4,84,30
"MIKEVANDERJAGT",2002,"K","IND",89.73,85,1
"PHILADELPHIAEAGLES",2002,"Def","PHI",90.73,86,3
"QADRYISMAIL",2002,"WR","FA",90.82,87,31
"MUHSINMUHAMMAD",2002,"WR","CAR",91.79,88,32
"STLOUISRAMS",2002,"Def","STL",91.81,89,4
"MIKEALSTOTT",2002,"RB","TBB",91.9,90,34
"TOMBRADY",2002,"QB","NEP",94.15,91,15
"HINESWARD",2002,"WR","PIT",94.58,92,33
"BYRONCHAMBERLAIN",2002,"TE","MIN",95.93,93,6
"TAMPABAYBUCCANEERS",2002,"Def","TBB",97.62,94,5
"GREENBAYPACKERS",2002,"Def","GBP",97.89,95,6
"JAKEPLUMMER",2002,"QB","DEN",98,96,16
"JEFFWILKINS",2002,"K","STL",98.14,97,2
"TERRELLDAVIS",2002,"RB","FA",99.09,98,35
"JOEYGALLOWAY",2002,"WR","DAL",103.95,99,34
"DONTESTALLWORTH",2002,"WR","NOS",104.07,100,35
"JASONELAM",2002,"K","DEN",104.07,100,3
"KORENROBINSON",2002,"WR","SEA",104.67,102,36
"CLEVELANDBROWNS",2002,"Def","CLE",105.14,103,7
