"name","year","pos","team","pick","overallRank","positionRank"
"MIAMIDOLPHINS",2002,"Def","MIA",105.97,104,8
"TRAVISTAYLOR",2002,"WR","BAL",106.03,105,37
"WASHINGTONREDSKINS",2002,"Def","WAS",106.71,106,9
"FREDDIEJONES",2002,"TE","ARI",106.73,107,7
"BRADJOHNSON",2002,"QB","TBB",106.87,108,17
"TIMCOUCH",2002,"QB","CLE",107.48,109,18
"CHADLEWIS",2002,"TE","PHI",109.68,110,8
"OLANDISGARY",2002,"RB","DEN",109.8,111,36
"STACEYMACK",2002,"RB","HOU",111.83,112,37
"FRANKWYCHECK",2002,"TE","TEN",112.18,113,9
"JONATHANWELLS",2002,"RB","HOU",112.24,114,38
"KEVINDYSON",2002,"WR","CAR",112.27,115,38
"JAYFIEDLER",2002,"QB","MIA",112.28,116,19
"TRUNGCANIDATE",2002,"RB","WAS",113.67,117,39
"DAVIDAKERS",2002,"K","PHI",114.28,118,4
"KERRYCOLLINS",2002,"QB","NYG",114.41,119,20
"LAMARSMITH",2002,"RB","FA",114.49,120,40
"JAMESALLEN",2002,"RB","HOU",115.36,121,41
"DERRICKALEXANDER",2002,"WR","MIN",115.91,122,39
"DOMINICRHODES",2002,"RB","IND",116.16,123,42
"AMOSZEREOUE",2002,"RB","PIT",116.45,124,43
"MARKBRUNELL",2002,"QB","JAC",116.83,125,21
"PATRICKRAMSEY",2002,"QB","WAS",116.86,126,22
"PETERWARRICK",2002,"WR","CIN",117.36,127,40
"TROYHAMBRICK",2002,"RB","DAL",118.07,128,44
"DAVIDCARR",2002,"QB","HOU",119.06,129,23
"TODDHEAP",2002,"TE","BAL",120.05,130,10
"JOSHREED",2002,"WR","BUF",120.85,131,41
"NEWENGLANDPATRIOTS",2002,"Def","NEP",120.93,132,10
"JOEYHARRINGTON",2002,"QB","DET",121.13,133,24
"RONDAYNE",2002,"RB","NYG",122.03,134,45
"ASHLEYLELIE",2002,"WR","DEN",123.14,135,42
"MARTINGRAMATICA",2002,"K","TBB",123.93,136,5
"JAVONWALKER",2002,"WR","GBP",124.47,137,43
"DALLASCOWBOYS",2002,"Def","DAL",124.48,138,11
"ANTONIOBRYANT",2002,"WR","DAL",124.9,139,44
"TYRONEWHEATLEY",2002,"RB","OAK",126.07,140,46
"WILLIEJACKSON",2002,"WR","FA",126.42,141,45
"SEBASTIANJANIKOWSKI",2002,"K","OAK",126.79,142,6
"LAMONTJORDAN",2002,"RB","NYJ",127.03,143,47
"DREWBREES",2002,"QB","SDC",127.67,144,25
"MARCUSROBINSON",2002,"WR","FA",128.03,145,46
"BILLSCHROEDER",2002,"WR","DET",129.3,146,47
"JACQUEZGREEN",2002,"WR","DET",129.5,147,48
"DWAYNEBATES",2002,"WR","MIN",129.54,148,49
"LADELLBETTS",2002,"RB","WAS",129.57,149,48
"DAVIDTERRELL",2002,"WR","CHI",129.62,150,50
"IKEHILLIARD",2002,"WR","NYG",130.45,151,51
"ANTONIOFREEMAN",2002,"WR","PHI",130.6,152,52
"ERICJOHNSON",2002,"TE","SFO",130.72,153,11
"BRIANFINNERAN",2002,"WR","ATL",130.86,154,53
"ANTWAANRANDLEEL",2002,"WR","PIT",131.01,155,54
"JABARGAFFNEY",2002,"WR","HOU",131.27,156,55
"DONALDDRIVER",2002,"WR","GBP",131.28,157,56
"SANTANAMOSS",2002,"WR","NYJ",133.74,158,57
"RYANLONGWELL",2002,"K","GBP",133.74,158,7
"OLINDOMARE",2002,"K","MIA",133.98,160,8
"JJSTOKES",2002,"WR","SFO",134.32,161,58
"SANFRANCISCO49ERS",2002,"Def","SFO",134.93,162,12
"DORSEYLEVENS",2002,"RB","NYG",135.81,163,49
"DAVIDSLOAN",2002,"TE","NOS",136.51,164,12
"ADAMVINATIERI",2002,"K","NEP",136.88,165,9
"VINNYTESTAVERDE",2002,"QB","NYJ",137.26,166,26
"AZZAHIRHAKIM",2002,"WR","DET",137.4,167,59
"JAMELWHITE",2002,"RB","CLE",137.85,168,50
"MIKEANDERSON",2002,"RB","DEN",139.7,169,51
"ROBERTFERGUSON",2002,"WR","GBP",139.94,170,60
"LAMARGORDON",2002,"RB","STL",140.1,171,52
"WESLEYWALLS",2002,"TE","FA",140.16,172,13
"TENNESSEETITANS",2002,"Def","TEN",140.27,173,13
"NEWYORKJETS",2002,"Def","NYJ",140.39,174,14
"BALTIMORERAVENS",2002,"Def","BAL",140.82,175,15
"CHADPENNINGTON",2002,"QB","NYJ",141.08,176,27
"TRENTDILFER",2002,"QB","SEA",141.09,177,28
"SANDIEGOCHARGERS",2002,"Def","SDC",141.17,178,16
"SHANEMATTHEWS",2002,"QB","TBB",142.07,179,29
"MARCELSHIPP",2002,"RB","ARI",142.23,180,53
"CHADJOHNSON",2002,"WR","CIN",142.28,181,61
"WAYNECHREBET",2002,"WR","NYJ",143.16,182,62
"NEWORLEANSSAINTS",2002,"Def","NOS",143.4,183,17
"DANNYWUERFFEL",2002,"QB","WAS",143.51,184,30
"RECHECALDWELL",2002,"WR","SDC",143.8,185,63
"MICHAELWESTBROOK",2002,"WR","FA",144.12,186,64
"CINCINNATIBENGALS",2002,"Def","CIN",144.89,187,18
"COREYBRADFORD",2002,"WR","HOU",145.15,188,65
"JOHNCARNEY",2002,"K","NOS",145.71,189,10
"DENVERBRONCOS",2002,"Def","DEN",146.01,190,19
"JERRYPORTER",2002,"WR","OAK",147,191,66
"TODDPETERSON",2002,"K","FA",147.33,192,11
"BRIANWESTBROOK",2002,"RB","PHI",147.76,193,54
"OAKLANDRAIDERS",2002,"Def","OAK",148.36,194,20
"REGGIEWAYNE",2002,"WR","IND",149.24,195,67
"MAURICEMORRIS",2002,"RB","SEA",149.37,196,55
"JEROMEPATHON",2002,"WR","NOS",149.97,197,68
"DARNAYSCOTT",2002,"WR","DAL",150.84,198,69
"NEWYORKGIANTS",2002,"Def","NYG",150.94,199,21
"QUINCYMORGAN",2002,"WR","CLE",152.41,200,70
"ANDREDAVIS",2002,"WR","CLE",154.73,201,71
"INDIANAPOLISCOLTS",2002,"Def","IND",154.79,202,22
"CHESTERTAYLOR",2002,"RB","BAL",155.05,203,56
"JERRAMYSTEVENS",2002,"TE","SEA",155.07,204,14
"ALGECRUMPLER",2002,"TE","ATL",156.24,205,15
"JAYRIEMERSMA",2002,"TE","FA",157.97,206,16
"QUINCYCARTER",2002,"QB","DAL",158.11,207,31
"TODDPINKSTON",2002,"WR","PHI",158.12,208,72
"MATTHASSELBECK",2002,"QB","SEA",158.98,209,32
"JIMMILLER",2002,"QB","FA",159.01,210,33
"RANDYMCMICHAEL",2002,"TE","MIA",159.4,211,17
"DEZWHITE",2002,"WR","CHI",159.43,212,73
"TAISTREETS",2002,"WR","SFO",159.96,213,74
"ERNIECONWELL",2002,"TE","NOS",160.63,214,18
"DANIELGRAHAM",2002,"TE","NEP",162.15,215,19
"TONYRICHARDSON",2002,"RB","KCC",163.61,216,57
"SEATTLESEAHAWKS",2002,"Def","SEA",163.81,217,23
"CHRISWEINKE",2002,"QB","CAR",164.89,218,34
"DERRIUSTHOMPSON",2002,"WR","MIA",165.14,219,75
"PAULEDINGER",2002,"K","CHI",165.26,220,12
"JERMAINELEWIS",2002,"WR","JAC",165.89,221,76
"BRETTCONWAY",2002,"K","IND",166.35,222,13
"KENDILGER",2002,"TE","TBB",166.46,223,20
"LUKESTALEY",2002,"RB","DET",166.85,224,58
"ORONDEGADSDEN",2002,"WR","MIA",166.93,225,77
"JAYFEELY",2002,"K","ATL",167.3,226,14
"RAGHIBISMAIL",2002,"WR","FA",168.19,227,78
"LARRYCENTERS",2002,"RB","FA",168.25,228,59
"FREDDIEMITCHELL",2002,"WR","PHI",168.98,229,79
"ANTHONYBECHT",2002,"TE","NYJ",171.49,230,21
"MATTSTOVER",2002,"K","BAL",172.27,231,15
"GERMANECROWELL",2002,"WR","FA",172.38,232,80
"RICKYWATTERS",2002,"RB","FA",172.59,233,60
"DOUGBRIEN",2002,"K","NYJ",172.75,234,16
"JOENEDNEY",2002,"K","TEN",173.17,235,17
"STEVESMITH",2002,"WR","CAR",173.69,236,81
"EDDIEKENNISON",2002,"WR","KCC",174.71,237,82
"DEIONBRANCH",2002,"WR","NEP",175.22,238,83
"DAVIDPATTEN",2002,"WR","NEP",176.23,239,84
"TERRENCEWILKINS",2002,"WR","STL",177.82,240,85
"TERRYALLEN",2002,"RB","FA",180.22,241,61
"SHAWNBRYSON",2002,"RB","DET",180.81,242,62
"CHRISFUAMATUMAAFALA",2002,"RB","PIT",181.07,243,63
"TIMDWIGHT",2002,"WR","SDC",182.07,244,86
"SHAWNJEFFERSON",2002,"WR","FA",182.3,245,87
"BOBBYSHAW",2002,"WR","BUF",182.9,246,88
"STEPHENALEXANDER",2002,"TE","SDC",183.13,247,22
"CHRISCHANDLER",2002,"QB","CHI",183.79,248,35
"JAMALANDERSON",2002,"RB","FA",184.29,249,64
"JOSHSCOBEY",2002,"RB","ARI",185.19,250,65
"TRAVISMINOR",2002,"RB","MIA",185.37,251,66
"RICKYPROEHL",2002,"WR","CAR",185.72,252,89
"CHRISREDMAN",2002,"QB","BAL",187.35,253,36
"GUSFREROTTE",2002,"QB","MIN",187.65,254,37
"RONDELLMEALEY",2002,"RB","FA",187.65,254,67
"DONALDHAYES",2002,"WR","JAC",188.28,256,90
"KYLEBRADY",2002,"TE","JAC",189.24,257,23
"JEFFCHANDLER",2002,"K","SFO",189.47,258,18
"MORTENANDERSEN",2002,"K","KCC",190.09,259,19
"STEVEBEUERLEIN",2002,"QB","DEN",191.48,260,38
"JOHNHALL",2002,"K","WAS",191.72,261,20
"JAMIEMARTIN",2002,"QB","FA",191.77,262,39
"JASONHANSON",2002,"K","DET",192.57,263,21
"JOEJUREVICIUS",2002,"WR","TBB",192.67,264,91
"JOSECORTEZ",2002,"K","WAS",192.69,265,22
"ZACKCROCKETT",2002,"RB","OAK",193.16,266,68
"MIKEHOLLIS",2002,"K","NYG",195.2,267,23
"ROLANDWILLIAMS",2002,"TE","OAK",196.25,268,24
"DOUGFLUTIE",2002,"QB","SDC",197.33,269,40
"JONKITNA",2002,"QB","CIN",197.98,270,41
"PHILDAWSON",2002,"K","CLE",199.11,271,24
"CHADHUTCHINSON",2002,"QB","DAL",199.68,272,42
"KRISBROWN",2002,"K","HOU",199.7,273,25
"KEVINFAULK",2002,"RB","NEP",199.87,274,69
"MIKHAELRICKS",2002,"TE","DET",200.12,275,25
"JAMESJACKSON",2002,"RB","CLE",201.36,276,70
"TRAVISSTEPHENS",2002,"RB","TBB",202.89,277,71
"RICKEYDUDLEY",2002,"TE","TBB",203,278,26
"ROBJOHNSON",2002,"QB","WAS",205.06,279,43
"SKIPHICKS",2002,"RB","CAR",208.81,280,72
"FRANKSANDERS",2002,"WR","BAL",210.55,281,92
"MARTAYJENKINS",2002,"WR","ARI",210.85,282,93
"BILLYGRAMATICA",2002,"K","ARI",217.88,283,26
"DESMONDCLARK",2002,"TE","CHI",218.38,284,27
"MIKEMCMAHON",2002,"QB","DET",219.24,285,44
"RICHIEANDERSON",2002,"RB","DAL",219.51,286,73
"RONJOHNSON",2002,"WR","BAL",223.89,287,94
"RIANLINDELL",2002,"K","BUF",225.01,288,27
"TODDBOUMAN",2002,"QB","NOS",225.05,289,45
"LEONJOHNSON",2002,"RB","STL",226.68,290,74
"ROBERTHOLCOMBE",2002,"RB","TEN",227.99,291,75
"JRREDMOND",2002,"RB","NEP",228.62,292,76
"JEFFBLAKE",2002,"QB","ARI",231.48,293,46
"BRANDONSTOKLEY",2002,"WR","IND",233.74,294,95
"STEVECHRISTIE",2002,"K","SDC",233.86,295,28
"MARVINMINNIS",2002,"WR","KCC",236.37,296,96
"BRANDONBENNETT",2002,"RB","CIN",237.97,297,77
"JOHNKASAY",2002,"K","CAR",246.03,298,29
"SYLVESTERMORRIS",2002,"WR","KCC",259.62,299,97
