"playerId","aav","leagueType","source"
4267,"2","std","MFL"
4267,"0.0","std","ESPN"
2507936,"0","std","MFL"
2532961,"3","std","MFL"
2532961,"0.0","std","ESPN"
4327,"3","std","MFL"
4327,"1.7","std","ESPN"
4327,"3","std","Yahoo"
2495339,"2","std","MFL"
2495339,"0.0","std","ESPN"
2553431,"2","std","MFL"
2553431,"0.0","std","ESPN"
2495724,"0","std","MFL"
2495724,"0.0","std","ESPN"
2495724,"0","std","Yahoo"
2495475,"0","std","MFL"
2543504,"1","std","MFL"
494307,"0","std","MFL"
494307,"0.0","std","ESPN"
2540179,"1","std","MFL"
2540179,"0","std","Yahoo"
79897,"1","std","MFL"
2553896,"0","std","Yahoo"
2552676,"0","std","MFL"
2552676,"0.0","std","ESPN"
2540288,"1","std","MFL"
2540288,"0.0","std","ESPN"
2506115,"1","std","MFL"
2506115,"0.0","std","ESPN"
2552479,"0","std","MFL"
2552479,"0","std","Yahoo"
2543474,"1","std","MFL"
2543474,"0.0","std","ESPN"
2507737,"0","std","MFL"
494309,"0","std","MFL"
2495717,"2","std","MFL"
2495717,"0.0","std","ESPN"
2540928,"0","std","MFL"
2540928,"0.0","std","ESPN"
2540928,"0","std","Yahoo"
284,"5","std","MFL"
284,"2.0","std","ESPN"
284,"6","std","Yahoo"
2506467,"3","std","MFL"
2506467,"1.3","std","ESPN"
2506467,"1","std","Yahoo"
2552408,"1","std","MFL"
2552408,"0.0","std","ESPN"
2550596,"0","std","MFL"
2550596,"0","std","Yahoo"
2530610,"0","std","MFL"
80427,"0","std","MFL"
80427,"0.0","std","ESPN"
80427,"0","std","Yahoo"
2541629,"0","std","MFL"
2553353,"0","std","MFL"
2553353,"0.0","std","ESPN"
496951,"0","std","MFL"
2506899,"0","std","MFL"
2534789,"0","std","MFL"
2534789,"0","std","Yahoo"
2506029,"3","std","MFL"
2506029,"0.0","std","ESPN"
496959,"2","std","MFL"
496959,"0.0","std","ESPN"
2495611,"1","std","MFL"
2495611,"0.0","std","ESPN"
2539325,"1","std","MFL"
2543495,"13","std","MFL"
2543495,"12.5","std","ESPN"
2543495,"6","std","Yahoo"
2553641,"1","std","MFL"
2553641,"0","std","Yahoo"
2540170,"0","std","MFL"
2540170,"0.0","std","ESPN"
2499277,"0","std","MFL"
2499277,"0","std","Yahoo"
2540277,"1","std","MFL"
79545,"0","std","MFL"
2552376,"4","std","MFL"
2552376,"1.1","std","ESPN"
2552376,"5","std","Yahoo"
2543751,"0","std","MFL"
2543751,"0.0","std","ESPN"
2543751,"0","std","Yahoo"
2495621,"3","std","MFL"
2495621,"0.0","std","ESPN"
2507399,"1","std","MFL"
2507399,"0.0","std","ESPN"
2553435,"4","std","MFL"
2553435,"1.1","std","ESPN"
2553435,"1","std","Yahoo"
79589,"0","std","MFL"
79589,"0.0","std","ESPN"
79589,"0","std","Yahoo"
2553441,"0","std","MFL"
2507884,"0","std","Yahoo"
2495170,"1","std","MFL"
2506937,"1","std","MFL"
2506937,"0.0","std","ESPN"
2553502,"1","std","MFL"
2553502,"0","std","Yahoo"
2540165,"22","std","MFL"
2540165,"26.4","std","ESPN"
2540165,"35","std","Yahoo"
71365,"8","std","MFL"
71365,"3.7","std","ESPN"
2552627,"1","std","MFL"
2552627,"0.0","std","ESPN"
2552627,"0","std","Yahoo"
2552657,"0","std","MFL"
2552657,"0.0","std","ESPN"
2552657,"0","std","Yahoo"
2506108,"1","std","MFL"
2506108,"0.0","std","ESPN"
2532985,"0","std","MFL"
2495979,"2","std","MFL"
2495979,"1.4","std","ESPN"
2495979,"1","std","Yahoo"
2543638,"1","std","MFL"
2543638,"0","std","Yahoo"
2543494,"1","std","MFL"
2540146,"0","std","MFL"
2552291,"1","std","MFL"
496961,"0","std","MFL"
2495966,"4","std","MFL"
2495966,"2.2","std","ESPN"
2495966,"7","std","Yahoo"
2552615,"0","std","MFL"
2495207,"33","std","MFL"
2495207,"48.1","std","ESPN"
2495207,"45","std","Yahoo"
2495277,"0","std","MFL"
2543490,"2","std","MFL"
2543490,"0.0","std","ESPN"
2506349,"1","std","MFL"
2533008,"3","std","MFL"
2533008,"0.0","std","ESPN"
497328,"39","std","MFL"
497328,"47.3","std","ESPN"
497328,"50","std","Yahoo"
2506888,"2","std","MFL"
2506888,"0.0","std","ESPN"
2543557,"2","std","MFL"
2543557,"0.0","std","ESPN"
2541187,"1","std","MFL"
2541187,"0.0","std","ESPN"
2541187,"0","std","Yahoo"
2540286,"1","std","MFL"
2541837,"0","std","MFL"
2539260,"1","std","MFL"
2539260,"1.1","std","ESPN"
2539260,"1","std","Yahoo"
2495315,"1","std","MFL"
2550646,"0.0","std","ESPN"
497254,"1","std","MFL"
497254,"0.0","std","ESPN"
497254,"1","std","Yahoo"
2552310,"2","std","MFL"
2552310,"0.0","std","ESPN"
2553736,"0","std","MFL"
2553811,"0","std","MFL"
2553811,"0","std","Yahoo"
2552678,"0","std","MFL"
2552678,"0.0","std","ESPN"
2543769,"2","std","MFL"
2543769,"0.0","std","ESPN"
2553527,"0","std","MFL"
2553527,"0","std","Yahoo"
2534436,"0","std","MFL"
2534436,"0","std","Yahoo"
2506546,"0","std","MFL"
2506546,"0.0","std","ESPN"
2506546,"0","std","Yahoo"
2543499,"4","std","MFL"
2543499,"0.0","std","ESPN"
2543499,"1","std","Yahoo"
2534241,"1","std","MFL"
2534241,"0.0","std","ESPN"
2534241,"0","std","Yahoo"
2495843,"0","std","MFL"
2495843,"0","std","Yahoo"
2533026,"1","std","MFL"
2534871,"0","std","MFL"
2534871,"0.0","std","ESPN"
2506353,"4","std","MFL"
2506353,"0.0","std","ESPN"
496828,"1","std","MFL"
2532989,"0","std","MFL"
2552390,"0","std","MFL"
2552390,"0.0","std","ESPN"
1581,"10","std","MFL"
1581,"14.0","std","ESPN"
1581,"22","std","Yahoo"
2535609,"0","std","MFL"
2495552,"0","std","MFL"
2507568,"1","std","MFL"
2507568,"0.0","std","ESPN"
2539334,"1","std","MFL"
2539334,"0.0","std","ESPN"
2552409,"6","std","MFL"
2552409,"1.6","std","ESPN"
2552409,"1","std","Yahoo"
2532930,"0","std","MFL"
2532930,"0","std","Yahoo"
2552458,"5","std","MFL"
2552458,"1.8","std","ESPN"
2552458,"4","std","Yahoo"
2553649,"0","std","MFL"
2506897,"1","std","MFL"
2506897,"0.0","std","ESPN"
494287,"2","std","MFL"
494287,"0.0","std","ESPN"
2553434,"1","std","MFL"
2553434,"0.0","std","ESPN"
2553434,"0","std","Yahoo"
2543641,"0","std","MFL"
2543641,"0","std","Yahoo"
2539304,"1","std","MFL"
2543869,"1","std","MFL"
2543869,"0.0","std","ESPN"
2532954,"0","std","MFL"
2543583,"4","std","MFL"
2543583,"1.9","std","ESPN"
2543583,"7","std","Yahoo"
497190,"0","std","MFL"
497190,"0","std","Yahoo"
2553234,"0","std","MFL"
2553234,"0.0","std","ESPN"
2543608,"0","std","MFL"
497278,"42","std","MFL"
497278,"47.2","std","ESPN"
497278,"53","std","Yahoo"
2543775,"1","std","MFL"
2552411,"0","std","MFL"
2552411,"0","std","Yahoo"
2550279,"1","std","MFL"
2550279,"0.0","std","ESPN"
2539288,"1","std","MFL"
2539288,"0.0","std","ESPN"
2495469,"1","std","MFL"
2495469,"1.2","std","ESPN"
2495469,"0","std","Yahoo"
2540200,"1","std","MFL"
2540200,"0.0","std","ESPN"
2540200,"0","std","Yahoo"
2505975,"0","std","MFL"
2552253,"0","std","MFL"
2552253,"0.0","std","ESPN"
100019,"2","std","MFL"
100019,"1.6","std","ESPN"
100019,"0","std","Yahoo"
2506925,"0","std","MFL"
2506925,"0.0","std","ESPN"
2553695,"0","std","MFL"
2553695,"0","std","Yahoo"
2543487,"1","std","MFL"
2543487,"0.0","std","ESPN"
306,"1","std","MFL"
306,"0.0","std","ESPN"
2507793,"0","std","MFL"
2541154,"1","std","MFL"
2541154,"0.0","std","ESPN"
2507779,"1","std","MFL"
2507779,"0.0","std","ESPN"
2507779,"0","std","Yahoo"
496903,"1","std","MFL"
496903,"0.0","std","ESPN"
184,"0","std","MFL"
184,"0","std","Yahoo"
2533057,"3","std","MFL"
2533057,"0.0","std","ESPN"
2543739,"2","std","MFL"
2543739,"0.0","std","ESPN"
2533435,"2","std","MFL"
2533435,"0.0","std","ESPN"
2543614,"3","std","MFL"
2543614,"1.1","std","ESPN"
2543614,"1","std","Yahoo"
2495988,"2","std","MFL"
2495988,"0.0","std","ESPN"
2553876,"0.0","std","ESPN"
2553876,"0","std","Yahoo"
2530700,"1","std","MFL"
2530700,"0.0","std","ESPN"
2530700,"1","std","Yahoo"
2552440,"0","std","MFL"
2552491,"4","std","MFL"
2552491,"1.3","std","ESPN"
2552491,"0","std","Yahoo"
2530747,"2","std","MFL"
2530747,"1.3","std","ESPN"
2530747,"1","std","Yahoo"
2532899,"12","std","MFL"
2532899,"6.3","std","ESPN"
2532899,"14","std","Yahoo"
2506889,"4","std","MFL"
2506889,"0.0","std","ESPN"
2533060,"0","std","MFL"
2533060,"0.0","std","ESPN"
2553848,"0","std","MFL"
2553848,"0","std","Yahoo"
2552413,"0","std","MFL"
2552413,"0","std","Yahoo"
2504775,"21","std","MFL"
2504775,"19.7","std","ESPN"
2504775,"28","std","Yahoo"
2495748,"1","std","MFL"
2495748,"0.0","std","ESPN"
2495748,"0","std","Yahoo"
2543596,"1","std","MFL"
2543596,"0.0","std","ESPN"
2530690,"0","std","MFL"
2530690,"0.0","std","ESPN"
2530690,"0","std","Yahoo"
2532868,"1","std","MFL"
2552461,"5","std","MFL"
2552461,"2.0","std","ESPN"
2552461,"2","std","Yahoo"
2539269,"1","std","MFL"
2552616,"1","std","MFL"
2552616,"0.0","std","ESPN"
2552616,"1","std","Yahoo"
2541243,"0","std","MFL"
2550410,"0","std","MFL"
2550410,"0","std","Yahoo"
2505949,"1","std","MFL"
2505949,"0.0","std","ESPN"
2533046,"3","std","MFL"
2533046,"1.5","std","ESPN"
2533046,"3","std","Yahoo"
2495558,"2","std","MFL"
2495558,"0.0","std","ESPN"
2495558,"1","std","Yahoo"
2539946,"0","std","MFL"
2495159,"1","std","MFL"
2495159,"0.0","std","ESPN"
2495159,"0","std","Yahoo"
2505016,"0","std","MFL"
2505016,"0.0","std","ESPN"
280,"1","std","MFL"
280,"0.0","std","ESPN"
2553480,"0.0","std","ESPN"
2553480,"0","std","Yahoo"
2553791,"0","std","MFL"
2553791,"0.0","std","ESPN"
2553791,"0","std","Yahoo"
238489,"0","std","MFL"
2543823,"2","std","MFL"
2543823,"0.0","std","ESPN"
2539228,"1","std","MFL"
100025,"2","std","MFL"
100025,"1.6","std","ESPN"
100025,"0","std","Yahoo"
496822,"1","std","MFL"
496822,"0.0","std","ESPN"
2541873,"0.0","std","ESPN"
2508080,"4","std","MFL"
2508080,"2.9","std","ESPN"
2539966,"2","std","MFL"
2539966,"0.0","std","ESPN"
497224,"0","std","MFL"
497224,"0.0","std","ESPN"
497224,"0","std","Yahoo"
2543656,"0","std","MFL"
2543688,"1","std","MFL"
2540168,"42","std","MFL"
2540168,"56.5","std","ESPN"
2540168,"56","std","Yahoo"
2532928,"1","std","MFL"
2532928,"0.0","std","ESPN"
1990,"3","std","MFL"
1990,"1.5","std","ESPN"
1990,"8","std","Yahoo"
2552441,"0","std","MFL"
2552441,"0.0","std","ESPN"
2533540,"0","std","MFL"
2533540,"0","std","Yahoo"
2543602,"0","std","MFL"
2543602,"0.0","std","ESPN"
2552494,"1","std","MFL"
2505996,"8","std","MFL"
2505996,"3.0","std","ESPN"
2505996,"18","std","Yahoo"
2495832,"2","std","MFL"
2495832,"0.0","std","ESPN"
2532781,"0","std","MFL"
2536032,"1","std","MFL"
2536032,"0.0","std","ESPN"
497322,"21","std","MFL"
497322,"28.3","std","ESPN"
497322,"24","std","Yahoo"
496723,"2","std","MFL"
496723,"0.0","std","ESPN"
497284,"4","std","MFL"
497284,"4.1","std","ESPN"
497284,"12","std","Yahoo"
2543466,"3","std","MFL"
2543466,"0.0","std","ESPN"
2543466,"1","std","Yahoo"
2552312,"4","std","MFL"
2552312,"0.0","std","ESPN"
2549978,"0","std","MFL"
2540152,"1","std","MFL"
2540152,"0.0","std","ESPN"
2552255,"1","std","MFL"
2552255,"0.0","std","ESPN"
2495775,"4","std","MFL"
2495775,"3.4","std","ESPN"
2507029,"0","std","MFL"
496812,"0","std","MFL"
496812,"0","std","Yahoo"
2550405,"0","std","MFL"
2550405,"0","std","Yahoo"
2507488,"0","std","MFL"
1363,"1","std","MFL"
1037852,"0","std","MFL"
2532991,"0.0","std","ESPN"
2532991,"0","std","Yahoo"
2495220,"0","std","Yahoo"
2553289,"0","std","MFL"
2553289,"0","std","Yahoo"
2507780,"0","std","MFL"
496790,"5","std","MFL"
496790,"2.4","std","ESPN"
2539931,"4","std","MFL"
2539931,"0.0","std","ESPN"
2552414,"0","std","MFL"
2552414,"0","std","Yahoo"
100001,"1","std","MFL"
100001,"0.0","std","ESPN"
100001,"0","std","Yahoo"
80666,"0","std","MFL"
2550738,"1","std","MFL"
2550738,"0.0","std","ESPN"
2550738,"0","std","Yahoo"
2533051,"3","std","MFL"
2533051,"0.0","std","ESPN"
2540037,"0","std","MFL"
2540037,"0.0","std","ESPN"
2540037,"0","std","Yahoo"
2532999,"1","std","MFL"
2552629,"1","std","MFL"
2552629,"0.0","std","ESPN"
2506404,"20","std","MFL"
2506404,"20.0","std","ESPN"
2506404,"36","std","Yahoo"
2499273,"0","std","MFL"
2499273,"0.0","std","ESPN"
2507948,"0","std","MFL"
2541828,"0","std","MFL"
216,"0","std","MFL"
216,"0.0","std","ESPN"
216,"0","std","Yahoo"
2506871,"2","std","MFL"
2506871,"1.2","std","ESPN"
2506871,"1","std","Yahoo"
2543534,"0","std","Yahoo"
2550223,"0","std","Yahoo"
2506908,"1","std","MFL"
2553658,"0","std","Yahoo"
2534820,"0.0","std","ESPN"
2534820,"0","std","Yahoo"
2549982,"0.0","std","ESPN"
2549982,"0","std","Yahoo"
497234,"2","std","MFL"
497234,"0.0","std","ESPN"
497234,"0","std","Yahoo"
2552371,"1","std","MFL"
2552371,"0.0","std","ESPN"
2552371,"0","std","Yahoo"
1060,"0","std","MFL"
1060,"0.0","std","ESPN"
1060,"0","std","Yahoo"
2540211,"1","std","MFL"
2540211,"0.0","std","ESPN"
2540211,"0","std","Yahoo"
2553671,"0","std","MFL"
2553671,"0","std","Yahoo"
2552271,"0","std","MFL"
496762,"2","std","MFL"
496762,"0.0","std","ESPN"
764,"1","std","MFL"
764,"0.0","std","ESPN"
2539335,"2","std","MFL"
2539335,"0.0","std","ESPN"
2539335,"1","std","Yahoo"
2553454,"0","std","MFL"
2553454,"0","std","Yahoo"
2550540,"0","std","MFL"
2550540,"0","std","Yahoo"
2553767,"0","std","MFL"
2553767,"0","std","Yahoo"
2532869,"1","std","MFL"
2532869,"0.0","std","ESPN"
2517637,"1","std","MFL"
2517637,"0.0","std","ESPN"
496853,"1","std","MFL"
2505745,"1","std","MFL"
2505745,"0.0","std","ESPN"
2541910,"0","std","MFL"
2552462,"2","std","MFL"
2552462,"0.0","std","ESPN"
2552462,"0","std","Yahoo"
2539293,"0","std","MFL"
2539293,"0.0","std","ESPN"
496816,"3","std","MFL"
496816,"0.0","std","ESPN"
2552654,"0","std","MFL"
2552442,"0","std","MFL"
2552442,"0.0","std","ESPN"
100023,"1","std","MFL"
100023,"0.0","std","ESPN"
100023,"0","std","Yahoo"
2540156,"9","std","MFL"
2540156,"8.3","std","ESPN"
2540156,"10","std","Yahoo"
218,"1","std","MFL"
2541160,"0","std","MFL"
2551357,"0","std","MFL"
2551357,"0.0","std","ESPN"
2551357,"0","std","Yahoo"
71441,"2","std","MFL"
71441,"0.0","std","ESPN"
497326,"15","std","MFL"
497326,"13.7","std","ESPN"
497326,"22","std","Yahoo"
2552327,"1","std","MFL"
2552327,"0.0","std","ESPN"
2550557,"0.0","std","ESPN"
496792,"3","std","MFL"
496792,"0.0","std","ESPN"
2495867,"1","std","MFL"
2495867,"0.0","std","ESPN"
2495867,"1","std","Yahoo"
2495192,"0","std","MFL"
2495192,"0","std","Yahoo"
2495700,"13","std","MFL"
2495700,"10.3","std","ESPN"
2495700,"22","std","Yahoo"
2495223,"0","std","MFL"
2495223,"0","std","Yahoo"
237680,"1","std","MFL"
237680,"0.0","std","ESPN"
2535876,"0","std","MFL"
2535876,"0.0","std","ESPN"
2535876,"0","std","Yahoo"
2553662,"0","std","MFL"
2553662,"0","std","Yahoo"
2543470,"3","std","MFL"
2543470,"3.2","std","ESPN"
80672,"1","std","MFL"
80672,"0.0","std","ESPN"
2506879,"2","std","MFL"
2506879,"0.0","std","ESPN"
2532948,"6","std","MFL"
2532948,"4.4","std","ESPN"
222,"1","std","MFL"
222,"0.0","std","ESPN"
222,"1","std","Yahoo"
2552292,"2","std","MFL"
2552292,"0.0","std","ESPN"
2552313,"2","std","MFL"
2552313,"0.0","std","ESPN"
2506369,"2","std","MFL"
2506369,"1.7","std","ESPN"
2506369,"1","std","Yahoo"
2543538,"0","std","MFL"
2552272,"1","std","MFL"
2552272,"0.0","std","ESPN"
2553916,"0","std","MFL"
2530699,"0","std","MFL"
2530699,"0","std","Yahoo"
2550574,"0","std","Yahoo"
238403,"1","std","MFL"
238403,"0.0","std","ESPN"
729,"1","std","MFL"
729,"0.0","std","ESPN"
2495247,"0","std","MFL"
2552605,"0","std","MFL"
2552605,"0.0","std","ESPN"
2541096,"0","std","MFL"
2541096,"0","std","Yahoo"
2552257,"0","std","MFL"
2552257,"0.0","std","ESPN"
2543598,"0","std","MFL"
2505428,"0.0","std","ESPN"
2530658,"0","std","MFL"
2530658,"0.0","std","ESPN"
2550182,"0","std","MFL"
2550182,"0","std","Yahoo"
2550189,"5","std","MFL"
2550189,"6.2","std","ESPN"
2550189,"7","std","Yahoo"
2534861,"0","std","MFL"
2532926,"0","std","MFL"
2532926,"0","std","Yahoo"
2534793,"0","std","MFL"
2534793,"0.0","std","ESPN"
2552656,"0","std","MFL"
2552656,"0.0","std","ESPN"
2552656,"0","std","Yahoo"
2495488,"27","std","MFL"
2495488,"15.9","std","ESPN"
2540219,"1","std","MFL"
2540219,"0.0","std","ESPN"
2508132,"1","std","MFL"
2508132,"0.0","std","ESPN"
2495228,"1","std","MFL"
2543481,"2","std","MFL"
2543481,"0.0","std","ESPN"
2543481,"1","std","Yahoo"
2532992,"0","std","MFL"
2540232,"0","std","MFL"
2540232,"0.0","std","ESPN"
2540232,"0","std","Yahoo"
2507278,"0","std","MFL"
2507278,"0","std","Yahoo"
2550299,"0","std","MFL"
324,"1","std","MFL"
324,"0.0","std","ESPN"
324,"0","std","Yahoo"
497288,"0","std","MFL"
497288,"0","std","Yahoo"
2495651,"1","std","MFL"
2495651,"0.0","std","ESPN"
2552572,"0","std","MFL"
2552572,"0.0","std","ESPN"
2499260,"0","std","MFL"
2533005,"2","std","MFL"
2533005,"0.0","std","ESPN"
2495471,"1","std","MFL"
2495471,"0.0","std","ESPN"
2495471,"0","std","Yahoo"
2543456,"3","std","MFL"
2552463,"3","std","MFL"
2552463,"0.0","std","ESPN"
2552463,"0","std","Yahoo"
100015,"1","std","MFL"
100015,"0.0","std","ESPN"
100015,"0","std","Yahoo"
2541958,"1","std","MFL"
2541958,"0.0","std","ESPN"
2553879,"0","std","MFL"
2553879,"0","std","Yahoo"
2495177,"0","std","MFL"
79899,"1","std","MFL"
79899,"0.0","std","ESPN"
2553548,"0","std","MFL"
2553548,"0","std","Yahoo"
2495194,"1","std","MFL"
2495194,"0.0","std","ESPN"
2552314,"1","std","MFL"
2552314,"0.0","std","ESPN"
2539283,"0.0","std","ESPN"
2539283,"0","std","Yahoo"
2552573,"1","std","MFL"
2552573,"0.0","std","ESPN"
2543745,"1","std","MFL"
2495265,"0","std","MFL"
2495265,"0.0","std","ESPN"
2552464,"1","std","MFL"
2552464,"0.0","std","ESPN"
2552464,"0","std","Yahoo"
925,"42","std","MFL"
925,"55.4","std","ESPN"
925,"56","std","Yahoo"
2539932,"1","std","MFL"
2539932,"0.0","std","ESPN"
71459,"0","std","MFL"
2530711,"0","std","MFL"
1734,"1","std","MFL"
2552033,"6","std","MFL"
2552033,"2.9","std","ESPN"
2552033,"2","std","Yahoo"
2532839,"0","std","MFL"
2532839,"0.0","std","ESPN"
71247,"1","std","MFL"
71247,"0.0","std","ESPN"
71247,"0","std","Yahoo"
2508101,"0","std","MFL"
2508101,"0","std","Yahoo"
2533028,"0","std","MFL"
2533028,"0.0","std","ESPN"
2533028,"0","std","Yahoo"
2504844,"1","std","MFL"
2504844,"0.0","std","ESPN"
2507301,"2","std","MFL"
2507301,"0.0","std","ESPN"
2507183,"1","std","MFL"
2507183,"2.8","std","ESPN"
2507183,"1","std","Yahoo"
79850,"5","std","MFL"
79850,"0.0","std","ESPN"
2553318,"1","std","MFL"
2553318,"0.0","std","ESPN"
2553318,"0","std","Yahoo"
2552696,"1","std","MFL"
2552696,"0.0","std","ESPN"
497206,"1","std","MFL"
497206,"0.0","std","ESPN"
497206,"1","std","Yahoo"
2543773,"1","std","MFL"
2543773,"0.0","std","ESPN"
2543773,"0","std","Yahoo"
2550271,"0","std","MFL"
2550271,"0","std","Yahoo"
2550162,"0","std","MFL"
2550162,"0","std","Yahoo"
2532880,"1","std","MFL"
2539311,"5","std","MFL"
2539311,"2.5","std","ESPN"
2552415,"1","std","MFL"
2552415,"0.0","std","ESPN"
2552415,"0","std","Yahoo"
2536044,"0","std","MFL"
2536044,"0.0","std","ESPN"
2536044,"0","std","Yahoo"
2532875,"1","std","MFL"
2532875,"0.0","std","ESPN"
2552391,"1","std","MFL"
2552391,"0.0","std","ESPN"
2543774,"1","std","MFL"
2543774,"0.0","std","ESPN"
2543774,"0","std","Yahoo"
2505940,"1","std","MFL"
2505940,"0.0","std","ESPN"
71265,"2","std","MFL"
71265,"0.0","std","ESPN"
71265,"0","std","Yahoo"
2532822,"1","std","MFL"
2532822,"0.0","std","ESPN"
496835,"1","std","MFL"
496835,"0.0","std","ESPN"
2532978,"1","std","MFL"
2532978,"0.0","std","ESPN"
2532978,"0","std","Yahoo"
81885,"0","std","MFL"
2541966,"0","std","MFL"
2541966,"0.0","std","ESPN"
2541966,"0","std","Yahoo"
2532799,"0","std","MFL"
2532799,"0","std","Yahoo"
2506719,"0.0","std","ESPN"
2553117,"1","std","MFL"
2553117,"0.0","std","ESPN"
2495178,"1","std","MFL"
2540137,"1","std","MFL"
2540137,"0.0","std","ESPN"
2543488,"12","std","MFL"
2543488,"7.6","std","ESPN"
2543488,"10","std","Yahoo"
2550539,"0","std","MFL"
2495802,"1","std","MFL"
2495802,"0.0","std","ESPN"
2505900,"0","std","MFL"
2506364,"0.0","std","ESPN"
2506364,"0","std","Yahoo"
2495851,"1","std","MFL"
2495851,"0.0","std","ESPN"
2507473,"2","std","MFL"
2507473,"0.0","std","ESPN"
89756,"2","std","MFL"
89756,"0.0","std","ESPN"
496843,"4","std","MFL"
496843,"0.0","std","ESPN"
2507277,"0","std","MFL"
2543493,"1","std","MFL"
2543493,"0.0","std","ESPN"
2505629,"7","std","MFL"
2505629,"5.6","std","ESPN"
2505629,"9","std","Yahoo"
496887,"1","std","MFL"
79840,"1","std","MFL"
2550459,"0","std","Yahoo"
2552631,"2","std","MFL"
2552631,"0.0","std","ESPN"
2552631,"0","std","Yahoo"
2553599,"0","std","MFL"
2553599,"0","std","Yahoo"
2552582,"3","std","MFL"
2552582,"0.0","std","ESPN"
2552582,"1","std","Yahoo"
2543860,"0","std","MFL"
2495824,"4","std","MFL"
2495824,"2.5","std","ESPN"
2495824,"5","std","Yahoo"
2543695,"0","std","MFL"
2506556,"1","std","MFL"
2533006,"1","std","MFL"
2533006,"0.0","std","ESPN"
2543707,"1","std","MFL"
2533061,"1","std","MFL"
4231,"0","std","Yahoo"
2507883,"0","std","MFL"
2507883,"0.0","std","ESPN"
2507883,"0","std","Yahoo"
2541832,"0","std","MFL"
2541832,"0.0","std","ESPN"
2552399,"1","std","MFL"
2552399,"0.0","std","ESPN"
2552399,"0","std","Yahoo"
2543750,"1","std","MFL"
2543750,"0.0","std","ESPN"
2553670,"0","std","MFL"
2530713,"0","std","MFL"
2530713,"0","std","Yahoo"
2540190,"4","std","MFL"
2540190,"0.0","std","ESPN"
2543717,"1","std","MFL"
2543594,"0","std","MFL"
2550183,"1","std","MFL"
2550183,"0.0","std","ESPN"
2550183,"0","std","Yahoo"
2543818,"0","std","MFL"
2543818,"0","std","Yahoo"
2543603,"32","std","MFL"
2543603,"41.7","std","ESPN"
2543603,"47","std","Yahoo"
2495189,"1","std","MFL"
2495189,"0.0","std","ESPN"
2495189,"0","std","Yahoo"
2534834,"1","std","MFL"
2534834,"0.0","std","ESPN"
2552379,"2","std","MFL"
2552379,"0.0","std","ESPN"
2552379,"0","std","Yahoo"
80429,"13","std","MFL"
80429,"10.6","std","ESPN"
80429,"12","std","Yahoo"
2495912,"1","std","MFL"
2495912,"0.0","std","ESPN"
2530598,"0","std","MFL"
2536056,"0","std","Yahoo"
2543715,"2","std","MFL"
2543715,"1.0","std","ESPN"
2543715,"1","std","Yahoo"
497238,"0","std","MFL"
497238,"0.0","std","ESPN"
497238,"0","std","Yahoo"
2532887,"1","std","MFL"
2532887,"0.0","std","ESPN"
2532887,"1","std","Yahoo"
1072,"0.0","std","ESPN"
776,"3","std","MFL"
776,"0.0","std","ESPN"
2550188,"1","std","MFL"
2551359,"0","std","MFL"
2551359,"0.0","std","ESPN"
2551359,"0","std","Yahoo"
230,"0","std","MFL"
230,"0.0","std","ESPN"
318,"0","std","MFL"
318,"0","std","Yahoo"
2550255,"0","std","Yahoo"
2507842,"0","std","MFL"
2550350,"0","std","MFL"
2550350,"0","std","Yahoo"
2495297,"1","std","MFL"
2495297,"0.0","std","ESPN"
80680,"1","std","MFL"
80680,"0.0","std","ESPN"
2495179,"0","std","MFL"
2495179,"0","std","Yahoo"
2514414,"4","std","MFL"
2514414,"0.0","std","ESPN"
2506004,"1","std","MFL"
2506004,"0.0","std","ESPN"
2506004,"0","std","Yahoo"
496796,"2","std","MFL"
496796,"1.3","std","ESPN"
2552633,"1","std","MFL"
2552633,"0.0","std","ESPN"
2552633,"0","std","Yahoo"
100024,"2","std","MFL"
100024,"1.3","std","ESPN"
100024,"1","std","Yahoo"
497226,"0","std","MFL"
497226,"0.0","std","ESPN"
497226,"0","std","Yahoo"
2506279,"0","std","MFL"
2506279,"0.0","std","ESPN"
2553539,"0","std","MFL"
2553539,"0","std","Yahoo"
2543741,"1","std","MFL"
2543741,"0.0","std","ESPN"
497108,"0","std","MFL"
497108,"0.0","std","ESPN"
497108,"0","std","Yahoo"
2543801,"1","std","MFL"
2543801,"0.0","std","ESPN"
2543801,"0","std","Yahoo"
497236,"25","std","MFL"
497236,"27.7","std","ESPN"
497236,"29","std","Yahoo"
2508107,"1","std","MFL"
2508107,"0.0","std","ESPN"
2499276,"1","std","MFL"
2499276,"0.0","std","ESPN"
224,"0","std","MFL"
2535696,"0","std","MFL"
2535696,"0","std","Yahoo"
2553191,"1","std","MFL"
2553191,"0","std","Yahoo"
382,"5","std","MFL"
382,"2.9","std","ESPN"
382,"4","std","Yahoo"
496733,"3","std","MFL"
496733,"0.0","std","ESPN"
4277,"0","std","MFL"
497192,"0","std","MFL"
1037347,"1","std","MFL"
1037347,"0.0","std","ESPN"
1037347,"0","std","Yahoo"
2552634,"0","std","MFL"
2552634,"0.0","std","ESPN"
2552634,"0","std","Yahoo"
2504171,"0","std","MFL"
2504171,"0.0","std","ESPN"
2543847,"6","std","MFL"
2543847,"2.9","std","ESPN"
2543847,"9","std","Yahoo"
1966,"1","std","MFL"
1966,"0.0","std","ESPN"
