"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"HAKEEMNICKS","Hakeem Nicks","WR","IND",133,115.262402580429,134.965,127.625,126.125,123.074769955316,117.324769955316,NA,117.9,72.875,90.9497699553157,115.199769955316,91.1997699553157,114.574769955316,118.824769955316,109.625,147.875,93.3910199553157,NA,115.1,0.03,0,0.03,0,114.788921568627,115.262402580429,123.8,18.6859687325608,22.5,4.84087118853715
"JAMESJONES","James Jones","WR","OAK",134,115.174578614789,29.63,104.5,96.875,111.174979800219,115.174979800219,NA,112.0125,177.425,124.299979800219,114.424979800219,123.549979800219,117.924979800219,122.549979800219,157,132.125,105.668729800219,NA,105.275,0.02,0,0.02,0,115.381434766214,115.174578614789,142.7,30.6658228569397,26,6.07195882748328
"MATTCASSEL","Matt Cassel","QB","MIN",135,115.039702096695,2.32,40.36,117.24,127.639888589659,125.219888589659,0.6,95.304,197.26,113.099888589659,67.5198885896589,55.9998885896589,159.459888589659,104.699888589659,209.8,139.92,113.959138589659,NA,119.22,261.1575,169.245,103.75,22.1643828358145,111.827166666667,115.039702096695,212.5,58.4267862326847,87.2,10.965357682328
"DEREKCARR","Derek Carr","QB","OAK",136,114.819808925716,0.5,23.04,147.52,201.819998103677,140.639998103677,0.5,34.222,159.62,135.339998103677,140.679998103677,131.599998103677,43.6999981036773,85.9999981036773,NA,106.54,-10.0000018963227,NA,171.54,316.5,198,123.55,24,113.197835164835,114.819808925716,202.6,69.2532824322506,59.9,10.9070171480262
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",137,114.704077470066,NA,102.625,115.625,121.8,101.125,NA,101.9,133.45,109.375,120.425,121.5,118.35,102.125,109.5,133,70.2725,NA,113.565,0,0,0,3.5,105.720452488688,114.704077470066,150.2,15.5204361534352,21.6,4.51652556764463
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",138,114.499923977745,139.94,122.875,114.75,115.749787840267,119.624787840267,NA,118.8625,100.875,116.749787840267,107.499787840267,108.374787840267,102.374787840267,110.249787840267,103.875,129.375,122.343487840267,NA,119.5,0.03,0,0,0,116.867279215686,114.499923977745,123.2,10.3267446381277,15.9,3.82203815523301
"TAVONAUSTIN","Tavon Austin","WR","STL",139,114.305805589707,41.68,97.775,74.65,111.175101433043,102.500101433043,5.4,110.8375,87.6,136.050101433043,122.650101433043,94.4001014330431,126.300101433043,125.025101433043,136.4,151.825,99.7564514330432,NA,102.4,0.22,0,0.12,10.5000384692262,112.085523393665,114.305805589707,145.2,35.8275232906471,23.4,6.44449151789076
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",140,113.314678104588,74.745,136,121.125,100.65987847612,107.03487847612,NA,122.4625,116.75,118.65987847612,94.0348784761204,103.03487847612,116.03487847612,121.53487847612,106,128.875,86.3055784761204,NA,123.8,0.09,0,0.01,0,113.309331930618,113.314678104588,132.6,16.3164507835228,19.4,4.50482636956539
"DARRENSPROLES","Darren Sproles","RB","PHI",141,113.191808309099,87.74,133.525,111.175,108.478682677248,114.303682677248,1.8,118.015,121.55,119.178682677248,114.928682677248,120.078682677248,105.578682677248,88.4536826772477,157.375,149.3,102.721982677248,NA,117.475,0.11,0,0,58.8,116.65233745098,113.191808309099,115.4,33.1356159224205,15.6,5.89828371493946
"CHARLESCLAY","Charles Clay","TE","MIA",142,111.343753922516,126.405,97.375,115.25,121.524992692694,111.649992692694,NA,109.0875,113.275,115.899992692694,97.7749926926945,112.274992692694,103.024992692694,102.524992692694,100.125,129.625,111.429842692694,NA,103.19,0.05,0,0,1.67,113.063278823529,111.343753922516,128.7,9.73452401945027,17,3.81011072388736
"BERNARDPIERCE","Bernard Pierce","RB","BAL",143,110.188157139226,56.24,147.425,114.8,134.64,78.065,NA,114.1825,118.25,89.94,105.115,110.09,103.365,99.34,135.325,137.25,78.86655,NA,119.025,0.19,0,0.16,160.094966035139,111.483370784314,110.188157139226,93.2,24.5282143909092,16,5.12579258792681
"MARKINGRAM","Mark Ingram","RB","NO",144,109.881756757694,104.865,133.15,85.225,129.265155309848,76.9151553098481,NA,98.1125,106.9,93.0651553098481,99.3651553098481,128.315155309848,77.8651553098481,130.190155309848,141.375,144.1,81.6254053098481,NA,119.075,0,0,0,147.415054834276,109.183446078431,109.881756757694,99.9,23.0883157496425,20.4,5.16311603754078
"DARRENMCFADDEN","Darren McFadden","RB","OAK",145,109.774864699012,132.215,110.575,80.575,120.22515942133,77.6751594213302,NA,95.535,129.75,113.27515942133,99.0001594213302,83.5001594213302,90.2251594213302,91.7501594213302,124.95,133.575,118.95380942133,NA,112.375,0.15,0,0.04,142.499983817291,109.946980980392,109.774864699012,127.5,18.97404348277,19.1,4.73655414904729
"KENNYBRITT","Kenny Britt","WR","STL",146,109.691204013351,78.155,104.25,106,134.128862838328,87.0038628383277,NA,101.125,107.1,98.0038628383277,91.2538628383277,116.128862838328,101.378862838328,113.003862838328,141.25,137,92.2926128383277,NA,127.4,0,0,0,0,111.546777903469,109.691204013351,135,18.5506197344278,27.9,5.03604160315949
"DANNYAMENDOLA","Danny Amendola","WR","NE",147,108.556633493999,120.555,96.625,90.25,91.625130211563,117.625130211563,NA,102.1875,133.125,111.500130211563,99.000130211563,72.125130211563,106.025130211563,91.750130211563,161.875,142.4,130.880630211563,NA,50.295,0,0,0,0,108.458222850679,108.556633493999,146.8,27.3361105171665,28.1,5.84789602313905
"MARQISELEE","Marqise Lee","WR","JAC",148,106.908477197544,NA,107,110.5,108.125,103.45,NA,103.55,119.55,91.625,80.875,126.25,93.8,98.5,113.5,117.75,72.245,NA,115.875,0.015,0,0.015,2.6738732425369,104.733308379121,106.908477197544,154.9,14.7747155882706,25.6,4.60201482164761
"HEATHMILLER","Heath Miller","TE","PIT",149,106.814868548967,77.535,121.625,119.125,131.125087949219,88.0000879492188,NA,112.275,110.25,112.250087949219,101.250087949219,110.125087949219,96.6250879492188,89.7500879492188,104.75,111.5,102.298737949219,NA,111.85,0.03,0,0,0,106.84760745098,106.814868548967,134.9,13.5364148067674,23.8,4.41948231037494
"MALCOMFLOYD","Malcom Floyd","WR","SD",150,106.428043738652,107.495,98.75,99.75,109.074769955316,100.699769955316,NA,95.5,118.625,100.324769955316,124.449769955316,101.574769955316,86.0747699553157,107.824769955316,155,126.5,104.193419955316,NA,107.525,0.1,0,0.08,0,111.020754509804,106.428043738652,161.7,16.083573044383,24.4,4.67569486427233
"HARRYDOUGLAS","Harry Douglas","WR","ATL",151,106.275162556405,79.09,112.25,135.25,111.375020026303,91.1250200263029,NA,116.65,104.875,105.375020026303,91.3750200263029,100.875020026303,100.000020026303,111.875020026303,114.75,121.75,61.1704700263029,NA,113.3,0.035,0,0.02,0,106.412197843137,106.275162556405,162,17.5944784992822,22.4,4.73711953581823
"LADARIUSGREEN","Ladarius Green","TE","SD",152,105.969084303067,NA,112.375,129.375,116.375,97,NA,112.525,126.375,103,101.875,97.75,101.875,87.125,81.25,121,89.35375,NA,101.65,0,0,0,0,99.2209803921569,105.969084303067,140,14.207949706628,16.6,4.20420442486519
"ANTONIOGATES","Antonio Gates","TE","SD",153,105.182886146657,92.105,114.125,126,99.2784504392936,97.0284504392936,NA,112.3875,104.375,102.778450439294,95.9034504392936,115.028450439294,96.6534504392936,108.153450439294,90,113.25,121.160950439294,NA,98.525,0,0,0,0,106.279656862745,105.182886146657,151,10.65510897036,14.6,3.80212650302807
"MILESAUSTIN","Miles Austin","WR","CLE",154,104.225377565434,55.945,88.125,103,91.2501879815261,77.7501879815261,NA,82.8375,172.275,114.625187981526,116.125187981526,92.0001879815261,104.375187981526,121.500187981526,114.875,126.625,114.212637981526,NA,107.6,0.01,0,0,0,105.395629140271,104.225377565434,174.4,25.7657472956941,19.9,5.38897235211394
"DELANIEWALKER","Delanie Walker","TE","TEN",155,103.091259714009,64.85,100.375,111,108.750236471577,101.750236471577,NA,105.0625,114.125,106.500236471577,95.1252364715771,91.3752364715771,95.5002364715771,102.000236471577,90,117.75,112.556486471577,NA,112.575,0,0,0,0,102.940980392157,103.091259714009,152.8,12.9184833808414,15.2,4.03236331981876
"ANDREWILLIAMS","Andre Williams","RB","NYG",156,102.859918108685,NA,151.775,124.275,112.149804094591,61.3748040945911,NA,105.795,110.125,69.5748040945911,98.4998040945911,95.6248040945911,72.1498040945911,96.7498040945911,133.975,128,69.8746040945911,NA,76.95,0.04,0,0,137.000025865626,98.8639945238095,102.859918108685,125.4,26.9295441619391,22.8,5.60696587245907
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",157,102.812929150616,90.04,99.75,95.375,96.6249893414991,102.374989341499,NA,96.8875,113.25,82.9999893414991,94.0249893414991,94.7499893414991,96.8249893414991,108.249989341499,131.5,125.625,111.010989341499,NA,106,0.085,0,0.055,1.01675149402983,104.014894645551,102.812929150616,170.7,12.7312879042838,22,4.27659973587467
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",158,101.135638494601,NA,121.5,125.125,117.561848939274,79.9368489392737,NA,107.1375,102.35,90.4368489392737,124.936848939274,103.686848939274,105.436848939274,96.8118489392737,43.125,126.375,69.9918489392737,NA,86.15,0.02,0,0.02,0,100.963220581502,101.135638494601,135.1,23.3761847427405,22.1,5.25480847431135
"TERRANCEWEST","Terrance West","RB","CLE",159,101.121008700186,NA,159.1,116.55,125.475,91.7,NA,124.515,92,77.35,69.5,71.125,118.8,51,73.475,135.875,86.64705,NA,73.65,0.02,0,0,127.100003068291,97.0053488392857,101.121008700186,131.8,30.4379999155453,28.5,6.1471976969084
"DWAYNEALLEN","Dwayne Allen","TE","IND",160,100.187210869724,123.485,100.625,113.25,93.75,76.75,NA,99.3625,114.525,106.625,99,110,87.125,102.5,61.75,116.25,93.13,NA,80.8,0,0,0,0,98.865318627451,100.187210869724,156.2,16.2288228988517,14.6,4.31230824656357
"CARLOSHYDE","Carlos Hyde","RB","SF",161,100.095236792485,NA,139.8,108.45,116.175,78,NA,102.45,88.125,70.875,79.875,109.5,76.875,107,115.05,127,46.093,NA,86.9375,0.06,0,0,123.925,95.6396842261905,100.095236792485,118.5,24.4294853534763,22.7,5.3742829576057
"SHONNGREENE","Shonn Greene","RB","TEN",162,99.2083811976403,136.46,119.7,92.775,77.7,82.45,NA,96.1325,76.625,85.35,87.175,112.175,71,110.925,151.9,111.475,97.85725,NA,106.7875,0.03,0,0.03,141.799993624226,100.080990196078,99.2083811976403,128.4,22.3351891295288,26.5,5.32864492853334
"MIKEWILLIAMS","Mike Williams","WR","BUF",163,97.0873079839436,116.08,85.375,81.5,103.2850585091,103.6600585091,NA,89.1875,108.075,94.7850585091,91.4100585091,113.6600585091,85.1600585091,78.1600585091,109.875,123.25,61.6264085091,NA,112.775,0.06,0,0.02,0,97.9684551432881,97.0873079839436,166.4,16.6706229696908,24.1,4.71789854258475
"NATEWASHINGTON","Nate Washington","WR","TEN",164,97.0749701905277,100.46,100.375,89.5,88.1997699553157,85.1997699553157,NA,90.1375,134.75,80.0747699553157,75.5747699553157,85.1997699553157,69.6997699553157,91.1997699553157,154.75,102.625,116.809769955316,NA,118.5,0,0,0,0,101.021985294118,97.0749701905277,190.1,22.4992657626042,28.2,5.40900621288328
"MARVINJONES","Marvin Jones","WR","CIN",165,95.0077600760088,148.035,96.25,109.375,101.094947575915,86.8949475759154,NA,98.4625,110.35,84.6199475759154,67.3449475759154,67.9699475759154,99.0949475759154,87.9699475759154,79,94.675,72.6655475759154,NA,112.46,0.145,0,0.135,4,98.4933552187029,95.0077600760088,163.6,20.1653819114311,34.7,5.44521757464746
"ROBERTWOODS","Robert Woods","WR","BUF",166,94.4610320988973,71.34,93.375,90.875,95.4001213820913,85.1251213820913,NA,97.225,93.5,87.1251213820913,95.9001213820913,97.6501213820913,95.1001213820913,97.1501213820913,97.125,137.825,98.5589213820913,NA,87.49,0.04,0,0,1.9999660978615,96.7896609049774,94.4610320988973,165.8,13.3324957351269,16.1,4.10485256564576
"TRAVISKELCE","Travis Kelce","TE","KC",167,94.3849004099245,NA,97.375,102.125,119.75,73.75,NA,92.225,69.875,89.875,99.375,96.5,85.875,105,37.875,105.25,NA,NA,100.125,0,0,0,0,85.1305208333333,94.3849004099245,149.5,19.9398040712816,17.8,4.77498562989935
"CHRISIVORY","Chris Ivory","RB","NYJ",168,93.8752208948415,84.875,116.875,77.125,124.4,87.575,NA,93.36,93.875,88.225,77.55,109.625,86.9,106.125,122.525,119.35,85.548,NA,83.4,0.14,0,0.14,149.500032515258,97.5569166666667,93.8752208948415,NA,16.4620796042248,NA,4.94692954580741
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",169,93.7994652231059,NA,151.3,115.175,104.175,58.6,NA,107.7275,3.125,-3,86.875,98.25,98.925,123.875,NA,114.65,65.738,NA,84.3,0,0,0,94.8,92.6210521978022,93.7994652231059,130.5,43.3607748097952,22.5,7.09944343451003
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",170,93.2749147446883,126.145,94.15,101.9,82.624915359038,70.274915359038,2.4,89.35,95.35,76.024915359038,96.824915359038,97.399915359038,72.599915359038,79.899915359038,108.025,105.075,88.507415359038,NA,99.095,0.28,0,0.1,3.00001923839059,93.4547110859728,93.2749147446883,194.6,26.0220704501234,25.1,5.61230651903996
"JAREDCOOK","Jared Cook","TE","STL",171,92.1253220325987,146.145,89.875,83.75,92.1252064826682,82.1252064826682,NA,88.8125,102.125,96.0002064826682,92.1252064826682,97.2502064826682,79.1252064826682,86.6252064826682,84.75,106.625,104.617706482668,NA,99.35,0,0,0,0,96.8932352941176,92.1253220325987,168,15.7303413238794,18.5,4.41658446718024
"MATTSCHAUB","Matt Schaub","QB","OAK",172,91.4258166503553,171.69,173.12,27.42,9.21996141975309,32.2799614197531,1,146.262,29.76,32.1599614197531,29.4999614197531,18.1999614197531,116.339961419753,97.9999614197531,211.48,153.14,153.227211419753,NA,NA,294.04,165.5,121.675,14.8243583351998,96.8812678571428,91.4258166503553,261.2,71.9466159470602,123.6,13.6019795158132
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",173,90.705963960548,NA,205.98,92.3,77.2691678465983,64.7891678465983,NA,115.336,1.2,58.5491678465983,96.3291678465983,149.049167846598,43.7491678465983,82.9491678465983,NA,80.7,59.1459678465983,NA,95.07,228.59,130.75,88.274660898907,23.525,84.2986392857143,90.705963960548,240.9,48.3972381732582,110.6,10.9467416960476
"AARONDOBSON","Aaron Dobson","WR","NE",174,90.4847703170956,42.345,107.125,67.625,89.4471570958193,104.447157095819,NA,80.75,126.95,32.0721570958193,71.5721570958193,85.3221570958193,100.697157095819,59.3221570958193,102.75,134.875,89.8971570958193,NA,110.8,0.1,0,0.07,0,91.3294973604826,90.4847703170956,136.7,28.3245183635821,26.9,5.89224417993542
"DONNIEAVERY","Donnie Avery","WR","KC",175,90.0690904611321,82.895,93.75,87.125,78.0618489392737,96.0118489392737,NA,91.0875,90.95,81.9368489392737,94.0868489392737,76.0618489392737,66.7618489392737,91.0618489392737,101.5,112.85,88.5262489392737,NA,100.43,0.06,0,0,1.50003694938019,90.353215520362,90.0690904611321,188.3,11.0545162106304,12.1,3.74259335117062
"ERICEBRON","Eric Ebron","TE","DET",176,90.066875,NA,97.625,111.75,92,83.5,NA,95.2375,86.5,78.625,83,91.5,87.875,77.375,92.125,102.25,65.785,NA,90.825,0,0,0,0,89.6323467261905,90.066875,171,10.987617481359,17.8,3.95556033798492
"ODELLBECKHAM","Odell Beckham","WR","NYG",177,89.5990696240415,NA,92,70.5,88.8118489392737,88.6868489392737,NA,96.3,61.875,86.0368489392737,69.0618489392737,105.811848939274,88.0618489392737,84.9368489392737,112.125,106.125,56.7055989392737,NA,97.9,0.015,0,0.015,0,89.5686112065018,89.5990696240415,179.2,16.3372936956427,27.8,4.82960435255077
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",178,89.1407283762784,90.385,93.7,74.85,96.2199841520883,57.1449841520883,NA,81.955,110.75,94.1949841520883,72.6449841520883,97.4449841520883,63.3699841520883,98.1949841520883,162.95,112.8,65.0369841520883,NA,78.4,0,0,0,121.999993387862,90.7811470588235,89.1407283762784,135.8,25.2985842736848,23.5,5.48458419356506
"TYLEREIFERT","Tyler Eifert","TE","CIN",179,88.9981580422555,33.99,94.75,72.875,105.43570648394,79.5607064839396,NA,84.5875,95.625,88.8107064839396,86.4357064839396,98.4357064839396,88.5607064839396,114.06070648394,89.875,117.25,76.2907064839396,NA,78.675,0,0,0,0,89.0870098039216,88.9981580422555,161.1,19.1669163270657,17.4,4.68886571247095
"GARRETTGRAHAM","Garrett Graham","TE","HOU",180,86.9375297031495,91.95,90.625,85.375,71.3750297031495,74.1250297031495,NA,83.9,117.625,90.3750297031495,83.5000297031495,88.5000297031495,76.1250297031495,99.7500297031495,87.625,109,84.7150297031495,NA,90.65,0,0,0,0,89.1604656862745,86.9375297031495,168.2,11.9398180851538,19.7,4.11574878074432
"JOHNBROWN","John Brown","WR","ARI",181,86.6520924782268,0.6,65.35,0.6,125.35,71.35,0.6,83.7625,77.75,78.225,88.875,104.35,76.975,92.1,0.6,0.6,0.6,NA,87.945,0,0,0,0,88.3244810606061,86.6520924782268,170.2,44.3470352916,26.5,7.34346703771891
"KHIRYROBINSON","Khiry Robinson","RB","NO",182,84.7080872158791,NA,NA,74.775,99.1,101.55,NA,98.91,63.25,105,85.05,84.5,79.3,49.375,23.525,119.825,56.127,NA,66.75,0.06,0,0.06,119.845,79.614180952381,84.7080872158791,144.4,25.7394233946064,27.4,5.67483975874773
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",183,83.3963136265152,84.395,117.425,90.15,82.7648196658343,95.2148196658343,3.6,97.52375,49.6,76.4898196658343,82.0648196658343,64.2648196658343,61.6148196658343,66.3898196658343,3.6,74.025,72.9050696658343,NA,91.45,0.02,0,0,42.75,82.3574952380952,83.3963136265152,177.1,30.0093397669421,25.3,5.98496276258656
"KNILEDAVIS","Knile Davis","RB","KC",184,83.2607456682208,80.645,91.875,87.15,86.1452892975035,72.0452892975035,7.2,83.8275,95.55,73.0952892975035,73.5202892975035,98.8452892975035,66.3702892975035,41.0952892975035,102.8,109.8,62.4422892975035,NA,64.75,0,0,0,94.855,80.83590625,83.2607456682208,166.6,24.6353994397148,22.9,5.40081838669806
"COBYFLEENER","Coby Fleener","TE","IND",185,82.9422510311278,119.25,92.025,70.9,70.5736301022248,82.8236301022248,0.4,81.5375,64.025,77.0736301022248,85.4486301022248,85.1986301022248,76.5736301022248,92.0736301022248,76.75,94.625,84.2073801022247,NA,82.9,0.115,0,0.015,0,86.1044117647059,82.9422510311278,176.7,23.583731786882,18.1,5.12005829504333
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",186,81.7497374689818,36.44,135.45,78.05,100.849803721999,59.9748037219989,NA,88.29,107.25,63.3498037219989,65.9998037219989,73.8748037219989,65.4748037219989,85.4998037219989,90.475,102.575,68.7280037219989,NA,63.3625,0.04,0,0,111,79.8458341176471,81.7497374689818,140,23.6589648607867,27.4,5.48440803301604
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",187,81.5965285666394,52.44,89.6,76.125,112.775935653429,48.3009356534292,NA,72.0375,106.875,66.9009356534292,79.0259356534292,57.9259356534292,62.4759356534292,97.9259356534292,147.825,106.625,65.1456856534292,NA,94.675,0.03,0,0.03,97.5,82.8875098039216,81.5965285666394,138.4,26.5380984064154,20.4,5.47888684193282
"DENARIUSMOORE","Denarius Moore","WR","OAK",188,81.3744741998044,185.045,98.625,92.875,87.8748899566826,98.8748899566826,NA,74.35,87,57.3748899566826,84.7498899566826,60.2498899566826,55.6248899566826,86.8748899566826,16.125,92.625,72.6173899566825,NA,74.675,0,0,0,0,83.9709558823529,81.3744741998044,189.5,34.4526376610019,31.8,6.64151353240061
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",189,80.7921964756768,-1.74,45.25,94,82.5721570958193,77.4471570958193,NA,64.725,84.35,68.0721570958193,78.6971570958193,103.947157095819,63.3221570958193,96.9471570958193,95.125,109,71.1778070958193,NA,90.6,0.075,0,0.06,0,77.0678587660257,80.7921964756768,176.4,26.7002571261905,26.6,5.73203872872318
"LANCEMOORE","Lance Moore","WR","PIT",190,80.5521086741865,66.255,88.375,96.375,56.2100781080035,85.2100781080035,NA,86.85,74.775,67.8350781080035,75.3350781080035,64.3350781080035,77.7100781080035,78.4600781080035,139.125,89.75,82.0500781080035,NA,88.775,0.005,0,0.005,0,83.4917797888386,80.5521086741865,200.4,18.6221653430758,25.9,4.96571657865773
"ANDREHOLMES","Andre Holmes","WR","OAK",191,80.5473098472137,NA,77.625,106,96.625,69.875,NA,83.6375,58.025,32.375,39.025,79.25,97.45,85.25,111.25,83.5,NA,NA,68,0,0,0,0,76.4875520833333,80.5473098472137,176.5,23.0310026993298,41,5.94967059584569
"ANDREROBERTS","Andre Roberts","WR","WAS",192,80.4110882068239,20.71,87.675,76.175,70.5548379681605,94.0048379681605,1.8,82.7,66.85,70.9298379681605,70.8048379681605,91.5548379681605,61.1298379681605,73.1798379681605,85.675,95.675,0.179837968160521,NA,101.3,0,0,0,1.35389605504679,78.1739583333333,80.4110882068239,219,31.0276769603979,34.6,6.43563815527013
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",193,80.0918235808946,39.13,99.875,99.25,62.5749100345009,80.2999100345009,NA,92.9125,80.9,77.0249100345009,84.9999100345009,82.6499100345009,67.6249100345009,89.7749100345009,85.625,95.825,75.8057600345009,NA,72.475,0.12,0,0,3.89448264243925,81.0837447596154,80.0918235808946,172.4,15.3844255791585,28.6,4.77313450349041
"LANCEDUNBAR","Lance Dunbar","RB","DAL",194,80.0401453293212,-0.6,89.35,78.675,112.275147759746,47.6501477597461,NA,80.3925,79.525,95.9751477597461,73.8001477597461,78.3501477597461,53.6001477597461,64.3501477597461,80.15,107.2,72.2776477597461,NA,93.55,0,0,0,74.6611576207027,76.9960294117647,80.0401453293212,151.1,26.5304921303287,23.4,5.59350138313895
"STEVEJOHNSON","Steve Johnson","WR","SF",195,79.636321266984,106.82,96.875,58.25,66.1252064826682,65.7502064826682,NA,79.4375,77.175,69.7502064826682,75.3752064826682,85.8752064826682,77.8252064826682,78.7502064826682,92.5,95.1,85.7646064826682,NA,38.475,0.135,0,0.03,0,80.1751422171946,79.636321266984,174.9,16.5997143743508,25.7,4.7729071057602
"BRIANQUICK","Brian Quick","WR","STL",196,79.5940471909795,26.965,64.625,94.375,104.706770991495,-1.29322900850462,NA,77.5375,72.85,70.3317709914954,87.9567709914954,87.7067709914954,56.8317709914954,67.5817709914954,81.375,103.75,81.9592709914954,NA,105.45,0.09,0,0.09,0,74.3656810897436,79.5940471909795,163.5,28.3607723945456,26.9,5.89556263957732
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",197,79.3765324263539,70.59,86.625,95.875,86.9265407827281,55.6765407827281,NA,82.7,86,79.4265407827281,74.6765407827281,80.4265407827281,72.5515407827281,62.5515407827281,82.75,90,69.8777907827281,NA,92.65,0,0,0,0,81.0434068627451,79.3765324263539,186.9,11.0121858160781,22.3,4.1307753203572
"EDDIEROYAL","Eddie Royal","WR","SD",198,77.412900539417,112.335,87.3,62.55,79.1751699915064,71.9751699915064,1.8,69.3,105.875,52.8001699915064,64.3001699915064,45.5501699915064,61.6001699915064,71.8001699915064,95.425,97.45,84.4901699915064,NA,58.785,0,0,0,2,77.9309445701358,77.412900539417,252.5,26.0375787681784,60.5,6.97439314272552
"ROYHELU","Roy Helu","RB","WAS",199,76.6423419427281,36.305,86.4,65.225,90.830125001942,77.005125001942,NA,73.1125,91.125,59.680125001942,58.155125001942,66.530125001942,82.305125001942,74.780125001942,82.875,89.5,71.848625001942,NA,79.175,0.08,0,0,70,75.7361705882353,76.6423419427281,175.6,14.5370600488456,30.4,4.76475860269761
"SCOTTCHANDLER","Scott Chandler","TE","BUF",200,75.0001046863261,70.965,85.5,91.125,69.0001060766091,63.8751060766091,NA,80.5125,88.125,73.7501060766091,57.0001060766091,71.2501060766091,51.6251060766091,49.3751060766091,76.875,76.125,82.3063560766091,NA,84.475,0.02,0,0.02,0,73.7568382352941,75.0001046863261,226,12.6230954341475,41.4,5.01237281276223
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",201,74.4013555737988,0.2,87.325,96.575,76.45,65.825,0.2,71.075,8.45,46.825,67.575,86.45,73.2,45.95,NA,80.125,0.2,NA,88.55,0,0,0,0,69.8396978021978,74.4013555737988,191.7,34.7899949323916,24.7,6.39949087931598
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",202,73.6968983960771,88.44,109.35,68.45,81.3941611310946,47.5691611310946,NA,80.88,72.3,84.8691611310946,42.9441611310946,38.4941611310946,52.2691611310946,51.3691611310946,112.9,87.7,55.0949111310946,NA,77.425,0,0,0,93.7,72.485984375,73.6968983960771,168.2,22.5446056626949,27.1,5.37087571838378
"BRIANHOYER","Brian Hoyer","QB","CLE",203,73.6043605967999,158.61,32.76,63.98,36.57,51.01,0.2,49.086,159.4,44.21,39.31,31.85,98.03,39.65,216,144.1,96.67525,NA,65.65,170.75,109.5,68.3,14.9999527895366,83.4907708333333,73.6043605967999,254.2,58.7663636838398,115.5,12.0842053426468
"JAMESWHITE","James White","RB","NE",204,72.0871364164379,1.2,85,54.925,84.975,45.625,1.2,62.7625,61.5,58.3,50.575,94.45,57.475,69.575,1.2,98.15,1.2,NA,59.725,0,0,0,88.325,67.7375,72.0871364164379,158.6,32.7160124423603,20.5,6.04821684999927
"MARLONBROWN","Marlon Brown","WR","BAL",205,71.7507313565215,76.705,87.25,46.125,70.75,69.375,NA,56.9125,82.75,46.125,74.9,91.25,63.2,74.25,72.75,87.25,NA,NA,35.005,0,0,0,0,69.3408854166667,71.7507313565215,210.5,16.6286827947404,33.1,5.05999192173092
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",206,71.5849097391365,81.08,69.8,55.975,65.274940659213,53.374940659213,NA,62.5975,96.55,70.949940659213,63.474940659213,71.124940659213,61.149940659213,53.124940659213,114.55,85.8,65.650440659213,NA,72.15,0,0,0,63.8,72.0471617647059,71.5849097391365,185.6,16.3536828299745,30.9,4.9502589708677
"JAMESSTARKS","James Starks","RB","GB",207,71.5193781000636,62.515,92.9,63.85,82.1000022888184,63.9500022888184,NA,71.615,82.75,55.2500022888184,43.6750022888184,65.5000022888184,46.6000022888184,65.0000022888184,83.575,101.15,57.5670522888184,NA,52.925,0.1,0,0.06,82,69.05001,71.5193781000636,171.4,16.3660427326309,32,4.99367093232889
"BLAKEBORTLES","Blake Bortles","QB","JAC",208,71.3413750357885,0.2,44.66,129.96,28.7842777278127,61.2242777278127,0.2,75.098,12.74,53.3842777278128,51.4842777278127,152.324277727813,79.2642777278127,115.224277727813,NA,49.96,70.3386777278127,NA,46.02,197.25,112.92,80.75,18.599694926067,72.3785369047619,71.3413750357885,275.8,43.3403702715448,116.7,10.718333930272
"ZACHMILLER","Zach Miller","TE","SEA",209,70.8643973588523,167.74,82.75,51.875,67.1145294294565,52.8645294294565,NA,67.8875,76.125,71.4895294294565,68.8645294294565,70.8645294294565,43.6145294294565,70.8645294294565,71,89.125,88.5582794294565,NA,65.2,0,0,0,0,75.762181372549,70.8643973588523,203.7,27.5220485149236,29.2,5.90719620138606
