"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,340.321976209483,323.7,348.76,348.48,350.570140080513,352.250140080513,355.3,350.368,333.32,346.230140080513,307.610140080513,326.850140080513,320.210140080513,348.850140080513,293.7,335.98,326.292740080513,NA,341.49,639.999984824897,432.74994235556,205.999981177172,24.0000185485017,335.943500653595,340.321976209483,22.5,17.4186475001542,8,4.16753340411712
"AARONRODGERS","Aaron Rodgers","QB","GB",2,318.323480797626,292.76,339.06,338.86,345.99992941429,335.71992941429,337.02,337.08,279.24,319.29992941429,305.89992941429,315.09992941429,293.05992941429,327.99992941429,295,330.08,330.29537941429,NA,302.26,554,366,186.000028204972,48.1426183450164,320.208646732026,318.323480797626,26.2,20.5754379122437,6.7,4.40651759181283
"DREWBREES","Drew Brees","QB","NO",3,318.244877058998,319.46,325.6,324.02,322.959962274647,313.219962274647,327.8,322.49,346.48,319.039962274647,300.539962274647,295.119962274647,294.419962274647,321.119962274647,304.58,328.22,349.453262274647,NA,312.05,639.000072332128,425.000035967186,213,24.9999954719769,319.694508496732,318.244877058998,26.7,15.3101956366395,6.7,3.924571349367
"ANDREWLUCK","Andrew Luck","QB","IND",4,289.576754222678,354.51,304.58,291.32,304.976811959473,272.136811959473,296.9,290.658,278.1,286.896811959473,288.996811959473,294.596811959473,286.296811959473,290.796811959473,282.88,306,276.100561959473,NA,270.44,595.499946049489,364.000046182209,230.374952725964,61.5000065620333,292.248679738562,289.576754222678,55.6,19.2224273835395,9.8,4.40182621701855
"NICKFOLES","Nick Foles","QB","PHI",5,274.679842787727,261.34,271.9,304.5,284.920067010841,265.560067010841,291.52,284.832,284.54,289.800067010841,272.600067010841,273.300067010841,270.880067010841,269.500067010841,271.32,291.98,263.947617010841,NA,283.66,522.5,331.5,186.405005483185,62.9999822267753,277.203799346405,274.679842787727,67.5,11.9082240379205,12.5,3.83611101656823
"JAMAALCHARLES","Jamaal Charles","RB","KC",6,274.41866436696,311.75,307.4,255.025,269.55,257.875,270.1,276.0075,276.5,257.025,256.55,267.25,273.575,309.75,244.35,256.05,321.5728,NA,255.45,0.08,0,0.07,256.500006151758,274.411001503268,274.41866436696,2.1,23.621333164349,1.1,4.47007238228684
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",7,271.209407974965,297.53,299.34,285.3,299.339890516649,253.719890516649,287.76,280.62,276.6,266.419890516649,278.079890516649,276.599890516649,254.279890516649,281.099890516649,264.36,288.22,244.790890516649,NA,256.1,470.499958873811,279.964996713078,186.600011755969,88.0550078291561,274.689132352941,271.209407974965,84.2,16.8538126375549,18.2,4.50788869186053
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",8,270.679838673187,203.72,309.82,303.28,293.139952712843,264.739952712843,293.3,288.59,248.8,256.559952712843,258.659952712843,266.299952712843,264.219952712843,267.899952712843,267.34,283.58,267.791802712843,NA,267.29,639.650038332816,387.999972624237,253,32.5000197225935,270.264976143791,270.679838673187,49.8,24.4162282001241,7.6,4.79267193837878
"TOMBRADY","Tom Brady","QB","NE",9,270.094189164794,197.2,283.42,289.76,304.720109000919,246.080109000919,278.58,270.838,281.66,245.340109000919,258.760109000919,269.700109000919,251.380109000919,274.600109000919,254.42,280.68,266.090709000919,NA,276.24,628.49996987817,393.149972205761,232.200029883282,29.0000071685277,268.10940751634,270.094189164794,63.7,23.9220150185173,9.7,4.828152397802
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",10,269.742230034591,294.6,290.62,249.46,282.709551208638,271.429551208638,288.7,269.892,268.16,259.449551208638,248.449551208638,249.569551208638,254.249551208638,261.569551208638,293.2,284.84,253.434801208638,NA,263.48,495.000048614731,305.5,190.000032433677,93.295,269.121348039216,269.742230034591,83.6,16.4968108930092,17.1,4.43293044401899
"CAMNEWTON","Cam Newton","QB","CAR",11,267.147826654639,255.43,265.14,266.3,297.332627641947,261.292627641947,1.2,265.764,248.8,263.432627641947,263.792627641947,269.432627641947,269.512627641947,266.232627641947,282.82,297.44,284.402977641947,NA,254.3,476.999991050317,288.599988360403,186.756444216304,106.045394884202,269.87186372549,267.147826654639,77,66.4902614483938,21.5,9.17813020477309
"RUSSELLWILSON","Russell Wilson","QB","SEA",12,266.601765235877,323.58,268.74,264,271.820022182443,256.260022182443,NA,264.902,275.72,254.140022182443,261.640022182443,277.000022182443,239.460022182443,281.000022182443,261.56,279.58,268.259222182443,NA,246.94,437.507189195381,280,158.350017870575,88.0000272186763,268.58416372549,266.601765235877,85.4,18.6919170143074,18.6,4.69151165408146
"CALVINJOHNSON","Calvin Johnson","WR","DET",13,265.099776441,218.315,271.85,269.35,262.849912473437,277.599912473437,266.35,268.725,269.725,254.224912473437,254.974912473437,253.599912473437,272.224912473437,263.349912473437,239.75,277.875,267.077412473437,NA,239,0.01,0,0.01,0,261.231184640523,265.099776441,6.1,15.7570141214753,1.2,3.75406714581155
"LESEANMCCOY","LeSean McCoy","RB","PHI",14,264.879262268752,311.015,291.825,246.35,270.474848363086,251.049848363086,266.475,264.9025,255.95,261.199848363086,242.974848363086,249.099848363086,249.574848363086,263.224848363086,296.875,264.45,303.574998363086,NA,240.7,0.31,0,0.26,292.249976335878,265.908629183007,264.879262268752,1.7,21.7166477315165,0.8,4.28419871293584
"MATTRYAN","Matt Ryan","QB","ATL",15,264.866982944477,237.51,290.38,289.44,276.320062667693,246.080062667693,282.76,276.122,246.16,258.800062667693,252.880062667693,245.800062667693,250.420062667693,261.300062667693,279.62,274.48,263.612362667693,NA,269.49,635.499951219093,418.499958397584,219,24.6007688923651,265.548616339869,264.866982944477,63.6,16.5499274181404,12.5,4.26098253919695
"TONYROMO","Tony Romo","QB","DAL",16,262.570197671924,277.86,279.34,274.48,283.129967584553,250.709967584553,1.4,264.95,250.38,244.809967584553,243.889967584553,245.649967584553,246.889967584553,269.349967584553,261.3,275.68,252.069567584553,NA,264.57,600.262462172323,382.5,219.5,23.4999699582458,261.39117745098,262.570197671924,76.9,64.5142919994699,13.3,8.68207996159789
"PHILIPRIVERS","Philip Rivers","QB","SD",17,251.99387772553,263.23,251.58,258.84,253.770251468776,246.870251468776,1.4,250.574,235.4,239.950251468776,236.130251468776,233.690251468776,241.810251468776,246.990251468776,263.92,260.02,262.593901468776,NA,242.71,551.75,364.500031335945,185.99998254872,27.237824690565,250.460503921569,251.99387772553,101.9,60.952930017153,18.6,8.5598116016539
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",18,250.462839306837,306.18,249.4,261.65,256.400205361566,250.400205361566,255.025,255.3,268.65,256.525205361566,236.275205361566,241.900205361566,243.150205361566,269.150205361566,198.125,252.175,240.612705361566,NA,230.65,0.02,0,0.02,0,251.979683706816,250.462839306837,8.6,21.7596092826473,1.8,4.32656805913217
"MATTFORTE","Matt Forte","RB","CHI",19,249.515147990123,263,272.8,251.2,244.925260948419,250.500260948419,256.95,255.405,252.6,239.925260948419,230.225260948419,242.800260948419,235.300260948419,245.800260948419,280.825,250.75,278.910110948419,NA,237,0.1,0,0.08,274.035025042072,251.667337156863,249.515147990123,4.1,14.6737532871909,1.7,3.67413091319042
"JAYCUTLER","Jay Cutler","QB","CHI",20,246.179870185619,250.6,279.33,260.03,291.619895592872,226.819895592872,2.35,257.424,229.97,246.759895592872,238.539895592872,239.099895592872,231.119895592872,240.599895592872,260.74,260.54,252.906995592872,NA,237.2,557.190978386544,343.5,210.585,33.4999332996464,248.281290196078,246.179870185619,77.5,62.5547821406583,15.8,8.59881140453501
"ADRIANPETERSON","Adrian Peterson","RB","MIN",21,245.54950627427,228.935,252.8,225.825,235.725,255.625,246.775,243.7325,275.75,242.1,234.775,245.25,224.5,239.75,244.3,253.125,268.38725,NA,235.7,0.01,0,0.01,300.550027804925,244.760159313725,245.54950627427,2.9,13.8929883920083,1.1,3.57960258757846
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",22,240.340330350333,205.96,266.84,260.54,254.339920931353,220.759920931353,2,250.062,247.98,236.679920931353,224.159920931353,237.199920931353,223.539920931353,238.999920931353,269.56,253.96,234.753920931353,NA,220.8,568.584333359919,358.500042687048,209.265100421164,28.0000412810747,241.61993627451,240.340330350333,109.5,60.4823607593827,18.5,8.51289504128933
"DEZBRYANT","Dez Bryant","WR","DAL",23,236.874938416187,331.07,232.375,238.125,249.500129140395,234.925129140395,236.15,232.975,252.625,221.500129140395,222.775129140395,230.000129140395,229.100129140395,255.500129140395,219,248.075,224.857129140395,NA,237.4,0.04,0,0.03,1.00001229078903,240.92386442577,236.874938416187,10.6,25.6420958691876,2.7,4.71653901534515
"ALEXSMITH","Alex Smith","QB","KC",24,236.004654996185,256.5,245.16,217.86,245.009997629087,201.529997629087,1.2,229.414,248.54,238.009997629087,224.369997629087,233.749997629087,225.909997629087,235.149997629087,248.24,259.74,211.546297629087,NA,257.74,530.052819157688,321,208.500031493838,64.9999733340525,235.429390196078,236.004654996185,148.1,59.3137981703109,16.2,8.31752745159327
"ANDYDALTON","Andy Dalton","QB","CIN",25,234.059385767368,242.28,245.26,236.22,243.919941578027,222.179941578027,NA,233.2,254.8,221.599941578027,229.839941578027,232.799941578027,221.699941578027,223.999941578027,245.86,254.2,229.081241578027,NA,225.04,533.693106843359,332.899985881415,203.69153156855,52.7512633131554,235.20152254902,234.059385767368,119.9,11.3385542607023,21.8,4.14143051631593
"EDDIELACY","Eddie Lacy","RB","GB",26,231.152805799899,246.83,251.225,201.075,232.40013028578,221.67513028578,228.275,224.275,250,218.55013028578,209.90013028578,225.80013028578,221.20013028578,238.42513028578,255.375,240.6,250.25213028578,NA,225.425,0,0,0,288.500024354947,231.829522875817,231.152805799899,5.2,15.6367912070362,1.7,3.76228117912458
"AJGREEN","A.J. Green","WR","CIN",27,229.132634186372,262.985,226.75,227,234.606168816514,230.106168816514,229.25,227.4,237.2,220.481168816514,222.606168816514,230.856168816514,223.056168816514,227.856168816514,194.125,252.375,241.852418816514,NA,211.825,0.04,0,0.04,0,230.873710901027,229.132634186372,14.1,15.082591102387,2.8,3.75383389986171
"JULIOJONES","Julio Jones","WR","ATL",28,226.022297146153,250.31,224.25,238.125,231.77493200719,226.27493200719,229.85,234.8625,242.175,240.82493200719,212.72493200719,214.49993200719,227.24993200719,222.62493200719,199.25,237.725,221.26218200719,NA,225.145,0.06,0,0.06,2.17999185164751,228.304607959851,226.022297146153,14.5,12.4164261797139,3.6,3.54053993621824
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",29,221.572142774367,232.35,220.975,228.85,231.134253224771,223.509253224771,224.85,221.6875,241.6,204.509253224771,211.509253224771,219.009253224771,206.709253224771,225.509253224771,198.625,234.75,234.803003224771,NA,223.15,0.02,0,0.02,0,223.836151143791,221.572142774367,15.1,11.6540935996204,2.7,3.43616770852469
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",30,221.526635043905,198.59,235.98,229.16,249.021389474653,203.341389474653,NA,224.718,204.84,207.461389474653,211.261389474653,230.961389474653,213.681389474653,228.361389474653,240.08,252.82,192.066689474653,NA,231.52,562.602503624761,340.45,221.948026608879,44.1486647245036,223.447620588235,221.526635043905,131.9,18.1745673886205,21.4,4.75178019943352
"JIMMYGRAHAM","Jimmy Graham","TE","NO",31,220.976494130331,292.36,232.625,232.75,213.445,215.32,217.375,224.9375,252.5,207.195,211.445,222.195,210.07,228.82,176.875,221.125,210.35875,NA,212.05,0,0,0,0,223.804203431373,220.976494130331,8.6,23.7760711388688,2.2,4.52651671208921
"JORDYNELSON","Jordy Nelson","WR","GB",32,217.875090320017,219.035,219,223,218.12513495054,218.50013495054,216.125,217.125,216.95,202.62513495054,219.75013495054,213.00013495054,210.37513495054,226.25013495054,220.25,222.5,209.01388495054,NA,196.3,0.02,0,0.02,0,216.546901143791,217.875090320017,19.5,7.56243743583061,4.5,3.13083041481537
"ANTONIOBROWN","Antonio Brown","WR","PIT",33,216.54669714546,198.48,223.875,205.375,219.900120980345,226.075120980345,221.375,221.35,216.55,221.650120980345,209.350120980345,213.250120980345,203.975120980345,221.375120980345,201.875,225.525,230.988070980345,NA,203.555,0.1,0,0.01,5.99997831598813,216.683965233427,216.54669714546,23.9,9.93749625352914,4.9,3.36360271559144
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",34,215.60488503322,217.97,215.525,200.4,216.139765050668,219.364765050668,218.025,216.0625,213.175,201.689765050668,206.089765050668,210.989765050668,199.289765050668,215.614765050668,166.375,217.75,203.904965050668,NA,203.985,0.02,0,0,10.9999290200282,211.298504659197,215.60488503322,24.2,12.8597362796465,4.9,3.63108567770271
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",35,213.650447874326,302.38,249.925,197.225,216.775001357366,198.925001357366,217,215.735,216.65,203.025001357366,189.325001357366,203.400001357366,203.200001357366,204.525001357366,231.2,219.925,237.852251357366,NA,220.65,0.09,0,0.09,232.499949802916,218.447879901961,213.650447874326,13.1,26.4051577865326,4.8,4.86710231007646
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",36,213.194915331554,258.505,204.825,186.9,203.550141283545,234.775141283545,206.35,205.8225,228.5,205.550141283545,203.025141283545,211.900141283545,204.850141283545,213.525141283545,189.175,240.15,254.760291283545,NA,211.5,0.21,0,0.09,274.499966705083,214.496726568627,213.194915331554,12.2,20.7438992518937,4.1,4.3220014527363
"MONTEEBALL","Montee Ball","RB","DEN",37,212.437513371705,157.425,241.1,199.75,205.55,188.425,216.1,213.335,231.375,216.975,218.675,230,202.525,205.125,217.25,221.3,240.2291,NA,204.2,0.03,0,0.02,250.999962586786,212.262008562092,212.437513371705,10.5,20.1045927028173,3.2,4.2288902326599
"CARSONPALMER","Carson Palmer","QB","ARI",38,207.60003707785,181.3,234.84,239.68,233.100137205073,199.360137205073,NA,221.784,200.08,197.120137205073,185.980137205073,195.820137205073,198.960137205073,192.920137205073,227.54,244.3,190.649187205073,NA,192.11,569.555357142857,354.8,214.5,21.0209648671101,209.542473529412,207.60003707785,132.1,21.1415714539842,20.4,4.98492364881776
"JOEFLACCO","Joe Flacco","QB","BAL",39,205.437029868916,170.07,224.42,204.36,221.279821437456,192.999821437456,1.2,207.566,199.64,201.659821437456,202.199821437456,210.699821437456,198.059821437456,208.299821437456,222.16,222.3,170.574221437456,NA,206.14,575.625,342.499990945886,230,31.4457082797937,204.561219607843,205.437029868916,158.2,51.5900408119465,17.8,7.67204370837762
"JAKELOCKER","Jake Locker","QB","TEN",40,205.189878490329,263.27,229.92,229.26,225.959954533138,151.719954533138,NA,192.33,196.06,141.039954533138,209.419954533138,193.999954533138,203.319954533138,170.499954533138,236.12,249.14,187.611654533138,NA,231.82,450.5,265,179.75,50.0131098187318,206.410315686275,205.189878490329,164.6,34.0827051794889,32.7,6.64224553551753
"DOUGMARTIN","Doug Martin","RB","TB",41,203.525371244773,239.53,222.25,193.425,194.674777573502,207.099777573502,209.775,204.4525,208.65,202.524777573502,188.749777573502,181.024777573502,183.724777573502,207.149777573502,226.55,223.25,201.999727573502,NA,198.275,0.175,0,0.095,276.849967594779,204.661087875817,203.525371244773,18.4,15.6552667072236,5.6,3.91387630869884
"ARIANFOSTER","Arian Foster","RB","HOU",42,202.777266642341,194.19,208.6,184.325,202.399806825617,191.774806825617,2,196.7375,187.25,202.524806825617,213.574806825617,204.999806825617,200.524806825617,193.499806825617,215.85,218.225,254.459056825617,NA,201.45,0,0,0,252.800030412649,202.980446078431,202.777266642341,23.4,51.6330253009775,11.8,7.44535668954255
"RANDALLCOBB","Randall Cobb","WR","GB",43,202.724699166394,267.755,200.2,185.325,195.549717482435,212.624717482435,206.075,203.0375,192.6,195.924717482435,203.574717482435,186.324717482435,197.224717482435,197.199717482435,167.7,208.2,216.156717482435,NA,188.34,0.05,0,0.05,8.50005502764092,203.92077194211,202.724699166394,29.4,20.6038993373803,3.7,4.29381199613933
"LEVEONBELL","Le'Veon Bell","RB","PIT",44,201.96255692334,214.885,208.475,190.375,190.124953633763,201.949953633763,0.4,203.125,194.15,205.524953633763,186.399953633763,189.399953633763,198.974953633763,187.649953633763,219.475,211.15,252.817903633763,NA,196.5,0.22,0,0.16,263.999958632078,202.806028235294,201.96255692334,26,51.7561387829692,8,7.31056539249228
"ELIMANNING","Eli Manning","QB","NYG",45,200.405576297528,141.56,213.34,201.46,199.635127902176,204.415127902176,NA,207.3,169,194.975127902176,195.275127902176,195.035127902176,201.935127902176,184.735127902176,241.56,218.86,203.255127902176,NA,185.81,552.75,330.00004257349,221.299131475313,20.9000375804838,198.14362745098,200.405576297528,153.4,21.7924277997951,20.1,5.03296775440697
"VINCENTJACKSON","Vincent Jackson","WR","TB",46,200.24397986736,331.46,201.775,189.15,190.743632743257,201.068632743257,0.4,196.6375,210.65,188.118632743257,198.368632743257,183.743632743257,200.043632743257,201.993632743257,211.125,213.45,200.931732743257,NA,192.125,0.07,0,0.05,0.9999139655549,208.679103257919,200.24397986736,33.8,60.0916906147256,6,7.99667407764712
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",47,200.099878008932,168.57,243.4,193.55,209.224885294649,187.699885294649,206.95,210.84,173.975,201.324885294649,190.649885294648,210.749885294648,203.774885294648,202.499885294648,208.45,224.65,199.450635294649,NA,186.45,0.01,0,0.01,217.414979606103,201.387623366013,200.099878008932,19,17.7687571116546,5,4.08426940423225
"JOSHMCCOWN","Josh McCown","QB","TB",48,195.040369813712,256.74,220.4,203.74,211.559990710078,196.859990710078,NA,193.254,172.94,140.819990710078,170.259990710078,156.159990710078,204.479990710078,169.259990710078,262.82,165.34,174.002190710078,NA,209.84,452.931132723858,271.5,179.4,27.500007691769,198.120668627451,195.040369813712,160.4,33.9031639416818,30.6,6.54509395180963
"ANDREELLINGTON","Andre Ellington","RB","ARI",49,191.374230966864,147.26,209.2,178.05,198.174928014155,175.324928014155,NA,191.035,220.75,198.974928014155,170.899928014155,178.999928014155,176.299928014155,192.499928014155,197.35,203.875,193.960678014155,NA,197.2,0.02,0,0.02,197.600032007118,189.14043627451,191.374230966864,24.2,17.578223349364,7,4.14370302231017
"ANDREJOHNSON","Andre Johnson","WR","HOU",50,191.097872118299,180.075,198.4,187.525,200.7107954289,210.4607954289,0.4,193.3125,210.9,176.0857954289,179.8357954289,178.8357954289,176.0857954289,196.0857954289,199.375,214.75,202.9789454289,NA,174.15,0.335,0,0.215,0,193.79738,191.097872118299,39.2,48.4463065247701,9.6,7.0691038205485
"KEENANALLEN","Keenan Allen","WR","SD",51,187.624673474035,224.345,187.825,178.325,198.699809090909,176.824809090909,1.2,182.675,188.3,187.324809090909,181.199809090909,184.949809090909,190.949809090909,197.449809090909,170.825,211.45,183.352309090909,NA,177.4,0.05,0,0.05,0,188.825143288084,187.624673474035,32.6,47.4018206699348,6.2,6.84281279718173
"ALFREDMORRIS","Alfred Morris","RB","WAS",52,186.132049633289,228.665,208.05,183.95,181.949944588271,181.849944588271,0.4,189.34,171.15,176.849944588271,170.924944588271,174.524944588271,164.149944588271,188.024944588271,237.55,191.4,182.160944588271,NA,174.775,0,0,0,269.000073973136,187.589911764706,186.132049633289,21.3,49.5845875698808,6.5,7.05414024646423
"VICTORCRUZ","Victor Cruz","WR","NYG",53,185.534702060746,199.655,179.375,152.375,192.450003424382,169.700003424382,NA,177.975,208.525,192.700003424382,179.200003424382,167.200003424382,182.950003424382,202.325003424382,202.875,211.375,193.010003424382,NA,178.75,0.02,0,0.02,0,187.040064102564,185.534702060746,39.8,16.2844788936729,9.8,4.13290540367798
"ZACSTACY","Zac Stacy","RB","STL",54,183.412895285437,160.64,209.7,180.35,176.774988154543,182.574988154543,NA,194.06,187.25,202.649988154543,176.849988154543,170.499988154543,172.774988154543,169.874988154543,182.675,190.3,189.225888154543,NA,181.7,0.07,0,0.06,273.999926906745,182.913380980392,183.412895285437,24.7,12.516810244295,7.3,3.69194506160217
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",55,181.026404390108,124.77,204.275,184.275,178.42503925702,179.07503925702,0.4,189.675,183.15,170.35003925702,167.12503925702,161.85003925702,173.37503925702,170.85003925702,195.5,203.75,193.19978925702,NA,180.195,0.12,0,0.07,1.50003181907826,180.468502941176,181.026404390108,41.7,47.0160455373684,7.6,6.86131312818941
"RODDYWHITE","Roddy White","WR","ATL",56,179.675068157064,125.005,187.625,172.75,198.359761019322,164.484761019322,NA,178.8875,187.5,186.359761019322,169.734761019322,173.359761019322,171.734761019322,178.984761019322,210.25,204.375,191.451011019322,NA,173.475,0.03,0,0.03,0,180.463259803922,179.675068157064,39.8,19.5117119754056,10.7,4.46289868973613
"GENOSMITH","Geno Smith","QB","NYJ",57,179.321374815676,168.79,191.74,173.78,213.360133816839,157.420133816839,NA,177.108,164.6,176.840133816839,201.240133816839,170.900133816839,195.140133816839,214.700133816839,197.08,174.88,133.937133816839,NA,192.76,435.45,254.649968717682,179.26,60.1236788872695,177.164965686275,179.321374815676,167.8,21.1556521327032,23.7,5.11305435073355
"EJMANUEL","EJ Manuel","QB","BUF",58,176.916097996569,194.69,193.32,89.54,168.540255485052,162.720255485052,1,180.006,192.42,153.820255485052,154.200255485052,158.400255485052,195.700255485052,175.000255485052,232.22,225.12,175.465555485052,NA,207.58,443.985,262.05,184.18,69,177.845767647059,176.916097996569,188.5,53.8954012936169,28.8,8.30586766329559
"PIERREGARCON","Pierre Garcon","WR","WAS",59,176.842687247923,163.1,187.375,172,186.480153292612,176.280153292612,NA,178.1875,187.7,167.255153292612,167.705153292612,172.255153292612,179.805153292612,173.880153292612,148.75,204.675,186.225453292612,NA,175.15,0.14,0,0.1,1.96797414537738,178.946295822021,176.842687247923,42,12.6608045370844,8.2,3.73971859952462
"MICHAELCRABTREE","Michael Crabtree","WR","SF",60,176.743555550556,140.29,201.75,195.375,185.125250863876,164.575250863876,NA,187.6125,189.45,176.000250863876,150.250250863876,158.625250863876,162.875250863876,176.500250863876,142.625,204,202.580250863876,NA,150.58,0.04,0,0.04,0,175.627954374057,176.743555550556,49.1,21.8829772741945,13.3,4.77988498805045
"SHAUNHILL","Shaun Hill","QB","STL",61,176.68669563394,NA,181.66,166.2,213.980154595523,128.620154595523,NA,155.182,192.26,182.500154595523,179.220154595523,176.600154595523,189.960154595523,205.000154595523,200.58,142.26,146.598654595523,NA,195.62,458.362770887876,275.10147303764,185.335921022516,29.499983301921,166.697354166667,176.68669563394,189.2,24.7508036457154,35.8,5.90721805509044
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",62,176.487407223468,92.705,158.375,177.375,176.293588288369,160.793588288369,3,179.475,208.725,184.968588288369,173.468588288369,162.643588288369,167.618588288369,171.768588288369,150.125,210.5,144.150338288369,NA,171.1,0.01,0,0.01,11.7500233789376,173.382947586727,176.487407223468,48.5,47.7556284532433,10.5,7.04047684571213
"REGGIEBUSH","Reggie Bush","RB","DET",63,176.012746494354,153.17,190.05,162.3,180.474954548185,187.899954548185,NA,172.8,184,161.574954548185,174.649954548185,190.499954548185,168.099954548185,184.999954548185,197.25,196.075,182.657804548185,NA,158.675,0.02,0,0,188.100016276644,177.01925627451,176.012746494354,43.7,13.7878713169499,10.6,3.93513162343393
"TOBYGERHART","Toby Gerhart","RB","JAC",64,175.469576875776,148.925,200.575,171.625,189.168986871371,154.018986871371,NA,184.46,205.5,205.568986871371,168.218986871371,175.293986871371,164.393986871371,182.918986871371,169.075,185.6,172.959486871371,NA,174.05,0,0,0,251.000019536828,176.687774509804,175.469576875776,34.9,16.6193551002437,7.6,4.07899657519084
"PERCYHARVIN","Percy Harvin","WR","SEA",65,175.207931668891,2.97,159.5,134.75,168.549813030803,153.349813030803,3,168.95,158.875,196.624813030803,164.499813030803,162.249813030803,164.049813030803,195.749813030803,195.3,199.525,183.061063030803,NA,162.35,0.11,0,0.11,15.99993738538,165.029306184012,175.207931668891,57.2,58.5692558548136,15.2,8.21093993736973
"MICHAELFLOYD","Michael Floyd","WR","ARI",66,174.510126555052,163.825,184.25,176.75,183.89984622854,162.02484622854,NA,179.025,189.05,174.14984622854,168.89984622854,178.27484622854,169.64984622854,168.52484622854,162.375,188.375,161.70734622854,NA,169.175,0.05,0,0.05,0,174.672366138763,174.510126555052,45.3,9.37257957966185,8.8,3.46179789670356
"RYANMATHEWS","Ryan Mathews","RB","SD",67,174.250129026985,157.655,182.975,172.125,185.125239873135,164.900239873135,0.4,171.825,165.9,158.575239873135,165.400239873135,173.900239873135,169.850239873135,184.025239873135,204.725,185.075,185.975889873135,NA,164.05,0.08,0,0.03,255.460020032187,174.500747647059,174.250129026985,37.3,43.9405084982208,9.1,6.63745373371993
"JULIUSTHOMAS","Julius Thomas","TE","DEN",68,172.349537564639,188.145,179.875,182.375,169.224831663489,184.974831663489,187.375,181.125,190.375,175.474831663489,162.849831663489,176.099831663489,143.724831663489,176.099831663489,127.125,171,165.732331663489,NA,150.35,0,0,0,0,172.051625816993,172.349537564639,36.2,17.1514595109046,7.5,4.12385828097345
"DESEANJACKSON","DeSean Jackson","WR","WAS",69,169.199745485748,157.06,160.95,168.325,167.574874165478,171.899874165478,1.2,165.9375,178.675,154.124874165478,160.849874165478,176.174874165478,160.249874165478,173.924874165478,151.075,198.025,183.834374165478,NA,169.765,0,0,0,3.00002882414745,169.772961161388,169.199745485748,59.5,42.2305699464192,11.8,6.58471670553078
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",70,168.924442440789,170.12,185.25,187.875,188.268061903011,160.768061903011,163,172.5625,228.35,151.643061903011,190.643061903011,167.768061903011,143.518061903011,176.518061903011,115.375,171.75,147.335561903011,NA,191.35,0,0,0,0,171.98533146592,168.924442440789,34.5,24.8381533543876,11.6,4.98503993366851
"FRANKGORE","Frank Gore","RB","SF",71,168.272729507551,134.95,173.425,152.15,166.581239859365,171.906239859365,NA,167.6375,198.7,174.631239859365,151.031239859365,154.606239859365,149.656239859365,163.356239859365,150.775,181.5,177.840589859365,NA,165.725,0.09,0,0.07,242.499948073157,164.157953333333,168.272729507551,47.4,15.5007432672827,8.3,4.00351192536937
"RASHADJENNINGS","Rashad Jennings","RB","NYG",72,168.229521481922,171.49,170.95,152.45,166.554874158558,158.254874158558,NA,167.2,163.875,183.154874158558,166.479874158558,166.504874158558,168.979874158558,155.254874158558,171.375,192.85,157.713374158558,NA,174.8,0,0,0,208.700029063138,168.684862745098,168.229521481922,41.3,10.1848854588643,12.4,3.67452405065695
"CJSPILLER","C.J. Spiller","RB","BUF",73,166.683087421092,142.195,184.45,152.425,179.145505911001,168.545505911001,NA,164.7775,190.225,151.295505911001,163.970505911001,177.320505911001,166.170505911001,161.195505911001,176.2,185.625,142.559505911001,NA,162.45,0.25,0,0.1,208.55,166.796310784314,166.683087421092,42.7,14.7693204831893,11.5,4.05956036701467
"TORREYSMITH","Torrey Smith","WR","BAL",74,166.149615230433,146.505,168.875,166.625,175.174907325631,166.949907325631,NA,169.925,198,172.974907325631,156.124907325631,151.249907325631,162.324907325631,170.999907325631,143.5,177.25,148.000957325631,NA,162.6,0.02,0,0,1.5,165.65073224736,166.149615230433,50.9,13.8115927545451,10.2,3.92192816108503
