"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",91,78,32,149.056134036093,135.41,156.25,159.375,151.375,NA,158.7625,190,172,120.65,130.5,155.65,150.125,127,164.25,NA,134.55,149.682288961039,149.056134036093,5.65691234648273,15.8,19.1037341484188,5.20595181054941
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",92,88.7,10,123.693320713288,109.77,128,137.875,120,120,128.0875,156.875,129.125,117.625,136.375,112.375,119.75,99.125,130.75,NA,117.725,125.38971875,123.693320713288,5.33839643685739,14.2,13.6712383243592,4.50862057461612
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",93,79.8,33,148.049039722719,121.86,162.875,151.625,153.9,NA,147.975,139.875,129.375,137.075,152.75,153.35,151.375,156.75,162.625,NA,157.06,149.046168831169,148.049039722719,4.64981803310897,13.9,12.1430595425924,4.32832374092773
"GOLDENTATE","Golden Tate","WR","DET",94,81.6,34,147.115940652897,159.435,172.25,159.625,165.125,NA,158.5125,137.4,128.125,132.25,143,151.4,129.375,135.125,163.125,NA,145.72,148.392613636364,147.115940652897,3.71671896328675,16.2,14.6530062701864,4.81548769657763
"REGGIEWAYNE","Reggie Wayne","WR","IND",95,88.1,35,146.871514301461,159.41,140.625,143.5,162.5,NA,144.0875,173,131.75,138.75,137.75,141.25,161,126.875,167.5,NA,132.935,149.134875541126,146.871514301461,3.47229261185021,13.8,14.5954602458123,4.55620114292248
"SAMMYWATKINS","Sammy Watkins","WR","BUF",96,99,36,145.070459204255,NA,138.875,149.625,151.825,NA,143.525,162.525,132.75,141.625,137.5,143.875,136.25,134,163.475,NA,138.775,143.59868048618,145.070459204255,1.67123751464439,16,10.0129731553748,4.34319452799957
"JAYCUTLER","Jay Cutler","QB","CHI",97,80.5,15,245.426240154159,248.25,276.98,257.68,235.72,NA,255.074,262.14,255.66,245.88,248,239.98,249.5,237.74,260.54,NA,236.6,244.544242857143,245.426240154159,0.343926037634901,18.4,11.6184420774772,4.75298622700106
"ZACHERTZ","Zach Ertz","TE","PHI",98,107.1,11,116.059104473233,90.155,129.25,138,104.75,NA,121.2,120,112.375,122,125.125,104.125,125.75,99.625,131.125,NA,111.85,116.156785714286,116.059104473233,-2.29581980319776,13.4,13.5037685419725,4.40777364543587
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",99,124.7,12,115.312347642771,139.94,122.875,114.75,121.875,NA,118.8625,100.625,119,109.75,110.625,104.625,116.25,104.25,129.375,NA,126.05,117.128214285714,115.312347642771,-3.04257663365965,15.7,10.7762446901624,4.38569629975403
"BERNARDPIERCE","Bernard Pierce","RB","BAL",100,95.3,37,114.835263361387,56.24,145.325,110.3,84.35,NA,107.7025,119.375,96.225,112.9,121,109.65,105.625,142.45,137.25,NA,118.425,111.572130952381,114.835263361387,-3.09255083968313,19.7,23.2755638653208,6.02382884978673
"RUEBENRANDLE","Rueben Randle","WR","NYG",101,94.1,37,138.255691563116,120.14,139.75,149,114.375,NA,134.575,126.75,128.375,152,153.875,144.5,117.5,130.375,148.75,NA,158.625,136.779047619048,138.255691563116,-5.14353012649462,17.4,14.4884064678633,4.92632925944607
"DARRENSPROLES","Darren Sproles","RB","PHI",102,115.5,38,112.736783590118,85.94,131.725,107.275,116.35,NA,114.355,119.75,109.225,117.6,121.5,107.625,88,160.55,147.5,NA,100.35,115.8745,112.736783590118,-5.19103061095231,14.6,20.3764953910891,5.20285721549922
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",103,106.1,16,238.885899195293,203.96,264.84,254.74,230.76,NA,247.162,245.84,246.68,237.12,247.2,233.7,249,255.94,253.96,NA,219.66,239.24160952381,238.885899195293,-6.19641492123134,16.9,15.9936597966916,5.01983326532097
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",104,122.1,39,110.395460793481,145.2,120.825,97.05,137,NA,121.0775,99.375,126.575,90.575,90.75,92.3,124.875,173.125,131.625,NA,93.175,112.875821428571,110.395460793481,-7.53235340758957,25.1,24.8311585138256,6.74588541792622
"ALEXSMITH","Alex Smith","QB","KC",105,146.2,17,236.61932074235,255.3,243.96,233.66,211.58,NA,233.614,247.04,258.06,230.42,243.8,235.96,248.6,221.12,259.74,NA,255.06,236.378635714286,236.61932074235,-8.46299337417349,17.6,14.3061878850446,4.92975302004937
"CECILSHORTS","Cecil Shorts","WR","JAC",106,105.8,38,134.671408774375,213.375,118.25,124.25,140.25,NA,126.3,159.85,127.5,118.25,135,141.625,130,141.375,142.75,NA,140.55,140.061174242424,134.671408774375,-8.72781291523577,20.1,23.9445944282872,6.13116084016975
"CHARLESCLAY","Charles Clay","TE","MIA",107,130.6,13,108.587175267386,126.405,97.375,115.25,114.125,NA,109.0875,121,118.375,100.25,114.75,105.625,97.75,98.375,129.625,NA,108.415,112.616630952381,108.587175267386,-9.76774900904392,19.9,10.5810376553536,4.8106760736609
"DARRENMCFADDEN","Darren McFadden","RB","OAK",108,118.8,40,107.540918523001,132.215,110.575,82.275,83.675,NA,96.045,129.75,119.275,105,87.625,96.225,97.75,131.4,133.575,NA,114.3,109.063535714286,107.540918523001,-10.3868956780691,21.4,18.5939487859907,5.74833162125936
"BRIANHARTLINE","Brian Hartline","WR","MIA",109,127,39,132.957417098814,163.54,119.5,NA,110.25,NA,124.15,140,143.75,127.25,135.5,132.375,124,140.875,152.25,NA,138.1,134.420750915751,132.957417098814,-10.4418045907961,17.5,14.1880215254873,4.90769318681518
"TERRANCEWEST","Terrance West","RB","CLE",110,110,41,107.299565344992,NA,159.1,129.25,91.7,NA,125.715,92,104.35,94.125,93.375,99.975,106,122.55,135.875,NA,97.325,110.109633699634,107.299565344992,-10.6282488560789,23.8,21.0489437962074,6.24072307219603
"BRANDINCOOKS","Brandin Cooks","WR","NO",111,96.1,40,132.762296727715,NA,142.375,148.375,105.95,NA,127.7,124.475,102.125,140.5,144.375,129.45,111.25,126.125,169.5,NA,134.615,132.232536630037,132.762296727715,-10.6369249618957,21.7,18.5418106793601,5.77497362929036
"LADARIUSGREEN","Ladarius Green","TE","SD",112,136.4,14,107.462239218177,NA,112.375,129.375,97,NA,112.525,126.375,103,109.75,105,102,87.125,87.375,121,NA,102.625,100.184880952381,107.462239218177,-10.892685058253,19.9,13.1710915357684,5.06250801974733
"DWAYNEBOWE","Dwayne Bowe","WR","KC",113,103.6,41,132.457559428232,143.245,129.75,121.125,120.125,NA,130.9875,141.25,146.5,122.25,126.875,142.5,102.125,124.5,150.75,NA,143.975,133.121488095238,132.457559428232,-10.9416622613781,13.6,13.4811558511795,4.4267159489929
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",114,111.5,42,132.196592949005,117.52,118.75,119,145.25,NA,124.7,133.7,124.625,136.5,142.5,132.625,136.25,129.625,162.325,NA,140.75,132.889496753247,132.196592949005,-11.2026287406052,16.1,12.3181132153757,4.57789466466033
"MARKINGRAM","Mark Ingram","RB","NO",115,115.1,42,106.397100997509,104.865,105.4,69.875,80.725,NA,77.5925,106.9,88.275,103.175,132.125,81.675,128,145.85,135.1,NA,119.65,104.274857142857,106.397100997509,-11.530713203561,21.2,23.9441296094496,6.24739083917741
"MIKEEVANS","Mike Evans","WR","TB",116,106.5,43,130.249936364991,NA,136.375,141.5,123.25,NA,127.5625,116,100.75,124.25,146.625,132.05,116.25,139.75,145.75,NA,138.4,130.386498917749,130.249936364991,-13.1492853246192,15.8,13.5160088781263,4.66265510940561
"HEATHMILLER","Heath Miller","TE","PIT",117,143.4,15,105.062299798189,77.535,121.625,119.125,91,NA,112.275,110.125,115.25,93.625,113.125,97.25,92.75,104.375,111.875,NA,109.5,104.350892857143,105.062299798189,-13.2926244782412,20.3,12.6609664329578,5.0551902461633
"JEREMYHILL","Jeremy Hill","RB","CIN",118,105.9,43,104.61210515936,NA,138.35,88.625,98.525,NA,109.77,115.5,105.925,88.05,138.125,85.025,99.125,110.475,85.125,NA,107.1375,103.469858058608,104.61210515936,-13.3157090417103,19.7,17.7999315172624,5.49143098706562
"DELANIEWALKER","Delanie Walker","TE","TEN",119,151.9,16,103.924723121087,64.85,109.375,111,104.75,NA,108.3625,114.125,109.5,98.125,94.375,98.5,105,80.75,117.75,NA,108.625,101.99130952381,103.924723121087,-14.4302011553435,15.8,14.1533867304237,4.72462760586608
"ANTONIOGATES","Antonio Gates","TE","SD",120,154.9,17,103.807910087354,92.105,108.125,126,99.5,NA,110.5875,104.125,105.25,97,117.5,99.25,110.625,88.625,113.25,NA,98.525,104.956011904762,103.807910087354,-14.5470141890765,15.5,10.1618108436564,4.30481371362268
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",121,105.4,44,128.624621085204,NA,136.25,141.125,110.375,NA,124.475,178.975,126.5,118.5,135.125,125.625,124.5,123.5,136.25,NA,137.2,131.043473193473,128.624621085204,-14.7746006044067,18.1,16.5033094486049,5.19623236484609
"RILEYCOOPER","Riley Cooper","WR","PHI",122,115.6,45,128.372489026089,137.61,127.375,134.25,132,NA,129.5375,129.95,117.25,122.275,119.375,127.2,130,123,163.75,NA,111.95,129.931931818182,128.372489026089,-15.026732663521,21.6,12.1811458823408,5.14595324522169
"ANDYDALTON","Andy Dalton","QB","CIN",123,125.4,18,228.005603951815,242.28,245.26,236.22,231.18,NA,233.2,227.16,230.6,233.56,241.8,236.44,232,245,251.2,NA,224.4,232.68505952381,228.005603951815,-17.0767101647085,20,7.66191681178863,4.53741929090902
"ANQUANBOLDIN","Anquan Boldin","WR","SF",124,114.8,46,126.220666193169,135.445,120.375,126.5,146.275,NA,126.55,121.175,122.125,127.475,137.75,127.775,133.125,113.375,147.45,NA,115.08,130.397575757576,126.220666193169,-17.1785554964418,15.3,10.4094503040203,4.30775085038583
"DWAYNEALLEN","Dwayne Allen","TE","IND",125,154.7,18,101.149783706503,123.485,100.625,109.125,69.375,NA,98.125,114.525,106.625,99,110,87.125,102.5,58.625,116.25,NA,80.825,98.5946428571429,101.149783706503,-17.2051405699273,17.8,18.4134092920958,5.35024069906694
"JUSTINHUNTER","Justin Hunter","WR","TEN",126,103.8,47,123.63125,NA,131.25,136.75,114.25,NA,119.9875,104.75,101.5,122.25,122.5,124.875,123.125,101.625,150.875,NA,135.09,123.112575341325,123.63125,-19.7679716896105,18.5,14.4756498846626,5.04136412542435
"DOUGBALDWIN","Doug Baldwin","WR","SEA",127,142.6,48,123.489853103745,148.925,114,134.375,100.15,NA,116.7375,139.925,111.875,119.675,127.375,112.125,119,119.125,144.925,NA,118.665,124.300422077922,123.489853103745,-19.9093685858656,22.1,13.9541418447088,5.37119469286848
"GREGJENNINGS","Greg Jennings","WR","MIN",128,120.7,49,123.000090786287,93.595,102.375,115.625,118,NA,111.875,153.425,117.375,109.5,137.75,123.875,144.125,130.375,138.875,NA,142.3,124.586477272727,123.000090786287,-20.3991309033235,20.4,17.4432022087891,5.53073936263757
"TAVONAUSTIN","Tavon Austin","WR","STL",129,134.6,50,122.239858932441,36.28,104.375,105.25,101.6,NA,122.5375,82.2,135.15,123.5,104.5,124.025,124.125,130.95,152.475,NA,103.71,118.963825757576,122.239858932441,-21.1593627571691,20.6,27.7421061618,6.55324674359613
"JAREDCOOK","Jared Cook","TE","STL",130,169.7,19,97.0935156539684,146.145,89.875,108.25,85.125,NA,96.1625,101.875,104.5,92.125,107.5,86.25,89.625,95.25,106.625,NA,95.275,100.242142857143,97.0935156539684,-21.261408622462,17.7,15.3471228970012,5.04153400822882
"KENNYSTILLS","Kenny Stills","WR","NO",131,134.8,51,119.791390490686,122.97,133.25,121.375,96.775,NA,117,112.075,123.125,107.125,121.125,123.6,118.75,133.5,132.725,NA,125.15,120.493658008658,119.791390490686,-23.6078311989245,23.3,10.2066429093028,5.13366957960772
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",132,134.9,19,220.471507295718,198.59,235.98,244.76,214.78,NA,226.758,204.64,218.9,220.6,241.4,225.04,229,233.1,252.82,NA,229.24,223.148223809524,220.471507295718,-24.6108068208057,21.3,14.8914161482748,5.37776246080967
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",133,121.9,44,93.0250512707931,NA,151.3,114.875,61.6,NA,108.2375,91,78.825,89.875,104.75,96.3,128.75,40.3,114.65,NA,86.225,94.9675137362637,93.0250512707931,-24.9027629302774,21,28.5382537497187,6.67293837175213
"RODSTREATER","Rod Streater","WR","OAK",134,158.2,52,118.350276103559,147.24,126.375,120.875,96.825,NA,107.525,143.1,88.375,131.15,115.375,91.6,132.5,118.75,127.825,NA,111.815,118.216818181818,118.350276103559,-25.048945586052,24.3,18.0121186158921,5.9983037395599
"CHRISIVORY","Chris Ivory","RB","NYJ",135,NA,45,92.2180815394298,84.875,116.875,77.125,92.075,NA,95.82,118.975,92.725,81.3,114.125,90.275,68.375,120.525,119.35,NA,89,95.478,92.2180815394298,-25.7097326616407,NA,17.5068243679586,5.54348107105699
"MARKUSWHEATON","Markus Wheaton","WR","PIT",136,124.9,53,117.634150324424,59.915,108,107.875,107.25,NA,111.0625,120.95,120.575,118.125,132,114.2,121.875,129.625,145.05,NA,141.79,115.364848484848,117.634150324424,-25.7650713651863,19.7,20.3814862164535,5.74243655445627
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",137,134.7,54,117.263339259497,74.745,136,121.125,109,NA,120.6625,119.425,120.625,96,110,118.375,123.5,119.5,128.875,NA,131.825,117.721856060606,117.263339259497,-26.1358824301135,22.5,15.5814274182914,5.57169819060712
"CARLOSHYDE","Carlos Hyde","RB","SF",138,121.3,46,91.5617725269818,NA,139.8,95.25,81,NA,88.395,88.125,67.875,82.875,98.875,76.025,8.125,105.8,127,NA,85.475,86.0243223443223,91.5617725269818,-26.3660416740886,28,31.2278232387525,7.67437930886533
"DANNYAMENDOLA","Danny Amendola","WR","NE",139,140.1,55,116.415323261776,120.555,110.875,103.75,119.875,NA,116.0125,133.125,139.75,110,78.75,110.025,117.5,130.75,142.4,NA,57.245,113.513176406926,116.415323261776,-26.9838984278345,24.2,22.9010958434535,6.46309042462144
"ERICEBRON","Eric Ebron","TE","DET",140,167.4,20,91.2248293659376,NA,97.625,111.75,83.5,NA,102.2875,86.5,78.625,83,90.25,88,77.375,86.125,102.25,NA,90.575,91.2518086080586,91.2248293659376,-27.1300949104928,22.9,10.1619510133358,5.0870422806276
"SHONNGREENE","Shonn Greene","RB","TEN",141,138.7,47,90.6710844135714,136.46,NA,62.875,87.025,NA,83.2625,70.625,89.925,68.75,83.625,75.575,114.25,113.85,111.175,NA,104.475,89.8578525641026,90.6710844135714,-27.256729787499,22.5,21.9105572295406,6.1870819436066
"TYLEREIFERT","Tyler Eifert","TE","CIN",142,158,21,91.0921671759475,33.99,94.75,72.875,81.125,NA,86.3875,95.625,90.375,98.125,100,98.125,115.625,95.25,117.25,NA,78.075,90.3791071428572,91.0921671759475,-27.2627571004829,17.3,20.3377795044519,5.48449560252532
"JAMESJONES","James Jones","WR","OAK",143,142.2,56,115.738443070783,29.63,103.25,105.625,117.875,NA,111.6375,177.425,127,113.25,132.25,122,125.25,125,132.125,NA,105.9,114.757094155844,115.738443070783,-27.6607786188272,26.2,30.9857290779221,7.46057190096149
"HAKEEMNICKS","Hakeem Nicks","WR","IND",144,125.1,57,115.299849702845,134.965,118.25,126.125,119.125,NA,118.6875,72.875,92.75,117,91.75,116.375,120.625,110.5,147.875,NA,113.85,115.144166666667,115.299849702845,-28.0993719867655,23,18.6205930815902,5.92004981069944
"STEVESMITH","Steve Smith","WR","BAL",145,147.8,58,113.227927396272,112.75,103.375,114.25,114.5,NA,109.3625,109.875,114.875,111.5,114,114,130,108.5,131.875,NA,107.45,113.91255952381,113.227927396272,-30.1712942933386,20,7.88847470292808,4.55944760277478
"GARRETTGRAHAM","Garrett Graham","TE","HOU",146,160.4,22,88.1654785473869,91.95,90.625,99.5,60.25,NA,87.7625,117.75,93.375,86.5,83,79.25,102.75,83.25,109,NA,92.525,89.7508928571429,88.1654785473869,-30.1894457290435,18.6,13.8576125152298,4.99184258377302
"ANDREWILLIAMS","Andre Williams","RB","NYG",147,123.1,48,87.62528230622,NA,151.775,108.575,65.125,NA,89.235,110.125,67.325,100.25,92.25,76.025,100.5,29.275,128,NA,76.3,89.4280952380952,87.62528230622,-30.3025318948505,25.5,30.8050811867633,7.36901413127881
"KHIRYROBINSON","Khiry Robinson","RB","NO",148,135.6,49,87.1564041637103,NA,138.425,94.725,101.55,NA,112.0425,63.25,105,85.05,85.5,79.3,55.375,15.1,121.825,NA,65.725,86.6004258241758,87.1564041637103,-30.7714100373601,28.3,32.0501039089879,7.78604139463982
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",149,141.5,50,87.095434435969,90.385,81.1,61.35,61.45,NA,77.425,110.75,98.5,63,94.5,67.675,102.5,157.7,104.9,NA,83.5,87.8335119047619,87.095434435969,-30.8323797651015,24,25.7587952999009,6.71980470987803
"TRAVISKELCE","Travis Kelce","TE","KC",150,158.8,23,85.7939618117601,NA,97.375,70.125,73.75,NA,77.4875,69.875,83.625,98,96.5,73.875,105,39.875,105.25,NA,99.375,78.3622619047619,85.7939618117601,-32.5609624646703,20,18.8170976790817,5.62204186497942
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",151,172.7,51,83.4814837288906,80.795,113.825,86.55,95.2,NA,94.0175,46,76.475,82.05,67.75,60.85,66.375,62.7,NA,NA,82.275,81.6885256410256,83.4814837288906,-34.4463304721799,20,17.668492691069,5.51036255529282
"KNILEDAVIS","Knile Davis","RB","KC",152,159.6,52,83.3003885010969,73.445,84.675,79.95,69.075,NA,79.515,84.65,70.125,70.55,95.875,63.775,38.125,91.725,104.8,NA,69.175,81.3175,83.3003885010969,-34.6274256999736,18.6,16.1474811596793,5.21448740262198
"MARQISELEE","Marqise Lee","WR","JAC",153,151.7,59,108.675105362352,NA,107,110.5,100.325,NA,101.4875,119.55,94.625,102.625,129.25,98.425,101.5,133.625,117.75,NA,119.975,109.515565684316,108.675105362352,-34.7241163272587,25.7,12.4110500224702,5.60169627185854
"HARRYDOUGLAS","Harry Douglas","WR","ATL",154,162.7,60,108.250012731389,79.09,112.25,135.25,94.125,NA,116.65,104.875,NA,103.75,103.875,101.625,114.875,115.75,121.75,NA,113.175,109.816721611722,108.250012731389,-35.1492089582217,26.7,13.7214149140528,5.8348082812645
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",155,139.8,53,81.845848595089,52.44,83.6,64.325,52.875,NA,72.0075,99.25,67.725,83.6,98.25,67.05,107.5,139.025,106.625,NA,90.8,81.9572857142857,81.845848595089,-36.0819656059815,24,24.2044178695228,6.56867198781193
"COBYFLEENER","Coby Fleener","TE","IND",156,176.7,24,82.0425250963744,118.85,91.625,62.25,84.125,NA,78.6625,63.625,78.375,86.75,86.5,77.875,93.375,74.25,94.625,NA,81.9,86.0325,82.0425250963744,-36.3123991800561,17.2,14.0653861201947,4.86405788224899
"SAMBRADFORD","Sam Bradford","QB","STL",157,161.9,20,208.654603937405,224.39,233.22,243.86,169.94,NA,212.708,228.2,195.5,203.9,221.4,204.86,197.5,235.4,225.7,NA,199.38,211.354426190476,208.654603937405,-36.4277101791187,18.8,19.9556755720888,5.60590057065643
"CARSONPALMER","Carson Palmer","QB","ARI",158,134.4,21,207.955098512067,181.3,234.84,226.68,210.94,NA,218.184,201.62,208.7,198.44,207.4,210.54,204.5,229.46,244.3,NA,188.94,207.866528571429,207.955098512067,-37.1272156044566,17.7,17.4986729870494,5.2507300602401
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",159,153,61,105.475090299816,NA,102.625,107.125,101.125,NA,104.45,96.2,96,103.175,120.25,102.375,86.75,108,123.5,NA,104.965,98.5709632034632,105.475090299816,-37.9241313897945,23.2,9.59820444279246,5.06394039874354
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",160,133.9,54,79.7960884219165,36.44,135.45,NA,64.475,NA,80.0775,107.25,65.725,66.6,78.375,69.975,80,99.4,103.575,NA,66.475,78.3409203296703,79.7960884219165,-38.131725779154,25.7,25.0709442517245,6.83262271130809
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",161,184.4,25,79.3642025307023,70.59,86.625,95.875,58,NA,82.7,85.875,81.75,75.5,82.75,75,64.875,79.25,90,NA,91.925,80.7969047619048,79.3642025307023,-38.9907217457281,22.4,10.516039796164,5.06861810999736
"KENNYBRITT","Kenny Britt","WR","STL",162,136.5,62,104.005002767667,78.155,110.25,112.875,89.625,NA,98.0875,107.1,100.625,103.125,118.75,92.875,115.625,62.75,137,NA,133.925,107.064891774892,104.005002767667,-39.3942189219437,27.4,20.0193561185786,6.52115285887259
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",163,136.9,63,103.561848939274,NA,NA,125.125,82.125,NA,105.8625,102.35,86.625,126.125,105.875,106.375,99,94.125,127.125,NA,102.45,104.881847319347,103.561848939274,-39.8373727503368,21.1,14.6847492185513,5.33652721058105
"JOEFLACCO","Joe Flacco","QB","BAL",164,158.3,22,204.640859013797,168.87,223.22,209.16,202.3,NA,209.666,200.1,210.96,211.02,220,207.36,217.6,236.14,222.3,NA,206.62,207.59920952381,204.640859013797,-40.4414551027273,18.3,15.2800762554912,5.09843787003109
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",165,165.4,64,102.282034954687,90.04,99.75,104.125,105.375,NA,97.6375,113.25,86,95.4,97.75,88.575,118.125,102,125.625,NA,105.75,102.110275974026,102.282034954687,-41.1171867349238,21,11.2302326532636,4.99007274930909
"ROBERTWOODS","Robert Woods","WR","BUF",166,161,65,101.644736035804,71.34,93.375,119.375,87.225,NA,103.975,93.5,111.725,105.5,101,96.85,99.25,113.625,137.825,NA,93.815,102.715081168831,101.644736035804,-41.7544856538067,24.7,15.7827410257444,5.82382237800036
"MALCOMFLOYD","Malcom Floyd","WR","SD",167,153.4,66,101.389985188689,107.495,98.75,93.5,102.5,NA,95.5,118.625,89.625,112.75,103.375,87.875,89.875,70.375,125.625,NA,106.4,102.273869047619,101.389985188689,-42.0092365009211,24.7,14.0859349808848,5.65884126635655
"LANCEDUNBAR","Lance Dunbar","RB","DAL",168,147.5,55,75.7131337014749,-0.6,89.35,78.675,50.8,NA,77.13,79.625,99.125,79.7,80.5,52.225,61.5,84.725,108.2,NA,92.525,74.2625952380952,75.7131337014749,-42.2146804995955,22.4,26.8415715893205,6.65595591538233
"ODELLBECKHAM","Odell Beckham","WR","NYG",169,165.3,67,99.506300577532,NA,92,102.75,98.75,NA,102.3375,80.375,88.225,79.5,102,105.125,98.375,117.375,106.125,NA,91.95,98.388625957376,99.506300577532,-43.8929211120785,28.5,10.6650036889772,5.72790072768026
"LEVINETOILOLO","Levine Toilolo","TE","ATL",170,207.3,26,74.4329180436533,NA,75.375,78.25,NA,NA,58.8625,72.125,63.875,69.5,85,53.125,45.75,89.125,92.125,NA,88.8,72.5272321428571,74.4329180436533,-43.9220062327771,23.1,15.0301525775915,5.58152035628174
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",171,164.7,56,73.7080724403158,88.44,109.35,68.45,53.2,NA,66.9525,79.625,90.5,48.7,41.5,57.775,62,118.475,87.7,NA,78.175,72.8680357142857,73.7080724403158,-44.2197417607546,29.7,22.4398986282565,6.99962400764445
"ROYHELU","Roy Helu","RB","WAS",172,172.8,57,73.3305627869787,36.305,86.4,65.225,80.725,NA,74.9125,91.125,63.4,56.9,70.75,68.175,78.5,91.075,89.5,NA,73.55,73.674880952381,73.3305627869787,-44.5972514140917,16.8,15.1559329008405,4.9278102812998
"MARVINJONES","Marvin Jones","WR","CIN",173,149.8,68,98.6111796675199,148.035,96.25,109.375,89.175,NA,106.8625,110.35,86.9,69.625,70.25,64.5,90.25,118.625,94.675,NA,112.46,100.759264069264,98.6111796675199,-44.7880420220906,34.9,22.3083439806884,7.53649744930314
"ELIMANNING","Eli Manning","QB","NYG",174,146.6,23,200.087454123895,141.56,213.34,213.38,211.18,NA,208.2,174.3,201.74,203.16,201.8,208.5,191.5,241.08,218.86,NA,184.69,198.522773809524,200.087454123895,-44.9948599926289,20.1,23.2887151491168,6.06738944277905
"SCOTTCHANDLER","Scott Chandler","TE","BUF",175,241,27,73.1251935778291,70.965,85.5,91.125,66.875,NA,80.5125,98.625,76.75,60,58.875,54.625,52.375,72.125,76.125,NA,78.75,72.6659523809524,73.1251935778291,-45.2297306986014,41,13.6680319212487,7.3411953479253
"JAMESWHITE","James White","RB","NE",176,154.1,58,72.6185013712862,NA,108.9,71.1,44.425,NA,75.535,60.3,57.1,55.375,102.125,46.3,81.875,NA,63.725,NA,78.5125,70.2727083333333,72.6185013712862,-45.3093128297843,23.5,20.2658925325791,6.1328752768826
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",177,181.4,59,72.2572004191882,81.08,69.8,55.975,56.375,NA,62.5975,96.55,73.95,66.475,74.75,64.025,47,135.6,87.1,NA,74.75,73.8444166666667,72.2572004191882,-45.6706137818823,15.9,21.8157824122724,5.48021579012079
"MYCHALRIVERA","Mychal Rivera","TE","OAK",178,NA,28,72.3753342290143,NA,83.625,87.75,69.75,NA,79.3375,82.5,69.875,47.5,57,58.875,75.5,44.375,82.625,NA,72.35,71.7236950549451,72.3753342290143,-45.9795900474161,NA,14.1272570241233,4.88628777669055
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",179,173.7,60,71.9000215744971,NA,104.625,90.2,41.85,NA,87.3675,98.475,59.25,65.675,83.75,62.075,69.125,93.425,74.45,NA,66.875,75.112793040293,71.9000215744971,-46.0277926265733,22.3,18.0112691397814,5.78681170189634
"NATEWASHINGTON","Nate Washington","WR","TEN",180,196.1,69,97.0745152608772,100.46,100.375,89.5,87,NA,90.1375,135,81.875,77.375,87,70.5,87,128.625,114.375,NA,113.425,98.9295833333333,97.0745152608772,-46.3247064287333,23.1,19.129380246972,5.98008985679966
"MILESAUSTIN","Miles Austin","WR","CLE",181,165.8,70,96.9380934449106,55.945,88.125,99.875,52.125,NA,85.95,153.775,98.625,103.625,89.25,104.5,117.75,107.75,126.875,NA,93.4,97.9762987012987,96.9380934449106,-46.4611282446999,22.4,25.8975813181824,6.56417137419383
"ZACHMILLER","Zach Miller","TE","SEA",182,NA,29,70.8322606707253,167.74,82.75,58.125,54.75,NA,67.8875,76,73.375,70.75,72.75,45.5,74,66,87.375,NA,63.35,75.0400595238095,70.8322606707253,-47.5226636057051,NA,28.6442494258744,7.7092734106955
"JAMESSTARKS","James Starks","RB","GB",183,157.9,61,69.9376208786228,62.515,86.9,66.35,66.95,NA,69.815,82.75,58.25,46.675,68.5,49.6,68,93.75,101.15,NA,56.05,69.385880952381,69.9376208786228,-47.9901933224476,22.4,16.0763427694442,5.60924853053789
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",184,144.7,62,69.099645031193,NA,127.85,94,66.85,NA,91.87,55.5,49.225,62.175,49.625,73.825,44.5,27.15,100.475,NA,41.6,68.228489010989,69.099645031193,-48.8281691698774,22.1,28.4544966028759,6.78106982531476
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",185,186.8,71,94.3438377772157,123.745,91.75,88.5,90.9,NA,86.95,92.95,76.625,83.175,101.75,53.125,80.5,111.375,94.675,NA,96.845,92.628354978355,94.3438377772157,-49.0553839123948,10.5,16.3852188523883,4.38139448771995
