"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk"
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",281,NA,93,30.1665188649323,NA,57.85,53.05,19.55,NA,38.655,0.1,7.375,5.625,10.625,22,16.875,NA,51,NA,NA,27.3197348484848,30.1665188649323,-87.7612953361382,NA,20.8335955195623,6.19040757681631
"COLEBEASLEY","Cole Beasley","WR","DAL",282,NA,100,55.2027289763281,-0.78,82,49.75,64.875,NA,60.925,72.85,42.125,40.75,42,48.25,37.25,75.5,71,NA,52.975,52.4098051948052,55.2027289763281,-88.1964927132823,NA,21.1795278382345,6.25767784457727
"JACOBYJONES","Jacoby Jones","WR","BAL",283,NA,101,54.5586112267098,3.98,67.625,56.75,NA,NA,51.5875,55,71.375,31.675,16.875,45.525,24.75,46.125,84.075,NA,59.08,50.2657305194805,54.5586112267098,-88.8406104629006,NA,22.7492038181334,6.56291825654874
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",284,NA,94,29.0617326961607,21.325,21.175,48.375,20.95,NA,30.995,32.225,29.7,27.625,6.125,7.075,49.375,NA,61.975,NA,19.175,28.5921428571429,29.0617326961607,-88.8660815049097,NA,16.2788737660117,5.3046928418818
"AUSTINCOLLIE","Austin Collie","WR",NA,285,NA,102,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,54.375,54.375,-89.0242216896105,NA,NA,NA
"STEPHENHILL","Stephen Hill","WR","NYJ",286,178,103,54.3746019162657,19.28,63.625,48.25,NA,NA,44.8625,30.375,56.5,52.25,74.25,68.375,41.625,78.375,76.875,NA,26.625,48.4564448051948,54.3746019162657,-89.0246197733448,4,19.5484543949328,4.00187642072486
"JASONSNELLING","Jason Snelling","RB",NA,287,NA,95,28.785,59.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.785,28.785,-89.1428142010705,NA,NA,NA
"DUJUANHARRIS","DuJuan Harris","RB","GB",288,NA,96,27.8594777926376,NA,NA,43.575,NA,NA,28.6625,43.025,NA,29.025,36.375,13.1,12.625,3.375,NA,NA,22.3375,21.8954545454545,27.8594777926376,-90.0683364084329,NA,14.1103483806606,4.88299970873097
"JARIUSWRIGHT","Jarius Wright","WR","MIN",289,NA,104,53.2496320443564,62.41,55.125,34.25,NA,NA,35.7375,75,9.5,65.5,71.375,57.75,16.25,62.125,64.5,NA,37.15,49.695,53.2496320443564,-90.1495896452541,NA,21.0452036681971,6.2315570619922
"CLAYHARBOR","Clay Harbor","TE","JAX",290,NA,61,28.1752058994779,13.045,50.875,NA,NA,NA,30.2375,39,NA,39.625,18.75,21.625,27.25,NA,NA,NA,23.475,28.9016111111111,28.1752058994779,-90.1797183769526,NA,11.9353347803673,4.46004487225583
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",291,NA,62,28.0623117761336,NA,NA,NA,NA,NA,26.4625,34.125,38,49.75,28.5,21.125,4.375,NA,NA,NA,14.625,27.1203125,28.0623117761336,-90.2926125002968,NA,14.09811590993,4.88062097295808
"THEORIDDICK","Theo Riddick","RB","DET",292,182.3,97,27.5683133272392,38.24,19.825,38.7,24.925,NA,28.1775,13.1,NA,23.2,48.625,22.775,23.25,2.85,NA,NA,33.6,26.3175297619048,27.5683133272392,-90.3595008738313,11.9,12.2497101755294,4.12728398067458
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",293,NA,105,53.0301421724428,40.08,93.25,NA,68.85,NA,62.025,67.225,36.75,68.625,38.125,64.4,1.25,2.875,86.35,NA,37.205,51.4294405594406,53.0301421724428,-90.3690795171677,NA,28.4261134628455,7.66685452165509
"EARLBENNETT","Earl Bennett","WR",NA,294,NA,106,52.8629084678943,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,28.4392857142857,52.8629084678943,-90.5363132217162,NA,35.564067774464,9.05490666911314
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",295,192,98,27.2745271929927,NA,55.95,25.625,29.4,NA,37.79,24.5,NA,14.35,9.875,26.675,18.375,NA,NA,NA,13.315,25.5255,27.2745271929927,-90.6532870080777,3,13.5952717373031,3.31734143429533
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",296,NA,107,52.6564160002006,NA,87.875,NA,59.5,NA,63.7875,85.875,41.75,29.125,38.25,53.75,63.625,47.625,45,NA,14.7,52.571875,52.6564160002006,-90.7428056894099,NA,21.4069366180525,6.30189993278305
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",297,NA,99,27.1079011897412,NA,54.825,23.5,22.925,NA,35.105,25.5,NA,13.25,6.375,22.525,47,15.6,NA,NA,NA,29.2004545454545,27.1079011897412,-90.8199130113293,NA,15.034454586789,5.06270212036003
"JACOBTAMME","Jacob Tamme","TE","DEN",298,NA,63,27.3126644543807,25.985,NA,NA,NA,NA,24.3125,53.625,30.25,24.25,15,24.25,40.125,NA,NA,NA,19.85,28.5566666666667,27.3126644543807,-91.0422598220497,NA,11.6532201826362,4.40518464814758
"STEDMANBAILEY","Stedman Bailey","WR","STL",299,NA,108,51.8838636309677,NA,NA,62.25,NA,NA,47,70.175,NA,36.975,100.5,53.375,45.75,NA,NA,NA,30.73,55.980625,51.8838636309677,-91.5153580586428,NA,22.0827211763761,6.43331352363124
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",300,NA,64,26.2307508673957,40.24,NA,NA,NA,NA,17.1875,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,13.0354166666667,26.2307508673957,-92.1241734090347,NA,12.2312944770099,4.51759742506738
"MIKELLESHOURE","Mikel Leshoure","RB","DET",301,NA,100,25.6382125719786,NA,43.05,NA,NA,NA,18.1175,66.45,11.775,3.5,0.5,6.65,4.125,NA,45.2,NA,8.7175,16.5904166666667,25.6382125719786,-92.2896016290918,NA,22.6044136299873,6.53476224394161
"ALLENHURNS","Allen Hurns","WR","JAC",302,NA,109,50.9637177522894,NA,NA,75.625,NA,NA,56.725,NA,NA,NA,47,NA,NA,NA,NA,NA,18.875,49.55625,50.9637177522894,-92.435503937321,NA,23.6561776198805,6.73928908749593
"JARVISLANDRY","Jarvis Landry","WR","MIA",303,222,110,50.6877109819731,NA,68.875,71.125,71.5,NA,59.5,37.25,19,60.775,67.75,50.95,79.25,3.375,32.75,NA,23.275,50.9778971028971,50.6877109819731,-92.7115107076374,44,24.0663236222799,8.66933945815591
"JOHNKUHN","John Kuhn","RB","GB",304,NA,101,24.2226312756273,25.94,41.1,15.125,NA,NA,23.455,NA,9.475,7.8,15,12.025,31.5,NA,NA,NA,20.39,19.878,24.2226312756273,-93.7051829254432,NA,10.5223940558538,4.18528331995792
"TONYMOEAKI","Tony Moeaki","TE","BUF",305,NA,65,24.6250739049274,NA,NA,NA,NA,NA,21.4625,39.125,9.625,4.125,26.625,17.875,18.5,38,50.875,NA,NA,22.62125,24.6250739049274,-93.729850371503,NA,15.0756189987159,5.0707069839217
"RONNIEBROWN","Ronnie Brown","RB","HOU",306,NA,102,24.071778295709,-0.03,NA,NA,33.6,NA,33.6,8.4,NA,NA,5.5,20.35,1,NA,48.5,NA,13.2375,18.2370555555556,24.071778295709,-93.8560359053615,NA,16.982150944284,5.44145266898942
"JOSEPHRANDLE","Joseph Randle","RB","DAL",307,171.5,103,23.2245275817182,23.36,31.975,18.625,33.5,NA,26.185,28.875,21.525,8.25,12.875,19.725,22.375,9.725,NA,NA,23.625,21.4753846153846,23.2245275817182,-94.7032866193522,16.5,7.84607363426822,4.1853584055297
"JIMDRAY","Jim Dray","TE","CLE",308,NA,66,23.4949657234627,13.37,NA,NA,NA,NA,20.8375,22.85,NA,NA,NA,4.625,6.25,45.625,43.875,NA,NA,19.7356458333333,23.4949657234627,-94.8599585529677,NA,16.6406982543659,5.37505351332033
"MIKEBROWN","Mike Brown","WR","JAC",309,NA,111,48.4687283431861,147.23,44.875,49.625,NA,NA,47.25,79.375,NA,24,19.375,12.875,54.5,16.375,54.5,NA,NA,49.2516883116883,48.4687283431861,-94.9304933464244,NA,38.0970197176057,9.54746647414902
"ROBERTHOUSLER","Robert Housler","TE","ARI",310,NA,67,22.7875,NA,NA,NA,NA,NA,33.475,21.875,21.125,NA,NA,NA,NA,NA,NA,NA,NA,25.4916666666667,22.7875,-95.5674242764304,NA,6.92393192726021,3.48552357548735
"MATTSCHAUB","Matt Schaub","QB","OAK",311,192.6,30,149.394634365702,170.69,172.12,124.42,115.1,NA,145.622,189.66,183.2,145.08,142.3,120.86,168,217.76,161.98,NA,88.09,150.054930952381,149.394634365702,-95.6876797508216,15.5,34.1541485302178,6.63759803770859
"AJJENKINS","A.J. Jenkins","WR","KC",312,NA,112,47.5901231041569,50.485,69,39.875,53.6,NA,50.4375,40.875,34.375,24.925,8.125,40.9,18.75,81.625,68.175,NA,57.155,45.6150487012987,47.5901231041569,-95.8090985854536,NA,20.2972503864101,6.08610948504529
"DENNISJOHNSON","Dennis Johnson","RB","HOU",313,NA,104,22.0456277702344,NA,24.125,NA,NA,NA,18.105,NA,NA,NA,NA,NA,NA,20,44.2,NA,NA,11.5588888888889,22.0456277702344,-95.8821864308361,NA,11.9945880157122,4.47156730248917
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",314,NA,105,21.8940726196468,32.565,22.775,19.825,NA,NA,21.3,NA,NA,14.675,10.5,11.425,NA,19.225,NA,NA,18.165,18.8261111111111,21.8940726196468,-96.0337415814236,NA,6.64531387729562,3.43134329277744
"ANTHONYDIXON","Anthony Dixon","RB","BUF",315,NA,106,21.84511217833,-0.03,28.125,33.1,NA,NA,30.6125,5.925,NA,24.15,15,13.6,1.75,NA,NA,NA,NA,16.9120555555556,21.84511217833,-96.0827020227404,NA,12.649762129955,4.59897297035026
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",316,NA,113,47.3127014096053,NA,69.5,63.75,NA,NA,64.4,31,56.5,47.375,33.25,33.375,63,30.625,41.25,NA,36.7,47.346130952381,47.3127014096053,-96.0865202800052,NA,14.9854188915779,5.05316660092849
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",317,NA,107,21.7684066338319,58.165,50.3,16.625,NA,NA,22.3625,NA,17.425,6.875,7.625,8.575,28.625,NA,29.525,NA,NA,20.8184090909091,21.7684066338319,-96.1594075672386,NA,17.6596494102139,5.57319954764383
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",318,NA,114,47.2317801479215,43.17,63.375,NA,NA,NA,35.875,NA,NA,18.25,NA,15.875,27.625,69.5,73.75,NA,NA,41.1213333333333,47.2317801479215,-96.167441541689,NA,22.9813724257588,6.60806594457222
"JOSHHILL","Josh Hill","TE","NO",319,NA,68,22.15,NA,NA,NA,NA,NA,15.5875,10.25,NA,38,19.75,NA,5.625,NA,NA,NA,26.55,19.19375,22.15,-96.2049242764304,NA,11.7059433355454,4.41543723347126
"JUSTINFORSETT","Justin Forsett","RB","BAL",320,NA,108,21.6571005521472,9.65,43.9,28.8,NA,NA,27.41,37.25,NA,12.025,9.125,16.525,4.625,NA,NA,NA,30.6125,19.9065909090909,21.6571005521472,-96.2707136489232,NA,13.3812063715621,4.74121018650277
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",321,NA,109,21.3876814968104,NA,26.725,54.925,23.225,NA,30.78,8.65,8.2,19.8,16.25,27.925,7.5,4.8,NA,NA,15.2,20.2816666666667,21.3876814968104,-96.54013270426,NA,13.9660981297461,4.85494869273787
"SANTONIOHOLMES","Santonio Holmes","WR","CHI",322,NA,115,46.5254253492776,76.655,NA,52.625,85,NA,54.65,23,NA,23.5,44.5,23.5,21,NA,75.25,NA,25.5,45.6209090909091,46.5254253492776,-96.8737963403329,NA,24.5437232764861,6.91188190622738
"DANHERRON","Dan Herron","RB","IND",323,NA,110,21.0399706010459,-0.03,NA,35.625,NA,NA,16.9125,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.72,21.0399706010459,-96.8878436000246,NA,14.5662457092588,4.97165385785477
"KELLENDAVIS","Kellen Davis","TE","NYG",324,NA,69,20.9819794957568,NA,NA,NA,NA,NA,16.3625,NA,43.75,NA,27.625,15.375,8.75,NA,NA,NA,NA,15.9803571428571,20.9819794957568,-97.3729447806736,NA,13.7408503648792,4.81114683718035
"KRISDURHAM","Kris Durham","WR","DET",325,NA,116,45.3411063111536,NA,77.375,27.5,NA,NA,39.4625,65.675,40,50.625,10.625,17.625,52.625,0.875,89.75,NA,33.35,35.919237012987,45.3411063111536,-98.0581153784569,NA,26.7043814812019,7.33204518131264
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",326,NA,70,20.125,NA,NA,NA,NA,NA,15.95,NA,19,11.25,24.75,25.5,14.75,NA,NA,NA,NA,15.8857142857143,20.125,-98.2299242764304,NA,5.68213574870107,3.24404292471482
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,327,NA,111,19.635,30.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.225,NA,NA,20.3166666666667,19.635,-98.2928142010705,NA,0.572756492761105,2.25046906044376
"DAVIDNELSON","David Nelson","WR","NYJ",328,NA,117,45.0003316291897,8.17,63.375,17.5,NA,NA,36.3875,62.475,60.625,77.5,15,50.375,61.75,27.875,45.375,NA,45.6,40.8681493506493,45.0003316291897,-98.3988900604208,NA,21.6420025681603,6.34761104027925
"DANIELHERRON","Daniel Herron","RB","IND",329,NA,112,19.4750065344,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,14.4,20,NA,NA,NA,27.2375,20.109375,19.4750065344,-98.4528076666705,NA,5.27669181992847,3.16519998296461
"STORMJOHNSON","Storm Johnson","RB","JAC",330,162.5,113,19.420152724021,NA,35.9,11.075,16.5,NA,21.89,1.15,NA,11.55,19.625,27.7,NA,NA,NA,NA,13.2575,17.5741666666667,19.420152724021,-98.5076614770495,21.5,10.1811458711679,4.94092199418001
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",331,NA,118,44.826223297492,-0.09,57,45.625,NA,NA,47.9375,68.725,36.625,33.625,4.375,23.875,4.375,48.875,75,NA,NA,36.9811408730159,44.826223297492,-98.5729983921184,NA,24.9971651906029,7.00005857354125
"DIONLEWIS","Dion Lewis","RB","CLE",332,NA,114,19.2815131491554,19.86,25.75,NA,NA,NA,14.0975,13.75,17.15,27.775,33.75,9.225,4.125,2.45,NA,NA,31.25,16.2160416666667,19.2815131491554,-98.6463010519151,NA,10.6202818347726,4.20431865358522
"DIONSIMS","Dion Sims","TE","MIA",333,NA,71,19.0272280453549,7.735,NA,NA,NA,NA,20.5,15,NA,24,21,18.375,4.375,NA,NA,NA,18.875,16.18,19.0272280453549,-99.3276962310755,NA,6.83660995774117,3.46854287737418
"BRUCEMILLER","Bruce Miller","RB","SF",334,NA,115,18.4189782148039,30.24,27.35,13.95,NA,NA,20.65,NA,NA,14.925,10.5,7.8,NA,NA,NA,NA,23.36,16.3625555555556,18.4189782148039,-99.5088359862665,NA,8.07368075800269,3.70910462740748
"VANCEMCDONALD","Vance McDonald","TE","SF",335,NA,72,18.2624347182862,1.185,50.875,NA,NA,NA,24.9875,13.5,10.75,26.625,5,17.625,5.625,NA,NA,NA,17.05,17.31625,18.2624347182862,-100.092489558144,NA,14.4457930462855,4.94823053932289
"EDWINBAKER","Edwin Baker","RB","CLE",336,NA,116,17.7885742044636,111.27,10.475,5.5,19.25,NA,11.0975,23.925,NA,NA,NA,15.375,1.125,NA,NA,NA,NA,21.6232777777778,17.7885742044636,-100.139239996607,NA,35.7039435956485,9.08210703009845
"JACKIEBATTLE","Jackie Battle","RB","TEN",337,NA,117,17.6357682367471,18.9,47.975,5.4,NA,NA,26.6875,16.65,NA,20.55,1.5,17.575,2.675,12.9,NA,NA,10.43,16.4391883116883,17.6357682367471,-100.292045964323,NA,13.0649948465703,4.67971944739825
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",338,NA,119,42.7266434823078,46.53,73.75,52.625,NA,NA,47.0625,39.825,48.75,30.175,31.125,27.5,28.5,38.375,82.05,NA,15.19,44.5212067099567,42.7266434823078,-100.672578207303,NA,18.6760362702912,5.77084692701723
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",339,NA,120,42.6741105213058,59.855,44.875,36.875,NA,NA,39.7875,24.625,36.5,45.125,13.75,11.375,6.25,75.375,73.125,NA,NA,38.2544345238095,42.6741105213058,-100.725111168305,NA,22.7354172157755,6.56023730313076
"WILLISMCGAHEE","Willis McGahee","RB",NA,340,NA,118,16.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.875,NA,NA,16.9375,16.9375,-100.99031420107,NA,NA,NA
"ACESANDERS","Ace Sanders","WR","JAC",341,NA,121,42.3615660261699,31.605,56.5,NA,49.85,NA,42.7,52.45,33.375,39.25,24.125,49.05,26.625,47.125,94.025,NA,25.495,43.9329220779221,42.3615660261699,-101.037655663441,NA,18.5511945240524,5.74657010393963
"GREGLITTLE","Greg Little","WR","OAK",342,NA,122,41.8242708668342,30.29,81.25,42.625,53.25,NA,59.6125,32,NA,41,22.5,27.75,15.625,12.25,91.625,NA,NA,42.4632043650794,41.8242708668342,-101.574950822776,NA,24.9357620255239,6.98811806629959
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",343,NA,119,16.3335949700574,22.51,NA,NA,NA,NA,NA,25.775,NA,NA,3.625,6.25,NA,NA,43.375,NA,11.285,13.795,16.3335949700574,-101.594219231013,NA,14.9037151967778,5.03727843688716
"ALLENREISNER","Allen Reisner","TE","MIN",344,NA,73,16.63625,26.235,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63625,16.63625,-101.71867427643,NA,13.5746824318287,4.77883369167116
"DARRELYOUNG","Darrel Young","RB","WAS",345,NA,120,16.2019184345439,16.09,36.35,27.25,NA,NA,31.8,NA,NA,4.875,9,8.05,8.375,NA,NA,NA,NA,17.68625,16.2019184345439,-101.725895766527,NA,12.309527886386,4.53281075470591
"LOGANPAULSEN","Logan Paulsen","TE","WAS",346,NA,74,16.5799753613281,11.14,NA,NA,NA,NA,24,44.375,24,7.5,18.5,17.625,12.125,NA,NA,NA,20.775,19.0127777777778,16.5799753613281,-101.774948915102,NA,10.7900238775351,4.23732682324904
"GARYBARNIDGE","Gary Barnidge","TE","CLE",347,NA,75,16.4811490053426,NA,NA,NA,NA,NA,16.625,16.75,9.625,8.625,19.75,6.25,11.625,NA,NA,NA,25.75,12.6944444444444,16.4811490053426,-101.873775271088,NA,6.52673075020828,3.40828352564809
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",348,NA,76,16.1872650015383,15.685,NA,NA,NA,NA,20.45,28.125,29.125,7.25,3.75,13.75,1.25,NA,NA,NA,12.0625,14.5677777777778,16.1872650015383,-102.167659274892,NA,9.9148224300511,4.06713446902492
"ERIKLORIG","Erik Lorig","RB","NO",349,NA,121,15.556181243754,26.205,19.075,15.7,NA,NA,17.3875,3.975,NA,NA,NA,1.625,3.75,NA,NA,NA,12.9425,12.52625,15.556181243754,-102.371632957316,NA,8.7245991516598,3.8356827245333
"VINCENTBROWN","Vincent Brown","WR","SD",350,NA,123,40.4151350830875,24.595,66,49.875,38.75,NA,46.4875,23,19.875,37.375,15.625,18.875,49.75,90.375,77.75,NA,11.075,40.4919642857143,40.4151350830875,-102.984086606523,NA,24.3119028338481,6.86680192263816
"FRANKSUMMERS","Frank Summers","RB","BUF",351,NA,122,14.7206693517474,17.5,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.125,5.25,1.125,NA,NA,NA,15.08,11.4805,14.7206693517474,-103.207144849323,NA,8.95246160282187,3.87999303402151
"JEDCOLLINS","Jed Collins","RB","DET",352,NA,123,14.5679826809059,14.155,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,2.125,NA,7.05,NA,NA,17.85,13.5741517857143,14.5679826809059,-103.359831520165,NA,9.65158470865758,4.01594505697202
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",353,NA,124,14.501977325838,NA,25,16.125,NA,NA,13.0775,12.925,6.7,17.575,NA,11.55,1.875,NA,46.275,NA,NA,11.966875,14.501977325838,-103.425836875232,NA,12.8368199673829,4.6353483829132
"ANTONESMITH","Antone Smith","RB","ATL",354,NA,125,14.4824683051234,NA,4.525,15.1,NA,NA,7.51,15.175,NA,11.95,29.75,15.275,5.75,NA,NA,NA,NA,11.6705555555556,14.4824683051234,-103.445345895947,NA,8.02118241973802,3.69889575971444
"ROBERTMEACHEM","Robert Meachem","WR","NO",355,NA,124,39.9297158281382,NA,69.375,39.625,NA,NA,40.875,55.25,NA,17.65,NA,6.575,29.75,58.75,55.75,NA,9.6625,29.5209615384615,39.9297158281382,-103.469505861472,NA,21.8839096538098,6.39465248031405
"JONBALDWIN","Jon Baldwin","WR","DET",356,NA,125,39.6649117594744,NA,47.5,NA,NA,NA,35.925,NA,NA,NA,NA,NA,NA,35.375,42.375,NA,NA,17.9083333333333,39.6649117594744,-103.734309930136,NA,5.76025805990206,3.25923465011581
"JAMESHANNA","James Hanna","TE","DAL",357,NA,77,14.4557100810483,30.485,NA,NA,NA,NA,20.125,9.375,NA,9.875,1.875,13.375,3.75,NA,NA,NA,NA,12.5742857142857,14.4557100810483,-103.899214195382,NA,9.90127619239536,4.06450025711389
"VIRGILGREEN","Virgil Green","TE","DEN",358,NA,78,14.4498745115473,NA,NA,NA,NA,NA,23.6875,6.9,NA,NA,1.875,14.25,12.875,NA,NA,NA,19.85,11.4910714285714,14.4498745115473,-103.905049764883,NA,8.04182199763627,3.70290934808635
"RHETTELLISON","Rhett Ellison","TE","MIN",359,NA,79,14.1226277796668,NA,NA,NA,NA,NA,21.75,9.875,NA,6.5,2.5,13.75,2.5,NA,NA,NA,19.55,9.103125,14.1226277796668,-104.232296496764,NA,7.76955482269461,3.64996406147321
"DEVINSTREET","Devin Street","WR","DAL",360,NA,126,38.9369952134334,NA,50.875,58.75,NA,NA,54.8125,48.875,NA,10.5,5.625,21,44.5,23.5,NA,NA,NA,35.3819444444444,38.9369952134334,-104.462226476177,NA,20.2529522453586,6.07749523408058
"MARIONGRICE","Marion Grice","RB","SD",361,NA,126,13.0249892948059,NA,21.7,NA,NA,NA,10.85,NA,NA,NA,16.25,NA,2.625,NA,54.425,NA,NA,13.23125,13.0249892948059,-104.902824906265,NA,19.8796488273812,6.00490236105902
"KEVINOGLETREE","Kevin Ogletree","WR","DET",362,NA,127,38.2688967667856,NA,51.75,59.25,NA,NA,55.5,50.725,NA,12.375,14.375,17.5,NA,NA,NA,NA,17.325,31.0111111111111,38.2688967667856,-105.130324922825,NA,21.0166855481204,6.22601140618021
"MARQUESSWILSON","Marquess Wilson","WR","CHI",363,NA,128,37.9247759010342,NA,89.25,38,NA,NA,57.6625,37.45,NA,39,23.5,17.875,13.5,83,NA,NA,21.725,41.88125,37.9247759010342,-105.474445788576,NA,26.5666405596379,7.30525997456811
"DONTEMONCRIEF","Donte Moncrief","WR","IND",364,173,129,37.8420996323009,NA,64.75,29.25,NA,NA,36.9125,19.575,7.25,50.125,40.125,30.45,21,37.375,76.625,NA,30.5,38.4538392857143,37.8420996323009,-105.55712205731,18,19.3350610778572,5.46099420491173
"DREWDAVIS","Drew Davis","WR","ATL",365,NA,130,37.1845236700842,58.465,46,39.875,NA,NA,39.2375,28.25,28.125,42.375,21,28.375,35.125,55.125,30.125,NA,NA,37.6266964285714,37.1845236700842,-106.214698019526,NA,11.4553970569751,4.36671580926138
"CYRUSGRAY","Cyrus Gray","RB","KC",366,NA,127,11.6807709100661,-0.03,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,NA,6.225,30.125,13.525,NA,NA,NA,10.9025,11.6807709100661,-106.247043291004,NA,9.85238563890887,4.05499296205502
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",367,NA,80,12.0562538047452,NA,NA,NA,NA,NA,8.4875,3.125,NA,4.5,41.375,22.5,21.625,NA,NA,NA,NA,14.5160714285714,12.0562538047452,-106.298670471685,NA,14.6081107964605,4.97979497527539
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",368,NA,128,11.5994350179173,26.37,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.442,11.5994350179173,-106.328379183153,NA,9.41642146620289,3.97021502993036
"JEFFWILLIAMS","Jeff Williams","RB",NA,369,NA,129,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,10.75,10.75,-107.17781420107,NA,NA,NA
"ISAIAHPEAD","Isaiah Pead","RB","STL",370,NA,130,10.7322567418333,19.805,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,4.885,10.7322567418333,-107.195557459237,NA,7.55316214133745,3.60788417234264
"CHARLESJOHNSON","Charles Johnson","WR","CLE",371,194.5,131,35.9628128906416,NA,NA,41.125,NA,NA,22.825,11.775,8,49.275,46.375,NA,34.125,NA,NA,NA,36.6,37.6698412698413,35.9628128906416,-107.436408798969,3.5,15.4868031377871,3.55410812868957
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",372,NA,132,35.8905801754791,104.655,66,22.5,NA,NA,35.8625,89.825,9.5,10.625,22.25,33,13.5,NA,19.625,NA,NA,38.7731818181818,35.8905801754791,-107.508641514131,NA,33.04874816258,8.56577566092836
"DANTEROSARIO","Dante Rosario","TE","CHI",373,NA,81,10.7038962431166,0.74,NA,NA,NA,NA,15.725,NA,NA,5,6.25,13.875,10.375,NA,NA,NA,NA,7.41214285714286,10.7038962431166,-107.651028033314,NA,5.69177952547941,3.24591826104823
"LAMICHAELJAMES","LaMichael James","RB","SF",374,NA,131,10.0757102845628,-8.55,10.875,7.475,NA,NA,6.8875,28.325,NA,13.5,5.5,4.075,2.625,NA,NA,NA,16.1625,7.20454545454546,10.0757102845628,-107.852103916508,NA,9.65794505978253,4.01718189579896
"MICHAELFORD","Michael Ford","RB","CHI",375,NA,132,10.0755803271104,NA,20.8,14.2,NA,NA,17.5,NA,NA,NA,4.125,14.8,0.4,15.225,NA,NA,NA,8.505,10.0755803271104,-107.85223387396,NA,7.37131061874991,3.5725211838131
"JONASGRAY","Jonas Gray","RB","NE",376,NA,133,10.05,NA,NA,NA,NA,NA,NA,0.225,NA,NA,19.875,NA,NA,NA,NA,NA,NA,10.05,10.05,-107.87781420107,NA,13.8946482503157,4.84105449360891
"ORSONCHARLES","Orson Charles","RB","CIN",377,NA,134,10.0375,5.185,14.15,NA,NA,NA,10.9125,NA,NA,2.375,NA,1.625,NA,NA,NA,NA,NA,7.90125,10.0375,-107.89031420107,NA,5.47476894489621,3.20371821475355
"STANLEYHAVILI","Stanley Havili","RB","IND",378,NA,135,9.76249278615449,20.13,17.9,7.275,NA,NA,12.5875,21.125,NA,9.2,1.75,6.125,1.875,NA,NA,NA,16.4825,11.369,9.76249278615449,-108.165321414916,NA,7.25556960395101,3.55001409605
"JAMESCASEY","James Casey","TE","PHI",379,NA,82,10.155479591101,9.11,NA,NA,NA,NA,12.6,4.75,NA,20.5,2.5,4,NA,NA,NA,NA,NA,8.89,10.155479591101,-108.199444685329,NA,6.78949188084057,3.45938025949086
