"name","name_ffc","pos","team_ffc","mean","sd","freq","mad","median"
"WESWELKER","Wes Welker","WR","DEN",56.625,5.00499750249688,1,5.9304,55
"ANTONIOGATES","Antonio Gates","TE","SD",56.75,3.60555127546399,1,2.2239,57.5
"FREDJACKSON","Fred Jackson","RB","BUF",58.125,3.09569593683445,1,2.9652,58
"JUSTINFORSETT","Justin Forsett","RB","BAL",58.3125,6.12882533606563,1,8.1543,60
"RODDYWHITE","Roddy White","WR","ATL",59.1875,5.81055074842308,1,5.9304,58.5
"JORDANCAMERON","Jordan Cameron","TE","CLE",61.25,8.27445869327213,1,6.6717,63.5
"PIERRETHOMAS","Pierre Thomas","RB","NO",61.25,7.48776780266767,1,5.1891,62.5
"VICTORCRUZ","Victor Cruz","WR","NYG",63.4375,8.96637236196073,1,8.1543,65
"MONTEEBALL","Montee Ball","RB","DEN",64,9.4798030921885,1,10.3782,63
"DOUGMARTIN","Doug Martin","RB","TB",67.1875,6.06870387040484,1,3.7065,66.5
"VINCENTJACKSON","Vincent Jackson","WR","TB",67.875,7.57957782465488,1,5.9304,67.5
"MICHAELCRABTREE","Michael Crabtree","WR","SF",68,7.37563556583431,1,7.413,67
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",68.875,8.99536917900909,1,6.6717,68.5
"PERCYHARVIN","Percy Harvin","WR","SEA",69.375,7.18215380880508,1,2.2239,68.5
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",70.625,8.57029754442633,1,5.1891,69
"REGGIEWAYNE","Reggie Wayne","WR","IND",71.9375,4.90535421758715,1,3.7065,72
"MATTRYAN","Matt Ryan","QB","ATL",73.25,13.699148392023,1,15.5673,77
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",74.375,5.42678542048605,1,3.7065,76.5
"ANDREJOHNSON","Andre Johnson","WR","HOU",76.3125,7.36404553670512,1,6.6717,78
"STEVENJACKSON","Steven Jackson","RB","ATL",76.5,4.53137212479105,1,4.4478,77
"CHRISIVORY","Chris Ivory","RB","NYJ",77.4375,5.57337420240199,1,3.7065,77
"RYANMATHEWS","Ryan Mathews","RB","SD",78,5.97773647238931,1,7.413,77.5
"JULIANEDELMAN","Julian Edelman","WR","NE",78.75,6.97137002317335,1,3.7065,82
"JASONWITTEN","Jason Witten","TE","DAL",79.5,10.3408574757287,1,2.2239,78
"VERNONDAVIS","Vernon Davis","TE","SF",79.75,7.60263112349929,1,5.1891,79
"STEVANRIDLEY","Stevan Ridley","RB","NE",80.375,8.82326470191165,1,7.413,76.5
"SEATTLEDEFENSE","Seattle Defense","DEF","SEA",80.4375,2.89755644178562,1,2.2239,81
"PIERREGARCON","Pierre Garcon","WR","WAS",82.25,6.8847657912234,1,7.413,84
"NICKFOLES","Nick Foles","QB","PHI",84,9.64019363567627,1,4.4478,86.5
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",84.125,9.69450015902487,1,14.0847,87
"PHILADELPHIADEFENSE","Philadelphia Defense","DEF","PHI",84.5,2.55603860169078,1,2.9652,85
"JORDANREED","Jordan Reed","TE","WAS",84.9375,15.4335943102485,1,10.3782,79.5
"JAYCUTLER","Jay Cutler","QB","CHI",85.625,11.3306369341416,1,12.6021,87
"TRENTRICHARDSON","Trent Richardson","RB","IND",89.6875,11.3120510960656,1,10.3782,93
"JOSHGORDON","Josh Gordon","WR","CLE",90.125,12.2956631920907,1,6.6717,93
"MICHAELFLOYD","Michael Floyd","WR","ARI",92.0625,5.88182227998546,1,8.1543,92
"MINNESOTADEFENSE","Minnesota Defense","DEF","MIN",93.5625,5.42793699300204,1,6.6717,93.5
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",94.1875,5.67119916772458,1,7.413,95
"CAMNEWTON","Cam Newton","QB","CAR",94.375,4.7169905660283,1,4.4478,96.5
"SHANEVEREEN","Shane Vereen","RB","NE",94.75,5.15751878329105,1,3.7065,93.5
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",94.875,5.23927475897189,1,3.7065,95.5
"RAYRICE","Ray Rice","RB","BAL",96.125,4.45533388198909,1,4.4478,96
"NEWENGLANDDEFENSE","NewEngland Defense","DEF","NE",97.875,5.66715684154468,1,7.413,97
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",98.625,7.55314504031268,1,6.6717,97.5
"ODELLBECKHAM","Odell BeckhamJr","WR","NYG",99.375,8.42120339777319,1,5.9304,101
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",101.5,8.11582815655104,1,6.6717,103
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",103.5625,8.98865025091829,1,8.1543,103
"ZACSTACY","Zac Stacy","RB","STL",104,8.18127944354264,1,10.3782,103
"ANQUANBOLDIN","Anquan Boldin","WR","SF",104.6875,9.00902325449324,1,8.1543,104
"ARIZONADEFENSE","Arizona Defense","DEF","ARI",105.25,6.59797948870208,1,2.9652,105
"CJSPILLER","C.J. Spiller","RB","BUF",105.25,8.08702664766229,1,4.4478,106.5
"SANFRANCISCODEFENSE","SanFrancisco Defense","DEF","SF",105.4375,6.62287701833576,1,4.4478,105
"ERICDECKER","Eric Decker","WR","NYJ",106.875,7.24683839109626,1,2.9652,105
"MALCOMFLOYD","Malcom Floyd","WR","SD",111.5625,7.57160264849303,1,6.6717,113.5
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",112.25,10.6926766215636,1,12.6021,112
"GREENBAYDEFENSE","GreenBay Defense","DEF","GB",112.5,7.35753581937141,1,5.1891,109
"DENARDROBINSON","Denard Robinson","RB","JAC",113.625,15.300871434878,1,10.3782,117
"PLAXICOBURRESS","Plaxico Burress","WR","PIT",114.4375,5.59724634679113,1,5.9304,115
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",114.5,9.36660735449786,1,8.8956,114.5
"JOEFLACCO","Joe Flacco","QB","BAL",115.25,3.37638860322683,1,3.7065,114.5
"DELANIEWALKER","Delanie Walker","TE","TEN",117.1875,16.1543337838488,1,7.413,116
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",117.1875,5.56439574437333,1,5.1891,115.5
"KEENANALLEN","Keenan Allen","WR","SD",117.625,4.17731971484108,1,4.4478,116
"STEPHENGOSTKOWSKI","Stephen Gostkowski","K","NE",118.125,7.12624258170695,1,3.7065,122
"MARQUESCOLSTON","Marques Colston","WR","NO",119.8125,6.72526331578673,1,10.3782,121.5
"MIKEEVANS","Mike Evans","WR","TB",121,11.3137084989848,0.125,11.8608,121
"CARSONPALMER","Carson Palmer","QB","ARI",121.933333333333,7.17601826190807,0.9375,5.9304,122
"DARRENMCFADDEN","Darren McFadden","RB","OAK",122.5,9.78434123144391,1,8.8956,125
"EDDIEROYAL","Eddie Royal","WR","SD",124.5625,9.14307570423287,1,7.413,124
"DENVERDEFENSE","Denver Defense","DEF","DEN",124.8,5.21536192416212,0.3125,2.9652,127
"MIAMIDEFENSE","Miami Defense","DEF","MIA",124.866666666667,14.3071743574767,0.9375,13.3434,119
"HOUSTONDEFENSE","Houston Defense","DEF","HOU",125.3125,12.7787258102415,1,11.1195,121
"TRAVISKELCE","Travis Kelce","TE","KC",126,NA,0.0625,NA,126
"BRANDENOLIVER","Branden Oliver","RB","SD",126.9375,9.0882249825438,1,4.4478,127.5
"ROBERTGRIFFIN","Robert GriffinIII","QB","WAS",127.933333333333,12.0027774563501,0.9375,8.8956,126
"BLAKEBORTLES","Blake Bortles","QB","JAC",128.533333333333,11.8795542645256,0.9375,11.8608,126
"JUSTINTUCKER","Justin Tucker","K","BAL",128.875,6.15223536610881,1,2.9652,127
"DETROITDEFENSE","Detroit Defense","DEF","DET",129.769230769231,12.5309872326821,0.8125,17.7912,130
"BILLYCUNDIFF","Billy Cundiff","K","CLE",131.5,1,0.25,1,131
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",132.266666666667,11.6770022245601,0.9375,7.413,130
"PHILDAWSON","Phil Dawson","K","SF",132.428571428571,1.2724180205607,0.4375,1.4826,132
"STEVENHAUSCHKA","Steven Hauschka","K","SEA",132.666666666667,1.96946385566932,0.75,1.4826,132
"ELIMANNING","Eli Manning","QB","NYG",133,NA,0.0625,NA,133
"BRANDONLAFELL","Brandon LaFell","WR","NE",133.357142857143,6.15950975643033,0.875,6.6717,131.5
"ADAMVINATIERI","Adam Vinatieri","K","IND",133.5625,8.77092735499882,1,1.4826,136
"MARKUSWHEATON","Markus Wheaton","WR","PIT",133.5625,7.33001819006383,1,6.6717,131.5
"MASONCROSBY","Mason Crosby","K","GB",134.6,2.35432732279459,0.9375,2.9652,134
"MATTPRATER","Matt Prater","K","DEN",134.625,3.20434972230828,0.5,1.4826,134
"JEREMYHILL","Jeremy Hill","RB","CIN",134.928571428571,9.34356451265778,0.875,2.9652,136
"DANBAILEY","Dan Bailey","K","DAL",135.0625,2.14378947971421,1,1.4826,136
"OWENDANIELS","Owen Daniels","TE","BAL",135.125,15.2484971937128,1,8.8956,142
"SHAYNEGRAHAM","Shayne Graham","K","NO",136.666666666667,7.23417813807024,0.1875,1.4826,133
"MATTBRYANT","Matt Bryant","K","ATL",136.75,2.17562251627743,1,2.2239,137.5
"ROBBIEGOULD","Robbie Gould","K","CHI",137.875,2.3057898140695,1,1.4826,138
"NICKNOVAK","Nick Novak","K","SD",138.75,3.45446570880843,1,3.45446570880843,140
"BISHOPSANKEY","Bishop Sankey","RB","TEN",140.933333333333,14.3151601291711,0.9375,4.4478,145
"TOBYGERHART","Toby Gerhart","RB","JAC",141,NA,0.0625,NA,141
"CHRISJOHNSON","Chris Johnson","RB","NYJ",141.916666666667,10.1574722458022,0.75,3.7065,143.5
"KNILEDAVIS","Knile Davis","RB","KC",142.727272727273,6.84238129733953,0.6875,2.9652,144
"TORREYSMITH","Torrey Smith","WR","BAL",144.1875,7.66132059982699,1,2.9652,147
"DAVANTEADAMS","Davante Adams","WR","GB",145.090909090909,6.37894263110346,0.6875,4.4478,146
"KEVINBOSS","Kevin Boss","TE","KC",145.5,2.12132034355964,0.125,2.2239,145.5
"ZACHERTZ","Zach Ertz","TE","PHI",145.6875,2.44182308941496,1,2.9652,146
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",145.75,3.20156211871642,0.25,0.7413,147
"BUFFALODEFENSE","Buffalo Defense","DEF","BUF",146,NA,0.0625,NA,146
"BRIANQUICK","Brian Quick","WR","STL",146.25,3.61544306709822,0.5,4.4478,146.5
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",147,NA,0.0625,NA,147
"DOUGBALDWIN","Doug Baldwin","WR","SEA",147.222222222222,2.77388616284887,0.5625,2.9652,148
"JAMESSTARKS","James Starks","RB","GB",148.833333333333,1.16904519445001,0.375,1.4826,149
"TEDGINN","Ted GinnJr","WR","ARI",150,NA,0.0625,NA,150
