"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"DOUGBALDWIN","Doug Baldwin","WR",124.544740271496,6.76757141090402,1,"SEA",123,139.7,47,149.525,114.6,138.725,98.9498591027483,0.6,118.4625,140.525,110.674859102748,118.474859102748,126.174859102748,110.924859102748,117.799859102748,125.975,145.525,117.292109102748,NA,121.175,124.798838541667,124.544740271496,-18.2364287403411,19.4,33.6891462709922,1,1,1,1,NA,1.3,145.5,3,174,NA,NA,1,1,7.68570306123455
"DOUGMARTIN","Doug Martin","RB",202.981041192461,3.55203678243024,35,"TB",43,21.7,11,239.53,222.25,190.175,207.099969476243,201.825,204.4525,208.65,196.524969476243,188.749969476243,178.399969476243,182.399969476243,201.149969476243,226.55,209.55,201.999919476243,NA,195.35,202.65962627451,202.981041192461,82.4705189344764,6.4,16.028930417186,25.5,36,30.75,36,34.5,40,16.2,42,23,23.9,4,30.75,35,8.98281222234415
"DREWBREES","Drew Brees","QB",316.310391588408,3.3891991767261,50,"NO",3,26.8,3,319.46,325.6,324.02,313.220054399986,328,322.49,314.92,319.040054399986,300.540054399986,295.120054399986,294.420054399986,321.120054399986,304.58,328.22,349.453354399986,NA,312.76,317.783718627451,316.310391588408,70.6174812133225,6.6,13.9785156582896,41.7,38,39.85,41.7,17,42.3,12.4,39,12,15.2,4.9,39.85,30,6.22653666928747
"DREWDAVIS","Drew Davis","WR",30.1224269449002,4.57806203143915,1,"ATL",342,NA,149,58.465,46,39.875,NA,NA,39.2375,18,28.125,34.75,21,28.75,7.5,14.375,30.125,NA,NA,NA,30.4704464285714,30.1224269449002,-112.658742066936,NA,14.2985829369795,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"DREWSTANTON","Drew Stanton","QB",-0.106956904032115,3.11951300982142,1,"ARI",811,NA,122,NA,NA,NA,NA,NA,0.84,-0.540000000000001,1.68,3.52,5,3.14,7,NA,NA,NA,NA,19.53,4.33833333333333,-0.106956904032115,-245.799867279118,NA,6.32214800183789,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"DRIARCHER","Dri Archer","RB",40.474715635388,6.13080039570083,1,"PIT",291,NA,80,1.8,55.2,73.15,-0.449962504939244,1.8,44.545,17.425,29.1500374950608,34.1500374950608,46.1750374950608,33.4250374950608,24.8000374950608,4.325,52.675,-0.449962504939244,NA,35.65,36.7997802197802,40.474715635388,-80.0358066225965,NA,22.7901155150854,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"DUJUANHARRIS","DuJuan Harris","RB",27.9125107910024,3.0915812536201,1,"GB",355,194,98,1.2,33.25,44.775,1.2,1.2,29.8625,44.225,1.2,32.1,37.575,14.3,13.825,3.85,1.2,1.2,NA,21.3375,22.8928571428571,27.9125107910024,-92.5980114669821,2,16.9190517612542,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"DUSTINKELLER","Dustin Keller","TE",0,NA,1,NA,645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,NA,NA,2.8125,0,-117.93991311306,NA,NA,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,NA
"DUSTINVAUGHAN","Dustin Vaughan","QB",0,NA,1,"DAL",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"DWAYNEALLEN","Dwayne Allen","TE",100.334055962359,5.22888420750561,1,"IND",159,156.1,18,123.485,100.625,113.25,69.375,NA,99.3625,114.525,106.625,99,110,87.125,102.5,61.75,116.25,93.13,NA,80.8,98.7358645833333,100.334055962359,-17.6058571507011,18.9,17.5332145122038,1.1,0,0.55,1.1,133.1,0,170,3,220,NA,NA,0.55,1,5.63478960316925
"DWAYNEBOWE","Dwayne Bowe","WR",133.979417544391,6.26117730901489,4,"KC",109,103.5,39,143.645,130.15,127.525,118.274942959888,0.4,130.1875,141.65,144.649942959888,120.399942959888,125.024942959888,134.399942959888,100.274942959888,146.5,150.75,134.099942959888,NA,144.975,134.55934375,133.979417544391,-8.80175146744574,13.9,35.5584024177965,1.2,6,3.6,6,116.9,2,122.7,4,115,103.4,10.3,3.6,1,8.23217423638394
"DWAYNEHARRIS","Dwayne Harris","WR",35.8704511054633,5.76902770202908,1,"DAL",316,NA,134,27.4,5.4,18.4,5.4,5.4,18.4,40.925,5.4,33.025,12.025,28.5,40.4,78.15,55.2,5.4,NA,21.75,31.0356547619048,35.8704511054633,-106.910717906373,NA,20.811672343403,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"EARLBENNETT","Earl Bennett","WR",52.8629084678943,8.46661028089454,1,NA,252,NA,105,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,NA,28.4392857142857,52.8629084678943,-89.9182605439424,NA,35.564067774464,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,1.6094379124341
"EDDICKSON","Ed Dickson","TE",36.8437184922417,4.74816115583383,1,"CAR",308,NA,53,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,52.25,47,25.375,21.625,36.25,NA,NA,NA,28.025,35.7987797619048,36.8437184922417,-81.0961946208185,NA,15.2288119372732,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"EDDIELACY","Eddie Lacy","RB",229.875767531195,2.93977084511059,72,"GB",25,5.1,5,246.83,251.225,201.075,221.67513028578,227.975,224.275,250,218.55013028578,209.90013028578,225.80013028578,221.20013028578,238.42513028578,255.375,240.6,250.25213028578,NA,231.05,232.127151960784,229.875767531195,109.36524527321,1.4,16.0667651714001,61,55,58,61,5.4,50.3,8.6,49,5,5.6,1.4,58,51,6.4393503711001
"EDDIEROYAL","Eddie Royal","WR",76.3818724314659,3.98292551842896,1,"SD",196,192,83,112.335,87.3,48.05,71.9751699915064,1.8,69.3,105.875,66.5501699915064,47.8001699915064,39.3001699915064,61.6001699915064,66.8001699915064,95.425,97.45,84.4901699915064,NA,59.035,76.0399375,76.3818724314659,-66.3992965803707,1,28.0150213583066,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,1.79175946922805
"EDWINBAKER","Edwin Baker","RB",9.96194465099307,10.5183546820725,1,"CLE",458,NA,131,111.27,10.475,5.5,NA,NA,11.0975,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,NA,19.4675,9.96194465099307,-110.548577606991,NA,46.7845378971515,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,2.19722457733622
"EJMANUEL","EJ Manuel","QB",186.681288797345,8.31675133598517,1,"BUF",53,176.8,26,194.69,193.32,167.14,162.337219857559,1,180.006,188.52,193.237219857559,184.717219857559,173.817219857559,199.317219857559,187.217219857559,232.22,225.12,175.082519857559,NA,205.64,189.2641125,186.681288797345,-59.0116215777412,19.1,51.037360376596,1,0,0,0,NA,0,170,3,233,NA,NA,0,1,6.72743172485086
"ELIMANNING","Eli Manning","QB",199.485772144009,5.56423587158112,2,"NYG",47,147.8,23,141.56,213.34,210.38,202.9150570665,NA,207.3,174.3,193.4750570665,194.8950570665,193.5350570665,200.2350570665,183.2350570665,241.56,218.86,201.7550570665,NA,184.93,198.681333333333,199.485772144009,-46.2071382310766,18,22.4133290866803,1.1,2,1.55,2,132.3,2,125.8,3,158,NA,NA,1.55,1,0.693147180559945
"EMILIGWENAGU","Emil Igwenagu","TE",1.55,NA,1,"PHI",606,NA,122,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,-116.38991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"EMMANUELSANDERS","Emmanuel Sanders","WR",157.93743689004,4.89032354601968,5,"DEN",84,78.7,26,153.33,185.875,176.25,163.525,NA,172.1125,148.8,138.25,148.5,160.25,139.325,161.75,121.625,174.875,134.99845,NA,166.795,158.636966041667,157.93743689004,15.156267878203,15.9,17.8709031448816,1.9,7,4.45,7,101.6,7.8,68,12,72,55.2,7.6,4.45,4,7.71912984090673
"ERICDECKER","Eric Decker","WR",151.034164350128,6.76187414512142,8,"NYJ",91,75.8,31,96.08,146.525,154.4,151.775157336942,0.4,148.2375,194.1,138.025157336942,149.900157336942,138.525157336942,154.475157336942,153.150157336942,168.875,171.625,154.942657336942,NA,164.3,151.9230625,151.034164350128,8.25299533829127,12.4,43.0551173784531,2.2,12,7.1,12,92.6,5,85.2,10,90,89.8,9,7.1,1,9.30446803470088
"ERICEBRON","Eric Ebron","TE",88.5001100378878,4.82377316602666,1,"DET",178,168.3,22,NA,97.625,111.75,83.5,NA,95.2375,86.5,78.625,83,90.25,88,77.375,92.125,102.25,65.785,NA,90.7,89.3964523809524,88.5001100378878,-29.4398030751724,20.2,11.351348090355,1.4,0,0.7,1.4,128.1,1.7,135.6,2,152,124.2,20.6,0.7,1,1.6094379124341
"ERICPAGE","Eric Page","WR",3.69093593528804,3.1015588450721,1,"TB",566,NA,222,5.825,NA,NA,-6.855,NA,3.975,-2.875,-6.855,8.795,-6.355,-6.855,-6.855,NA,NA,-6.855,NA,NA,-0.750238095238095,3.69093593528804,-139.090233076549,NA,6.2239612252434,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ERICWEEMS","Eric Weems","WR",4.0687484374298,2.53193762729272,1,NA,562,NA,221,-0.36,NA,NA,-0.36,NA,7.3125,-2.625,-0.36,-0.36,-0.36,5.64,-0.36,NA,NA,-0.36,NA,NA,1.16125,4.0687484374298,-138.712420574407,NA,3.10884715368897,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ERIKLORA","Erik Lora","WR",0,NA,1,"MIN",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"ERIKLORIG","Erik Lorig","RB",14.9393995564138,3.68640456982183,1,"NO",426,NA,124,26.205,19.075,15.7,NA,NA,17.3875,3.975,NA,NA,NA,1.625,3.75,NA,NA,NA,NA,NA,12.4882142857143,14.9393995564138,-105.571122701571,NA,9.42233426682127,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ERIKSWOOPE","Erik Swoope","TE",0.375,NA,1,"IND",631,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,0.375,0.375,-117.56491311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"EVANRODRIGUEZ","Evan Rodriguez","RB",0,NA,1,"BUF",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"EVANROYSTER","Evan Royster","RB",4.47972469796649,2.53157189846314,1,"WAS",557,NA,167,NA,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,7.5,NA,NA,NA,NA,NA,4.30607142857143,4.47972469796649,-116.030797560018,NA,3.10684707541263,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"FELIXJONES","Felix Jones","RB",8.07,3.15431174313756,1,NA,493,NA,142,17.28,NA,NA,-1.14,NA,NA,NA,-1.14,-1.14,-1.14,-1.14,-1.14,NA,NA,-1.14,NA,NA,8.07,8.07,-112.440522257984,NA,6.5124534547281,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"FENDIONOBUN","Fendi Onobun","TE",0,NA,1,"JAX",645,NA,133,NA,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.759375,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"FOZZYWHITTAKER","Fozzy Whittaker","RB",17.8885921296022,4.74801346872846,1,"CAR",409,NA,117,22.51,NA,NA,NA,NA,NA,28.75,NA,NA,3.625,6.25,NA,NA,43.375,NA,NA,11.285,12.6474444444444,17.8885921296022,-102.621930128382,NA,15.2280042739246,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"FRANKGORE","Frank Gore","RB",167.896817790718,3.71794380762463,15,"SF",72,46.1,20,134.95,173.425,152.15,171.906239859365,NA,167.6375,198.7,174.631239859365,151.031239859365,154.606239859365,150.356239859365,157.356239859365,150.775,181.5,177.840589859365,NA,164.525,163.599406458333,167.896817790718,47.3862955327335,7.7,16.0925701635954,6.4,22,14.2,22,68.4,16.8,40.8,21,47,44.9,6.7,14.2,11,7.78530518253986
"FRANKIEHAMMOND","Frankie Hammond","WR",7,2.60996039687372,1,"KCC",513,NA,209,NA,NA,NA,-3,NA,NA,7,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,7,7,-135.781169011837,NA,3.53553390593274,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"FRANKSUMMERS","Frank Summers","RB",14.2206646933667,3.54857204062327,1,"BUF",433,NA,126,17.5,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.125,5.25,1.125,5.825,NA,NA,NA,15.705,10.99025,14.2206646933667,-106.289857564618,NA,8.6685630978009,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"FREDDAVIS","Fred Davis","TE",-0.15,2.59185845186733,1,"WAS",813,NA,158,9.57,NA,NA,-0.15,NA,NA,NA,-0.15,-0.15,-0.15,-0.15,-0.15,NA,NA,-0.15,NA,NA,3.09,-0.15,-118.08991311306,NA,3.43653895656662,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"FREDJACKSON","Fred Jackson","RB",139.804864116102,4.70292438514213,5,"BUF",102,81.8,30,138.54,157.325,140.9,117.550103578359,NA,139.7025,175.125,133.625103578359,127.325103578359,147.250103578359,133.200103578359,149.375103578359,109.4,153.025,148.681353578359,NA,131.3,140.206817708333,139.804864116102,19.2943418581175,15.6,16.2252954679115,2.2,7,4.6,7,118,3.8,99.4,10,98,87.7,11,4.6,1,5.8111409929767
"GALEGILBERT","Gale Gilbert","QB",0,NA,1,NA,645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GARRETTCELEK","Garrett Celek","TE",3.12500726205277,2.52019924113239,1,"SF",575,NA,112,0.63,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,NA,NA,NA,NA,NA,NA,2.30321428571429,3.12500726205277,-114.814905851007,NA,3.04465289483054,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"GARRETTGILBERT","Garrett Gilbert","QB",8.1,2.99781563218648,1,"STL",492,NA,58,0.1,0.1,0.1,0.1,0.1,0.1,8.1,0.1,0.1,0.1,0.1,0.1,NA,NA,0.1,NA,20.32,9.47333333333333,8.1,-237.592910375086,NA,5.65661588732197,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"GARRETTGRAHAM","Garrett Graham","TE",87.3065059185845,4.51917746562651,2,"HOU",180,161.1,23,91.95,90.625,86.625,74.1250297031495,NA,83.9,117.75,90.3750297031495,83.5000297031495,80.0000297031495,76.2500297031495,99.7500297031495,87.625,109,84.7150297031495,NA,92.525,89.8093958333333,87.3065059185845,-30.6334071944757,17.5,11.6564588973899,1,1,1,1,137.1,0,170,2,234,NA,NA,1,1,0.693147180559945
"GARYBARNIDGE","Gary Barnidge","TE",16.4874919064413,3.46012800423234,1,"CLE",417,NA,75,NA,NA,NA,NA,NA,16.625,16.75,9.625,8.625,19.75,6.25,11.625,30.875,NA,NA,NA,25.525,14.505,16.4874919064413,-101.452421206619,NA,8.18488507860678,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"GAVINESCOBAR","Gavin Escobar","TE",47.9373328923578,4.43573091797358,1,"DAL",269,182.5,46,NA,54,NA,NA,NA,38.4875,31.375,66.625,42,54.25,38.125,38.25,59,51.5,NA,NA,44.45,47.0511363636364,47.9373328923578,-70.0025802207024,17.5,10.7437628576262,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"GENOSMITH","Geno Smith","QB",175.625028748215,5.62795262600012,1,"NYJ",62,167.9,27,168.79,191.74,173.78,156.415112548988,NA,177.108,157.14,175.835112548988,201.995112548988,170.295112548988,193.695112548988,213.695112548988,197.08,174.88,132.932112548988,NA,190.52,174.094708333333,175.625028748215,-70.0678816268711,19.9,20.5511247440714,1,0,0,0,NA,0,170,0,239,NA,NA,0,1,0
"GEORGEWINN","George Winn","RB",0,NA,1,"DET",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"GERELLROBINSON","Gerell Robinson","TE",9.1,NA,1,"DEN",474,NA,86,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-108.83991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GIOVANIBERNARD","Giovani Bernard","RB",200.149899625202,3.62902078807562,44,"CIN",46,17.3,12,168.57,243.4,196.55,187.250015653834,208.55,210.84,173.975,207.625015653834,191.300015653834,214.300015653834,205.575015653834,215.800015653834,208.45,224.65,199.000765653834,NA,184.45,202.589161764706,200.149899625202,79.6393773672171,4.9,18.8912892152923,39,38,38.5,39,19.2,27.5,29.7,35,20,18.2,3.5,38.5,31,7.93343838762749
"GOLDENTATE","Golden Tate","WR",145.619691232457,4.67900798231707,7,"DET",97,81.2,35,159.435,172.25,159.625,162.125176511114,NA,158.5125,137.4,125.125176511114,129.250176511114,140.000176511114,148.400176511114,126.375176511114,132.125,163.125,139.211176511114,NA,145.845,147.691802083333,145.619691232457,2.83852222062063,16.2,15.1555712700645,2,10,6,10,96.4,6.2,81,9,81,76.8,8.9,6,1,4.76217393479776
"GREGJENNINGS","Greg Jennings","WR",124.375214151745,5.63252919272625,1,"MIN",124,122,48,93.595,102.375,115.625,115.749942959888,NA,111.875,153.425,115.124942959888,107.249942959888,135.499942959888,122.499942959888,141.874942959888,165.25,138.875,127.694942959888,NA,141.925,127.056875,124.375214151745,-18.4059548600919,20.4,19.9277319887578,1,1,1,1,NA,1.7,121.6,4,156,NA,NA,1,1,4.81218435537242
"GREGJONES","Greg Jones","RB",4.295,2.55759405596236,1,NA,560,NA,170,8.89,NA,NA,-0.3,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.3,NA,NA,-0.3,NA,NA,4.295,4.295,-116.215522257984,NA,3.24915565955219,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"GREGLITTLE","Greg Little","WR",46.7560564880371,6.11526585332417,1,"OAK",272,NA,115,30.29,81.25,42.625,53.25,NA,59.6125,32,NA,41,22.5,28,15.625,50.875,91.625,64.43605,NA,NA,47.2083840659341,46.7560564880371,-96.0251125237995,NA,22.7051610400022,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"GREGMCELROY","Greg McElroy","QB",0,NA,1,"CIN",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"GREGOLSEN","Greg Olsen","TE",136.374717035388,3.82017416022479,7,"CAR",107,85.6,7,165.245,125.375,136.125,132.999908551966,135.25,132.45,134.875,135.499908551966,116.999908551966,145.374908551966,143.874908551966,139.749908551966,118.25,145.375,134.602408551966,NA,142.2,137.362230392157,136.374717035388,18.4348039223279,12,11.4190532084148,3,9,6,9,61.8,3.9,83,8,74,93.2,13.3,6,2,7.96623977655947
"GREGSALAS","Greg Salas","WR",9.89375,NA,1,"NYJ",460,NA,191,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,-132.887419011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"GRIFFWHALEN","Griff Whalen","WR",34.0315567973623,5.45704964471793,1,"IND",326,NA,139,28.13,42.5,19.5,NA,NA,31,63.875,NA,NA,2.5,NA,NA,NA,36.625,NA,NA,NA,31.985,34.0315567973623,-108.749612214474,NA,19.1055434177025,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"HAKEEMNICKS","Hakeem Nicks","WR",114.793714200397,5.88074507850108,2,"IND",137,125.5,56,134.965,127.625,126.125,117.324769955316,NA,117.9,72.875,90.9497699553157,115.199769955316,89.9497699553157,114.574769955316,118.824769955316,109.625,147.875,93.3910199553157,NA,116.075,114.194286458333,114.793714200397,-27.9874548114398,22.9,19.2753469168139,1.3,2,1.65,2,122.9,1.7,123.5,3,133,107.7,11.4,1.65,1,3.09104245335832
"HARRYDOUGLAS","Harry Douglas","WR",106.081230653233,7.45586907850188,1,"ATL",148,160.6,61,79.09,112.25,135.25,91.1250200263029,NA,116.65,104.875,-2.99997997369708,91.3750200263029,100.875020026303,99.8750200263029,111.875020026303,114.75,121.75,61.1704700263029,NA,113.175,105.998494761905,106.081230653233,-36.6999383586034,25.5,33.0013204134789,1,1,1,1,NA,0,170,1,198,NA,NA,1,1,6.20050917404269
"HEATHMILLER","Heath Miller","TE",105.183193806308,4.98401237280545,2,"PIT",151,138.9,16,77.535,121.625,119.125,88.0000879492188,NA,112.275,110.125,112.250087949219,90.6250879492188,110.125087949219,94.2500879492188,89.7500879492188,104.75,111.875,102.298737949219,NA,114.25,104.603078958333,105.183193806308,-12.7567193067526,20.3,12.9692735255151,1,1,1,1,133.5,1.9,134.1,3,153,127.2,16,1,1,4.58496747867057
"HENRYHYNOSKI","Henry Hynoski","RB",8.18352965582965,3.20546274271832,1,"NYG",489,NA,141,NA,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,2.625,NA,NA,NA,NA,NA,11.45,8.41458333333333,8.18352965582965,-112.326992602155,NA,6.79218530739555,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"HENRYJOSEY","Henry Josey","RB",0,NA,1,"PHI",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"IFEANYIMOMAH","Ifeanyi Momah","WR",0,NA,1,"PHI",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"ISAACREDMAN","Isaac Redman","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"ISAIAHBURSE","Isaiah Burse","WR",0,NA,1,"DEN",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"ISAIAHCROWELL","Isaiah Crowell","RB",24.0970797962785,3.71748456837891,1,"CLE",373,186.3,102,NA,55.95,25.625,18.225,NA,34.9975,8,NA,11.475,9.875,28.05,18.375,NA,NA,NA,NA,NA,23.3969444444444,24.0970797962785,-96.413442461706,8.4,15.1447187462421,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"ISAIAHPEAD","Isaiah Pead","RB",0,3.07608548078848,1,"STL",645,NA,196,19.805,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20642857142857,0,-120.510522257984,NA,6.08465385211024,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ISAIAHWILLIAMS","Isaiah Williams","WR",0,NA,1,"TEN",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACEAMARO","Jace Amaro","TE",67.9678036327786,5.08779205897943,1,"NYJ",215,178.1,31,NA,94.5,88,65,NA,71.65,95,19.5,42.25,93.125,59.75,65.5,40.75,71,65.255,NA,51.15,66.5118095238095,67.9678036327786,-49.9721094802817,14.1,22.4551297646496,1,1,1,1,NA,0,170,0,252,NA,NA,1,1,3.09104245335832
"JACKDOYLE","Jack Doyle","TE",0,NA,1,"IND",645,NA,133,NA,NA,NA,NA,NA,6.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0625,0,-117.93991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACKIEBATTLE","Jackie Battle","RB",19.3189715816791,4.86802230069001,1,"TEN",401,NA,114,18.9,47.975,5.4,NA,NA,26.6875,16.65,NA,20.55,1.5,17.575,2.675,47.1,NA,NA,NA,10.5675,19.4049350649351,19.3189715816791,-101.191550676305,NA,15.8843021601088,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBHESTER","Jacob Hester","RB",0,NA,1,"DEN",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JACOBTAMME","Jacob Tamme","TE",29.3751228116236,4.10677833674849,1,"DEN",346,NA,61,25.985,NA,NA,NA,NA,24.3125,53.625,30.25,21.75,15,24.25,40.125,40.25,NA,NA,NA,20.1,29.51375,29.3751228116236,-88.5647903014366,NA,11.7212518559002,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBYFORD","Jacoby Ford","WR",7.29693113614827,3.56311525026994,1,"NYJ",508,NA,206,-0.325,NA,NA,-3.5775,NA,17.475,NA,-3.5775,-3.5775,0.1725,-3.5775,-3.5775,NA,18.05,-3.5775,NA,NA,4.88333333333333,7.29693113614827,-135.484237875688,NA,8.74809622543353,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JACOBYJONES","Jacoby Jones","WR",54.2253342771689,6.76001945912485,1,"BAL",246,NA,101,11.18,74.825,63.95,4.60161158111569,7.2,58.7875,62.2,75.9766115811157,36.2766115811157,21.4766115811157,50.1266115811157,29.3516115811157,52.45,91.275,59.8190115811157,NA,59.08,50.9671633333333,54.2253342771689,-88.5558347346677,NA,26.2311550996074,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
