"name","name_ffc","pos","team_ffc","mean","sd","freq","mad","median"
"PHILDAWSON","PhilDawson","K","SF",139.332453825858,6.33980751762076,0.754228855721393,8.8956,140
"AHMADBRADSHAW","AhmadBradshaw","RB","IND",139.739393939394,6.47970280267071,0.164179104477612,1.4826,145
"RYANTANNEHILL","RyanTannehill","QB","MIA",140,0,0.0417910447761194,0,140
"DANBAILEY","DanBailey","K","DAL",140.228260869565,6.22379732318792,0.915422885572139,10.3782,141
"ADAMVINATIERI","AdamVinatieri","K","IND",140.748587570621,6.82922091140845,0.704477611940298,5.9304,145
"DAVIDAKERS","DavidAkers","K","FA",140.972375690608,7.5779571621635,0.540298507462687,10.3782,143
"CLEVELAND","Cleveland","DEF","CLE",140.986486486486,5.49636118331427,0.29452736318408,7.413,143
"ODELLBECKHAMJR","OdellBeckhamJr","WR","NYG",141.975903614458,2.12902540579776,0.165174129353234,2.9652,141
"GREGJENNINGS","GregJennings","WR","MIN",142,0,0.0417910447761194,0,142
"ALEXHENERY","AlexHenery","K","PHI",143,NA,0.00099502487562189,NA,143
"MATTBRYANT","MattBryant","K","ATL",144.488095238095,4.44399725302936,0.334328358208955,2.9652,145
"SEBASTIANJANIKOWSKI","SebastianJanikowski","K","OAK",144.5,3.52102121002498,0.0835820895522388,5.1891,144.5
"ROBBIRONAS","RobBironas","K","TEN",144.968503937008,3.75845503524633,0.12636815920398,4.4478,144
"DAVANTEADAMS","DavanteAdams","WR","GB",145,NA,0.00099502487562189,NA,145
"NICKNOVAK","NickNovak","K","SD",148,0,0.0417910447761194,0,148
"JOEFLACCO","JoeFlacco","QB","BAL",149,0,0.00199004975124378,0,149
