"name","player","pos","team","points","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"COREYFULLER","Corey Fuller","WR","DET",16.8625,-130.266627658388,0,NA,16.2457782977609,3.86237949873915,1,1,1,1
"COREYWASHINGTON","Corey Washington","WR","NYG",34.8,-112.329127658388,0,NA,28.2135605693432,6.20177049930591,1,1,1,1
"CORYHARKEY","Cory Harkey","TE","STL",16.953125,-103.642863484516,0,NA,11.1904418850791,3.30363007749087,1,1,1,1
"COURTNEYROBY","Courtney Roby","WR","ATL",1.375,-145.754127658388,NA,NA,NA,NA,1,1,1,1
"CRAIGSTEVENS","Craig Stevens","TE","TEN",6.0625,-114.533488484516,0,NA,8.28779222712539,2.73976103369074,1,1,1,1
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",19.35,-101.245988484516,0,6.5,13.868339242077,2.99860604878469,1,1,1,1
"CURTISPAINTER","Curtis Painter","QB","NYG",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"CYRUSGRAY","Cyrus Gray","RB","KC",13.05,-111.064475214065,0,NA,9.66656609143081,2.98394876290342,1,1,1,1
"DALLASCLARK","Dallas Clark","TE","BAL",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DALLASCOWBOYS","Dallas Cowboys","DST","DAL",0,NA,NA,34.5,NA,4.06042569206063,0.6,1,1,1
"DAMARISJOHNSON","Damaris Johnson","WR","HOU",49.325,-97.804127658388,NA,NA,NA,NA,1,1,1,1
"DAMIANWILLIAMS","Damian Williams","WR","STL",1.75,-145.379127658388,NA,NA,NA,NA,1,1,1,1
"DAMIENWILLIAMS","Damien Williams","RB","MIA",21.025,-103.089475214065,0,63.5,18.3200880183475,6.05321091595924,1,1,1,1
"DANBAILEY","Dan Bailey","K","DAL",0,NA,NA,14.2913,NA,2.65006770805509,0.55,1,1,1
"DANCARPENTER","Dan Carpenter","K","BUF",0,NA,NA,39.2,NA,5.62150522649669,0.5,1,1,1
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",17.04375,-130.085377658388,0,NA,3.58959723831704,1.38842439159198,1,1,1,1
"DANHERRON","Dan Herron","RB","IND",35.425,-88.6894752140653,0,NA,0.282842712474618,1.82078616519075,1,1,1,1
"DANIELFELLS","Daniel Fells","TE","NYG",13.1875,-107.408488484516,0,NA,22.3567150613263,5.47279154051778,1,1,1,1
"DANIELGRAHAM","Daniel Graham","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DANIELHERRON","Daniel Herron","RB","IND",7.55,-116.564475214065,0,78.5,11.1015764646288,6.30510771506628,1,1,1,1
"DANIELTHOMAS","Daniel Thomas","RB","MIA",21.3375,-102.776975214065,0,65.1,35.2669507116791,7.17812817811229,1,1,1,1
"DANNYAMENDOLA","Danny Amendola","WR","NE",92.6545574250842,-54.4745702333038,0,25.1,34.2850512553698,5.94532225424501,1,1,1,1
"DANNYHRAPMANN","Danny Hrapmann","K","MIA",0,NA,NA,NA,NA,NA,1,1,1,1
"DANNYWOODHEAD","Danny Woodhead","RB","SD",122.21875,-1.89572521406528,2.30258509299405,NA,66.9056689800398,10.0790410751902,2.5,3,1,1
"DANORLOVSKY","Dan Orlovsky","QB","DET",0.203,-141.544601193478,0,NA,0.287085353161738,2.41593066446255,1,1,1,1
"DANTEROSARIO","Dante Rosario","TE","CHI",22.3168209739486,-98.2791675105673,0,NA,12.0792069103618,3.47628166966491,1,1,1,1
"DARICKROGERS","Da'Rick Rogers","WR","IND",19.25,-127.879127658388,0,69,27.2236110756821,7.37259870947161,1,1,1,1
"DARRELYOUNG","Darrel Young","RB","WAS",33.6125,-90.5019752140653,0,NA,4.5921354872579,2.35494600513895,1,1,1,1
"DARRENFELLS","Darren Fells","TE","ARZ",6.75,-113.845988484516,NA,NA,NA,NA,1,1,1,1
"DARRENMCFADDEN","Darren McFadden","RB","OAK",99.1875868690877,-24.9268883449776,0,14.2478,23.6740309111763,4.08895302992137,4.25,5,1,1
"DARRENSPROLES","Darren Sproles","RB","PHI",131.059658577991,6.94518336392606,0,17.8239,9.92690735241008,3.40365216487406,3.55,4,1,1
"DARRINREAVES","Darrin Reaves","RB","CAR",11.575,-112.539475214065,NA,NA,NA,NA,1,1,1,1
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",41.4375,-105.691627658388,0,91.5,47.8180960777403,10.4706911414417,1,1,1,1
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",0,-124.114475214065,NA,132,NA,14.4366104651728,1,1,1,1
"DAUNTECULPEPPER","Daunte Culpepper","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DAVANTEADAMS","Davante Adams","WR","GB",75.8497393927369,-71.2793882656511,0,27.4239,24.7705585911313,5.12749329625375,1,1,1,1
"DAVEPAULSON","Dave Paulson","TE","SD",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DAVERAYNER","Dave Rayner","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"DAVIDAKERS","David Akers","K","DET",0,NA,NA,NA,NA,NA,0.7,1,1,1
"DAVIDAUSBERRY","David Ausberry","TE","OAK",19.2850619648384,-101.310926519678,0,71.9,16.2193621432328,7.35716190904102,1,1,1,1
"DAVIDBUEHLER","David Buehler","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"DAVIDCARR","David Carr","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DAVIDFALES","David Fales","QB","CHI",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DAVIDFLUELLEN","David Fluellen","RB","IND",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"DAVIDGARRARD","David Garrard","QB","NYJ",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DAVIDJOHNSON","David Johnson","TE","SD",8.375,-112.220988484516,NA,NA,NA,NA,1,1,1,1
"DAVIDMARTIN","David Martin","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DAVIDNELSON","David Nelson","WR","NYJ",40.7847870209347,-106.344340637453,0,24.5,35.1002285130263,5.99605529538464,1,1,1,1
"DAVIDWRIGHT","David Wright","TE","TEN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",139.997308888007,-7.1318187703809,1.09861228866811,16.74235,28.2365629916839,4.95104416533988,4.05,5,1,1
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",112.362590531735,-11.7518846823305,0,9.32065,36.4738319438288,4.65255660494131,4,5,1,1
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",41.7440500406592,-82.370425173406,0,76,5.92948898163521,5.86800657103952,1,1,1,1
"DELANIEWALKER","Delanie Walker","TE","TEN",108.676128383277,-11.9198601012387,0,13.2065,18.5183973838631,3.8738015019373,1,2,1,1
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",229.098114564387,104.983639350322,2.89037175789616,2.57065,46.3132090588995,4.94770076755509,45.1,56,46,36
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",258.431336869088,111.3022092107,2.94443897916644,2.2413,13.8635312961742,2.84683363720168,54.55,68,63,56
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",11.0625,-109.533488484516,0,1,12.1092036278196,2.48040005698354,1,1,1,1
"DENARDROBINSON","Denard Robinson","RB","JAC",52.8767849082721,-71.2376903057932,0,42.6391,52.9195714425832,7.22509428101046,1,1,1,1
"DENARDROBINSON","Denard Robinson","WR","JAC",141.3,-5.82912765838793,NA,42.6391,NA,6.19399143757134,1,1,1,1
"DENARIUSMOORE","Denarius Moore","WR","OAK",94.8473283340213,-52.2817993243666,0,33.6,36.5784718106156,6.57945718248872,1,1,1,1
"DENNISDIXON","Dennis Dixon","QB","ARZ",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DENNISPITTA","Dennis Pitta","TE","BAL",142.25,21.6540115154841,3.36729582998647,NA,65.4272317636166,13.8396748818642,4.25,5,1,21
"DENVERBRONCOS","Denver Broncos","DST","DEN",0,NA,NA,23,NA,2.93938306471005,0.6,1,1,1
"DEONTETHOMPSON","Deonte Thompson","WR","BAL",14.375,-132.754127658388,NA,NA,NA,NA,1,1,1,1
"DEREKANDERSON","Derek Anderson","QB","CAR",8.801,-132.946601193478,0,NA,7.86617391112096,3.61562690689883,1,1,1,1
"DEREKCARR","Derek Carr","QB","OAK",86.5350137084806,-55.2125874849972,0,61.3,19.316609329797,5.78265825680909,1,1,1,1
"DEREKCARRIER","Derek Carrier","TE","SF",19.125,-101.470988484516,NA,NA,NA,NA,1,1,1,1
"DEREKDIMKE","Derek Dimke","K","NO",0,NA,NA,NA,NA,NA,1,1,1,1
"DEREKHAGAN","Derek Hagan","WR","TEN",22.2,-124.929127658388,NA,NA,NA,NA,1,1,1,1
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",13.01875,-111.095725214065,0,NA,8.38238480386101,2.82476763809177,1,1,1,1
"DESEANJACKSON","DeSean Jackson","WR","WAS",170.359036047733,23.2299083893451,0.693147180559945,6.8826,12.0383694736178,2.89231282678552,15.35,18,9,2
"DESMONDCLARK","Desmond Clark","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DETROITLIONS","Detroit Lions","DST","DET",0,NA,NA,83,NA,8.78830112045223,0.55,1,1,1
"DEVIERPOSEY","DeVier Posey","WR","HOU",47.875,-99.2541276583879,0,75.5,30.8905156695924,8.04450734464605,1,1,1,1
"DEVINHESTER","Devin Hester","WR","ATL",57.9863455515412,-89.1427821068467,0,13.5,32.8338165044821,5.24397692182065,1,1,1,1
"DEVINSTREET","Devin Street","WR","DAL",44.1625,-102.966627658388,0,NA,29.1705652156416,6.3888400838159,1,1,1,1
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",93.4421108946796,-30.6723643193857,0,22.5,43.4954948577053,5.70214954154226,4,5,1,1
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",90.192832725711,-33.9216424883542,0,33.4,29.8427502014029,5.36413013309115,1,1,1,1
"DEXTERMCCLUSTER","Dexter McCluster","WR","TEN",95.2,-51.9291276583879,NA,33.4,NA,5.30272738741501,1,1,1,1
"DEZBRYANT","Dez Bryant","WR","DAL",236.28699001034,89.1578623519523,0,3.26195,2.60994691836188,1.79617100746759,53.35,67,44,34
"DIONLEWIS","Dion Lewis","RB","IND",0,-124.114475214065,NA,44,NA,6.23168621507463,1,1,1,1
"DIONSIMS","Dion Sims","TE","MIA",28.6657111192809,-91.9302773652351,0,NA,16.2664964343893,4.28970499602396,1,1,1,1
"DJADAMS","D.J. Adams","RB","SD",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"DJTIALAVEA","D.J. Tialavea","TE","BUF",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DJWILLIAMS","D.J. Williams","TE","NE",7,-113.595988484516,NA,NA,NA,NA,1,1,1,1
"DOMINIQUEDAVIS","Dominique Davis","QB","IND",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DOMINIQUEWILLIAMS","Dominique Williams","RB","ARZ",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"DONALDBROWN","Donald Brown","RB","SD",63.6638889905403,-60.4505862235249,0,33.2,16.9373154971501,4.55495759886298,1,1,1,1
"DONALDLEE","Donald Lee","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DONNIEAVERY","Donnie Avery","WR","KC",84.5108074250842,-62.6183202333038,0,24.7,22.649893073699,4.78884313588989,1,1,1,1
"DONOVANMCNABB","Donovan McNabb","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DONTEMONCRIEF","Donte Moncrief","WR","IND",45.1642691108114,-101.964858547577,0,52,28.9960737284665,6.72586831852926,1,1,1,1
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",27.25,-119.879127658388,NA,NA,NA,NA,1,1,1,1
"DOUGBALDWIN","Doug Baldwin","WR","SEA",120.61125,-26.5178776583879,0,11.2826,18.3099009532184,3.7175000875985,1,1,1,1
"DOUGMARTIN","Doug Martin","RB","TB",196.840500400703,72.7260251866374,3.3322045101752,5.50325,80.1905578788218,7.18405441983948,32.1,40,23,41
"DREWBREES","Drew Brees","QB","NO",164.6645,22.9168988065222,0,4.9413,9.93601266437734,3.46430398500955,39.8,45,1,1
"DREWSTANTON","Drew Stanton","QB","ARZ",38.684,-103.063601193478,0,NA,63.8998256022659,12.485210745348,1,1,1,1
"DRIARCHER","Dri Archer","RB","PIT",47.4015160938434,-76.7129591202218,0,67.5,36.6299648725262,7.37448994890479,1,1,1,1
"DRIARCHER","Dri Archer","WR","PIT",12.7675,-134.361627658388,NA,67.5,NA,8.59223655068102,1,1,1,1
"DUJUANHARRIS","DuJuan Harris","RB","GB",32.6451016438537,-91.4693735702115,0,50.9,21.9941220840933,5.69352099603228,1,1,1,1
"DUSTINHOPKINS","Dustin Hopkins","K","BUF",0,NA,NA,NA,NA,NA,1,1,1,1
"DUSTINKELLER","Dustin Keller","TE","MIA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"DUSTINVAUGHAN","Dustin Vaughan","QB","DAL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"DWAYNEALLEN","Dwayne Allen","TE","IND",107.38125,-13.2147384845159,0.693147180559945,21.7,27.3145670461142,5.26456326202463,0.5,1,1,1
"DWAYNEBOWE","Dwayne Bowe","WR","KC",128.231227871181,-18.897899787207,0,15.4,7.2246972254898,2.83266086823885,3.6,4,1,1
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",19.5376282828447,-127.591499375543,0,75,9.94204036738268,5.97294894008174,1,1,1,1
"EDDICKSON","Ed Dickson","TE","CAR",37.875,-82.7209884845159,0,7,30.4063624098642,4.63652161352615,1,1,1,1
"EDDIELACY","Eddie Lacy","RB","GB",216,91.8855247859347,0.693147180559945,7.0065,23.081516550045,3.7146490190257,57.85,72,43,31
"EDDIEROYAL","Eddie Royal","WR","SD",89.9010701789007,-57.2280574794872,0,29.1065,22.6251001378999,4.99895986186807,1,1,1,1
"EDDYCARMONA","Eddy Carmona","K","OAK",0,NA,NA,NA,NA,NA,1,1,1,1
"EDWINBAKER","Edwin Baker","RB","NO",0.2,-123.914475214065,NA,NA,NA,NA,1,1,1,1
"EJMANUEL","EJ Manuel","QB","BUF",79.5285,-62.2191011934778,0,35.3,42.8764637340037,6.92028366820797,1,1,1,1
"ELIMANNING","Eli Manning","QB","NYG",110.179,-31.5686011934778,0,22.4,8.08361701220438,3.80588331199233,1.55,2,1,1
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",189.304333844048,42.1752061856596,3.68887945411394,9.9826,39.1305675484865,5.68974695874125,5,6,16,44
"ERICDECKER","Eric Decker","WR","NYJ",151.825448764005,4.69632110561699,0,10.6826,7.8868825696004,2.66984525915626,7.15,8,1,1
"ERICEBRON","Eric Ebron","TE","DET",87.78125,-32.8147384845159,0,26.4,24.5347797354422,5.29138108408664,0.7,1,1,1
"ERICWATERS","Eric Waters","TE","PIT",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"ERICWEEMS","Eric Weems","WR","ATL",19.8125,-127.316627658388,0,NA,11.0481898969922,2.84638578716564,1,1,1,1
"ERIKLORIG","Erik Lorig","RB","NO",16.24875,-107.865725214065,0,NA,5.55535852428386,2.47434264170609,1,1,1,1
"ERIKSWOOPE","Erik Swoope","TE","IND",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"ERNESTWILFORD","Ernest Wilford","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"EVANWILSON","Evan Wilson","TE","MIA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"FABRIZIOSCACCIA","Fabrizio Scaccia","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"FELIXJONES","Felix Jones","RB","PIT",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",9.95,-114.164475214065,0,NA,11.7516576844858,3.2424069948762,1,1,1,1
"FRANKGORE","Frank Gore","RB","SF",165.571429055037,41.4569538409715,0,9.19455,11.7157835134204,3.11223183964165,14.25,17,5,1
"FRANKIEHAMMOND","Frankie Hammond","WR","KC",27.240625,-119.888502658388,0,NA,38.4239922064761,8.19764503493551,1,1,1,1
"FRANKSUMMERS","Frank Summers","RB","BUF",19.120625,-104.993850214065,0,99,7.65584458110273,7.04723648550757,1,1,1,1
"FREDDAVIS","Fred Davis","TE","WAS",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"FREDJACKSON","Fred Jackson","RB","BUF",140.13125,16.0167747859347,0,12.9326,16.3334077379258,3.5726851575432,4.4,5,1,1
"GARRETTGILBERT","Garrett Gilbert","QB","STL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"GARRETTGRAHAM","Garrett Graham","TE","HOU",79.1875,-41.4084884845159,0,24.9,24.3485743508047,5.1785655668882,1,2,1,1
"GARRETTHARTLEY","Garrett Hartley","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"GARRETTLINDHOLM","Garrett Lindholm","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"GARYBARNIDGE","Gary Barnidge","TE","CLE",24.1946375355768,-96.4013509489391,0,NA,12.5098690207638,3.55994213889443,1,1,1,1
"GAVINESCOBAR","Gavin Escobar","TE","DAL",39.7850386924929,-80.8109497920231,0,60.4,22.7514880465725,7.26536909571656,1,1,1,1
"GENOSMITH","Geno Smith","QB","NYJ",91.61,-50.1376011934778,0,31.4,32.9297820015054,6.02399859422977,1,1,1,1
"GEORGEWINN","George Winn","RB","DET",6.97,-117.144475214065,NA,NA,NA,NA,1,1,1,1
"GERELLROBINSON","Gerell Robinson","TE","MIA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"GIORGIOTAVECCHIO","Giorgio Tavecchio","K","OAK",0,NA,NA,NA,NA,NA,1,1,1,1
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",196.243577162222,72.1291019481566,0,4.9826,20.0357531989691,3.43152774009335,38.45,48,23,5
"GJKINNE","G.J. Kinne","QB","PHI",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"GOLDENTATE","Golden Tate","WR","DET",168.253491336016,21.1243636776285,1.09861228866811,10.4739,17.1701943179647,3.56710229826694,6.05,7,9,1
"GRAHAMGANO","Graham Gano","K","CAR",0,NA,NA,25,NA,3.92754236364673,0.5,1,1,1
"GREENBAYPACKERS","Green Bay Packers","DST","GB",0,NA,NA,20.8,NA,2.7249227359995,0.6,1,1,1
"GREGJENNINGS","Greg Jennings","WR","MIN",115.594071345666,-31.535056312722,0,21.7,8.29420919979717,3.24106140742569,1,1,1,1
"GREGLITTLE","Greg Little","WR","CIN",7.875,-139.254127658388,NA,NA,NA,NA,1,1,1,1
"GREGOLSEN","Greg Olsen","TE","CAR",138.739843635642,18.1438551511262,0.693147180559945,13.25325,14.3407708416714,3.47098080366228,5.9,6,1,1
"GREGSALAS","Greg Salas","WR","NYJ",24.90625,-122.222877658388,0,NA,1.32295439578745,0.945354510557818,1,1,1,1
"GREGZUERLEIN","Greg Zuerlein","K","STL",0,NA,NA,38.1,NA,5.49028275120549,0.6,1,1,1
"GRIFFWHALEN","Griff Whalen","WR","IND",31,-116.129127658388,0,NA,16.2634559672906,3.86583502458933,1,1,1,1
"HAKEEMNICKS","Hakeem Nicks","WR","IND",121.125,-26.0041276583879,0,23.7,21.2721061486633,4.60594906105694,1,1,1,1
"HAROLDHOSKINS","Harold Hoskins","TE","MIA",4.125,-116.470988484516,NA,NA,NA,NA,1,1,1,1
"HARRYDOUGLAS","Harry Douglas","WR","ATL",107.8375,-39.291627658388,0,23.9,23.0647684069593,4.79080520121832,1,1,1,1
"HAVARDRUGLAND","Havard Rugland","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"HEATHMILLER","Heath Miller","TE","PIT",103.869097476351,-16.7268910081651,0,24.6,16.9312888365495,4.43917833886365,1,2,1,1
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",6.155,-117.959475214065,0,NA,9.73854840312456,2.99287135463783,1,1,1,1
"HENRYJOSEY","Henry Josey","RB","JAC",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"HOUSTONTEXANS","Houston Texans","DST","HOU",0,NA,NA,32.6,NA,3.8752099536288,0.6,1,1,1
"IANTHOMPSON","Ian Thompson","TE","TB",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"INDIANAPOLISCOLTS","Indianapolis Colts","DST","IND",0,NA,NA,49,NA,5.47391422219833,0.5,1,1,1
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",41.9875,-82.1269752140653,0,26.3,34.7980864835506,5.34025622026655,1,1,1,1
"JACEAMARO","Jace Amaro","TE","NYJ",81.90625,-38.6897384845159,0,27.8,12.9351326336455,4.25312080522872,1,1,1,1
"JACKDOYLE","Jack Doyle","TE","IND",7.95625,-112.639738484516,0,NA,8.05102219182964,2.69376606043005,1,1,1,1
"JACKIEBATTLE","Jackie Battle","RB","TEN",21.645,-102.469475214065,0,43,22.771934663821,5.37343879291915,1,1,1,1
"JACKSONVILLEJAGUARS","Jacksonville Jaguars","DST","JAC",0,NA,NA,26.8,NA,3.30981454157372,1,1,1,1
"JACOBMAXWELL","Jacob Maxwell","TE","CHI",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JACOBPEDERSEN","Jacob Pedersen","TE","ATL",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JACOBTAMME","Jacob Tamme","TE","DEN",26.6677676519094,-93.9282208326065,0,21.5,15.1840994135312,4.07369968589401,1,1,1,1
"JACOBYJONES","Jacoby Jones","WR","BAL",47.2010023925184,-99.9281252658695,0,71.7,36.6351855859455,8.42268788886262,1,1,1,1
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",54.9250320289691,-69.1894431850962,0,25.6,9.37116588264235,3.73172173747405,1,1,1,1
"JAKEBALLARD","Jake Ballard","TE","ARZ",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JAKEBYRNE","Jake Byrne","TE","SD",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JAKEDELHOMME","Jake Delhomme","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JAKELOCKER","Jake Locker","QB","TEN",107.790908577991,-33.9566926154864,1.6094379124341,32,51.4739474297435,7.50845684935519,1,1,1,1
"JAKEMURPHY","Jake Murphy","TE","CIN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JAKEROGERS","Jake Rogers","K","MIA",0,NA,NA,NA,NA,NA,1,1,1,1
"JAKESTONEBURNER","Jake Stoneburner","TE","MIA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",47.25,-99.8791276583879,0,NA,9.19238815542512,2.48362468452034,1,1,1,1
"JAMAALCHARLES","Jamaal Charles","RB","KC",266.7125,142.598024785935,2.99573227355399,3.4413,30.609795545435,4.01502854183591,61.4,76,79,59
"JAMESCASEY","James Casey","TE","PHI",15.589652236699,-105.006336247817,0,4.5,10.9074587439055,2.58470972497248,1,1,1,1
"JAMESDEVELIN","James Develin","RB","NE",8.31375,-115.800725214065,0,NA,6.17697943982332,2.55139587204032,1,1,1,1
"JAMESFRANKLIN","James Franklin","QB","DET",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JAMESHANNA","James Hanna","TE","DAL",13.46875,-107.127238484516,0,NA,9.57863290523931,2.99051988668285,1,1,1,1
"JAMESJONES","James Jones","WR","OAK",109.937413130912,-37.1917145274757,0,23.9,16.1396299911119,4.11396273700584,1,1,1,1
"JAMESOBOH","James Oboh","TE","CLE",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JAMESSTARKS","James Starks","RB","GB",66.6676592773731,-57.4468159366922,0,15.8413,15.1823636719276,3.63694648864825,1,1,1,1
"JAMESWHITE","James White","RB","NE",48.1225,-75.9919752140653,0,23.9,30.5469356073568,4.9648944689383,1,1,1,1
"JAMESWRIGHT","James Wright","WR","CIN",15.0625,-132.066627658388,NA,NA,NA,NA,1,1,1,1
"JAMIZEOLAWALE","Jamize Olawale","RB","OAK",2.37,-121.744475214065,NA,NA,NA,NA,1,1,1,1
"JAREDCOOK","Jared Cook","TE","STL",86.4342692712467,-34.1617192132692,0,21.6,10.2474895299613,3.60052178658619,0.6,1,1,1
"JARIUSWRIGHT","Jarius Wright","WR","MIN",54.0221101828485,-93.1070174755394,0,19.2,31.1104961856391,5.35047436282001,1,1,1,1
"JARONBROWN","Jaron Brown","WR","ARZ",26.8125,-120.316627658388,0,18.5,9.16934430589233,3.17224804293333,1,1,1,1
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",110.23125,-36.8978776583879,1.38629436111989,25.2,55.0276483536534,7.97746542564796,1,1,1,1
"JARVISLANDRY","Jarvis Landry","WR","MIA",75.5360762618246,-71.5930513965634,0,44,14.7331649688721,4.94598779329377,1,1,1,1
"JASONAVANT","Jason Avant","WR","CAR",56.281428230458,-90.8476994279299,0,33.4,18.8519713270699,4.83727501053835,1,1,1,1
"JASONCAMPBELL","Jason Campbell","QB","CIN",2.332,-139.415601193478,0,NA,3.58576147189594,2.93807911468798,1,1,1,1
"JASONHANSON","Jason Hanson","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"JASONSCHEPLER","Jason Schepler","TE","TEN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JASONWITTEN","Jason Witten","TE","DAL",143.244487929814,22.6484994452981,0,8.76195,12.1212709042135,2.97176194865511,5.55,7,1,1
"JAYCUTLER","Jay Cutler","QB","CHI",146.277376330281,4.52977513680298,0.693147180559945,16.20105,16.1813968494688,4.27344570386251,7.65,8,1,1
"JAYFEELY","Jay Feely","K","ARZ",0,NA,NA,NA,NA,NA,0.5,1,1,1
"JAYPROSCH","Jay Prosch","RB","HOU",4.703125,-119.411350214065,0,NA,3.0773449730788,2.16717963583032,1,1,1,1
"JEDCOLLINS","Jed Collins","RB","DET",21.83125,-102.283225214065,0,NA,9.72433588135114,2.99110963670579,1,1,1,1
"JEFFBUDZIEN","Jeff Budzien","K","JAC",NA,NA,NA,NA,NA,NA,1,1,1,1
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",57.7697630853991,-62.8262253991168,0,34.5,32.7413538205127,6.60002471967109,1,1,1,1
"JEFFDUGAN","Jeff Dugan","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JEFFGARCIA","Jeff Garcia","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JEFFJANIS","Jeff Janis","WR","GB",13.40625,-133.722877658388,0,NA,23.5925703347473,5.29848677278042,1,1,1,1
"JEFFMAEHL","Jeff Maehl","WR","PHI",6.90625,-140.222877658388,0,NA,3.34087688090018,1.33980601329976,1,1,1,1
"JEFFMATHEWS","Jeff Mathews","QB","IND",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JEFFREED","Jeff Reed","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"JEFFTUEL","Jeff Tuel","QB","BUF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JEFFWOLFERT","Jeff Wolfert","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"JEREMYHILL","Jeremy Hill","RB","CIN",127.560459948733,3.44598473466807,0,13.0826,25.7645781953312,4.16419994887666,4.55,5,1,1
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",81.70625,-65.4228776583879,0,34.6,18.5151106644456,4.86223117632478,1,1,1,1
